,QUARTER,TIME_REMAINING,CHICAGO_ACTION,ORLANDO_ACTION,CHICAGO_SCORE,ORLANDO_SCORE
80,1,1:21.0,,E. İlyasova misses 2-pt jump shot from 19 ft,19,31
81,1,1:19.0,Defensive rebound by A. Brooks,,19,31
82,1,1:11.0,B. Portis misses 2-pt hook shot from 9 ft,,19,31
83,1,1:10.0,,Defensive rebound by M. Hezonja,19,31
84,1,1:04.0,,J. Smith makes 2-pt layup from 1 ft (assist by M. Hezonja),19,33
85,1,0:50.0,D. McDermott makes 2-pt layup from 2 ft (assist by B. Portis),,21,33
86,1,0:42.0,,J. Smith misses 2-pt jump shot from 19 ft,21,33
87,1,0:41.0,Defensive rebound by B. Portis,,21,33
88,1,0:26.0,D. McDermott makes 2-pt dunk at rim (assist by B. Portis),,23,33
89,1,0:03.0,,E. Payton misses 2-pt layup from 1 ft (block by P. Gasol),23,33
90,1,0:02.0,Defensive rebound by Team,,23,33
91,1,0:02.0,J. Holiday enters the game for E. Moore,,23,33
92,1,0:02.0,T. Snell enters the game for P. Gasol,,23,33
93,1,0:02.0,,B. Jennings enters the game for E. Payton,23,33
94,1,0:00.0,A. Brooks misses 3-pt jump shot from 55 ft,,23,33
95,1,0:00.0,Offensive rebound by Team,,23,33
96,2,11:36.0,,E. İlyasova misses 2-pt layup from 2 ft,23,33
97,2,11:34.0,Defensive rebound by B. Portis,,23,33
98,2,11:25.0,Personal block foul by E. İlyasova (drawn by T. Snell),,23,33
99,2,11:19.0,Personal foul by B. Jennings (drawn by J. Holiday),,23,33
100,2,11:14.0,D. McDermott makes 3-pt jump shot from 27 ft (assist by B. Portis),,26,33
101,2,10:57.0,,E. İlyasova misses 2-pt jump shot from 11 ft,26,33
102,2,10:55.0,Defensive rebound by B. Portis,,26,33
103,2,10:47.0,B. Portis makes 2-pt jump shot from 18 ft (assist by A. Brooks),,28,33
104,2,10:30.0,,J. Smith makes 2-pt jump shot from 8 ft (assist by B. Jennings),28,35
105,2,10:11.0,B. Portis misses 2-pt jump shot from 18 ft,,28,35
106,2,10:10.0,,Defensive rebound by E. İlyasova,28,35
107,2,10:03.0,,C. Watson misses 2-pt jump shot from 18 ft,28,35
108,2,10:02.0,Defensive rebound by A. Brooks,,28,35
109,2,9:58.0,Personal foul by C. Watson (drawn by A. Brooks),,28,35
110,2,9:55.0,Personal foul by D. Marble (drawn by D. McDermott),,28,35
111,2,9:48.0,D. McDermott misses 2-pt jump shot from 22 ft,,28,35
112,2,9:47.0,,Defensive rebound by C. Watson,28,35
113,2,9:32.0,,B. Jennings misses 3-pt jump shot from 25 ft,28,35
114,2,9:31.0,Defensive rebound by B. Portis,,28,35
115,2,9:15.0,B. Portis misses 2-pt layup from 2 ft,,28,35
116,2,9:14.0,,Defensive rebound by E. İlyasova,28,35
117,2,9:05.0,,Turnover by D. Marble (bad pass; steal by A. Brooks),28,35
118,2,8:58.0,A. Brooks misses 2-pt jump shot from 8 ft,,28,35
119,2,8:56.0,Offensive rebound by D. McDermott,,28,35
120,2,8:52.0,D. McDermott misses 2-pt jump shot from 3 ft (block by J. Smith),,28,35
121,2,8:50.0,,Defensive rebound by B. Jennings,28,35
122,2,8:44.0,,C. Watson misses 2-pt layup from 1 ft,28,35
123,2,8:44.0,,Offensive rebound by E. İlyasova,28,35
124,2,8:44.0,,E. İlyasova makes 2-pt jump shot from 5 ft,28,37
125,2,8:44.0,,Shooting foul by B. Portis (drawn by E. İlyasova),28,37
126,2,8:44.0,Official timeout,,28,37
127,2,8:44.0,,V. Oladipo enters the game for D. Marble,28,37
128,2,8:44.0,D. Rose enters the game for A. Brooks,,28,37
129,2,8:44.0,,E. İlyasova misses free throw 1 of 1,28,37
130,2,8:44.0,,Offensive rebound by J. Smith,28,37
131,2,8:30.0,,E. İlyasova misses 2-pt jump shot from 7 ft,28,37
132,2,8:28.0,,Offensive rebound by J. Smith,28,37
133,2,8:20.0,,E. İlyasova makes 2-pt jump shot from 7 ft (assist by B. Jennings),28,39
134,2,8:20.0,,Shooting foul by D. McDermott (drawn by E. İlyasova),28,39
135,2,8:20.0,,Turnover by J. Smith (lane violation.),28,39
136,2,8:20.0,,A. Gordon enters the game for E. İlyasova,28,39
137,2,8:01.0,B. Portis misses 2-pt layup from 2 ft,,28,39
138,2,7:59.0,,Defensive rebound by J. Smith,28,39
139,2,7:46.0,,Shooting foul by T. Snell (drawn by A. Gordon),28,39
140,2,7:46.0,,A. Gordon makes free throw 1 of 2,28,40
141,2,7:46.0,,A. Gordon makes free throw 2 of 2,28,41
142,2,7:36.0,D. Rose makes 2-pt layup from 2 ft,,30,41
143,2,7:29.0,,Personal foul by T. Snell (drawn by A. Gordon),30,41
144,2,7:29.0,E. Moore enters the game for T. Snell,,30,41
145,2,7:24.0,,J. Smith makes 2-pt jump shot from 19 ft (assist by B. Jennings),30,43
146,2,7:16.0,E. Moore misses 3-pt jump shot from 24 ft,,30,43
147,2,7:15.0,,Defensive rebound by J. Smith,30,43
148,2,7:04.0,,B. Jennings misses 2-pt jump shot from 16 ft,30,43
149,2,7:03.0,Defensive rebound by D. Rose,,30,43
150,2,6:57.0,B. Portis makes 2-pt layup from 2 ft (assist by E. Moore),,32,43
151,2,6:39.0,,V. Oladipo misses 3-pt jump shot from 25 ft,32,43
152,2,6:37.0,Defensive rebound by J. Holiday,,32,43
153,2,6:27.0,D. Rose makes 2-pt jump shot from 18 ft,,34,43
154,2,6:17.0,,Orlando full timeout,34,43
155,2,6:17.0,,M. Hezonja enters the game for C. Watson,34,43
156,2,6:17.0,,E. Payton enters the game for B. Jennings,34,43
157,2,6:17.0,P. Gasol enters the game for B. Portis,,34,43
158,2,6:11.0,,V. Oladipo makes 2-pt jump shot from 18 ft (assist by E. Payton),34,45
159,2,5:51.0,J. Holiday misses 2-pt jump shot from 13 ft,,34,45
160,2,5:50.0,,Defensive rebound by V. Oladipo,34,45
161,2,5:44.0,,V. Oladipo makes 2-pt layup from 2 ft,34,47
162,2,5:28.0,D. McDermott misses 3-pt jump shot from 26 ft,,34,47
163,2,5:27.0,,Defensive rebound by E. Payton,34,47
164,2,5:21.0,,J. Smith makes 2-pt layup from 1 ft (assist by E. Payton),34,49
165,2,5:21.0,Chicago full timeout,,34,49
166,2,5:21.0,,N. Vučević enters the game for J. Smith,34,49
167,2,5:21.0,M. Dunleavy enters the game for D. McDermott,,34,49
168,2,5:07.0,P. Gasol misses 2-pt jump shot from 11 ft,,34,49
169,2,5:06.0,,Defensive rebound by V. Oladipo,34,49
170,2,4:47.0,,M. Hezonja misses 3-pt jump shot from 25 ft,34,49
171,2,4:46.0,Defensive rebound by D. Rose,,34,49
172,2,4:37.0,D. Rose misses 2-pt jump shot from 13 ft,,34,49
173,2,4:36.0,,Defensive rebound by A. Gordon,34,49
174,2,4:29.0,,A. Gordon misses 2-pt layup from 1 ft,34,49
175,2,4:29.0,Defensive rebound by Team,,34,49
176,2,4:29.0,Personal foul by A. Gordon (drawn by P. Gasol),,34,49
177,2,4:29.0,P. Gasol makes free throw 1 of 2,,35,49
178,2,4:29.0,P. Gasol makes free throw 2 of 2,,36,49
179,2,4:16.0,,N. Vučević misses 2-pt hook shot from 11 ft,36,49
180,2,4:16.0,,Offensive rebound by Team,36,49
181,2,4:16.0,,Personal foul by J. Holiday (drawn by A. Gordon),36,49
182,2,4:16.0,,A. Gordon misses free throw 1 of 2,36,49
183,2,4:16.0,,Offensive rebound by Team,36,49
184,2,4:16.0,,A. Gordon makes free throw 2 of 2,36,50
185,2,4:03.0,P. Gasol makes 2-pt jump shot from 15 ft (assist by J. Holiday),,38,50
186,2,3:51.0,,A. Gordon misses 3-pt jump shot from 23 ft,38,50
187,2,3:50.0,Defensive rebound by P. Gasol,,38,50
188,2,3:35.0,E. Moore misses 2-pt jump shot from 8 ft,,38,50
189,2,3:33.0,,Defensive rebound by N. Vučević,38,50
190,2,3:30.0,,Shooting foul by M. Dunleavy (drawn by V. Oladipo),38,50
191,2,3:30.0,,V. Oladipo makes free throw 1 of 2,38,51
192,2,3:30.0,D. McDermott enters the game for E. Moore,,38,51
193,2,3:30.0,,V. Oladipo makes free throw 2 of 2,38,52
194,2,3:11.0,J. Holiday makes 3-pt jump shot from 23 ft (assist by D. Rose),,41,52
195,2,3:00.0,,N. Vučević misses 2-pt jump shot from 18 ft,41,52
196,2,2:59.0,Defensive rebound by D. McDermott,,41,52
197,2,2:51.0,D. Rose makes 2-pt layup from 2 ft,,43,52
198,2,2:36.0,,Turnover by V. Oladipo (bad pass; steal by J. Holiday),43,52
199,2,2:23.0,M. Dunleavy misses 2-pt layup from 2 ft,,43,52
200,2,2:21.0,Offensive rebound by M. Dunleavy,,43,52
201,2,2:19.0,M. Dunleavy misses 2-pt layup from 1 ft,,43,52
202,2,2:18.0,,Defensive rebound by A. Gordon,43,52
203,2,2:12.0,,M. Hezonja makes 2-pt layup from 1 ft (assist by A. Gordon),43,54
204,2,2:04.0,M. Dunleavy makes 3-pt jump shot from 25 ft (assist by D. Rose),,46,54
205,2,1:50.0,,V. Oladipo misses 2-pt jump shot from 19 ft,46,54
206,2,1:50.0,,Offensive rebound by A. Gordon,46,54
207,2,1:50.0,,Shooting foul by P. Gasol (drawn by A. Gordon),46,54
208,2,1:50.0,,A. Gordon misses free throw 1 of 2,46,54
209,2,1:50.0,,Offensive rebound by Team,46,54
210,2,1:50.0,,A. Gordon makes free throw 2 of 2,46,55
211,2,1:40.0,Turnover by D. Rose (lost ball; steal by M. Hezonja),,46,55
212,2,1:34.0,,A. Gordon makes 2-pt dunk at rim (assist by E. Payton),46,57
213,2,1:33.0,Chicago full timeout,,46,57
214,2,1:20.0,D. McDermott misses 3-pt jump shot from 26 ft,,46,57
215,2,1:19.0,,Defensive rebound by E. Payton,46,57
216,2,1:09.0,,M. Hezonja misses 2-pt dunk from 1 ft,46,57
217,2,1:08.0,Defensive rebound by P. Gasol,,46,57
218,2,0:58.0,P. Gasol makes 2-pt jump shot from 19 ft (assist by M. Dunleavy),,48,57
219,2,0:51.0,,A. Gordon makes 3-pt jump shot from 22 ft (assist by E. Payton),48,60
220,2,0:30.0,D. Rose makes 2-pt layup from 2 ft (assist by J. Holiday),,50,60
221,2,0:14.0,,Turnover by N. Vučević (traveling),50,60
222,3,11:48.0,,M. Hezonja makes 2-pt jump shot from 20 ft (assist by N. Vučević),50,62
223,3,11:24.0,P. Gasol misses 2-pt jump shot from 13 ft,,50,62
224,3,11:23.0,,Defensive rebound by M. Hezonja,50,62
225,3,11:06.0,,N. Vučević misses 2-pt layup from 1 ft,50,62
226,3,11:04.0,Defensive rebound by M. Dunleavy,,50,62
227,3,10:51.0,P. Gasol makes 2-pt jump shot from 14 ft (assist by B. Portis),,52,62
228,3,10:31.0,,E. Payton makes 2-pt layup from 1 ft (assist by N. Vučević),52,64
229,3,10:11.0,M. Dunleavy misses 3-pt jump shot from 24 ft,,52,64
230,3,10:10.0,,Defensive rebound by A. Gordon,52,64
231,3,9:50.0,,V. Oladipo makes 2-pt jump shot from 18 ft,52,66
232,3,9:28.0,D. Rose misses 2-pt jump shot from 13 ft,,52,66
233,3,9:27.0,Offensive rebound by Team,,52,66
234,3,9:16.0,M. Dunleavy misses 2-pt layup from 1 ft,,52,66
235,3,9:14.0,Offensive rebound by M. Dunleavy,,52,66
236,3,9:14.0,M. Dunleavy makes 2-pt layup from 2 ft,,54,66
237,3,9:00.0,,Shooting foul by B. Portis (drawn by A. Gordon),54,66
238,3,9:00.0,,A. Gordon makes free throw 1 of 2,54,67
239,3,9:00.0,,A. Gordon makes free throw 2 of 2,54,68
240,3,8:52.0,Personal foul by A. Gordon (drawn by B. Portis),,54,68
241,3,8:36.0,B. Portis misses 2-pt jump shot from 18 ft,,54,68
242,3,8:36.0,Offensive rebound by Team,,54,68
243,3,8:36.0,Turnover by Team (shot clock),,54,68
244,3,8:20.0,,N. Vučević makes 2-pt jump shot from 18 ft,54,70
245,3,8:01.0,D. Rose misses 2-pt layup from 2 ft (block by E. Payton),,54,70
246,3,7:59.0,,Defensive rebound by M. Hezonja,54,70
247,3,7:50.0,,M. Hezonja makes 3-pt jump shot from 26 ft (assist by E. Payton),54,73
248,3,7:50.0,Chicago full timeout,,54,73
249,3,7:50.0,D. McDermott enters the game for B. Portis,,54,73
250,3,7:41.0,Turnover by M. Dunleavy (bad pass; steal by V. Oladipo),,54,73
251,3,7:40.0,,Clear path foul by E. Moore,54,73
252,3,7:40.0,,V. Oladipo makes clear path free throw 1 of 2,54,74
253,3,7:40.0,,V. Oladipo misses clear path free throw 2 of 2,54,74
254,3,7:40.0,,Offensive rebound by Team,54,74
255,3,7:27.0,,E. Payton misses 2-pt jump shot from 5 ft,54,74
256,3,7:25.0,Defensive rebound by D. Rose,,54,74
257,3,7:20.0,D. Rose misses 2-pt jump shot from 17 ft,,54,74
258,3,7:19.0,,Defensive rebound by V. Oladipo,54,74
259,3,7:09.0,,V. Oladipo misses 2-pt jump shot from 11 ft,54,74
260,3,7:08.0,Defensive rebound by E. Moore,,54,74
261,3,6:57.0,E. Moore makes 2-pt jump shot from 21 ft (assist by D. Rose),,56,74
262,3,6:44.0,,E. Payton misses 2-pt jump shot from 10 ft,56,74
263,3,6:43.0,Defensive rebound by Team,,56,74
264,3,6:30.0,D. Rose misses 2-pt layup from 1 ft,,56,74
265,3,6:28.0,,Defensive rebound by V. Oladipo,56,74
266,3,6:23.0,,Turnover by V. Oladipo (bad pass; steal by M. Dunleavy),56,74
267,3,6:11.0,M. Dunleavy makes 3-pt jump shot from 25 ft (assist by D. Rose),,59,74
268,3,6:11.0,,Orlando full timeout,59,74
269,3,6:00.0,,M. Hezonja makes 2-pt dunk at rim (assist by E. Payton),59,76
270,3,5:44.0,D. McDermott misses 2-pt layup from 1 ft (block by M. Hezonja),,59,76
271,3,5:43.0,Offensive rebound by E. Moore,,59,76
272,3,5:43.0,E. Moore misses 2-pt layup from 1 ft,,59,76
273,3,5:42.0,,Defensive rebound by V. Oladipo,59,76
274,3,5:38.0,,Turnover by V. Oladipo (bad pass),59,76
275,3,5:25.0,E. Moore makes 2-pt layup from 2 ft (assist by P. Gasol),,61,76
276,3,5:03.0,,N. Vučević makes 2-pt jump shot from 10 ft,61,78
277,3,4:50.0,D. Rose misses 2-pt jump shot from 13 ft,,61,78
278,3,4:48.0,,Defensive rebound by A. Gordon,61,78
279,3,4:42.0,,M. Hezonja misses 3-pt jump shot from 25 ft,61,78
280,3,4:40.0,Defensive rebound by P. Gasol,,61,78
281,3,4:28.0,M. Dunleavy misses 2-pt jump shot from 12 ft,,61,78
282,3,4:27.0,,Defensive rebound by N. Vučević,61,78
283,3,4:17.0,,N. Vučević misses 2-pt jump shot from 17 ft,61,78
284,3,4:16.0,Defensive rebound by M. Dunleavy,,61,78
285,3,4:03.0,P. Gasol misses 2-pt jump shot from 18 ft,,61,78
286,3,4:02.0,,Defensive rebound by M. Hezonja,61,78
287,3,3:55.0,,Personal foul by P. Gasol (drawn by N. Vučević),61,78
288,3,3:55.0,A. Brooks enters the game for D. Rose,,61,78
289,3,3:55.0,J. Holiday enters the game for M. Dunleavy,,61,78
290,3,3:55.0,,B. Jennings enters the game for V. Oladipo,61,78
291,3,3:55.0,,C. Watson enters the game for E. Payton,61,78
292,3,3:43.0,,N. Vučević misses 2-pt hook shot from 8 ft,61,78
293,3,3:42.0,Defensive rebound by J. Holiday,,61,78
294,3,3:35.0,E. Moore misses 2-pt jump shot from 9 ft (block by C. Watson),,61,78
295,3,3:35.0,,Defensive rebound by A. Gordon,61,78
296,3,3:24.0,,M. Hezonja misses 3-pt jump shot from 24 ft,61,78
297,3,3:23.0,Defensive rebound by A. Brooks,,61,78
298,3,3:17.0,A. Brooks makes 3-pt jump shot from 25 ft,,64,78
299,3,2:55.0,,N. Vučević misses 2-pt hook shot from 8 ft,64,78
300,3,2:54.0,Defensive rebound by E. Moore,,64,78
301,3,2:44.0,D. McDermott misses 3-pt jump shot from 23 ft,,64,78
302,3,2:43.0,,Defensive rebound by A. Gordon,64,78
303,3,2:30.0,,N. Vučević makes 2-pt layup from 1 ft (assist by A. Gordon),64,80
304,3,2:30.0,,Shooting foul by D. McDermott (drawn by N. Vučević),64,80
305,3,2:30.0,B. Portis enters the game for E. Moore,,64,80
306,3,2:30.0,T. Snell enters the game for P. Gasol,,64,80
307,3,2:30.0,,N. Vučević makes free throw 1 of 1,64,81
308,3,2:19.0,Shooting foul by A. Gordon (drawn by B. Portis),,64,81
309,3,2:19.0,B. Portis misses free throw 1 of 2,,64,81
310,3,2:19.0,Offensive rebound by Team,,64,81
311,3,2:19.0,,J. Smith enters the game for N. Vučević,64,81
312,3,2:19.0,,E. İlyasova enters the game for A. Gordon,64,81
313,3,2:19.0,B. Portis makes free throw 2 of 2,,65,81
314,3,2:05.0,,M. Hezonja misses 2-pt jump shot from 19 ft,65,81
315,3,2:04.0,Defensive rebound by A. Brooks,,65,81
316,3,1:53.0,J. Holiday makes 2-pt jump shot from 18 ft (assist by B. Portis),,67,81
317,3,1:37.0,,C. Watson misses 2-pt layup from 2 ft,67,81
318,3,1:36.0,Defensive rebound by J. Holiday,,67,81
319,3,1:14.0,A. Brooks misses 2-pt hook shot from 11 ft,,67,81
320,3,1:13.0,,Defensive rebound by J. Smith,67,81
321,3,1:02.0,,J. Smith misses 2-pt jump shot from 18 ft,67,81
322,3,1:00.0,Defensive rebound by T. Snell,,67,81
323,3,0:58.0,Shooting foul by M. Hezonja (drawn by D. McDermott),,67,81
324,3,0:58.0,D. McDermott misses free throw 1 of 2,,67,81
325,3,0:58.0,Offensive rebound by Team,,67,81
326,3,0:58.0,D. McDermott misses free throw 2 of 2,,67,81
327,3,0:57.0,,Defensive rebound by E. İlyasova,67,81
328,3,0:45.0,,B. Jennings makes 2-pt jump shot from 17 ft,67,83
329,3,0:34.0,J. Holiday misses 3-pt jump shot from 25 ft,,67,83
330,3,0:33.0,,Defensive rebound by B. Jennings,67,83
331,3,0:18.0,,C. Watson misses 2-pt jump shot from 21 ft,67,83
332,3,0:17.0,,Offensive rebound by Team,67,83
333,3,0:17.0,,Personal foul by J. Holiday (drawn by E. İlyasova),67,83
334,3,0:17.0,,E. İlyasova misses free throw 1 of 2,67,83
335,3,0:17.0,,Offensive rebound by Team,67,83
336,3,0:17.0,,V. Oladipo enters the game for M. Hezonja,67,83
337,3,0:17.0,,E. İlyasova makes free throw 2 of 2,67,84
338,3,0:00.0,J. Holiday misses 3-pt jump shot from 24 ft,,67,84
339,3,0:00.0,,Defensive rebound by J. Smith,67,84
340,4,11:57.0,Turnover by B. Portis (bad pass; steal by E. İlyasova),,67,84
341,4,11:42.0,,B. Jennings misses 2-pt jump shot from 21 ft,67,84
342,4,11:41.0,Defensive rebound by Team,,67,84
343,4,11:22.0,A. Brooks misses 3-pt jump shot from 26 ft,,67,84
344,4,11:21.0,,Defensive rebound by E. İlyasova,67,84
345,4,11:20.0,,Personal foul by T. Snell (drawn by E. İlyasova),67,84
346,4,11:00.0,,E. İlyasova misses 2-pt layup from 2 ft,67,84
347,4,11:00.0,,Offensive rebound by Team,67,84
348,4,11:00.0,Loose ball foul by B. Portis (drawn by J. Smith),,67,84
349,4,10:53.0,,J. Smith misses 2-pt jump shot from 18 ft,67,84
350,4,10:52.0,Defensive rebound by T. Snell,,67,84
351,4,10:47.0,Shooting block foul by B. Jennings (drawn by J. Holiday),,67,84
352,4,10:47.0,J. Holiday misses free throw 1 of 2,,67,84
353,4,10:47.0,Offensive rebound by Team,,67,84
354,4,10:47.0,J. Holiday makes free throw 2 of 2,,68,84
355,4,10:23.0,,B. Jennings misses 2-pt jump shot from 15 ft,68,84
356,4,10:21.0,Defensive rebound by Team,,68,84
357,4,10:07.0,B. Portis makes 2-pt jump shot from 19 ft (assist by A. Brooks),,70,84
358,4,9:54.0,,Orlando full timeout,70,84
359,4,9:54.0,,N. Vučević enters the game for E. İlyasova,70,84
360,4,9:54.0,,A. Gordon enters the game for J. Smith,70,84
361,4,9:54.0,,E. Payton enters the game for C. Watson,70,84
362,4,9:54.0,,M. Hezonja enters the game for B. Jennings,70,84
363,4,9:48.0,,M. Hezonja makes 2-pt layup from 2 ft (assist by N. Vučević),70,86
364,4,9:39.0,Personal foul by A. Gordon (drawn by D. McDermott),,70,86
365,4,9:27.0,A. Brooks misses 2-pt jump shot from 15 ft,,70,86
366,4,9:26.0,,Defensive rebound by E. Payton,70,86
367,4,9:19.0,,N. Vučević makes 2-pt hook shot from 8 ft (assist by E. Payton),70,88
368,4,9:05.0,D. McDermott misses 2-pt jump shot from 3 ft,,70,88
369,4,9:04.0,Offensive rebound by D. McDermott,,70,88
370,4,9:04.0,D. McDermott makes 2-pt layup from 3 ft,,72,88
371,4,8:50.0,,E. Payton makes 2-pt jump shot from 5 ft,72,90
372,4,8:44.0,Personal foul by E. Payton (drawn by A. Brooks),,72,90
373,4,8:36.0,B. Portis misses 2-pt jump shot from 18 ft,,72,90
374,4,8:34.0,,Defensive rebound by A. Gordon,72,90
375,4,8:24.0,,N. Vučević misses 2-pt hook shot from 9 ft,72,90
376,4,8:22.0,Defensive rebound by B. Portis,,72,90
377,4,8:14.0,A. Brooks makes 2-pt jump shot from 8 ft,,74,90
378,4,8:14.0,Violation by Team (jump ball),,74,90
379,4,8:06.0,Technical foul by A. Brooks,,74,90
380,4,8:06.0,,V. Oladipo makes technical free throw,74,91
381,4,7:58.0,,N. Vučević makes 2-pt hook shot from 6 ft,74,93
382,4,7:43.0,A. Brooks misses 2-pt layup from 2 ft (block by V. Oladipo),,74,93
383,4,7:41.0,,Defensive rebound by E. Payton,74,93
384,4,7:38.0,,M. Hezonja misses 2-pt layup from 2 ft,74,93
385,4,7:35.0,,Offensive rebound by V. Oladipo,74,93
