,QUARTER,TIME_REMAINING,BOSTON_ACTION,UTAH_ACTION,BOSTON_SCORE,UTAH_SCORE
28,1,8:08.0,I. Thomas makes free throw 3 of 3,,8,9
29,1,7:57.0,,Turnover by R. Gobert (bad pass; steal by A. Johnson),8,9
30,1,7:53.0,A. Johnson makes 2-pt dunk from 1 ft (assist by J. Crowder),,10,9
31,1,7:35.0,,D. Favors makes 2-pt jump shot from 12 ft,10,11
32,1,7:23.0,A. Bradley misses 3-pt jump shot from 23 ft,,10,11
33,1,7:22.0,,Defensive rebound by R. Gobert,10,11
34,1,7:11.0,,Turnover by R. Gobert (bad pass; steal by J. Sullinger),10,11
35,1,7:05.0,J. Crowder misses 3-pt jump shot from 24 ft,,10,11
36,1,7:04.0,,Defensive rebound by R. Gobert,10,11
37,1,6:45.0,,G. Hayward misses 3-pt jump shot from 23 ft,10,11
38,1,6:44.0,Defensive rebound by J. Sullinger,,10,11
39,1,6:26.0,I. Thomas misses 2-pt jump shot from 11 ft,,10,11
40,1,6:26.0,,Defensive rebound by G. Hayward,10,11
41,1,6:17.0,,R. Gobert makes 2-pt dunk at rim (assist by D. Favors),10,13
42,1,6:17.0,Boston full timeout,,10,13
43,1,6:17.0,,C. Johnson enters the game for R. Hood,10,13
44,1,6:04.0,J. Sullinger makes 2-pt jump shot from 17 ft (assist by I. Thomas),,12,13
45,1,6:01.0,,Turnover by R. Gobert (bad pass),12,13
46,1,5:52.0,I. Thomas misses 3-pt jump shot from 25 ft,,12,13
47,1,5:52.0,,Defensive rebound by C. Johnson,12,13
48,1,5:28.0,,C. Johnson makes 3-pt jump shot from 24 ft (assist by D. Favors),12,16
49,1,5:13.0,J. Sullinger misses 2-pt jump shot from 18 ft,,12,16
50,1,5:13.0,,Defensive rebound by C. Johnson,12,16
51,1,4:58.0,,G. Hayward makes 2-pt layup from 2 ft,12,18
52,1,4:47.0,A. Johnson misses 3-pt jump shot from 24 ft,,12,18
53,1,4:47.0,,Defensive rebound by C. Johnson,12,18
54,1,4:38.0,,G. Hayward misses 2-pt layup from 1 ft (block by J. Sullinger),12,18
55,1,4:38.0,Defensive rebound by J. Sullinger,,12,18
56,1,4:23.0,A. Bradley makes 2-pt jump shot from 22 ft,,14,18
57,1,4:03.0,,D. Favors misses 2-pt layup from 1 ft,14,18
58,1,4:02.0,Defensive rebound by I. Thomas,,14,18
59,1,3:57.0,J. Crowder makes 2-pt layup from 1 ft (assist by I. Thomas),,16,18
60,1,3:36.0,,R. Neto makes 2-pt layup at rim,16,20
61,1,3:20.0,Personal foul by R. Neto,,16,20
62,1,3:20.0,E. Turner enters the game for A. Bradley,,16,20
63,1,3:20.0,M. Smart enters the game for A. Johnson,,16,20
64,1,3:20.0,,T. Booker enters the game for R. Gobert,16,20
65,1,3:20.0,,T. Burke enters the game for R. Neto,16,20
66,1,3:12.0,J. Sullinger misses 2-pt jump shot from 9 ft,,16,20
67,1,3:11.0,,Defensive rebound by T. Booker,16,20
68,1,2:54.0,,Turnover by G. Hayward (bad pass; steal by M. Smart),16,20
69,1,2:51.0,J. Crowder makes 2-pt layup from 1 ft (assist by M. Smart),,18,20
70,1,2:51.0,Shooting foul by T. Burke (drawn by J. Crowder),,18,20
71,1,2:51.0,,Utah full timeout,18,20
72,1,2:51.0,T. Zeller enters the game for J. Sullinger,,18,20
73,1,2:51.0,J. Crowder makes free throw 1 of 1,,19,20
74,1,2:34.0,,Turnover by G. Hayward (bad pass),19,20
75,1,2:23.0,Personal foul by C. Johnson,,19,20
76,1,2:23.0,,R. Hood enters the game for G. Hayward,19,20
77,1,2:10.0,E. Turner makes 2-pt jump shot from 17 ft (assist by I. Thomas),,21,20
78,1,1:52.0,,R. Hood makes 3-pt jump shot from 22 ft (assist by D. Favors),21,23
79,1,1:32.0,E. Turner makes 3-pt jump shot from 24 ft (assist by M. Smart),,24,23
80,1,1:15.0,,T. Burke makes 3-pt jump shot from 24 ft (assist by D. Favors),24,26
81,1,0:58.0,E. Turner misses 2-pt jump shot from 10 ft,,24,26
82,1,0:57.0,Offensive rebound by Team,,24,26
83,1,0:57.0,,J. Ingles enters the game for C. Johnson,24,26
84,1,0:57.0,J. Jerebko enters the game for I. Thomas,,24,26
85,1,0:55.0,J. Crowder misses 2-pt layup from 1 ft,,24,26
86,1,0:54.0,,Defensive rebound by D. Favors,24,26
87,1,0:42.0,Offensive charge foul by T. Burke (drawn by M. Smart),,24,26
88,1,0:42.0,,Turnover by T. Burke (offensive foul),24,26
89,1,0:42.0,,C. Johnson enters the game for T. Burke,24,26
90,1,0:33.0,Personal foul by D. Favors,,24,26
91,1,0:33.0,T. Zeller misses free throw 1 of 2,,24,26
92,1,0:33.0,Offensive rebound by Team,,24,26
93,1,0:33.0,,T. Burke enters the game for C. Johnson,24,26
94,1,0:33.0,T. Zeller misses free throw 2 of 2,,24,26
95,1,0:32.0,,Defensive rebound by D. Favors,24,26
96,1,0:19.0,,Turnover by T. Burke (bad pass; steal by M. Smart),24,26
97,1,0:12.0,J. Jerebko misses 3-pt jump shot from 24 ft,,24,26
98,1,0:11.0,,Defensive rebound by R. Hood,24,26
99,1,0:01.0,,Personal foul by E. Turner,24,26
100,1,0:00.0,,T. Booker misses 2-pt jump shot from 22 ft,24,26
101,1,0:00.0,,Offensive rebound by Team,24,26
102,2,11:43.0,Shooting foul by J. Ingles (drawn by E. Turner),,24,26
103,2,11:43.0,E. Turner misses free throw 1 of 2,,24,26
104,2,11:43.0,Offensive rebound by Team,,24,26
105,2,11:43.0,E. Turner misses free throw 2 of 2,,24,26
106,2,11:42.0,,Defensive rebound by R. Gobert,24,26
107,2,11:28.0,,T. Burke misses 2-pt jump shot from 20 ft,24,26
108,2,11:28.0,Defensive rebound by A. Bradley,,24,26
109,2,11:13.0,E. Turner misses 2-pt jump shot from 3 ft,,24,26
110,2,11:12.0,Offensive rebound by T. Zeller,,24,26
111,2,11:12.0,T. Zeller misses 2-pt layup at rim,,24,26
112,2,11:10.0,Offensive rebound by T. Zeller,,24,26
113,2,11:06.0,A. Bradley misses 2-pt jump shot from 14 ft,,24,26
114,2,11:06.0,,Defensive rebound by R. Gobert,24,26
115,2,11:06.0,,Personal foul by T. Zeller,24,26
116,2,10:46.0,,Shooting foul by T. Zeller (drawn by T. Booker),24,26
117,2,10:46.0,,T. Booker misses free throw 1 of 2,24,26
118,2,10:46.0,,Offensive rebound by Team,24,26
119,2,10:46.0,,T. Booker misses free throw 2 of 2,24,26
120,2,10:46.0,,Offensive rebound by R. Gobert,24,26
121,2,10:34.0,,T. Burke makes 3-pt jump shot from 25 ft (assist by R. Hood),24,29
122,2,10:21.0,M. Smart misses 3-pt jump shot from 23 ft,,24,29
123,2,10:20.0,,Defensive rebound by R. Hood,24,29
124,2,10:10.0,,T. Booker misses 2-pt dunk at rim,24,29
125,2,10:10.0,Defensive rebound by T. Zeller,,24,29
126,2,9:53.0,Turnover by T. Zeller (lost ball),,24,29
127,2,9:53.0,,T. Lyles enters the game for T. Booker,24,29
128,2,9:53.0,,C. Johnson enters the game for J. Ingles,24,29
129,2,9:50.0,,Personal foul by A. Bradley,24,29
130,2,9:43.0,,C. Johnson makes 3-pt jump shot from 23 ft (assist by T. Burke),24,32
131,2,9:16.0,M. Smart makes 3-pt jump shot from 24 ft,,27,32
132,2,8:56.0,,Utah full timeout,27,32
133,2,8:56.0,A. Johnson enters the game for T. Zeller,,27,32
134,2,8:50.0,,T. Burke misses 3-pt jump shot from 24 ft,27,32
135,2,8:49.0,Defensive rebound by M. Smart,,27,32
136,2,8:37.0,E. Turner makes 2-pt jump shot from 17 ft,,29,32
137,2,8:24.0,,Turnover by C. Johnson (traveling),29,32
138,2,8:24.0,,G. Hayward enters the game for C. Johnson,29,32
139,2,8:24.0,,J. Ingles enters the game for R. Hood,29,32
140,2,8:03.0,E. Turner misses 2-pt layup from 2 ft,,29,32
141,2,8:03.0,,Defensive rebound by R. Gobert,29,32
142,2,7:47.0,,Shooting foul by J. Jerebko (drawn by R. Gobert),29,32
143,2,7:47.0,,R. Gobert misses free throw 1 of 2,29,32
144,2,7:47.0,,Offensive rebound by Team,29,32
145,2,7:47.0,,R. Neto enters the game for T. Burke,29,32
146,2,7:47.0,,R. Gobert misses free throw 2 of 2,29,32
147,2,7:46.0,Defensive rebound by M. Smart,,29,32
148,2,7:35.0,A. Bradley misses 2-pt jump shot from 18 ft,,29,32
149,2,7:34.0,,Defensive rebound by T. Lyles,29,32
150,2,7:22.0,,Personal foul by M. Smart,29,32
151,2,7:22.0,I. Thomas enters the game for E. Turner,,29,32
152,2,7:22.0,,J. Ingles makes free throw 1 of 2,29,33
153,2,7:22.0,,J. Ingles misses free throw 2 of 2,29,33
154,2,7:21.0,Defensive rebound by A. Bradley,,29,33
155,2,7:08.0,I. Thomas misses 2-pt jump shot from 20 ft (block by R. Gobert),,29,33
156,2,7:07.0,,Defensive rebound by R. Gobert,29,33
157,2,7:02.0,,R. Neto makes 2-pt layup from 2 ft (assist by R. Gobert),29,35
158,2,6:49.0,M. Smart misses 3-pt jump shot from 24 ft,,29,35
159,2,6:49.0,,Defensive rebound by G. Hayward,29,35
160,2,6:38.0,,G. Hayward misses 2-pt jump shot from 12 ft,29,35
161,2,6:38.0,,Offensive rebound by R. Gobert,29,35
162,2,6:35.0,,Turnover by R. Gobert (lost ball; steal by A. Johnson),29,35
163,2,6:32.0,Shooting foul by J. Ingles (drawn by I. Thomas),,29,35
164,2,6:32.0,I. Thomas makes free throw 1 of 3,,30,35
165,2,6:32.0,I. Thomas makes free throw 2 of 3,,31,35
166,2,6:32.0,J. Sullinger enters the game for J. Jerebko,,31,35
167,2,6:32.0,I. Thomas makes free throw 3 of 3,,32,35
168,2,6:10.0,,J. Ingles makes 3-pt jump shot from 24 ft (assist by T. Lyles),32,38
169,2,5:45.0,A. Bradley makes 3-pt jump shot from 22 ft,,35,38
170,2,5:37.0,,Personal foul by A. Bradley,35,38
171,2,5:37.0,,Utah full timeout,35,38
172,2,5:37.0,J. Crowder enters the game for M. Smart,,35,38
173,2,5:37.0,,R. Hood enters the game for J. Ingles,35,38
174,2,5:37.0,,D. Favors enters the game for R. Gobert,35,38
175,2,5:37.0,,G. Hayward makes free throw 1 of 2,35,39
176,2,5:37.0,,G. Hayward misses free throw 2 of 2,35,39
177,2,5:37.0,Defensive rebound by J. Sullinger,,35,39
178,2,5:19.0,Turnover by A. Bradley (bad pass; steal by R. Hood),,35,39
179,2,5:15.0,,T. Lyles makes 2-pt dunk from 1 ft (assist by R. Neto),35,41
180,2,4:58.0,J. Sullinger makes 2-pt jump shot from 5 ft,,37,41
181,2,4:37.0,,D. Favors makes 2-pt jump shot from 8 ft,37,43
182,2,4:19.0,J. Sullinger makes 2-pt jump shot from 4 ft,,39,43
183,2,4:00.0,,Def 3 sec tech foul by A. Johnson,39,43
184,2,4:00.0,,G. Hayward makes technical free throw,39,44
185,2,4:00.0,,R. Gobert enters the game for T. Lyles,39,44
186,2,3:49.0,,R. Hood makes 3-pt jump shot from 25 ft (assist by D. Favors),39,47
187,2,3:32.0,J. Sullinger misses 2-pt jump shot from 2 ft (block by R. Gobert),,39,47
188,2,3:31.0,Offensive rebound by Team,,39,47
189,2,3:31.0,,Loose ball foul by R. Hood,39,47
190,2,3:16.0,A. Johnson misses 2-pt jump shot from 8 ft,,39,47
191,2,3:16.0,,Defensive rebound by Team,39,47
192,2,3:16.0,,Personal foul by A. Johnson,39,47
193,2,3:16.0,,R. Gobert makes free throw 1 of 2,39,48
194,2,3:16.0,E. Turner enters the game for A. Johnson,,39,48
195,2,3:16.0,,R. Gobert makes free throw 2 of 2,39,49
196,2,3:04.0,J. Crowder makes 2-pt jump shot from 16 ft,,41,49
197,2,3:04.0,Shooting foul by D. Favors (drawn by J. Crowder),,41,49
198,2,3:04.0,J. Crowder makes free throw 1 of 1,,42,49
199,2,2:44.0,,Shooting foul by I. Thomas (drawn by R. Hood),42,49
200,2,2:44.0,Boston full timeout,,42,49
201,2,2:44.0,,T. Booker enters the game for D. Favors,42,49
202,2,2:44.0,,R. Hood makes free throw 1 of 2,42,50
203,2,2:44.0,,R. Hood makes free throw 2 of 2,42,51
204,2,2:32.0,J. Crowder makes 2-pt jump shot from 20 ft (assist by I. Thomas),,44,51
205,2,2:10.0,,Turnover by R. Gobert (bad pass; steal by J. Sullinger),44,51
206,2,2:04.0,I. Thomas misses 2-pt layup from 2 ft (block by R. Hood),,44,51
207,2,2:03.0,Offensive rebound by A. Bradley,,44,51
208,2,1:50.0,Personal foul by R. Hood,,44,51
209,2,1:50.0,J. Crowder makes free throw 1 of 2,,45,51
210,2,1:50.0,M. Smart enters the game for A. Bradley,,45,51
211,2,1:50.0,J. Crowder makes free throw 2 of 2,,46,51
212,2,1:26.0,,R. Hood misses 2-pt jump shot from 17 ft,46,51
213,2,1:25.0,Defensive rebound by J. Sullinger,,46,51
214,2,1:07.0,Turnover by J. Sullinger (bad pass; steal by G. Hayward),,46,51
215,2,1:00.0,,R. Neto makes 3-pt jump shot from 24 ft (assist by G. Hayward),46,54
216,2,0:46.0,I. Thomas makes 2-pt layup from 2 ft,,48,54
217,2,0:46.0,Shooting foul by T. Booker (drawn by I. Thomas),,48,54
218,2,0:46.0,,C. Johnson enters the game for T. Booker,48,54
219,2,0:46.0,I. Thomas makes free throw 1 of 1,,49,54
220,2,0:37.0,,Personal foul by J. Crowder,49,54
221,2,0:37.0,,R. Gobert misses free throw 1 of 2,49,54
222,2,0:37.0,,Offensive rebound by Team,49,54
223,2,0:37.0,,R. Gobert misses free throw 2 of 2,49,54
224,2,0:37.0,Defensive rebound by J. Sullinger,,49,54
225,2,0:23.0,J. Crowder misses 2-pt jump shot from 6 ft,,49,54
226,2,0:22.0,,Defensive rebound by R. Neto,49,54
227,2,0:01.0,,G. Hayward misses 3-pt jump shot from 24 ft,49,54
228,2,0:00.0,,Offensive rebound by Team,49,54
229,3,11:48.0,I. Thomas misses 3-pt jump shot from 24 ft,,49,54
230,3,11:48.0,,Defensive rebound by Team,49,54
231,3,11:31.0,,G. Hayward misses 2-pt jump shot from 11 ft,49,54
232,3,11:30.0,Defensive rebound by J. Sullinger,,49,54
233,3,11:27.0,Shooting foul by R. Neto (drawn by I. Thomas),,49,54
234,3,11:27.0,I. Thomas makes free throw 1 of 2,,50,54
235,3,11:27.0,I. Thomas makes free throw 2 of 2,,51,54
236,3,11:05.0,,G. Hayward makes 2-pt jump shot from 6 ft,51,56
237,3,10:45.0,A. Bradley misses 2-pt jump shot from 17 ft,,51,56
238,3,10:44.0,Offensive rebound by J. Sullinger,,51,56
239,3,10:42.0,Turnover by J. Sullinger (bad pass; steal by R. Neto),,51,56
240,3,10:37.0,,Personal foul by I. Thomas,51,56
241,3,10:30.0,,R. Hood misses 3-pt jump shot from 23 ft,51,56
242,3,10:29.0,Defensive rebound by J. Sullinger,,51,56
243,3,10:18.0,A. Bradley makes 2-pt layup from 2 ft (assist by J. Sullinger),,53,56
244,3,9:57.0,,D. Favors makes 2-pt jump shot from 12 ft,53,58
245,3,9:45.0,J. Crowder misses 2-pt jump shot from 21 ft,,53,58
246,3,9:45.0,,Defensive rebound by R. Neto,53,58
247,3,9:33.0,,D. Favors makes 2-pt jump shot from 6 ft (assist by R. Neto),53,60
248,3,9:23.0,Turnover by A. Johnson (bad pass),,53,60
249,3,9:12.0,,Personal foul by J. Crowder,53,60
250,3,9:05.0,,Personal foul by A. Johnson,53,60
251,3,9:05.0,Technical foul by A. Johnson,,53,60
252,3,9:05.0,,G. Hayward makes technical free throw,53,61
253,3,9:05.0,T. Zeller enters the game for A. Johnson,,53,61
254,3,8:52.0,,R. Gobert misses 2-pt hook shot from 3 ft,53,61
255,3,8:52.0,Defensive rebound by J. Sullinger,,53,61
256,3,8:40.0,J. Sullinger misses 2-pt jump shot from 5 ft (block by D. Favors),,53,61
257,3,8:39.0,,Defensive rebound by R. Neto,53,61
258,3,8:33.0,,G. Hayward misses 3-pt jump shot from 24 ft,53,61
259,3,8:32.0,Defensive rebound by A. Bradley,,53,61
260,3,8:17.0,J. Sullinger misses 2-pt jump shot from 16 ft,,53,61
261,3,8:17.0,Offensive rebound by T. Zeller,,53,61
262,3,8:16.0,Personal foul by R. Neto,,53,61
263,3,8:16.0,,T. Burke enters the game for R. Neto,53,61
264,3,8:16.0,,T. Booker enters the game for D. Favors,53,61
265,3,8:12.0,Personal foul by T. Booker,,53,61
266,3,8:06.0,Shooting foul by R. Gobert (drawn by J. Sullinger),,53,61
267,3,8:06.0,J. Sullinger makes free throw 1 of 2,,54,61
268,3,8:06.0,J. Sullinger misses free throw 2 of 2,,54,61
269,3,8:06.0,,Defensive rebound by R. Gobert,54,61
270,3,7:50.0,,T. Burke misses 3-pt jump shot from 24 ft,54,61
271,3,7:48.0,Defensive rebound by J. Crowder,,54,61
272,3,7:37.0,I. Thomas makes 3-pt jump shot from 23 ft (assist by A. Bradley),,57,61
273,3,7:29.0,,G. Hayward makes 3-pt jump shot from 23 ft (assist by T. Burke),57,64
274,3,7:17.0,I. Thomas makes 3-pt jump shot from 23 ft (assist by A. Bradley),,60,64
275,3,7:17.0,Shooting foul by T. Burke (drawn by I. Thomas),,60,64
276,3,7:17.0,,D. Favors enters the game for R. Gobert,60,64
277,3,7:17.0,I. Thomas misses free throw 1 of 1,,60,64
278,3,7:16.0,,Defensive rebound by D. Favors,60,64
279,3,6:54.0,,T. Burke misses 3-pt jump shot from 22 ft,60,64
280,3,6:53.0,,Offensive rebound by T. Booker,60,64
281,3,6:52.0,,T. Booker makes 2-pt layup from 1 ft,60,66
282,3,6:36.0,I. Thomas misses 3-pt jump shot from 24 ft,,60,66
283,3,6:36.0,,Defensive rebound by Team,60,66
284,3,6:36.0,Loose ball foul by T. Zeller,,60,66
285,3,6:19.0,,D. Favors makes 2-pt layup from 2 ft,60,68
286,3,6:19.0,,Shooting foul by T. Zeller (drawn by D. Favors),60,68
287,3,6:19.0,,D. Favors makes free throw 1 of 1,60,69
288,3,6:03.0,I. Thomas makes 2-pt layup from 2 ft,,62,69
289,3,5:56.0,,T. Burke misses 2-pt layup from 2 ft,62,69
290,3,5:55.0,,Offensive rebound by T. Booker,62,69
291,3,5:55.0,,T. Booker makes 2-pt layup from 1 ft,62,71
292,3,5:55.0,Boston full timeout,,62,71
293,3,5:55.0,E. Turner enters the game for J. Sullinger,,62,71
294,3,5:55.0,M. Smart enters the game for A. Bradley,,62,71
295,3,5:55.0,,C. Johnson enters the game for R. Hood,62,71
296,3,5:41.0,J. Crowder misses 3-pt jump shot from 24 ft,,62,71
297,3,5:41.0,,Defensive rebound by G. Hayward,62,71
298,3,5:19.0,,Shooting foul by E. Turner (drawn by G. Hayward),62,71
299,3,5:19.0,,G. Hayward makes free throw 1 of 2,62,72
300,3,5:19.0,,G. Hayward misses free throw 2 of 2,62,72
301,3,5:19.0,Defensive rebound by J. Crowder,,62,72
302,3,5:03.0,M. Smart misses 2-pt layup from 2 ft,,62,72
303,3,5:03.0,,Defensive rebound by T. Booker,62,72
304,3,4:50.0,,Personal foul by M. Smart,62,72
305,3,4:50.0,,G. Hayward misses free throw 1 of 2,62,72
306,3,4:50.0,,Offensive rebound by Team,62,72
307,3,4:50.0,,G. Hayward makes free throw 2 of 2,62,73
308,3,4:39.0,T. Zeller misses 2-pt jump shot from 18 ft,,62,73
309,3,4:39.0,,Defensive rebound by T. Booker,62,73
310,3,4:24.0,,G. Hayward makes 2-pt dunk at rim (assist by T. Booker),62,75
311,3,4:10.0,M. Smart misses 2-pt jump shot from 4 ft (block by D. Favors),,62,75
312,3,4:09.0,,Defensive rebound by D. Favors,62,75
313,3,4:05.0,,T. Booker makes 2-pt dunk at rim (assist by G. Hayward),62,77
314,3,3:39.0,I. Thomas misses 2-pt jump shot from 22 ft,,62,77
315,3,3:38.0,,Defensive rebound by C. Johnson,62,77
316,3,3:27.0,,D. Favors makes 2-pt layup from 1 ft (assist by C. Johnson),62,79
317,3,3:27.0,Boston full timeout,,62,79
318,3,3:27.0,J. Jerebko enters the game for I. Thomas,,62,79
319,3,3:18.0,Personal foul by T. Burke,,62,79
320,3,3:18.0,M. Smart misses free throw 1 of 2,,62,79
321,3,3:18.0,Offensive rebound by Team,,62,79
322,3,3:18.0,M. Smart makes free throw 2 of 2,,63,79
323,3,3:03.0,,D. Favors misses 2-pt jump shot from 8 ft,63,79
324,3,3:03.0,,Offensive rebound by C. Johnson,63,79
325,3,2:49.0,,C. Johnson misses 3-pt jump shot from 22 ft,63,79
326,3,2:48.0,Defensive rebound by J. Jerebko,,63,79
327,3,2:36.0,J. Jerebko makes 2-pt layup from 2 ft (assist by M. Smart),,65,79
328,3,2:14.0,,D. Favors misses 2-pt jump shot from 14 ft,65,79
329,3,2:14.0,Defensive rebound by Team,,65,79
330,3,2:14.0,,Loose ball foul by T. Booker,65,79
331,3,2:14.0,J. Jerebko makes free throw 1 of 2,,66,79
332,3,2:14.0,,R. Gobert enters the game for T. Booker,66,79
333,3,2:14.0,,J. Ingles enters the game for G. Hayward,66,79
334,3,2:14.0,,R. Hood enters the game for T. Burke,66,79
335,3,2:14.0,J. Jerebko makes free throw 2 of 2,,67,79
336,3,1:54.0,,Shooting foul by M. Smart (drawn by R. Hood),67,79
337,3,1:54.0,,R. Hood makes free throw 1 of 2,67,80
338,3,1:54.0,,R. Hood makes free throw 2 of 2,67,81
339,3,1:45.0,Personal foul by C. Johnson,,67,81
340,3,1:45.0,M. Smart makes free throw 1 of 2,,68,81
341,3,1:45.0,M. Smart misses free throw 2 of 2,,68,81
342,3,1:44.0,,Defensive rebound by R. Gobert,68,81
343,3,1:22.0,,J. Ingles misses 3-pt jump shot from 24 ft,68,81
344,3,1:21.0,Defensive rebound by J. Jerebko,,68,81
345,3,1:09.0,J. Jerebko misses 3-pt jump shot from 25 ft,,68,81
346,3,1:08.0,,Defensive rebound by C. Johnson,68,81
347,3,1:01.0,,Personal block foul by J. Crowder,68,81
348,3,1:01.0,,R. Hood makes free throw 1 of 2,68,82
349,3,1:01.0,,R. Hood misses free throw 2 of 2,68,82
350,3,1:01.0,Defensive rebound by T. Zeller,,68,82
351,3,0:48.0,Shooting foul by D. Favors (drawn by E. Turner),,68,82
352,3,0:48.0,E. Turner makes free throw 1 of 2,,69,82
353,3,0:48.0,,T. Burke enters the game for C. Johnson,69,82
354,3,0:48.0,E. Turner makes free throw 2 of 2,,70,82
355,3,0:31.0,,D. Favors misses 2-pt jump shot from 9 ft,70,82
356,3,0:31.0,,Offensive rebound by Team,70,82
357,3,0:31.0,Loose ball foul by J. Jerebko,,70,82
358,3,0:31.0,,R. Gobert makes free throw 1 of 2,70,83
359,3,0:31.0,,C. Johnson enters the game for T. Burke,70,83
360,3,0:31.0,,T. Booker enters the game for D. Favors,70,83
361,3,0:31.0,,R. Gobert misses free throw 2 of 2,70,83
362,3,0:31.0,,Offensive rebound by J. Ingles,70,83
363,3,0:10.0,,R. Hood misses 3-pt jump shot from 24 ft,70,83
364,3,0:09.0,Defensive rebound by M. Smart,,70,83
365,3,0:04.0,Shooting foul by R. Hood (drawn by M. Smart),,70,83
366,3,0:04.0,M. Smart makes free throw 1 of 2,,71,83
367,3,0:04.0,,T. Burke enters the game for C. Johnson,71,83
368,3,0:04.0,M. Smart makes free throw 2 of 2,,72,83
369,3,0:01.0,,T. Burke misses 3-pt jump shot from 24 ft,72,83
370,3,0:00.0,,Offensive rebound by Team,72,83
371,4,11:39.0,,R. Hood misses 2-pt jump shot from 7 ft,72,83
372,4,11:38.0,Defensive rebound by J. Sullinger,,72,83
373,4,11:20.0,A. Bradley makes 2-pt layup from 3 ft,,74,83
374,4,11:02.0,,Turnover by T. Burke (bad pass),74,83
375,4,10:45.0,A. Bradley misses 3-pt jump shot from 24 ft,,74,83
376,4,10:44.0,Offensive rebound by J. Sullinger,,74,83
377,4,10:41.0,J. Sullinger makes 2-pt hook shot from 4 ft,,76,83
378,4,10:24.0,,Personal foul by J. Jerebko,76,83
379,4,10:24.0,,R. Neto enters the game for T. Burke,76,83
380,4,10:24.0,,G. Hayward enters the game for J. Ingles,76,83
381,4,10:13.0,,G. Hayward misses 2-pt jump shot from 20 ft,76,83
382,4,10:10.0,,Offensive rebound by R. Gobert,76,83
383,4,10:10.0,,R. Gobert makes 2-pt layup from 1 ft,76,85
384,4,9:53.0,J. Sullinger misses 2-pt hook shot from 9 ft,,76,85
385,4,9:53.0,,Defensive rebound by T. Booker,76,85
386,4,9:30.0,,Turnover by Team (shot clock),76,85
387,4,9:30.0,,D. Favors enters the game for T. Booker,76,85
388,4,9:18.0,J. Jerebko misses 2-pt layup from 2 ft (block by R. Gobert),,76,85
389,4,9:17.0,,Defensive rebound by D. Favors,76,85
390,4,9:04.0,,G. Hayward makes 2-pt jump shot from 15 ft,76,87
391,4,8:57.0,Shooting foul by R. Gobert (drawn by M. Smart),,76,87
392,4,8:57.0,Boston full timeout,,76,87
393,4,8:57.0,,C. Johnson enters the game for R. Hood,76,87
394,4,8:57.0,M. Smart makes free throw 1 of 2,,77,87
395,4,8:57.0,M. Smart misses free throw 2 of 2,,77,87
396,4,8:57.0,,Defensive rebound by Team,77,87
397,4,8:57.0,Loose ball foul by J. Sullinger,,77,87
398,4,8:42.0,,D. Favors makes 2-pt dunk at rim (assist by G. Hayward),77,89
399,4,8:14.0,J. Sullinger misses 3-pt jump shot from 26 ft,,77,89
400,4,8:13.0,,Defensive rebound by R. Gobert,77,89
401,4,8:06.0,J. Crowder enters the game for J. Jerebko,,77,89
402,4,8:05.0,,Shooting foul by E. Turner (drawn by G. Hayward),77,89
