,QUARTER,TIME_REMAINING,PHOENIX_ACTION,UTAH_ACTION,PHOENIX_SCORE,UTAH_SCORE
0,1,11:45.0,A. Len makes 2-pt hook shot from 3 ft (assist by P. Tucker),,2,0
1,1,11:34.0,,Personal foul by P. Tucker,2,0
2,1,11:24.0,,D. Favors makes 2-pt jump shot from 13 ft (assist by S. Mack),2,2
3,1,11:04.0,B. Knight misses 2-pt jump shot from 18 ft,,2,2
4,1,11:04.0,Offensive rebound by A. Len,,2,2
5,1,11:00.0,D. Booker misses 3-pt jump shot from 24 ft,,2,2
6,1,11:00.0,,Defensive rebound by Team,2,2
7,1,10:41.0,,R. Hood misses 2-pt jump shot from 12 ft,2,2
8,1,10:39.0,,Offensive rebound by R. Gobert,2,2
9,1,10:36.0,,R. Gobert makes 2-pt hook shot from 3 ft,2,4
10,1,10:26.0,P. Tucker misses 3-pt jump shot from 23 ft,,2,4
11,1,10:25.0,,Defensive rebound by D. Favors,2,4
12,1,10:13.0,,Turnover by R. Gobert (traveling),2,4
13,1,9:54.0,P. Tucker makes 2-pt jump shot from 10 ft,,4,4
14,1,9:38.0,,R. Gobert misses 2-pt layup from 2 ft,4,4
15,1,9:35.0,Defensive rebound by B. Knight,,4,4
16,1,9:25.0,B. Knight misses 2-pt layup from 3 ft,,4,4
17,1,9:24.0,,Defensive rebound by R. Gobert,4,4
18,1,9:08.0,,S. Mack makes 2-pt jump shot from 10 ft,4,6
19,1,8:51.0,A. Len misses 2-pt jump shot from 18 ft,,4,6
20,1,8:50.0,,Defensive rebound by R. Gobert,4,6
21,1,8:40.0,,J. Ingles misses 3-pt jump shot from 24 ft,4,6
22,1,8:39.0,,Offensive rebound by S. Mack,4,6
23,1,8:33.0,,R. Hood misses 2-pt jump shot from 14 ft,4,6
24,1,8:33.0,Defensive rebound by A. Len,,4,6
25,1,8:28.0,B. Knight misses 2-pt layup from 1 ft (block by D. Favors),,4,6
26,1,8:26.0,,Defensive rebound by J. Ingles,4,6
27,1,8:20.0,,R. Gobert makes 2-pt dunk at rim (assist by S. Mack),4,8
28,1,8:06.0,D. Booker misses 2-pt jump shot from 16 ft,,4,8
29,1,8:05.0,Offensive rebound by P. Tucker,,4,8
30,1,7:56.0,Turnover by B. Knight (bad pass; steal by D. Favors),,4,8
31,1,7:47.0,,J. Ingles makes 2-pt jump shot from 23 ft (assist by S. Mack),4,10
32,1,7:40.0,Phoenix full timeout,,4,10
33,1,7:31.0,Turnover by B. Knight (bad pass; steal by J. Ingles),,4,10
34,1,7:24.0,,Turnover by J. Ingles (bad pass; steal by P. Tucker),4,10
35,1,7:18.0,B. Knight makes 3-pt jump shot from 24 ft (assist by P. Tucker),,7,10
36,1,7:04.0,,D. Favors makes 2-pt jump shot from 13 ft (assist by S. Mack),7,12
37,1,6:52.0,A. Len misses 2-pt layup from 3 ft,,7,12
38,1,6:51.0,,Defensive rebound by R. Gobert,7,12
39,1,6:29.0,,S. Mack makes 2-pt layup from 4 ft,7,14
40,1,6:15.0,B. Knight makes 2-pt jump shot from 5 ft,,9,14
41,1,5:57.0,,J. Ingles makes 2-pt jump shot from 21 ft,9,16
42,1,5:44.0,Turnover by B. Knight (bad pass; steal by J. Ingles),,9,16
43,1,5:38.0,,R. Hood makes 2-pt dunk at rim (assist by S. Mack),9,18
44,1,5:18.0,D. Booker misses 2-pt jump shot from 19 ft,,9,18
45,1,5:17.0,,Defensive rebound by S. Mack,9,18
46,1,5:06.0,,S. Mack misses 2-pt jump shot from 14 ft,9,18
47,1,5:05.0,Defensive rebound by A. Len,,9,18
48,1,4:53.0,A. Len misses 2-pt jump shot from 18 ft,,9,18
49,1,4:52.0,Offensive rebound by T. Chandler,,9,18
50,1,4:43.0,D. Booker makes 3-pt jump shot from 24 ft (assist by T. Chandler),,12,18
51,1,4:27.0,,S. Mack misses 2-pt layup from 3 ft,12,18
52,1,4:26.0,Defensive rebound by A. Len,,12,18
53,1,4:16.0,A. Len makes 2-pt jump shot from 17 ft (assist by B. Knight),,14,18
54,1,4:09.0,,Utah full timeout,14,18
55,1,4:09.0,,T. Booker enters the game for R. Gobert,14,18
56,1,4:09.0,,R. Neto enters the game for S. Mack,14,18
57,1,3:54.0,,J. Ingles misses 3-pt jump shot from 24 ft,14,18
58,1,3:54.0,Defensive rebound by B. Knight,,14,18
59,1,3:43.0,Turnover by D. Booker (bad pass; steal by J. Ingles),,14,18
60,1,3:26.0,,D. Favors makes 2-pt layup from 2 ft (assist by J. Ingles),14,20
61,1,3:19.0,Turnover by P. Tucker (bad pass; steal by J. Ingles),,14,20
62,1,3:13.0,,T. Booker makes 2-pt dunk at rim (assist by J. Ingles),14,22
63,1,2:51.0,Personal foul by D. Favors,,14,22
64,1,2:51.0,,C. Johnson enters the game for J. Ingles,14,22
65,1,2:51.0,R. Price enters the game for D. Booker,,14,22
66,1,2:51.0,M. Teletović enters the game for T. Chandler,,14,22
67,1,2:45.0,P. Tucker makes 2-pt jump shot from 20 ft (assist by M. Teletović),,16,22
68,1,2:24.0,,C. Johnson misses 2-pt jump shot from 17 ft,16,22
69,1,2:23.0,Defensive rebound by P. Tucker,,16,22
70,1,2:18.0,Shooting foul by R. Neto (drawn by B. Knight),,16,22
71,1,2:18.0,B. Knight makes free throw 1 of 2,,17,22
72,1,2:18.0,B. Knight makes free throw 2 of 2,,18,22
73,1,2:02.0,,Turnover by R. Neto (lost ball; steal by R. Price),18,22
74,1,1:54.0,B. Knight misses 3-pt jump shot from 22 ft,,18,22
75,1,1:49.0,,Defensive rebound by R. Hood,18,22
76,1,1:38.0,,D. Favors misses 2-pt jump shot from 16 ft,18,22
77,1,1:37.0,Defensive rebound by A. Len,,18,22
78,1,1:20.0,A. Len makes 2-pt jump shot from 7 ft (assist by R. Price),,20,22
79,1,1:05.0,,T. Booker misses 2-pt layup from 2 ft,20,22
80,1,1:03.0,Defensive rebound by A. Len,,20,22
81,1,0:49.0,Shooting foul by D. Favors (drawn by A. Len),,20,22
82,1,0:49.0,A. Len misses free throw 1 of 2,,20,22
83,1,0:49.0,Offensive rebound by Team,,20,22
84,1,0:49.0,,R. Gobert enters the game for D. Favors,20,22
85,1,0:49.0,A. Len makes free throw 2 of 2,,21,22
86,1,0:38.0,,R. Hood misses 3-pt jump shot from 24 ft,21,22
87,1,0:37.0,Defensive rebound by R. Price,,21,22
88,1,0:32.0,B. Knight misses 2-pt jump shot from 23 ft,,21,22
89,1,0:31.0,,Defensive rebound by R. Gobert,21,22
90,1,0:11.0,,R. Hood makes 2-pt jump shot from 10 ft,21,24
91,2,11:42.0,,Personal foul by D. Booker,21,24
92,2,11:30.0,,T. Booker misses 2-pt jump shot from 18 ft,21,24
93,2,11:29.0,Defensive rebound by Team,,21,24
94,2,11:17.0,P. Tucker misses 2-pt hook shot at rim,,21,24
95,2,11:16.0,,Defensive rebound by R. Gobert,21,24
96,2,11:01.0,,J. Ingles makes 3-pt jump shot from 23 ft (assist by T. Booker),21,27
97,2,10:46.0,D. Booker misses 2-pt jump shot from 17 ft,,21,27
98,2,10:45.0,,Defensive rebound by T. Booker,21,27
99,2,10:37.0,,Turnover by R. Neto (lost ball),21,27
100,2,10:27.0,Personal foul by S. Mack,,21,27
101,2,10:27.0,A. Goodwin enters the game for P. Tucker,,21,27
102,2,10:19.0,J. Leuer makes 2-pt jump shot from 3 ft,,23,27
103,2,9:58.0,,S. Mack misses 2-pt jump shot from 17 ft,23,27
104,2,9:58.0,Defensive rebound by Team,,23,27
105,2,9:58.0,Personal foul by R. Gobert,,23,27
106,2,9:56.0,,T. Lyles enters the game for T. Booker,23,27
107,2,9:53.0,,C. Johnson enters the game for R. Neto,23,27
108,2,9:46.0,D. Booker misses 2-pt jump shot from 14 ft,,23,27
109,2,9:42.0,Offensive rebound by D. Booker,,23,27
110,2,9:42.0,D. Booker makes 2-pt jump shot from 6 ft,,25,27
