,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,BROOKLYN_ACTION,MILWAUKEE_SCORE,BROOKLYN_SCORE
231,3,9:53.0,Personal foul by J. Johnson (drawn by G. Monroe),,61,53
232,3,9:37.0,Turnover by M. Carter-Williams (lost ball),,61,53
233,3,9:23.0,,Shooting foul by G. Monroe (drawn by B. Lopez),61,53
234,3,9:23.0,,B. Lopez makes free throw 1 of 2,61,54
235,3,9:23.0,,B. Lopez makes free throw 2 of 2,61,55
236,3,9:13.0,Turnover by J. Bayless (traveling),,61,55
237,3,9:02.0,,Personal foul by G. Monroe (drawn by J. Johnson),61,55
238,3,8:52.0,,J. Johnson makes 2-pt jump shot from 16 ft,61,57
239,3,8:29.0,Shooting foul by B. Lopez (drawn by G. Monroe),,61,57
240,3,8:29.0,G. Monroe makes free throw 1 of 2,,62,57
241,3,8:29.0,G. Monroe misses free throw 2 of 2,,62,57
242,3,8:28.0,,Defensive rebound by T. Young,62,57
243,3,8:09.0,,Turnover by J. Jack (lost ball; steal by M. Carter-Williams),62,57
244,3,8:06.0,M. Carter-Williams makes 2-pt dunk at rim,,64,57
245,3,7:53.0,,T. Young misses 2-pt layup from 2 ft (block by M. Carter-Williams),64,57
246,3,7:52.0,,Offensive rebound by Team,64,57
247,3,7:39.0,,J. Jack makes 2-pt jump shot from 17 ft (assist by J. Johnson),64,59
248,3,7:21.0,G. Antetokounmpo makes 2-pt dunk at rim (assist by M. Carter-Williams),,66,59
249,3,7:07.0,,Shooting foul by M. Carter-Williams (drawn by B. Lopez),66,59
250,3,7:07.0,,B. Lopez makes free throw 1 of 2,66,60
251,3,7:07.0,,B. Lopez makes free throw 2 of 2,66,61
252,3,6:47.0,G. Antetokounmpo misses 2-pt layup from 1 ft (block by T. Young),,66,61
253,3,6:46.0,Offensive rebound by Team,,66,61
254,3,6:39.0,K. Middleton makes 2-pt jump shot from 17 ft (assist by M. Carter-Williams),,68,61
255,3,6:28.0,,B. Lopez makes 2-pt jump shot from 19 ft (assist by M. Brown),68,63
256,3,6:16.0,K. Middleton makes 3-pt jump shot from 25 ft,,71,63
257,3,6:01.0,,Shooting foul by M. Carter-Williams (drawn by J. Jack),71,63
258,3,6:01.0,,J. Jack misses free throw 1 of 2,71,63
259,3,6:01.0,,Offensive rebound by Team,71,63
260,3,6:01.0,G. Vásquez enters the game for M. Carter-Williams,,71,63
261,3,6:01.0,,J. Jack makes free throw 2 of 2,71,64
262,3,5:36.0,J. Bayless makes 3-pt jump shot from 26 ft (assist by G. Vásquez),,74,64
263,3,5:14.0,,J. Johnson misses 2-pt jump shot from 7 ft (block by K. Middleton),74,64
264,3,5:12.0,Defensive rebound by G. Monroe,,74,64
265,3,5:02.0,G. Monroe misses 2-pt jump shot from 5 ft,,74,64
266,3,5:01.0,,Defensive rebound by J. Jack,74,64
267,3,4:55.0,,T. Young makes 2-pt layup from 2 ft (assist by J. Jack),74,66
268,3,4:40.0,G. Monroe misses 2-pt layup from 1 ft,,74,66
269,3,4:39.0,,Defensive rebound by M. Brown,74,66
270,3,4:30.0,,J. Johnson makes 2-pt jump shot from 17 ft (assist by M. Brown),74,68
271,3,4:30.0,Milwaukee full timeout,,74,68
272,3,4:30.0,M. Plumlee enters the game for G. Monroe,,74,68
273,3,4:20.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by G. Vásquez),,76,68
274,3,4:03.0,,Offensive foul by B. Lopez (drawn by M. Plumlee),76,68
275,3,4:03.0,,Turnover by B. Lopez (offensive foul),76,68
276,3,3:54.0,Turnover by M. Plumlee (step out of bounds),,76,68
277,3,3:38.0,,J. Johnson makes 3-pt jump shot from 24 ft (assist by T. Young),76,71
278,3,3:27.0,Turnover by M. Plumlee (traveling),,76,71
279,3,3:12.0,,M. Brown makes 2-pt jump shot from 11 ft (assist by T. Young),76,73
280,3,3:01.0,Turnover by G. Vásquez (traveling),,76,73
281,3,3:01.0,,Brooklyn full timeout,76,73
282,3,2:41.0,,B. Lopez misses 3-pt jump shot from 26 ft,76,73
283,3,2:40.0,Defensive rebound by Team,,76,73
284,3,2:30.0,J. Bayless misses 2-pt jump shot from 5 ft,,76,73
285,3,2:29.0,,Defensive rebound by B. Lopez,76,73
286,3,2:23.0,,J. Jack makes 2-pt layup from 1 ft,76,75
287,3,2:11.0,,Offensive charge foul by M. Plumlee (drawn by T. Young),76,75
288,3,2:11.0,Turnover by M. Plumlee (offensive foul),,76,75
289,3,2:11.0,,A. Bargnani enters the game for B. Lopez,76,75
290,3,2:11.0,J. O'Bryant enters the game for M. Plumlee,,76,75
291,3,1:51.0,,T. Young misses 2-pt jump shot from 17 ft,76,75
292,3,1:50.0,,Offensive rebound by A. Bargnani,76,75
293,3,1:36.0,,M. Brown misses 3-pt jump shot from 26 ft,76,75
294,3,1:35.0,Defensive rebound by J. O'Bryant,,76,75
295,3,1:23.0,Turnover by G. Antetokounmpo (traveling),,76,75
296,3,1:23.0,,B. Bogdanović enters the game for M. Brown,76,75
297,3,1:08.0,,Turnover by A. Bargnani (3 sec),76,75
298,3,0:52.0,J. O'Bryant makes 2-pt jump shot from 19 ft (assist by G. Vásquez),,78,75
299,3,0:40.0,,T. Young makes 2-pt layup from 3 ft,78,77
300,3,0:26.0,K. Middleton makes 2-pt jump shot from 6 ft (assist by G. Vásquez),,80,77
301,3,0:03.0,,T. Young misses 2-pt hook shot from 7 ft,80,77
302,3,0:03.0,,Offensive rebound by Team,80,77
303,3,0:02.0,,A. Bargnani makes 2-pt jump shot from 12 ft (assist by J. Johnson),80,79
304,3,0:02.0,,Shooting foul by G. Antetokounmpo (drawn by A. Bargnani),80,79
305,3,0:02.0,,R. Hollis-Jefferson enters the game for J. Johnson,80,79
306,3,0:02.0,,A. Bargnani makes free throw 1 of 1,80,80
307,3,0:00.0,G. Vásquez misses 3-pt jump shot from 53 ft,,80,80
308,3,0:00.0,Offensive rebound by Team,,80,80
309,4,11:45.0,,Def 3 sec tech foul by G. Antetokounmpo,80,80
310,4,11:45.0,,B. Bogdanović misses technical free throw,80,80
311,4,11:45.0,,Offensive rebound by Team,80,80
312,4,11:37.0,,A. Bargnani misses 2-pt jump shot from 17 ft,80,80
313,4,11:36.0,Defensive rebound by G. Monroe,,80,80
314,4,11:20.0,G. Monroe makes 2-pt layup from 2 ft (assist by G. Antetokounmpo),,82,80
315,4,10:54.0,,B. Lopez makes 2-pt jump shot from 18 ft,82,82
316,4,10:36.0,J. Bayless makes 3-pt jump shot from 23 ft (assist by G. Vásquez),,85,82
317,4,10:36.0,Shooting foul by W. Ellington (drawn by J. Bayless),,85,82
318,4,10:36.0,J. Bayless makes free throw 1 of 1,,86,82
319,4,10:20.0,,B. Bogdanović makes 2-pt hook shot from 5 ft,86,84
320,4,10:02.0,G. Vásquez misses 3-pt jump shot from 24 ft,,86,84
321,4,10:01.0,,Defensive rebound by B. Lopez,86,84
322,4,9:49.0,,Personal block foul by J. O'Bryant (drawn by S. Larkin),86,84
323,4,9:34.0,,S. Larkin makes 2-pt layup from 1 ft (assist by B. Lopez),86,86
324,4,9:15.0,Shooting foul by B. Lopez (drawn by J. O'Bryant),,86,86
325,4,9:15.0,J. O'Bryant makes free throw 1 of 2,,87,86
326,4,9:15.0,,J. Johnson enters the game for B. Lopez,87,86
327,4,9:15.0,J. O'Bryant makes free throw 2 of 2,,88,86
328,4,9:06.0,,J. Johnson misses 3-pt jump shot from 26 ft,88,86
329,4,9:05.0,Defensive rebound by J. Bayless,,88,86
330,4,8:50.0,G. Monroe misses 2-pt hook shot from 5 ft,,88,86
331,4,8:49.0,,Defensive rebound by S. Larkin,88,86
332,4,8:38.0,,W. Ellington misses 3-pt jump shot from 22 ft,88,86
333,4,8:37.0,Defensive rebound by G. Monroe,,88,86
334,4,8:35.0,Milwaukee full timeout,,88,86
335,4,8:35.0,K. Middleton enters the game for J. O'Bryant,,88,86
336,4,8:15.0,J. Bayless makes 2-pt jump shot from 10 ft,,90,86
337,4,7:58.0,,B. Bogdanović makes 3-pt jump shot from 22 ft (assist by S. Larkin),90,89
338,4,7:43.0,Personal foul by A. Bargnani (drawn by G. Monroe),,90,89
339,4,7:34.0,G. Antetokounmpo misses 2-pt layup from 1 ft,,90,89
340,4,7:33.0,Offensive rebound by G. Vásquez,,90,89
341,4,7:11.0,G. Antetokounmpo makes 2-pt jump shot from 9 ft,,92,89
342,4,7:01.0,,Offensive foul by A. Bargnani (drawn by G. Vásquez),92,89
343,4,7:01.0,,Turnover by A. Bargnani (offensive foul),92,89
344,4,7:01.0,,B. Lopez enters the game for A. Bargnani,92,89
345,4,7:01.0,,J. Jack enters the game for W. Ellington,92,89
346,4,6:49.0,Turnover by G. Antetokounmpo (bad pass; steal by B. Bogdanović),,92,89
347,4,6:48.0,,Personal foul by K. Middleton (drawn by B. Bogdanović),92,89
348,4,6:34.0,,J. Jack misses 2-pt jump shot from 6 ft,92,89
349,4,6:33.0,,Offensive rebound by B. Bogdanović,92,89
350,4,6:18.0,Offensive charge foul by B. Bogdanović (drawn by G. Antetokounmpo),,92,89
351,4,6:18.0,,Turnover by B. Bogdanović (offensive foul),92,89
352,4,5:58.0,G. Vásquez misses 3-pt jump shot from 23 ft,,92,89
353,4,5:57.0,Offensive rebound by G. Monroe,,92,89
354,4,5:47.0,K. Middleton misses 2-pt jump shot from 15 ft,,92,89
355,4,5:46.0,Offensive rebound by G. Antetokounmpo,,92,89
356,4,5:35.0,Turnover by G. Antetokounmpo (lost ball; steal by S. Larkin),,92,89
357,4,5:32.0,,S. Larkin makes 2-pt layup from 2 ft,92,91
358,4,5:11.0,J. Bayless misses 3-pt jump shot from 22 ft,,92,91
359,4,5:10.0,,Defensive rebound by J. Jack,92,91
360,4,4:58.0,,Shooting foul by G. Antetokounmpo (drawn by B. Lopez),92,91
361,4,4:58.0,Official timeout,,92,91
362,4,4:58.0,M. Carter-Williams enters the game for G. Vásquez,,92,91
363,4,4:58.0,,B. Lopez makes free throw 1 of 2,92,92
364,4,4:58.0,,B. Lopez misses free throw 2 of 2,92,92
365,4,4:57.0,Defensive rebound by K. Middleton,,92,92
366,4,4:44.0,Personal foul by B. Lopez (drawn by M. Carter-Williams),,92,92
367,4,4:44.0,,T. Robinson enters the game for B. Lopez,92,92
368,4,4:34.0,Turnover by G. Monroe (bad pass),,92,92
369,4,4:18.0,,J. Johnson misses 2-pt jump shot from 14 ft,92,92
370,4,4:17.0,,Offensive rebound by T. Robinson,92,92
371,4,4:16.0,,T. Robinson misses 2-pt layup at rim,92,92
372,4,4:15.0,Defensive rebound by Team,,92,92
