,QUARTER,TIME_REMAINING,DENVER_ACTION,SAN ANTONIO_ACTION,DENVER_SCORE,SAN ANTONIO_SCORE
206,2,1:21.0,,T. Parker makes 2-pt jump shot from 16 ft,54,61
207,2,0:53.0,K. Faried makes 2-pt jump shot from 18 ft (assist by D. Gallinari),,56,61
208,2,0:32.0,,T. Parker makes 2-pt jump shot from 10 ft,56,63
209,2,0:13.0,E. Mudiay makes 2-pt jump shot from 11 ft,,58,63
210,2,0:05.0,,Shooting foul by E. Mudiay (drawn by T. Parker),58,63
211,2,0:05.0,,T. Parker makes free throw 1 of 2,58,64
212,2,0:05.0,,K. Anderson enters the game for T. Duncan,58,64
213,2,0:05.0,,R. Butler enters the game for L. Aldridge,58,64
214,2,0:05.0,,T. Parker makes free throw 2 of 2,58,65
215,3,11:43.0,E. Mudiay misses 2-pt layup at rim,,58,65
216,3,11:41.0,Offensive rebound by J. Hickson,,58,65
217,3,11:41.0,J. Hickson misses 2-pt layup from 1 ft,,58,65
218,3,11:40.0,Offensive rebound by J. Hickson,,58,65
219,3,11:40.0,J. Hickson misses 2-pt layup from 1 ft (block by T. Duncan),,58,65
220,3,11:38.0,,Defensive rebound by T. Duncan,58,65
221,3,11:28.0,,D. Green makes 3-pt jump shot from 25 ft (assist by T. Parker),58,68
222,3,11:17.0,G. Harris makes 2-pt jump shot from 6 ft (assist by J. Hickson),,60,68
223,3,10:57.0,,T. Duncan misses 2-pt jump shot from 5 ft,60,68
224,3,10:56.0,,Offensive rebound by L. Aldridge,60,68
225,3,10:53.0,,L. Aldridge misses 2-pt layup from 1 ft,60,68
226,3,10:51.0,Defensive rebound by Team,,60,68
227,3,10:36.0,K. Faried makes 2-pt jump shot from 4 ft (assist by E. Mudiay),,62,68
228,3,10:22.0,,K. Leonard misses 3-pt jump shot from 24 ft,62,68
229,3,10:21.0,Defensive rebound by J. Hickson,,62,68
230,3,10:05.0,J. Hickson misses 2-pt layup at rim (block by T. Duncan),,62,68
231,3,10:04.0,,Defensive rebound by T. Duncan,62,68
232,3,9:49.0,,Shooting foul by K. Faried (drawn by L. Aldridge),62,68
233,3,9:49.0,,L. Aldridge makes free throw 1 of 2,62,69
234,3,9:49.0,,L. Aldridge misses free throw 2 of 2,62,69
235,3,9:48.0,Defensive rebound by J. Hickson,,62,69
236,3,9:30.0,D. Gallinari misses 3-pt jump shot from 24 ft,,62,69
237,3,9:29.0,,Defensive rebound by Team,62,69
238,3,9:29.0,Loose ball foul by J. Hickson (drawn by K. Leonard),,62,69
239,3,9:13.0,,K. Leonard makes 2-pt layup from 1 ft (assist by D. Green),62,71
240,3,8:59.0,K. Faried makes 2-pt jump shot from 16 ft (assist by E. Mudiay),,64,71
241,3,8:43.0,,L. Aldridge misses 2-pt layup from 1 ft,64,71
242,3,8:42.0,Defensive rebound by J. Hickson,,64,71
243,3,8:36.0,E. Mudiay misses 2-pt layup at rim (block by T. Duncan),,64,71
244,3,8:34.0,Offensive rebound by J. Hickson,,64,71
245,3,8:26.0,G. Harris misses 2-pt jump shot from 13 ft,,64,71
246,3,8:25.0,,Defensive rebound by D. Green,64,71
247,3,8:16.0,,T. Parker makes 2-pt layup from 1 ft,64,73
248,3,7:58.0,K. Faried misses 2-pt jump shot from 7 ft,,64,73
249,3,7:57.0,,Defensive rebound by L. Aldridge,64,73
250,3,7:40.0,,T. Parker makes 2-pt jump shot from 8 ft (assist by T. Duncan),64,75
251,3,7:40.0,Denver full timeout,,64,75
252,3,7:21.0,J. Hickson makes 2-pt jump shot from 7 ft (assist by E. Mudiay),,66,75
253,3,7:06.0,,K. Leonard makes 2-pt jump shot from 14 ft (assist by T. Duncan),66,77
254,3,6:52.0,J. Hickson misses 2-pt jump shot from 6 ft,,66,77
255,3,6:51.0,,Defensive rebound by L. Aldridge,66,77
256,3,6:40.0,,L. Aldridge makes 2-pt jump shot from 20 ft (assist by K. Leonard),66,79
257,3,6:30.0,Turnover by E. Mudiay (bad pass; steal by K. Leonard),,66,79
258,3,6:28.0,,Personal foul by D. Gallinari (drawn by K. Leonard),66,79
259,3,6:28.0,N. Jokić enters the game for J. Hickson,,66,79
260,3,6:14.0,,T. Parker makes 2-pt layup at rim,66,81
261,3,6:02.0,K. Faried misses 2-pt jump shot from 17 ft,,66,81
262,3,6:02.0,,Defensive rebound by L. Aldridge,66,81
263,3,5:54.0,,San Antonio full timeout,66,81
264,3,5:54.0,J. Nelson enters the game for K. Faried,,66,81
265,3,5:54.0,D. Arthur enters the game for E. Mudiay,,66,81
266,3,5:53.0,,Personal foul by D. Gallinari (drawn by K. Leonard),66,81
267,3,5:45.0,,D. Green misses 3-pt jump shot from 22 ft,66,81
268,3,5:44.0,,Offensive rebound by T. Duncan,66,81
269,3,5:42.0,,Turnover by T. Duncan (bad pass; steal by G. Harris),66,81
270,3,5:38.0,G. Harris makes 2-pt dunk at rim,,68,81
271,3,5:18.0,,K. Leonard misses 2-pt jump shot from 18 ft,68,81
272,3,5:17.0,Defensive rebound by G. Harris,,68,81
273,3,5:04.0,N. Jokić misses 2-pt layup at rim (block by K. Leonard),,68,81
274,3,5:02.0,,Defensive rebound by T. Duncan,68,81
275,3,4:52.0,,L. Aldridge makes 2-pt layup from 1 ft (assist by T. Duncan),68,83
276,3,4:33.0,G. Harris misses 3-pt jump shot from 24 ft,,68,83
277,3,4:32.0,,Defensive rebound by K. Leonard,68,83
278,3,4:18.0,,L. Aldridge misses 2-pt jump shot from 15 ft,68,83
279,3,4:18.0,,Offensive rebound by T. Duncan,68,83
280,3,4:18.0,,Personal foul by J. Nelson (drawn by T. Duncan),68,83
281,3,4:18.0,,T. Duncan makes free throw 1 of 2,68,84
282,3,4:18.0,,P. Mills enters the game for D. Green,68,84
283,3,4:18.0,,T. Duncan makes free throw 2 of 2,68,85
284,3,4:04.0,D. Arthur makes 2-pt jump shot from 16 ft,,70,85
285,3,3:44.0,,P. Mills misses 3-pt jump shot from 24 ft,70,85
286,3,3:43.0,Defensive rebound by Team,,70,85
287,3,3:43.0,W. Barton enters the game for G. Harris,,70,85
288,3,3:43.0,,B. Diaw enters the game for T. Duncan,70,85
289,3,3:29.0,D. Arthur misses 2-pt layup from 1 ft,,70,85
290,3,3:28.0,Offensive rebound by N. Jokić,,70,85
291,3,3:28.0,Shooting foul by L. Aldridge (drawn by N. Jokić),,70,85
292,3,3:28.0,N. Jokić makes free throw 1 of 2,,71,85
293,3,3:28.0,N. Jokić makes free throw 2 of 2,,72,85
294,3,3:04.0,,T. Parker misses 2-pt jump shot from 16 ft,72,85
295,3,3:03.0,Defensive rebound by J. Nelson,,72,85
296,3,2:46.0,N. Jokić makes 2-pt jump shot from 7 ft (assist by J. Nelson),,74,85
297,3,2:40.0,,Personal take foul by J. Nelson (drawn by T. Parker),74,85
298,3,2:40.0,K. Papanikolaou enters the game for D. Arthur,,74,85
299,3,2:40.0,,T. Parker makes free throw 1 of 2,74,86
300,3,2:40.0,,T. Parker makes free throw 2 of 2,74,87
301,3,2:29.0,D. Gallinari misses 2-pt jump shot from 22 ft,,74,87
302,3,2:28.0,,Defensive rebound by T. Parker,74,87
303,3,2:17.0,,B. Diaw misses 3-pt jump shot from 24 ft,74,87
304,3,2:17.0,Defensive rebound by D. Gallinari,,74,87
305,3,2:11.0,D. Gallinari makes 3-pt jump shot from 25 ft (assist by J. Nelson),,77,87
306,3,1:52.0,,P. Mills misses 2-pt layup from 2 ft,77,87
307,3,1:52.0,Defensive rebound by J. Nelson,,77,87
308,3,1:46.0,W. Barton misses 3-pt jump shot from 24 ft,,77,87
309,3,1:46.0,Offensive rebound by Team,,77,87
310,3,1:46.0,,Loose ball foul by K. Leonard (drawn by D. Gallinari),77,87
311,3,1:46.0,,D. West enters the game for L. Aldridge,77,87
312,3,1:46.0,D. Arthur enters the game for K. Papanikolaou,,77,87
313,3,1:35.0,D. Arthur misses 3-pt jump shot from 25 ft,,77,87
314,3,1:34.0,,Defensive rebound by B. Diaw,77,87
315,3,1:28.0,,K. Leonard makes 2-pt dunk at rim (assist by B. Diaw),77,89
316,3,1:22.0,Personal foul by B. Diaw (drawn by N. Jokić),,77,89
317,3,1:22.0,N. Jokić makes free throw 1 of 2,,78,89
318,3,1:22.0,,R. Butler enters the game for T. Parker,78,89
319,3,1:22.0,,K. Anderson enters the game for K. Leonard,78,89
320,3,1:22.0,R. Foye enters the game for D. Gallinari,,78,89
321,3,1:22.0,N. Jokić makes free throw 2 of 2,,79,89
322,3,1:03.0,,P. Mills makes 2-pt jump shot from 18 ft (assist by D. West),79,91
323,3,0:58.0,Turnover by J. Nelson (bad pass),,79,91
324,3,0:45.0,,D. West makes 2-pt jump shot from 18 ft (assist by P. Mills),79,93
325,3,0:27.0,J. Nelson misses 3-pt jump shot from 23 ft,,79,93
326,3,0:26.0,,Defensive rebound by R. Butler,79,93
327,3,0:02.0,,P. Mills misses 3-pt jump shot from 24 ft,79,93
328,3,0:00.0,Defensive rebound by D. Arthur,,79,93
329,4,11:41.0,,B. Diaw misses 2-pt layup from 1 ft,79,93
330,4,11:40.0,Defensive rebound by N. Jokić,,79,93
331,4,11:24.0,J. Nelson misses 3-pt jump shot from 24 ft (block by R. Butler),,79,93
332,4,11:22.0,,Defensive rebound by D. West,79,93
333,4,11:15.0,,P. Mills makes 2-pt jump shot from 20 ft (assist by K. Anderson),79,95
334,4,10:51.0,R. Foye misses 3-pt jump shot from 26 ft,,79,95
335,4,10:50.0,,Defensive rebound by P. Mills,79,95
336,4,10:48.0,,Shooting foul by R. Foye (drawn by K. Anderson),79,95
337,4,10:48.0,,K. Anderson misses free throw 1 of 2,79,95
338,4,10:48.0,,Offensive rebound by Team,79,95
339,4,10:48.0,,K. Anderson misses free throw 2 of 2,79,95
340,4,10:47.0,Defensive rebound by N. Jokić,,79,95
341,4,10:28.0,J. Nelson makes 2-pt jump shot from 6 ft (assist by W. Barton),,81,95
342,4,10:18.0,,Turnover by D. West (bad pass),81,95
343,4,10:07.0,Turnover by R. Foye (bad pass; steal by B. Diaw),,81,95
344,4,9:50.0,,P. Mills misses 2-pt jump shot from 7 ft,81,95
345,4,9:49.0,Defensive rebound by D. Arthur,,81,95
346,4,9:41.0,J. Nelson misses 3-pt jump shot from 25 ft,,81,95
347,4,9:40.0,Offensive rebound by D. Arthur,,81,95
348,4,9:32.0,R. Foye misses 3-pt jump shot from 24 ft,,81,95
349,4,9:32.0,,Defensive rebound by P. Mills,81,95
350,4,9:11.0,,K. Anderson makes 2-pt jump shot from 9 ft (assist by P. Mills),81,97
351,4,8:44.0,W. Barton misses 2-pt jump shot from 18 ft,,81,97
352,4,8:43.0,,Defensive rebound by B. Diaw,81,97
353,4,8:37.0,,D. West misses 2-pt jump shot from 15 ft,81,97
354,4,8:35.0,Defensive rebound by W. Barton,,81,97
355,4,8:26.0,Shooting foul by B. Diaw (drawn by W. Barton),,81,97
356,4,8:26.0,Official timeout,,81,97
357,4,8:26.0,K. Faried enters the game for D. Arthur,,81,97
358,4,8:26.0,W. Barton makes free throw 1 of 2,,82,97
359,4,8:26.0,W. Barton misses free throw 2 of 2,,82,97
360,4,8:26.0,,Defensive rebound by R. Butler,82,97
361,4,8:10.0,,P. Mills misses 3-pt jump shot from 25 ft,82,97
362,4,8:09.0,Defensive rebound by K. Faried,,82,97
363,4,7:52.0,K. Faried makes 2-pt layup at rim (assist by W. Barton),,84,97
364,4,7:52.0,Shooting foul by D. West (drawn by K. Faried),,84,97
365,4,7:52.0,K. Faried makes free throw 1 of 1,,85,97
366,4,7:36.0,,Turnover by D. West (lost ball; steal by N. Jokić),85,97
367,4,7:31.0,R. Foye misses 2-pt layup at rim (block by R. Butler),,85,97
368,4,7:30.0,,Defensive rebound by P. Mills,85,97
369,4,7:16.0,,K. Anderson misses 2-pt jump shot from 13 ft,85,97
370,4,7:15.0,Defensive rebound by N. Jokić,,85,97
371,4,7:02.0,K. Faried makes 2-pt jump shot from 8 ft,,87,97
372,4,7:02.0,,San Antonio full timeout,87,97
373,4,7:02.0,,D. Green enters the game for K. Anderson,87,97
374,4,7:02.0,,T. Parker enters the game for P. Mills,87,97
375,4,7:02.0,,T. Duncan enters the game for B. Diaw,87,97
376,4,7:02.0,,K. Leonard enters the game for R. Butler,87,97
377,4,6:45.0,,D. West makes 2-pt jump shot from 8 ft (assist by T. Duncan),87,99
378,4,6:31.0,R. Foye misses 2-pt jump shot from 19 ft,,87,99
379,4,6:30.0,,Defensive rebound by K. Leonard,87,99
380,4,6:19.0,,K. Leonard makes 2-pt layup at rim (assist by D. West),87,101
381,4,6:04.0,J. Nelson makes 2-pt jump shot from 12 ft (assist by K. Faried),,89,101
382,4,5:47.0,,K. Leonard misses 2-pt hook shot from 9 ft,89,101
383,4,5:46.0,Defensive rebound by K. Faried,,89,101
