,QUARTER,TIME_REMAINING,UTAH_ACTION,LA LAKERS_ACTION,UTAH_SCORE,LA LAKERS_SCORE
0,1,11:40.0,G. Hayward misses 2-pt layup from 1 ft,,0,0
1,1,11:39.0,,Defensive rebound by J. Randle,0,0
2,1,11:25.0,,K. Bryant misses 3-pt jump shot from 24 ft,0,0
3,1,11:24.0,Defensive rebound by J. Withey,,0,0
4,1,11:12.0,R. Hood misses 2-pt jump shot from 8 ft,,0,0
5,1,11:09.0,Offensive rebound by J. Withey,,0,0
6,1,10:59.0,J. Withey makes 2-pt jump shot from 6 ft (assist by S. Mack),,2,0
7,1,10:44.0,,K. Bryant misses 2-pt jump shot from 19 ft,2,0
8,1,10:43.0,Defensive rebound by R. Hood,,2,0
9,1,10:28.0,Turnover by G. Hayward (lost ball),,2,0
10,1,10:10.0,,R. Hibbert misses 2-pt jump shot from 8 ft,2,0
11,1,10:05.0,Defensive rebound by J. Withey,,2,0
12,1,9:43.0,S. Mack makes 2-pt jump shot from 9 ft,,4,0
13,1,9:29.0,,Turnover by R. Hibbert (bad pass),4,0
14,1,9:09.0,T. Lyles misses 2-pt jump shot from 5 ft,,4,0
15,1,9:05.0,,Defensive rebound by J. Randle,4,0
16,1,8:59.0,,K. Bryant misses 2-pt layup from 1 ft,4,0
17,1,8:57.0,Defensive rebound by T. Lyles,,4,0
18,1,8:50.0,S. Mack misses 2-pt jump shot from 6 ft,,4,0
19,1,8:47.0,Offensive rebound by R. Hood,,4,0
20,1,8:44.0,R. Hood makes 2-pt dunk at rim,,6,0
21,1,8:21.0,,D. Russell misses 3-pt jump shot from 26 ft,6,0
22,1,8:20.0,Defensive rebound by J. Withey,,6,0
23,1,8:09.0,S. Mack misses 3-pt jump shot from 24 ft,,6,0
24,1,8:08.0,Offensive rebound by G. Hayward,,6,0
25,1,7:50.0,R. Hood misses 3-pt jump shot from 24 ft,,6,0
26,1,7:49.0,,Defensive rebound by K. Bryant,6,0
27,1,7:40.0,,K. Bryant misses 2-pt jump shot from 4 ft,6,0
28,1,7:37.0,Defensive rebound by J. Withey,,6,0
29,1,7:32.0,G. Hayward misses 3-pt jump shot from 25 ft,,6,0
30,1,7:29.0,,Defensive rebound by J. Clarkson,6,0
31,1,7:22.0,,J. Clarkson misses 2-pt layup from 1 ft,6,0
32,1,7:20.0,Defensive rebound by S. Mack,,6,0
33,1,7:12.0,R. Hood misses 2-pt jump shot from 20 ft,,6,0
34,1,7:11.0,,Defensive rebound by K. Bryant,6,0
35,1,7:01.0,,R. Hibbert makes 2-pt dunk at rim (assist by D. Russell),6,2
36,1,6:36.0,G. Hayward misses 2-pt jump shot from 18 ft,,6,2
37,1,6:31.0,,Defensive rebound by R. Hibbert,6,2
38,1,6:27.0,,Turnover by K. Bryant (lost ball; steal by R. Hood),6,2
39,1,6:23.0,Turnover by R. Hood (lost ball),,6,2
40,1,6:03.0,,J. Clarkson misses 2-pt layup from 1 ft,6,2
41,1,5:59.0,,Offensive rebound by R. Hibbert,6,2
42,1,5:59.0,,R. Hibbert makes 2-pt layup from 1 ft,6,4
43,1,5:57.0,Utah full timeout,,6,4
44,1,5:57.0,,M. Huertas enters the game for J. Clarkson,6,4
45,1,5:57.0,R. Neto enters the game for S. Mack,,6,4
46,1,5:57.0,T. Booker enters the game for T. Lyles,,6,4
47,1,5:53.0,J. Withey misses 2-pt jump shot from 7 ft,,6,4
48,1,5:50.0,,Defensive rebound by J. Randle,6,4
49,1,5:34.0,,K. Bryant misses 2-pt jump shot from 17 ft,6,4
50,1,5:32.0,Defensive rebound by T. Booker,,6,4
51,1,5:22.0,T. Booker misses 2-pt layup from 1 ft (block by K. Bryant),,6,4
52,1,5:20.0,,Defensive rebound by R. Hibbert,6,4
53,1,5:12.0,,K. Bryant makes 2-pt jump shot from 10 ft,6,6
54,1,4:57.0,Shooting foul by R. Hibbert (drawn by J. Withey),,6,6
55,1,4:57.0,J. Withey makes free throw 1 of 2,,7,6
56,1,4:57.0,,L. Nance enters the game for J. Randle,7,6
57,1,4:57.0,J. Withey misses free throw 2 of 2,,7,6
58,1,4:53.0,,Defensive rebound by L. Nance,7,6
59,1,4:45.0,,K. Bryant makes 2-pt jump shot from 15 ft,7,8
60,1,4:27.0,R. Neto misses 2-pt jump shot from 16 ft,,7,8
61,1,4:24.0,,Defensive rebound by L. Nance,7,8
62,1,4:14.0,,K. Bryant makes 2-pt layup from 2 ft,7,10
63,1,4:14.0,,Shooting foul by J. Withey (drawn by K. Bryant),7,10
64,1,4:14.0,J. Ingles enters the game for G. Hayward,,7,10
65,1,4:14.0,,T. Black enters the game for R. Hibbert,7,10
