,QUARTER,TIME_REMAINING,DENVER_ACTION,ORLANDO_ACTION,DENVER_SCORE,ORLANDO_SCORE
165,2,1:28.0,G. Harris makes 2-pt jump shot from 17 ft,,46,57
166,2,1:04.0,,A. Gordon makes 2-pt jump shot from 12 ft,46,59
167,2,0:51.0,Offensive foul by K. Faried (drawn by B. Jennings),,46,59
168,2,0:51.0,Turnover by K. Faried (offensive foul),,46,59
169,2,0:33.0,,B. Jennings misses 2-pt jump shot from 20 ft,46,59
170,2,0:32.0,Defensive rebound by K. Faried,,46,59
171,2,0:12.0,Turnover by E. Mudiay (lost ball; steal by E. Fournier),,46,59
172,2,0:08.0,,V. Oladipo makes 2-pt layup from 2 ft,46,61
173,2,0:03.0,K. Faried misses 2-pt dunk at rim,,46,61
174,2,0:02.0,,Defensive rebound by A. Gordon,46,61
175,2,0:00.0,,A. Gordon misses 3-pt jump shot from 34 ft,46,61
176,2,0:00.0,,Offensive rebound by Team,46,61
177,3,11:45.0,,E. Fournier makes 2-pt layup from 2 ft (assist by V. Oladipo),46,63
178,3,11:27.0,G. Harris makes 3-pt jump shot from 22 ft (assist by N. Jokić),,49,63
179,3,11:08.0,,Turnover by E. Fournier (lost ball; steal by G. Harris),49,63
180,3,11:02.0,G. Harris misses 2-pt layup from 2 ft (block by A. Gordon),,49,63
181,3,11:00.0,,Defensive rebound by D. Dedmon,49,63
182,3,10:55.0,,Turnover by D. Dedmon (offensive goaltending),49,63
183,3,10:36.0,G. Harris misses 2-pt layup from 2 ft,,49,63
184,3,10:36.0,Offensive rebound by Team,,49,63
185,3,10:27.0,Turnover by G. Harris (bad pass; steal by A. Gordon),,49,63
186,3,10:13.0,,A. Gordon misses 3-pt jump shot from 25 ft,49,63
187,3,10:12.0,Defensive rebound by K. Faried,,49,63
188,3,9:47.0,E. Mudiay misses 3-pt jump shot from 26 ft,,49,63
189,3,9:45.0,Offensive rebound by G. Harris,,49,63
190,3,9:39.0,Offensive foul by K. Faried (drawn by B. Jennings),,49,63
191,3,9:39.0,Turnover by K. Faried (offensive foul),,49,63
192,3,9:20.0,,Shooting foul by E. Mudiay (drawn by V. Oladipo),49,63
193,3,9:20.0,,V. Oladipo makes free throw 1 of 3,49,64
194,3,9:20.0,,V. Oladipo makes free throw 2 of 3,49,65
195,3,9:20.0,,V. Oladipo makes free throw 3 of 3,49,66
196,3,9:07.0,Personal foul by E. Fournier,,49,66
197,3,9:07.0,D. Augustin enters the game for J. Sampson,,49,66
198,3,9:00.0,K. Faried makes 2-pt layup from 2 ft (assist by N. Jokić),,51,66
199,3,8:45.0,,E. Fournier makes 3-pt jump shot from 23 ft (assist by B. Jennings),51,69
200,3,8:33.0,N. Jokić makes 2-pt jump shot from 18 ft (assist by E. Mudiay),,53,69
201,3,8:12.0,,A. Gordon misses 2-pt jump shot from 15 ft,53,69
202,3,8:11.0,Defensive rebound by G. Harris,,53,69
203,3,8:05.0,G. Harris makes 2-pt layup from 1 ft,,55,69
204,3,7:50.0,,E. Fournier misses 3-pt jump shot from 28 ft,55,69
205,3,7:49.0,Defensive rebound by K. Faried,,55,69
206,3,7:26.0,K. Faried misses 2-pt layup from 2 ft (block by A. Gordon),,55,69
207,3,7:23.0,,Defensive rebound by E. Fournier,55,69
208,3,7:18.0,,E. Fournier makes 2-pt layup from 1 ft (assist by B. Jennings),55,71
209,3,7:06.0,Personal foul by D. Dedmon,,55,71
210,3,7:06.0,,J. Smith enters the game for D. Dedmon,55,71
211,3,6:57.0,N. Jokić misses 2-pt jump shot from 18 ft,,55,71
212,3,6:57.0,,Defensive rebound by Team,55,71
213,3,6:41.0,,A. Gordon makes 2-pt layup from 1 ft (assist by B. Jennings),55,73
214,3,6:21.0,D. Augustin misses 3-pt jump shot from 25 ft,,55,73
215,3,6:20.0,,Defensive rebound by V. Oladipo,55,73
216,3,6:08.0,,E. Fournier misses 3-pt jump shot from 24 ft,55,73
217,3,6:07.0,Defensive rebound by N. Jokić,,55,73
218,3,5:58.0,E. Mudiay makes 3-pt jump shot from 25 ft (assist by G. Harris),,58,73
219,3,5:58.0,,Orlando full timeout,58,73
220,3,5:58.0,D. Arthur enters the game for K. Faried,,58,73
221,3,5:45.0,,J. Smith makes 2-pt jump shot from 19 ft (assist by V. Oladipo),58,75
222,3,5:29.0,D. Arthur makes 2-pt jump shot from 15 ft (assist by N. Jokić),,60,75
223,3,5:22.0,,Turnover by V. Oladipo (offensive foul),60,75
224,3,5:22.0,,Offensive foul by V. Oladipo (drawn by D. Arthur),60,75
225,3,5:09.0,E. Mudiay makes 3-pt jump shot from 26 ft (assist by D. Augustin),,63,75
226,3,4:42.0,,V. Oladipo misses 3-pt jump shot from 24 ft,63,75
227,3,4:41.0,Defensive rebound by N. Jokić,,63,75
228,3,4:33.0,D. Arthur misses 2-pt layup from 2 ft,,63,75
229,3,4:32.0,,Defensive rebound by B. Jennings,63,75
230,3,4:26.0,,V. Oladipo makes 2-pt layup from 2 ft (assist by B. Jennings),63,77
231,3,4:26.0,,Shooting foul by D. Arthur (drawn by V. Oladipo),63,77
232,3,4:26.0,J. Lauvergne enters the game for N. Jokić,,63,77
233,3,4:26.0,,V. Oladipo makes free throw 1 of 1,63,78
234,3,4:17.0,Personal foul by B. Jennings,,63,78
235,3,4:11.0,J. Lauvergne misses 2-pt hook shot from 7 ft,,63,78
236,3,4:10.0,,Defensive rebound by J. Smith,63,78
237,3,4:00.0,,B. Jennings makes 3-pt jump shot from 24 ft (assist by V. Oladipo),63,81
238,3,3:59.0,Denver full timeout,,63,81
239,3,3:44.0,G. Harris misses 3-pt jump shot from 25 ft,,63,81
240,3,3:43.0,,Defensive rebound by J. Smith,63,81
241,3,3:31.0,,V. Oladipo misses 2-pt jump shot from 11 ft,63,81
242,3,3:29.0,Defensive rebound by J. Lauvergne,,63,81
243,3,3:18.0,Turnover by E. Mudiay (lost ball; steal by V. Oladipo),,63,81
244,3,3:10.0,,B. Jennings misses 3-pt jump shot from 24 ft,63,81
245,3,3:09.0,Defensive rebound by Team,,63,81
246,3,3:09.0,W. Barton enters the game for E. Mudiay,,63,81
247,3,2:59.0,D. Augustin makes 3-pt jump shot from 24 ft,,66,81
248,3,2:39.0,,J. Smith misses 2-pt jump shot from 19 ft,66,81
249,3,2:38.0,Defensive rebound by D. Augustin,,66,81
250,3,2:31.0,D. Augustin misses 2-pt layup from 2 ft,,66,81
251,3,2:29.0,Offensive rebound by J. Lauvergne,,66,81
252,3,2:29.0,J. Lauvergne makes 2-pt layup from 1 ft,,68,81
253,3,2:10.0,,Turnover by A. Gordon (lost ball; steal by G. Harris),68,81
254,3,2:06.0,Shooting foul by B. Jennings (drawn by G. Harris),,68,81
255,3,2:06.0,G. Harris makes free throw 1 of 2,,69,81
256,3,2:06.0,,C. Watson enters the game for B. Jennings,69,81
257,3,2:06.0,,E. İlyasova enters the game for V. Oladipo,69,81
258,3,2:06.0,,M. Hezonja enters the game for A. Gordon,69,81
259,3,2:06.0,G. Harris makes free throw 2 of 2,,70,81
260,3,1:51.0,,J. Smith makes 2-pt jump shot from 18 ft (assist by E. Fournier),70,83
261,3,1:33.0,J. Lauvergne makes 2-pt layup from 2 ft (assist by D. Augustin),,72,83
262,3,1:13.0,,Turnover by E. İlyasova (bad pass),72,83
263,3,0:59.0,D. Augustin makes 3-pt jump shot from 24 ft,,75,83
264,3,0:41.0,,E. Fournier makes 2-pt layup from 1 ft (assist by E. İlyasova),75,85
265,3,0:31.0,Turnover by G. Harris (lost ball),,75,85
266,3,0:12.0,,Turnover by M. Hezonja (bad pass; steal by D. Augustin),75,85
267,3,0:09.0,Shooting foul by E. İlyasova (drawn by D. Augustin),,75,85
268,3,0:09.0,D. Augustin makes free throw 1 of 2,,76,85
269,3,0:09.0,D. Augustin makes free throw 2 of 2,,77,85
270,3,0:05.0,,Turnover by M. Hezonja (lost ball; steal by G. Harris),77,85
271,3,0:02.0,D. Arthur makes 2-pt dunk at rim (assist by D. Augustin),,79,85
272,3,0:00.0,,C. Watson misses 3-pt jump shot from 53 ft,79,85
273,3,0:00.0,,Offensive rebound by Team,79,85
274,4,11:49.0,Shooting foul by C. Watson (drawn by D. Augustin),,79,85
275,4,11:49.0,D. Augustin makes free throw 1 of 3,,80,85
276,4,11:49.0,D. Augustin makes free throw 2 of 3,,81,85
277,4,11:49.0,D. Augustin makes free throw 3 of 3,,82,85
278,4,11:26.0,,J. Smith makes 2-pt jump shot from 7 ft,82,87
279,4,11:08.0,Turnover by D. Augustin (bad pass),,82,87
280,4,10:47.0,,V. Oladipo makes 2-pt layup from 1 ft,82,89
281,4,10:28.0,D. Augustin misses 2-pt layup from 1 ft,,82,89
282,4,10:27.0,,Defensive rebound by J. Smith,82,89
283,4,10:15.0,,C. Watson misses 2-pt jump shot from 16 ft,82,89
284,4,10:14.0,Defensive rebound by D. Arthur,,82,89
285,4,10:04.0,W. Barton misses 3-pt jump shot from 25 ft,,82,89
286,4,10:02.0,,Defensive rebound by J. Smith,82,89
287,4,9:51.0,,M. Hezonja misses 3-pt jump shot from 28 ft,82,89
288,4,9:49.0,Defensive rebound by J. Lauvergne,,82,89
289,4,9:39.0,W. Barton makes 2-pt layup from 2 ft,,84,89
290,4,9:25.0,,Personal foul by J. Lauvergne,84,89
291,4,9:15.0,,J. Smith makes 2-pt jump shot from 20 ft (assist by C. Watson),84,91
292,4,8:55.0,Shooting foul by M. Hezonja (drawn by W. Barton),,84,91
293,4,8:55.0,Official timeout,,84,91
294,4,8:55.0,,E. Fournier enters the game for M. Hezonja,84,91
295,4,8:55.0,W. Barton makes free throw 1 of 2,,85,91
296,4,8:55.0,W. Barton misses free throw 2 of 2,,85,91
297,4,8:55.0,,Defensive rebound by E. İlyasova,85,91
298,4,8:38.0,,Turnover by E. Fournier (bad pass; steal by D. Augustin),85,91
299,4,8:19.0,D. Augustin misses 3-pt jump shot from 23 ft,,85,91
300,4,8:18.0,,Defensive rebound by E. İlyasova,85,91
301,4,8:13.0,,E. Fournier misses 3-pt jump shot from 25 ft,85,91
302,4,8:11.0,,Offensive rebound by J. Smith,85,91
303,4,8:04.0,,Shooting foul by D. Arthur (drawn by V. Oladipo),85,91
304,4,8:04.0,,V. Oladipo makes free throw 1 of 2,85,92
305,4,8:04.0,,V. Oladipo misses free throw 2 of 2,85,92
306,4,8:03.0,Defensive rebound by W. Barton,,85,92
307,4,7:49.0,W. Barton makes 2-pt layup from 2 ft (assist by D. Augustin),,87,92
308,4,7:36.0,,E. Fournier misses 2-pt layup from 2 ft,87,92
309,4,7:34.0,,Offensive rebound by J. Smith,87,92
310,4,7:34.0,,J. Smith makes 2-pt dunk at rim,87,94
311,4,7:23.0,D. Arthur misses 3-pt jump shot from 25 ft,,87,94
312,4,7:21.0,,Defensive rebound by C. Watson,87,94
313,4,7:02.0,,E. Fournier misses 2-pt layup from 2 ft,87,94
314,4,7:00.0,,Offensive rebound by J. Smith,87,94
315,4,6:47.0,,E. İlyasova makes 2-pt jump shot from 16 ft (assist by J. Smith),87,96
316,4,6:47.0,,Shooting foul by D. Augustin (drawn by E. İlyasova),87,96
317,4,6:47.0,,E. İlyasova makes free throw 1 of 1,87,97
318,4,6:47.0,,Personal foul by D. Arthur,87,97
319,4,6:47.0,,J. Smith makes free throw 1 of 1,87,98
320,4,6:33.0,D. Augustin misses 2-pt jump shot from 19 ft,,87,98
321,4,6:31.0,,Defensive rebound by V. Oladipo,87,98
322,4,6:25.0,,V. Oladipo makes 2-pt layup from 1 ft,87,100
323,4,6:25.0,Denver full timeout,,87,100
324,4,6:25.0,E. Mudiay enters the game for J. Lauvergne,,87,100
325,4,6:25.0,N. Jokić enters the game for D. Arthur,,87,100
326,4,6:13.0,Turnover by N. Jokić (bad pass),,87,100
327,4,6:04.0,,Offensive foul by J. Smith (drawn by E. Mudiay),87,100
328,4,6:04.0,,Turnover by J. Smith (offensive foul),87,100
329,4,5:57.0,Personal foul by E. Fournier,,87,100
330,4,5:50.0,E. Mudiay makes 2-pt jump shot from 11 ft,,89,100
331,4,5:30.0,,J. Smith makes 2-pt jump shot from 17 ft (assist by E. Fournier),89,102
332,4,5:15.0,,Loose ball foul by V. Oladipo,89,102
333,4,5:09.0,E. Mudiay makes 2-pt jump shot from 16 ft,,91,102
334,4,4:53.0,,J. Smith misses 2-pt jump shot from 18 ft,91,102
335,4,4:51.0,Defensive rebound by W. Barton,,91,102
336,4,4:44.0,Turnover by W. Barton (lost ball; steal by E. İlyasova),,91,102
337,4,4:43.0,,Personal foul by N. Jokić,91,102
338,4,4:43.0,,Technical foul by E. Fournier,91,102
339,4,4:43.0,D. Augustin makes technical free throw,,92,102
340,4,4:43.0,,E. Fournier makes free throw 1 of 2,92,103
341,4,4:43.0,,E. Fournier misses free throw 2 of 2,92,103
342,4,4:42.0,Defensive rebound by W. Barton,,92,103
343,4,4:33.0,E. Mudiay makes 2-pt layup from 2 ft,,94,103
344,4,4:15.0,,E. Fournier misses 2-pt layup from 2 ft (block by N. Jokić),94,103
345,4,4:15.0,Defensive rebound by D. Augustin,,94,103
346,4,4:09.0,Shooting foul by V. Oladipo (drawn by G. Harris),,94,103
347,4,4:09.0,G. Harris makes free throw 1 of 2,,95,103
348,4,4:09.0,,B. Jennings enters the game for C. Watson,95,103
349,4,4:09.0,G. Harris misses free throw 2 of 2,,95,103
350,4,4:08.0,,Defensive rebound by E. İlyasova,95,103
351,4,3:57.0,,J. Smith makes 2-pt jump shot from 19 ft (assist by B. Jennings),95,105
352,4,3:43.0,G. Harris makes 3-pt jump shot from 26 ft (assist by E. Mudiay),,98,105
353,4,3:25.0,,V. Oladipo misses 2-pt jump shot from 19 ft,98,105
354,4,3:24.0,,Offensive rebound by J. Smith,98,105
355,4,3:08.0,,V. Oladipo misses 2-pt jump shot from 18 ft,98,105
356,4,3:06.0,Defensive rebound by G. Harris,,98,105
357,4,2:48.0,N. Jokić misses 2-pt jump shot from 7 ft,,98,105
358,4,2:48.0,Offensive rebound by N. Jokić,,98,105
359,4,2:48.0,Shooting foul by V. Oladipo (drawn by N. Jokić),,98,105
360,4,2:48.0,,Orlando full timeout,98,105
361,4,2:48.0,,A. Gordon enters the game for E. İlyasova,98,105
362,4,2:48.0,N. Jokić makes free throw 1 of 2,,99,105
363,4,2:48.0,N. Jokić makes free throw 2 of 2,,100,105
364,4,2:33.0,,Personal foul by N. Jokić,100,105
365,4,2:33.0,,J. Smith makes free throw 1 of 2,100,106
366,4,2:33.0,,J. Smith makes free throw 2 of 2,100,107
367,4,2:16.0,G. Harris misses 3-pt jump shot from 25 ft,,100,107
368,4,2:15.0,,Defensive rebound by J. Smith,100,107
369,4,2:05.0,,Personal foul by N. Jokić,100,107
370,4,2:05.0,Technical foul by D. Augustin,,100,107
371,4,2:05.0,,J. Smith misses technical free throw,100,107
372,4,2:05.0,,Offensive rebound by Team,100,107
373,4,2:05.0,,J. Smith makes free throw 1 of 2,100,108
374,4,2:05.0,,J. Smith makes free throw 2 of 2,100,109
375,4,1:55.0,E. Mudiay misses 2-pt jump shot from 7 ft,,100,109
376,4,1:54.0,,Defensive rebound by B. Jennings,100,109
377,4,1:30.0,,B. Jennings misses 3-pt jump shot from 25 ft,100,109
378,4,1:29.0,Defensive rebound by E. Mudiay,,100,109
379,4,1:19.0,N. Jokić makes 2-pt hook shot from 4 ft,,102,109
380,4,1:19.0,Shooting foul by J. Smith (drawn by N. Jokić),,102,109
381,4,1:19.0,N. Jokić makes free throw 1 of 1,,103,109
382,4,1:00.0,,Personal foul by E. Mudiay,103,109
383,4,1:00.0,,E. Fournier makes free throw 1 of 2,103,110
384,4,1:00.0,,E. Fournier makes free throw 2 of 2,103,111
