,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,HOUSTON_ACTION,LA LAKERS_SCORE,HOUSTON_SCORE
142,2,6:04.0,L. Nance misses 3-pt jump shot from 24 ft,,40,38
143,2,6:04.0,Offensive rebound by T. Black,,40,38
144,2,6:04.0,T. Black misses 2-pt layup from 1 ft,,40,38
145,2,6:03.0,,Defensive rebound by D. Howard,40,38
146,2,5:56.0,,Shooting foul by L. Nance (drawn by J. Smith),40,38
147,2,5:56.0,,Houston full timeout,40,38
148,2,5:56.0,D. Russell enters the game for M. Huertas,,40,38
149,2,5:56.0,R. Hibbert enters the game for L. Nance,,40,38
150,2,5:56.0,J. Randle enters the game for T. Black,,40,38
151,2,5:56.0,,T. Ariza enters the game for J. Terry,40,38
152,2,5:56.0,,J. Harden enters the game for C. Brewer,40,38
153,2,5:56.0,,J. Smith misses free throw 1 of 2,40,38
154,2,5:56.0,,Offensive rebound by Team,40,38
155,2,5:56.0,,J. Smith makes free throw 2 of 2,40,39
156,2,5:40.0,R. Hibbert misses 2-pt jump shot from 7 ft,,40,39
157,2,5:40.0,,Defensive rebound by D. Howard,40,39
158,2,5:32.0,,D. Howard makes 2-pt hook shot from 7 ft (assist by P. Beverley),40,41
159,2,5:32.0,,Shooting foul by R. Hibbert (drawn by D. Howard),40,41
160,2,5:32.0,,D. Howard misses free throw 1 of 1,40,41
161,2,5:31.0,,Offensive rebound by P. Beverley,40,41
162,2,5:24.0,,J. Smith makes 3-pt jump shot from 25 ft (assist by J. Harden),40,44
163,2,5:12.0,Turnover by D. Russell (bad pass; steal by J. Harden),,40,44
164,2,5:07.0,,J. Harden makes 2-pt layup from 2 ft,40,46
165,2,5:05.0,LA Lakers full timeout,,40,46
166,2,4:44.0,J. Clarkson makes 2-pt layup from 1 ft (assist by J. Randle),,42,46
167,2,4:26.0,,J. Smith misses 3-pt jump shot from 25 ft,42,46
168,2,4:24.0,,Offensive rebound by D. Howard,42,46
169,2,4:22.0,,D. Howard makes 2-pt layup from 2 ft,42,48
170,2,4:03.0,J. Randle makes 2-pt layup from 2 ft,,44,48
171,2,3:44.0,,P. Beverley misses 3-pt jump shot from 24 ft,44,48
172,2,3:44.0,Defensive rebound by R. Hibbert,,44,48
173,2,3:29.0,R. Hibbert misses 2-pt jump shot from 17 ft,,44,48
174,2,3:28.0,,Defensive rebound by T. Ariza,44,48
175,2,3:18.0,,P. Beverley misses 3-pt jump shot from 23 ft,44,48
176,2,3:18.0,Defensive rebound by J. Clarkson,,44,48
177,2,3:12.0,J. Clarkson makes 2-pt layup from 1 ft,,46,48
178,2,2:55.0,,P. Beverley makes 3-pt jump shot from 23 ft (assist by J. Harden),46,51
179,2,2:48.0,Personal foul by P. Beverley,,46,51
180,2,2:37.0,R. Hibbert misses 2-pt jump shot from 17 ft,,46,51
181,2,2:36.0,,Defensive rebound by D. Howard,46,51
182,2,2:31.0,,J. Harden misses 2-pt layup from 1 ft,46,51
183,2,2:30.0,Defensive rebound by J. Randle,,46,51
184,2,2:26.0,Shooting block foul by J. Smith (drawn by D. Russell),,46,51
185,2,2:26.0,D. Russell makes free throw 1 of 2,,47,51
186,2,2:26.0,R. Kelly enters the game for M. World Peace,,47,51
187,2,2:26.0,D. Russell makes free throw 2 of 2,,48,51
188,2,2:12.0,,J. Smith makes 2-pt jump shot from 8 ft (assist by P. Beverley),48,53
189,2,1:50.0,J. Randle misses 2-pt jump shot from 17 ft,,48,53
190,2,1:49.0,,Defensive rebound by J. Harden,48,53
191,2,1:41.0,,J. Harden misses 3-pt jump shot from 26 ft,48,53
192,2,1:40.0,Defensive rebound by R. Hibbert,,48,53
193,2,1:35.0,,Offensive charge foul by D. Russell (drawn by J. Smith),48,53
194,2,1:35.0,Turnover by D. Russell (offensive foul),,48,53
195,2,1:21.0,,P. Beverley makes 2-pt jump shot from 6 ft,48,55
196,2,0:55.0,J. Clarkson misses 2-pt jump shot from 3 ft (block by D. Howard),,48,55
197,2,0:55.0,Offensive rebound by Team,,48,55
198,2,0:55.0,Turnover by Team (shot clock),,48,55
199,2,0:43.0,,J. Harden misses 3-pt jump shot from 25 ft,48,55
200,2,0:42.0,Defensive rebound by R. Kelly,,48,55
201,2,0:30.0,Shooting foul by T. Ariza (drawn by J. Randle),,48,55
202,2,0:30.0,J. Randle makes free throw 1 of 2,,49,55
203,2,0:30.0,J. Randle makes free throw 2 of 2,,50,55
204,2,0:10.0,,P. Beverley misses 2-pt jump shot from 6 ft,50,55
205,2,0:09.0,,Offensive rebound by D. Howard,50,55
206,2,0:09.0,,D. Howard misses 2-pt layup at rim,50,55
207,2,0:08.0,Defensive rebound by R. Kelly,,50,55
208,2,0:04.0,J. Randle makes 2-pt dunk at rim (assist by J. Clarkson),,52,55
209,2,0:04.0,Shooting foul by J. Harden (drawn by J. Randle),,52,55
210,2,0:04.0,J. Randle makes free throw 1 of 1,,53,55
211,2,0:01.0,,J. Harden misses 2-pt jump shot from 12 ft (block by R. Hibbert),53,55
212,2,0:00.0,,Offensive rebound by Team,53,55
213,3,11:45.0,K. Bryant misses 2-pt jump shot from 11 ft,,53,55
214,3,11:43.0,Offensive rebound by D. Russell,,53,55
215,3,11:32.0,J. Clarkson misses 3-pt jump shot from 24 ft,,53,55
216,3,11:31.0,,Defensive rebound by D. Howard,53,55
217,3,11:25.0,,T. Ariza makes 3-pt jump shot from 25 ft (assist by J. Harden),53,58
218,3,11:06.0,J. Clarkson misses 2-pt jump shot from 1 ft,,53,58
219,3,11:05.0,Offensive rebound by J. Clarkson,,53,58
220,3,11:05.0,J. Clarkson makes 2-pt layup from 1 ft,,55,58
221,3,10:45.0,,Shooting foul by R. Hibbert (drawn by D. Motiejūnas),55,58
222,3,10:45.0,,D. Motiejūnas makes free throw 1 of 2,55,59
223,3,10:45.0,,D. Motiejūnas makes free throw 2 of 2,55,60
224,3,10:21.0,R. Hibbert misses 2-pt jump shot from 20 ft,,55,60
225,3,10:21.0,Offensive rebound by Team,,55,60
226,3,10:21.0,Turnover by Team (shot clock),,55,60
227,3,10:12.0,,Turnover by J. Harden (bad pass; steal by J. Randle),55,60
228,3,10:06.0,J. Randle makes 2-pt dunk at rim,,57,60
229,3,9:54.0,,D. Howard misses 2-pt hook shot from 6 ft,57,60
230,3,9:53.0,Defensive rebound by J. Randle,,57,60
231,3,9:49.0,Turnover by J. Randle (lost ball; steal by T. Ariza),,57,60
232,3,9:46.0,,T. Ariza makes 2-pt dunk at rim,57,62
233,3,9:38.0,Turnover by K. Bryant (bad pass),,57,62
234,3,9:29.0,,J. Harden misses 2-pt jump shot from 19 ft,57,62
235,3,9:28.0,Defensive rebound by D. Russell,,57,62
236,3,9:22.0,J. Randle misses 2-pt layup from 2 ft (block by D. Howard),,57,62
237,3,9:21.0,,Defensive rebound by P. Beverley,57,62
238,3,9:17.0,,T. Ariza makes 2-pt layup at rim (assist by P. Beverley),57,64
239,3,9:06.0,J. Clarkson makes 2-pt jump shot from 11 ft (assist by D. Russell),,59,64
240,3,8:52.0,,D. Motiejūnas makes 2-pt hook shot from 7 ft,59,66
241,3,8:44.0,Personal foul by D. Howard,,59,66
242,3,8:37.0,J. Clarkson misses 2-pt jump shot from 16 ft,,59,66
243,3,8:36.0,,Defensive rebound by T. Ariza,59,66
244,3,8:22.0,,T. Ariza misses 2-pt jump shot from 15 ft,59,66
245,3,8:21.0,Defensive rebound by D. Russell,,59,66
246,3,8:08.0,D. Russell makes 3-pt jump shot from 24 ft (assist by J. Randle),,62,66
247,3,7:46.0,,P. Beverley makes 2-pt layup from 2 ft (assist by J. Harden),62,68
248,3,7:30.0,Turnover by D. Russell (bad pass; steal by P. Beverley),,62,68
249,3,7:26.0,,J. Harden makes 2-pt layup from 2 ft,62,70
250,3,7:21.0,Turnover by K. Bryant (step out of bounds),,62,70
251,3,7:11.0,,T. Ariza misses 2-pt jump shot from 6 ft (block by R. Hibbert),62,70
252,3,7:10.0,,Offensive rebound by T. Ariza,62,70
253,3,7:09.0,,T. Ariza makes 2-pt layup from 2 ft,62,72
254,3,6:55.0,K. Bryant misses 3-pt jump shot from 24 ft,,62,72
255,3,6:54.0,,Defensive rebound by T. Ariza,62,72
256,3,6:51.0,,Turnover by T. Ariza (bad pass; steal by D. Russell),62,72
257,3,6:46.0,J. Clarkson makes 2-pt layup from 1 ft (assist by D. Russell),,64,72
258,3,6:23.0,,D. Howard makes 2-pt dunk at rim (assist by J. Harden),64,74
259,3,6:03.0,R. Hibbert misses 2-pt dunk at rim (block by D. Howard),,64,74
260,3,6:02.0,,Defensive rebound by T. Ariza,64,74
261,3,5:56.0,,J. Harden makes 2-pt jump shot from 6 ft,64,76
262,3,5:56.0,LA Lakers full timeout,,64,76
263,3,5:56.0,M. Huertas enters the game for J. Clarkson,,64,76
264,3,5:40.0,Turnover by R. Hibbert (bad pass; steal by J. Harden),,64,76
265,3,5:36.0,,Turnover by J. Harden (bad pass; steal by D. Russell),64,76
266,3,5:24.0,K. Bryant misses 3-pt jump shot from 24 ft,,64,76
267,3,5:23.0,,Defensive rebound by D. Howard,64,76
268,3,5:17.0,,P. Beverley misses 3-pt jump shot from 25 ft,64,76
269,3,5:16.0,Defensive rebound by K. Bryant,,64,76
270,3,5:08.0,K. Bryant makes 2-pt layup at rim,,66,76
271,3,4:40.0,,Turnover by Team (shot clock),66,76
272,3,4:31.0,K. Bryant makes 3-pt jump shot from 29 ft,,69,76
273,3,4:17.0,,J. Harden misses 3-pt jump shot from 25 ft,69,76
274,3,4:17.0,Defensive rebound by J. Randle,,69,76
275,3,4:06.0,K. Bryant misses 2-pt jump shot from 10 ft,,69,76
276,3,4:05.0,,Defensive rebound by P. Beverley,69,76
277,3,3:50.0,,D. Motiejūnas misses 3-pt jump shot from 25 ft,69,76
278,3,3:50.0,Defensive rebound by M. Huertas,,69,76
279,3,3:43.0,K. Bryant makes 2-pt layup from 2 ft (assist by M. Huertas),,71,76
280,3,3:43.0,,Houston full timeout,71,76
281,3,3:43.0,,J. Smith enters the game for D. Motiejūnas,71,76
282,3,3:43.0,,C. Capela enters the game for D. Howard,71,76
283,3,3:43.0,,J. Terry enters the game for P. Beverley,71,76
284,3,3:25.0,,J. Smith misses 3-pt jump shot from 24 ft,71,76
285,3,3:25.0,Defensive rebound by D. Russell,,71,76
286,3,3:05.0,K. Bryant makes 2-pt jump shot from 22 ft,,73,76
287,3,2:44.0,,J. Terry makes 3-pt jump shot from 26 ft (assist by J. Harden),73,79
288,3,2:22.0,K. Bryant misses 3-pt jump shot from 25 ft,,73,79
289,3,2:20.0,,Defensive rebound by Team,73,79
290,3,2:08.0,,C. Capela makes 2-pt layup at rim (assist by T. Ariza),73,81
291,3,2:08.0,,Shooting foul by J. Randle (drawn by C. Capela),73,81
292,3,2:08.0,T. Black enters the game for R. Hibbert,,73,81
293,3,2:08.0,,C. Capela makes free throw 1 of 1,73,82
294,3,1:49.0,K. Bryant misses 2-pt layup from 2 ft,,73,82
295,3,1:48.0,,Defensive rebound by J. Smith,73,82
296,3,1:41.0,,T. Ariza misses 3-pt jump shot from 25 ft,73,82
297,3,1:41.0,Defensive rebound by D. Russell,,73,82
298,3,1:35.0,T. Black makes 2-pt dunk at rim (assist by D. Russell),,75,82
299,3,1:23.0,,Shooting foul by T. Black (drawn by J. Harden),75,82
300,3,1:23.0,,J. Harden makes free throw 1 of 2,75,83
301,3,1:23.0,L. Nance enters the game for J. Randle,,75,83
302,3,1:23.0,,J. Harden misses free throw 2 of 2,75,83
303,3,1:23.0,Defensive rebound by L. Nance,,75,83
304,3,1:10.0,K. Bryant makes 2-pt hook shot from 9 ft (assist by M. Huertas),,77,83
305,3,0:57.0,,Shooting foul by K. Bryant (drawn by J. Harden),77,83
306,3,0:57.0,,J. Harden makes free throw 1 of 2,77,84
307,3,0:57.0,,J. Harden makes free throw 2 of 2,77,85
308,3,0:44.0,Shooting foul by J. Smith (drawn by T. Black),,77,85
309,3,0:44.0,T. Black misses free throw 1 of 2,,77,85
310,3,0:44.0,Offensive rebound by Team,,77,85
311,3,0:44.0,T. Black misses free throw 2 of 2,,77,85
312,3,0:44.0,,Defensive rebound by T. Ariza,77,85
313,3,0:25.0,,C. Capela misses 2-pt hook shot from 5 ft,77,85
314,3,0:24.0,,Offensive rebound by J. Harden,77,85
315,3,0:22.0,,J. Terry makes 3-pt jump shot from 23 ft (assist by J. Harden),77,88
316,3,0:03.0,K. Bryant makes 3-pt jump shot from 27 ft,,80,88
317,3,0:00.0,,J. Harden misses 3-pt jump shot from 39 ft,80,88
318,3,0:00.0,,Offensive rebound by Team,80,88
319,4,11:43.0,,Personal foul by M. World Peace,80,88
320,4,11:32.0,,J. Terry misses 3-pt jump shot from 23 ft,80,88
321,4,11:31.0,,Offensive rebound by C. Capela,80,88
322,4,11:22.0,,J. Terry misses 3-pt jump shot from 23 ft,80,88
323,4,11:21.0,Defensive rebound by J. Clarkson,,80,88
324,4,11:06.0,J. Clarkson makes 3-pt jump shot from 23 ft (assist by M. Huertas),,83,88
325,4,10:52.0,,J. Harden misses 2-pt jump shot from 16 ft,83,88
326,4,10:51.0,Defensive rebound by M. Huertas,,83,88
327,4,10:42.0,T. Black misses 2-pt layup from 1 ft (block by C. Capela),,83,88
328,4,10:41.0,Offensive rebound by J. Clarkson,,83,88
329,4,10:35.0,M. World Peace makes 3-pt jump shot from 24 ft (assist by J. Clarkson),,86,88
330,4,10:22.0,,C. Brewer makes 2-pt layup from 1 ft (assist by J. Harden),86,90
331,4,10:05.0,M. Huertas misses 2-pt jump shot from 14 ft,,86,90
332,4,10:04.0,Offensive rebound by L. Nance,,86,90
333,4,10:04.0,L. Nance makes 2-pt dunk at rim,,88,90
334,4,9:46.0,,Shooting foul by T. Black (drawn by J. Harden),88,90
335,4,9:46.0,,J. Harden makes 2-pt layup at rim,88,92
336,4,9:46.0,,D. Howard enters the game for C. Capela,88,92
337,4,9:46.0,,J. Harden makes free throw 1 of 1,88,93
338,4,9:29.0,J. Clarkson makes 3-pt jump shot from 25 ft (assist by L. Nance),,91,93
339,4,9:23.0,,Houston full timeout,91,93
340,4,9:23.0,,T. Ariza enters the game for C. Brewer,91,93
341,4,9:07.0,,J. Harden makes 2-pt jump shot from 10 ft,91,95
342,4,8:47.0,J. Clarkson misses 3-pt jump shot from 24 ft,,91,95
343,4,8:47.0,,Defensive rebound by D. Howard,91,95
344,4,8:27.0,,J. Terry makes 2-pt jump shot from 5 ft (assist by J. Harden),91,97
345,4,8:12.0,M. World Peace makes 2-pt jump shot from 10 ft,,93,97
346,4,7:54.0,,J. Terry misses 3-pt jump shot from 25 ft,93,97
347,4,7:54.0,Defensive rebound by J. Clarkson,,93,97
348,4,7:49.0,Turnover by J. Clarkson (lost ball; steal by J. Terry),,93,97
349,4,7:43.0,,J. Harden makes 2-pt dunk at rim (assist by J. Terry),93,99
350,4,7:24.0,M. Huertas misses 2-pt jump shot from 15 ft,,93,99
351,4,7:23.0,,Defensive rebound by J. Smith,93,99
352,4,7:17.0,,J. Harden makes 3-pt jump shot from 27 ft,93,102
353,4,7:15.0,LA Lakers full timeout,,93,102
354,4,7:04.0,M. Huertas makes 3-pt jump shot from 24 ft,,96,102
355,4,6:41.0,,J. Harden makes 3-pt jump shot from 26 ft,96,105
356,4,6:19.0,M. Huertas misses 2-pt jump shot from 15 ft,,96,105
357,4,6:18.0,,Defensive rebound by J. Harden,96,105
358,4,6:04.0,,J. Harden makes 3-pt jump shot from 25 ft,96,108
359,4,5:48.0,Turnover by J. Clarkson (bad pass; steal by J. Smith),,96,108
360,4,5:43.0,,J. Harden misses 2-pt jump shot from 9 ft,96,108
361,4,5:42.0,Defensive rebound by T. Black,,96,108
362,4,5:29.0,M. Huertas makes 2-pt jump shot from 9 ft,,98,108
363,4,5:08.0,,T. Ariza makes 3-pt jump shot from 22 ft (assist by D. Howard),98,111
364,4,5:07.0,LA Lakers full timeout,,98,111
365,4,5:07.0,Official timeout,,98,111
366,4,5:07.0,K. Bryant enters the game for L. Nance,,98,111
367,4,5:07.0,D. Russell enters the game for M. World Peace,,98,111
368,4,5:07.0,,D. Motiejūnas enters the game for J. Smith,98,111
369,4,5:07.0,J. Randle enters the game for M. Huertas,,98,111
370,4,5:07.0,,P. Beverley enters the game for J. Terry,98,111
371,4,4:52.0,J. Clarkson makes 3-pt jump shot from 25 ft (assist by K. Bryant),,101,111
372,4,4:30.0,,P. Beverley makes 3-pt jump shot from 25 ft (assist by J. Harden),101,114
373,4,4:21.0,D. Russell makes 3-pt jump shot from 25 ft,,104,114
374,4,4:08.0,,J. Harden misses 3-pt jump shot from 25 ft,104,114
375,4,4:07.0,,Offensive rebound by P. Beverley,104,114
376,4,4:02.0,,T. Ariza makes 3-pt jump shot from 24 ft (assist by P. Beverley),104,117
377,4,3:46.0,Shooting foul by T. Ariza (drawn by K. Bryant),,104,117
378,4,3:46.0,K. Bryant makes free throw 1 of 3,,105,117
379,4,3:46.0,K. Bryant makes free throw 2 of 3,,106,117
380,4,3:46.0,K. Bryant makes free throw 3 of 3,,107,117
381,4,3:31.0,,P. Beverley makes 3-pt jump shot from 24 ft (assist by T. Ariza),107,120
382,4,3:18.0,K. Bryant misses 3-pt jump shot from 25 ft,,107,120
383,4,3:16.0,,Defensive rebound by P. Beverley,107,120
384,4,3:15.0,,Turnover by P. Beverley (lost ball; steal by K. Bryant),107,120
