,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,NEW ORLEANS_ACTION,MILWAUKEE_SCORE,NEW ORLEANS_SCORE
27,1,8:34.0,,Shooting foul by G. Antetokounmpo (drawn by T. Douglas),8,2
28,1,8:34.0,,T. Douglas makes 3-pt jump shot from 24 ft (assist by T. Evans),8,5
29,1,8:34.0,,T. Douglas misses free throw 1 of 1,8,5
30,1,8:33.0,,Offensive rebound by T. Douglas,8,5
31,1,8:33.0,Loose ball foul by M. Carter-Williams (drawn by T. Douglas),,8,5
32,1,8:25.0,,Turnover by Ö. Aşık (3 sec),8,5
33,1,8:12.0,M. Carter-Williams misses 2-pt jump shot from 17 ft,,8,5
34,1,8:10.0,,Defensive rebound by Ö. Aşık,8,5
35,1,7:48.0,,A. Davis misses 2-pt layup from 1 ft,8,5
36,1,7:47.0,,Offensive rebound by A. Gee,8,5
37,1,7:47.0,,A. Gee misses 2-pt layup from 1 ft,8,5
38,1,7:46.0,,Offensive rebound by A. Gee,8,5
39,1,7:46.0,,A. Gee makes 2-pt layup from 1 ft,8,7
40,1,7:35.0,M. Carter-Williams makes 2-pt layup at rim,,10,7
41,1,7:27.0,,T. Evans makes 2-pt layup from 2 ft,10,9
42,1,7:07.0,G. Monroe makes 2-pt hook shot from 4 ft,,12,9
43,1,6:39.0,,T. Douglas misses 3-pt jump shot from 24 ft,12,9
44,1,6:38.0,Defensive rebound by K. Middleton,,12,9
45,1,6:27.0,Turnover by K. Middleton (bad pass; steal by T. Douglas),,12,9
46,1,6:19.0,,A. Gee makes 2-pt dunk at rim (assist by T. Evans),12,11
47,1,5:55.0,M. Carter-Williams misses 2-pt layup from 1 ft,,12,11
48,1,5:55.0,,Defensive rebound by A. Gee,12,11
49,1,5:48.0,,Turnover by T. Evans (lost ball; steal by G. Antetokounmpo),12,11
50,1,5:44.0,Shooting foul by A. Gee (drawn by G. Monroe),,12,11
51,1,5:44.0,,New Orleans full timeout,12,11
52,1,5:44.0,,R. Anderson enters the game for Ö. Aşık,12,11
53,1,5:44.0,,J. Holiday enters the game for T. Evans,12,11
54,1,5:44.0,G. Monroe makes free throw 1 of 2,,13,11
55,1,5:44.0,G. Monroe makes free throw 2 of 2,,14,11
56,1,5:34.0,,Turnover by J. Holiday (lost ball; steal by M. Carter-Williams),14,11
57,1,5:34.0,Personal foul by J. Holiday (drawn by M. Carter-Williams),,14,11
58,1,5:34.0,J. Henson enters the game for G. Antetokounmpo,,14,11
59,1,5:34.0,J. Bayless enters the game for G. Monroe,,14,11
60,1,5:21.0,Turnover by M. Carter-Williams (bad pass; steal by J. Holiday),,14,11
61,1,5:13.0,,R. Anderson makes 3-pt jump shot from 26 ft (assist by T. Douglas),14,14
62,1,4:50.0,K. Middleton misses 3-pt jump shot from 27 ft,,14,14
63,1,4:49.0,,Defensive rebound by R. Anderson,14,14
64,1,4:45.0,,Personal foul by M. Carter-Williams (drawn by R. Anderson),14,14
65,1,4:45.0,J. O'Bryant enters the game for M. Carter-Williams,,14,14
66,1,4:34.0,,A. Davis misses 2-pt jump shot from 18 ft,14,14
67,1,4:34.0,Defensive rebound by J. Parker,,14,14
68,1,4:24.0,Turnover by J. Parker (bad pass),,14,14
69,1,4:03.0,,A. Davis misses 2-pt jump shot from 8 ft,14,14
70,1,4:03.0,Defensive rebound by J. Parker,,14,14
71,1,3:43.0,J. Henson makes 2-pt layup from 2 ft (assist by K. Middleton),,16,14
72,1,3:28.0,,A. Gee makes 2-pt dunk at rim (assist by A. Davis),16,16
73,1,3:08.0,K. Middleton misses 2-pt jump shot from 13 ft,,16,16
74,1,3:08.0,,Defensive rebound by R. Anderson,16,16
75,1,2:44.0,,A. Gee misses 2-pt jump shot from 19 ft,16,16
76,1,2:43.0,Defensive rebound by K. Middleton,,16,16
77,1,2:38.0,J. Henson misses 2-pt dunk at rim (block by A. Davis),,16,16
78,1,2:37.0,,Defensive rebound by A. Gee,16,16
79,1,2:31.0,,J. Holiday misses 2-pt jump shot from 15 ft,16,16
80,1,2:29.0,Defensive rebound by J. Henson,,16,16
81,1,2:19.0,Shooting foul by J. Holiday (drawn by K. Middleton),,16,16
82,1,2:19.0,Milwaukee full timeout,,16,16
83,1,2:19.0,G. Antetokounmpo enters the game for J. Parker,,16,16
84,1,2:19.0,K. Middleton makes free throw 1 of 2,,17,16
85,1,2:19.0,K. Middleton makes free throw 2 of 2,,18,16
86,1,2:09.0,,J. Holiday makes 2-pt layup from 1 ft,18,18
87,1,1:50.0,Turnover by J. Henson (lost ball; steal by A. Davis),,18,18
88,1,1:43.0,,R. Anderson misses 2-pt layup from 2 ft,18,18
89,1,1:42.0,Defensive rebound by J. Henson,,18,18
90,1,1:31.0,J. O'Bryant misses 2-pt jump shot from 20 ft,,18,18
91,1,1:31.0,,Defensive rebound by Team,18,18
92,1,1:31.0,R. Vaughn enters the game for K. Middleton,,18,18
93,1,1:31.0,,T. Evans enters the game for J. Holiday,18,18
94,1,1:31.0,,A. Ajinça enters the game for A. Davis,18,18
95,1,1:14.0,,R. Anderson misses 2-pt jump shot from 15 ft,18,18
96,1,1:13.0,Defensive rebound by G. Antetokounmpo,,18,18
97,1,1:03.0,G. Antetokounmpo makes 2-pt layup from 2 ft,,20,18
98,1,0:52.0,,Shooting foul by J. O'Bryant (drawn by A. Ajinça),20,18
99,1,0:52.0,,A. Ajinça makes free throw 1 of 2,20,19
100,1,0:52.0,G. Monroe enters the game for J. Henson,,20,19
101,1,0:52.0,,A. Ajinça makes free throw 2 of 2,20,20
102,1,0:37.0,Personal foul by A. Gee (drawn by G. Antetokounmpo),,20,20
103,1,0:37.0,G. Antetokounmpo makes free throw 1 of 2,,21,20
104,1,0:37.0,,L. Babbitt enters the game for A. Gee,21,20
105,1,0:37.0,G. Antetokounmpo misses free throw 2 of 2,,21,20
106,1,0:36.0,,Defensive rebound by A. Ajinça,21,20
107,1,0:30.0,,Shooting block foul by J. Bayless (drawn by T. Evans),21,20
108,1,0:30.0,,T. Evans makes free throw 1 of 2,21,21
109,1,0:30.0,,T. Evans makes free throw 2 of 2,21,22
110,1,0:14.0,G. Antetokounmpo makes 2-pt jump shot from 3 ft (assist by G. Monroe),,23,22
111,1,0:00.0,,R. Anderson misses 3-pt jump shot from 26 ft,23,22
112,1,0:00.0,,Offensive rebound by Team,23,22
113,2,11:51.0,Turnover by G. Antetokounmpo (bad pass; steal by T. Douglas),,23,22
114,2,11:42.0,,T. Douglas makes 3-pt jump shot from 24 ft,23,25
115,2,11:16.0,Turnover by G. Antetokounmpo (lost ball; steal by T. Douglas),,23,25
116,2,11:11.0,,T. Evans makes 2-pt layup from 1 ft (assist by T. Douglas),23,27
117,2,11:11.0,Milwaukee full timeout,,23,27
118,2,11:02.0,Personal foul by A. Ajinça (drawn by G. Monroe),,23,27
119,2,10:56.0,G. Monroe makes 2-pt layup from 2 ft (assist by G. Antetokounmpo),,25,27
120,2,10:35.0,,R. Anderson misses 2-pt layup from 2 ft,25,27
121,2,10:34.0,Defensive rebound by J. O'Bryant,,25,27
122,2,10:25.0,Shooting foul by A. Ajinça (drawn by G. Monroe),,25,27
123,2,10:25.0,G. Monroe makes free throw 1 of 2,,26,27
124,2,10:25.0,G. Monroe makes free throw 2 of 2,,27,27
125,2,10:07.0,,Shooting block foul by J. O'Bryant (drawn by T. Evans),27,27
126,2,10:07.0,,T. Evans makes free throw 1 of 2,27,28
127,2,10:07.0,,T. Evans misses free throw 2 of 2,27,28
128,2,10:06.0,Defensive rebound by G. Antetokounmpo,,27,28
129,2,9:43.0,G. Monroe makes 2-pt hook shot from 12 ft,,29,28
130,2,9:24.0,,A. Ajinça makes 2-pt dunk at rim (assist by T. Evans),29,30
131,2,8:59.0,G. Antetokounmpo misses 2-pt jump shot from 5 ft,,29,30
132,2,8:58.0,,Defensive rebound by A. Ajinça,29,30
133,2,8:51.0,,T. Douglas misses 2-pt layup from 2 ft (block by J. Bayless),29,30
134,2,8:50.0,Defensive rebound by J. O'Bryant,,29,30
135,2,8:45.0,R. Vaughn misses 3-pt jump shot from 23 ft,,29,30
136,2,8:43.0,Offensive rebound by G. Monroe,,29,30
137,2,8:41.0,G. Monroe makes 2-pt layup from 2 ft,,31,30
138,2,8:26.0,,Def 3 sec tech foul by G. Monroe,31,30
139,2,8:26.0,,R. Anderson makes technical free throw,31,31
140,2,8:26.0,,N. Cole enters the game for T. Douglas,31,31
141,2,8:26.0,,Ö. Aşık enters the game for A. Ajinça,31,31
142,2,8:19.0,,R. Anderson makes 3-pt jump shot from 25 ft (assist by T. Evans),31,34
143,2,8:04.0,J. Bayless misses 3-pt jump shot from 24 ft,,31,34
144,2,8:01.0,Offensive rebound by G. Monroe,,31,34
145,2,7:54.0,G. Antetokounmpo misses 2-pt jump shot from 6 ft,,31,34
146,2,7:53.0,Offensive rebound by G. Monroe,,31,34
147,2,7:52.0,G. Monroe misses 2-pt jump shot from 3 ft,,31,34
148,2,7:51.0,Offensive rebound by J. O'Bryant,,31,34
149,2,7:49.0,J. O'Bryant makes 2-pt hook shot from 4 ft,,33,34
150,2,7:35.0,,T. Evans misses 2-pt jump shot from 3 ft,33,34
151,2,7:35.0,Defensive rebound by Team,,33,34
152,2,7:35.0,M. Carter-Williams enters the game for J. Bayless,,33,34
153,2,7:25.0,G. Antetokounmpo misses 2-pt jump shot from 5 ft,,33,34
154,2,7:24.0,,Defensive rebound by Ö. Aşık,33,34
155,2,7:11.0,,R. Anderson misses 2-pt layup from 1 ft,33,34
156,2,7:11.0,Defensive rebound by G. Monroe,,33,34
157,2,7:06.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by R. Vaughn),,35,34
158,2,6:56.0,,Personal foul by R. Vaughn (drawn by N. Cole),35,34
159,2,6:56.0,J. Parker enters the game for J. O'Bryant,,35,34
160,2,6:56.0,J. Henson enters the game for G. Monroe,,35,34
161,2,6:47.0,,L. Babbitt misses 3-pt jump shot from 26 ft,35,34
162,2,6:47.0,Defensive rebound by R. Vaughn,,35,34
163,2,6:34.0,M. Carter-Williams makes 2-pt jump shot from 10 ft,,37,34
164,2,6:19.0,,Ö. Aşık misses 2-pt layup from 1 ft (block by M. Carter-Williams),37,34
165,2,6:18.0,,Offensive rebound by L. Babbitt,37,34
166,2,6:14.0,,Turnover by R. Anderson (bad pass),37,34
167,2,6:14.0,,A. Davis enters the game for L. Babbitt,37,34
168,2,6:01.0,J. Henson makes 2-pt hook shot from 5 ft (assist by G. Antetokounmpo),,39,34
169,2,5:49.0,,N. Cole misses 2-pt jump shot from 16 ft,39,34
170,2,5:42.0,,Offensive rebound by T. Evans,39,34
171,2,5:38.0,,R. Anderson misses 3-pt jump shot from 25 ft,39,34
172,2,5:35.0,,Offensive rebound by Ö. Aşık,39,34
173,2,5:19.0,,T. Evans misses 2-pt jump shot from 14 ft,39,34
174,2,5:18.0,Defensive rebound by M. Carter-Williams,,39,34
175,2,5:06.0,M. Carter-Williams makes 2-pt jump shot from 8 ft,,41,34
176,2,5:06.0,Shooting foul by T. Evans (drawn by M. Carter-Williams),,41,34
177,2,5:06.0,Official timeout,,41,34
178,2,5:06.0,,J. Holiday enters the game for T. Evans,41,34
179,2,5:06.0,,A. Gee enters the game for Ö. Aşık,41,34
180,2,5:06.0,M. Carter-Williams misses free throw 1 of 1,,41,34
181,2,5:04.0,,Defensive rebound by A. Davis,41,34
182,2,4:52.0,,Personal foul by J. Henson (drawn by A. Davis),41,34
183,2,4:52.0,K. Middleton enters the game for G. Antetokounmpo,,41,34
184,2,4:48.0,,Personal foul by J. Henson (drawn by A. Davis),41,34
185,2,4:40.0,,A. Davis makes 2-pt dunk at rim (assist by J. Holiday),41,36
186,2,4:23.0,J. Parker misses 2-pt jump shot from 21 ft,,41,36
187,2,4:23.0,,Defensive rebound by J. Holiday,41,36
188,2,4:11.0,,A. Davis misses 2-pt jump shot from 9 ft,41,36
189,2,4:10.0,Defensive rebound by K. Middleton,,41,36
190,2,3:55.0,Turnover by M. Carter-Williams (bad pass; steal by A. Gee),,41,36
191,2,3:51.0,,A. Gee makes 2-pt dunk at rim,41,38
192,2,3:40.0,M. Carter-Williams misses 2-pt layup from 2 ft,,41,38
193,2,3:39.0,Offensive rebound by J. Parker,,41,38
194,2,3:39.0,J. Parker makes 2-pt dunk at rim,,43,38
195,2,3:31.0,,J. Holiday misses 2-pt layup from 1 ft,43,38
196,2,3:30.0,Defensive rebound by J. Parker,,43,38
197,2,3:12.0,R. Vaughn misses 2-pt layup from 1 ft,,43,38
198,2,3:11.0,,Defensive rebound by N. Cole,43,38
199,2,3:03.0,,N. Cole makes 3-pt jump shot from 22 ft (assist by J. Holiday),43,41
200,2,2:49.0,Turnover by M. Carter-Williams (lost ball; steal by J. Holiday),,43,41
201,2,2:46.0,,J. Holiday makes 2-pt dunk at rim,43,43
202,2,2:46.0,Milwaukee full timeout,,43,43
203,2,2:46.0,,New Orleans full timeout,43,43
204,2,2:46.0,G. Monroe enters the game for J. Henson,,43,43
205,2,2:46.0,G. Antetokounmpo enters the game for R. Vaughn,,43,43
206,2,2:32.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by J. Parker),,45,43
207,2,2:20.0,,Shooting foul by G. Antetokounmpo (drawn by A. Davis),45,43
208,2,2:20.0,,A. Davis makes free throw 1 of 2,45,44
209,2,2:20.0,,A. Davis makes free throw 2 of 2,45,45
210,2,2:01.0,Turnover by K. Middleton (bad pass),,45,45
211,2,1:54.0,,J. Holiday makes 2-pt layup from 1 ft,45,47
212,2,1:54.0,Loose ball foul by G. Antetokounmpo (drawn by A. Davis),,45,47
213,2,1:54.0,J. Bayless enters the game for G. Antetokounmpo,,45,47
214,2,1:54.0,,A. Davis misses free throw 1 of 1,45,47
215,2,1:53.0,Offensive rebound by G. Monroe,,45,47
216,2,1:39.0,G. Monroe makes 2-pt jump shot from 9 ft,,47,47
217,2,1:25.0,,R. Anderson makes 3-pt jump shot from 25 ft (assist by A. Gee),47,50
218,2,1:07.0,Turnover by J. Parker (bad pass),,47,50
219,2,1:07.0,,T. Douglas enters the game for J. Holiday,47,50
220,2,0:50.0,,R. Anderson misses 3-pt jump shot from 24 ft,47,50
221,2,0:48.0,Defensive rebound by K. Middleton,,47,50
222,2,0:42.0,J. Parker makes 2-pt dunk at rim (assist by G. Monroe),,49,50
223,2,0:33.0,,Turnover by N. Cole (bad pass),49,50
224,2,0:18.0,Shooting foul by R. Anderson (drawn by G. Monroe),,49,50
225,2,0:18.0,G. Monroe makes free throw 1 of 2,,50,50
226,2,0:18.0,,J. Holiday enters the game for A. Gee,50,50
227,2,0:18.0,G. Monroe makes free throw 2 of 2,,51,50
228,2,0:00.0,,R. Anderson makes 2-pt dunk at rim (assist by A. Davis),51,52
229,3,11:44.0,K. Middleton misses 2-pt jump shot from 21 ft,,51,52
230,3,11:43.0,,Defensive rebound by A. Davis,51,52
231,3,11:25.0,,Ö. Aşık makes 2-pt layup from 2 ft (assist by A. Davis),51,54
232,3,11:02.0,G. Monroe misses 2-pt jump shot from 15 ft,,51,54
233,3,11:01.0,,Defensive rebound by T. Evans,51,54
234,3,10:41.0,,Ö. Aşık makes 2-pt layup from 1 ft (assist by A. Davis),51,56
235,3,10:28.0,M. Carter-Williams makes 2-pt jump shot from 6 ft,,53,56
236,3,10:07.0,,A. Davis misses 2-pt jump shot from 16 ft,53,56
237,3,10:05.0,,Offensive rebound by Ö. Aşık,53,56
238,3,10:00.0,,N. Cole makes 3-pt jump shot from 24 ft (assist by T. Evans),53,59
239,3,9:34.0,K. Middleton makes 2-pt jump shot from 16 ft,,55,59
240,3,9:15.0,,N. Cole makes 3-pt jump shot from 25 ft (assist by A. Gee),55,62
241,3,9:15.0,Milwaukee full timeout,,55,62
242,3,9:04.0,K. Middleton makes 3-pt jump shot from 23 ft (assist by M. Carter-Williams),,58,62
243,3,8:55.0,,A. Davis makes 2-pt jump shot from 19 ft (assist by N. Cole),58,64
244,3,8:31.0,K. Middleton makes 2-pt jump shot from 17 ft (assist by M. Carter-Williams),,60,64
245,3,8:14.0,,Turnover by A. Davis (lost ball; steal by M. Carter-Williams),60,64
246,3,8:08.0,M. Carter-Williams makes 2-pt layup at rim (assist by K. Middleton),,62,64
247,3,7:47.0,,T. Evans misses 3-pt jump shot from 26 ft,62,64
248,3,7:46.0,Defensive rebound by G. Monroe,,62,64
249,3,7:25.0,M. Carter-Williams makes 2-pt layup from 2 ft,,64,64
250,3,7:13.0,,N. Cole misses 3-pt jump shot from 24 ft,64,64
251,3,7:12.0,,Offensive rebound by Ö. Aşık,64,64
252,3,7:08.0,,T. Evans misses 2-pt layup from 2 ft,64,64
253,3,7:07.0,,Offensive rebound by Ö. Aşık,64,64
254,3,7:07.0,,Ö. Aşık misses 2-pt layup from 1 ft,64,64
255,3,7:06.0,Defensive rebound by G. Antetokounmpo,,64,64
256,3,6:54.0,Personal foul by Ö. Aşık (drawn by G. Monroe),,64,64
257,3,6:47.0,K. Middleton makes 2-pt jump shot from 18 ft (assist by M. Carter-Williams),,66,64
258,3,6:22.0,,T. Evans misses 2-pt jump shot from 21 ft,66,64
259,3,6:21.0,Defensive rebound by K. Middleton,,66,64
260,3,6:19.0,Turnover by G. Monroe (offensive foul),,66,64
261,3,6:19.0,Offensive foul by G. Monroe (drawn by T. Evans),,66,64
262,3,5:58.0,,T. Evans misses 2-pt layup at rim,66,64
263,3,5:57.0,Defensive rebound by G. Monroe,,66,64
264,3,5:55.0,Turnover by G. Monroe (lost ball),,66,64
265,3,5:55.0,,J. Holiday enters the game for T. Evans,66,64
266,3,5:55.0,,R. Anderson enters the game for Ö. Aşık,66,64
267,3,5:55.0,J. Bayless enters the game for G. Antetokounmpo,,66,64
268,3,5:55.0,J. Henson enters the game for G. Monroe,,66,64
269,3,5:48.0,,N. Cole misses 2-pt layup from 2 ft,66,64
270,3,5:48.0,Defensive rebound by M. Carter-Williams,,66,64
271,3,5:33.0,K. Middleton makes 2-pt jump shot from 21 ft (assist by M. Carter-Williams),,68,64
272,3,5:25.0,,A. Davis makes 2-pt dunk at rim (assist by J. Holiday),68,66
273,3,5:04.0,K. Middleton misses 2-pt jump shot from 17 ft,,68,66
274,3,5:03.0,,Defensive rebound by N. Cole,68,66
275,3,4:51.0,,A. Gee misses 2-pt dunk at rim,68,66
276,3,4:50.0,Defensive rebound by K. Middleton,,68,66
277,3,4:41.0,Turnover by K. Middleton (lost ball; steal by N. Cole),,68,66
278,3,4:36.0,,N. Cole misses 2-pt jump shot from 17 ft,68,66
279,3,4:36.0,Defensive rebound by Team,,68,66
280,3,4:36.0,,Loose ball foul by A. Davis (drawn by M. Carter-Williams),68,66
281,3,4:14.0,J. Parker misses 2-pt jump shot from 5 ft (block by A. Davis),,68,66
282,3,4:13.0,,Defensive rebound by R. Anderson,68,66
283,3,4:06.0,,R. Anderson makes 3-pt jump shot from 25 ft (assist by N. Cole),68,69
284,3,3:46.0,Personal foul by J. Holiday (drawn by M. Carter-Williams),,68,69
285,3,3:40.0,K. Middleton makes 3-pt jump shot from 25 ft (assist by J. Henson),,71,69
286,3,3:26.0,,Personal foul by M. Carter-Williams (drawn by J. Holiday),71,69
287,3,3:26.0,J. O'Bryant enters the game for J. Parker,,71,69
288,3,3:26.0,G. Antetokounmpo enters the game for M. Carter-Williams,,71,69
289,3,3:15.0,,R. Anderson misses 2-pt jump shot from 20 ft,71,69
290,3,3:14.0,Defensive rebound by G. Antetokounmpo,,71,69
291,3,3:05.0,Turnover by K. Middleton (bad pass),,71,69
292,3,2:50.0,,N. Cole makes 2-pt jump shot from 13 ft (assist by R. Anderson),71,71
293,3,2:30.0,K. Middleton misses 2-pt jump shot from 10 ft,,71,71
294,3,2:29.0,,Defensive rebound by R. Anderson,71,71
295,3,2:25.0,,Shooting foul by G. Antetokounmpo (drawn by A. Gee),71,71
296,3,2:25.0,,New Orleans full timeout,71,71
297,3,2:25.0,,A. Gee makes free throw 1 of 2,71,72
298,3,2:25.0,,A. Gee makes free throw 2 of 2,71,73
299,3,2:09.0,J. O'Bryant misses 2-pt layup from 2 ft (block by A. Davis),,71,73
300,3,2:09.0,,Defensive rebound by Team,71,73
301,3,1:56.0,,R. Anderson makes 3-pt jump shot from 24 ft (assist by J. Holiday),71,76
302,3,1:34.0,J. Bayless makes 3-pt jump shot from 25 ft (assist by K. Middleton),,74,76
303,3,1:14.0,,A. Gee makes 2-pt jump shot from 21 ft (assist by J. Holiday),74,78
304,3,0:58.0,K. Middleton misses 2-pt jump shot from 22 ft,,74,78
305,3,0:57.0,,Defensive rebound by A. Gee,74,78
306,3,0:42.0,,J. Holiday makes 2-pt layup from 2 ft (assist by R. Anderson),74,80
307,3,0:30.0,J. Bayless misses 3-pt jump shot from 25 ft,,74,80
308,3,0:29.0,,Defensive rebound by A. Davis,74,80
309,3,0:26.0,Technical foul by J. Henson,,74,80
310,3,0:26.0,,A. Davis makes technical free throw,74,81
311,3,0:26.0,R. Vaughn enters the game for J. O'Bryant,,74,81
312,3,0:18.0,,Shooting foul by G. Antetokounmpo (drawn by A. Davis),74,81
313,3,0:18.0,,A. Davis makes 2-pt layup from 1 ft (assist by J. Holiday),74,83
314,3,0:18.0,M. Carter-Williams enters the game for G. Antetokounmpo,,74,83
315,3,0:18.0,,A. Davis makes free throw 1 of 1,74,84
316,3,0:00.0,J. Bayless misses 3-pt jump shot from 25 ft,,74,84
317,3,0:00.0,Offensive rebound by Team,,74,84
318,4,11:44.0,,J. Holiday misses 2-pt jump shot from 11 ft,74,84
319,4,11:44.0,Defensive rebound by R. Vaughn,,74,84
320,4,11:25.0,G. Monroe makes 2-pt hook shot from 7 ft (assist by J. Parker),,76,84
321,4,11:04.0,,A. Davis misses 2-pt jump shot from 17 ft,76,84
322,4,11:03.0,Defensive rebound by M. Carter-Williams,,76,84
323,4,10:53.0,G. Monroe misses 2-pt hook shot from 7 ft,,76,84
324,4,10:52.0,,Defensive rebound by A. Davis,76,84
325,4,10:41.0,,R. Anderson misses 3-pt jump shot from 25 ft,76,84
326,4,10:40.0,Defensive rebound by G. Monroe,,76,84
327,4,10:31.0,M. Carter-Williams makes 2-pt jump shot from 7 ft,,78,84
328,4,10:16.0,,N. Cole misses 2-pt layup from 2 ft,78,84
329,4,10:16.0,Defensive rebound by J. Bayless,,78,84
330,4,10:00.0,J. Parker misses 2-pt layup from 1 ft,,78,84
331,4,10:00.0,,Defensive rebound by N. Cole,78,84
332,4,9:50.0,,A. Davis misses 2-pt jump shot at rim,78,84
333,4,9:49.0,,Offensive rebound by A. Davis,78,84
334,4,9:49.0,,A. Davis makes 2-pt dunk at rim,78,86
335,4,9:26.0,G. Monroe misses 2-pt layup from 2 ft,,78,86
336,4,9:26.0,,Defensive rebound by A. Davis,78,86
337,4,9:26.0,Loose ball foul by G. Monroe (drawn by A. Davis),,78,86
338,4,9:26.0,,Violation by Team (jump ball),78,86
339,4,9:26.0,,Ö. Aşık enters the game for A. Davis,78,86
340,4,9:26.0,,T. Douglas enters the game for N. Cole,78,86
341,4,9:12.0,,J. Holiday makes 3-pt jump shot from 26 ft,78,89
342,4,8:46.0,J. Bayless misses 3-pt jump shot from 24 ft,,78,89
343,4,8:45.0,,Defensive rebound by Ö. Aşık,78,89
344,4,8:38.0,,T. Douglas makes 3-pt jump shot from 23 ft (assist by A. Gee),78,92
345,4,8:38.0,Milwaukee full timeout,,78,92
346,4,8:38.0,,T. Evans enters the game for A. Gee,78,92
347,4,8:38.0,K. Middleton enters the game for J. Bayless,,78,92
348,4,8:25.0,G. Monroe misses 2-pt layup from 2 ft,,78,92
349,4,8:23.0,,Defensive rebound by J. Holiday,78,92
350,4,8:00.0,,T. Douglas makes 2-pt jump shot from 17 ft (assist by T. Evans),78,94
351,4,7:43.0,K. Middleton makes 3-pt jump shot from 24 ft,,81,94
352,4,7:27.0,,R. Anderson misses 2-pt layup from 1 ft (block by M. Carter-Williams),81,94
353,4,7:26.0,Defensive rebound by M. Carter-Williams,,81,94
354,4,7:22.0,Turnover by K. Middleton (lost ball; steal by T. Evans),,81,94
355,4,6:59.0,,T. Evans makes 3-pt jump shot from 24 ft (assist by T. Douglas),81,97
356,4,6:39.0,Shooting foul by Ö. Aşık (drawn by J. Parker),,81,97
357,4,6:39.0,J. Parker makes free throw 1 of 2,,82,97
358,4,6:39.0,G. Antetokounmpo enters the game for R. Vaughn,,82,97
359,4,6:39.0,J. Parker makes free throw 2 of 2,,83,97
360,4,6:30.0,,R. Anderson makes 3-pt jump shot from 25 ft (assist by J. Holiday),83,100
361,4,6:30.0,Milwaukee full timeout,,83,100
362,4,6:30.0,,A. Davis enters the game for Ö. Aşık,83,100
363,4,6:20.0,K. Middleton misses 3-pt jump shot from 27 ft,,83,100
364,4,6:18.0,,Defensive rebound by R. Anderson,83,100
365,4,6:00.0,,J. Holiday makes 2-pt layup from 1 ft,83,102
366,4,5:47.0,G. Monroe makes 2-pt layup from 1 ft (assist by K. Middleton),,85,102
367,4,5:31.0,,T. Douglas misses 3-pt jump shot from 23 ft,85,102
368,4,5:30.0,Defensive rebound by G. Antetokounmpo,,85,102
369,4,5:22.0,Shooting foul by T. Evans (drawn by J. Parker),,85,102
370,4,5:22.0,J. Parker makes free throw 1 of 2,,86,102
371,4,5:22.0,,A. Gee enters the game for T. Evans,86,102
372,4,5:22.0,J. Parker makes free throw 2 of 2,,87,102
373,4,5:03.0,,J. Holiday misses 2-pt jump shot from 18 ft,87,102
374,4,5:02.0,,Offensive rebound by R. Anderson,87,102
375,4,5:02.0,,R. Anderson misses 2-pt layup from 2 ft,87,102
