,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,CHARLOTTE_ACTION,PHILADELPHIA_SCORE,CHARLOTTE_SCORE
27,1,7:56.0,,A. Jefferson misses 2-pt layup from 1 ft (block by J. Grant),6,10
28,1,7:54.0,Defensive rebound by R. Covington,,6,10
29,1,7:41.0,T. McConnell makes 3-pt jump shot from 25 ft (assist by N. Stauskas),,9,10
30,1,7:27.0,,J. Lin makes 2-pt jump shot from 1 ft (assist by A. Jefferson),9,12
31,1,7:18.0,Turnover by J. Okafor (lost ball; steal by K. Walker),,9,12
32,1,7:14.0,,Turnover by K. Walker (bad pass; steal by T. McConnell),9,12
33,1,7:08.0,N. Stauskas misses 3-pt jump shot from 27 ft,,9,12
34,1,7:06.0,,Defensive rebound by M. Williams,9,12
35,1,6:59.0,,N. Batum misses 2-pt jump shot from 14 ft,9,12
36,1,6:56.0,Defensive rebound by J. Okafor,,9,12
37,1,6:48.0,J. Grant misses 2-pt layup from 1 ft,,9,12
38,1,6:47.0,,Defensive rebound by N. Batum,9,12
39,1,6:44.0,Offensive charge foul by N. Batum (drawn by R. Covington),,9,12
40,1,6:44.0,,Turnover by N. Batum (offensive foul),9,12
41,1,6:44.0,Philadelphia full timeout,,9,12
42,1,6:44.0,H. Thompson enters the game for R. Covington,,9,12
43,1,6:44.0,N. Noel enters the game for J. Okafor,,9,12
44,1,6:29.0,N. Stauskas misses 3-pt jump shot from 26 ft,,9,12
45,1,6:27.0,,Defensive rebound by A. Jefferson,9,12
46,1,6:16.0,,A. Jefferson makes 2-pt jump shot from 4 ft (assist by K. Walker),9,14
47,1,6:16.0,,Shooting foul by N. Noel (drawn by A. Jefferson),9,14
48,1,6:16.0,,A. Jefferson makes free throw 1 of 1,9,15
49,1,5:54.0,N. Noel misses 2-pt jump shot from 17 ft,,9,15
50,1,5:52.0,,Defensive rebound by J. Lin,9,15
51,1,5:43.0,,A. Jefferson makes 2-pt jump shot from 16 ft (assist by J. Lin),9,17
52,1,5:30.0,H. Thompson misses 2-pt jump shot from 17 ft,,9,17
53,1,5:26.0,,Defensive rebound by A. Jefferson,9,17
54,1,5:19.0,,N. Batum misses 3-pt jump shot from 25 ft,9,17
55,1,5:18.0,Defensive rebound by N. Noel,,9,17
56,1,5:07.0,H. Thompson misses 2-pt layup from 2 ft (block by M. Williams),,9,17
57,1,5:07.0,Offensive rebound by H. Thompson,,9,17
58,1,5:07.0,Turnover by H. Thompson (step out of bounds),,9,17
59,1,5:06.0,I. Canaan enters the game for N. Stauskas,,9,17
60,1,4:55.0,,A. Jefferson makes 2-pt jump shot from 8 ft,9,19
61,1,4:45.0,Personal foul by K. Walker (drawn by T. McConnell),,9,19
62,1,4:45.0,,J. Lamb enters the game for M. Williams,9,19
63,1,4:45.0,,F. Kaminsky enters the game for J. Lin,9,19
64,1,4:32.0,Turnover by T. McConnell (bad pass),,9,19
65,1,4:32.0,P. Pressey enters the game for T. McConnell,,9,19
66,1,4:18.0,,A. Jefferson makes 2-pt jump shot from 17 ft (assist by K. Walker),9,21
67,1,4:04.0,Turnover by H. Thompson (bad pass; steal by K. Walker),,9,21
68,1,3:54.0,,J. Lamb misses 3-pt jump shot from 22 ft,9,21
69,1,3:53.0,Defensive rebound by H. Thompson,,9,21
70,1,3:47.0,N. Noel makes 2-pt dunk at rim (assist by P. Pressey),,11,21
71,1,3:35.0,,N. Batum makes 3-pt jump shot from 25 ft (assist by F. Kaminsky),11,24
72,1,3:19.0,I. Canaan makes 2-pt jump shot from 14 ft,,13,24
73,1,3:02.0,,A. Jefferson makes 2-pt jump shot from 5 ft,13,26
74,1,2:47.0,H. Thompson misses 3-pt jump shot from 25 ft,,13,26
75,1,2:45.0,,Defensive rebound by K. Walker,13,26
76,1,2:37.0,,F. Kaminsky makes 2-pt layup from 1 ft (assist by N. Batum),13,28
77,1,2:17.0,N. Noel makes 2-pt layup from 2 ft,,15,28
78,1,1:59.0,,A. Jefferson makes 2-pt jump shot from 16 ft (assist by K. Walker),15,30
79,1,1:37.0,Shooting foul by F. Kaminsky (drawn by J. Grant),,15,30
80,1,1:37.0,,Charlotte full timeout,15,30
81,1,1:37.0,,S. Hawes enters the game for A. Jefferson,15,30
82,1,1:37.0,,B. Roberts enters the game for K. Walker,15,30
83,1,1:37.0,J. Sampson enters the game for H. Thompson,,15,30
84,1,1:37.0,J. Grant misses free throw 1 of 2,,15,30
85,1,1:37.0,Offensive rebound by Team,,15,30
86,1,1:37.0,J. Grant misses free throw 2 of 2,,15,30
87,1,1:31.0,Offensive rebound by J. Grant,,15,30
88,1,1:20.0,J. Sampson makes 2-pt layup from 1 ft (assist by P. Pressey),,17,30
89,1,1:09.0,,Turnover by S. Hawes (lost ball; steal by J. Grant),17,30
90,1,1:03.0,N. Noel makes 2-pt dunk at rim (assist by J. Grant),,19,30
91,1,0:48.0,,N. Batum misses 2-pt jump shot from 18 ft,19,30
92,1,0:47.0,Defensive rebound by J. Sampson,,19,30
93,1,0:27.0,P. Pressey misses 2-pt layup from 1 ft,,19,30
94,1,0:26.0,,Defensive rebound by S. Hawes,19,30
95,1,0:06.0,,S. Hawes misses 3-pt jump shot from 22 ft,19,30
96,1,0:05.0,Defensive rebound by N. Noel,,19,30
97,1,0:00.0,J. Sampson misses 3-pt jump shot from 27 ft,,19,30
98,1,0:00.0,Offensive rebound by Team,,19,30
99,2,11:38.0,J. Okafor misses 2-pt jump shot from 5 ft,,19,30
100,2,11:36.0,,Defensive rebound by S. Hawes,19,30
101,2,11:24.0,,S. Hawes makes 2-pt jump shot from 15 ft,19,32
102,2,11:06.0,I. Canaan makes 3-pt jump shot from 25 ft (assist by J. Sampson),,22,32
103,2,10:53.0,,J. Lamb makes 2-pt layup from 1 ft (assist by F. Kaminsky),22,34
104,2,10:53.0,,Shooting foul by I. Canaan (drawn by J. Lamb),22,34
105,2,10:53.0,,J. Lamb makes free throw 1 of 1,22,35
106,2,10:32.0,I. Canaan misses 2-pt jump shot from 19 ft,,22,35
107,2,10:29.0,,Defensive rebound by J. Lamb,22,35
108,2,10:19.0,,S. Hawes misses 3-pt jump shot from 25 ft,22,35
109,2,10:18.0,Defensive rebound by N. Noel,,22,35
110,2,10:00.0,J. Okafor misses 2-pt jump shot from 7 ft,,22,35
111,2,9:59.0,,Defensive rebound by S. Hawes,22,35
112,2,9:50.0,,S. Hawes misses 3-pt jump shot from 24 ft,22,35
113,2,9:49.0,Defensive rebound by N. Noel,,22,35
114,2,9:42.0,Turnover by J. Okafor (step out of bounds),,22,35
115,2,9:32.0,,J. Lin makes 3-pt jump shot from 24 ft (assist by S. Hawes),22,38
116,2,9:27.0,Philadelphia full timeout,,22,38
117,2,9:27.0,N. Stauskas enters the game for P. Pressey,,22,38
118,2,9:10.0,N. Noel makes 2-pt dunk at rim (assist by I. Canaan),,24,38
119,2,8:56.0,,B. Roberts misses 2-pt jump shot from 18 ft,24,38
120,2,8:55.0,Defensive rebound by N. Stauskas,,24,38
121,2,8:47.0,J. Okafor makes 2-pt layup from 1 ft (assist by N. Stauskas),,26,38
122,2,8:47.0,Shooting foul by J. Lin (drawn by J. Okafor),,26,38
123,2,8:47.0,J. Okafor makes free throw 1 of 1,,27,38
124,2,8:33.0,,J. Lamb misses 2-pt jump shot from 3 ft,27,38
125,2,8:32.0,Defensive rebound by N. Noel,,27,38
126,2,8:20.0,Shooting foul by B. Roberts (drawn by I. Canaan),,27,38
127,2,8:20.0,I. Canaan misses free throw 1 of 2,,27,38
128,2,8:20.0,Offensive rebound by Team,,27,38
129,2,8:20.0,,M. Williams enters the game for F. Kaminsky,27,38
130,2,8:20.0,R. Covington enters the game for J. Sampson,,27,38
131,2,8:20.0,I. Canaan makes free throw 2 of 2,,28,38
132,2,8:12.0,,Personal foul by R. Covington (drawn by J. Lamb),28,38
133,2,8:12.0,T. McConnell enters the game for I. Canaan,,28,38
134,2,8:01.0,,M. Williams makes 3-pt jump shot from 22 ft (assist by B. Roberts),28,41
135,2,7:39.0,J. Okafor makes 2-pt jump shot from 6 ft,,30,41
136,2,7:27.0,,Shooting foul by R. Covington (drawn by J. Lamb),30,41
137,2,7:27.0,,J. Lamb makes free throw 1 of 2,30,42
138,2,7:27.0,,K. Walker enters the game for B. Roberts,30,42
139,2,7:27.0,,A. Jefferson enters the game for S. Hawes,30,42
140,2,7:27.0,H. Thompson enters the game for R. Covington,,30,42
141,2,7:27.0,,J. Lamb makes free throw 2 of 2,30,43
142,2,7:12.0,N. Noel misses 2-pt jump shot from 8 ft,,30,43
143,2,7:11.0,,Defensive rebound by J. Lamb,30,43
144,2,7:05.0,,J. Lamb makes 3-pt jump shot from 24 ft,30,46
145,2,6:43.0,H. Thompson misses 3-pt jump shot from 23 ft,,30,46
146,2,6:42.0,,Defensive rebound by J. Lin,30,46
147,2,6:32.0,,J. Lin misses 2-pt jump shot from 14 ft (block by N. Stauskas),30,46
148,2,6:30.0,Defensive rebound by T. McConnell,,30,46
149,2,6:19.0,H. Thompson makes 3-pt jump shot from 25 ft (assist by J. Okafor),,33,46
150,2,5:59.0,,A. Jefferson misses 2-pt jump shot from 6 ft,33,46
151,2,5:58.0,,Offensive rebound by M. Williams,33,46
152,2,5:58.0,,M. Williams misses 2-pt layup from 1 ft (block by H. Thompson),33,46
153,2,5:56.0,Defensive rebound by N. Noel,,33,46
154,2,5:46.0,Official timeout,,33,46
155,2,5:46.0,J. Grant enters the game for N. Noel,,33,46
156,2,5:41.0,J. Okafor misses 2-pt jump shot from 7 ft (block by A. Jefferson),,33,46
157,2,5:39.0,,Defensive rebound by A. Jefferson,33,46
158,2,5:33.0,,M. Williams misses 3-pt jump shot from 26 ft,33,46
159,2,5:30.0,Defensive rebound by H. Thompson,,33,46
160,2,5:18.0,H. Thompson misses 2-pt jump shot from 2 ft,,33,46
161,2,5:15.0,Offensive rebound by J. Grant,,33,46
162,2,5:15.0,J. Grant makes 2-pt layup at rim,,35,46
163,2,4:56.0,,A. Jefferson makes 2-pt jump shot from 15 ft,35,48
164,2,4:33.0,J. Okafor makes 2-pt layup from 1 ft,,37,48
165,2,4:17.0,,A. Jefferson misses 2-pt jump shot from 15 ft,37,48
166,2,4:15.0,,Offensive rebound by M. Williams,37,48
167,2,4:15.0,,Shooting foul by J. Grant (drawn by M. Williams),37,48
168,2,4:15.0,,M. Williams makes free throw 1 of 2,37,49
169,2,4:15.0,,N. Batum enters the game for J. Lin,37,49
170,2,4:15.0,,M. Williams makes free throw 2 of 2,37,50
171,2,4:02.0,J. Grant makes 2-pt dunk at rim (assist by N. Stauskas),,39,50
172,2,3:58.0,,Charlotte full timeout,39,50
173,2,3:43.0,,J. Lamb makes 2-pt jump shot from 18 ft,39,52
174,2,3:22.0,Turnover by H. Thompson (bad pass; steal by J. Lamb),,39,52
175,2,3:12.0,,N. Batum makes 3-pt jump shot from 23 ft (assist by J. Lamb),39,55
176,2,2:54.0,T. McConnell misses 2-pt jump shot from 9 ft,,39,55
177,2,2:53.0,,Defensive rebound by M. Williams,39,55
178,2,2:41.0,,A. Jefferson misses 2-pt jump shot from 18 ft,39,55
179,2,2:40.0,Defensive rebound by T. McConnell,,39,55
180,2,2:25.0,J. Grant misses 2-pt layup from 2 ft (block by A. Jefferson),,39,55
181,2,2:25.0,Offensive rebound by Team,,39,55
182,2,2:25.0,,Loose ball foul by M. Williams (drawn by J. Grant),39,55
183,2,2:25.0,N. Noel enters the game for J. Okafor,,39,55
184,2,2:25.0,J. Sampson enters the game for H. Thompson,,39,55
185,2,2:09.0,T. McConnell misses 2-pt jump shot from 16 ft,,39,55
186,2,2:07.0,,Defensive rebound by A. Jefferson,39,55
187,2,2:03.0,I. Canaan enters the game for T. McConnell,,39,55
188,2,1:48.0,,J. Lamb misses 2-pt layup from 2 ft,39,55
189,2,1:48.0,,Offensive rebound by A. Jefferson,39,55
190,2,1:48.0,,Shooting foul by J. Grant (drawn by A. Jefferson),39,55
191,2,1:48.0,,A. Jefferson makes free throw 1 of 2,39,56
192,2,1:48.0,,A. Jefferson makes free throw 2 of 2,39,57
193,2,1:31.0,Offensive foul by J. Grant (drawn by J. Lamb),,39,57
194,2,1:31.0,Turnover by J. Grant (offensive foul),,39,57
195,2,1:31.0,H. Thompson enters the game for J. Grant,,39,57
196,2,1:16.0,,K. Walker makes 2-pt jump shot at rim (assist by A. Jefferson),39,59
197,2,0:57.0,N. Stauskas misses 3-pt jump shot from 25 ft,,39,59
198,2,0:56.0,,Defensive rebound by N. Batum,39,59
199,2,0:49.0,,K. Walker makes 3-pt jump shot from 25 ft,39,62
200,2,0:49.0,Philadelphia full timeout,,39,62
201,2,0:36.0,Turnover by N. Noel (lost ball; steal by A. Jefferson),,39,62
202,2,0:25.0,,Offensive foul by M. Williams (drawn by I. Canaan),39,62
203,2,0:25.0,,Turnover by M. Williams (offensive foul),39,62
204,2,0:06.0,N. Stauskas makes 2-pt jump shot from 18 ft,,41,62
205,2,0:00.0,,K. Walker misses 2-pt jump shot from 16 ft,41,62
206,2,0:00.0,,Offensive rebound by Team,41,62
207,3,11:43.0,Turnover by R. Covington (bad pass),,41,62
208,3,11:32.0,,N. Batum misses 2-pt jump shot from 6 ft,41,62
209,3,11:31.0,Defensive rebound by R. Covington,,41,62
210,3,11:23.0,R. Covington misses 3-pt jump shot from 24 ft,,41,62
211,3,11:22.0,Offensive rebound by J. Okafor,,41,62
212,3,11:20.0,Turnover by J. Okafor (bad pass),,41,62
213,3,11:02.0,,K. Walker makes 2-pt layup from 1 ft,41,64
214,3,11:02.0,Philadelphia full timeout,,41,64
215,3,10:42.0,J. Grant makes 2-pt dunk at rim (assist by R. Covington),,43,64
216,3,10:31.0,,Shooting foul by T. McConnell (drawn by K. Walker),43,64
217,3,10:31.0,,K. Walker makes free throw 1 of 2,43,65
218,3,10:31.0,,K. Walker makes free throw 2 of 2,43,66
219,3,10:20.0,R. Covington misses 2-pt layup from 1 ft,,43,66
220,3,10:18.0,Offensive rebound by T. McConnell,,43,66
221,3,10:14.0,T. McConnell misses 3-pt jump shot from 25 ft,,43,66
222,3,10:13.0,,Defensive rebound by A. Jefferson,43,66
223,3,10:07.0,,Shooting foul by J. Grant (drawn by N. Batum),43,66
224,3,10:07.0,,N. Batum makes free throw 1 of 3,43,67
225,3,10:07.0,,N. Batum makes free throw 2 of 3,43,68
226,3,10:07.0,N. Noel enters the game for J. Grant,,43,68
227,3,10:07.0,,N. Batum makes free throw 3 of 3,43,69
228,3,9:53.0,N. Stauskas makes 3-pt jump shot from 25 ft,,46,69
229,3,9:33.0,,K. Walker misses 3-pt jump shot from 25 ft,46,69
230,3,9:31.0,Defensive rebound by T. McConnell,,46,69
231,3,9:13.0,N. Noel makes 2-pt layup from 1 ft (assist by T. McConnell),,48,69
232,3,9:03.0,,M. Williams makes 3-pt jump shot from 25 ft (assist by K. Walker),48,72
233,3,8:40.0,T. McConnell misses 3-pt jump shot from 25 ft,,48,72
234,3,8:38.0,,Defensive rebound by A. Jefferson,48,72
235,3,8:29.0,,Turnover by N. Batum (bad pass),48,72
236,3,8:15.0,J. Okafor misses 2-pt jump shot from 12 ft (block by A. Jefferson),,48,72
237,3,8:14.0,,Defensive rebound by M. Williams,48,72
238,3,8:09.0,,Turnover by N. Batum (bad pass; steal by R. Covington),48,72
239,3,8:02.0,N. Noel makes 2-pt dunk at rim (assist by T. McConnell),,50,72
240,3,7:37.0,,K. Walker misses 2-pt layup from 1 ft,50,72
241,3,7:34.0,Defensive rebound by J. Okafor,,50,72
242,3,7:26.0,J. Okafor misses 2-pt layup from 2 ft,,50,72
243,3,7:23.0,Offensive rebound by N. Stauskas,,50,72
244,3,7:23.0,N. Stauskas makes 3-pt jump shot from 25 ft,,53,72
245,3,7:23.0,,Charlotte full timeout,53,72
246,3,7:12.0,,Personal foul by N. Noel (drawn by J. Lin),53,72
247,3,7:04.0,,A. Jefferson misses 2-pt hook shot from 10 ft,53,72
248,3,7:03.0,Defensive rebound by J. Okafor,,53,72
249,3,6:41.0,N. Stauskas misses 2-pt jump shot from 22 ft,,53,72
250,3,6:41.0,Offensive rebound by Team,,53,72
251,3,6:41.0,Turnover by Team (shot clock),,53,72
252,3,6:34.0,H. Thompson enters the game for J. Okafor,,53,72
253,3,6:28.0,,Shooting foul by N. Noel (drawn by J. Lin),53,72
254,3,6:28.0,,J. Lin makes free throw 1 of 2,53,73
255,3,6:28.0,,J. Lin makes free throw 2 of 2,53,74
256,3,6:16.0,N. Stauskas misses 3-pt jump shot from 27 ft,,53,74
257,3,6:12.0,Offensive rebound by N. Noel,,53,74
258,3,6:06.0,N. Stauskas makes 3-pt jump shot from 25 ft (assist by R. Covington),,56,74
259,3,5:59.0,,Offensive foul by A. Jefferson (drawn by N. Noel),56,74
260,3,5:59.0,,Turnover by A. Jefferson (offensive foul),56,74
261,3,5:43.0,R. Covington misses 2-pt jump shot from 8 ft,,56,74
262,3,5:41.0,,Defensive rebound by M. Williams,56,74
263,3,5:28.0,,J. Lin misses 3-pt jump shot from 27 ft,56,74
264,3,5:27.0,Defensive rebound by T. McConnell,,56,74
265,3,5:22.0,T. McConnell makes 2-pt jump shot from 12 ft,,58,74
266,3,5:03.0,,N. Batum makes 2-pt jump shot from 16 ft,58,76
267,3,4:39.0,H. Thompson makes 3-pt jump shot from 24 ft (assist by T. McConnell),,61,76
268,3,4:27.0,,A. Jefferson makes 2-pt layup from 1 ft (assist by N. Batum),61,78
269,3,4:10.0,N. Noel makes 2-pt layup from 2 ft (assist by T. McConnell),,63,78
270,3,3:49.0,,M. Williams misses 2-pt jump shot from 22 ft,63,78
271,3,3:48.0,,Offensive rebound by M. Williams,63,78
272,3,3:46.0,,M. Williams misses 2-pt layup from 1 ft (block by H. Thompson),63,78
273,3,3:46.0,,Offensive rebound by Team,63,78
274,3,3:46.0,J. Okafor enters the game for T. McConnell,,63,78
275,3,3:46.0,I. Canaan enters the game for N. Noel,,63,78
276,3,3:46.0,,J. Lamb enters the game for M. Williams,63,78
277,3,3:46.0,,S. Hawes enters the game for A. Jefferson,63,78
278,3,3:46.0,,F. Kaminsky enters the game for J. Lin,63,78
279,3,3:46.0,J. Sampson enters the game for R. Covington,,63,78
280,3,3:31.0,,N. Batum misses 2-pt jump shot from 10 ft,63,78
281,3,3:29.0,Defensive rebound by I. Canaan,,63,78
282,3,3:13.0,N. Stauskas misses 3-pt jump shot from 22 ft,,63,78
283,3,3:12.0,,Defensive rebound by N. Batum,63,78
284,3,3:03.0,,K. Walker misses 3-pt jump shot from 25 ft,63,78
285,3,3:02.0,Defensive rebound by J. Sampson,,63,78
286,3,2:40.0,I. Canaan makes 2-pt layup from 2 ft,,65,78
287,3,2:25.0,,Turnover by K. Walker (lost ball; steal by I. Canaan),65,78
288,3,2:20.0,Philadelphia full timeout,,65,78
289,3,2:07.0,J. Sampson misses 2-pt jump shot from 8 ft,,65,78
290,3,2:06.0,,Defensive rebound by F. Kaminsky,65,78
291,3,1:51.0,,S. Hawes misses 3-pt jump shot from 25 ft,65,78
292,3,1:50.0,Defensive rebound by I. Canaan,,65,78
293,3,1:36.0,Shooting foul by S. Hawes (drawn by J. Sampson),,65,78
294,3,1:36.0,J. Sampson makes free throw 1 of 2,,66,78
295,3,1:36.0,C. Wood enters the game for N. Stauskas,,66,78
296,3,1:36.0,J. Sampson makes free throw 2 of 2,,67,78
297,3,1:23.0,,N. Batum makes 3-pt jump shot from 25 ft (assist by F. Kaminsky),67,81
298,3,1:06.0,H. Thompson makes 3-pt jump shot from 25 ft (assist by J. Sampson),,70,81
299,3,0:49.0,,F. Kaminsky makes 2-pt layup from 2 ft (assist by K. Walker),70,83
300,3,0:37.0,C. Wood misses 2-pt layup from 2 ft (block by F. Kaminsky),,70,83
301,3,0:33.0,,Defensive rebound by J. Lamb,70,83
302,3,0:29.0,,J. Lamb misses 3-pt jump shot from 26 ft,70,83
303,3,0:27.0,,Offensive rebound by N. Batum,70,83
304,3,0:12.0,,K. Walker makes 2-pt jump shot from 10 ft,70,85
305,3,0:01.0,I. Canaan misses 3-pt jump shot from 28 ft,,70,85
306,3,0:00.0,,Defensive rebound by F. Kaminsky,70,85
307,4,11:41.0,,F. Kaminsky makes 2-pt layup from 1 ft (assist by S. Hawes),70,87
308,4,11:27.0,I. Canaan misses 3-pt jump shot from 25 ft,,70,87
309,4,11:26.0,Offensive rebound by J. Okafor,,70,87
310,4,11:21.0,J. Grant makes 2-pt dunk at rim (assist by J. Okafor),,72,87
311,4,11:05.0,,J. Lamb misses 2-pt layup from 1 ft (block by R. Covington),72,87
312,4,11:05.0,,Offensive rebound by Team,72,87
313,4,10:56.0,,B. Roberts misses 2-pt jump shot from 19 ft,72,87
314,4,10:53.0,Defensive rebound by J. Okafor,,72,87
315,4,10:40.0,R. Covington makes 2-pt layup from 1 ft (assist by I. Canaan),,74,87
316,4,10:40.0,Shooting foul by F. Kaminsky (drawn by R. Covington),,74,87
317,4,10:40.0,R. Covington makes free throw 1 of 1,,75,87
318,4,10:28.0,,J. Lin misses 2-pt layup from 2 ft,75,87
319,4,10:27.0,Defensive rebound by H. Thompson,,75,87
320,4,10:25.0,Personal foul by J. Lamb (drawn by R. Covington),,75,87
321,4,10:07.0,I. Canaan misses 2-pt jump shot from 11 ft,,75,87
322,4,10:06.0,,Defensive rebound by F. Kaminsky,75,87
323,4,9:51.0,,J. Lin misses 2-pt layup from 2 ft,75,87
324,4,9:50.0,Defensive rebound by J. Grant,,75,87
325,4,9:47.0,Turnover by I. Canaan (bad pass),,75,87
326,4,9:32.0,,F. Kaminsky makes 3-pt jump shot from 23 ft (assist by J. Lamb),75,90
327,4,9:32.0,Philadelphia full timeout,,75,90
328,4,9:32.0,T. McConnell enters the game for J. Okafor,,75,90
329,4,9:32.0,N. Noel enters the game for I. Canaan,,75,90
330,4,9:22.0,Personal foul by J. Lamb (drawn by J. Grant),,75,90
331,4,9:06.0,H. Thompson misses 3-pt jump shot from 25 ft,,75,90
332,4,9:05.0,,Defensive rebound by S. Hawes,75,90
333,4,8:54.0,,Offensive foul by J. Lamb (drawn by J. Grant),75,90
334,4,8:54.0,,Turnover by J. Lamb (offensive foul),75,90
335,4,8:45.0,Shooting foul by S. Hawes (drawn by N. Noel),,75,90
336,4,8:45.0,N. Noel misses free throw 1 of 2,,75,90
337,4,8:45.0,Offensive rebound by Team,,75,90
338,4,8:45.0,N. Noel makes free throw 2 of 2,,76,90
339,4,8:29.0,,S. Hawes misses 2-pt hook shot from 5 ft,76,90
340,4,8:27.0,Defensive rebound by N. Noel,,76,90
341,4,8:19.0,J. Grant misses 2-pt layup from 2 ft (block by F. Kaminsky),,76,90
342,4,8:16.0,,Defensive rebound by S. Hawes,76,90
343,4,8:06.0,,J. Lamb makes 3-pt jump shot from 25 ft,76,93
344,4,8:01.0,Shooting foul by F. Kaminsky (drawn by R. Covington),,76,93
345,4,8:01.0,R. Covington makes free throw 1 of 2,,77,93
346,4,8:01.0,R. Covington makes free throw 2 of 2,,78,93
347,4,7:45.0,,J. Lamb misses 2-pt layup from 1 ft,78,93
348,4,7:44.0,Defensive rebound by J. Grant,,78,93
349,4,7:40.0,T. McConnell misses 2-pt layup at rim (block by J. Lin),,78,93
350,4,7:40.0,Offensive rebound by Team,,78,93
351,4,7:40.0,Violation by Team (delay of game),,78,93
352,4,7:37.0,Turnover by R. Covington (traveling),,78,93
353,4,7:25.0,,Shooting foul by H. Thompson (drawn by S. Hawes),78,93
354,4,7:25.0,,S. Hawes makes free throw 1 of 2,78,94
355,4,7:25.0,N. Stauskas enters the game for R. Covington,,78,94
356,4,7:25.0,,K. Walker enters the game for B. Roberts,78,94
357,4,7:25.0,,S. Hawes makes free throw 2 of 2,78,95
358,4,7:11.0,J. Grant makes 2-pt layup from 1 ft,,80,95
359,4,7:04.0,,Offensive foul by S. Hawes (drawn by J. Grant),80,95
360,4,7:04.0,,Turnover by S. Hawes (offensive foul),80,95
361,4,7:04.0,,M. Williams enters the game for F. Kaminsky,80,95
362,4,7:04.0,,A. Jefferson enters the game for S. Hawes,80,95
363,4,6:43.0,Shooting foul by A. Jefferson (drawn by N. Noel),,80,95
364,4,6:43.0,N. Noel misses free throw 1 of 2,,80,95
365,4,6:43.0,Offensive rebound by Team,,80,95
366,4,6:43.0,N. Noel makes free throw 2 of 2,,81,95
367,4,6:32.0,,K. Walker misses 3-pt jump shot from 24 ft,81,95
368,4,6:30.0,Defensive rebound by N. Noel,,81,95
369,4,6:11.0,N. Stauskas makes 2-pt jump shot from 22 ft (assist by T. McConnell),,83,95
370,4,5:57.0,,M. Williams makes 2-pt jump shot from 7 ft (assist by K. Walker),83,97
371,4,5:57.0,,Shooting foul by T. McConnell (drawn by M. Williams),83,97
372,4,5:57.0,Official timeout,,83,97
373,4,5:57.0,I. Canaan enters the game for H. Thompson,,83,97
374,4,5:57.0,,N. Batum enters the game for J. Lin,83,97
375,4,5:57.0,,M. Williams makes free throw 1 of 1,83,98
376,4,5:50.0,Personal foul by N. Batum (drawn by N. Stauskas),,83,98
377,4,5:50.0,N. Stauskas makes free throw 1 of 2,,84,98
378,4,5:50.0,J. Okafor enters the game for J. Grant,,84,98
379,4,5:50.0,N. Stauskas makes free throw 2 of 2,,85,98
380,4,5:35.0,,A. Jefferson makes 2-pt hook shot from 8 ft,85,100
381,4,5:08.0,J. Okafor misses 2-pt jump shot from 14 ft,,85,100
382,4,5:07.0,,Defensive rebound by A. Jefferson,85,100
383,4,4:55.0,,A. Jefferson misses 2-pt hook shot from 12 ft,85,100
384,4,4:54.0,Defensive rebound by T. McConnell,,85,100
