,QUARTER,TIME_REMAINING,ATLANTA_ACTION,LA CLIPPERS_ACTION,ATLANTA_SCORE,LA CLIPPERS_SCORE
383,4,6:41.0,K. Humphries enters the game for A. Horford,,87,90
384,4,6:41.0,,C. Paul enters the game for P. Prigioni,87,90
385,4,6:41.0,,D. Jordan enters the game for C. Aldrich,87,90
386,4,6:26.0,J. Teague misses 2-pt jump shot from 20 ft,,87,90
387,4,6:25.0,,Defensive rebound by J. Crawford,87,90
388,4,6:15.0,,J. Crawford misses 2-pt layup from 4 ft,87,90
389,4,6:14.0,Defensive rebound by J. Teague,,87,90
390,4,6:11.0,J. Teague misses 2-pt layup from 1 ft (block by D. Jordan),,87,90
391,4,6:09.0,Offensive rebound by Team,,87,90
392,4,6:09.0,,J. Redick enters the game for J. Crawford,87,90
393,4,6:02.0,K. Bazemore makes 3-pt jump shot from 23 ft (assist by P. Millsap),,90,90
394,4,5:39.0,,A. Rivers misses 3-pt jump shot from 26 ft,90,90
395,4,5:38.0,Defensive rebound by P. Millsap,,90,90
396,4,5:30.0,J. Teague makes 2-pt layup from 2 ft (assist by P. Millsap),,92,90
397,4,5:08.0,,D. Jordan misses 2-pt jump shot from 3 ft,92,90
398,4,5:08.0,,Offensive rebound by Team,92,90
399,4,5:08.0,Loose ball foul by P. Millsap (drawn by D. Jordan),,92,90
400,4,5:08.0,Official timeout,,92,90
401,4,5:08.0,,J. Crawford enters the game for A. Rivers,92,90
402,4,5:08.0,,Personal take foul by K. Humphries (drawn by D. Jordan),92,90
403,4,5:07.0,,Personal take foul by P. Millsap (drawn by D. Jordan),92,90
404,4,5:07.0,,D. Jordan misses free throw 1 of 2,92,90
405,4,5:07.0,,Offensive rebound by Team,92,90
406,4,5:07.0,,D. Jordan makes free throw 2 of 2,92,91
407,4,4:54.0,K. Humphries makes 2-pt jump shot from 18 ft (assist by J. Teague),,94,91
408,4,4:33.0,,J. Crawford misses 2-pt jump shot from 18 ft (block by K. Bazemore),94,91
409,4,4:31.0,Defensive rebound by T. Sefolosha,,94,91
410,4,4:22.0,K. Humphries misses 3-pt jump shot from 25 ft,,94,91
411,4,4:22.0,Offensive rebound by Team,,94,91
412,4,4:22.0,,Loose ball foul by J. Green (drawn by P. Millsap),94,91
413,4,4:05.0,Shooting foul by J. Green (drawn by K. Bazemore),,94,91
414,4,4:05.0,K. Bazemore makes free throw 1 of 2,,95,91
415,4,4:05.0,K. Bazemore makes free throw 2 of 2,,96,91
416,4,4:03.0,,Personal take foul by T. Sefolosha (drawn by D. Jordan),96,91
417,4,4:03.0,,D. Jordan misses free throw 1 of 2,96,91
418,4,4:03.0,,Offensive rebound by Team,96,91
419,4,4:03.0,,D. Jordan misses free throw 2 of 2,96,91
420,4,4:02.0,Defensive rebound by P. Millsap,,96,91
421,4,3:48.0,,W. Johnson enters the game for D. Jordan,96,91
422,4,3:41.0,J. Teague makes 2-pt jump shot from 4 ft,,98,91
423,4,3:41.0,Shooting foul by J. Green (drawn by J. Teague),,98,91
424,4,3:41.0,J. Teague makes free throw 1 of 1,,99,91
425,4,3:32.0,,Shooting foul by K. Humphries (drawn by C. Paul),99,91
426,4,3:32.0,A. Horford enters the game for K. Humphries,,99,91
427,4,3:32.0,,C. Paul makes free throw 1 of 2,99,92
428,4,3:32.0,,C. Paul makes free throw 2 of 2,99,93
429,4,3:19.0,A. Horford makes 2-pt hook shot from 4 ft,,101,93
430,4,3:08.0,,Turnover by C. Paul (dbl dribble),101,93
431,4,2:55.0,K. Bazemore misses 3-pt jump shot from 26 ft,,101,93
432,4,2:54.0,,Defensive rebound by W. Johnson,101,93
433,4,2:44.0,,Turnover by C. Paul (bad pass; steal by T. Sefolosha),101,93
434,4,2:40.0,Shooting foul by C. Paul (drawn by T. Sefolosha),,101,93
435,4,2:40.0,,LA Clippers full timeout,101,93
436,4,2:40.0,T. Sefolosha misses free throw 1 of 2,,101,93
437,4,2:40.0,Offensive rebound by Team,,101,93
438,4,2:40.0,T. Sefolosha misses free throw 2 of 2,,101,93
439,4,2:39.0,,Defensive rebound by W. Johnson,101,93
440,4,2:27.0,,J. Green makes 2-pt layup from 1 ft (assist by J. Crawford),101,95
441,4,2:04.0,A. Horford misses 2-pt hook shot from 7 ft,,101,95
442,4,2:01.0,Offensive rebound by P. Millsap,,101,95
443,4,2:01.0,P. Millsap makes 2-pt layup at rim,,103,95
444,4,1:48.0,,W. Johnson misses 2-pt jump shot from 17 ft,103,95
445,4,1:46.0,Defensive rebound by A. Horford,,103,95
446,4,1:31.0,P. Millsap misses 2-pt jump shot from 11 ft,,103,95
447,4,1:29.0,,Defensive rebound by C. Paul,103,95
448,4,1:19.0,,W. Johnson misses 3-pt jump shot from 25 ft,103,95
449,4,1:18.0,Defensive rebound by J. Teague,,103,95
450,4,1:18.0,Offensive foul by J. Teague (drawn by C. Paul),,103,95
451,4,1:18.0,Turnover by J. Teague (offensive foul),,103,95
452,4,1:18.0,,LA Clippers full timeout,103,95
453,4,1:18.0,D. Schröder enters the game for J. Teague,,103,95
454,4,1:18.0,,D. Jordan enters the game for W. Johnson,103,95
455,4,1:09.0,,J. Redick misses 3-pt jump shot from 26 ft,103,95
456,4,1:08.0,Defensive rebound by K. Bazemore,,103,95
457,4,0:50.0,D. Schröder misses 2-pt layup from 1 ft,,103,95
458,4,0:49.0,Offensive rebound by T. Sefolosha,,103,95
459,4,0:42.0,Personal foul by C. Paul (drawn by D. Schröder),,103,95
460,4,0:42.0,D. Schröder makes free throw 1 of 2,,104,95
461,4,0:42.0,D. Schröder makes free throw 2 of 2,,105,95
462,4,0:42.0,,LA Clippers full timeout,105,95
463,4,0:42.0,,W. Johnson enters the game for J. Green,105,95
464,4,0:30.0,,C. Paul misses 3-pt jump shot from 23 ft,105,95
465,4,0:30.0,Defensive rebound by A. Horford,,105,95
466,4,0:30.0,Personal take foul by D. Jordan (drawn by A. Horford),,105,95
467,4,0:30.0,A. Horford makes free throw 1 of 2,,106,95
468,4,0:30.0,A. Horford makes free throw 2 of 2,,107,95
469,4,0:19.0,,D. Jordan misses 2-pt layup from 4 ft,107,95
470,4,0:19.0,,Offensive rebound by D. Jordan,107,95
471,4,0:19.0,,D. Jordan makes 2-pt layup from 4 ft,107,97
