,QUARTER,TIME_REMAINING,MIAMI_ACTION,LA CLIPPERS_ACTION,MIAMI_SCORE,LA CLIPPERS_SCORE
384,4,7:51.0,,J. Crawford makes free throw 2 of 2,72,89
385,4,7:43.0,Personal foul by A. Rivers (drawn by T. Johnson),,72,89
386,4,7:34.0,B. Udrih misses 2-pt jump shot from 18 ft,,72,89
387,4,7:34.0,,Defensive rebound by J. Smith,72,89
388,4,7:24.0,,J. Crawford misses 2-pt jump shot from 19 ft,72,89
389,4,7:22.0,Defensive rebound by C. Bosh,,72,89
390,4,7:08.0,Turnover by H. Whiteside (3 sec),,72,89
391,4,6:52.0,,J. Smith misses 2-pt jump shot from 20 ft,72,89
392,4,6:52.0,Defensive rebound by H. Whiteside,,72,89
393,4,6:36.0,T. Johnson makes 3-pt jump shot from 25 ft (assist by C. Bosh),,75,89
394,4,6:15.0,,P. Prigioni makes 2-pt jump shot from 11 ft,75,91
395,4,5:57.0,Turnover by H. Whiteside (lost ball; steal by P. Prigioni),,75,91
396,4,5:46.0,,J. Crawford makes 3-pt jump shot from 22 ft (assist by A. Rivers),75,94
397,4,5:45.0,Miami full timeout,,75,94
398,4,5:45.0,,C. Paul enters the game for P. Prigioni,75,94
399,4,5:45.0,D. Wade enters the game for B. Udrih,,75,94
400,4,5:45.0,G. Green enters the game for H. Whiteside,,75,94
401,4,5:30.0,Shooting foul by J. Smith (drawn by C. Bosh),,75,94
402,4,5:30.0,C. Bosh makes free throw 1 of 2,,76,94
403,4,5:30.0,C. Bosh misses free throw 2 of 2,,76,94
404,4,5:29.0,,Defensive rebound by W. Johnson,76,94
405,4,5:13.0,,J. Smith makes 2-pt dunk at rim (assist by A. Rivers),76,96
406,4,4:51.0,T. Johnson misses 2-pt jump shot from 17 ft,,76,96
407,4,4:51.0,,Defensive rebound by A. Rivers,76,96
408,4,4:28.0,,J. Smith misses 2-pt layup from 3 ft,76,96
409,4,4:26.0,Defensive rebound by D. Wade,,76,96
410,4,4:11.0,Personal foul by W. Johnson (drawn by T. Johnson),,76,96
411,4,4:11.0,T. Johnson makes free throw 1 of 2,,77,96
412,4,4:11.0,T. Johnson makes free throw 2 of 2,,78,96
413,4,3:54.0,,Turnover by J. Smith (bad pass; steal by T. Johnson),78,96
414,4,3:51.0,T. Johnson misses 2-pt layup from 3 ft (block by C. Paul),,78,96
415,4,3:51.0,Offensive rebound by Team,,78,96
416,4,3:47.0,T. Johnson misses 2-pt jump shot from 14 ft,,78,96
417,4,3:43.0,,Defensive rebound by J. Crawford,78,96
418,4,3:32.0,,C. Paul misses 2-pt jump shot from 11 ft,78,96
419,4,3:28.0,Defensive rebound by C. Bosh,,78,96
420,4,3:18.0,Shooting foul by J. Smith (drawn by C. Bosh),,78,96
421,4,3:18.0,C. Bosh makes free throw 1 of 2,,79,96
422,4,3:18.0,J. Winslow enters the game for D. Wade,,79,96
423,4,3:18.0,J. Richardson enters the game for L. Deng,,79,96
424,4,3:18.0,C. Bosh makes free throw 2 of 2,,80,96
425,4,3:02.0,,W. Johnson makes 3-pt jump shot from 25 ft (assist by A. Rivers),80,99
426,4,2:39.0,Shooting foul by J. Smith (drawn by J. Richardson),,80,99
427,4,2:39.0,Official timeout,,80,99
428,4,2:39.0,C. Andersen enters the game for C. Bosh,,80,99
429,4,2:39.0,U. Haslem enters the game for G. Green,,80,99
430,4,2:39.0,,L. Stephenson enters the game for C. Paul,80,99
431,4,2:39.0,,C. Wilcox enters the game for J. Crawford,80,99
432,4,2:39.0,J. Richardson makes free throw 1 of 2,,81,99
433,4,2:39.0,J. Richardson makes free throw 2 of 2,,82,99
434,4,2:18.0,,W. Johnson misses 3-pt jump shot from 27 ft,82,99
435,4,2:18.0,Defensive rebound by C. Andersen,,82,99
436,4,2:06.0,T. Johnson makes 2-pt layup from 1 ft (assist by C. Andersen),,84,99
437,4,2:06.0,Shooting foul by A. Rivers (drawn by T. Johnson),,84,99
438,4,2:06.0,T. Johnson makes free throw 1 of 1,,85,99
439,4,1:47.0,,C. Wilcox misses 2-pt layup from 3 ft (block by C. Andersen),85,99
440,4,1:45.0,Defensive rebound by U. Haslem,,85,99
441,4,1:39.0,J. Winslow misses 2-pt layup from 1 ft,,85,99
442,4,1:37.0,,Defensive rebound by J. Smith,85,99
443,4,1:35.0,,A. Rivers makes 2-pt layup from 2 ft,85,101
444,4,1:20.0,C. Andersen makes 3-pt jump shot from 25 ft (assist by J. Richardson),,88,101
445,4,1:05.0,,J. Smith makes 3-pt jump shot from 24 ft (assist by C. Wilcox),88,104
446,4,0:48.0,Turnover by J. Richardson (bad pass; steal by W. Johnson),,88,104
447,4,0:46.0,,Turnover by W. Johnson (lost ball),88,104
448,4,0:26.0,U. Haslem makes 2-pt hook shot from 4 ft (assist by J. Richardson),,90,104
449,4,0:05.0,,C. Wilcox misses 2-pt jump shot from 21 ft (block by J. Richardson),90,104
450,4,0:02.0,Defensive rebound by T. Johnson,,90,104
451,4,0:00.0,U. Haslem misses 3-pt jump shot from 26 ft,,90,104
452,4,0:00.0,Offensive rebound by Team,,90,104
