,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,UTAH_ACTION,MINNESOTA_SCORE,UTAH_SCORE
0,1,11:43.0,,T. Lyles misses 2-pt jump shot from 3 ft,0,0
1,1,11:43.0,Defensive rebound by R. Rubio,,0,0
2,1,11:29.0,A. Wiggins misses 3-pt jump shot from 24 ft,,0,0
3,1,11:29.0,,Defensive rebound by S. Mack,0,0
4,1,11:10.0,,T. Lyles makes 3-pt jump shot from 23 ft (assist by G. Hayward),0,3
5,1,11:01.0,Minnesota full timeout,,0,3
6,1,10:46.0,R. Rubio misses 2-pt jump shot from 11 ft,,0,3
7,1,10:46.0,Offensive rebound by K. Towns,,0,3
8,1,10:43.0,K. Towns makes 2-pt layup from 2 ft,,2,3
9,1,10:26.0,,T. Lyles makes 3-pt jump shot from 24 ft,2,6
10,1,10:05.0,Turnover by R. Rubio (bad pass; steal by G. Hayward),,2,6
11,1,10:03.0,,Personal foul by R. Rubio,2,6
12,1,9:50.0,,Shooting foul by G. Dieng (drawn by R. Gobert),2,6
13,1,9:50.0,,R. Gobert misses free throw 1 of 2,2,6
14,1,9:50.0,,Offensive rebound by Team,2,6
15,1,9:50.0,,R. Gobert misses free throw 2 of 2,2,6
16,1,9:50.0,Defensive rebound by K. Towns,,2,6
17,1,9:33.0,G. Dieng makes 2-pt jump shot from 15 ft (assist by A. Wiggins),,4,6
18,1,9:24.0,,Personal foul by R. Rubio,4,6
19,1,9:06.0,,G. Hayward makes 2-pt jump shot from 22 ft (assist by S. Mack),4,8
20,1,8:53.0,R. Rubio makes 3-pt jump shot from 24 ft (assist by Z. LaVine),,7,8
21,1,8:34.0,Offensive charge foul by S. Mack (drawn by R. Rubio),,7,8
22,1,8:34.0,,Turnover by S. Mack (offensive foul),7,8
23,1,8:34.0,T. Prince enters the game for R. Rubio,,7,8
24,1,8:20.0,G. Dieng makes 2-pt jump shot from 17 ft,,9,8
25,1,7:58.0,,T. Lyles misses 3-pt jump shot from 23 ft,9,8
26,1,7:58.0,,Offensive rebound by R. Gobert,9,8
27,1,7:55.0,,Turnover by R. Gobert (bad pass; steal by G. Dieng),9,8
28,1,7:42.0,G. Dieng misses 2-pt layup from 2 ft,,9,8
29,1,7:42.0,,Defensive rebound by R. Hood,9,8
30,1,7:35.0,,G. Hayward misses 3-pt jump shot from 23 ft,9,8
31,1,7:34.0,,Offensive rebound by R. Gobert,9,8
32,1,7:20.0,,G. Hayward misses 3-pt jump shot from 24 ft,9,8
33,1,7:20.0,Defensive rebound by G. Dieng,,9,8
34,1,7:11.0,A. Wiggins misses 2-pt layup from 1 ft,,9,8
35,1,7:10.0,Offensive rebound by A. Wiggins,,9,8
36,1,7:10.0,,Violation by R. Hood (def goaltending),9,8
37,1,7:10.0,A. Wiggins makes 2-pt layup from 1 ft,,11,8
38,1,6:54.0,,G. Hayward misses 2-pt jump shot from 10 ft,11,8
39,1,6:53.0,Defensive rebound by K. Towns,,11,8
40,1,6:32.0,K. Towns misses 2-pt jump shot from 15 ft,,11,8
41,1,6:31.0,,Defensive rebound by G. Hayward,11,8
42,1,6:19.0,,Personal foul by G. Dieng,11,8
43,1,6:19.0,G. Smith enters the game for G. Dieng,,11,8
44,1,6:08.0,,G. Hayward makes 2-pt dunk at rim,11,10
45,1,5:49.0,A. Wiggins misses 2-pt jump shot from 18 ft,,11,10
46,1,5:48.0,Offensive rebound by G. Smith,,11,10
47,1,5:39.0,T. Prince misses 2-pt jump shot from 18 ft,,11,10
48,1,5:38.0,,Defensive rebound by R. Gobert,11,10
49,1,5:30.0,,T. Lyles makes 2-pt layup from 3 ft,11,12
50,1,5:07.0,T. Prince misses 2-pt jump shot from 14 ft,,11,12
51,1,5:07.0,Offensive rebound by A. Wiggins,,11,12
52,1,5:06.0,Offensive foul by A. Wiggins (drawn by R. Gobert),,11,12
53,1,5:06.0,Turnover by A. Wiggins (offensive foul),,11,12
54,1,5:06.0,,T. Booker enters the game for R. Gobert,11,12
55,1,4:43.0,,S. Mack makes 2-pt jump shot from 6 ft,11,14
56,1,4:28.0,Z. LaVine misses 2-pt dunk at rim,,11,14
57,1,4:27.0,,Defensive rebound by G. Hayward,11,14
58,1,4:20.0,,T. Lyles makes 2-pt layup from 1 ft (assist by G. Hayward),11,16
59,1,3:59.0,K. Towns misses 2-pt jump shot from 20 ft,,11,16
60,1,3:58.0,,Defensive rebound by T. Booker,11,16
61,1,3:50.0,,S. Mack makes 3-pt jump shot from 24 ft,11,19
62,1,3:50.0,Minnesota full timeout,,11,19
63,1,3:50.0,N. Bjelica enters the game for G. Smith,,11,19
64,1,3:35.0,A. Wiggins makes 2-pt layup from 2 ft,,13,19
65,1,3:11.0,,S. Mack misses 2-pt layup from 1 ft,13,19
66,1,3:10.0,Defensive rebound by T. Prince,,13,19
67,1,3:02.0,N. Bjelica makes 3-pt jump shot from 23 ft (assist by Z. LaVine),,16,19
68,1,2:39.0,,R. Hood makes 2-pt jump shot from 16 ft,16,21
69,1,2:25.0,A. Wiggins makes 3-pt jump shot from 24 ft (assist by K. Towns),,19,21
70,1,2:21.0,,Utah full timeout,19,21
71,1,2:21.0,,J. Ingles enters the game for R. Hood,19,21
72,1,2:21.0,,R. Gobert enters the game for T. Lyles,19,21
73,1,2:11.0,,G. Hayward misses 3-pt jump shot from 24 ft,19,21
74,1,2:11.0,Defensive rebound by K. Towns,,19,21
75,1,1:50.0,A. Wiggins misses 3-pt jump shot from 25 ft,,19,21
76,1,1:49.0,,Defensive rebound by G. Hayward,19,21
77,1,1:39.0,,G. Hayward makes 2-pt jump shot from 6 ft,19,23
78,1,1:17.0,A. Wiggins makes 3-pt jump shot from 25 ft (assist by K. Towns),,22,23
79,1,0:53.0,,S. Mack misses 2-pt jump shot from 23 ft,22,23
80,1,0:53.0,Defensive rebound by K. Towns,,22,23
81,1,0:42.0,Turnover by Z. LaVine (bad pass; steal by S. Mack),,22,23
82,1,0:38.0,,G. Hayward makes 2-pt dunk at rim (assist by S. Mack),22,25
83,1,0:32.0,Z. LaVine misses 2-pt jump shot from 22 ft,,22,25
84,1,0:31.0,,Defensive rebound by J. Ingles,22,25
85,1,0:07.0,,J. Ingles misses 3-pt jump shot from 22 ft,22,25
86,1,0:07.0,Defensive rebound by N. Bjelica,,22,25
87,1,0:01.0,A. Wiggins makes 2-pt dunk at rim (assist by T. Prince),,24,25
88,2,11:44.0,Z. LaVine misses 3-pt jump shot from 25 ft,,24,25
89,2,11:44.0,,Defensive rebound by R. Hood,24,25
90,2,11:19.0,,R. Neto misses 2-pt jump shot from 6 ft,24,25
91,2,11:19.0,Defensive rebound by K. Towns,,24,25
92,2,11:08.0,K. Towns misses 2-pt jump shot from 23 ft,,24,25
93,2,11:07.0,Offensive rebound by K. Towns,,24,25
94,2,10:57.0,A. Wiggins misses 2-pt jump shot from 15 ft,,24,25
95,2,10:56.0,,Defensive rebound by T. Booker,24,25
96,2,10:40.0,,Turnover by R. Neto (bad pass; steal by A. Wiggins),24,25
97,2,10:34.0,A. Wiggins makes 2-pt layup from 1 ft (assist by Z. LaVine),,26,25
98,2,10:19.0,,R. Neto misses 2-pt jump shot from 13 ft,26,25
99,2,10:18.0,,Offensive rebound by R. Gobert,26,25
100,2,10:18.0,,Shooting foul by N. Bjelica (drawn by R. Gobert),26,25
101,2,10:18.0,,R. Gobert makes free throw 1 of 2,26,26
102,2,10:18.0,G. Smith enters the game for K. Towns,,26,26
103,2,10:18.0,T. Prince enters the game for Z. LaVine,,26,26
104,2,10:18.0,T. Jones enters the game for A. Wiggins,,26,26
105,2,10:18.0,,R. Gobert misses free throw 2 of 2,26,26
106,2,10:17.0,Defensive rebound by N. Bjelica,,26,26
107,2,9:57.0,S. Muhammad makes 2-pt layup from 2 ft,,28,26
108,2,9:45.0,,T. Booker makes 2-pt dunk at rim (assist by J. Ingles),28,28
109,2,9:21.0,T. Prince misses 2-pt jump shot from 21 ft,,28,28
110,2,9:20.0,Offensive rebound by T. Jones,,28,28
111,2,9:06.0,T. Prince misses 2-pt jump shot from 18 ft,,28,28
112,2,9:06.0,,Defensive rebound by T. Booker,28,28
113,2,8:49.0,,R. Neto misses 3-pt jump shot from 23 ft,28,28
114,2,8:49.0,Defensive rebound by T. Prince,,28,28
115,2,8:35.0,Turnover by T. Jones (bad pass; steal by R. Gobert),,28,28
116,2,8:28.0,,J. Ingles misses 3-pt jump shot from 24 ft,28,28
117,2,8:27.0,Defensive rebound by N. Bjelica,,28,28
118,2,8:19.0,T. Jones misses 3-pt jump shot from 24 ft,,28,28
119,2,8:17.0,,Defensive rebound by R. Gobert,28,28
120,2,8:13.0,,Utah full timeout,28,28
121,2,8:13.0,,C. Johnson enters the game for J. Ingles,28,28
