,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,NEW ORLEANS_ACTION,PHILADELPHIA_SCORE,NEW ORLEANS_SCORE
388,4,6:39.0,,N. Cole misses free throw 2 of 2,98,105
389,4,6:39.0,Defensive rebound by N. Noel,,98,105
390,4,6:21.0,,Violation by A. Davis (kicked ball),98,105
391,4,6:11.0,Turnover by N. Noel (lost ball; steal by A. Gee),,98,105
392,4,6:11.0,,Personal foul by J. Okafor,98,105
393,4,6:11.0,J. Grant enters the game for J. Okafor,,98,105
394,4,6:11.0,,A. Davis misses free throw 1 of 2,98,105
395,4,6:11.0,,Offensive rebound by Team,98,105
396,4,6:11.0,,A. Davis makes free throw 2 of 2,98,106
397,4,5:58.0,N. Noel makes 2-pt layup from 3 ft,,100,106
398,4,5:49.0,,R. Anderson makes 2-pt dunk at rim (assist by J. Holiday),100,108
399,4,5:42.0,Philadelphia full timeout,,100,108
400,4,5:24.0,N. Stauskas misses 3-pt jump shot from 24 ft,,100,108
401,4,5:23.0,,Defensive rebound by R. Anderson,100,108
402,4,5:09.0,,J. Holiday misses 2-pt jump shot from 18 ft,100,108
403,4,5:08.0,,Offensive rebound by A. Davis,100,108
404,4,4:54.0,,R. Anderson misses 2-pt jump shot from 13 ft,100,108
405,4,4:53.0,Defensive rebound by I. Smith,,100,108
406,4,4:41.0,N. Noel misses 2-pt hook shot from 8 ft,,100,108
407,4,4:40.0,,Defensive rebound by A. Davis,100,108
408,4,4:28.0,,N. Cole makes 2-pt jump shot from 21 ft,100,110
409,4,4:14.0,I. Smith makes 2-pt layup from 1 ft,,102,110
410,4,4:05.0,,Personal foul by I. Smith,102,110
411,4,4:05.0,,N. Cole makes free throw 1 of 2,102,111
412,4,4:05.0,R. Covington enters the game for H. Thompson,,102,111
413,4,4:05.0,I. Canaan enters the game for N. Stauskas,,102,111
414,4,4:05.0,,N. Cole makes free throw 2 of 2,102,112
415,4,3:51.0,R. Covington makes 3-pt jump shot from 24 ft (assist by I. Smith),,105,112
416,4,3:38.0,,J. Holiday misses 2-pt layup at rim,105,112
417,4,3:37.0,Defensive rebound by R. Covington,,105,112
418,4,3:32.0,Shooting foul by N. Cole (drawn by I. Smith),,105,112
419,4,3:32.0,I. Smith misses free throw 1 of 2,,105,112
420,4,3:32.0,Offensive rebound by Team,,105,112
421,4,3:32.0,I. Smith makes free throw 2 of 2,,106,112
422,4,3:14.0,,R. Anderson makes 2-pt jump shot from 6 ft,106,114
423,4,2:54.0,N. Noel makes 2-pt dunk at rim (assist by I. Smith),,108,114
424,4,2:35.0,Official timeout,,108,114
425,4,2:35.0,,T. Douglas enters the game for N. Cole,108,114
426,4,2:30.0,,A. Davis misses 2-pt jump shot from 16 ft,108,114
427,4,2:21.0,,Offensive rebound by Team,108,114
428,4,1:56.0,,J. Holiday misses 2-pt layup at rim,108,114
429,4,1:54.0,Defensive rebound by N. Noel,,108,114
430,4,1:47.0,I. Canaan misses 2-pt layup from 3 ft,,108,114
431,4,1:46.0,,Defensive rebound by J. Holiday,108,114
432,4,1:37.0,,T. Douglas makes 3-pt jump shot from 23 ft (assist by R. Anderson),108,117
433,4,1:37.0,Philadelphia full timeout,,108,117
434,4,1:37.0,H. Thompson enters the game for J. Grant,,108,117
435,4,1:37.0,,D. Cunningham enters the game for R. Anderson,108,117
436,4,1:30.0,H. Thompson misses 2-pt jump shot from 18 ft,,108,117
437,4,1:29.0,,Defensive rebound by A. Gee,108,117
438,4,1:08.0,,Turnover by J. Holiday (bad pass; steal by N. Noel),108,117
439,4,1:00.0,Shooting foul by T. Douglas (drawn by R. Covington),,108,117
440,4,1:00.0,R. Covington makes free throw 1 of 3,,109,117
441,4,1:00.0,R. Covington makes free throw 2 of 3,,110,117
442,4,1:00.0,J. Grant enters the game for H. Thompson,,110,117
443,4,1:00.0,,R. Anderson enters the game for A. Gee,110,117
444,4,1:00.0,R. Covington makes free throw 3 of 3,,111,117
445,4,1:00.0,,New Orleans full timeout,111,117
446,4,1:00.0,,N. Cole enters the game for T. Douglas,111,117
447,4,0:39.0,,Turnover by R. Anderson (lost ball; steal by I. Canaan),111,117
448,4,0:32.0,I. Canaan misses 3-pt jump shot from 25 ft,,111,117
449,4,0:31.0,Offensive rebound by I. Canaan,,111,117
450,4,0:28.0,I. Canaan misses 2-pt layup from 1 ft,,111,117
451,4,0:27.0,,Defensive rebound by R. Anderson,111,117
452,4,0:24.0,,Personal take foul by I. Smith,111,117
453,4,0:24.0,,J. Holiday makes free throw 1 of 2,111,118
454,4,0:24.0,,A. Gee enters the game for R. Anderson,111,118
455,4,0:24.0,,J. Holiday makes free throw 2 of 2,111,119
456,4,0:24.0,Philadelphia full timeout,,111,119
457,4,0:24.0,H. Thompson enters the game for I. Smith,,111,119
458,4,0:24.0,N. Stauskas enters the game for J. Grant,,111,119
459,4,0:20.0,R. Covington makes 3-pt jump shot from 28 ft,,114,119
460,4,0:11.0,,Turnover by D. Cunningham (bad pass; steal by H. Thompson),114,119
461,4,0:09.0,,Violation by Team (jump ball),114,119
462,4,0:07.0,R. Covington misses 2-pt jump shot from 19 ft,,114,119
463,4,0:05.0,,Defensive rebound by N. Cole,114,119
464,4,0:01.0,,Personal take foul by N. Stauskas,114,119
465,4,0:01.0,,J. Holiday makes free throw 1 of 2,114,120
466,4,0:01.0,,J. Holiday makes free throw 2 of 2,114,121
