,QUARTER,TIME_REMAINING,UTAH_ACTION,OKLAHOMA CITY_ACTION,UTAH_SCORE,OKLAHOMA CITY_SCORE
0,1,11:35.0,A. Burks makes 2-pt jump shot from 18 ft,,2,0
1,1,11:09.0,,R. Westbrook misses 3-pt jump shot from 24 ft,2,0
2,1,11:08.0,Defensive rebound by T. Lyles,,2,0
3,1,10:45.0,R. Hood misses 3-pt jump shot from 24 ft,,2,0
4,1,10:44.0,Offensive rebound by D. Favors,,2,0
5,1,10:25.0,A. Burks misses 2-pt jump shot from 3 ft,,2,0
6,1,10:24.0,,Defensive rebound by A. Roberson,2,0
7,1,10:14.0,,R. Westbrook misses 3-pt jump shot from 23 ft,2,0
8,1,10:13.0,Defensive rebound by T. Lyles,,2,0
9,1,9:52.0,D. Favors misses 2-pt jump shot from 13 ft,,2,0
10,1,9:52.0,,Defensive rebound by K. Durant,2,0
11,1,9:39.0,,S. Adams misses 2-pt jump shot from 3 ft,2,0
12,1,9:39.0,Defensive rebound by G. Hayward,,2,0
13,1,9:30.0,Turnover by G. Hayward (lost ball; steal by A. Roberson),,2,0
14,1,9:25.0,,A. Roberson misses 2-pt layup from 2 ft (block by G. Hayward),2,0
15,1,9:24.0,Defensive rebound by D. Favors,,2,0
16,1,9:06.0,Turnover by R. Hood (bad pass; steal by R. Westbrook),,2,0
17,1,8:56.0,,R. Westbrook makes 2-pt jump shot from 8 ft,2,2
18,1,8:37.0,A. Burks misses 2-pt layup from 2 ft (block by R. Westbrook),,2,2
19,1,8:36.0,Offensive rebound by D. Favors,,2,2
20,1,8:29.0,R. Hood misses 3-pt jump shot from 24 ft,,2,2
21,1,8:29.0,Offensive rebound by Team,,2,2
22,1,8:29.0,Turnover by Team (shot clock),,2,2
23,1,8:18.0,,Shooting foul by R. Hood (drawn by A. Roberson),2,2
24,1,8:18.0,,S. Adams makes free throw 1 of 2,2,3
25,1,8:18.0,,S. Adams makes free throw 2 of 2,2,4
26,1,8:03.0,Personal foul by A. Roberson (drawn by G. Hayward),,2,4
27,1,7:48.0,R. Hood makes 2-pt hook shot from 3 ft,,4,4
28,1,7:36.0,,Turnover by K. Durant (lost ball; steal by A. Burks),4,4
29,1,7:33.0,G. Hayward makes 2-pt dunk at rim (assist by A. Burks),,6,4
30,1,7:17.0,,R. Westbrook misses 2-pt jump shot from 6 ft,6,4
31,1,7:17.0,Defensive rebound by Team,,6,4
32,1,7:17.0,,Loose ball foul by S. Adams (drawn by D. Favors),6,4
33,1,6:57.0,D. Favors makes 2-pt jump shot from 12 ft,,8,4
34,1,6:37.0,,A. Roberson misses 3-pt jump shot from 23 ft,8,4
35,1,6:37.0,Defensive rebound by A. Burks,,8,4
36,1,6:22.0,R. Hood makes 3-pt jump shot from 24 ft,,11,4
37,1,6:00.0,,K. Durant makes 2-pt jump shot from 15 ft (assist by A. Roberson),11,6
38,1,5:37.0,R. Hood misses 3-pt jump shot from 23 ft,,11,6
39,1,5:36.0,,Defensive rebound by R. Westbrook,11,6
40,1,5:20.0,,S. Adams makes 2-pt dunk at rim (assist by K. Durant),11,8
41,1,5:14.0,Utah full timeout,,11,8
42,1,5:14.0,,D. Waiters enters the game for A. Roberson,11,8
43,1,4:51.0,A. Burks misses 2-pt jump shot from 6 ft,,11,8
44,1,4:49.0,Offensive rebound by A. Burks,,11,8
45,1,4:41.0,T. Lyles misses 2-pt layup from 1 ft,,11,8
46,1,4:40.0,Offensive rebound by T. Lyles,,11,8
47,1,4:38.0,T. Lyles misses 2-pt layup from 1 ft,,11,8
48,1,4:34.0,Offensive rebound by D. Favors,,11,8
49,1,4:34.0,D. Favors makes 2-pt layup at rim,,13,8
50,1,4:21.0,,Turnover by R. Westbrook (bad pass; steal by R. Hood),13,8
51,1,4:15.0,R. Hood makes 2-pt layup from 1 ft,,15,8
52,1,3:54.0,,R. Westbrook makes 2-pt jump shot from 18 ft (assist by S. Ibaka),15,10
53,1,3:40.0,A. Burks makes 2-pt layup from 2 ft,,17,10
54,1,3:23.0,T. Burke enters the game for R. Hood,,17,10
55,1,3:23.0,T. Booker enters the game for T. Lyles,,17,10
56,1,3:23.0,,N. Collison enters the game for S. Ibaka,17,10
57,1,3:16.0,,D. Waiters makes 3-pt jump shot from 22 ft (assist by R. Westbrook),17,13
58,1,3:01.0,A. Burks misses 2-pt jump shot from 3 ft (block by S. Adams),,17,13
59,1,3:01.0,Offensive rebound by Team,,17,13
60,1,3:01.0,E. Millsap enters the game for A. Burks,,17,13
61,1,3:01.0,,D. Augustin enters the game for R. Westbrook,17,13
62,1,3:01.0,,E. Freedom enters the game for S. Adams,17,13
63,1,2:52.0,D. Favors misses 2-pt jump shot from 14 ft,,17,13
64,1,2:52.0,,Defensive rebound by Team,17,13
65,1,2:52.0,Loose ball foul by T. Booker (drawn by N. Collison),,17,13
66,1,2:52.0,,Oklahoma City full timeout,17,13
67,1,2:34.0,,D. Waiters makes 3-pt jump shot from 22 ft (assist by K. Durant),17,16
