,QUARTER,TIME_REMAINING,CHICAGO_ACTION,NEW ORLEANS_ACTION,CHICAGO_SCORE,NEW ORLEANS_SCORE
83,1,2:11.0,,J. Ennis makes 3-pt jump shot from 25 ft (assist by T. Frazier),23,27
84,1,1:55.0,T. Snell misses 2-pt jump shot from 8 ft,,23,27
85,1,1:51.0,,Defensive rebound by Ö. Aşık,23,27
86,1,1:41.0,,Ö. Aşık misses 2-pt layup from 1 ft,23,27
87,1,1:41.0,Defensive rebound by B. Portis,,23,27
88,1,1:34.0,T. Snell makes 2-pt jump shot from 20 ft (assist by B. Portis),,25,27
89,1,1:15.0,,Personal foul by A. Brooks,25,27
90,1,1:15.0,,T. Frazier misses free throw 1 of 2,25,27
91,1,1:15.0,,Offensive rebound by Team,25,27
92,1,1:15.0,,K. Perkins enters the game for Ö. Aşık,25,27
93,1,1:15.0,,T. Frazier makes free throw 2 of 2,25,28
94,1,1:00.0,B. Portis makes 2-pt jump shot from 20 ft (assist by D. McDermott),,27,28
95,1,0:51.0,,Shooting foul by T. Snell (drawn by J. Hamilton),27,28
96,1,0:51.0,,J. Hamilton makes free throw 1 of 2,27,29
97,1,0:51.0,,J. Hamilton misses free throw 2 of 2,27,29
98,1,0:48.0,Defensive rebound by C. Felício,,27,29
99,1,0:39.0,Personal foul by T. Frazier,,27,29
100,1,0:27.0,C. Felício misses 2-pt jump shot from 16 ft,,27,29
101,1,0:26.0,,Defensive rebound by T. Frazier,27,29
102,1,0:02.0,,J. Hamilton misses 2-pt jump shot from 12 ft,27,29
103,1,0:01.0,Defensive rebound by B. Portis,,27,29
104,1,0:00.0,B. Portis misses 3-pt jump shot from 47 ft,,27,29
105,1,0:00.0,Offensive rebound by Team,,27,29
106,2,11:41.0,D. McDermott misses 2-pt jump shot from 8 ft (block by K. Perkins),,27,29
107,2,11:39.0,,Defensive rebound by K. Perkins,27,29
108,2,11:25.0,,T. Douglas misses 3-pt jump shot from 25 ft,27,29
109,2,11:24.0,Defensive rebound by B. Portis,,27,29
110,2,11:07.0,Personal foul by K. Perkins,,27,29
111,2,11:05.0,B. Portis makes 2-pt jump shot from 20 ft (assist by D. McDermott),,29,29
112,2,10:42.0,,D. Cunningham misses 2-pt jump shot from 5 ft,29,29
113,2,10:39.0,Defensive rebound by T. Snell,,29,29
114,2,10:33.0,A. Brooks makes 3-pt jump shot from 25 ft (assist by T. Snell),,32,29
115,2,10:16.0,,J. Hamilton makes 3-pt jump shot from 25 ft (assist by D. Cunningham),32,32
116,2,10:00.0,D. McDermott misses 2-pt layup from 2 ft,,32,32
117,2,9:59.0,,Defensive rebound by K. Perkins,32,32
118,2,9:53.0,,T. Frazier makes 2-pt layup from 1 ft,32,34
119,2,9:41.0,Turnover by N. Mirotić (lost ball; steal by T. Frazier),,32,34
120,2,9:38.0,,Personal foul by A. Brooks,32,34
121,2,9:22.0,,Turnover by J. Hamilton (bad pass; steal by N. Mirotić),32,34
122,2,9:14.0,D. McDermott misses 2-pt layup from 1 ft,,32,34
123,2,9:13.0,,Defensive rebound by D. Cunningham,32,34
124,2,9:07.0,,D. Cunningham makes 2-pt jump shot from 19 ft (assist by T. Frazier),32,36
125,2,8:55.0,N. Mirotić misses 3-pt jump shot from 24 ft,,32,36
126,2,8:54.0,,Defensive rebound by T. Frazier,32,36
127,2,8:41.0,,T. Frazier makes 3-pt jump shot from 24 ft (assist by D. Cunningham),32,39
128,2,8:40.0,Chicago full timeout,,32,39
129,2,8:40.0,J. Holiday enters the game for A. Brooks,,32,39
130,2,8:40.0,J. Butler enters the game for D. McDermott,,32,39
131,2,8:27.0,J. Butler makes 2-pt jump shot from 5 ft (assist by T. Snell),,34,39
132,2,8:11.0,,J. Hamilton makes 3-pt jump shot from 25 ft (assist by T. Frazier),34,42
133,2,7:53.0,T. Snell misses 3-pt jump shot from 24 ft,,34,42
134,2,7:53.0,,Defensive rebound by K. Perkins,34,42
135,2,7:46.0,,J. Hamilton misses 3-pt jump shot from 23 ft,34,42
136,2,7:45.0,Defensive rebound by J. Holiday,,34,42
137,2,7:38.0,Shooting foul by J. Hamilton (drawn by N. Mirotić),,34,42
138,2,7:38.0,N. Mirotić misses free throw 1 of 2,,34,42
139,2,7:38.0,Offensive rebound by Team,,34,42
140,2,7:38.0,N. Mirotić makes free throw 2 of 2,,35,42
141,2,7:27.0,,T. Douglas makes 3-pt jump shot from 22 ft (assist by T. Frazier),35,45
142,2,7:13.0,Shooting foul by J. Hamilton (drawn by N. Mirotić),,35,45
143,2,7:13.0,N. Mirotić makes free throw 1 of 2,,36,45
144,2,7:13.0,,J. Ennis enters the game for J. Hamilton,36,45
145,2,7:13.0,N. Mirotić makes free throw 2 of 2,,37,45
146,2,6:57.0,,K. Perkins misses 2-pt hook shot from 6 ft,37,45
147,2,6:56.0,Defensive rebound by J. Holiday,,37,45
148,2,6:46.0,N. Mirotić makes 2-pt layup from 2 ft (assist by B. Portis),,39,45
149,2,6:25.0,,T. Frazier misses 2-pt jump shot from 4 ft,39,45
150,2,6:22.0,Defensive rebound by J. Butler,,39,45
151,2,6:14.0,T. Snell makes 3-pt jump shot from 24 ft (assist by J. Butler),,42,45
152,2,5:58.0,,D. Cunningham makes 2-pt layup from 2 ft (assist by T. Frazier),42,47
153,2,5:45.0,B. Portis makes 3-pt jump shot from 24 ft (assist by J. Butler),,45,47
154,2,5:38.0,,New Orleans full timeout,45,47
155,2,5:38.0,,Ö. Aşık enters the game for D. Cunningham,45,47
156,2,5:38.0,,L. Babbitt enters the game for K. Perkins,45,47
157,2,5:19.0,,L. Babbitt makes 2-pt jump shot from 9 ft,45,49
158,2,4:57.0,J. Holiday misses 3-pt jump shot from 23 ft,,45,49
159,2,4:56.0,,Defensive rebound by J. Ennis,45,49
160,2,4:42.0,,Ö. Aşık makes 2-pt layup from 1 ft (assist by J. Ennis),45,51
161,2,4:21.0,J. Holiday makes 2-pt jump shot from 4 ft,,47,51
162,2,3:59.0,,Turnover by L. Babbitt (lost ball; steal by N. Mirotić),47,51
163,2,3:49.0,N. Mirotić makes 2-pt jump shot from 18 ft (assist by J. Holiday),,49,51
164,2,3:29.0,,T. Frazier misses 2-pt jump shot from 21 ft,49,51
165,2,3:29.0,,Offensive rebound by Ö. Aşık,49,51
166,2,3:29.0,C. Felício enters the game for B. Portis,,49,51
167,2,3:29.0,M. Dunleavy enters the game for T. Snell,,49,51
168,2,3:22.0,,Shooting foul by N. Mirotić (drawn by L. Babbitt),49,51
169,2,3:22.0,,L. Babbitt makes free throw 1 of 2,49,52
170,2,3:22.0,,L. Babbitt makes free throw 2 of 2,49,53
171,2,3:16.0,Personal foul by J. Ennis,,49,53
172,2,3:04.0,Turnover by N. Mirotić (lost ball; steal by T. Frazier),,49,53
173,2,2:52.0,,Shooting foul by N. Mirotić (drawn by T. Frazier),49,53
174,2,2:52.0,Official timeout,,49,53
175,2,2:52.0,A. Brooks enters the game for N. Mirotić,,49,53
176,2,2:52.0,,T. Frazier makes free throw 1 of 2,49,54
177,2,2:52.0,,T. Frazier makes free throw 2 of 2,49,55
178,2,2:34.0,J. Holiday misses 2-pt layup from 2 ft,,49,55
179,2,2:32.0,,Defensive rebound by Team,49,55
180,2,2:14.0,,J. Ennis makes 2-pt dunk at rim (assist by T. Frazier),49,57
181,2,2:00.0,J. Butler misses 2-pt jump shot from 12 ft (block by J. Ennis),,49,57
182,2,2:00.0,Offensive rebound by Team,,49,57
183,2,1:57.0,M. Dunleavy misses 2-pt hook shot at rim,,49,57
184,2,1:56.0,,Defensive rebound by Ö. Aşık,49,57
185,2,1:45.0,,Ö. Aşık makes 2-pt dunk at rim (assist by T. Frazier),49,59
186,2,1:44.0,Chicago full timeout,,49,59
187,2,1:44.0,T. Snell enters the game for J. Butler,,49,59
188,2,1:31.0,A. Brooks misses 2-pt jump shot from 14 ft,,49,59
189,2,1:30.0,,Defensive rebound by T. Frazier,49,59
190,2,1:14.0,,L. Babbitt misses 3-pt jump shot from 25 ft,49,59
191,2,1:10.0,,Offensive rebound by Ö. Aşık,49,59
192,2,1:07.0,,T. Douglas misses 3-pt jump shot from 24 ft,49,59
193,2,1:06.0,,Offensive rebound by L. Babbitt,49,59
194,2,0:48.0,,T. Douglas misses 2-pt layup from 1 ft,49,59
195,2,0:46.0,Defensive rebound by C. Felício,,49,59
196,2,0:36.0,C. Felício makes 2-pt layup from 1 ft (assist by J. Holiday),,51,59
197,2,0:26.0,,T. Frazier misses 2-pt jump shot from 10 ft,51,59
198,2,0:25.0,Defensive rebound by C. Felício,,51,59
199,2,0:03.0,J. Holiday makes 2-pt dunk at rim (assist by A. Brooks),,53,59
200,2,0:00.0,,Shooting foul by C. Felício (drawn by T. Frazier),53,59
201,2,0:00.0,,T. Frazier makes free throw 1 of 3,53,60
202,2,0:00.0,,T. Frazier makes free throw 2 of 3,53,61
203,2,0:00.0,,T. Frazier makes free throw 3 of 3,53,62
204,3,11:42.0,Offensive foul by J. Butler (drawn by L. Babbitt),,53,62
205,3,11:42.0,Turnover by J. Butler (offensive foul),,53,62
206,3,11:34.0,,Ö. Aşık makes 2-pt layup from 1 ft (assist by J. Ennis),53,64
207,3,11:15.0,N. Mirotić misses 3-pt jump shot from 25 ft,,53,64
208,3,11:14.0,,Defensive rebound by J. Ennis,53,64
209,3,11:01.0,,Personal foul by M. Dunleavy,53,64
210,3,10:55.0,,J. Ennis makes 3-pt jump shot from 25 ft (assist by T. Douglas),53,67
211,3,10:41.0,J. Butler makes 2-pt layup from 2 ft,,55,67
212,3,10:23.0,,Turnover by L. Babbitt (traveling),55,67
213,3,10:14.0,C. Felício makes 2-pt jump shot from 17 ft (assist by J. Butler),,57,67
214,3,9:51.0,,D. Cunningham misses 2-pt jump shot from 3 ft,57,67
215,3,9:49.0,Defensive rebound by J. Butler,,57,67
216,3,9:30.0,N. Mirotić misses 2-pt layup from 2 ft,,57,67
217,3,9:30.0,Offensive rebound by N. Mirotić,,57,67
218,3,9:29.0,N. Mirotić makes 2-pt layup from 2 ft,,59,67
219,3,9:15.0,,T. Douglas misses 2-pt jump shot from 6 ft,59,67
220,3,9:13.0,Defensive rebound by C. Felício,,59,67
221,3,8:59.0,N. Mirotić makes 3-pt jump shot from 25 ft (assist by J. Butler),,62,67
222,3,8:57.0,,New Orleans full timeout,62,67
223,3,8:43.0,,J. Ennis makes 3-pt jump shot from 26 ft (assist by L. Babbitt),62,70
224,3,8:24.0,J. Holiday makes 3-pt jump shot from 25 ft (assist by J. Butler),,65,70
225,3,8:06.0,,Shooting foul by C. Felício (drawn by Ö. Aşık),65,70
226,3,8:06.0,,Ö. Aşık misses free throw 1 of 2,65,70
227,3,8:06.0,,Offensive rebound by Team,65,70
228,3,8:06.0,,Ö. Aşık makes free throw 2 of 2,65,71
229,3,7:52.0,M. Dunleavy makes 2-pt jump shot from 18 ft (assist by J. Butler),,67,71
230,3,7:38.0,,J. Ennis misses 3-pt jump shot from 25 ft,67,71
231,3,7:36.0,Defensive rebound by J. Butler,,67,71
232,3,7:18.0,M. Dunleavy makes 2-pt layup from 1 ft (assist by J. Butler),,69,71
233,3,7:18.0,Shooting foul by J. Ennis (drawn by M. Dunleavy),,69,71
234,3,7:18.0,M. Dunleavy makes free throw 1 of 1,,70,71
235,3,7:08.0,,Shooting foul by J. Holiday (drawn by T. Douglas),70,71
236,3,7:08.0,,T. Douglas makes free throw 1 of 2,70,72
237,3,7:08.0,,T. Douglas makes free throw 2 of 2,70,73
238,3,6:49.0,N. Mirotić makes 3-pt jump shot from 26 ft (assist by J. Butler),,73,73
239,3,6:30.0,,T. Douglas makes 2-pt layup from 2 ft,73,75
240,3,6:18.0,Turnover by N. Mirotić (bad pass; steal by Ö. Aşık),,73,75
241,3,6:14.0,,Personal foul by J. Holiday,73,75
242,3,6:14.0,T. Snell enters the game for J. Holiday,,73,75
243,3,6:10.0,Violation by T. Snell (kicked ball),,73,75
244,3,6:02.0,,T. Douglas makes 2-pt jump shot from 15 ft,73,77
245,3,5:48.0,J. Butler makes 2-pt jump shot from 5 ft,,75,77
246,3,5:25.0,,J. Ennis makes 2-pt layup from 2 ft (assist by T. Douglas),75,79
247,3,5:03.0,Turnover by J. Butler (bad pass; steal by T. Douglas),,75,79
248,3,4:59.0,Violation by C. Felício (def goaltending),,75,79
249,3,4:59.0,,T. Douglas makes 2-pt layup from 1 ft,75,81
250,3,4:59.0,Chicago full timeout,,75,81
251,3,4:59.0,,T. Frazier enters the game for T. Douglas,75,81
252,3,4:49.0,,J. Hamilton enters the game for L. Babbitt,75,81
253,3,4:48.0,C. Felício makes 2-pt jump shot from 15 ft (assist by M. Dunleavy),,77,81
254,3,4:31.0,,Turnover by J. Ennis (bad pass; steal by T. Snell),77,81
255,3,4:29.0,Shooting foul by T. Frazier (drawn by T. Snell),,77,81
256,3,4:29.0,T. Snell makes free throw 1 of 2,,78,81
257,3,4:29.0,B. Portis enters the game for N. Mirotić,,78,81
258,3,4:29.0,A. Brooks enters the game for J. Butler,,78,81
259,3,4:29.0,T. Snell makes free throw 2 of 2,,79,81
260,3,4:23.0,,Personal foul by T. Snell,79,81
261,3,4:23.0,,J. Ennis makes free throw 1 of 2,79,82
262,3,4:23.0,,K. Perkins enters the game for Ö. Aşık,79,82
263,3,4:23.0,,J. Ennis misses free throw 2 of 2,79,82
264,3,4:20.0,Defensive rebound by C. Felício,,79,82
265,3,4:06.0,A. Brooks misses 3-pt jump shot from 26 ft,,79,82
266,3,4:05.0,Offensive rebound by B. Portis,,79,82
267,3,3:53.0,B. Portis makes 2-pt jump shot from 17 ft (assist by T. Snell),,81,82
268,3,3:39.0,,T. Frazier makes 2-pt jump shot from 19 ft,81,84
269,3,3:19.0,Shooting foul by D. Cunningham (drawn by C. Felício),,81,84
270,3,3:19.0,C. Felício makes free throw 1 of 2,,82,84
271,3,3:19.0,,L. Babbitt enters the game for J. Ennis,82,84
272,3,3:19.0,D. McDermott enters the game for M. Dunleavy,,82,84
273,3,3:19.0,C. Felício makes free throw 2 of 2,,83,84
274,3,2:56.0,,T. Frazier misses 2-pt jump shot from 12 ft,83,84
275,3,2:56.0,,Offensive rebound by K. Perkins,83,84
276,3,2:43.0,,Offensive foul by T. Frazier (drawn by A. Brooks),83,84
277,3,2:43.0,,Turnover by T. Frazier (offensive foul),83,84
278,3,2:32.0,Turnover by A. Brooks (lost ball; steal by T. Frazier),,83,84
279,3,2:32.0,Loose ball foul by A. Brooks,,83,84
280,3,2:32.0,,T. Frazier misses free throw 1 of 2,83,84
281,3,2:32.0,,Offensive rebound by Team,83,84
282,3,2:32.0,,T. Frazier makes free throw 2 of 2,83,85
283,3,2:10.0,Personal foul by J. Hamilton,,83,85
284,3,2:01.0,Personal foul by L. Babbitt,,83,85
285,3,2:01.0,C. Felício makes free throw 1 of 2,,84,85
286,3,2:01.0,C. Felício makes free throw 2 of 2,,85,85
287,3,1:46.0,,D. Cunningham misses 3-pt jump shot from 24 ft,85,85
288,3,1:45.0,Defensive rebound by T. Snell,,85,85
289,3,1:38.0,D. McDermott misses 3-pt jump shot from 23 ft,,85,85
290,3,1:37.0,Offensive rebound by C. Felício,,85,85
291,3,1:36.0,C. Felício makes 2-pt dunk at rim,,87,85
292,3,1:22.0,,Def 3 sec tech foul by B. Portis,87,85
293,3,1:22.0,,L. Babbitt makes technical free throw,87,86
294,3,1:09.0,,T. Frazier misses 3-pt jump shot from 26 ft,87,86
295,3,1:08.0,Defensive rebound by T. Snell,,87,86
296,3,0:54.0,C. Felício misses 3-pt jump shot from 24 ft,,87,86
297,3,0:53.0,,Defensive rebound by J. Hamilton,87,86
298,3,0:45.0,,J. Hamilton misses 3-pt jump shot from 25 ft,87,86
299,3,0:44.0,Defensive rebound by D. McDermott,,87,86
300,3,0:33.0,T. Snell misses 3-pt jump shot from 25 ft,,87,86
301,3,0:33.0,,Defensive rebound by L. Babbitt,87,86
302,3,0:24.0,,T. Frazier makes 2-pt layup from 1 ft,87,88
303,3,0:03.0,D. McDermott makes 2-pt dunk at rim (assist by A. Brooks),,89,88
304,4,11:40.0,,T. Frazier misses 2-pt layup from 2 ft (block by A. Brooks),89,88
305,4,11:38.0,,Offensive rebound by T. Frazier,89,88
306,4,11:36.0,,J. Ennis makes 3-pt jump shot from 23 ft (assist by T. Frazier),89,91
307,4,11:20.0,D. McDermott makes 2-pt layup at rim (assist by N. Mirotić),,91,91
308,4,10:56.0,,Turnover by J. Hamilton (lost ball),91,91
309,4,10:44.0,N. Mirotić misses 2-pt jump shot from 20 ft,,91,91
310,4,10:42.0,Offensive rebound by D. McDermott,,91,91
311,4,10:42.0,D. McDermott makes 2-pt layup from 2 ft,,93,91
312,4,10:24.0,,Personal foul by A. Brooks,93,91
313,4,10:21.0,,J. Ennis makes 2-pt dunk at rim (assist by K. Perkins),93,93
314,4,10:06.0,N. Mirotić misses 3-pt jump shot from 24 ft,,93,93
315,4,10:05.0,,Defensive rebound by J. Hamilton,93,93
316,4,9:55.0,,J. Ennis makes 3-pt jump shot from 23 ft (assist by T. Frazier),93,96
317,4,9:42.0,A. Brooks makes 3-pt jump shot from 23 ft (assist by D. McDermott),,96,96
318,4,9:20.0,,T. Frazier misses 2-pt jump shot from 4 ft,96,96
319,4,9:19.0,Defensive rebound by A. Brooks,,96,96
320,4,9:10.0,B. Portis makes 2-pt jump shot from 6 ft (assist by D. McDermott),,98,96
321,4,8:56.0,,J. Ennis misses 3-pt jump shot from 27 ft,98,96
322,4,8:54.0,Defensive rebound by B. Portis,,98,96
323,4,8:38.0,N. Mirotić makes 2-pt layup from 1 ft,,100,96
324,4,8:13.0,,L. Babbitt misses 2-pt layup from 1 ft,100,96
325,4,8:09.0,,Offensive rebound by J. Ennis,100,96
326,4,8:04.0,,Offensive foul by K. Perkins (drawn by B. Portis),100,96
327,4,8:04.0,,Turnover by K. Perkins (offensive foul),100,96
328,4,8:04.0,Official timeout,,100,96
329,4,7:47.0,D. McDermott misses 2-pt layup from 2 ft,,100,96
330,4,7:46.0,Offensive rebound by B. Portis,,100,96
331,4,7:45.0,Shooting foul by T. Frazier (drawn by B. Portis),,100,96
332,4,7:45.0,B. Portis makes free throw 1 of 2,,101,96
333,4,7:45.0,B. Portis makes free throw 2 of 2,,102,96
334,4,7:30.0,,Turnover by L. Babbitt (lost ball; steal by B. Portis),102,96
335,4,7:30.0,Personal foul by L. Babbitt,,102,96
336,4,7:30.0,,D. Cunningham enters the game for K. Perkins,102,96
337,4,7:09.0,A. Brooks misses 2-pt layup from 1 ft,,102,96
338,4,7:07.0,,Defensive rebound by T. Frazier,102,96
339,4,6:46.0,,J. Hamilton misses 2-pt layup from 1 ft,102,96
340,4,6:45.0,Defensive rebound by N. Mirotić,,102,96
341,4,6:36.0,D. McDermott makes 2-pt layup from 1 ft (assist by N. Mirotić),,104,96
342,4,6:26.0,,T. Frazier makes 2-pt layup from 1 ft,104,98
343,4,6:09.0,Turnover by N. Mirotić (lost ball; steal by J. Ennis),,104,98
344,4,6:04.0,,D. Cunningham makes 2-pt dunk at rim (assist by J. Hamilton),104,100
345,4,6:04.0,Chicago full timeout,,104,100
346,4,6:04.0,J. Butler enters the game for A. Brooks,,104,100
347,4,6:04.0,,T. Douglas enters the game for J. Hamilton,104,100
348,4,5:41.0,J. Butler misses 2-pt jump shot from 16 ft,,104,100
349,4,5:40.0,,Defensive rebound by T. Frazier,104,100
350,4,5:34.0,,L. Babbitt misses 3-pt jump shot from 24 ft,104,100
351,4,5:33.0,Defensive rebound by B. Portis,,104,100
352,4,5:24.0,Shooting foul by L. Babbitt (drawn by J. Butler),,104,100
353,4,5:24.0,J. Butler misses free throw 1 of 2,,104,100
354,4,5:24.0,Offensive rebound by Team,,104,100
355,4,5:24.0,J. Holiday enters the game for T. Snell,,104,100
356,4,5:24.0,,J. Hamilton enters the game for L. Babbitt,104,100
357,4,5:24.0,J. Butler makes free throw 2 of 2,,105,100
358,4,5:15.0,,T. Frazier misses 2-pt layup from 1 ft,105,100
359,4,5:14.0,Defensive rebound by D. McDermott,,105,100
360,4,4:55.0,D. McDermott misses 2-pt jump shot from 8 ft,,105,100
361,4,4:54.0,,Defensive rebound by J. Hamilton,105,100
362,4,4:31.0,,T. Douglas makes 3-pt jump shot from 24 ft (assist by T. Frazier),105,103
363,4,4:17.0,Shooting foul by J. Hamilton (drawn by N. Mirotić),,105,103
364,4,4:17.0,N. Mirotić misses free throw 1 of 2,,105,103
365,4,4:17.0,Offensive rebound by Team,,105,103
366,4,4:17.0,N. Mirotić makes free throw 2 of 2,,106,103
367,4,3:55.0,,J. Hamilton makes 3-pt jump shot from 27 ft (assist by T. Frazier),106,106
368,4,3:30.0,J. Butler makes 2-pt layup from 2 ft,,108,106
369,4,3:07.0,,T. Frazier makes 2-pt layup from 1 ft (assist by T. Douglas),108,108
370,4,2:40.0,J. Butler makes 3-pt jump shot from 24 ft (assist by J. Holiday),,111,108
371,4,2:12.0,,T. Douglas misses 3-pt jump shot from 25 ft,111,108
372,4,2:11.0,Defensive rebound by J. Holiday,,111,108
373,4,1:53.0,Personal foul by T. Frazier,,111,108
374,4,1:53.0,,New Orleans full timeout,111,108
375,4,1:53.0,J. Butler makes free throw 1 of 2,,112,108
376,4,1:53.0,J. Butler makes free throw 2 of 2,,113,108
377,4,1:40.0,,J. Hamilton misses 3-pt jump shot from 24 ft,113,108
378,4,1:39.0,Defensive rebound by B. Portis,,113,108
379,4,1:26.0,J. Butler misses 2-pt jump shot from 14 ft,,113,108
380,4,1:26.0,Offensive rebound by Team,,113,108
381,4,1:08.0,J. Butler makes 2-pt jump shot from 18 ft,,115,108
