,QUARTER,TIME_REMAINING,PHOENIX_ACTION,TORONTO_ACTION,PHOENIX_SCORE,TORONTO_SCORE
383,4,3:12.0,P. Tucker misses free throw 1 of 2,,95,95
384,4,3:12.0,Offensive rebound by Team,,95,95
385,4,3:12.0,P. Tucker makes free throw 2 of 2,,96,95
386,4,2:54.0,,D. DeRozan makes 2-pt jump shot from 16 ft,96,97
387,4,2:42.0,B. Knight misses 2-pt layup from 1 ft,,96,97
388,4,2:41.0,,Defensive rebound by K. Lowry,96,97
389,4,2:35.0,,Offensive foul by B. Biyombo (drawn by B. Knight),96,97
390,4,2:35.0,,Turnover by B. Biyombo (offensive foul),96,97
391,4,2:24.0,M. Morris makes 2-pt layup from 1 ft (assist by E. Bledsoe),,98,97
392,4,2:24.0,Shooting foul by D. Carroll (drawn by M. Morris),,98,97
393,4,2:24.0,M. Morris makes free throw 1 of 1,,99,97
394,4,2:07.0,,Personal foul by T. Warren (drawn by D. Carroll),99,97
395,4,2:03.0,,Turnover by C. Joseph (bad pass; steal by P. Tucker),99,97
396,4,2:00.0,Shooting foul by K. Lowry (drawn by E. Bledsoe),,99,97
397,4,2:00.0,E. Bledsoe makes free throw 1 of 2,,100,97
398,4,2:00.0,E. Bledsoe makes free throw 2 of 2,,101,97
399,4,2:00.0,,Toronto full timeout,101,97
400,4,1:48.0,,K. Lowry misses 2-pt layup from 2 ft,101,97
401,4,1:47.0,Defensive rebound by T. Warren,,101,97
402,4,1:31.0,Turnover by E. Bledsoe (lost ball; steal by C. Joseph),,101,97
403,4,1:28.0,,Turnover by C. Joseph (lost ball),101,97
404,4,1:06.0,M. Morris misses 2-pt jump shot from 19 ft,,101,97
405,4,1:04.0,Offensive rebound by P. Tucker,,101,97
406,4,1:03.0,P. Tucker makes 2-pt layup from 2 ft,,103,97
407,4,0:51.0,,D. Carroll misses 3-pt jump shot from 24 ft,103,97
408,4,0:50.0,Defensive rebound by P. Tucker,,103,97
409,4,0:25.0,B. Knight misses 2-pt jump shot from 22 ft,,103,97
410,4,0:23.0,,Defensive rebound by B. Biyombo,103,97
411,4,0:23.0,,Toronto full timeout,103,97
412,4,0:23.0,,L. Scola enters the game for B. Biyombo,103,97
413,4,0:17.0,,D. Carroll makes 2-pt layup from 1 ft,103,99
414,4,0:17.0,Personal foul by D. DeRozan (drawn by T. Warren),,103,99
415,4,0:17.0,T. Warren makes free throw 1 of 2,,104,99
416,4,0:17.0,T. Warren misses free throw 2 of 2,,104,99
417,4,0:16.0,,Defensive rebound by Team,104,99
418,4,0:16.0,,Toronto full timeout,104,99
419,4,0:13.0,,Shooting foul by B. Knight (drawn by K. Lowry),104,99
420,4,0:13.0,,K. Lowry makes free throw 1 of 3,104,100
421,4,0:13.0,,K. Lowry makes free throw 2 of 3,104,101
422,4,0:13.0,,K. Lowry makes free throw 3 of 3,104,102
423,4,0:12.0,Personal foul by K. Lowry (drawn by E. Bledsoe),,104,102
424,4,0:12.0,E. Bledsoe misses free throw 1 of 2,,104,102
425,4,0:12.0,Offensive rebound by Team,,104,102
426,4,0:12.0,E. Bledsoe makes free throw 2 of 2,,105,102
427,4,0:00.0,,L. Scola misses 3-pt jump shot from 25 ft (block by E. Bledsoe),105,102
428,4,0:00.0,Defensive rebound by E. Bledsoe,,105,102
429,4,0:00.0,Personal foul by K. Lowry (drawn by E. Bledsoe),,105,102
430,4,0:00.0,E. Bledsoe makes free throw 1 of 2,,106,102
431,4,0:00.0,E. Bledsoe makes free throw 2 of 2,,107,102
