,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,HOUSTON_ACTION,SACRAMENTO_SCORE,HOUSTON_SCORE
77,1,4:08.0,M. Belinelli misses 2-pt jump shot from 9 ft,,14,18
78,1,4:07.0,,Defensive rebound by C. Brewer,14,18
79,1,4:00.0,,T. Jones misses 2-pt layup from 2 ft (block by K. Koufos),14,18
80,1,3:59.0,,Offensive rebound by D. Motiejūnas,14,18
81,1,3:51.0,,Shooting foul by Q. Acy (drawn by J. Harden),14,18
82,1,3:51.0,,J. Harden makes free throw 1 of 2,14,19
83,1,3:51.0,R. Gay enters the game for O. Casspi,,14,19
84,1,3:51.0,,J. Harden makes free throw 2 of 2,14,20
85,1,3:38.0,Personal foul by C. Brewer (drawn by M. Belinelli),,14,20
86,1,3:24.0,M. Belinelli misses 3-pt jump shot from 26 ft,,14,20
87,1,3:23.0,,Defensive rebound by Team,14,20
88,1,3:23.0,D. Collison enters the game for Q. Acy,,14,20
89,1,3:07.0,,T. Jones makes 2-pt layup from 2 ft (assist by C. Brewer),14,22
90,1,3:04.0,Sacramento full timeout,,14,22
91,1,3:04.0,,J. Terry enters the game for J. Harden,14,22
92,1,2:42.0,,Violation by J. Terry (kicked ball),14,22
93,1,2:38.0,,D. Howard enters the game for D. Motiejūnas,14,22
94,1,2:28.0,D. Collison misses 3-pt jump shot from 22 ft,,14,22
95,1,2:27.0,,Defensive rebound by D. Howard,14,22
96,1,2:13.0,,C. Brewer makes 2-pt layup from 1 ft (assist by T. Lawson),14,24
97,1,2:02.0,K. Koufos misses 2-pt jump shot from 8 ft,,14,24
98,1,2:01.0,,Defensive rebound by D. Howard,14,24
99,1,1:44.0,,J. Terry makes 3-pt jump shot from 23 ft (assist by T. Lawson),14,27
100,1,1:34.0,R. Rondo misses 2-pt jump shot from 19 ft,,14,27
101,1,1:33.0,,Defensive rebound by D. Howard,14,27
102,1,1:13.0,,Shooting foul by D. Collison (drawn by T. Lawson),14,27
103,1,1:13.0,,T. Lawson makes free throw 1 of 2,14,28
104,1,1:13.0,B. McLemore enters the game for R. Rondo,,14,28
105,1,1:13.0,,T. Lawson makes free throw 2 of 2,14,29
106,1,1:00.0,R. Gay misses 2-pt jump shot from 20 ft,,14,29
107,1,0:59.0,Offensive rebound by K. Koufos,,14,29
108,1,0:57.0,D. Collison makes 2-pt jump shot from 16 ft (assist by K. Koufos),,16,29
109,1,0:39.0,,J. Terry misses 3-pt jump shot from 23 ft,16,29
110,1,0:39.0,,Offensive rebound by T. Jones,16,29
111,1,0:24.0,,T. Jones misses 3-pt jump shot from 27 ft,16,29
112,1,0:23.0,Defensive rebound by D. Collison,,16,29
113,2,11:48.0,Turnover by M. Belinelli (bad pass; steal by T. Ariza),,16,29
114,2,11:42.0,,M. Thornton misses 2-pt layup from 1 ft,16,29
115,2,11:41.0,Defensive rebound by K. Koufos,,16,29
116,2,11:35.0,B. McLemore makes 2-pt layup from 1 ft (assist by D. Collison),,18,29
117,2,11:21.0,,M. Thornton makes 3-pt jump shot from 25 ft (assist by P. Beverley),18,32
118,2,10:54.0,B. McLemore misses 2-pt jump shot from 7 ft,,18,32
119,2,10:53.0,,Defensive rebound by D. Howard,18,32
120,2,10:46.0,,M. Thornton misses 3-pt jump shot from 26 ft,18,32
121,2,10:46.0,,Offensive rebound by D. Howard,18,32
122,2,10:41.0,,T. Ariza misses 3-pt jump shot from 24 ft,18,32
123,2,10:41.0,Defensive rebound by B. McLemore,,18,32
124,2,10:32.0,M. Belinelli misses 2-pt jump shot from 23 ft,,18,32
125,2,10:32.0,Offensive rebound by R. Gay,,18,32
126,2,10:27.0,D. Collison makes 3-pt jump shot from 24 ft (assist by R. Gay),,21,32
127,2,10:00.0,,M. Thornton misses 2-pt jump shot from 3 ft (block by K. Koufos),21,32
128,2,9:59.0,Defensive rebound by K. Koufos,,21,32
129,2,9:51.0,R. Gay makes 2-pt jump shot from 15 ft (assist by D. Collison),,23,32
130,2,9:46.0,,Houston full timeout,23,32
131,2,9:46.0,D. Cousins enters the game for K. Koufos,,23,32
132,2,9:29.0,,P. Beverley makes 2-pt layup from 3 ft (assist by M. Thornton),23,34
133,2,9:09.0,R. Gay misses 3-pt jump shot from 22 ft,,23,34
134,2,9:08.0,,Defensive rebound by M. Thornton,23,34
135,2,8:53.0,,Turnover by J. Terry (bad pass; steal by R. Gay),23,34
136,2,8:40.0,D. Cousins misses 2-pt jump shot from 9 ft,,23,34
137,2,8:40.0,,Defensive rebound by D. Howard,23,34
138,2,8:25.0,,D. Howard makes 2-pt dunk at rim (assist by M. Thornton),23,36
139,2,8:10.0,D. Collison makes 2-pt jump shot from 4 ft,,25,36
140,2,8:07.0,Violation by Team (delay of game),,25,36
141,2,7:56.0,,M. Thornton misses 2-pt jump shot from 13 ft,25,36
142,2,7:56.0,,Offensive rebound by T. Ariza,25,36
143,2,7:52.0,,T. Ariza misses 2-pt layup from 1 ft (block by D. Cousins),25,36
144,2,7:50.0,Defensive rebound by D. Cousins,,25,36
145,2,7:46.0,D. Collison misses 2-pt layup from 2 ft (block by J. Terry),,25,36
146,2,7:45.0,,Defensive rebound by M. Thornton,25,36
147,2,7:41.0,,D. Howard makes 2-pt dunk at rim (assist by T. Ariza),25,38
148,2,7:29.0,D. Cousins misses 2-pt jump shot from 15 ft,,25,38
149,2,7:29.0,,Defensive rebound by D. Howard,25,38
150,2,7:15.0,,Turnover by J. Terry (bad pass; steal by R. Gay),25,38
151,2,7:09.0,R. Gay makes 2-pt layup from 2 ft (assist by B. McLemore),,27,38
152,2,7:02.0,,Shooting foul by D. Cousins (drawn by T. Ariza),27,38
153,2,7:02.0,,T. Ariza makes free throw 1 of 2,27,39
154,2,7:02.0,,C. Capela enters the game for D. Howard,27,39
155,2,7:02.0,,J. Harden enters the game for J. Terry,27,39
156,2,7:02.0,,T. Jones enters the game for M. Thornton,27,39
157,2,7:02.0,O. Casspi enters the game for D. Cousins,,27,39
158,2,7:02.0,K. Koufos enters the game for M. Belinelli,,27,39
159,2,7:02.0,,T. Ariza misses free throw 2 of 2,27,39
160,2,7:02.0,Defensive rebound by K. Koufos,,27,39
161,2,6:54.0,Personal foul by T. Ariza (drawn by R. Gay),,27,39
162,2,6:39.0,O. Casspi misses 2-pt layup from 4 ft,,27,39
163,2,6:39.0,Offensive rebound by B. McLemore,,27,39
164,2,6:36.0,Personal foul by P. Beverley (drawn by B. McLemore),,27,39
165,2,6:29.0,O. Casspi makes 3-pt jump shot from 25 ft (assist by D. Collison),,30,39
166,2,6:15.0,,T. Ariza misses 2-pt jump shot from 5 ft (block by O. Casspi),30,39
167,2,6:15.0,Defensive rebound by O. Casspi,,30,39
168,2,6:11.0,Turnover by O. Casspi (bad pass; steal by C. Capela),,30,39
169,2,6:05.0,,J. Harden misses 2-pt jump shot from 17 ft,30,39
170,2,6:04.0,Defensive rebound by B. McLemore,,30,39
171,2,5:55.0,B. McLemore makes 3-pt jump shot from 25 ft (assist by O. Casspi),,33,39
172,2,5:41.0,,C. Capela makes 2-pt layup from 3 ft (assist by T. Ariza),33,41
173,2,5:30.0,B. McLemore makes 2-pt jump shot from 12 ft,,35,41
174,2,5:29.0,,Houston full timeout,35,41
175,2,5:29.0,,Houston full timeout,35,41
176,2,5:29.0,,D. Motiejūnas enters the game for P. Beverley,35,41
177,2,5:29.0,,T. Lawson enters the game for T. Jones,35,41
178,2,5:13.0,Offensive charge foul by D. Motiejūnas (drawn by R. Gay),,35,41
179,2,5:13.0,,Turnover by D. Motiejūnas (offensive foul),35,41
180,2,5:01.0,R. Gay misses 3-pt jump shot from 23 ft,,35,41
181,2,5:00.0,,Defensive rebound by J. Harden,35,41
182,2,4:51.0,,Turnover by J. Harden (lost ball; steal by D. Collison),35,41
183,2,4:41.0,D. Collison misses 2-pt jump shot from 19 ft,,35,41
184,2,4:39.0,Offensive rebound by K. Koufos,,35,41
185,2,4:37.0,K. Koufos misses 2-pt hook shot from 7 ft,,35,41
186,2,4:36.0,,Defensive rebound by T. Ariza,35,41
187,2,4:27.0,,C. Capela makes 2-pt dunk at rim (assist by J. Harden),35,43
188,2,4:16.0,O. Casspi misses 3-pt jump shot from 23 ft,,35,43
189,2,4:15.0,,Defensive rebound by Team,35,43
190,2,4:15.0,R. Rondo enters the game for D. Collison,,35,43
191,2,4:01.0,,Turnover by D. Motiejūnas (bad pass; steal by K. Koufos),35,43
192,2,3:59.0,Personal foul by T. Lawson (drawn by B. McLemore),,35,43
193,2,3:51.0,B. McLemore misses 3-pt jump shot from 25 ft,,35,43
194,2,3:50.0,,Defensive rebound by C. Capela,35,43
195,2,3:38.0,,J. Harden makes 3-pt jump shot from 25 ft,35,46
196,2,3:21.0,O. Casspi makes 2-pt jump shot from 4 ft (assist by R. Rondo),,37,46
197,2,3:14.0,,D. Motiejūnas misses 2-pt layup at rim,37,46
198,2,3:13.0,Defensive rebound by K. Koufos,,37,46
199,2,3:04.0,O. Casspi misses 3-pt jump shot from 24 ft,,37,46
200,2,3:04.0,,Defensive rebound by T. Ariza,37,46
201,2,2:48.0,,D. Motiejūnas misses 2-pt hook shot from 5 ft,37,46
202,2,2:48.0,Defensive rebound by K. Koufos,,37,46
203,2,2:41.0,O. Casspi misses 2-pt layup from 4 ft,,37,46
204,2,2:40.0,Offensive rebound by B. McLemore,,37,46
205,2,2:40.0,B. McLemore makes 2-pt layup from 1 ft,,39,46
206,2,2:23.0,,D. Motiejūnas misses 3-pt jump shot from 24 ft,39,46
207,2,2:22.0,Defensive rebound by K. Koufos,,39,46
208,2,2:15.0,R. Gay makes 2-pt layup from 4 ft (assist by R. Rondo),,41,46
209,2,2:05.0,,Offensive foul by J. Harden (drawn by R. Rondo),41,46
210,2,2:05.0,,Turnover by J. Harden (offensive foul),41,46
211,2,2:05.0,Sacramento full timeout,,41,46
212,2,2:05.0,,C. Brewer enters the game for C. Capela,41,46
213,2,2:05.0,,D. Howard enters the game for D. Motiejūnas,41,46
214,2,1:55.0,K. Koufos misses 2-pt hook shot from 4 ft,,41,46
215,2,1:54.0,Offensive rebound by K. Koufos,,41,46
216,2,1:51.0,K. Koufos misses 2-pt hook shot from 4 ft,,41,46
217,2,1:50.0,Offensive rebound by R. Rondo,,41,46
218,2,1:47.0,O. Casspi makes 2-pt jump shot from 7 ft (assist by R. Rondo),,43,46
219,2,1:36.0,,Turnover by C. Brewer (bad pass; steal by R. Rondo),43,46
220,2,1:32.0,B. McLemore makes 2-pt dunk at rim (assist by R. Rondo),,45,46
221,2,1:14.0,,C. Brewer makes 3-pt jump shot from 22 ft (assist by J. Harden),45,49
222,2,1:02.0,O. Casspi misses 2-pt dunk at rim,,45,49
223,2,1:02.0,,Defensive rebound by Team,45,49
224,2,0:54.0,,J. Harden makes 3-pt jump shot from 25 ft (assist by T. Lawson),45,52
225,2,0:39.0,,P. Beverley enters the game for T. Lawson,45,52
226,2,0:34.0,R. Rondo makes 3-pt jump shot from 24 ft (assist by R. Gay),,48,52
227,2,0:30.0,,J. Harden misses 2-pt jump shot from 19 ft,48,52
228,2,0:28.0,Defensive rebound by R. Gay,,48,52
229,2,0:06.0,B. McLemore misses 2-pt jump shot from 6 ft,,48,52
230,2,0:05.0,Offensive rebound by R. Gay,,48,52
231,2,0:05.0,R. Gay misses 2-pt layup from 1 ft,,48,52
232,2,0:05.0,Offensive rebound by R. Gay,,48,52
233,2,0:05.0,R. Gay makes 2-pt layup from 1 ft,,50,52
234,2,0:01.0,,C. Brewer misses 2-pt layup from 1 ft,50,52
235,2,0:00.0,,Offensive rebound by P. Beverley,50,52
236,3,11:49.0,D. Cousins makes 2-pt layup from 1 ft (assist by R. Rondo),,52,52
237,3,11:49.0,Shooting foul by C. Capela (drawn by D. Cousins),,52,52
238,3,11:49.0,D. Cousins makes free throw 1 of 1,,53,52
239,3,11:29.0,,T. Ariza misses 3-pt jump shot from 24 ft,53,52
240,3,11:28.0,Defensive rebound by D. Cousins,,53,52
241,3,11:22.0,Turnover by D. Cousins (palming),,53,52
242,3,10:58.0,,T. Ariza makes 2-pt layup from 2 ft (assist by J. Harden),53,54
243,3,10:38.0,Turnover by O. Casspi (bad pass; steal by T. Ariza),,53,54
244,3,10:31.0,,Turnover by J. Harden (bad pass; steal by R. Rondo),53,54
245,3,10:18.0,D. Cousins misses 3-pt jump shot from 25 ft,,53,54
246,3,10:18.0,,Defensive rebound by Team,53,54
247,3,10:05.0,,J. Harden makes 2-pt jump shot from 16 ft,53,56
248,3,9:47.0,R. Rondo makes 2-pt layup from 3 ft (assist by D. Cousins),,55,56
249,3,9:33.0,,D. Howard makes 2-pt layup from 1 ft (assist by C. Capela),55,58
250,3,9:33.0,,Shooting foul by R. Gay (drawn by D. Howard),55,58
251,3,9:33.0,,D. Howard misses free throw 1 of 1,55,58
252,3,9:33.0,Defensive rebound by B. McLemore,,55,58
253,3,9:18.0,Turnover by R. Rondo (bad pass),,55,58
254,3,9:10.0,,D. Howard makes 2-pt dunk at rim (assist by J. Harden),55,60
255,3,8:54.0,R. Rondo makes 2-pt layup from 1 ft,,57,60
256,3,8:48.0,,Houston full timeout,57,60
257,3,8:40.0,,Shooting foul by R. Gay (drawn by J. Harden),57,60
258,3,8:40.0,,J. Harden makes free throw 1 of 2,57,61
259,3,8:40.0,K. Koufos enters the game for R. Gay,,57,61
260,3,8:40.0,,J. Harden makes free throw 2 of 2,57,62
261,3,8:22.0,,Violation by D. Howard (def goaltending),57,62
262,3,8:22.0,K. Koufos makes 2-pt jump shot from 5 ft (assist by R. Rondo),,59,62
263,3,8:10.0,,T. Ariza misses 2-pt jump shot from 15 ft,59,62
264,3,8:09.0,Defensive rebound by R. Rondo,,59,62
265,3,8:01.0,B. McLemore makes 3-pt jump shot from 22 ft (assist by R. Rondo),,62,62
266,3,7:44.0,,D. Howard makes 2-pt hook shot from 4 ft,62,64
267,3,7:24.0,R. Rondo makes 2-pt jump shot from 9 ft,,64,64
268,3,7:08.0,,C. Capela misses 2-pt dunk at rim (block by O. Casspi),64,64
269,3,7:07.0,Defensive rebound by D. Cousins,,64,64
270,3,7:01.0,D. Cousins misses 2-pt layup at rim (block by D. Howard),,64,64
271,3,7:01.0,Offensive rebound by Team,,64,64
272,3,6:51.0,Personal foul by P. Beverley (drawn by R. Rondo),,64,64
273,3,6:40.0,Shooting foul by C. Capela (drawn by D. Cousins),,64,64
274,3,6:40.0,D. Cousins makes free throw 1 of 2,,65,64
275,3,6:40.0,,J. Terry enters the game for P. Beverley,65,64
276,3,6:40.0,D. Cousins makes free throw 2 of 2,,66,64
277,3,6:15.0,,J. Harden misses 2-pt jump shot from 11 ft,66,64
278,3,6:15.0,,Offensive rebound by Team,66,64
279,3,6:15.0,,Turnover by Team (shot clock),66,64
280,3,6:01.0,Turnover by R. Rondo (bad pass; steal by J. Terry),,66,64
281,3,5:55.0,,Shooting foul by K. Koufos (drawn by D. Howard),66,64
282,3,5:55.0,,D. Howard makes free throw 1 of 2,66,65
283,3,5:55.0,,T. Jones enters the game for C. Capela,66,65
284,3,5:55.0,,D. Howard misses free throw 2 of 2,66,65
285,3,5:55.0,Defensive rebound by D. Cousins,,66,65
286,3,5:40.0,R. Rondo makes 2-pt jump shot from 8 ft,,68,65
287,3,5:15.0,,T. Ariza makes 3-pt jump shot from 22 ft (assist by J. Harden),68,68
288,3,5:04.0,Shooting foul by T. Jones (drawn by D. Cousins),,68,68
289,3,5:04.0,D. Cousins misses free throw 1 of 2,,68,68
290,3,5:04.0,Offensive rebound by Team,,68,68
291,3,5:04.0,D. Cousins makes free throw 2 of 2,,69,68
292,3,4:47.0,,J. Harden misses 2-pt jump shot from 8 ft,69,68
293,3,4:47.0,,Offensive rebound by T. Ariza,69,68
294,3,4:46.0,,T. Ariza misses 2-pt layup from 2 ft (block by D. Cousins),69,68
295,3,4:45.0,,Offensive rebound by D. Howard,69,68
296,3,4:45.0,,Shooting foul by D. Cousins (drawn by D. Howard),69,68
297,3,4:45.0,,D. Howard makes free throw 1 of 2,69,69
298,3,4:45.0,,D. Howard makes free throw 2 of 2,69,70
299,3,4:27.0,B. McLemore makes 3-pt jump shot from 24 ft (assist by R. Rondo),,72,70
300,3,4:16.0,,J. Harden makes 3-pt jump shot from 24 ft,72,73
301,3,4:04.0,R. Rondo misses 2-pt jump shot from 22 ft,,72,73
302,3,4:03.0,,Defensive rebound by T. Jones,72,73
303,3,3:54.0,,Shooting foul by K. Koufos (drawn by J. Harden),72,73
304,3,3:54.0,,J. Harden makes free throw 1 of 2,72,74
305,3,3:54.0,,C. Capela enters the game for D. Howard,72,74
306,3,3:54.0,D. Collison enters the game for D. Cousins,,72,74
307,3,3:54.0,,J. Harden makes free throw 2 of 2,72,75
308,3,3:30.0,R. Rondo misses 3-pt jump shot from 24 ft,,72,75
309,3,3:28.0,,Defensive rebound by J. Harden,72,75
310,3,3:23.0,,Turnover by J. Harden (lost ball; steal by B. McLemore),72,75
311,3,3:17.0,D. Collison makes 2-pt layup from 2 ft (assist by R. Rondo),,74,75
312,3,2:54.0,,Turnover by T. Jones (lost ball; steal by K. Koufos),74,75
313,3,2:48.0,D. Collison makes 3-pt jump shot from 25 ft (assist by R. Rondo),,77,75
314,3,2:29.0,,Personal foul by B. McLemore (drawn by J. Harden),77,75
315,3,2:29.0,Sacramento full timeout,,77,75
316,3,2:29.0,,J. Harden misses free throw 1 of 2,77,75
317,3,2:29.0,,Offensive rebound by Team,77,75
318,3,2:29.0,,J. Harden makes free throw 2 of 2,77,76
319,3,2:10.0,R. Rondo misses 2-pt jump shot from 10 ft,,77,76
320,3,2:10.0,Offensive rebound by K. Koufos,,77,76
321,3,2:07.0,K. Koufos makes 2-pt layup from 2 ft,,79,76
322,3,1:52.0,,C. Capela makes 2-pt dunk at rim (assist by J. Harden),79,78
323,3,1:28.0,K. Koufos makes 2-pt hook shot from 8 ft (assist by D. Collison),,81,78
324,3,1:18.0,,Offensive foul by T. Jones (drawn by O. Casspi),81,78
325,3,1:18.0,,Turnover by T. Jones (offensive foul),81,78
326,3,1:18.0,M. Belinelli enters the game for B. McLemore,,81,78
327,3,1:18.0,,T. Lawson enters the game for J. Harden,81,78
328,3,1:01.0,Turnover by R. Rondo (bad pass; steal by T. Ariza),,81,78
329,3,0:54.0,,J. Terry makes 3-pt jump shot from 25 ft (assist by T. Lawson),81,81
330,3,0:41.0,M. Belinelli makes 2-pt jump shot from 14 ft (assist by R. Rondo),,83,81
331,3,0:33.0,,T. Jones makes 3-pt jump shot from 24 ft (assist by T. Ariza),83,84
332,3,0:22.0,M. Belinelli makes 2-pt jump shot from 15 ft (assist by R. Rondo),,85,84
333,3,0:02.0,,T. Ariza misses 3-pt jump shot from 23 ft,85,84
334,3,0:01.0,Defensive rebound by O. Casspi,,85,84
335,3,0:00.0,O. Casspi misses 3-pt jump shot from 67 ft,,85,84
336,3,0:00.0,Offensive rebound by Team,,85,84
337,4,11:41.0,,D. Howard misses 2-pt dunk at rim,85,84
338,4,11:41.0,Defensive rebound by M. Belinelli,,85,84
339,4,11:26.0,D. Collison makes 3-pt jump shot from 23 ft (assist by R. Rondo),,88,84
340,4,11:06.0,,T. Jones makes 2-pt jump shot from 6 ft,88,86
341,4,11:06.0,,Shooting foul by R. Gay (drawn by T. Jones),88,86
342,4,11:06.0,D. Cousins enters the game for R. Gay,,88,86
343,4,11:06.0,,P. Beverley enters the game for T. Lawson,88,86
344,4,11:06.0,,T. Jones makes free throw 1 of 1,88,87
345,4,10:41.0,Turnover by Team (shot clock),,88,87
346,4,10:41.0,B. McLemore enters the game for R. Rondo,,88,87
347,4,10:29.0,,T. Jones makes 2-pt jump shot from 21 ft (assist by C. Brewer),88,89
348,4,10:13.0,M. Belinelli makes 2-pt jump shot from 18 ft (assist by D. Collison),,90,89
349,4,10:05.0,,Shooting foul by M. Belinelli (drawn by T. Jones),90,89
350,4,10:05.0,,T. Jones makes free throw 1 of 2,90,90
351,4,10:05.0,,T. Jones makes free throw 2 of 2,90,91
352,4,9:52.0,K. Koufos makes 2-pt layup from 1 ft (assist by D. Collison),,92,91
353,4,9:52.0,Shooting foul by D. Howard (drawn by K. Koufos),,92,91
354,4,9:52.0,K. Koufos makes free throw 1 of 1,,93,91
355,4,9:40.0,,C. Brewer misses 3-pt jump shot from 25 ft,93,91
356,4,9:40.0,Defensive rebound by M. Belinelli,,93,91
357,4,9:26.0,D. Cousins misses 2-pt jump shot from 20 ft,,93,91
358,4,9:25.0,,Defensive rebound by C. Brewer,93,91
359,4,9:10.0,,J. Terry misses 3-pt jump shot from 28 ft,93,91
360,4,9:09.0,,Offensive rebound by T. Jones,93,91
361,4,9:03.0,,Shooting foul by K. Koufos (drawn by D. Howard),93,91
362,4,9:03.0,,D. Howard makes free throw 1 of 2,93,92
363,4,9:03.0,,J. Harden enters the game for J. Terry,93,92
364,4,9:03.0,,D. Howard misses free throw 2 of 2,93,92
365,4,9:03.0,Defensive rebound by D. Cousins,,93,92
366,4,8:44.0,D. Collison misses 2-pt jump shot from 20 ft,,93,92
367,4,8:43.0,,Defensive rebound by T. Jones,93,92
368,4,8:29.0,,C. Brewer misses 3-pt jump shot from 23 ft,93,92
369,4,8:29.0,Defensive rebound by M. Belinelli,,93,92
370,4,8:17.0,Turnover by D. Cousins (lost ball; steal by D. Howard),,93,92
371,4,8:14.0,,Flagrant foul type 1 by M. Belinelli (drawn by C. Brewer),93,92
372,4,8:14.0,,Houston full timeout,93,92
373,4,8:14.0,,C. Brewer makes flagrant free throw 1 of 2,93,93
374,4,8:14.0,,C. Brewer misses flagrant free throw 2 of 2,93,93
375,4,8:14.0,,Offensive rebound by Team,93,93
376,4,8:01.0,,Shooting foul by D. Cousins (drawn by J. Harden),93,93
377,4,8:01.0,,J. Harden makes free throw 1 of 2,93,94
378,4,8:01.0,,J. Harden makes free throw 2 of 2,93,95
379,4,7:48.0,Personal foul by C. Brewer (drawn by K. Koufos),,93,95
380,4,7:42.0,Personal foul by C. Brewer (drawn by B. McLemore),,93,95
381,4,7:42.0,R. Rondo enters the game for M. Belinelli,,93,95
382,4,7:29.0,D. Collison makes 3-pt jump shot from 25 ft (assist by B. McLemore),,96,95
