,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,INDIANA_ACTION,SACRAMENTO_SCORE,INDIANA_SCORE
105,1,0:00.0,D. Collison misses 3-pt jump shot from 26 ft,,30,27
106,1,0:00.0,,Defensive rebound by R. Stuckey,30,27
107,2,11:45.0,M. Belinelli makes 2-pt jump shot from 16 ft (assist by R. Rondo),,32,27
108,2,11:22.0,,R. Stuckey misses 2-pt jump shot from 12 ft,32,27
109,2,11:22.0,,Offensive rebound by L. Allen,32,27
110,2,11:20.0,,Shooting foul by K. Koufos (drawn by R. Stuckey),32,27
111,2,11:20.0,,R. Stuckey makes free throw 1 of 2,32,28
112,2,11:20.0,,R. Stuckey makes free throw 2 of 2,32,29
113,2,10:57.0,D. Collison makes 2-pt jump shot from 14 ft,,34,29
114,2,10:32.0,,Turnover by L. Allen (bad pass; steal by K. Koufos),34,29
115,2,10:26.0,D. Collison misses 2-pt layup from 2 ft (block by L. Allen),,34,29
116,2,10:26.0,Offensive rebound by Team,,34,29
117,2,10:26.0,D. Cousins enters the game for R. Rondo,,34,29
118,2,10:23.0,O. Casspi makes 3-pt jump shot from 25 ft (assist by D. Collison),,37,29
119,2,10:22.0,,Indiana full timeout,37,29
120,2,10:01.0,,J. Hill misses 2-pt jump shot from 17 ft,37,29
121,2,10:01.0,Defensive rebound by O. Casspi,,37,29
122,2,9:36.0,M. Belinelli misses 3-pt jump shot from 28 ft,,37,29
123,2,9:35.0,Offensive rebound by K. Koufos,,37,29
124,2,9:32.0,K. Koufos misses 2-pt layup at rim,,37,29
125,2,9:32.0,,Defensive rebound by J. Hill,37,29
126,2,9:14.0,,R. Stuckey misses 3-pt jump shot from 23 ft,37,29
127,2,9:13.0,Defensive rebound by D. Cousins,,37,29
128,2,9:00.0,D. Cousins misses 2-pt jump shot from 11 ft,,37,29
129,2,9:00.0,,Defensive rebound by Team,37,29
130,2,8:43.0,,J. Hill makes 2-pt layup from 2 ft,37,31
131,2,8:29.0,D. Collison makes 2-pt jump shot from 19 ft,,39,31
132,2,8:16.0,,R. Stuckey makes 2-pt layup from 1 ft,39,33
133,2,8:07.0,D. Cousins makes 2-pt jump shot from 3 ft,,41,33
134,2,8:07.0,Shooting foul by J. Hill (drawn by D. Cousins),,41,33
135,2,8:07.0,D. Cousins makes free throw 1 of 1,,42,33
136,2,7:48.0,,Turnover by R. Stuckey (bad pass; steal by O. Casspi),42,33
137,2,7:35.0,K. Koufos misses 2-pt hook shot from 4 ft,,42,33
138,2,7:34.0,,Defensive rebound by R. Stuckey,42,33
139,2,7:16.0,,L. Allen makes 2-pt jump shot from 3 ft (assist by G. Hill),42,35
140,2,7:02.0,D. Cousins misses 2-pt layup from 2 ft (block by J. Hill),,42,35
141,2,7:02.0,Offensive rebound by D. Cousins,,42,35
142,2,7:02.0,Shooting foul by L. Allen (drawn by D. Cousins),,42,35
143,2,7:02.0,D. Cousins misses free throw 1 of 2,,42,35
144,2,7:02.0,Offensive rebound by Team,,42,35
145,2,7:02.0,,P. George enters the game for C. Budinger,42,35
146,2,7:02.0,D. Cousins makes free throw 2 of 2,,43,35
147,2,6:48.0,,L. Allen makes 2-pt dunk at rim (assist by G. Hill),43,37
148,2,6:35.0,D. Cousins misses 2-pt layup at rim,,43,37
149,2,6:35.0,,Defensive rebound by J. Hill,43,37
150,2,6:24.0,,R. Stuckey misses 2-pt layup from 1 ft,43,37
151,2,6:24.0,Defensive rebound by M. Belinelli,,43,37
152,2,6:18.0,D. Collison makes 3-pt jump shot from 24 ft (assist by M. Belinelli),,46,37
153,2,6:02.0,,P. George misses 3-pt jump shot from 28 ft,46,37
154,2,6:01.0,Defensive rebound by D. Cousins,,46,37
155,2,5:53.0,D. Collison makes 2-pt layup at rim,,48,37
156,2,5:53.0,,Indiana full timeout,48,37
157,2,5:53.0,Official timeout,,48,37
158,2,5:53.0,,M. Ellis enters the game for R. Stuckey,48,37
159,2,5:38.0,,L. Allen misses 2-pt jump shot from 19 ft,48,37
160,2,5:36.0,Defensive rebound by O. Casspi,,48,37
161,2,5:20.0,M. Belinelli misses 3-pt jump shot from 26 ft,,48,37
162,2,5:19.0,,Defensive rebound by J. Hill,48,37
163,2,5:10.0,,P. George misses 2-pt jump shot from 8 ft,48,37
164,2,5:09.0,,Offensive rebound by L. Allen,48,37
165,2,5:07.0,,L. Allen makes 2-pt hook shot from 2 ft,48,39
166,2,4:47.0,K. Koufos misses 2-pt jump shot from 8 ft,,48,39
167,2,4:46.0,,Defensive rebound by L. Allen,48,39
168,2,4:45.0,,Personal foul by K. Koufos (drawn by L. Allen),48,39
169,2,4:45.0,R. Gay enters the game for K. Koufos,,48,39
170,2,4:45.0,,C. Miles enters the game for L. Allen,48,39
171,2,4:31.0,,M. Ellis makes 3-pt jump shot from 25 ft,48,42
172,2,4:14.0,D. Cousins makes 2-pt jump shot from 5 ft (assist by D. Collison),,50,42
173,2,4:07.0,,Shooting block foul by D. Cousins (drawn by M. Ellis),50,42
174,2,4:07.0,,M. Ellis makes free throw 1 of 2,50,43
175,2,4:07.0,R. Rondo enters the game for M. Belinelli,,50,43
176,2,4:07.0,,I. Mahinmi enters the game for J. Hill,50,43
177,2,4:07.0,,M. Ellis misses free throw 2 of 2,50,43
178,2,4:07.0,Defensive rebound by O. Casspi,,50,43
179,2,3:50.0,Shooting foul by C. Miles (drawn by D. Cousins),,50,43
180,2,3:50.0,D. Cousins makes free throw 1 of 2,,51,43
181,2,3:50.0,D. Cousins makes free throw 2 of 2,,52,43
182,2,3:34.0,,M. Ellis misses 2-pt jump shot from 18 ft (block by D. Cousins),52,43
183,2,3:33.0,Defensive rebound by R. Rondo,,52,43
184,2,3:30.0,D. Collison makes 2-pt layup from 1 ft (assist by R. Rondo),,54,43
185,2,3:13.0,,P. George misses 3-pt jump shot from 25 ft,54,43
186,2,3:13.0,Defensive rebound by D. Cousins,,54,43
187,2,3:02.0,D. Collison makes 2-pt layup at rim (assist by R. Gay),,56,43
188,2,2:41.0,,C. Miles misses 2-pt layup from 1 ft,56,43
189,2,2:41.0,Defensive rebound by D. Cousins,,56,43
190,2,2:39.0,Turnover by D. Cousins (bad pass; steal by M. Ellis),,56,43
191,2,2:34.0,,C. Miles makes 2-pt layup from 1 ft (assist by M. Ellis),56,45
192,2,2:28.0,R. Rondo makes 2-pt layup from 2 ft,,58,45
193,2,2:12.0,,M. Ellis makes 2-pt layup from 1 ft,58,47
194,2,2:04.0,R. Gay misses 2-pt layup at rim,,58,47
195,2,2:04.0,,Defensive rebound by I. Mahinmi,58,47
196,2,1:57.0,,G. Hill misses 3-pt jump shot from 24 ft,58,47
197,2,1:56.0,Defensive rebound by D. Collison,,58,47
198,2,1:56.0,Technical foul by Team,,58,47
199,2,1:56.0,Sacramento full timeout,,58,47
200,2,1:56.0,B. McLemore enters the game for D. Collison,,58,47
201,2,1:56.0,,G. Hill makes technical free throw,58,48
202,2,1:44.0,O. Casspi misses 3-pt jump shot from 28 ft,,58,48
203,2,1:43.0,,Defensive rebound by I. Mahinmi,58,48
204,2,1:35.0,,C. Miles misses 2-pt layup from 1 ft,58,48
205,2,1:34.0,Defensive rebound by D. Cousins,,58,48
206,2,1:29.0,Shooting foul by I. Mahinmi (drawn by O. Casspi),,58,48
207,2,1:29.0,O. Casspi makes free throw 1 of 2,,59,48
208,2,1:29.0,O. Casspi misses free throw 2 of 2,,59,48
209,2,1:29.0,Offensive rebound by D. Cousins,,59,48
210,2,1:29.0,D. Cousins makes 2-pt layup at rim,,61,48
211,2,1:29.0,Shooting foul by I. Mahinmi (drawn by O. Casspi),,61,48
212,2,1:29.0,D. Cousins makes free throw 1 of 1,,62,48
213,2,1:16.0,,Shooting foul by D. Cousins (drawn by I. Mahinmi),62,48
214,2,1:16.0,,I. Mahinmi makes free throw 1 of 2,62,49
215,2,1:16.0,,I. Mahinmi misses free throw 2 of 2,62,49
216,2,1:15.0,Defensive rebound by D. Cousins,,62,49
217,2,1:05.0,R. Rondo misses 2-pt layup at rim (block by I. Mahinmi),,62,49
218,2,1:04.0,,Defensive rebound by P. George,62,49
219,2,1:00.0,,P. George misses 2-pt layup at rim (block by D. Cousins),62,49
220,2,1:00.0,,Offensive rebound by Team,62,49
221,2,1:00.0,,R. Stuckey enters the game for G. Hill,62,49
222,2,1:00.0,K. Koufos enters the game for D. Cousins,,62,49
223,2,0:52.0,,C. Miles misses 3-pt jump shot from 24 ft,62,49
224,2,0:51.0,Defensive rebound by R. Rondo,,62,49
225,2,0:43.0,R. Gay misses 3-pt jump shot from 24 ft,,62,49
226,2,0:42.0,Offensive rebound by Team,,62,49
227,2,0:31.0,R. Gay misses 2-pt jump shot from 6 ft,,62,49
228,2,0:30.0,Offensive rebound by R. Gay,,62,49
229,2,0:29.0,R. Gay makes 2-pt dunk at rim,,64,49
230,2,0:09.0,,M. Ellis misses 2-pt jump shot from 10 ft,64,49
231,2,0:07.0,Defensive rebound by B. McLemore,,64,49
232,2,0:01.0,B. McLemore misses 3-pt jump shot from 24 ft,,64,49
233,2,0:00.0,Offensive rebound by Team,,64,49
234,3,11:47.0,Personal foul by M. Ellis (drawn by D. Cousins),,64,49
235,3,11:40.0,O. Casspi misses 2-pt jump shot from 5 ft,,64,49
236,3,11:40.0,,Defensive rebound by P. George,64,49
237,3,11:24.0,,M. Ellis makes 3-pt jump shot from 23 ft (assist by P. George),64,52
238,3,11:10.0,D. Cousins misses 2-pt jump shot from 20 ft,,64,52
239,3,11:10.0,,Defensive rebound by P. George,64,52
240,3,11:03.0,,P. George makes 2-pt jump shot from 18 ft,64,54
241,3,10:50.0,Turnover by R. Rondo (bad pass; steal by G. Hill),,64,54
242,3,10:46.0,,M. Ellis makes 2-pt dunk at rim (assist by G. Hill),64,56
243,3,10:45.0,Sacramento full timeout,,64,56
244,3,10:27.0,R. Gay makes 2-pt jump shot from 7 ft,,66,56
245,3,10:17.0,,P. George makes 2-pt layup from 1 ft,66,58
246,3,10:03.0,Shooting foul by I. Mahinmi (drawn by D. Cousins),,66,58
247,3,10:03.0,D. Cousins makes 2-pt jump shot from 5 ft,,68,58
248,3,10:03.0,D. Cousins makes free throw 1 of 1,,69,58
249,3,9:48.0,,P. George makes 2-pt jump shot from 16 ft,69,60
250,3,9:25.0,Turnover by O. Casspi (bad pass; steal by I. Mahinmi),,69,60
251,3,9:18.0,,G. Hill makes 3-pt jump shot from 22 ft (assist by C. Miles),69,63
252,3,9:02.0,Turnover by D. Cousins (bad pass),,69,63
253,3,8:46.0,,P. George misses 2-pt jump shot from 4 ft,69,63
254,3,8:45.0,,Offensive rebound by I. Mahinmi,69,63
255,3,8:45.0,,Shooting foul by O. Casspi (drawn by I. Mahinmi),69,63
256,3,8:45.0,,I. Mahinmi makes free throw 1 of 2,69,64
257,3,8:45.0,,I. Mahinmi makes free throw 2 of 2,69,65
258,3,8:22.0,D. Cousins misses 2-pt jump shot from 17 ft,,69,65
259,3,8:21.0,,Defensive rebound by P. George,69,65
260,3,8:11.0,,P. George misses 3-pt jump shot from 25 ft,69,65
261,3,8:10.0,Defensive rebound by O. Casspi,,69,65
262,3,8:03.0,R. Gay makes 2-pt layup from 1 ft (assist by R. Rondo),,71,65
263,3,7:42.0,,C. Miles makes 3-pt jump shot from 22 ft (assist by M. Ellis),71,68
264,3,7:32.0,Turnover by R. Rondo (bad pass; steal by P. George),,71,68
265,3,7:28.0,,P. George misses 2-pt dunk at rim,71,68
266,3,7:27.0,,Offensive rebound by M. Ellis,71,68
267,3,7:24.0,,M. Ellis makes 2-pt layup at rim,71,70
268,3,7:24.0,Sacramento full timeout,,71,70
269,3,7:12.0,R. Rondo misses 2-pt layup from 1 ft,,71,70
270,3,7:12.0,Offensive rebound by D. Cousins,,71,70
271,3,7:09.0,D. Cousins makes 2-pt layup at rim,,73,70
272,3,7:03.0,,Indiana full timeout,73,70
273,3,7:03.0,D. Collison enters the game for B. McLemore,,73,70
274,3,6:43.0,,M. Ellis misses 3-pt jump shot from 22 ft,73,70
275,3,6:43.0,Defensive rebound by O. Casspi,,73,70
276,3,6:34.0,D. Collison makes 2-pt jump shot from 15 ft (assist by R. Rondo),,75,70
277,3,6:24.0,,P. George misses 3-pt jump shot from 25 ft,75,70
278,3,6:22.0,Defensive rebound by O. Casspi,,75,70
279,3,6:17.0,Turnover by R. Rondo (bad pass; steal by P. George),,75,70
280,3,6:06.0,,Shooting foul by O. Casspi (drawn by G. Hill),75,70
281,3,6:06.0,,G. Hill makes 2-pt jump shot from 15 ft,75,72
282,3,6:06.0,,G. Hill makes free throw 1 of 1,75,73
283,3,5:42.0,D. Cousins misses 2-pt layup from 1 ft,,75,73
284,3,5:42.0,,Defensive rebound by P. George,75,73
285,3,5:25.0,,G. Hill misses 3-pt jump shot from 26 ft,75,73
286,3,5:25.0,Defensive rebound by D. Cousins,,75,73
287,3,5:05.0,Turnover by R. Rondo (bad pass; steal by G. Hill),,75,73
288,3,5:03.0,,Personal foul by O. Casspi (drawn by C. Miles),75,73
289,3,4:55.0,,C. Miles misses 3-pt jump shot from 27 ft,75,73
290,3,4:54.0,Defensive rebound by D. Collison,,75,73
291,3,4:45.0,Shooting foul by P. George (drawn by R. Gay),,75,73
292,3,4:45.0,R. Gay misses free throw 1 of 2,,75,73
293,3,4:45.0,Offensive rebound by Team,,75,73
294,3,4:45.0,R. Gay makes free throw 2 of 2,,76,73
295,3,4:26.0,,M. Ellis misses 3-pt jump shot from 26 ft,76,73
296,3,4:25.0,Defensive rebound by R. Rondo,,76,73
297,3,4:13.0,D. Collison misses 3-pt jump shot from 23 ft,,76,73
298,3,4:12.0,,Defensive rebound by G. Hill,76,73
299,3,3:56.0,,G. Hill misses 3-pt jump shot from 24 ft,76,73
300,3,3:56.0,Defensive rebound by R. Rondo,,76,73
301,3,3:49.0,D. Collison makes 2-pt layup at rim (assist by R. Rondo),,78,73
302,3,3:33.0,,I. Mahinmi makes 2-pt layup at rim (assist by P. George),78,75
303,3,3:21.0,R. Gay misses 3-pt jump shot from 23 ft,,78,75
304,3,3:19.0,,Defensive rebound by P. George,78,75
305,3,3:06.0,,Turnover by P. George (dbl dribble),78,75
306,3,3:06.0,,R. Stuckey enters the game for G. Hill,78,75
307,3,3:06.0,,J. Hill enters the game for I. Mahinmi,78,75
308,3,3:06.0,K. Koufos enters the game for D. Cousins,,78,75
309,3,3:06.0,M. Belinelli enters the game for O. Casspi,,78,75
310,3,2:47.0,R. Gay misses 3-pt jump shot from 25 ft,,78,75
311,3,2:46.0,,Defensive rebound by R. Stuckey,78,75
312,3,2:41.0,,Shooting block foul by M. Belinelli (drawn by C. Miles),78,75
313,3,2:41.0,,C. Miles misses free throw 1 of 2,78,75
314,3,2:41.0,,Offensive rebound by Team,78,75
315,3,2:41.0,,C. Miles misses free throw 2 of 2,78,75
316,3,2:39.0,,Offensive rebound by Team,78,75
317,3,2:39.0,,C. Budinger enters the game for C. Miles,78,75
318,3,2:25.0,,Turnover by P. George (lost ball; steal by R. Gay),78,75
319,3,2:19.0,M. Belinelli misses 3-pt jump shot from 26 ft,,78,75
320,3,2:19.0,,Defensive rebound by J. Hill,78,75
321,3,2:11.0,,M. Ellis makes 2-pt layup at rim,78,77
322,3,2:00.0,K. Koufos makes 2-pt hook shot from 6 ft (assist by R. Rondo),,80,77
323,3,1:52.0,Offensive charge foul by M. Ellis (drawn by R. Gay),,80,77
324,3,1:52.0,,Turnover by M. Ellis (offensive foul),80,77
325,3,1:32.0,R. Gay makes 2-pt jump shot from 15 ft (assist by M. Belinelli),,82,77
326,3,1:07.0,,J. Hill makes 2-pt jump shot from 16 ft,82,79
327,3,0:49.0,Turnover by D. Collison (bad pass; steal by C. Budinger),,82,79
328,3,0:41.0,,J. Hill makes 2-pt dunk at rim (assist by P. George),82,81
329,3,0:31.0,R. Rondo makes 2-pt jump shot from 22 ft,,84,81
330,3,0:16.0,,Shooting block foul by K. Koufos (drawn by P. George),84,81
331,3,0:16.0,,P. George makes free throw 1 of 2,84,82
332,3,0:16.0,,P. George misses free throw 2 of 2,84,82
333,3,0:16.0,Defensive rebound by K. Koufos,,84,82
334,4,11:43.0,,P. George misses 2-pt jump shot from 6 ft,84,82
335,4,11:43.0,Defensive rebound by O. Casspi,,84,82
336,4,11:29.0,O. Casspi misses 3-pt jump shot from 25 ft,,84,82
337,4,11:29.0,,Defensive rebound by G. Hill,84,82
338,4,11:13.0,,R. Stuckey misses 2-pt jump shot from 17 ft,84,82
339,4,11:12.0,Defensive rebound by D. Collison,,84,82
340,4,11:04.0,S. Curry misses 3-pt jump shot from 22 ft,,84,82
341,4,11:03.0,,Defensive rebound by J. Hill,84,82
342,4,10:51.0,,R. Stuckey misses 2-pt jump shot from 8 ft,84,82
343,4,10:51.0,Defensive rebound by K. Koufos,,84,82
344,4,10:43.0,D. Collison makes 2-pt layup at rim,,86,82
345,4,10:18.0,,J. Hill makes 2-pt hook shot from 7 ft,86,84
346,4,10:06.0,M. Belinelli makes 2-pt jump shot from 20 ft (assist by D. Collison),,88,84
347,4,9:41.0,,C. Budinger misses 2-pt jump shot from 18 ft,88,84
348,4,9:40.0,Defensive rebound by D. Collison,,88,84
349,4,9:34.0,O. Casspi makes 2-pt layup at rim (assist by D. Collison),,90,84
350,4,9:14.0,,J. Hill makes 2-pt hook shot from 5 ft,90,86
351,4,8:57.0,O. Casspi makes 3-pt jump shot from 27 ft (assist by M. Belinelli),,93,86
352,4,8:41.0,,G. Hill makes 2-pt layup at rim (assist by P. George),93,88
353,4,8:23.0,O. Casspi makes 2-pt layup at rim,,95,88
354,4,8:22.0,,Indiana full timeout,95,88
355,4,8:22.0,D. Cousins enters the game for K. Koufos,,95,88
356,4,8:22.0,,C. Miles enters the game for P. George,95,88
357,4,8:01.0,,G. Hill misses 3-pt jump shot from 24 ft,95,88
358,4,8:01.0,Defensive rebound by D. Cousins,,95,88
359,4,7:57.0,Personal foul by R. Stuckey (drawn by D. Collison),,95,88
360,4,7:49.0,D. Collison misses 2-pt layup at rim,,95,88
361,4,7:47.0,,Defensive rebound by R. Stuckey,95,88
362,4,7:30.0,,Turnover by R. Stuckey (lost ball; steal by S. Curry),95,88
363,4,7:25.0,O. Casspi makes 2-pt dunk at rim (assist by D. Collison),,97,88
364,4,7:25.0,,Indiana full timeout,97,88
365,4,7:25.0,R. Rondo enters the game for S. Curry,,97,88
366,4,7:25.0,,P. George enters the game for R. Stuckey,97,88
367,4,7:25.0,,M. Ellis enters the game for J. Hill,97,88
368,4,7:25.0,,I. Mahinmi enters the game for C. Budinger,97,88
369,4,7:14.0,,P. George makes 2-pt jump shot from 17 ft (assist by C. Miles),97,90
370,4,6:53.0,D. Collison misses 2-pt layup at rim,,97,90
371,4,6:52.0,,Defensive rebound by P. George,97,90
372,4,6:42.0,,M. Ellis misses 2-pt jump shot from 17 ft,97,90
373,4,6:41.0,Defensive rebound by D. Cousins,,97,90
374,4,6:27.0,O. Casspi misses 3-pt jump shot from 26 ft,,97,90
375,4,6:25.0,,Defensive rebound by P. George,97,90
376,4,6:16.0,,C. Miles makes 3-pt jump shot from 22 ft (assist by G. Hill),97,93
377,4,5:56.0,M. Belinelli makes 2-pt jump shot from 19 ft (assist by R. Rondo),,99,93
378,4,5:46.0,,G. Hill misses 3-pt jump shot from 25 ft,99,93
379,4,5:45.0,Defensive rebound by Team,,99,93
380,4,5:45.0,Official timeout,,99,93
381,4,5:45.0,R. Gay enters the game for M. Belinelli,,99,93
382,4,5:31.0,Turnover by D. Cousins (bad pass; steal by C. Miles),,99,93
383,4,5:29.0,,Personal take foul by O. Casspi (drawn by M. Ellis),99,93
384,4,5:16.0,,Shooting foul by R. Rondo (drawn by P. George),99,93
385,4,5:16.0,,P. George misses free throw 1 of 2,99,93
386,4,5:16.0,,Offensive rebound by Team,99,93
387,4,5:16.0,,P. George misses free throw 2 of 2,99,93
388,4,5:16.0,Defensive rebound by R. Gay,,99,93
389,4,4:51.0,R. Gay misses 3-pt jump shot from 25 ft,,99,93
390,4,4:50.0,,Defensive rebound by I. Mahinmi,99,93
