,QUARTER,TIME_REMAINING,BOSTON_ACTION,PHILADELPHIA_ACTION,BOSTON_SCORE,PHILADELPHIA_SCORE
94,1,1:41.0,,Shooting foul by K. Olynyk (drawn by R. Holmes),27,23
95,1,1:41.0,,R. Holmes misses free throw 1 of 1,27,23
96,1,1:39.0,,Offensive rebound by R. Holmes,27,23
97,1,1:33.0,,Shooting foul by K. Olynyk (drawn by J. Grant),27,23
98,1,1:33.0,,J. Grant misses free throw 1 of 2,27,23
99,1,1:33.0,,Offensive rebound by Team,27,23
100,1,1:33.0,,J. Grant makes free throw 2 of 2,27,24
101,1,1:07.0,A. Bradley misses 2-pt jump shot from 21 ft,,27,24
102,1,1:04.0,,Defensive rebound by R. Holmes,27,24
103,1,1:01.0,,Personal foul by A. Bradley (drawn by J. Grant),27,24
104,1,1:01.0,,J. Grant misses free throw 1 of 2,27,24
105,1,1:01.0,,Offensive rebound by Team,27,24
106,1,1:01.0,,I. Smith enters the game for T. McConnell,27,24
107,1,1:01.0,,J. Grant makes free throw 2 of 2,27,25
108,1,0:51.0,Shooting foul by J. Grant (drawn by K. Olynyk),,27,25
109,1,0:51.0,K. Olynyk misses free throw 1 of 2,,27,25
110,1,0:51.0,Offensive rebound by Team,,27,25
111,1,0:51.0,K. Olynyk makes free throw 2 of 2,,28,25
112,1,0:29.0,,I. Canaan misses 3-pt jump shot from 27 ft,28,25
113,1,0:28.0,Defensive rebound by J. Jerebko,,28,25
114,1,0:10.0,M. Smart makes 2-pt jump shot from 5 ft,,30,25
115,1,0:01.0,,I. Smith misses 2-pt jump shot from 12 ft,30,25
116,1,0:00.0,Defensive rebound by M. Smart,,30,25
117,2,11:44.0,E. Turner misses 2-pt jump shot from 10 ft,,30,25
118,2,11:42.0,,Defensive rebound by N. Noel,30,25
119,2,11:22.0,,J. Grant misses 2-pt layup at rim,30,25
120,2,11:21.0,Defensive rebound by J. Jerebko,,30,25
121,2,11:06.0,J. Jerebko makes 2-pt layup from 1 ft (assist by E. Turner),,32,25
122,2,10:52.0,,I. Smith misses 2-pt jump shot from 3 ft (block by M. Smart),32,25
123,2,10:50.0,Defensive rebound by J. Jerebko,,32,25
124,2,10:43.0,K. Olynyk makes 2-pt layup from 2 ft (assist by E. Turner),,34,25
125,2,10:42.0,,Philadelphia full timeout,34,25
126,2,10:33.0,,Turnover by I. Smith (lost ball),34,25
127,2,10:28.0,M. Smart misses 2-pt jump shot from 12 ft,,34,25
128,2,10:27.0,,Defensive rebound by I. Canaan,34,25
129,2,10:27.0,,Turnover by I. Canaan (bad pass; steal by J. Crowder),34,25
130,2,10:26.0,J. Crowder makes 2-pt layup from 1 ft,,36,25
131,2,10:26.0,Shooting foul by I. Canaan (drawn by J. Crowder),,36,25
132,2,10:26.0,J. Crowder makes free throw 1 of 1,,37,25
133,2,10:13.0,,Shooting foul by M. Smart (drawn by I. Smith),37,25
134,2,10:13.0,,I. Smith misses free throw 1 of 2,37,25
135,2,10:13.0,,Offensive rebound by Team,37,25
136,2,10:13.0,,I. Smith makes free throw 2 of 2,37,26
137,2,10:02.0,Turnover by K. Olynyk (lost ball; steal by I. Smith),,37,26
138,2,9:54.0,,J. Grant misses 2-pt layup from 3 ft,37,26
139,2,9:54.0,,Offensive rebound by J. Grant,37,26
140,2,9:50.0,Loose ball foul by J. Crowder (drawn by J. Grant),,37,26
141,2,9:50.0,J. Sullinger enters the game for K. Olynyk,,37,26
142,2,9:50.0,,R. Covington enters the game for J. Grant,37,26
143,2,9:50.0,,J. Okafor enters the game for H. Thompson,37,26
144,2,9:33.0,,I. Smith misses 2-pt jump shot from 19 ft,37,26
145,2,9:31.0,Defensive rebound by J. Sullinger,,37,26
146,2,9:24.0,E. Turner misses 2-pt jump shot from 8 ft,,37,26
147,2,9:20.0,Offensive rebound by J. Sullinger,,37,26
148,2,9:10.0,J. Crowder makes 3-pt jump shot from 26 ft (assist by J. Sullinger),,40,26
149,2,8:42.0,,J. Okafor misses 2-pt jump shot from 11 ft,40,26
150,2,8:41.0,Defensive rebound by J. Jerebko,,40,26
151,2,8:32.0,Personal foul by I. Smith (drawn by M. Smart),,40,26
152,2,8:32.0,Official timeout,,40,26
153,2,8:22.0,J. Sullinger misses 2-pt jump shot from 4 ft (block by J. Okafor),,40,26
154,2,8:18.0,Offensive rebound by J. Sullinger,,40,26
155,2,8:16.0,M. Smart makes 3-pt jump shot from 24 ft (assist by J. Sullinger),,43,26
156,2,8:00.0,,I. Smith makes 2-pt jump shot from 20 ft,43,28
157,2,7:40.0,M. Smart makes 3-pt jump shot from 26 ft,,46,28
158,2,7:28.0,,R. Covington makes 3-pt jump shot from 22 ft,46,31
159,2,7:14.0,J. Crowder makes 2-pt layup from 2 ft (assist by M. Smart),,48,31
160,2,7:01.0,,N. Noel makes 2-pt hook shot from 1 ft,48,33
161,2,6:48.0,M. Smart makes 3-pt jump shot from 23 ft (assist by E. Turner),,51,33
162,2,6:39.0,,I. Smith misses 2-pt layup from 1 ft,51,33
163,2,6:38.0,Defensive rebound by J. Jerebko,,51,33
164,2,6:28.0,J. Jerebko misses 3-pt jump shot from 24 ft,,51,33
165,2,6:26.0,,Defensive rebound by R. Covington,51,33
166,2,6:18.0,,Turnover by I. Canaan (bad pass; steal by E. Turner),51,33
167,2,6:15.0,Turnover by E. Turner (lost ball),,51,33
168,2,6:15.0,,T. McConnell enters the game for I. Smith,51,33
169,2,5:55.0,,Turnover by I. Canaan (bad pass; steal by J. Jerebko),51,33
170,2,5:38.0,J. Crowder misses 3-pt jump shot from 27 ft,,51,33
171,2,5:36.0,,Defensive rebound by I. Canaan,51,33
172,2,5:23.0,,R. Covington makes 3-pt jump shot from 26 ft (assist by I. Canaan),51,36
173,2,5:21.0,Boston full timeout,,51,36
174,2,5:21.0,A. Johnson enters the game for J. Jerebko,,51,36
175,2,5:21.0,,H. Thompson enters the game for I. Canaan,51,36
176,2,5:11.0,E. Turner misses 2-pt jump shot from 14 ft,,51,36
177,2,5:09.0,Offensive rebound by A. Johnson,,51,36
178,2,5:07.0,E. Turner makes 2-pt jump shot from 12 ft (assist by A. Johnson),,53,36
179,2,4:59.0,,H. Thompson misses 2-pt jump shot from 19 ft,53,36
180,2,4:57.0,Defensive rebound by J. Crowder,,53,36
181,2,4:51.0,E. Turner misses 2-pt jump shot from 15 ft,,53,36
182,2,4:50.0,,Defensive rebound by N. Noel,53,36
183,2,4:40.0,,N. Noel makes 2-pt dunk at rim (assist by T. McConnell),53,38
184,2,4:23.0,J. Sullinger misses 2-pt jump shot from 21 ft,,53,38
185,2,4:21.0,,Defensive rebound by T. McConnell,53,38
186,2,4:10.0,,N. Noel makes 2-pt dunk at rim (assist by J. Okafor),53,40
187,2,3:52.0,J. Sullinger misses 2-pt jump shot from 16 ft,,53,40
188,2,3:50.0,,Defensive rebound by H. Thompson,53,40
189,2,3:38.0,,J. Okafor misses 2-pt jump shot from 17 ft,53,40
190,2,3:36.0,Defensive rebound by A. Johnson,,53,40
191,2,3:29.0,Shooting foul by J. Okafor (drawn by M. Smart),,53,40
192,2,3:29.0,M. Smart misses free throw 1 of 2,,53,40
193,2,3:29.0,Offensive rebound by Team,,53,40
194,2,3:29.0,,N. Stauskas enters the game for N. Noel,53,40
195,2,3:29.0,A. Bradley enters the game for E. Turner,,53,40
196,2,3:29.0,K. Olynyk enters the game for A. Johnson,,53,40
197,2,3:29.0,M. Smart makes free throw 2 of 2,,54,40
198,2,3:19.0,,N. Stauskas misses 3-pt jump shot from 23 ft,54,40
199,2,3:16.0,,Offensive rebound by N. Stauskas,54,40
200,2,3:14.0,,R. Covington misses 3-pt jump shot from 23 ft,54,40
201,2,3:13.0,Defensive rebound by Team,,54,40
202,2,3:13.0,I. Thomas enters the game for M. Smart,,54,40
203,2,2:53.0,K. Olynyk makes 2-pt jump shot from 6 ft,,56,40
204,2,2:45.0,,Philadelphia full timeout,56,40
205,2,2:35.0,,N. Stauskas misses 3-pt jump shot from 28 ft,56,40
206,2,2:33.0,Defensive rebound by I. Thomas,,56,40
207,2,2:21.0,J. Crowder misses 2-pt jump shot from 15 ft,,56,40
208,2,2:17.0,,Defensive rebound by T. McConnell,56,40
209,2,2:12.0,,Turnover by T. McConnell (bad pass; steal by I. Thomas),56,40
210,2,2:06.0,I. Thomas misses 2-pt jump shot from 19 ft,,56,40
211,2,2:04.0,,Defensive rebound by R. Covington,56,40
212,2,2:02.0,,Turnover by T. McConnell (palming),56,40
213,2,1:39.0,I. Thomas misses 2-pt jump shot from 13 ft,,56,40
214,2,1:37.0,,Defensive rebound by R. Covington,56,40
215,2,1:32.0,,Shooting foul by J. Sullinger (drawn by R. Covington),56,40
216,2,1:32.0,,R. Covington misses free throw 1 of 2,56,40
217,2,1:32.0,,Offensive rebound by Team,56,40
218,2,1:32.0,,R. Covington makes free throw 2 of 2,56,41
219,2,1:25.0,Turnover by I. Thomas (lost ball; steal by T. McConnell),,56,41
220,2,1:10.0,,R. Covington misses 2-pt jump shot from 8 ft,56,41
221,2,1:08.0,Defensive rebound by J. Sullinger,,56,41
222,2,1:06.0,A. Bradley makes 2-pt layup from 1 ft (assist by J. Sullinger),,58,41
223,2,0:44.0,,T. McConnell makes 2-pt layup from 2 ft,58,43
224,2,0:37.0,Turnover by A. Bradley (bad pass; steal by T. McConnell),,58,43
225,2,0:27.0,,T. McConnell misses 3-pt jump shot from 26 ft,58,43
226,2,0:26.0,Defensive rebound by Team,,58,43
227,2,0:26.0,,N. Noel enters the game for J. Okafor,58,43
228,2,0:26.0,,J. Sampson enters the game for H. Thompson,58,43
229,2,0:26.0,,J. Grant enters the game for N. Stauskas,58,43
230,2,0:07.0,K. Olynyk misses 2-pt jump shot from 4 ft,,58,43
231,2,0:05.0,,Defensive rebound by N. Noel,58,43
232,2,0:02.0,,Turnover by N. Noel (lost ball; steal by J. Crowder),58,43
233,2,0:02.0,J. Crowder misses 2-pt jump shot from 4 ft,,58,43
234,2,0:01.0,Offensive rebound by J. Sullinger,,58,43
235,2,0:00.0,J. Sullinger misses 2-pt layup from 3 ft,,58,43
236,2,0:00.0,Offensive rebound by Team,,58,43
237,3,11:43.0,I. Thomas makes 2-pt jump shot from 9 ft (assist by A. Bradley),,60,43
238,3,11:28.0,,Personal foul by A. Bradley (drawn by R. Covington),60,43
239,3,11:20.0,,J. Sampson makes 2-pt layup from 2 ft (assist by N. Noel),60,45
240,3,11:01.0,A. Bradley makes 2-pt jump shot from 18 ft,,62,45
241,3,10:49.0,,R. Covington misses 3-pt jump shot from 22 ft,62,45
242,3,10:47.0,Defensive rebound by J. Sullinger,,62,45
243,3,10:42.0,Personal foul by I. Smith (drawn by A. Johnson),,62,45
244,3,10:36.0,J. Sullinger makes 2-pt jump shot from 20 ft (assist by I. Thomas),,64,45
245,3,10:22.0,,Turnover by R. Covington (lost ball; steal by A. Johnson),64,45
246,3,10:14.0,Turnover by A. Bradley (lost ball; steal by N. Noel),,64,45
247,3,10:08.0,,J. Okafor makes 2-pt layup from 1 ft (assist by I. Smith),64,47
248,3,9:53.0,J. Sullinger makes 2-pt jump shot from 15 ft (assist by A. Bradley),,66,47
249,3,9:37.0,,Turnover by N. Noel (lost ball; steal by A. Johnson),66,47
250,3,9:25.0,J. Sullinger misses 2-pt jump shot from 17 ft,,66,47
251,3,9:24.0,,Defensive rebound by R. Covington,66,47
252,3,9:08.0,,J. Okafor makes 2-pt jump shot from 3 ft,66,49
253,3,8:58.0,J. Sullinger misses 2-pt hook shot from 6 ft,,66,49
254,3,8:56.0,,Defensive rebound by J. Okafor,66,49
255,3,8:43.0,,I. Smith misses 2-pt jump shot from 13 ft,66,49
256,3,8:41.0,Defensive rebound by A. Johnson,,66,49
257,3,8:36.0,I. Thomas makes 2-pt layup from 2 ft (assist by A. Johnson),,68,49
258,3,8:29.0,,Philadelphia full timeout,68,49
259,3,8:22.0,,Turnover by R. Covington (bad pass),68,49
260,3,8:11.0,J. Crowder makes 3-pt jump shot from 25 ft (assist by I. Thomas),,71,49
261,3,8:02.0,,I. Smith misses 2-pt jump shot from 12 ft (block by A. Johnson),71,49
262,3,8:00.0,Defensive rebound by J. Sullinger,,71,49
263,3,7:58.0,A. Bradley makes 2-pt layup from 2 ft (assist by J. Sullinger),,73,49
264,3,7:36.0,,J. Sampson misses 2-pt jump shot from 4 ft,73,49
265,3,7:35.0,,Offensive rebound by N. Noel,73,49
266,3,7:34.0,,Personal foul by I. Thomas (drawn by R. Covington),73,49
267,3,7:34.0,,J. Grant enters the game for J. Okafor,73,49
268,3,7:34.0,,R. Holmes enters the game for N. Noel,73,49
269,3,7:34.0,,T. McConnell enters the game for J. Sampson,73,49
270,3,7:23.0,,R. Holmes misses 3-pt jump shot from 25 ft,73,49
271,3,7:20.0,Defensive rebound by A. Johnson,,73,49
272,3,7:18.0,Turnover by I. Thomas (lost ball; steal by I. Smith),,73,49
273,3,7:13.0,,I. Smith misses 2-pt layup from 2 ft,73,49
274,3,7:11.0,Defensive rebound by A. Johnson,,73,49
275,3,7:08.0,Shooting foul by R. Covington (drawn by A. Bradley),,73,49
276,3,7:08.0,A. Bradley makes free throw 1 of 2,,74,49
277,3,7:08.0,A. Bradley makes free throw 2 of 2,,75,49
278,3,6:49.0,,J. Grant misses 3-pt jump shot from 22 ft,75,49
279,3,6:48.0,Defensive rebound by J. Crowder,,75,49
280,3,6:40.0,I. Thomas misses 2-pt layup from 2 ft,,75,49
281,3,6:38.0,Offensive rebound by I. Thomas,,75,49
282,3,6:37.0,I. Thomas makes 2-pt jump shot from 5 ft,,77,49
283,3,6:26.0,,T. McConnell makes 2-pt jump shot from 5 ft,77,51
284,3,6:07.0,J. Crowder makes 2-pt layup from 1 ft (assist by I. Thomas),,79,51
285,3,6:07.0,Shooting foul by I. Smith (drawn by J. Crowder),,79,51
286,3,6:07.0,J. Crowder makes free throw 1 of 1,,80,51
287,3,5:56.0,,R. Covington misses 3-pt jump shot from 28 ft,80,51
288,3,5:54.0,,Offensive rebound by Team,80,51
289,3,5:54.0,,I. Canaan enters the game for I. Smith,80,51
290,3,5:48.0,,I. Canaan makes 3-pt jump shot from 23 ft (assist by J. Grant),80,54
291,3,5:32.0,I. Thomas misses 3-pt jump shot from 26 ft,,80,54
292,3,5:30.0,,Defensive rebound by R. Holmes,80,54
293,3,5:18.0,,R. Covington misses 3-pt jump shot from 28 ft,80,54
294,3,5:17.0,,Offensive rebound by Team,80,54
295,3,5:17.0,Loose ball foul by A. Johnson (drawn by J. Grant),,80,54
296,3,5:09.0,Offensive charge foul by J. Grant (drawn by A. Johnson),,80,54
297,3,5:09.0,,Turnover by J. Grant (offensive foul),80,54
298,3,4:59.0,A. Bradley makes 2-pt jump shot from 15 ft (assist by J. Sullinger),,82,54
299,3,4:50.0,,Turnover by R. Covington (bad pass),82,54
300,3,4:43.0,I. Thomas misses 2-pt layup at rim (block by R. Holmes),,82,54
301,3,4:41.0,,Defensive rebound by T. McConnell,82,54
302,3,4:34.0,,R. Covington makes 3-pt jump shot from 26 ft (assist by T. McConnell),82,57
303,3,4:18.0,A. Bradley misses 2-pt jump shot from 4 ft,,82,57
304,3,4:17.0,Offensive rebound by Team,,82,57
305,3,4:17.0,,Loose ball foul by J. Grant (drawn by J. Sullinger),82,57
306,3,4:11.0,Turnover by A. Bradley (bad pass; steal by R. Holmes),,82,57
307,3,4:07.0,,Personal foul by A. Johnson (drawn by J. Grant),82,57
308,3,4:07.0,E. Turner enters the game for A. Bradley,,82,57
309,3,4:07.0,M. Smart enters the game for J. Sullinger,,82,57
310,3,3:58.0,,Shooting foul by M. Smart (drawn by I. Canaan),82,57
311,3,3:58.0,,I. Canaan makes free throw 1 of 2,82,58
312,3,3:58.0,,I. Canaan makes free throw 2 of 2,82,59
313,3,3:54.0,Shooting foul by R. Covington (drawn by I. Thomas),,82,59
314,3,3:54.0,I. Thomas makes free throw 1 of 2,,83,59
315,3,3:54.0,,H. Thompson enters the game for R. Covington,83,59
316,3,3:54.0,I. Thomas makes free throw 2 of 2,,84,59
317,3,3:46.0,,I. Canaan misses 3-pt jump shot from 24 ft,84,59
318,3,3:44.0,Defensive rebound by E. Turner,,84,59
319,3,3:31.0,Personal foul by R. Holmes (drawn by A. Johnson),,84,59
320,3,3:31.0,A. Johnson makes free throw 1 of 2,,85,59
321,3,3:31.0,A. Johnson misses free throw 2 of 2,,85,59
322,3,3:29.0,,Defensive rebound by J. Grant,85,59
323,3,3:15.0,,H. Thompson makes 2-pt jump shot from 3 ft (assist by R. Holmes),85,61
324,3,2:58.0,M. Smart misses 3-pt jump shot from 25 ft,,85,61
325,3,2:56.0,,Defensive rebound by I. Canaan,85,61
326,3,2:47.0,,Turnover by T. McConnell (bad pass; steal by M. Smart),85,61
327,3,2:43.0,Turnover by I. Thomas (bad pass; steal by I. Canaan),,85,61
328,3,2:36.0,Offensive charge foul by I. Canaan (drawn by M. Smart),,85,61
329,3,2:36.0,,Turnover by I. Canaan (offensive foul),85,61
330,3,2:36.0,Boston full timeout,,85,61
331,3,2:36.0,K. Olynyk enters the game for A. Johnson,,85,61
332,3,2:25.0,E. Turner makes 2-pt layup from 1 ft,,87,61
333,3,2:13.0,,Turnover by I. Canaan (lost ball; steal by M. Smart),87,61
334,3,2:11.0,Turnover by M. Smart (bad pass),,87,61
335,3,2:00.0,,J. Grant makes 2-pt layup from 2 ft,87,63
336,3,1:33.0,Turnover by Team (shot clock),,87,63
337,3,1:19.0,,I. Canaan makes 2-pt layup from 1 ft,87,65
338,3,1:03.0,E. Turner makes 2-pt jump shot from 17 ft,,89,65
339,3,0:53.0,,T. McConnell makes 2-pt jump shot from 12 ft,89,67
340,3,0:35.0,I. Thomas makes 2-pt layup at rim (assist by K. Olynyk),,91,67
341,3,0:35.0,Violation by Team (delay of game),,91,67
342,3,0:28.0,,Turnover by H. Thompson (bad pass; steal by K. Olynyk),91,67
343,3,0:21.0,I. Thomas makes 3-pt jump shot from 22 ft (assist by E. Turner),,94,67
344,3,0:04.0,,T. McConnell makes 2-pt jump shot from 18 ft,94,69
345,3,0:00.0,M. Smart misses 3-pt jump shot from 24 ft,,94,69
346,3,0:00.0,Offensive rebound by Team,,94,69
347,4,11:40.0,,Turnover by J. Okafor (lost ball; steal by A. Bradley),94,69
348,4,11:19.0,M. Smart makes 2-pt jump shot from 9 ft,,96,69
349,4,11:07.0,,R. Covington misses 3-pt jump shot from 26 ft,96,69
350,4,11:04.0,,Offensive rebound by J. Okafor,96,69
351,4,10:51.0,,Shooting foul by K. Olynyk (drawn by R. Covington),96,69
352,4,10:51.0,,R. Covington makes free throw 1 of 2,96,70
353,4,10:51.0,,R. Covington makes free throw 2 of 2,96,71
354,4,10:39.0,K. Olynyk misses 2-pt jump shot from 17 ft,,96,71
355,4,10:38.0,,Defensive rebound by I. Smith,96,71
356,4,10:32.0,,Personal foul by M. Smart (drawn by I. Smith),96,71
357,4,10:21.0,,Turnover by N. Noel (lost ball; steal by M. Smart),96,71
358,4,10:16.0,A. Bradley misses 3-pt jump shot from 25 ft,,96,71
359,4,10:13.0,,Defensive rebound by N. Noel,96,71
360,4,9:55.0,,N. Stauskas misses 3-pt jump shot from 26 ft,96,71
361,4,9:53.0,Defensive rebound by E. Turner,,96,71
362,4,9:48.0,A. Bradley makes 3-pt jump shot from 26 ft (assist by E. Turner),,99,71
363,4,9:46.0,,Philadelphia full timeout,99,71
364,4,9:30.0,,N. Noel makes 2-pt layup from 1 ft (assist by R. Covington),99,73
365,4,9:16.0,K. Olynyk misses 3-pt jump shot from 25 ft,,99,73
366,4,9:14.0,,Defensive rebound by R. Covington,99,73
367,4,9:03.0,,N. Noel misses 2-pt jump shot from 7 ft,99,73
368,4,9:01.0,,Offensive rebound by N. Noel,99,73
369,4,8:58.0,,N. Noel makes 2-pt dunk at rim (assist by N. Stauskas),99,75
370,4,8:46.0,Offensive foul by K. Olynyk (drawn by R. Covington),,99,75
371,4,8:46.0,Turnover by K. Olynyk (offensive foul),,99,75
372,4,8:37.0,,Turnover by N. Stauskas (bad pass; steal by M. Smart),99,75
373,4,8:28.0,E. Turner makes 2-pt layup from 2 ft,,101,75
374,4,8:18.0,,Shooting foul by E. Turner (drawn by R. Covington),101,75
375,4,8:18.0,,R. Covington makes free throw 1 of 3,101,76
376,4,8:18.0,,R. Covington makes free throw 2 of 3,101,77
377,4,8:18.0,,R. Covington makes free throw 3 of 3,101,78
378,4,7:58.0,M. Smart misses 2-pt jump shot from 10 ft,,101,78
379,4,7:57.0,,Defensive rebound by J. Okafor,101,78
380,4,7:45.0,,I. Smith misses 2-pt jump shot from 17 ft,101,78
381,4,7:44.0,Defensive rebound by E. Turner,,101,78
382,4,7:44.0,,Loose ball foul by N. Noel (drawn by E. Turner),101,78
383,4,7:44.0,,K. Marshall enters the game for I. Smith,101,78
