,QUARTER,TIME_REMAINING,DENVER_ACTION,MINNESOTA_ACTION,DENVER_SCORE,MINNESOTA_SCORE
61,1,5:16.0,,A. Wiggins misses 2-pt layup from 2 ft,15,12
62,1,5:14.0,Defensive rebound by J. Nelson,,15,12
63,1,5:10.0,K. Faried makes 2-pt layup from 1 ft (assist by D. Gallinari),,17,12
64,1,4:55.0,,Personal foul by J. Lauvergne (drawn by K. Towns),17,12
65,1,4:55.0,,N. Bjelica enters the game for K. Garnett,17,12
66,1,4:55.0,,G. Dieng enters the game for K. Towns,17,12
67,1,4:55.0,D. Arthur enters the game for J. Lauvergne,,17,12
68,1,4:47.0,,R. Rubio makes 3-pt jump shot from 25 ft (assist by K. Martin),17,15
69,1,4:30.0,Shooting foul by N. Bjelica (drawn by K. Faried),,17,15
70,1,4:30.0,K. Faried makes free throw 1 of 2,,18,15
71,1,4:30.0,R. Foye enters the game for J. Nelson,,18,15
72,1,4:30.0,K. Faried makes free throw 2 of 2,,19,15
73,1,4:23.0,,R. Rubio misses 2-pt layup from 1 ft (block by K. Faried),19,15
74,1,4:21.0,Defensive rebound by D. Gallinari,,19,15
75,1,4:06.0,D. Arthur makes 2-pt layup from 1 ft (assist by K. Faried),,21,15
76,1,3:52.0,,K. Martin makes 2-pt jump shot from 20 ft (assist by R. Rubio),21,17
77,1,3:34.0,G. Harris misses 3-pt jump shot from 23 ft,,21,17
78,1,3:33.0,Offensive rebound by K. Faried,,21,17
79,1,3:31.0,K. Faried misses 2-pt layup at rim,,21,17
80,1,3:30.0,Offensive rebound by G. Harris,,21,17
81,1,3:15.0,R. Foye misses 2-pt jump shot from 18 ft,,21,17
82,1,3:14.0,,Defensive rebound by G. Dieng,21,17
83,1,3:04.0,,Personal foul by G. Harris (drawn by N. Bjelica),21,17
84,1,3:04.0,,Z. LaVine enters the game for R. Rubio,21,17
85,1,3:04.0,,T. Prince enters the game for K. Martin,21,17
86,1,3:04.0,W. Barton enters the game for G. Harris,,21,17
87,1,2:54.0,,Turnover by A. Wiggins (lost ball; steal by R. Foye),21,17
88,1,2:44.0,D. Arthur misses 2-pt jump shot from 19 ft,,21,17
89,1,2:43.0,,Defensive rebound by G. Dieng,21,17
90,1,2:35.0,,Turnover by Z. LaVine (bad pass; steal by D. Arthur),21,17
91,1,2:22.0,W. Barton makes 2-pt layup from 1 ft,,23,17
92,1,2:06.0,,N. Bjelica makes 2-pt dunk at rim (assist by Z. LaVine),23,19
93,1,1:45.0,K. Faried misses 2-pt hook shot from 4 ft,,23,19
94,1,1:44.0,,Defensive rebound by G. Dieng,23,19
95,1,1:36.0,,A. Wiggins makes 2-pt layup from 2 ft (assist by Z. LaVine),23,21
96,1,1:36.0,,Shooting foul by W. Barton (drawn by A. Wiggins),23,21
97,1,1:36.0,Denver full timeout,,23,21
98,1,1:36.0,N. Jokić enters the game for K. Faried,,23,21
99,1,1:36.0,,A. Wiggins makes free throw 1 of 1,23,22
100,1,1:27.0,Shooting foul by G. Dieng (drawn by D. Gallinari),,23,22
101,1,1:27.0,D. Gallinari makes free throw 1 of 2,,24,22
102,1,1:27.0,D. Gallinari makes free throw 2 of 2,,25,22
103,1,1:10.0,,Z. LaVine misses 2-pt layup at rim,25,22
104,1,1:08.0,Defensive rebound by R. Foye,,25,22
105,1,1:03.0,Turnover by D. Arthur (lost ball),,25,22
106,1,1:03.0,,S. Muhammad enters the game for A. Wiggins,25,22
107,1,1:03.0,K. Papanikolaou enters the game for D. Gallinari,,25,22
108,1,0:50.0,,Turnover by Z. LaVine (lost ball; steal by R. Foye),25,22
109,1,0:37.0,D. Arthur makes 2-pt jump shot from 8 ft (assist by W. Barton),,27,22
110,1,0:15.0,,S. Muhammad misses 2-pt jump shot from 18 ft,27,22
111,1,0:14.0,Defensive rebound by W. Barton,,27,22
112,1,0:02.0,Turnover by W. Barton (lost ball; steal by T. Prince),,27,22
113,1,0:00.0,,Z. LaVine makes 2-pt jump shot from 17 ft,27,24
114,2,11:41.0,,Turnover by S. Muhammad (bad pass; steal by N. Jokić),27,24
115,2,11:26.0,R. Foye makes 3-pt jump shot from 24 ft (assist by W. Barton),,30,24
116,2,11:14.0,,Z. LaVine makes 3-pt jump shot from 25 ft,30,27
117,2,10:58.0,R. Foye makes 3-pt jump shot from 23 ft (assist by K. Papanikolaou),,33,27
118,2,10:42.0,,Z. LaVine makes 2-pt jump shot from 19 ft,33,29
119,2,10:17.0,K. Papanikolaou makes 2-pt jump shot from 15 ft,,35,29
120,2,10:01.0,,S. Muhammad misses 2-pt jump shot from 17 ft,35,29
121,2,10:01.0,Defensive rebound by W. Barton,,35,29
122,2,9:49.0,D. Arthur makes 2-pt jump shot from 15 ft (assist by R. Foye),,37,29
123,2,9:38.0,,Minnesota full timeout,37,29
124,2,9:38.0,M. Miller enters the game for D. Arthur,,37,29
125,2,9:27.0,,Z. LaVine makes 2-pt layup from 2 ft,37,31
126,2,9:08.0,Turnover by R. Foye (bad pass; steal by G. Dieng),,37,31
127,2,9:06.0,,Shooting foul by M. Miller (drawn by Z. LaVine),37,31
128,2,9:06.0,,Z. LaVine makes free throw 1 of 2,37,32
129,2,9:06.0,,D. Rudež enters the game for N. Bjelica,37,32
130,2,9:06.0,,Z. LaVine makes free throw 2 of 2,37,33
131,2,8:58.0,W. Barton misses 2-pt jump shot from 8 ft,,37,33
132,2,8:56.0,Offensive rebound by W. Barton,,37,33
133,2,8:55.0,W. Barton misses 2-pt layup from 2 ft,,37,33
134,2,8:54.0,Offensive rebound by Team,,37,33
135,2,8:39.0,W. Barton misses 2-pt jump shot from 3 ft (block by G. Dieng),,37,33
136,2,8:38.0,,Defensive rebound by G. Dieng,37,33
137,2,8:31.0,,T. Prince makes 2-pt dunk at rim (assist by Z. LaVine),37,35
138,2,8:28.0,Denver full timeout,,37,35
139,2,8:18.0,K. Papanikolaou makes 2-pt layup at rim (assist by W. Barton),,39,35
140,2,8:02.0,,Z. LaVine misses 2-pt jump shot from 19 ft,39,35
141,2,8:01.0,Defensive rebound by R. Foye,,39,35
142,2,7:51.0,Personal foul by G. Dieng (drawn by N. Jokić),,39,35
143,2,7:39.0,N. Jokić makes 2-pt layup from 1 ft (assist by K. Papanikolaou),,41,35
144,2,7:25.0,,S. Muhammad makes 2-pt jump shot from 18 ft (assist by Z. LaVine),41,37
145,2,7:07.0,K. Papanikolaou misses 2-pt jump shot from 16 ft,,41,37
146,2,7:05.0,Offensive rebound by N. Jokić,,41,37
147,2,7:02.0,M. Miller misses 3-pt jump shot from 24 ft,,41,37
148,2,7:01.0,,Defensive rebound by G. Dieng,41,37
149,2,6:49.0,,Personal foul by K. Papanikolaou (drawn by Z. LaVine),41,37
150,2,6:39.0,,S. Muhammad misses 2-pt jump shot from 12 ft,41,37
151,2,6:38.0,Defensive rebound by W. Barton,,41,37
152,2,6:22.0,N. Jokić makes 2-pt hook shot from 7 ft,,43,37
153,2,6:06.0,,Z. LaVine misses 3-pt jump shot from 24 ft,43,37
154,2,6:05.0,Defensive rebound by K. Papanikolaou,,43,37
155,2,5:57.0,R. Foye makes 3-pt jump shot from 25 ft (assist by M. Miller),,46,37
156,2,5:33.0,,Turnover by S. Muhammad (lost ball; steal by N. Jokić),46,37
157,2,5:29.0,W. Barton makes 2-pt dunk at rim,,48,37
158,2,5:28.0,,Minnesota full timeout,48,37
159,2,5:28.0,,A. Wiggins enters the game for S. Muhammad,48,37
160,2,5:28.0,,R. Rubio enters the game for Z. LaVine,48,37
161,2,5:28.0,,K. Towns enters the game for G. Dieng,48,37
162,2,5:12.0,,A. Wiggins misses 2-pt jump shot from 16 ft,48,37
163,2,5:09.0,Defensive rebound by Team,,48,37
164,2,4:52.0,K. Papanikolaou makes 2-pt layup from 1 ft (assist by N. Jokić),,50,37
165,2,4:37.0,,Turnover by R. Rubio (bad pass; steal by M. Miller),50,37
166,2,4:18.0,R. Foye makes 3-pt jump shot from 26 ft (assist by M. Miller),,53,37
167,2,4:00.0,,K. Towns makes 2-pt jump shot from 14 ft (assist by R. Rubio),53,39
168,2,3:38.0,N. Jokić misses 2-pt jump shot from 4 ft,,53,39
169,2,3:37.0,,Defensive rebound by R. Rubio,53,39
170,2,3:37.0,,Personal foul by N. Jokić (drawn by R. Rubio),53,39
171,2,3:37.0,,K. Martin enters the game for T. Prince,53,39
172,2,3:37.0,J. Lauvergne enters the game for N. Jokić,,53,39
173,2,3:25.0,,A. Wiggins makes 2-pt jump shot from 5 ft (assist by R. Rubio),53,41
174,2,3:11.0,R. Foye makes 2-pt layup from 4 ft,,55,41
175,2,2:50.0,,A. Wiggins misses 2-pt layup at rim,55,41
176,2,2:49.0,Defensive rebound by J. Lauvergne,,55,41
177,2,2:39.0,R. Foye makes 3-pt jump shot from 25 ft (assist by J. Lauvergne),,58,41
178,2,2:28.0,,Minnesota full timeout,58,41
179,2,2:24.0,,K. Martin misses 2-pt jump shot from 10 ft,58,41
180,2,2:23.0,,Offensive rebound by K. Towns,58,41
181,2,2:21.0,,Personal foul by W. Barton (drawn by R. Rubio),58,41
182,2,2:13.0,,K. Martin misses 2-pt jump shot from 19 ft,58,41
183,2,2:12.0,,Offensive rebound by K. Towns,58,41
184,2,2:10.0,,Shooting foul by R. Foye (drawn by K. Towns),58,41
185,2,2:10.0,,K. Towns makes free throw 1 of 2,58,42
186,2,2:10.0,,K. Towns makes free throw 2 of 2,58,43
187,2,1:58.0,Personal foul by D. Rudež (drawn by J. Lauvergne),,58,43
188,2,1:50.0,Personal foul by K. Martin (drawn by W. Barton),,58,43
189,2,1:50.0,W. Barton misses free throw 1 of 2,,58,43
190,2,1:50.0,Offensive rebound by Team,,58,43
191,2,1:50.0,K. Faried enters the game for J. Lauvergne,,58,43
192,2,1:50.0,,A. Payne enters the game for D. Rudež,58,43
193,2,1:50.0,W. Barton makes free throw 2 of 2,,59,43
194,2,1:35.0,,A. Wiggins makes 2-pt jump shot from 7 ft,59,45
195,2,1:14.0,W. Barton misses 2-pt layup from 1 ft,,59,45
196,2,1:13.0,Offensive rebound by W. Barton,,59,45
197,2,1:11.0,W. Barton makes 2-pt layup from 1 ft,,61,45
198,2,0:57.0,,R. Rubio makes 2-pt layup at rim,61,47
199,2,0:33.0,K. Faried makes 2-pt layup from 1 ft,,63,47
200,2,0:15.0,,Shooting foul by K. Papanikolaou (drawn by K. Towns),63,47
201,2,0:15.0,,K. Towns makes free throw 1 of 2,63,48
202,2,0:15.0,,T. Prince enters the game for A. Payne,63,48
203,2,0:15.0,,K. Towns makes free throw 2 of 2,63,49
204,2,0:10.0,Denver full timeout,,63,49
205,2,0:00.0,W. Barton misses 2-pt layup from 4 ft,,63,49
206,2,0:00.0,Offensive rebound by Team,,63,49
207,3,11:46.0,,A. Wiggins makes 2-pt layup at rim (assist by R. Rubio),63,51
208,3,11:36.0,Personal foul by K. Martin (drawn by G. Harris),,63,51
209,3,11:21.0,D. Gallinari makes 2-pt jump shot from 20 ft,,65,51
210,3,11:04.0,,R. Rubio makes 3-pt jump shot from 24 ft (assist by A. Wiggins),65,54
211,3,10:47.0,K. Faried makes 2-pt jump shot from 14 ft (assist by J. Nelson),,67,54
212,3,10:29.0,,A. Wiggins makes 2-pt jump shot from 5 ft (assist by R. Rubio),67,56
213,3,10:17.0,Shooting foul by A. Wiggins (drawn by D. Gallinari),,67,56
214,3,10:17.0,D. Gallinari makes free throw 1 of 2,,68,56
215,3,10:17.0,D. Gallinari makes free throw 2 of 2,,69,56
216,3,10:06.0,,K. Towns makes 2-pt layup from 1 ft (assist by R. Rubio),69,58
217,3,10:05.0,Denver full timeout,,69,58
218,3,9:41.0,K. Faried makes 2-pt hook shot from 4 ft (assist by J. Nelson),,71,58
219,3,9:20.0,,R. Rubio misses 3-pt jump shot from 25 ft,71,58
220,3,9:19.0,Defensive rebound by J. Lauvergne,,71,58
221,3,9:01.0,J. Lauvergne makes 2-pt jump shot from 20 ft (assist by J. Nelson),,73,58
222,3,8:36.0,,Shooting foul by K. Faried (drawn by K. Garnett),73,58
223,3,8:36.0,,K. Garnett makes free throw 1 of 2,73,59
224,3,8:36.0,,K. Garnett makes free throw 2 of 2,73,60
225,3,8:16.0,J. Lauvergne makes 2-pt hook shot from 4 ft (assist by D. Gallinari),,75,60
226,3,8:05.0,,A. Wiggins makes 2-pt jump shot from 15 ft,75,62
227,3,7:46.0,Turnover by J. Lauvergne (dbl dribble),,75,62
228,3,7:31.0,,K. Martin misses 3-pt jump shot from 24 ft,75,62
229,3,7:30.0,Defensive rebound by J. Lauvergne,,75,62
230,3,7:21.0,Personal foul by K. Towns (drawn by J. Lauvergne),,75,62
231,3,7:13.0,Turnover by J. Nelson (bad pass; steal by K. Towns),,75,62
232,3,7:10.0,,Personal foul by D. Gallinari (drawn by A. Wiggins),75,62
233,3,6:59.0,,A. Wiggins misses 2-pt jump shot from 16 ft,75,62
234,3,6:58.0,Defensive rebound by K. Faried,,75,62
235,3,6:41.0,J. Nelson makes 3-pt jump shot from 24 ft (assist by D. Gallinari),,78,62
236,3,6:22.0,,Shooting foul by K. Faried (drawn by K. Towns),78,62
237,3,6:22.0,,K. Towns makes free throw 1 of 2,78,63
238,3,6:22.0,,N. Bjelica enters the game for K. Garnett,78,63
239,3,6:22.0,,K. Towns makes free throw 2 of 2,78,64
240,3,6:10.0,Shooting foul by N. Bjelica (drawn by D. Gallinari),,78,64
241,3,6:10.0,D. Gallinari misses free throw 1 of 2,,78,64
242,3,6:10.0,Offensive rebound by Team,,78,64
243,3,6:10.0,D. Gallinari misses free throw 2 of 2,,78,64
244,3,6:10.0,,Defensive rebound by K. Towns,78,64
245,3,5:54.0,,K. Martin misses 3-pt jump shot from 25 ft,78,64
246,3,5:52.0,,Offensive rebound by K. Towns,78,64
247,3,5:52.0,,K. Towns makes 2-pt dunk at rim,78,66
248,3,5:38.0,D. Gallinari makes 2-pt jump shot from 22 ft,,80,66
249,3,5:20.0,,K. Martin misses 2-pt jump shot from 17 ft,80,66
250,3,5:19.0,Defensive rebound by D. Gallinari,,80,66
251,3,5:13.0,Shooting foul by K. Towns (drawn by J. Lauvergne),,80,66
252,3,5:13.0,J. Lauvergne makes free throw 1 of 2,,81,66
253,3,5:13.0,,Z. LaVine enters the game for K. Martin,81,66
254,3,5:13.0,J. Lauvergne makes free throw 2 of 2,,82,66
255,3,5:04.0,,A. Wiggins misses 2-pt layup at rim,82,66
256,3,5:02.0,Defensive rebound by J. Nelson,,82,66
257,3,4:56.0,G. Harris misses 2-pt layup at rim (block by Z. LaVine),,82,66
258,3,4:54.0,,Defensive rebound by Z. LaVine,82,66
259,3,4:52.0,,Shooting foul by D. Gallinari (drawn by A. Wiggins),82,66
260,3,4:52.0,,A. Wiggins misses free throw 1 of 2,82,66
261,3,4:52.0,,Offensive rebound by Team,82,66
262,3,4:52.0,D. Arthur enters the game for J. Lauvergne,,82,66
263,3,4:52.0,,A. Wiggins makes free throw 2 of 2,82,67
264,3,4:37.0,Shooting foul by A. Wiggins (drawn by D. Gallinari),,82,67
265,3,4:37.0,D. Gallinari makes free throw 1 of 2,,83,67
266,3,4:37.0,D. Gallinari makes free throw 2 of 2,,84,67
267,3,4:22.0,,Z. LaVine makes 2-pt layup at rim,84,69
268,3,4:09.0,J. Nelson misses 3-pt jump shot from 25 ft,,84,69
269,3,4:08.0,,Defensive rebound by R. Rubio,84,69
270,3,4:06.0,,Shooting foul by J. Nelson (drawn by Z. LaVine),84,69
271,3,4:06.0,,Z. LaVine makes free throw 1 of 2,84,70
272,3,4:06.0,,Z. LaVine misses free throw 2 of 2,84,70
273,3,4:06.0,Defensive rebound by K. Faried,,84,70
274,3,3:40.0,G. Harris misses 2-pt jump shot from 14 ft,,84,70
275,3,3:39.0,,Defensive rebound by R. Rubio,84,70
276,3,3:27.0,,G. Dieng enters the game for K. Towns,84,70
277,3,3:27.0,W. Barton enters the game for G. Harris,,84,70
278,3,3:27.0,N. Jokić enters the game for K. Faried,,84,70
279,3,3:24.0,,Z. LaVine misses 3-pt jump shot from 26 ft,84,70
280,3,3:22.0,,Offensive rebound by N. Bjelica,84,70
281,3,3:17.0,,Z. LaVine makes 2-pt layup from 1 ft (assist by R. Rubio),84,72
282,3,3:04.0,D. Gallinari makes 3-pt jump shot from 24 ft (assist by W. Barton),,87,72
283,3,2:45.0,,G. Dieng makes 2-pt jump shot from 14 ft (assist by R. Rubio),87,74
284,3,2:18.0,Turnover by N. Jokić (lost ball),,87,74
285,3,2:18.0,,Minnesota full timeout,87,74
286,3,2:18.0,R. Foye enters the game for J. Nelson,,87,74
287,3,2:18.0,,A. Miller enters the game for R. Rubio,87,74
288,3,2:01.0,,Shooting foul by N. Jokić (drawn by A. Miller),87,74
289,3,2:01.0,,A. Miller misses free throw 1 of 2,87,74
290,3,2:01.0,,Offensive rebound by Team,87,74
291,3,2:01.0,,A. Miller misses free throw 2 of 2,87,74
292,3,2:00.0,,Offensive rebound by Z. LaVine,87,74
293,3,2:00.0,,Z. LaVine makes 2-pt dunk at rim,87,76
294,3,2:00.0,Denver full timeout,,87,76
295,3,1:40.0,D. Gallinari misses 2-pt jump shot from 10 ft (block by A. Wiggins),,87,76
296,3,1:38.0,,Defensive rebound by A. Wiggins,87,76
297,3,1:18.0,,A. Miller misses 2-pt layup from 1 ft (block by D. Arthur),87,76
298,3,1:17.0,,Offensive rebound by Team,87,76
299,3,1:16.0,,N. Bjelica misses 2-pt jump shot from 19 ft,87,76
300,3,1:16.0,,Offensive rebound by Team,87,76
301,3,1:16.0,,Turnover by Team (shot clock),87,76
302,3,1:00.0,R. Foye makes 2-pt jump shot from 21 ft,,89,76
303,3,0:47.0,,A. Wiggins makes 2-pt jump shot from 20 ft,89,78
304,3,0:32.0,W. Barton makes 3-pt jump shot from 24 ft (assist by N. Jokić),,92,78
305,3,0:07.0,Violation by W. Barton (def goaltending),,92,78
306,3,0:07.0,,A. Miller makes 2-pt layup from 1 ft (assist by Z. LaVine),92,80
307,3,0:01.0,W. Barton misses 3-pt jump shot from 25 ft,,92,80
308,3,0:01.0,Offensive rebound by D. Gallinari,,92,80
309,3,0:00.0,D. Gallinari misses 2-pt layup at rim,,92,80
310,3,0:00.0,Offensive rebound by Team,,92,80
311,4,11:46.0,Personal foul by G. Dieng (drawn by N. Jokić),,92,80
312,4,11:38.0,D. Arthur misses 3-pt jump shot from 24 ft,,92,80
313,4,11:37.0,,Defensive rebound by Z. LaVine,92,80
314,4,11:25.0,,Z. LaVine misses 2-pt jump shot from 16 ft,92,80
315,4,11:24.0,Defensive rebound by K. Papanikolaou,,92,80
316,4,11:19.0,Personal foul by A. Miller (drawn by W. Barton),,92,80
317,4,11:00.0,K. Papanikolaou misses 2-pt layup from 2 ft (block by N. Bjelica),,92,80
318,4,10:59.0,Offensive rebound by Team,,92,80
319,4,10:59.0,Turnover by Team (shot clock),,92,80
320,4,10:46.0,,Personal foul by D. Arthur (drawn by N. Bjelica),92,80
321,4,10:40.0,,Personal foul by K. Papanikolaou (drawn by S. Muhammad),92,80
322,4,10:26.0,,Z. LaVine misses 2-pt jump shot from 14 ft,92,80
323,4,10:24.0,,Offensive rebound by N. Bjelica,92,80
324,4,10:21.0,,G. Dieng misses 2-pt jump shot from 3 ft (block by N. Jokić),92,80
325,4,10:21.0,,Offensive rebound by Team,92,80
326,4,10:08.0,,S. Muhammad misses 2-pt jump shot from 19 ft,92,80
327,4,10:07.0,Defensive rebound by W. Barton,,92,80
328,4,9:59.0,Personal foul by G. Dieng (drawn by N. Jokić),,92,80
329,4,9:50.0,Turnover by W. Barton (traveling),,92,80
330,4,9:32.0,,N. Bjelica misses 3-pt jump shot from 24 ft,92,80
331,4,9:31.0,Defensive rebound by N. Jokić,,92,80
332,4,9:17.0,D. Arthur misses 2-pt jump shot from 13 ft,,92,80
333,4,9:15.0,Offensive rebound by N. Jokić,,92,80
334,4,9:11.0,Personal foul by N. Bjelica (drawn by D. Arthur),,92,80
335,4,9:11.0,,K. Towns enters the game for N. Bjelica,92,80
336,4,9:06.0,W. Barton makes 2-pt layup at rim (assist by R. Foye),,94,80
337,4,8:52.0,,Turnover by G. Dieng (bad pass; steal by D. Arthur),94,80
338,4,8:47.0,Turnover by W. Barton (bad pass; steal by G. Dieng),,94,80
339,4,8:41.0,,Z. LaVine misses 2-pt layup from 2 ft (block by N. Jokić),94,80
340,4,8:41.0,,Offensive rebound by Team,94,80
341,4,8:41.0,,Minnesota full timeout,94,80
342,4,8:41.0,K. Faried enters the game for D. Arthur,,94,80
343,4,8:33.0,,G. Dieng misses 2-pt jump shot from 19 ft,94,80
344,4,8:32.0,Defensive rebound by W. Barton,,94,80
345,4,8:14.0,N. Jokić makes 2-pt hook shot from 4 ft,,96,80
346,4,7:57.0,,A. Miller misses 2-pt jump shot from 11 ft,96,80
347,4,7:56.0,,Offensive rebound by G. Dieng,96,80
348,4,7:52.0,,Shooting foul by W. Barton (drawn by S. Muhammad),96,80
349,4,7:52.0,,S. Muhammad makes free throw 1 of 2,96,81
350,4,7:52.0,,R. Rubio enters the game for A. Miller,96,81
351,4,7:52.0,,S. Muhammad misses free throw 2 of 2,96,81
352,4,7:52.0,Defensive rebound by K. Faried,,96,81
353,4,7:41.0,Offensive foul by N. Jokić (drawn by G. Dieng),,96,81
354,4,7:41.0,Turnover by N. Jokić (offensive foul),,96,81
355,4,7:41.0,,A. Wiggins enters the game for S. Muhammad,96,81
356,4,7:22.0,,Z. LaVine misses 2-pt jump shot from 12 ft,96,81
357,4,7:21.0,,Offensive rebound by G. Dieng,96,81
358,4,7:10.0,,A. Wiggins misses 2-pt jump shot from 17 ft,96,81
359,4,7:09.0,Defensive rebound by K. Faried,,96,81
360,4,6:54.0,Turnover by K. Papanikolaou (lost ball),,96,81
361,4,6:54.0,J. Nelson enters the game for R. Foye,,96,81
362,4,6:42.0,,K. Towns makes 2-pt layup from 1 ft,96,83
363,4,6:27.0,K. Papanikolaou misses 3-pt jump shot from 24 ft,,96,83
364,4,6:26.0,,Defensive rebound by Team,96,83
365,4,6:26.0,D. Gallinari enters the game for K. Papanikolaou,,96,83
366,4,6:19.0,,Shooting foul by K. Faried (drawn by A. Wiggins),96,83
367,4,6:19.0,,A. Wiggins makes free throw 1 of 2,96,84
368,4,6:19.0,,A. Wiggins makes free throw 2 of 2,96,85
369,4,6:05.0,Personal foul by Z. LaVine (drawn by W. Barton),,96,85
370,4,6:05.0,W. Barton makes free throw 1 of 2,,97,85
371,4,6:05.0,G. Harris enters the game for N. Jokić,,97,85
372,4,6:05.0,,D. Rudež enters the game for G. Dieng,97,85
373,4,6:05.0,W. Barton makes free throw 2 of 2,,98,85
374,4,5:54.0,,R. Rubio misses 2-pt layup from 1 ft (block by K. Faried),98,85
375,4,5:52.0,Defensive rebound by J. Nelson,,98,85
376,4,5:40.0,D. Gallinari misses 3-pt jump shot from 23 ft,,98,85
377,4,5:39.0,,Defensive rebound by Z. LaVine,98,85
378,4,5:31.0,,Z. LaVine makes 2-pt jump shot from 16 ft,98,87
379,4,5:05.0,Turnover by G. Harris (bad pass; steal by Z. LaVine),,98,87
380,4,4:59.0,,Personal foul by J. Nelson (drawn by R. Rubio),98,87
381,4,4:59.0,,Minnesota full timeout,98,87
