,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,CHICAGO_ACTION,SACRAMENTO_SCORE,CHICAGO_SCORE
386,4,6:01.0,,J. Butler makes 2-pt layup from 1 ft,95,92
387,4,5:46.0,Personal foul by P. Gasol,,95,92
388,4,5:31.0,D. Collison misses 3-pt jump shot from 29 ft,,95,92
389,4,5:31.0,Offensive rebound by Team,,95,92
390,4,5:31.0,Turnover by Team (shot clock),,95,92
391,4,5:21.0,,Personal foul by R. Gay,95,92
392,4,5:21.0,,P. Gasol makes free throw 1 of 2,95,93
393,4,5:21.0,,P. Gasol makes free throw 2 of 2,95,94
394,4,5:07.0,Offensive foul by D. Cousins (drawn by P. Gasol),,95,94
395,4,5:07.0,Turnover by D. Cousins (offensive foul),,95,94
396,4,4:53.0,,D. Rose makes 2-pt jump shot from 16 ft,95,96
397,4,4:34.0,R. Gay misses 2-pt jump shot from 17 ft,,95,96
398,4,4:33.0,,Defensive rebound by P. Gasol,95,96
399,4,4:19.0,,J. Butler misses 2-pt layup at rim,95,96
400,4,4:19.0,Defensive rebound by Team,,95,96
401,4,4:19.0,,Loose ball foul by M. Dunleavy,95,96
402,4,4:04.0,Turnover by D. Cousins (step out of bounds),,95,96
403,4,3:50.0,,D. Rose makes 2-pt jump shot from 14 ft,95,98
404,4,3:50.0,Sacramento full timeout,,95,98
405,4,3:50.0,R. Rondo enters the game for M. Belinelli,,95,98
406,4,3:39.0,Personal foul by P. Gasol,,95,98
407,4,3:25.0,R. Gay misses 2-pt jump shot from 20 ft,,95,98
408,4,3:24.0,,Defensive rebound by P. Gasol,95,98
409,4,3:04.0,,P. Gasol misses 2-pt layup from 1 ft,95,98
410,4,3:03.0,,Offensive rebound by T. Gibson,95,98
411,4,3:03.0,,P. Gasol misses 2-pt layup from 1 ft,95,98
412,4,3:03.0,Defensive rebound by Team,,95,98
413,4,3:03.0,M. Belinelli enters the game for C. Butler,,95,98
414,4,2:51.0,D. Cousins misses 2-pt jump shot from 19 ft,,95,98
415,4,2:50.0,,Defensive rebound by J. Butler,95,98
416,4,2:39.0,,Personal foul by R. Rondo,95,98
417,4,2:39.0,,P. Gasol makes free throw 1 of 2,95,99
418,4,2:39.0,,P. Gasol makes free throw 2 of 2,95,100
419,4,2:21.0,Personal foul by T. Gibson,,95,100
420,4,2:16.0,R. Rondo makes 2-pt layup from 1 ft,,97,100
421,4,1:55.0,,D. Rose misses 2-pt jump shot from 18 ft,97,100
422,4,1:55.0,,Offensive rebound by P. Gasol,97,100
423,4,1:55.0,,P. Gasol misses 2-pt layup from 1 ft,97,100
424,4,1:55.0,,Offensive rebound by J. Butler,97,100
425,4,1:55.0,,J. Butler makes 2-pt layup at rim,97,102
426,4,1:45.0,Turnover by R. Rondo (bad pass; steal by T. Gibson),,97,102
427,4,1:28.0,,M. Dunleavy makes 3-pt jump shot from 24 ft (assist by J. Butler),97,105
428,4,1:28.0,Sacramento full timeout,,97,105
429,4,1:22.0,M. Belinelli makes 2-pt jump shot from 5 ft,,99,105
430,4,1:22.0,Shooting foul by M. Dunleavy (drawn by M. Belinelli),,99,105
431,4,1:22.0,M. Belinelli misses free throw 1 of 1,,99,105
432,4,1:20.0,,Defensive rebound by D. Rose,99,105
433,4,1:08.0,,J. Butler misses 2-pt layup from 2 ft (block by D. Cousins),99,105
434,4,1:08.0,,Offensive rebound by Team,99,105
435,4,1:05.0,,P. Gasol makes 2-pt jump shot from 21 ft (assist by D. Rose),99,107
436,4,0:53.0,M. Belinelli misses 3-pt jump shot from 24 ft,,99,107
437,4,0:52.0,Offensive rebound by D. Cousins,,99,107
438,4,0:45.0,R. Rondo misses 2-pt layup from 1 ft,,99,107
439,4,0:43.0,,Defensive rebound by D. Rose,99,107
440,4,0:26.0,,T. Gibson makes 2-pt jump shot from 16 ft (assist by D. Rose),99,109
441,4,0:19.0,D. Collison makes 3-pt jump shot from 25 ft,,102,109
