,QUARTER,TIME_REMAINING,TORONTO_ACTION,PHILADELPHIA_ACTION,TORONTO_SCORE,PHILADELPHIA_SCORE
155,2,7:37.0,J. Valančiūnas makes 2-pt jump shot from 16 ft (assist by P. Patterson),,44,41
156,2,7:15.0,,T. McConnell misses 3-pt jump shot from 27 ft,44,41
157,2,7:13.0,Defensive rebound by J. Valančiūnas,,44,41
158,2,6:53.0,Turnover by N. Powell (step out of bounds),,44,41
159,2,6:38.0,,J. Okafor makes 2-pt jump shot from 3 ft,44,43
160,2,6:38.0,,Shooting foul by J. Valančiūnas (drawn by J. Okafor),44,43
161,2,6:38.0,K. Lowry enters the game for P. Patterson,,44,43
162,2,6:38.0,,J. Okafor misses free throw 1 of 1,44,43
163,2,6:36.0,,Offensive rebound by J. Grant,44,43
164,2,6:34.0,,J. Grant misses 2-pt jump shot from 5 ft,44,43
165,2,6:32.0,,Offensive rebound by J. Okafor,44,43
166,2,6:32.0,,J. Okafor misses 2-pt layup at rim,44,43
167,2,6:30.0,,Offensive rebound by J. Grant,44,43
168,2,6:28.0,,N. Stauskas misses 3-pt jump shot from 25 ft,44,43
169,2,6:27.0,Defensive rebound by N. Powell,,44,43
170,2,6:11.0,J. Johnson makes 2-pt layup from 2 ft (assist by K. Lowry),,46,43
171,2,5:51.0,Official timeout,,46,43
172,2,5:51.0,,Personal foul by N. Powell (drawn by J. Grant),46,43
173,2,5:45.0,,Turnover by J. Okafor (bad pass; steal by N. Powell),46,43
174,2,5:40.0,N. Powell makes 2-pt dunk at rim,,48,43
175,2,5:18.0,,N. Stauskas makes 3-pt jump shot from 26 ft (assist by J. Grant),48,46
176,2,4:54.0,C. Joseph misses 2-pt jump shot from 7 ft,,48,46
177,2,4:52.0,Offensive rebound by J. Johnson,,48,46
178,2,4:44.0,J. Valančiūnas makes 2-pt hook shot from 4 ft (assist by N. Powell),,50,46
179,2,4:30.0,,Personal foul by K. Lowry (drawn by J. Grant),50,46
180,2,4:30.0,D. DeRozan enters the game for C. Joseph,,50,46
181,2,4:30.0,,I. Canaan enters the game for J. Sampson,50,46
182,2,4:18.0,,J. Okafor makes 2-pt jump shot from 7 ft,50,48
183,2,3:59.0,Shooting foul by J. Okafor (drawn by D. DeRozan),,50,48
184,2,3:59.0,D. DeRozan makes free throw 1 of 2,,51,48
185,2,3:59.0,D. DeRozan makes free throw 2 of 2,,52,48
186,2,3:45.0,,Turnover by I. Canaan (lost ball),52,48
187,2,3:28.0,J. Valančiūnas misses 2-pt layup from 2 ft (block by J. Okafor),,52,48
188,2,3:25.0,,Defensive rebound by J. Okafor,52,48
189,2,3:17.0,,N. Stauskas misses 2-pt layup from 1 ft,52,48
190,2,3:14.0,Defensive rebound by D. DeRozan,,52,48
191,2,3:10.0,N. Powell makes 2-pt layup at rim (assist by K. Lowry),,54,48
192,2,3:03.0,,J. Okafor misses 2-pt layup from 2 ft (block by J. Valančiūnas),54,48
193,2,3:01.0,Defensive rebound by J. Valančiūnas,,54,48
194,2,2:57.0,Turnover by J. Johnson (step out of bounds),,54,48
195,2,2:57.0,Toronto full timeout,,54,48
196,2,2:57.0,,H. Thompson enters the game for N. Stauskas,54,48
197,2,2:41.0,,J. Okafor makes 2-pt layup from 1 ft (assist by T. McConnell),54,50
198,2,2:23.0,D. DeRozan misses 2-pt jump shot from 14 ft,,54,50
199,2,2:22.0,Offensive rebound by J. Valančiūnas,,54,50
200,2,2:22.0,J. Valančiūnas makes 2-pt layup from 1 ft,,56,50
201,2,2:10.0,,Personal foul by N. Powell (drawn by I. Canaan),56,50
202,2,2:10.0,,I. Canaan makes free throw 1 of 3,56,51
203,2,2:10.0,,I. Canaan makes free throw 2 of 3,56,52
204,2,2:10.0,,P. Pressey enters the game for T. McConnell,56,52
205,2,2:10.0,,C. Wood enters the game for J. Okafor,56,52
206,2,2:10.0,B. Biyombo enters the game for N. Powell,,56,52
207,2,2:10.0,C. Joseph enters the game for J. Valančiūnas,,56,52
208,2,2:10.0,,I. Canaan makes free throw 3 of 3,56,53
209,2,1:58.0,K. Lowry misses 3-pt jump shot from 26 ft,,56,53
210,2,1:56.0,,Defensive rebound by C. Wood,56,53
211,2,1:51.0,,I. Canaan misses 3-pt jump shot from 25 ft,56,53
212,2,1:50.0,Defensive rebound by J. Johnson,,56,53
213,2,1:45.0,K. Lowry makes 2-pt layup at rim (assist by J. Johnson),,58,53
214,2,1:28.0,Offensive charge foul by H. Thompson (drawn by J. Johnson),,58,53
215,2,1:28.0,,Turnover by H. Thompson (offensive foul),58,53
216,2,1:17.0,Turnover by J. Johnson (lost ball; steal by J. Grant),,58,53
217,2,1:13.0,,J. Grant makes 2-pt dunk at rim (assist by P. Pressey),58,55
218,2,0:54.0,B. Biyombo misses 2-pt jump shot from 6 ft,,58,55
219,2,0:52.0,,Defensive rebound by J. Grant,58,55
220,2,0:47.0,,Philadelphia full timeout,58,55
221,2,0:47.0,P. Patterson enters the game for J. Johnson,,58,55
222,2,0:36.0,,C. Wood misses 2-pt jump shot from 20 ft,58,55
223,2,0:35.0,Defensive rebound by K. Lowry,,58,55
224,2,0:29.0,K. Lowry makes 2-pt layup from 2 ft,,60,55
225,2,0:08.0,,J. Grant makes 2-pt layup from 1 ft,60,57
226,2,0:01.0,Toronto full timeout,,60,57
227,2,0:01.0,,N. Stauskas enters the game for I. Canaan,60,57
228,2,0:01.0,,J. Sampson enters the game for P. Pressey,60,57
229,2,0:00.0,K. Lowry makes 3-pt jump shot from 27 ft (assist by C. Joseph),,63,57
230,3,11:46.0,K. Lowry misses 2-pt layup from 2 ft,,63,57
231,3,11:44.0,,Defensive rebound by T. McConnell,63,57
232,3,11:36.0,,T. McConnell misses 3-pt jump shot from 26 ft,63,57
233,3,11:34.0,Defensive rebound by J. Valančiūnas,,63,57
234,3,11:15.0,L. Scola makes 2-pt jump shot from 19 ft (assist by K. Lowry),,65,57
235,3,11:01.0,,Turnover by N. Stauskas (bad pass; steal by L. Scola),65,57
236,3,10:55.0,L. Scola makes 2-pt layup from 1 ft,,67,57
237,3,10:55.0,,Philadelphia full timeout,67,57
238,3,10:48.0,,Turnover by T. McConnell (bad pass; steal by K. Lowry),67,57
239,3,10:48.0,Personal foul by T. McConnell (drawn by K. Lowry),,67,57
240,3,10:37.0,J. Valančiūnas misses 2-pt hook shot from 7 ft,,67,57
241,3,10:35.0,Offensive rebound by D. DeRozan,,67,57
242,3,10:21.0,L. Scola misses 2-pt jump shot from 6 ft,,67,57
243,3,10:19.0,Offensive rebound by L. Scola,,67,57
244,3,10:18.0,L. Scola makes 2-pt layup from 1 ft,,69,57
245,3,9:58.0,,Turnover by J. Okafor (step out of bounds),69,57
246,3,9:47.0,J. Johnson misses 3-pt jump shot from 23 ft,,69,57
247,3,9:46.0,,Defensive rebound by J. Grant,69,57
248,3,9:35.0,,Personal foul by J. Johnson (drawn by N. Stauskas),69,57
249,3,9:23.0,,J. Sampson misses 2-pt jump shot from 18 ft,69,57
250,3,9:21.0,Defensive rebound by L. Scola,,69,57
251,3,9:05.0,J. Valančiūnas makes 2-pt layup from 2 ft,,71,57
252,3,8:46.0,,N. Stauskas misses 3-pt jump shot from 25 ft,71,57
253,3,8:45.0,Defensive rebound by J. Valančiūnas,,71,57
254,3,8:35.0,Shooting foul by J. Okafor (drawn by J. Valančiūnas),,71,57
255,3,8:35.0,J. Valančiūnas misses free throw 1 of 2,,71,57
256,3,8:35.0,Offensive rebound by Team,,71,57
257,3,8:35.0,,I. Canaan enters the game for N. Stauskas,71,57
258,3,8:35.0,J. Valančiūnas makes free throw 2 of 2,,72,57
259,3,8:24.0,,J. Okafor misses 2-pt layup at rim,72,57
260,3,8:22.0,Defensive rebound by K. Lowry,,72,57
261,3,8:19.0,,Offensive charge foul by K. Lowry (drawn by T. McConnell),72,57
262,3,8:19.0,Turnover by K. Lowry (offensive foul),,72,57
263,3,8:19.0,C. Joseph enters the game for J. Johnson,,72,57
264,3,7:57.0,,J. Grant misses 2-pt jump shot from 6 ft (block by L. Scola),72,57
265,3,7:55.0,,Offensive rebound by J. Grant,72,57
266,3,7:54.0,,I. Canaan misses 3-pt jump shot from 26 ft,72,57
267,3,7:52.0,Defensive rebound by J. Valančiūnas,,72,57
268,3,7:43.0,K. Lowry makes 2-pt jump shot from 18 ft,,74,57
269,3,7:31.0,,J. Grant makes 2-pt dunk at rim (assist by T. McConnell),74,59
270,3,7:17.0,L. Scola makes 3-pt jump shot from 25 ft (assist by K. Lowry),,77,59
271,3,7:04.0,,J. Grant makes 2-pt dunk at rim (assist by T. McConnell),77,61
272,3,6:46.0,D. DeRozan misses 2-pt jump shot from 8 ft,,77,61
273,3,6:44.0,Offensive rebound by D. DeRozan,,77,61
274,3,6:34.0,Shooting foul by T. McConnell (drawn by K. Lowry),,77,61
275,3,6:34.0,K. Lowry makes free throw 1 of 2,,78,61
276,3,6:34.0,,H. Thompson enters the game for J. Sampson,78,61
277,3,6:34.0,K. Lowry makes free throw 2 of 2,,79,61
278,3,6:23.0,,J. Okafor makes 2-pt dunk at rim (assist by T. McConnell),79,63
279,3,6:06.0,Personal foul by H. Thompson (drawn by D. DeRozan),,79,63
280,3,5:54.0,L. Scola makes 2-pt jump shot from 12 ft,,81,63
281,3,5:40.0,,J. Okafor misses 2-pt jump shot from 11 ft,81,63
282,3,5:39.0,Defensive rebound by J. Valančiūnas,,81,63
283,3,5:30.0,,C. Wood enters the game for J. Grant,81,63
284,3,5:17.0,L. Scola makes 2-pt hook shot from 8 ft,,83,63
285,3,5:00.0,,H. Thompson makes 3-pt jump shot from 23 ft (assist by T. McConnell),83,66
286,3,4:54.0,Offensive foul by L. Scola (drawn by C. Wood),,83,66
287,3,4:54.0,Turnover by L. Scola (offensive foul),,83,66
288,3,4:54.0,,P. Pressey enters the game for T. McConnell,83,66
289,3,4:43.0,,C. Wood misses 3-pt jump shot from 26 ft,83,66
290,3,4:41.0,Defensive rebound by J. Valančiūnas,,83,66
291,3,4:31.0,L. Scola makes 2-pt jump shot from 19 ft (assist by K. Lowry),,85,66
292,3,4:17.0,,J. Okafor makes 2-pt jump shot from 13 ft (assist by I. Canaan),85,68
293,3,4:00.0,L. Scola misses 3-pt jump shot from 23 ft,,85,68
294,3,3:59.0,,Defensive rebound by H. Thompson,85,68
295,3,3:52.0,,I. Canaan misses 2-pt hook shot from 7 ft,85,68
296,3,3:49.0,Defensive rebound by D. DeRozan,,85,68
297,3,3:44.0,L. Scola makes 2-pt layup from 1 ft (assist by D. DeRozan),,87,68
298,3,3:44.0,,Philadelphia full timeout,87,68
299,3,3:44.0,B. Biyombo enters the game for J. Valančiūnas,,87,68
300,3,3:38.0,,Personal foul by L. Scola (drawn by C. Wood),87,68
301,3,3:26.0,,Turnover by J. Okafor (lost ball; steal by K. Lowry),87,68
302,3,3:24.0,Shooting foul by J. Okafor (drawn by K. Lowry),,87,68
303,3,3:24.0,K. Lowry misses free throw 1 of 2,,87,68
304,3,3:24.0,Offensive rebound by Team,,87,68
305,3,3:24.0,,N. Stauskas enters the game for J. Okafor,87,68
306,3,3:24.0,P. Patterson enters the game for L. Scola,,87,68
307,3,3:24.0,K. Lowry makes free throw 2 of 2,,88,68
308,3,3:07.0,,H. Thompson makes 3-pt jump shot from 25 ft (assist by C. Wood),88,71
309,3,2:48.0,Turnover by P. Patterson (traveling),,88,71
310,3,2:48.0,Toronto full timeout,,88,71
311,3,2:35.0,,N. Stauskas makes 2-pt layup from 1 ft,88,73
312,3,2:06.0,K. Lowry makes 2-pt jump shot from 3 ft,,90,73
313,3,1:51.0,,Shooting foul by B. Biyombo (drawn by P. Pressey),90,73
314,3,1:51.0,,P. Pressey makes free throw 1 of 2,90,74
315,3,1:51.0,,P. Pressey makes free throw 2 of 2,90,75
316,3,1:33.0,Personal block foul by P. Pressey (drawn by K. Lowry),,90,75
317,3,1:33.0,K. Lowry makes free throw 1 of 2,,91,75
318,3,1:33.0,K. Lowry makes free throw 2 of 2,,92,75
319,3,1:26.0,,C. Wood misses 2-pt dunk at rim (block by B. Biyombo),92,75
320,3,1:23.0,Defensive rebound by P. Patterson,,92,75
321,3,1:19.0,K. Lowry misses 3-pt jump shot from 25 ft,,92,75
322,3,1:15.0,Offensive rebound by P. Patterson,,92,75
323,3,1:06.0,N. Powell enters the game for D. DeRozan,,92,75
324,3,1:02.0,B. Biyombo makes 2-pt layup from 1 ft (assist by C. Joseph),,94,75
325,3,0:51.0,,N. Stauskas misses 3-pt jump shot from 25 ft,94,75
326,3,0:50.0,Defensive rebound by B. Biyombo,,94,75
327,3,0:38.0,Turnover by K. Lowry (bad pass; steal by P. Pressey),,94,75
328,3,0:34.0,,C. Wood makes 2-pt dunk at rim (assist by P. Pressey),94,77
329,3,0:19.0,C. Joseph makes 2-pt layup at rim (assist by K. Lowry),,96,77
330,3,0:04.0,,I. Canaan misses 3-pt jump shot from 25 ft,96,77
331,3,0:03.0,Defensive rebound by P. Patterson,,96,77
332,3,0:01.0,C. Joseph misses 3-pt jump shot from 34 ft,,96,77
333,3,0:00.0,Offensive rebound by Team,,96,77
334,4,11:51.0,,Shooting foul by C. Joseph (drawn by P. Pressey),96,77
335,4,11:51.0,,P. Pressey makes free throw 1 of 2,96,78
336,4,11:51.0,,P. Pressey misses free throw 2 of 2,96,78
337,4,11:49.0,Defensive rebound by J. Johnson,,96,78
338,4,11:27.0,C. Joseph makes 2-pt layup from 1 ft,,98,78
339,4,11:07.0,,J. Grant misses 2-pt jump shot from 3 ft,98,78
340,4,11:05.0,Defensive rebound by B. Biyombo,,98,78
341,4,10:43.0,B. Biyombo misses 2-pt jump shot from 4 ft,,98,78
342,4,10:41.0,Offensive rebound by B. Biyombo,,98,78
343,4,10:41.0,B. Biyombo misses 2-pt layup from 1 ft,,98,78
344,4,10:39.0,Offensive rebound by B. Biyombo,,98,78
345,4,10:39.0,B. Biyombo misses 2-pt layup from 2 ft (block by J. Grant),,98,78
346,4,10:36.0,,Defensive rebound by J. Grant,98,78
347,4,10:33.0,Violation by P. Patterson (kicked ball),,98,78
348,4,10:21.0,,H. Thompson makes 3-pt jump shot from 25 ft (assist by P. Pressey),98,81
349,4,10:01.0,J. Johnson makes 2-pt layup from 2 ft,,100,81
350,4,10:01.0,,Philadelphia full timeout,100,81
351,4,9:49.0,,H. Thompson misses 3-pt jump shot from 29 ft,100,81
352,4,9:47.0,Defensive rebound by N. Powell,,100,81
353,4,9:25.0,Shooting foul by J. Grant (drawn by C. Joseph),,100,81
354,4,9:25.0,C. Joseph makes free throw 1 of 2,,101,81
355,4,9:25.0,C. Joseph makes free throw 2 of 2,,102,81
356,4,9:15.0,,P. Pressey misses 3-pt jump shot from 26 ft,102,81
357,4,9:14.0,Defensive rebound by B. Biyombo,,102,81
358,4,9:00.0,N. Powell misses 3-pt jump shot from 25 ft,,102,81
359,4,8:59.0,,Defensive rebound by P. Pressey,102,81
360,4,8:53.0,,I. Canaan makes 3-pt jump shot from 25 ft (assist by P. Pressey),102,84
361,4,8:34.0,Shooting foul by J. Grant (drawn by J. Johnson),,102,84
362,4,8:34.0,J. Johnson makes free throw 1 of 2,,103,84
363,4,8:34.0,,T. McConnell enters the game for P. Pressey,103,84
364,4,8:34.0,,J. Sampson enters the game for N. Stauskas,103,84
365,4,8:34.0,J. Johnson makes free throw 2 of 2,,104,84
366,4,8:20.0,,I. Canaan makes 3-pt jump shot from 25 ft (assist by T. McConnell),104,87
367,4,7:56.0,J. Johnson misses 2-pt jump shot from 9 ft,,104,87
368,4,7:55.0,,Defensive rebound by H. Thompson,104,87
369,4,7:46.0,,I. Canaan misses 3-pt jump shot from 26 ft,104,87
370,4,7:44.0,Defensive rebound by P. Patterson,,104,87
371,4,7:33.0,P. Patterson misses 3-pt jump shot from 25 ft,,104,87
372,4,7:31.0,,Defensive rebound by J. Grant,104,87
373,4,7:20.0,,J. Grant misses 3-pt jump shot from 23 ft,104,87
374,4,7:19.0,Defensive rebound by J. Johnson,,104,87
375,4,7:13.0,N. Powell misses 2-pt jump shot from 3 ft (block by J. Grant),,104,87
376,4,7:11.0,Offensive rebound by N. Powell,,104,87
377,4,7:11.0,N. Powell misses 2-pt jump shot from 3 ft,,104,87
378,4,7:11.0,Offensive rebound by B. Biyombo,,104,87
379,4,7:11.0,,Loose ball foul by J. Sampson (drawn by B. Biyombo),104,87
380,4,7:11.0,,J. Okafor enters the game for J. Grant,104,87
