,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,DETROIT_ACTION,BROOKLYN_SCORE,DETROIT_SCORE
345,4,7:45.0,Offensive rebound by H. Sims,,81,90
346,4,7:41.0,H. Sims misses 2-pt layup from 2 ft,,81,90
347,4,7:39.0,,Defensive rebound by A. Tolliver,81,90
348,4,7:34.0,,A. Tolliver makes 3-pt jump shot from 24 ft (assist by K. Caldwell-Pope),81,93
349,4,7:34.0,Brooklyn full timeout,,81,93
350,4,7:34.0,T. Young enters the game for T. Robinson,,81,93
351,4,7:21.0,T. Young makes 2-pt jump shot from 3 ft (assist by S. Larkin),,83,93
352,4,7:07.0,,A. Baynes makes 2-pt layup at rim (assist by S. Johnson),83,95
353,4,6:59.0,Turnover by S. Larkin (lost ball),,83,95
354,4,6:44.0,,K. Caldwell-Pope makes 3-pt jump shot from 26 ft (assist by A. Baynes),83,98
355,4,6:37.0,Brooklyn full timeout,,83,98
356,4,6:37.0,B. Bogdanović enters the game for S. Karasev,,83,98
357,4,6:25.0,T. Young misses 2-pt jump shot from 16 ft,,83,98
358,4,6:24.0,,Defensive rebound by K. Caldwell-Pope,83,98
359,4,6:10.0,,Turnover by K. Caldwell-Pope (bad pass; steal by T. Young),83,98
360,4,6:04.0,T. Young makes 2-pt layup at rim,,85,98
361,4,5:36.0,,S. Blake misses 2-pt jump shot from 15 ft,85,98
362,4,5:36.0,,Offensive rebound by A. Baynes,85,98
363,4,5:35.0,,A. Baynes misses 2-pt layup from 1 ft,85,98
364,4,5:34.0,,Offensive rebound by A. Tolliver,85,98
365,4,5:33.0,,A. Tolliver makes 2-pt layup at rim,85,100
366,4,5:13.0,B. Bogdanović misses 2-pt jump shot from 4 ft (block by A. Baynes),,85,100
367,4,5:12.0,,Defensive rebound by S. Blake,85,100
368,4,5:09.0,,K. Caldwell-Pope makes 2-pt layup at rim (assist by S. Blake),85,102
369,4,4:57.0,Personal foul by S. Johnson,,85,102
370,4,4:57.0,B. Bogdanović makes free throw 1 of 2,,86,102
371,4,4:57.0,B. Bogdanović makes free throw 2 of 2,,87,102
372,4,4:44.0,,Turnover by K. Caldwell-Pope (lost ball),87,102
373,4,4:26.0,H. Sims makes 2-pt jump shot from 12 ft (assist by T. Young),,89,102
374,4,4:04.0,,A. Tolliver misses 3-pt jump shot from 26 ft,89,102
375,4,4:04.0,,Offensive rebound by Team,89,102
376,4,4:04.0,Loose ball foul by H. Sims,,89,102
377,4,4:04.0,,A. Baynes makes free throw 1 of 2,89,103
378,4,4:04.0,,A. Baynes makes free throw 2 of 2,89,104
379,4,3:47.0,S. Larkin misses 3-pt jump shot from 25 ft,,89,104
380,4,3:43.0,,Defensive rebound by S. Johnson,89,104
381,4,3:37.0,,A. Baynes misses 2-pt layup at rim (block by T. Young),89,104
382,4,3:36.0,,Offensive rebound by A. Baynes,89,104
383,4,3:31.0,,Shooting foul by S. Kilpatrick (drawn by A. Tolliver),89,104
384,4,3:31.0,,A. Tolliver misses free throw 1 of 2,89,104
385,4,3:31.0,,Offensive rebound by Team,89,104
386,4,3:31.0,W. Reed enters the game for H. Sims,,89,104
387,4,3:31.0,,A. Tolliver misses free throw 2 of 2,89,104
