,QUARTER,TIME_REMAINING,ATLANTA_ACTION,PHILADELPHIA_ACTION,ATLANTA_SCORE,PHILADELPHIA_SCORE
138,2,8:05.0,M. Scott makes 2-pt layup from 1 ft (assist by T. Sefolosha),,36,22
139,2,7:43.0,,J. Okafor makes 2-pt jump shot from 3 ft,36,24
140,2,7:32.0,Shooting block foul by N. Noel (drawn by D. Schröder),,36,24
141,2,7:32.0,D. Schröder makes free throw 1 of 2,,37,24
142,2,7:32.0,K. Korver enters the game for T. Sefolosha,,37,24
143,2,7:32.0,T. Splitter enters the game for A. Horford,,37,24
144,2,7:32.0,D. Schröder makes free throw 2 of 2,,38,24
145,2,7:23.0,,Personal foul by D. Schröder (drawn by I. Canaan),38,24
146,2,7:13.0,,J. Okafor misses 2-pt layup from 2 ft,38,24
147,2,7:12.0,Defensive rebound by K. Korver,,38,24
148,2,7:00.0,T. Hardaway makes 2-pt jump shot from 19 ft (assist by K. Korver),,40,24
149,2,6:45.0,,Personal foul by T. Splitter (drawn by I. Canaan),40,24
150,2,6:45.0,J. Teague enters the game for D. Schröder,,40,24
151,2,6:45.0,,H. Thompson enters the game for I. Canaan,40,24
152,2,6:30.0,,H. Thompson makes 2-pt jump shot from 7 ft (assist by N. Stauskas),40,26
153,2,6:09.0,T. Hardaway makes 3-pt jump shot from 27 ft (assist by M. Scott),,43,26
154,2,5:55.0,,Shooting block foul by J. Teague (drawn by J. Okafor),43,26
155,2,5:55.0,,J. Okafor makes 2-pt layup from 2 ft,43,28
156,2,5:55.0,Official timeout,,43,28
157,2,5:55.0,,J. Okafor makes free throw 1 of 1,43,29
158,2,5:45.0,T. Hardaway misses 2-pt jump shot from 17 ft (block by N. Stauskas),,43,29
159,2,5:44.0,Offensive rebound by T. Splitter,,43,29
160,2,5:42.0,Turnover by K. Korver (bad pass; steal by N. Noel),,43,29
161,2,5:36.0,,J. Okafor makes 2-pt dunk at rim (assist by N. Noel),43,31
162,2,5:25.0,M. Scott misses 3-pt jump shot from 25 ft,,43,31
163,2,5:23.0,,Defensive rebound by J. Okafor,43,31
164,2,5:17.0,,Personal foul by T. Hardaway (drawn by N. Noel),43,31
165,2,5:17.0,P. Millsap enters the game for M. Scott,,43,31
166,2,5:17.0,K. Bazemore enters the game for T. Hardaway,,43,31
167,2,5:08.0,,Personal foul by P. Millsap (drawn by N. Noel),43,31
168,2,5:08.0,,N. Noel misses free throw 1 of 2,43,31
169,2,5:08.0,,Offensive rebound by Team,43,31
170,2,5:08.0,,N. Noel makes free throw 2 of 2,43,32
171,2,4:52.0,K. Bazemore makes 3-pt jump shot from 23 ft (assist by P. Millsap),,46,32
172,2,4:35.0,,N. Stauskas misses 3-pt jump shot from 26 ft,46,32
173,2,4:34.0,,Offensive rebound by J. Okafor,46,32
174,2,4:30.0,,J. Okafor makes 2-pt jump shot from 9 ft,46,34
175,2,4:30.0,,Shooting foul by T. Splitter (drawn by J. Okafor),46,34
176,2,4:30.0,,J. Okafor misses free throw 1 of 1,46,34
177,2,4:29.0,Defensive rebound by K. Bazemore,,46,34
178,2,4:17.0,K. Bazemore misses 3-pt jump shot from 26 ft,,46,34
179,2,4:16.0,Offensive rebound by P. Millsap,,46,34
180,2,4:10.0,T. Splitter makes 2-pt dunk at rim (assist by K. Bazemore),,48,34
181,2,3:56.0,,J. Okafor misses 2-pt jump shot from 10 ft,48,34
182,2,3:55.0,Defensive rebound by K. Korver,,48,34
183,2,3:50.0,J. Teague misses 2-pt layup from 2 ft,,48,34
184,2,3:47.0,,Defensive rebound by J. Okafor,48,34
185,2,3:43.0,,N. Noel makes 2-pt dunk at rim (assist by I. Smith),48,36
186,2,3:40.0,Atlanta full timeout,,48,36
187,2,3:40.0,,C. Landry enters the game for J. Okafor,48,36
188,2,3:40.0,A. Horford enters the game for T. Splitter,,48,36
189,2,3:28.0,K. Bazemore makes 2-pt layup from 1 ft,,50,36
190,2,3:21.0,,Turnover by I. Smith (bad pass),50,36
191,2,3:20.0,K. Korver misses 3-pt jump shot from 25 ft,,50,36
192,2,3:19.0,Offensive rebound by P. Millsap,,50,36
193,2,3:18.0,P. Millsap makes 2-pt layup from 1 ft,,52,36
194,2,2:54.0,,C. Landry misses 2-pt jump shot from 22 ft,52,36
195,2,2:53.0,Defensive rebound by K. Bazemore,,52,36
196,2,2:44.0,K. Korver misses 3-pt jump shot from 22 ft,,52,36
197,2,2:43.0,,Defensive rebound by I. Smith,52,36
198,2,2:32.0,,C. Landry makes 2-pt jump shot from 7 ft (assist by N. Noel),52,38
199,2,2:32.0,,Shooting foul by P. Millsap (drawn by C. Landry),52,38
200,2,2:32.0,,C. Landry misses free throw 1 of 1,52,38
201,2,2:32.0,Defensive rebound by K. Bazemore,,52,38
202,2,2:14.0,K. Bazemore misses 2-pt jump shot from 3 ft,,52,38
203,2,2:12.0,Offensive rebound by A. Horford,,52,38
204,2,2:12.0,A. Horford makes 2-pt layup from 1 ft,,54,38
205,2,1:59.0,,C. Landry makes 2-pt jump shot from 7 ft (assist by I. Smith),54,40
206,2,1:42.0,Shooting foul by N. Noel (drawn by P. Millsap),,54,40
207,2,1:42.0,P. Millsap makes free throw 1 of 2,,55,40
208,2,1:42.0,T. Sefolosha enters the game for K. Korver,,55,40
209,2,1:42.0,,R. Holmes enters the game for N. Noel,55,40
210,2,1:42.0,P. Millsap makes free throw 2 of 2,,56,40
211,2,1:36.0,,Turnover by I. Smith (bad pass; steal by T. Sefolosha),56,40
212,2,1:17.0,J. Teague makes 2-pt layup from 1 ft,,58,40
213,2,0:59.0,,I. Smith misses 2-pt jump shot from 18 ft,58,40
214,2,0:58.0,,Offensive rebound by C. Landry,58,40
215,2,0:56.0,,C. Landry makes 2-pt jump shot from 4 ft,58,42
216,2,0:47.0,P. Millsap misses 3-pt jump shot from 25 ft,,58,42
217,2,0:46.0,,Defensive rebound by C. Landry,58,42
218,2,0:37.0,,C. Landry misses 2-pt jump shot from 20 ft,58,42
219,2,0:36.0,Defensive rebound by A. Horford,,58,42
220,2,0:23.0,J. Teague makes 3-pt jump shot from 23 ft (assist by P. Millsap),,61,42
221,2,0:02.0,,I. Smith makes 2-pt jump shot from 12 ft,61,44
222,3,11:45.0,,N. Stauskas makes 3-pt jump shot from 24 ft (assist by J. Sampson),61,47
223,3,11:35.0,K. Korver makes 3-pt jump shot from 24 ft (assist by K. Bazemore),,64,47
224,3,11:24.0,,J. Sampson misses 2-pt layup from 2 ft (block by K. Bazemore),64,47
225,3,11:21.0,,Offensive rebound by J. Sampson,64,47
226,3,11:14.0,,Turnover by J. Okafor (lost ball; steal by J. Teague),64,47
227,3,10:59.0,P. Millsap makes 2-pt layup from 2 ft (assist by J. Teague),,66,47
228,3,10:41.0,,N. Noel misses 2-pt jump shot from 15 ft,66,47
229,3,10:39.0,Defensive rebound by P. Millsap,,66,47
230,3,10:35.0,A. Horford makes 2-pt layup from 2 ft (assist by P. Millsap),,68,47
231,3,10:35.0,Shooting foul by I. Smith (drawn by A. Horford),,68,47
232,3,10:35.0,A. Horford makes free throw 1 of 1,,69,47
233,3,10:27.0,,Shooting foul by K. Bazemore (drawn by N. Stauskas),69,47
234,3,10:27.0,,N. Stauskas misses free throw 1 of 2,69,47
235,3,10:27.0,,Offensive rebound by Team,69,47
236,3,10:27.0,,N. Stauskas makes free throw 2 of 2,69,48
237,3,10:19.0,A. Horford makes 2-pt layup from 2 ft (assist by J. Teague),,71,48
238,3,10:02.0,,J. Okafor misses 2-pt layup at rim (block by A. Horford),71,48
239,3,10:01.0,,Offensive rebound by J. Okafor,71,48
240,3,10:00.0,,J. Okafor makes 2-pt layup from 1 ft,71,50
241,3,9:48.0,K. Bazemore makes 3-pt jump shot from 23 ft (assist by J. Teague),,74,50
242,3,9:39.0,,Shooting foul by A. Horford (drawn by J. Sampson),74,50
243,3,9:39.0,,J. Sampson makes free throw 1 of 2,74,51
244,3,9:39.0,,J. Sampson makes free throw 2 of 2,74,52
245,3,9:30.0,Turnover by J. Teague (bad pass; steal by N. Noel),,74,52
246,3,9:25.0,,Shooting foul by K. Korver (drawn by J. Sampson),74,52
247,3,9:25.0,,J. Sampson misses free throw 1 of 2,74,52
248,3,9:25.0,,Offensive rebound by Team,74,52
249,3,9:25.0,,J. Sampson misses free throw 2 of 2,74,52
250,3,9:24.0,Defensive rebound by A. Horford,,74,52
251,3,9:18.0,K. Bazemore misses 3-pt jump shot from 25 ft,,74,52
252,3,9:16.0,Offensive rebound by A. Horford,,74,52
253,3,9:08.0,K. Bazemore misses 3-pt jump shot from 25 ft,,74,52
254,3,9:06.0,,Defensive rebound by N. Noel,74,52
255,3,8:59.0,,I. Smith makes 2-pt jump shot from 1 ft,74,54
256,3,8:50.0,,Violation by J. Okafor (def goaltending),74,54
257,3,8:50.0,J. Teague makes 2-pt layup from 1 ft,,76,54
258,3,8:40.0,,Turnover by N. Noel (bad pass; steal by P. Millsap),76,54
259,3,8:34.0,A. Horford misses 3-pt jump shot from 26 ft,,76,54
260,3,8:32.0,,Defensive rebound by Team,76,54
261,3,8:15.0,,Shooting foul by A. Horford (drawn by J. Okafor),76,54
262,3,8:15.0,,J. Okafor makes free throw 1 of 2,76,55
263,3,8:15.0,,J. Okafor makes free throw 2 of 2,76,56
264,3,8:03.0,P. Millsap misses 2-pt jump shot from 10 ft,,76,56
265,3,8:01.0,,Defensive rebound by J. Sampson,76,56
266,3,7:43.0,,N. Stauskas misses 3-pt jump shot from 25 ft,76,56
267,3,7:42.0,Defensive rebound by A. Horford,,76,56
268,3,7:30.0,P. Millsap makes 2-pt dunk at rim (assist by K. Bazemore),,78,56
269,3,7:29.0,,Philadelphia full timeout,78,56
270,3,7:15.0,,Turnover by J. Okafor (bad pass; steal by K. Korver),78,56
271,3,7:04.0,P. Millsap makes 2-pt layup from 3 ft (assist by K. Korver),,80,56
272,3,7:01.0,,Philadelphia full timeout,80,56
273,3,7:01.0,,H. Thompson enters the game for N. Stauskas,80,56
274,3,6:52.0,,I. Smith makes 2-pt jump shot from 19 ft,80,58
275,3,6:37.0,Turnover by J. Teague (bad pass; steal by J. Sampson),,80,58
276,3,6:31.0,,H. Thompson makes 3-pt jump shot from 24 ft (assist by J. Sampson),80,61
277,3,6:12.0,A. Horford misses 2-pt jump shot from 13 ft,,80,61
278,3,6:10.0,,Defensive rebound by Team,80,61
279,3,6:10.0,T. Sefolosha enters the game for K. Bazemore,,80,61
280,3,6:00.0,,I. Smith misses 2-pt layup from 1 ft,80,61
281,3,5:59.0,,Offensive rebound by N. Noel,80,61
282,3,5:57.0,,N. Noel misses 2-pt layup from 1 ft,80,61
283,3,5:56.0,Defensive rebound by K. Korver,,80,61
284,3,5:46.0,A. Horford misses 2-pt jump shot from 2 ft,,80,61
285,3,5:44.0,,Defensive rebound by N. Noel,80,61
286,3,5:31.0,,J. Okafor misses 2-pt layup from 2 ft,80,61
287,3,5:29.0,,Offensive rebound by N. Noel,80,61
288,3,5:28.0,,N. Noel makes 2-pt layup at rim,80,63
289,3,5:28.0,,Violation by Team (delay of game),80,63
290,3,5:06.0,A. Horford misses 2-pt jump shot from 14 ft,,80,63
291,3,5:03.0,,Defensive rebound by J. Sampson,80,63
292,3,4:55.0,,J. Okafor misses 2-pt jump shot from 16 ft,80,63
293,3,4:53.0,,Offensive rebound by N. Noel,80,63
294,3,4:50.0,,N. Noel misses 2-pt jump shot from 2 ft,80,63
295,3,4:49.0,,Offensive rebound by N. Noel,80,63
296,3,4:49.0,,N. Noel makes 2-pt layup from 2 ft,80,65
297,3,4:48.0,Atlanta full timeout,,80,65
298,3,4:48.0,T. Splitter enters the game for A. Horford,,80,65
299,3,4:48.0,D. Schröder enters the game for K. Korver,,80,65
300,3,4:48.0,K. Bazemore enters the game for J. Teague,,80,65
301,3,4:48.0,,I. Canaan enters the game for J. Sampson,80,65
302,3,4:48.0,,J. Grant enters the game for J. Okafor,80,65
303,3,4:24.0,T. Splitter misses 2-pt layup from 1 ft (block by N. Noel),,80,65
304,3,4:23.0,Offensive rebound by Team,,80,65
305,3,4:23.0,Turnover by Team (shot clock),,80,65
306,3,4:12.0,,H. Thompson makes 2-pt jump shot from 9 ft (assist by I. Smith),80,67
307,3,3:52.0,Turnover by D. Schröder (lost ball; steal by J. Grant),,80,67
308,3,3:46.0,,I. Smith makes 2-pt layup from 2 ft,80,69
309,3,3:36.0,P. Millsap makes 2-pt jump shot from 4 ft (assist by T. Sefolosha),,82,69
310,3,3:20.0,,J. Grant makes 2-pt layup from 2 ft (assist by I. Canaan),82,71
311,3,3:20.0,,Shooting foul by T. Splitter (drawn by J. Grant),82,71
312,3,3:20.0,,J. Grant misses free throw 1 of 1,82,71
313,3,3:19.0,,Offensive rebound by N. Noel,82,71
314,3,3:16.0,,Turnover by N. Noel (lost ball; steal by K. Bazemore),82,71
315,3,3:12.0,K. Bazemore makes 2-pt jump shot from 7 ft,,84,71
316,3,3:12.0,Shooting foul by N. Noel (drawn by K. Bazemore),,84,71
317,3,3:12.0,K. Bazemore makes free throw 1 of 1,,85,71
318,3,3:05.0,,Turnover by I. Canaan (lost ball),85,71
319,3,2:59.0,P. Millsap makes 2-pt layup at rim (assist by D. Schröder),,87,71
320,3,2:47.0,,Turnover by I. Smith (bad pass; steal by D. Schröder),87,71
321,3,2:43.0,Shooting block foul by I. Canaan (drawn by K. Bazemore),,87,71
322,3,2:43.0,K. Bazemore makes free throw 1 of 2,,88,71
323,3,2:43.0,,T. McConnell enters the game for I. Smith,88,71
324,3,2:43.0,,C. Landry enters the game for N. Noel,88,71
325,3,2:43.0,K. Bazemore makes free throw 2 of 2,,89,71
326,3,2:31.0,,Turnover by J. Grant (bad pass; steal by T. Sefolosha),89,71
327,3,2:16.0,T. Sefolosha makes 2-pt dunk at rim (assist by D. Schröder),,91,71
328,3,2:05.0,,J. Grant makes 2-pt layup from 2 ft (assist by H. Thompson),91,73
329,3,2:05.0,,Shooting foul by K. Bazemore (drawn by J. Grant),91,73
330,3,2:05.0,,J. Grant misses free throw 1 of 1,91,73
331,3,2:04.0,Defensive rebound by P. Millsap,,91,73
332,3,1:51.0,K. Bazemore makes 2-pt layup from 1 ft (assist by D. Schröder),,93,73
333,3,1:40.0,,Def 3 sec tech foul by T. Splitter,93,73
334,3,1:40.0,M. Scott enters the game for P. Millsap,,93,73
335,3,1:40.0,,I. Canaan makes technical free throw,93,74
336,3,1:31.0,,Turnover by T. McConnell (bad pass; steal by K. Bazemore),93,74
337,3,1:23.0,K. Bazemore makes 2-pt jump shot from 9 ft,,95,74
338,3,1:13.0,,Turnover by C. Landry (lost ball; steal by T. Splitter),95,74
339,3,1:12.0,Personal foul by C. Landry (drawn by K. Bazemore),,95,74
340,3,1:01.0,Offensive foul by D. Schröder (drawn by C. Landry),,95,74
341,3,1:01.0,Turnover by D. Schröder (offensive foul),,95,74
342,3,0:46.0,,J. Grant makes 2-pt layup from 2 ft,95,76
343,3,0:32.0,M. Scott misses 3-pt jump shot from 28 ft,,95,76
344,3,0:29.0,,Defensive rebound by T. McConnell,95,76
345,3,0:10.0,,Turnover by T. McConnell (lost ball; steal by D. Schröder),95,76
346,3,0:06.0,T. Sefolosha makes 2-pt layup from 1 ft (assist by K. Bazemore),,97,76
347,3,0:06.0,Shooting foul by I. Canaan (drawn by T. Sefolosha),,97,76
348,3,0:06.0,A. Horford enters the game for T. Splitter,,97,76
349,3,0:06.0,T. Sefolosha misses free throw 1 of 1,,97,76
350,3,0:00.0,,Defensive rebound by C. Landry,97,76
351,4,11:41.0,D. Schröder makes 2-pt jump shot from 14 ft (assist by A. Horford),,99,76
352,4,11:30.0,,Turnover by T. McConnell (bad pass; steal by T. Hardaway),99,76
353,4,11:26.0,T. Hardaway misses 2-pt jump shot from 17 ft,,99,76
354,4,11:24.0,Offensive rebound by A. Horford,,99,76
355,4,11:24.0,Shooting foul by J. Okafor (drawn by A. Horford),,99,76
356,4,11:24.0,A. Horford makes free throw 1 of 2,,100,76
357,4,11:24.0,,R. Covington enters the game for T. McConnell,100,76
358,4,11:24.0,,K. Marshall enters the game for H. Thompson,100,76
359,4,11:24.0,A. Horford makes free throw 2 of 2,,101,76
360,4,11:12.0,,K. Marshall misses 2-pt jump shot from 14 ft,101,76
361,4,11:10.0,,Offensive rebound by J. Okafor,101,76
362,4,11:08.0,,J. Okafor makes 2-pt dunk at rim,101,78
363,4,10:44.0,D. Schröder makes 3-pt jump shot from 25 ft (assist by A. Horford),,104,78
364,4,10:30.0,,Personal foul by D. Schröder (drawn by I. Canaan),104,78
365,4,10:21.0,,Turnover by J. Grant (bad pass; steal by A. Horford),104,78
366,4,10:20.0,D. Schröder misses 2-pt layup at rim,,104,78
367,4,10:19.0,,Defensive rebound by J. Grant,104,78
368,4,10:12.0,,Shooting foul by D. Schröder (drawn by I. Canaan),104,78
369,4,10:12.0,,I. Canaan makes free throw 1 of 2,104,79
370,4,10:12.0,,I. Canaan misses free throw 2 of 2,104,79
371,4,10:11.0,Defensive rebound by T. Sefolosha,,104,79
372,4,9:51.0,T. Sefolosha makes 2-pt layup from 2 ft (assist by T. Hardaway),,106,79
373,4,9:29.0,,I. Canaan misses 3-pt jump shot from 25 ft,106,79
374,4,9:27.0,Defensive rebound by T. Sefolosha,,106,79
375,4,9:15.0,D. Schröder makes 3-pt jump shot from 22 ft (assist by A. Horford),,109,79
376,4,9:14.0,,Philadelphia full timeout,109,79
377,4,9:14.0,J. Holiday enters the game for T. Sefolosha,,109,79
378,4,9:14.0,M. Muscala enters the game for A. Horford,,109,79
379,4,9:14.0,,J. Sampson enters the game for I. Canaan,109,79
380,4,9:00.0,,R. Covington misses 3-pt jump shot from 26 ft,109,79
