,QUARTER,TIME_REMAINING,DETROIT_ACTION,INDIANA_ACTION,DETROIT_SCORE,INDIANA_SCORE
59,1,2:15.0,,P. George makes 2-pt layup from 2 ft,14,30
60,1,1:50.0,M. Morris makes 2-pt jump shot from 17 ft,,16,30
61,1,1:49.0,,Indiana full timeout,16,30
62,1,1:49.0,B. Jennings enters the game for R. Jackson,,16,30
63,1,1:49.0,,C. Miles enters the game for G. Hill,16,30
64,1,1:49.0,,J. Young enters the game for M. Ellis,16,30
65,1,1:49.0,,M. Turner misses 2-pt jump shot from 7 ft,16,30
66,1,1:49.0,Defensive rebound by A. Tolliver,,16,30
67,1,1:24.0,A. Tolliver makes 3-pt jump shot from 24 ft (assist by B. Jennings),,19,30
68,1,1:10.0,,C. Miles misses 3-pt jump shot from 25 ft,19,30
69,1,1:10.0,Defensive rebound by A. Baynes,,19,30
70,1,1:04.0,A. Tolliver misses 2-pt layup from 1 ft (block by M. Turner),,19,30
71,1,1:01.0,,Defensive rebound by P. George,19,30
72,1,0:57.0,,Shooting block foul by A. Baynes (drawn by P. George),19,30
73,1,0:57.0,,P. George makes free throw 1 of 2,19,31
74,1,0:57.0,,P. George makes free throw 2 of 2,19,32
75,1,0:44.0,Shooting foul by P. George (drawn by M. Morris),,19,32
76,1,0:44.0,M. Morris makes free throw 1 of 2,,20,32
77,1,0:44.0,M. Morris misses free throw 2 of 2,,20,32
78,1,0:44.0,,Defensive rebound by M. Turner,20,32
79,1,0:22.0,,J. Hill misses 2-pt jump shot from 3 ft,20,32
80,1,0:22.0,Defensive rebound by A. Tolliver,,20,32
81,1,0:13.0,Personal foul by C. Miles (drawn by A. Baynes),,20,32
82,1,0:13.0,A. Baynes makes free throw 1 of 2,,21,32
83,1,0:13.0,A. Baynes makes free throw 2 of 2,,22,32
84,1,0:00.0,,J. Young makes 2-pt jump shot from 13 ft,22,34
85,2,11:42.0,,C. Miles makes 2-pt jump shot from 12 ft,22,36
86,2,11:23.0,A. Tolliver misses 3-pt jump shot from 26 ft,,22,36
87,2,11:21.0,Offensive rebound by A. Baynes,,22,36
88,2,11:21.0,A. Baynes misses 2-pt layup at rim,,22,36
89,2,11:21.0,,Defensive rebound by J. Hill,22,36
90,2,11:12.0,,Turnover by J. Hill (bad pass; steal by A. Tolliver),22,36
91,2,11:10.0,Personal foul by C. Miles (drawn by D. Hilliard),,22,36
92,2,10:58.0,,Violation by J. Hill (kicked ball),22,36
93,2,10:45.0,A. Baynes misses 2-pt layup at rim,,22,36
94,2,10:45.0,,Defensive rebound by L. Allen,22,36
95,2,10:35.0,,L. Allen makes 2-pt layup at rim (assist by C. Miles),22,38
96,2,10:20.0,D. Hilliard makes 2-pt layup from 1 ft,,24,38
97,2,9:58.0,,C. Miles misses 2-pt jump shot from 19 ft,24,38
98,2,9:56.0,,Offensive rebound by Team,24,38
99,2,9:56.0,Loose ball foul by S. Johnson (drawn by G. Robinson),,24,38
100,2,9:36.0,,J. Young misses 2-pt jump shot from 4 ft (block by A. Baynes),24,38
101,2,9:35.0,,Offensive rebound by L. Allen,24,38
102,2,9:35.0,,Turnover by C. Miles (lost ball),24,38
103,2,9:21.0,S. Johnson misses 3-pt jump shot from 23 ft,,24,38
104,2,9:21.0,,Defensive rebound by L. Allen,24,38
105,2,9:05.0,,Turnover by L. Allen (offensive foul),24,38
106,2,9:05.0,Offensive charge foul by L. Allen (drawn by A. Baynes),,24,38
107,2,8:51.0,S. Johnson misses 2-pt layup from 2 ft,,24,38
108,2,8:50.0,Offensive rebound by A. Baynes,,24,38
109,2,8:50.0,A. Baynes misses 2-pt layup from 1 ft,,24,38
110,2,8:50.0,,Defensive rebound by L. Allen,24,38
111,2,8:30.0,,Personal foul by D. Hilliard (drawn by G. Robinson),24,38
112,2,8:30.0,Official timeout,,24,38
113,2,8:30.0,A. Drummond enters the game for A. Baynes,,24,38
114,2,8:27.0,,J. Young makes 3-pt jump shot from 24 ft (assist by G. Robinson),24,41
115,2,8:08.0,B. Jennings makes 2-pt layup from 3 ft,,26,41
116,2,7:51.0,,L. Allen misses 2-pt jump shot from 19 ft,26,41
117,2,7:51.0,,Offensive rebound by J. Hill,26,41
118,2,7:48.0,,J. Hill misses 2-pt jump shot from 8 ft (block by A. Drummond),26,41
119,2,7:46.0,,Offensive rebound by Team,26,41
120,2,7:42.0,,Turnover by J. Young (bad pass; steal by S. Johnson),26,41
121,2,7:39.0,S. Johnson makes 2-pt dunk from 1 ft,,28,41
122,2,7:20.0,,C. Miles makes 2-pt jump shot from 14 ft,28,43
123,2,7:05.0,Shooting foul by C. Miles (drawn by D. Hilliard),,28,43
124,2,7:05.0,D. Hilliard misses free throw 1 of 3,,28,43
125,2,7:05.0,Offensive rebound by Team,,28,43
126,2,7:05.0,D. Hilliard misses free throw 2 of 3,,28,43
127,2,7:05.0,Offensive rebound by Team,,28,43
128,2,7:05.0,,P. George enters the game for C. Miles,28,43
129,2,7:05.0,D. Hilliard makes free throw 3 of 3,,29,43
130,2,6:54.0,,Personal foul by D. Hilliard (drawn by G. Robinson),29,43
131,2,6:54.0,M. Morris enters the game for D. Hilliard,,29,43
132,2,6:54.0,,Indiana full timeout,29,43
133,2,6:43.0,,P. George makes 2-pt jump shot from 18 ft,29,45
134,2,6:20.0,A. Drummond makes 2-pt hook shot from 6 ft,,31,45
135,2,5:58.0,,L. Allen makes 2-pt layup from 3 ft (assist by P. George),31,47
136,2,5:31.0,M. Morris misses 3-pt jump shot from 24 ft,,31,47
137,2,5:31.0,Offensive rebound by A. Drummond,,31,47
138,2,5:31.0,A. Drummond misses 2-pt layup from 2 ft,,31,47
139,2,5:31.0,Offensive rebound by A. Drummond,,31,47
140,2,5:31.0,Turnover by A. Drummond (lost ball),,31,47
141,2,5:31.0,,I. Mahinmi enters the game for J. Hill,31,47
142,2,5:31.0,E. İlyasova enters the game for A. Tolliver,,31,47
143,2,5:31.0,R. Jackson enters the game for B. Jennings,,31,47
144,2,5:18.0,,P. George makes 2-pt jump shot from 12 ft,31,49
145,2,5:18.0,,Shooting foul by M. Morris (drawn by P. George),31,49
146,2,5:18.0,,P. George makes free throw 1 of 1,31,50
147,2,5:05.0,S. Johnson makes 2-pt hook shot from 11 ft,,33,50
148,2,4:49.0,,Shooting foul by A. Drummond (drawn by G. Robinson),33,50
149,2,4:49.0,,G. Robinson makes free throw 1 of 2,33,51
150,2,4:49.0,,M. Turner enters the game for L. Allen,33,51
151,2,4:49.0,,M. Ellis enters the game for J. Young,33,51
152,2,4:49.0,,G. Robinson makes free throw 2 of 2,33,52
153,2,4:36.0,S. Johnson makes 2-pt jump shot from 10 ft,,35,52
154,2,4:21.0,,Turnover by P. George (bad pass),35,52
155,2,4:04.0,E. İlyasova misses 3-pt jump shot from 24 ft,,35,52
156,2,4:04.0,,Defensive rebound by P. George,35,52
157,2,3:54.0,,Personal foul by M. Morris (drawn by P. George),35,52
158,2,3:54.0,,P. George makes free throw 1 of 2,35,53
159,2,3:54.0,,G. Hill enters the game for G. Robinson,35,53
160,2,3:54.0,,P. George misses free throw 2 of 2,35,53
161,2,3:54.0,Defensive rebound by A. Drummond,,35,53
162,2,3:40.0,R. Jackson misses 2-pt jump shot from 21 ft,,35,53
163,2,3:38.0,,Defensive rebound by G. Hill,35,53
164,2,3:27.0,,Personal foul by E. İlyasova (drawn by I. Mahinmi),35,53
165,2,3:27.0,,I. Mahinmi misses free throw 1 of 2,35,53
166,2,3:27.0,,Offensive rebound by Team,35,53
167,2,3:27.0,,I. Mahinmi makes free throw 2 of 2,35,54
168,2,3:12.0,E. İlyasova makes 3-pt jump shot from 23 ft (assist by M. Morris),,38,54
169,2,2:56.0,,Turnover by P. George (lost ball; steal by M. Morris),38,54
170,2,2:56.0,,Loose ball foul by P. George (drawn by M. Morris),38,54
171,2,2:56.0,Detroit full timeout,,38,54
172,2,2:46.0,R. Jackson makes 2-pt jump shot from 9 ft,,40,54
173,2,2:29.0,,P. George misses 2-pt jump shot from 16 ft,40,54
174,2,2:29.0,Defensive rebound by A. Drummond,,40,54
175,2,2:14.0,Offensive foul by A. Drummond (drawn by I. Mahinmi),,40,54
176,2,2:14.0,Turnover by A. Drummond (offensive foul),,40,54
177,2,2:06.0,,G. Hill makes 2-pt layup from 2 ft,40,56
178,2,1:48.0,Shooting foul by M. Ellis (drawn by S. Johnson),,40,56
179,2,1:48.0,S. Johnson makes free throw 1 of 2,,41,56
180,2,1:48.0,A. Baynes enters the game for A. Drummond,,41,56
181,2,1:48.0,S. Johnson makes free throw 2 of 2,,42,56
182,2,1:36.0,,Turnover by M. Ellis (bad pass),42,56
183,2,1:27.0,Shooting foul by P. George (drawn by M. Morris),,42,56
184,2,1:27.0,M. Morris makes free throw 1 of 2,,43,56
185,2,1:27.0,,S. Hill enters the game for P. George,43,56
186,2,1:27.0,,J. Hill enters the game for I. Mahinmi,43,56
187,2,1:27.0,R. Bullock enters the game for S. Johnson,,43,56
188,2,1:27.0,M. Morris misses free throw 2 of 2,,43,56
189,2,1:27.0,,Defensive rebound by J. Hill,43,56
190,2,1:08.0,,M. Turner misses 2-pt jump shot from 20 ft,43,56
191,2,1:07.0,,Offensive rebound by S. Hill,43,56
192,2,1:03.0,,M. Turner makes 2-pt layup from 3 ft (assist by S. Hill),43,58
193,2,0:55.0,R. Jackson makes 3-pt jump shot from 24 ft,,46,58
194,2,0:40.0,,G. Hill makes 2-pt layup from 2 ft,46,60
195,2,0:32.0,R. Jackson makes 2-pt layup from 1 ft,,48,60
196,2,0:10.0,,G. Hill misses 2-pt jump shot from 10 ft,48,60
197,2,0:09.0,,Offensive rebound by J. Hill,48,60
198,2,0:09.0,,J. Hill makes 2-pt layup from 2 ft,48,62
199,2,0:01.0,E. İlyasova misses 3-pt jump shot from 25 ft,,48,62
200,2,0:01.0,Offensive rebound by Team,,48,62
201,3,11:35.0,,M. Ellis misses 3-pt jump shot from 24 ft,48,62
202,3,11:35.0,Defensive rebound by A. Drummond,,48,62
203,3,11:19.0,E. İlyasova misses 2-pt jump shot from 18 ft,,48,62
204,3,11:19.0,,Defensive rebound by P. George,48,62
205,3,11:08.0,,Shooting foul by A. Drummond (drawn by I. Mahinmi),48,62
206,3,11:08.0,,I. Mahinmi makes free throw 1 of 2,48,63
207,3,11:08.0,,I. Mahinmi misses free throw 2 of 2,48,63
208,3,11:08.0,Defensive rebound by M. Morris,,48,63
209,3,10:45.0,S. Johnson misses 2-pt jump shot from 18 ft,,48,63
210,3,10:45.0,,Defensive rebound by P. George,48,63
211,3,10:35.0,,Shooting foul by M. Morris (drawn by P. George),48,63
212,3,10:35.0,,P. George makes free throw 1 of 3,48,64
213,3,10:35.0,,P. George makes free throw 2 of 3,48,65
214,3,10:35.0,,P. George makes free throw 3 of 3,48,66
215,3,10:15.0,M. Morris makes 2-pt layup at rim,,50,66
216,3,10:05.0,,P. George makes 3-pt jump shot from 25 ft,50,69
217,3,9:51.0,S. Johnson misses 3-pt jump shot from 26 ft,,50,69
218,3,9:50.0,,Defensive rebound by G. Hill,50,69
219,3,9:29.0,,G. Hill misses 2-pt jump shot from 17 ft,50,69
220,3,9:29.0,Defensive rebound by S. Johnson,,50,69
221,3,9:14.0,R. Jackson makes 3-pt jump shot from 22 ft (assist by S. Johnson),,53,69
222,3,9:00.0,,Personal block foul by E. İlyasova (drawn by P. George),53,69
223,3,8:51.0,,M. Turner makes 2-pt jump shot from 5 ft,53,71
224,3,8:32.0,E. İlyasova misses 3-pt jump shot from 23 ft,,53,71
225,3,8:31.0,,Defensive rebound by P. George,53,71
226,3,8:26.0,,Shooting foul by M. Morris (drawn by P. George),53,71
227,3,8:26.0,,P. George makes free throw 1 of 2,53,72
228,3,8:26.0,D. Hilliard enters the game for M. Morris,,53,72
229,3,8:26.0,,P. George makes free throw 2 of 2,53,73
230,3,8:07.0,D. Hilliard misses 2-pt layup at rim,,53,73
231,3,8:06.0,,Defensive rebound by I. Mahinmi,53,73
232,3,7:59.0,,G. Hill misses 3-pt jump shot from 24 ft,53,73
233,3,7:59.0,Defensive rebound by S. Johnson,,53,73
234,3,7:47.0,E. İlyasova misses 2-pt jump shot from 11 ft,,53,73
235,3,7:46.0,,Defensive rebound by G. Hill,53,73
236,3,7:33.0,,P. George misses 2-pt jump shot from 19 ft,53,73
237,3,7:32.0,Defensive rebound by S. Johnson,,53,73
238,3,7:28.0,,Offensive charge foul by S. Johnson (drawn by P. George),53,73
239,3,7:28.0,Turnover by S. Johnson (offensive foul),,53,73
240,3,7:28.0,A. Tolliver enters the game for E. İlyasova,,53,73
241,3,7:08.0,,I. Mahinmi misses 2-pt jump shot from 15 ft,53,73
242,3,7:06.0,Defensive rebound by D. Hilliard,,53,73
243,3,6:39.0,Turnover by A. Drummond (lost ball; steal by M. Ellis),,53,73
244,3,6:31.0,,G. Hill misses 3-pt jump shot from 26 ft,53,73
245,3,6:30.0,Defensive rebound by S. Johnson,,53,73
246,3,6:22.0,Shooting foul by P. George (drawn by R. Jackson),,53,73
247,3,6:22.0,R. Jackson makes free throw 1 of 2,,54,73
248,3,6:22.0,,C. Miles enters the game for P. George,54,73
249,3,6:22.0,R. Jackson makes free throw 2 of 2,,55,73
250,3,6:09.0,,Offensive foul by M. Turner (drawn by R. Jackson),55,73
251,3,6:09.0,,Turnover by M. Turner (offensive foul),55,73
252,3,5:50.0,Shooting foul by I. Mahinmi (drawn by A. Tolliver),,55,73
253,3,5:50.0,,Indiana full timeout,55,73
254,3,5:50.0,A. Tolliver makes free throw 1 of 2,,56,73
255,3,5:50.0,A. Tolliver misses free throw 2 of 2,,56,73
256,3,5:50.0,,Defensive rebound by M. Ellis,56,73
257,3,5:30.0,,Turnover by M. Ellis (step out of bounds),56,73
258,3,5:10.0,D. Hilliard makes 3-pt jump shot from 23 ft (assist by R. Jackson),,59,73
259,3,5:00.0,,Personal foul by D. Hilliard (drawn by M. Ellis),59,73
260,3,5:00.0,,M. Ellis makes free throw 1 of 2,59,74
261,3,5:00.0,,M. Ellis makes free throw 2 of 2,59,75
262,3,4:48.0,A. Tolliver makes 3-pt jump shot from 25 ft (assist by R. Jackson),,62,75
263,3,4:33.0,,M. Turner misses 2-pt layup from 1 ft,62,75
264,3,4:33.0,Defensive rebound by A. Drummond,,62,75
265,3,4:26.0,Shooting foul by M. Turner (drawn by A. Tolliver),,62,75
266,3,4:26.0,A. Tolliver makes free throw 1 of 2,,63,75
267,3,4:26.0,A. Tolliver misses free throw 2 of 2,,63,75
268,3,4:26.0,,Defensive rebound by M. Turner,63,75
269,3,4:11.0,,G. Hill misses 2-pt jump shot from 12 ft,63,75
270,3,4:11.0,Defensive rebound by A. Drummond,,63,75
271,3,4:01.0,D. Hilliard misses 3-pt jump shot from 24 ft,,63,75
272,3,4:01.0,Offensive rebound by A. Tolliver,,63,75
273,3,3:55.0,R. Jackson makes 3-pt jump shot from 26 ft (assist by A. Tolliver),,66,75
274,3,3:55.0,,Indiana full timeout,66,75
275,3,3:55.0,,J. Hill enters the game for I. Mahinmi,66,75
276,3,3:55.0,,J. Young enters the game for G. Hill,66,75
277,3,3:45.0,,C. Miles makes 2-pt jump shot from 20 ft (assist by J. Hill),66,77
278,3,3:25.0,D. Hilliard makes 3-pt jump shot from 24 ft (assist by A. Drummond),,69,77
279,3,3:13.0,,M. Turner makes 2-pt layup from 1 ft (assist by M. Ellis),69,79
280,3,3:03.0,Personal foul by J. Young,,69,79
281,3,3:03.0,,L. Allen enters the game for M. Turner,69,79
282,3,3:03.0,Personal foul by J. Young,,69,79
283,3,3:03.0,R. Jackson misses free throw 1 of 2,,69,79
284,3,3:03.0,Offensive rebound by Team,,69,79
285,3,3:03.0,R. Jackson makes free throw 2 of 2,,70,79
286,3,2:42.0,,Turnover by C. Miles (bad pass; steal by A. Tolliver),70,79
287,3,2:36.0,S. Johnson makes 2-pt layup from 1 ft,,72,79
288,3,2:19.0,,M. Ellis misses 2-pt jump shot from 18 ft,72,79
289,3,2:16.0,,Offensive rebound by J. Hill,72,79
290,3,2:13.0,,Shooting foul by S. Johnson (drawn by L. Allen),72,79
291,3,2:13.0,Detroit full timeout,,72,79
292,3,2:13.0,B. Jennings enters the game for R. Jackson,,72,79
293,3,2:13.0,,L. Allen misses free throw 1 of 2,72,79
294,3,2:13.0,,Offensive rebound by Team,72,79
295,3,2:13.0,,L. Allen makes free throw 2 of 2,72,80
296,3,2:01.0,A. Tolliver misses 3-pt jump shot from 26 ft,,72,80
297,3,2:00.0,Offensive rebound by S. Johnson,,72,80
298,3,1:47.0,A. Drummond misses 2-pt layup from 1 ft,,72,80
299,3,1:46.0,Offensive rebound by A. Drummond,,72,80
300,3,1:46.0,A. Drummond makes 2-pt layup from 1 ft,,74,80
301,3,1:30.0,,J. Hill makes 2-pt layup from 2 ft (assist by M. Ellis),74,82
302,3,1:15.0,B. Jennings makes 2-pt jump shot from 19 ft,,76,82
303,3,1:00.0,,J. Hill makes 2-pt layup from 1 ft,76,84
304,3,0:42.0,D. Hilliard misses 3-pt jump shot from 23 ft,,76,84
305,3,0:41.0,Offensive rebound by Team,,76,84
306,3,0:33.0,S. Johnson makes 2-pt hook shot from 6 ft,,78,84
307,3,0:18.0,,J. Young makes 3-pt jump shot from 24 ft (assist by C. Miles),78,87
308,3,0:02.0,A. Tolliver makes 3-pt jump shot from 23 ft (assist by S. Johnson),,81,87
309,3,0:01.0,,Turnover by J. Hill (bad pass),81,87
310,4,11:47.0,Turnover by A. Drummond (lost ball; steal by J. Hill),,81,87
311,4,11:27.0,,Shooting foul by D. Hilliard (drawn by C. Miles),81,87
312,4,11:27.0,,C. Miles makes free throw 1 of 2,81,88
313,4,11:27.0,,C. Miles misses free throw 2 of 2,81,88
314,4,11:27.0,Defensive rebound by A. Drummond,,81,88
315,4,11:12.0,A. Drummond makes 2-pt dunk from 1 ft (assist by B. Jennings),,83,88
316,4,10:58.0,,L. Allen misses 2-pt jump shot from 8 ft,83,88
317,4,10:56.0,,Offensive rebound by J. Hill,83,88
318,4,10:56.0,,J. Hill makes 2-pt dunk from 1 ft,83,90
319,4,10:43.0,Shooting foul by J. Hill (drawn by M. Morris),,83,90
320,4,10:43.0,M. Morris makes free throw 1 of 2,,84,90
321,4,10:43.0,M. Morris misses free throw 2 of 2,,84,90
322,4,10:43.0,,Defensive rebound by J. Hill,84,90
323,4,10:24.0,,J. Hill makes 2-pt jump shot from 11 ft (assist by S. Hill),84,92
324,4,10:03.0,A. Drummond misses 2-pt hook shot from 9 ft,,84,92
325,4,10:02.0,,Defensive rebound by C. Miles,84,92
326,4,9:53.0,,Personal foul by B. Jennings (drawn by G. Hill),84,92
327,4,9:46.0,,G. Hill makes 2-pt jump shot from 10 ft,84,94
328,4,9:33.0,Turnover by D. Hilliard (bad pass; steal by J. Hill),,84,94
329,4,9:29.0,,Turnover by S. Hill (bad pass; steal by A. Tolliver),84,94
330,4,9:21.0,B. Jennings misses 3-pt jump shot from 25 ft,,84,94
331,4,9:19.0,,Defensive rebound by L. Allen,84,94
332,4,9:02.0,,G. Hill misses 2-pt jump shot from 9 ft,84,94
333,4,9:01.0,Defensive rebound by A. Tolliver,,84,94
334,4,8:53.0,,Offensive charge foul by B. Jennings (drawn by C. Miles),84,94
335,4,8:53.0,Turnover by B. Jennings (offensive foul),,84,94
336,4,8:53.0,Official timeout,,84,94
337,4,8:53.0,S. Johnson enters the game for D. Hilliard,,84,94
338,4,8:43.0,,C. Miles makes 3-pt jump shot from 26 ft (assist by J. Hill),84,97
339,4,8:29.0,Personal foul by S. Hill (drawn by M. Morris),,84,97
340,4,8:19.0,M. Morris misses 3-pt jump shot from 24 ft,,84,97
341,4,8:18.0,Offensive rebound by Team,,84,97
342,4,8:10.0,Personal foul by S. Hill (drawn by M. Morris),,84,97
343,4,7:58.0,A. Tolliver makes 3-pt jump shot from 24 ft (assist by M. Morris),,87,97
344,4,7:43.0,,C. Miles misses 3-pt jump shot from 23 ft,87,97
345,4,7:41.0,Defensive rebound by A. Drummond,,87,97
346,4,7:31.0,A. Drummond makes 2-pt dunk from 1 ft (assist by B. Jennings),,89,97
347,4,7:16.0,,Turnover by S. Hill (bad pass; steal by B. Jennings),89,97
348,4,7:10.0,B. Jennings misses 3-pt jump shot from 25 ft,,89,97
349,4,7:09.0,,Defensive rebound by L. Allen,89,97
350,4,6:53.0,,G. Hill misses 2-pt jump shot from 19 ft,89,97
351,4,6:52.0,Defensive rebound by S. Johnson,,89,97
352,4,6:49.0,Personal foul by G. Hill (drawn by S. Johnson),,89,97
353,4,6:49.0,R. Jackson enters the game for B. Jennings,,89,97
354,4,6:49.0,,P. George enters the game for S. Hill,89,97
355,4,6:38.0,R. Jackson misses 2-pt layup from 1 ft,,89,97
356,4,6:37.0,,Defensive rebound by C. Miles,89,97
357,4,6:32.0,,P. George misses 2-pt layup at rim,89,97
358,4,6:32.0,Defensive rebound by S. Johnson,,89,97
359,4,6:28.0,,Offensive charge foul by S. Johnson (drawn by C. Miles),89,97
360,4,6:28.0,Turnover by S. Johnson (offensive foul),,89,97
361,4,6:28.0,R. Bullock enters the game for S. Johnson,,89,97
362,4,6:28.0,,M. Turner enters the game for L. Allen,89,97
363,4,6:28.0,,M. Ellis enters the game for G. Hill,89,97
364,4,6:14.0,,C. Miles misses 2-pt jump shot from 19 ft,89,97
365,4,6:13.0,,Offensive rebound by J. Hill,89,97
366,4,6:12.0,,J. Hill misses 2-pt layup from 2 ft,89,97
367,4,6:10.0,Defensive rebound by A. Drummond,,89,97
368,4,6:02.0,A. Tolliver makes 3-pt jump shot from 24 ft (assist by M. Morris),,92,97
369,4,6:02.0,,Indiana full timeout,92,97
370,4,6:02.0,,I. Mahinmi enters the game for J. Hill,92,97
371,4,5:50.0,,C. Miles misses 2-pt jump shot from 5 ft,92,97
372,4,5:49.0,Defensive rebound by A. Drummond,,92,97
373,4,5:25.0,Detroit full timeout,,92,97
374,4,5:25.0,,G. Hill enters the game for C. Miles,92,97
375,4,5:22.0,A. Tolliver misses 3-pt jump shot from 25 ft,,92,97
376,4,5:21.0,,Defensive rebound by I. Mahinmi,92,97
377,4,5:06.0,,Shooting foul by M. Morris (drawn by P. George),92,97
378,4,5:06.0,,P. George makes free throw 1 of 3,92,98
379,4,5:06.0,,P. George makes free throw 2 of 3,92,99
380,4,5:06.0,,P. George makes free throw 3 of 3,92,100
381,4,5:02.0,Personal foul by I. Mahinmi (drawn by A. Drummond),,92,100
382,4,5:02.0,A. Drummond misses free throw 1 of 2,,92,100
383,4,5:02.0,Offensive rebound by Team,,92,100
384,4,5:02.0,S. Johnson enters the game for R. Bullock,,92,100
385,4,5:02.0,A. Drummond makes free throw 2 of 2,,93,100
386,4,4:45.0,,P. George misses 2-pt layup from 5 ft (block by A. Drummond),93,100
387,4,4:44.0,Defensive rebound by R. Jackson,,93,100
388,4,4:37.0,M. Morris misses 3-pt jump shot from 26 ft,,93,100
389,4,4:37.0,,Defensive rebound by M. Ellis,93,100
390,4,4:31.0,,P. George misses 2-pt jump shot from 15 ft,93,100
391,4,4:30.0,Defensive rebound by S. Johnson,,93,100
392,4,4:19.0,R. Jackson makes 2-pt jump shot from 6 ft,,95,100
393,4,4:03.0,,M. Turner misses 2-pt jump shot from 15 ft,95,100
