,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,CHARLOTTE_ACTION,LA LAKERS_SCORE,CHARLOTTE_SCORE
115,2,10:28.0,,A. Jefferson makes free throw 2 of 2,32,34
116,2,10:12.0,Turnover by L. Williams (lost ball; steal by J. Lamb),,32,34
117,2,10:04.0,,J. Lamb misses 3-pt jump shot from 25 ft,32,34
118,2,10:01.0,Defensive rebound by J. Randle,,32,34
119,2,9:48.0,L. Williams misses 2-pt jump shot from 15 ft,,32,34
120,2,9:46.0,,Defensive rebound by A. Jefferson,32,34
121,2,9:36.0,,Turnover by J. Lin (lost ball; steal by D. Russell),32,34
122,2,9:32.0,Shooting foul by J. Lamb (drawn by J. Randle),,32,34
123,2,9:32.0,J. Randle makes free throw 1 of 2,,33,34
124,2,9:32.0,J. Randle makes free throw 2 of 2,,34,34
125,2,9:18.0,,J. Lamb misses 2-pt jump shot from 5 ft,34,34
126,2,9:17.0,Defensive rebound by B. Bass,,34,34
127,2,9:04.0,D. Russell makes 2-pt layup from 2 ft (assist by L. Williams),,36,34
128,2,8:57.0,,Charlotte full timeout,36,34
129,2,8:45.0,,P. Hairston misses 3-pt jump shot from 26 ft,36,34
130,2,8:44.0,Defensive rebound by B. Bass,,36,34
131,2,8:28.0,L. Williams misses 3-pt jump shot from 24 ft,,36,34
132,2,8:27.0,,Defensive rebound by A. Jefferson,36,34
133,2,8:24.0,,Turnover by A. Jefferson (bad pass; steal by D. Russell),36,34
134,2,8:19.0,K. Bryant misses 3-pt jump shot from 24 ft,,36,34
135,2,8:18.0,,Defensive rebound by J. Lamb,36,34
136,2,8:13.0,,P. Hairston makes 2-pt layup from 1 ft (assist by J. Lamb),36,36
137,2,8:13.0,,Shooting foul by L. Williams (drawn by P. Hairston),36,36
138,2,8:13.0,,C. Zeller enters the game for A. Jefferson,36,36
139,2,8:13.0,,N. Batum enters the game for J. Lamb,36,36
140,2,8:13.0,,P. Hairston makes free throw 1 of 1,36,37
141,2,7:57.0,B. Bass makes 2-pt dunk at rim,,38,37
142,2,7:44.0,,J. Lin makes 2-pt layup from 1 ft,38,39
143,2,7:31.0,Offensive foul by B. Bass (drawn by P. Hairston),,38,39
144,2,7:31.0,Turnover by B. Bass (offensive foul),,38,39
145,2,7:19.0,,F. Kaminsky makes 2-pt layup from 1 ft,38,41
146,2,6:59.0,L. Williams makes 2-pt layup from 1 ft,,40,41
147,2,6:41.0,,P. Hairston makes 2-pt jump shot from 15 ft (assist by J. Lin),40,43
148,2,6:23.0,Turnover by D. Russell (lost ball; steal by J. Lin),,40,43
149,2,6:14.0,,P. Hairston misses 3-pt jump shot from 24 ft,40,43
150,2,6:12.0,Defensive rebound by K. Bryant,,40,43
151,2,6:06.0,Shooting foul by P. Hairston (drawn by K. Bryant),,40,43
152,2,6:06.0,K. Bryant makes free throw 1 of 2,,41,43
153,2,6:06.0,R. Hibbert enters the game for D. Russell,,41,43
154,2,6:06.0,J. Clarkson enters the game for J. Randle,,41,43
155,2,6:06.0,,K. Walker enters the game for J. Lin,41,43
156,2,6:06.0,K. Bryant makes free throw 2 of 2,,42,43
157,2,5:49.0,,F. Kaminsky misses 2-pt jump shot from 11 ft,42,43
158,2,5:48.0,,Offensive rebound by Team,42,43
159,2,5:48.0,Official timeout,,42,43
160,2,5:48.0,,M. Williams enters the game for F. Kaminsky,42,43
161,2,5:45.0,,N. Batum makes 2-pt jump shot from 17 ft (assist by P. Hairston),42,45
162,2,5:26.0,K. Bryant misses 3-pt jump shot from 24 ft,,42,45
163,2,5:25.0,,Defensive rebound by C. Zeller,42,45
164,2,5:14.0,,K. Walker makes 2-pt jump shot from 15 ft,42,47
165,2,4:57.0,K. Bryant makes 2-pt layup from 1 ft,,44,47
166,2,4:35.0,,C. Zeller makes 2-pt dunk at rim (assist by N. Batum),44,49
167,2,4:22.0,LA Lakers full timeout,,44,49
168,2,4:22.0,L. Nance enters the game for B. Bass,,44,49
169,2,4:12.0,J. Clarkson misses 3-pt jump shot from 24 ft,,44,49
170,2,4:10.0,,Defensive rebound by M. Williams,44,49
171,2,4:02.0,,Offensive foul by C. Zeller (drawn by L. Nance),44,49
172,2,4:02.0,,Turnover by C. Zeller (offensive foul),44,49
173,2,3:41.0,Shooting foul by P. Hairston (drawn by K. Bryant),,44,49
174,2,3:41.0,K. Bryant makes free throw 1 of 2,,45,49
175,2,3:41.0,,J. Lin enters the game for P. Hairston,45,49
176,2,3:41.0,K. Bryant makes free throw 2 of 2,,46,49
177,2,3:31.0,,Shooting foul by L. Nance (drawn by K. Walker),46,49
178,2,3:31.0,,K. Walker makes free throw 1 of 2,46,50
179,2,3:31.0,,K. Walker makes free throw 2 of 2,46,51
180,2,3:18.0,R. Hibbert makes 2-pt dunk at rim (assist by L. Williams),,48,51
181,2,2:57.0,,K. Walker misses 2-pt jump shot from 16 ft (block by R. Hibbert),48,51
182,2,2:55.0,Defensive rebound by R. Hibbert,,48,51
183,2,2:44.0,K. Bryant makes 2-pt layup from 1 ft,,50,51
184,2,2:28.0,,C. Zeller makes 2-pt layup from 1 ft (assist by N. Batum),50,53
185,2,2:12.0,L. Nance makes 2-pt layup from 1 ft (assist by R. Hibbert),,52,53
186,2,1:56.0,,J. Lin misses 3-pt jump shot from 26 ft,52,53
187,2,1:54.0,Defensive rebound by J. Clarkson,,52,53
188,2,1:49.0,L. Williams makes 2-pt jump shot from 13 ft (assist by J. Clarkson),,54,53
189,2,1:36.0,,C. Zeller makes 2-pt jump shot from 19 ft (assist by N. Batum),54,55
190,2,1:16.0,K. Bryant makes 3-pt jump shot from 25 ft,,57,55
191,2,1:01.0,,M. Williams misses 3-pt jump shot from 24 ft,57,55
192,2,1:01.0,Defensive rebound by Team,,57,55
193,2,0:51.0,Offensive foul by R. Hibbert (drawn by J. Lin),,57,55
194,2,0:51.0,Turnover by R. Hibbert (offensive foul),,57,55
195,2,0:38.0,,N. Batum makes 2-pt jump shot from 16 ft,57,57
196,2,0:29.0,K. Bryant misses 2-pt jump shot from 22 ft,,57,57
197,2,0:28.0,,Defensive rebound by K. Walker,57,57
198,2,0:23.0,,Shooting foul by K. Bryant (drawn by J. Lin),57,57
199,2,0:23.0,,J. Lin makes free throw 1 of 2,57,58
200,2,0:23.0,,J. Lin misses free throw 2 of 2,57,58
201,2,0:22.0,Defensive rebound by L. Nance,,57,58
202,2,0:01.0,Shooting foul by K. Walker (drawn by J. Clarkson),,57,58
203,2,0:01.0,J. Clarkson misses free throw 1 of 2,,57,58
204,2,0:01.0,Offensive rebound by Team,,57,58
205,2,0:01.0,J. Clarkson makes free throw 2 of 2,,58,58
206,3,11:38.0,,P. Hairston misses 2-pt jump shot from 6 ft,58,58
207,3,11:37.0,,Offensive rebound by C. Zeller,58,58
208,3,11:25.0,,P. Hairston misses 2-pt jump shot from 11 ft,58,58
209,3,11:22.0,Defensive rebound by L. Williams,,58,58
210,3,11:11.0,Personal foul by P. Hairston (drawn by L. Nance),,58,58
211,3,11:03.0,J. Clarkson misses 2-pt jump shot from 21 ft,,58,58
212,3,11:02.0,Offensive rebound by R. Hibbert,,58,58
213,3,10:57.0,K. Bryant misses 3-pt jump shot from 25 ft,,58,58
214,3,10:56.0,,Defensive rebound by C. Zeller,58,58
215,3,10:48.0,,N. Batum misses 3-pt jump shot from 25 ft,58,58
216,3,10:47.0,Defensive rebound by J. Clarkson,,58,58
217,3,10:38.0,J. Clarkson misses 2-pt jump shot from 6 ft (block by K. Walker),,58,58
218,3,10:38.0,Offensive rebound by Team,,58,58
219,3,10:38.0,,Loose ball foul by C. Zeller (drawn by J. Clarkson),58,58
220,3,10:32.0,J. Clarkson misses 3-pt jump shot from 23 ft,,58,58
221,3,10:30.0,,Defensive rebound by N. Batum,58,58
222,3,10:16.0,,K. Walker misses 2-pt layup from 1 ft,58,58
223,3,10:15.0,Defensive rebound by L. Nance,,58,58
224,3,10:10.0,L. Williams misses 3-pt jump shot from 25 ft,,58,58
225,3,10:07.0,Offensive rebound by L. Nance,,58,58
226,3,10:07.0,L. Nance makes 2-pt layup at rim,,60,58
227,3,9:50.0,,C. Zeller makes 2-pt jump shot from 18 ft (assist by K. Walker),60,60
228,3,9:36.0,R. Hibbert misses 2-pt jump shot from 17 ft,,60,60
229,3,9:35.0,,Defensive rebound by M. Williams,60,60
230,3,9:21.0,,P. Hairston misses 2-pt jump shot from 18 ft,60,60
231,3,9:20.0,Defensive rebound by L. Nance,,60,60
232,3,9:11.0,K. Bryant misses 2-pt layup from 1 ft,,60,60
233,3,9:09.0,,Defensive rebound by C. Zeller,60,60
234,3,9:00.0,,K. Walker makes 3-pt jump shot from 24 ft (assist by N. Batum),60,63
235,3,8:36.0,J. Clarkson makes 3-pt jump shot from 26 ft (assist by K. Bryant),,63,63
236,3,8:17.0,,K. Walker misses 2-pt jump shot from 18 ft,63,63
237,3,8:16.0,Defensive rebound by R. Hibbert,,63,63
238,3,8:02.0,Shooting foul by P. Hairston (drawn by K. Bryant),,63,63
239,3,8:02.0,K. Bryant misses free throw 1 of 2,,63,63
240,3,8:02.0,Offensive rebound by Team,,63,63
241,3,8:02.0,,J. Lin enters the game for P. Hairston,63,63
242,3,8:02.0,K. Bryant makes free throw 2 of 2,,64,63
243,3,7:44.0,,N. Batum misses 3-pt jump shot from 22 ft,64,63
244,3,7:43.0,Defensive rebound by J. Clarkson,,64,63
245,3,7:34.0,L. Nance makes 2-pt jump shot from 18 ft (assist by J. Clarkson),,66,63
246,3,7:08.0,,J. Lin makes 2-pt jump shot from 8 ft (assist by N. Batum),66,65
247,3,6:50.0,R. Hibbert makes 2-pt jump shot from 8 ft,,68,65
248,3,6:36.0,,J. Lin makes 2-pt layup from 2 ft (assist by N. Batum),68,67
249,3,6:36.0,,Shooting foul by L. Nance (drawn by J. Lin),68,67
250,3,6:36.0,,J. Lin makes free throw 1 of 1,68,68
251,3,6:25.0,J. Clarkson makes 2-pt dunk at rim (assist by R. Hibbert),,70,68
252,3,6:01.0,,N. Batum makes 2-pt jump shot from 18 ft (assist by J. Lin),70,70
253,3,5:36.0,K. Bryant misses 3-pt jump shot from 23 ft,,70,70
254,3,5:35.0,,Defensive rebound by M. Williams,70,70
255,3,5:28.0,,C. Zeller makes 2-pt layup from 1 ft (assist by K. Walker),70,72
256,3,5:28.0,LA Lakers full timeout,,70,72
257,3,5:28.0,D. Russell enters the game for K. Bryant,,70,72
258,3,5:28.0,N. Young enters the game for L. Williams,,70,72
259,3,5:09.0,Shooting foul by N. Batum (drawn by D. Russell),,70,72
260,3,5:09.0,D. Russell makes free throw 1 of 2,,71,72
261,3,5:09.0,D. Russell misses free throw 2 of 2,,71,72
262,3,5:07.0,,Defensive rebound by M. Williams,71,72
263,3,4:42.0,,M. Williams misses 3-pt jump shot from 25 ft,71,72
264,3,4:41.0,Defensive rebound by R. Hibbert,,71,72
265,3,4:22.0,J. Clarkson misses 2-pt layup from 2 ft,,71,72
266,3,4:21.0,,Defensive rebound by K. Walker,71,72
267,3,4:13.0,,N. Batum misses 2-pt jump shot from 10 ft,71,72
268,3,4:11.0,,Offensive rebound by M. Williams,71,72
269,3,4:08.0,,J. Lin makes 3-pt jump shot from 24 ft (assist by M. Williams),71,75
270,3,3:49.0,N. Young makes 3-pt jump shot from 23 ft (assist by J. Clarkson),,74,75
271,3,3:31.0,,Turnover by N. Batum (lost ball; steal by J. Clarkson),74,75
272,3,3:26.0,Turnover by N. Young (lost ball),,74,75
273,3,3:26.0,,F. Kaminsky enters the game for M. Williams,74,75
274,3,3:26.0,B. Bass enters the game for L. Nance,,74,75
275,3,3:26.0,J. Randle enters the game for R. Hibbert,,74,75
276,3,3:13.0,,N. Batum misses 3-pt jump shot from 25 ft,74,75
277,3,3:12.0,Defensive rebound by J. Randle,,74,75
278,3,3:04.0,Personal foul by J. Lin (drawn by J. Clarkson),,74,75
279,3,3:04.0,J. Clarkson makes free throw 1 of 2,,75,75
280,3,3:04.0,J. Clarkson makes free throw 2 of 2,,76,75
281,3,2:50.0,,C. Zeller makes 2-pt layup from 1 ft (assist by N. Batum),76,77
282,3,2:29.0,N. Young misses 2-pt jump shot from 20 ft,,76,77
283,3,2:27.0,,Defensive rebound by K. Walker,76,77
284,3,2:22.0,,N. Batum makes 2-pt layup from 1 ft (assist by K. Walker),76,79
285,3,2:08.0,J. Clarkson misses 2-pt jump shot from 9 ft (block by K. Walker),,76,79
286,3,2:06.0,,Defensive rebound by F. Kaminsky,76,79
287,3,2:00.0,,C. Zeller misses 2-pt layup from 1 ft,76,79
288,3,1:57.0,Defensive rebound by D. Russell,,76,79
289,3,1:51.0,N. Young makes 3-pt jump shot from 28 ft (assist by D. Russell),,79,79
290,3,1:49.0,,Charlotte full timeout,79,79
291,3,1:49.0,,A. Jefferson enters the game for C. Zeller,79,79
292,3,1:49.0,,J. Lamb enters the game for N. Batum,79,79
293,3,1:34.0,,Shooting foul by J. Randle (drawn by F. Kaminsky),79,79
294,3,1:34.0,,F. Kaminsky makes free throw 1 of 2,79,80
295,3,1:34.0,,F. Kaminsky makes free throw 2 of 2,79,81
296,3,1:12.0,B. Bass makes 2-pt layup at rim (assist by N. Young),,81,81
297,3,1:03.0,,A. Jefferson misses 2-pt jump shot from 10 ft,81,81
298,3,1:01.0,,Offensive rebound by K. Walker,81,81
299,3,1:01.0,,K. Walker makes 2-pt layup at rim,81,83
300,3,0:46.0,J. Clarkson misses 2-pt jump shot from 19 ft,,81,83
301,3,0:45.0,Offensive rebound by J. Clarkson,,81,83
302,3,0:39.0,D. Russell misses 3-pt jump shot from 25 ft,,81,83
303,3,0:38.0,,Defensive rebound by K. Walker,81,83
304,3,0:30.0,,K. Walker makes 2-pt layup from 1 ft,81,85
305,3,0:09.0,N. Young misses 3-pt jump shot from 22 ft,,81,85
306,3,0:08.0,,Defensive rebound by J. Lin,81,85
307,3,0:01.0,,K. Walker misses 3-pt jump shot from 29 ft,81,85
308,3,0:00.0,,Offensive rebound by Team,81,85
309,4,11:48.0,Personal foul by J. Lin,,81,85
310,4,11:43.0,J. Randle misses 2-pt jump shot from 19 ft,,81,85
311,4,11:42.0,,Defensive rebound by J. Lin,81,85
312,4,11:31.0,,Turnover by K. Walker (lost ball; steal by D. Russell),81,85
313,4,11:22.0,Turnover by D. Russell (bad pass; steal by K. Walker),,81,85
314,4,11:16.0,,K. Walker makes 2-pt layup from 1 ft,81,87
315,4,10:57.0,L. Williams misses 2-pt layup from 2 ft,,81,87
316,4,10:55.0,,Defensive rebound by J. Lamb,81,87
317,4,10:44.0,,A. Jefferson misses 2-pt hook shot from 6 ft,81,87
318,4,10:42.0,,Offensive rebound by F. Kaminsky,81,87
319,4,10:37.0,,K. Walker misses 3-pt jump shot from 24 ft,81,87
320,4,10:36.0,Defensive rebound by J. Randle,,81,87
321,4,10:17.0,J. Randle misses 2-pt jump shot from 6 ft (block by F. Kaminsky),,81,87
322,4,10:17.0,Offensive rebound by Team,,81,87
323,4,10:14.0,J. Randle makes 3-pt jump shot from 25 ft (assist by D. Russell),,84,87
324,4,9:44.0,,F. Kaminsky misses 2-pt jump shot from 10 ft,84,87
325,4,9:42.0,Defensive rebound by B. Bass,,84,87
326,4,9:35.0,J. Randle makes 2-pt layup from 1 ft (assist by D. Russell),,86,87
327,4,9:15.0,,K. Walker makes 2-pt jump shot from 14 ft (assist by J. Lin),86,89
328,4,8:56.0,L. Williams misses 3-pt jump shot from 24 ft,,86,89
329,4,8:55.0,,Defensive rebound by F. Kaminsky,86,89
330,4,8:46.0,,K. Walker misses 2-pt jump shot from 20 ft,86,89
331,4,8:44.0,Defensive rebound by J. Randle,,86,89
332,4,8:37.0,J. Randle misses 2-pt layup from 2 ft,,86,89
333,4,8:36.0,,Defensive rebound by A. Jefferson,86,89
334,4,8:30.0,,K. Walker makes 2-pt layup from 1 ft,86,91
335,4,8:17.0,Turnover by N. Young (traveling),,86,91
336,4,8:17.0,Official timeout,,86,91
337,4,8:05.0,,K. Walker misses 2-pt jump shot from 19 ft,86,91
338,4,8:05.0,Defensive rebound by Team,,86,91
339,4,7:46.0,D. Russell misses 3-pt jump shot from 24 ft,,86,91
340,4,7:45.0,,Defensive rebound by A. Jefferson,86,91
341,4,7:29.0,,Offensive foul by A. Jefferson (drawn by N. Young),86,91
342,4,7:29.0,,Turnover by A. Jefferson (offensive foul),86,91
343,4,7:29.0,,N. Batum enters the game for J. Lamb,86,91
344,4,7:18.0,Shooting foul by F. Kaminsky (drawn by L. Williams),,86,91
345,4,7:18.0,L. Williams makes free throw 1 of 2,,87,91
346,4,7:18.0,K. Bryant enters the game for N. Young,,87,91
347,4,7:18.0,L. Williams makes free throw 2 of 2,,88,91
348,4,6:58.0,,J. Lin misses 3-pt jump shot from 25 ft,88,91
349,4,6:57.0,Defensive rebound by J. Randle,,88,91
350,4,6:42.0,J. Randle misses 2-pt layup from 2 ft (block by F. Kaminsky),,88,91
351,4,6:40.0,,Defensive rebound by J. Lin,88,91
352,4,6:31.0,,A. Jefferson makes 2-pt hook shot from 6 ft (assist by J. Lin),88,93
353,4,6:21.0,L. Williams makes 2-pt jump shot from 9 ft,,90,93
354,4,6:08.0,,Turnover by N. Batum (bad pass; steal by B. Bass),90,93
355,4,6:02.0,D. Russell misses 3-pt jump shot from 25 ft,,90,93
356,4,5:59.0,,Defensive rebound by F. Kaminsky,90,93
357,4,5:53.0,,K. Walker makes 2-pt layup from 1 ft,90,95
358,4,5:53.0,,Shooting foul by L. Williams (drawn by K. Walker),90,95
359,4,5:53.0,,Charlotte full timeout,90,95
360,4,5:53.0,R. Hibbert enters the game for B. Bass,,90,95
361,4,5:53.0,L. Nance enters the game for J. Randle,,90,95
362,4,5:53.0,,C. Zeller enters the game for A. Jefferson,90,95
363,4,5:53.0,,K. Walker makes free throw 1 of 1,90,96
364,4,5:40.0,R. Hibbert misses 2-pt jump shot from 17 ft,,90,96
365,4,5:39.0,,Defensive rebound by N. Batum,90,96
366,4,5:19.0,,N. Batum misses 2-pt jump shot from 14 ft,90,96
367,4,5:18.0,Defensive rebound by L. Williams,,90,96
368,4,5:12.0,D. Russell makes 2-pt layup from 1 ft,,92,96
369,4,5:12.0,Violation by Team (delay of game),,92,96
370,4,4:56.0,,Turnover by J. Lin (step out of bounds),92,96
371,4,4:56.0,,M. Williams enters the game for F. Kaminsky,92,96
372,4,4:56.0,J. Clarkson enters the game for D. Russell,,92,96
373,4,4:45.0,L. Williams misses 3-pt jump shot from 25 ft,,92,96
374,4,4:43.0,,Defensive rebound by M. Williams,92,96
375,4,4:30.0,,K. Walker makes 2-pt jump shot from 18 ft,92,98
376,4,4:08.0,K. Bryant misses 2-pt layup from 1 ft,,92,98
377,4,4:07.0,,Defensive rebound by C. Zeller,92,98
378,4,4:03.0,,N. Batum makes 2-pt dunk at rim (assist by C. Zeller),92,100
379,4,4:03.0,LA Lakers full timeout,,92,100
380,4,3:50.0,K. Bryant misses 2-pt jump shot from 16 ft,,92,100
381,4,3:49.0,,Defensive rebound by J. Lin,92,100
382,4,3:38.0,,J. Lin misses 2-pt jump shot from 15 ft,92,100
383,4,3:37.0,Defensive rebound by K. Bryant,,92,100
384,4,3:26.0,K. Bryant misses 2-pt jump shot from 7 ft,,92,100
385,4,3:26.0,,Defensive rebound by Team,92,100
