,QUARTER,TIME_REMAINING,BOSTON_ACTION,WASHINGTON_ACTION,BOSTON_SCORE,WASHINGTON_SCORE
226,3,10:16.0,J. Sullinger misses 2-pt layup from 2 ft (block by J. Wall),,56,52
227,3,10:15.0,Offensive rebound by J. Sullinger,,56,52
228,3,10:13.0,J. Crowder misses 3-pt jump shot from 24 ft,,56,52
229,3,10:12.0,,Defensive rebound by M. Gortat,56,52
230,3,10:05.0,,O. Porter misses 3-pt jump shot from 26 ft,56,52
231,3,10:04.0,,Offensive rebound by N. Hilário,56,52
232,3,10:04.0,Loose ball foul by I. Thomas (drawn by N. Hilário),,56,52
233,3,10:00.0,,J. Wall misses 2-pt layup from 1 ft,56,52
234,3,9:59.0,Defensive rebound by A. Bradley,,56,52
235,3,9:52.0,A. Bradley misses 2-pt jump shot from 22 ft,,56,52
236,3,9:51.0,,Defensive rebound by N. Hilário,56,52
237,3,9:42.0,,G. Temple misses 2-pt jump shot from 17 ft,56,52
238,3,9:41.0,Defensive rebound by J. Sullinger,,56,52
239,3,9:23.0,I. Thomas makes 2-pt layup at rim,,58,52
240,3,9:23.0,Shooting foul by J. Wall (drawn by I. Thomas),,58,52
241,3,9:23.0,I. Thomas makes free throw 1 of 1,,59,52
242,3,9:02.0,,J. Wall misses 3-pt jump shot from 26 ft,59,52
243,3,9:01.0,Defensive rebound by J. Sullinger,,59,52
244,3,8:58.0,Turnover by J. Sullinger (bad pass),,59,52
245,3,8:43.0,,Turnover by N. Hilário (bad pass),59,52
246,3,8:30.0,Personal foul by M. Gortat (drawn by A. Johnson),,59,52
247,3,8:24.0,A. Bradley makes 3-pt jump shot from 25 ft (assist by I. Thomas),,62,52
248,3,8:18.0,,Washington full timeout,62,52
249,3,8:11.0,,Personal foul by A. Johnson (drawn by J. Wall),62,52
250,3,8:03.0,,N. Hilário makes 2-pt jump shot from 18 ft (assist by J. Wall),62,54
251,3,7:34.0,J. Sullinger misses 2-pt jump shot from 5 ft,,62,54
252,3,7:33.0,,Defensive rebound by N. Hilário,62,54
253,3,7:25.0,,G. Temple misses 3-pt jump shot from 24 ft,62,54
254,3,7:24.0,Defensive rebound by I. Thomas,,62,54
255,3,7:17.0,Turnover by J. Crowder (bad pass; steal by N. Hilário),,62,54
256,3,7:12.0,,O. Porter makes 2-pt layup at rim (assist by J. Wall),62,56
257,3,6:51.0,J. Sullinger makes 2-pt jump shot from 21 ft (assist by I. Thomas),,64,56
258,3,6:38.0,,N. Hilário misses 2-pt jump shot from 19 ft,64,56
259,3,6:37.0,,Offensive rebound by M. Gortat,64,56
260,3,6:37.0,,Shooting foul by A. Bradley (drawn by M. Gortat),64,56
261,3,6:37.0,,M. Gortat makes free throw 1 of 2,64,57
262,3,6:37.0,,G. Neal enters the game for O. Porter,64,57
263,3,6:37.0,,M. Gortat makes free throw 2 of 2,64,58
264,3,6:19.0,A. Johnson misses 3-pt jump shot from 27 ft,,64,58
265,3,6:18.0,,Defensive rebound by G. Neal,64,58
266,3,6:09.0,,G. Neal misses 2-pt jump shot from 20 ft,64,58
267,3,6:08.0,,Offensive rebound by M. Gortat,64,58
268,3,6:01.0,,Shooting foul by J. Sullinger (drawn by J. Wall),64,58
269,3,6:01.0,,J. Wall misses free throw 1 of 2,64,58
270,3,6:01.0,,Offensive rebound by Team,64,58
271,3,6:01.0,M. Smart enters the game for J. Sullinger,,64,58
272,3,6:01.0,E. Turner enters the game for J. Crowder,,64,58
273,3,6:01.0,,J. Dudley enters the game for N. Hilário,64,58
274,3,6:01.0,,J. Wall makes free throw 2 of 2,64,59
275,3,5:45.0,I. Thomas misses 2-pt jump shot from 21 ft,,64,59
276,3,5:44.0,,Defensive rebound by M. Gortat,64,59
277,3,5:26.0,,G. Neal misses 3-pt jump shot from 25 ft,64,59
278,3,5:25.0,Defensive rebound by I. Thomas,,64,59
279,3,5:18.0,Shooting foul by J. Wall (drawn by A. Johnson),,64,59
280,3,5:18.0,A. Johnson makes free throw 1 of 2,,65,59
281,3,5:18.0,A. Johnson makes free throw 2 of 2,,66,59
282,3,5:08.0,,J. Wall makes 2-pt jump shot from 14 ft,66,61
283,3,4:50.0,A. Johnson misses 2-pt jump shot from 6 ft (block by M. Gortat),,66,61
284,3,4:49.0,,Defensive rebound by G. Temple,66,61
285,3,4:38.0,,J. Wall makes 2-pt layup at rim (assist by G. Neal),66,63
286,3,4:17.0,A. Bradley makes 2-pt layup at rim (assist by A. Johnson),,68,63
287,3,4:06.0,,Turnover by J. Wall (bad pass; steal by M. Smart),68,63
288,3,4:01.0,I. Thomas makes 2-pt layup at rim (assist by E. Turner),,70,63
289,3,3:46.0,,G. Neal makes 2-pt jump shot from 19 ft,70,65
290,3,3:28.0,Personal foul by G. Temple (drawn by I. Thomas),,70,65
291,3,3:28.0,I. Thomas makes free throw 1 of 2,,71,65
292,3,3:28.0,I. Thomas makes free throw 2 of 2,,72,65
293,3,3:14.0,,Personal foul by A. Bradley (drawn by J. Dudley),72,65
294,3,3:14.0,,J. Dudley makes free throw 1 of 2,72,66
295,3,3:14.0,K. Olynyk enters the game for A. Bradley,,72,66
296,3,3:14.0,,J. Dudley makes free throw 2 of 2,72,67
297,3,2:55.0,K. Olynyk makes 3-pt jump shot from 26 ft (assist by I. Thomas),,75,67
298,3,2:41.0,,J. Dudley misses 3-pt jump shot from 26 ft,75,67
299,3,2:40.0,Defensive rebound by I. Thomas,,75,67
300,3,2:30.0,Shooting foul by J. Dudley (drawn by K. Olynyk),,75,67
301,3,2:30.0,Boston full timeout,,75,67
302,3,2:30.0,K. Olynyk misses free throw 1 of 2,,75,67
303,3,2:30.0,Offensive rebound by Team,,75,67
304,3,2:30.0,K. Olynyk makes free throw 2 of 2,,76,67
305,3,2:19.0,,Offensive foul by M. Gortat (drawn by M. Smart),76,67
306,3,2:19.0,,Turnover by M. Gortat (offensive foul),76,67
307,3,2:19.0,,O. Porter enters the game for G. Temple,76,67
308,3,2:19.0,,N. Hilário enters the game for M. Gortat,76,67
309,3,1:59.0,I. Thomas misses 2-pt layup from 1 ft,,76,67
310,3,1:57.0,Offensive rebound by A. Johnson,,76,67
311,3,1:52.0,M. Smart makes 2-pt layup from 1 ft (assist by A. Johnson),,78,67
312,3,1:26.0,,J. Wall misses 2-pt jump shot from 15 ft,78,67
313,3,1:25.0,Defensive rebound by A. Johnson,,78,67
314,3,1:19.0,E. Turner makes 2-pt layup from 1 ft (assist by I. Thomas),,80,67
315,3,1:12.0,,G. Neal makes 3-pt jump shot from 25 ft,80,70
316,3,0:55.0,Personal foul by G. Neal (drawn by K. Olynyk),,80,70
317,3,0:55.0,K. Olynyk makes free throw 1 of 2,,81,70
318,3,0:55.0,,R. Sessions enters the game for J. Wall,81,70
319,3,0:55.0,K. Olynyk makes free throw 2 of 2,,82,70
320,3,0:45.0,,Shooting foul by M. Smart (drawn by N. Hilário),82,70
321,3,0:45.0,,N. Hilário misses free throw 1 of 2,82,70
322,3,0:45.0,,Offensive rebound by Team,82,70
323,3,0:45.0,,K. Oubre enters the game for G. Neal,82,70
324,3,0:45.0,,N. Hilário misses free throw 2 of 2,82,70
325,3,0:44.0,Defensive rebound by K. Olynyk,,82,70
326,3,0:33.0,I. Thomas makes 2-pt jump shot from 19 ft,,84,70
327,3,0:19.0,,Turnover by R. Sessions (discontinued dribble),84,70
328,3,0:04.0,I. Thomas misses 2-pt jump shot from 17 ft,,84,70
329,3,0:02.0,,Defensive rebound by O. Porter,84,70
330,3,0:00.0,,O. Porter misses 3-pt jump shot from 61 ft,84,70
331,3,0:00.0,,Offensive rebound by Team,84,70
332,4,11:45.0,,Turnover by J. Dudley (bad pass; steal by T. Zeller),84,70
333,4,11:33.0,E. Turner misses 2-pt jump shot from 11 ft,,84,70
334,4,11:32.0,,Defensive rebound by O. Porter,84,70
335,4,11:22.0,,Personal foul by T. Zeller (drawn by N. Hilário),84,70
336,4,11:09.0,,N. Hilário misses 2-pt jump shot from 16 ft,84,70
337,4,11:08.0,Defensive rebound by K. Olynyk,,84,70
338,4,10:55.0,Turnover by K. Olynyk (bad pass),,84,70
339,4,10:39.0,,Shooting foul by T. Zeller (drawn by J. Dudley),84,70
340,4,10:39.0,,J. Dudley misses free throw 1 of 2,84,70
341,4,10:39.0,,Offensive rebound by Team,84,70
342,4,10:39.0,,J. Dudley makes free throw 2 of 2,84,71
343,4,10:27.0,T. Zeller misses 2-pt jump shot from 9 ft,,84,71
344,4,10:26.0,,Defensive rebound by Team,84,71
345,4,10:19.0,,Turnover by O. Porter (bad pass; steal by E. Turner),84,71
346,4,10:13.0,Shooting foul by O. Porter (drawn by K. Olynyk),,84,71
347,4,10:13.0,K. Olynyk makes free throw 1 of 2,,85,71
348,4,10:13.0,K. Olynyk makes free throw 2 of 2,,86,71
349,4,10:02.0,,J. Dudley makes 2-pt jump shot from 20 ft (assist by R. Sessions),86,73
350,4,9:46.0,K. Olynyk misses 2-pt jump shot from 17 ft,,86,73
351,4,9:44.0,,Defensive rebound by J. Dudley,86,73
352,4,9:36.0,,R. Sessions makes 2-pt layup at rim (assist by O. Porter),86,75
353,4,9:26.0,Flagrant foul type 1 by N. Hilário (drawn by M. Smart),,86,75
354,4,9:26.0,M. Smart makes flagrant free throw 1 of 2,,87,75
355,4,9:26.0,M. Smart misses flagrant free throw 2 of 2,,87,75
356,4,9:26.0,Offensive rebound by Team,,87,75
357,4,9:19.0,Turnover by M. Smart (bad pass; steal by J. Dudley),,87,75
358,4,9:14.0,,Shooting foul by K. Olynyk (drawn by N. Hilário),87,75
359,4,9:14.0,,N. Hilário misses free throw 1 of 2,87,75
360,4,9:14.0,,Offensive rebound by Team,87,75
361,4,9:14.0,,N. Hilário misses free throw 2 of 2,87,75
362,4,9:13.0,Defensive rebound by J. Crowder,,87,75
363,4,9:00.0,M. Smart misses 2-pt jump shot from 18 ft,,87,75
364,4,8:58.0,,Defensive rebound by K. Oubre,87,75
365,4,8:53.0,,Personal foul by M. Smart (drawn by R. Sessions),87,75
366,4,8:53.0,Official timeout,,87,75
367,4,8:53.0,,M. Gortat enters the game for N. Hilário,87,75
368,4,8:53.0,,J. Wall enters the game for K. Oubre,87,75
369,4,8:43.0,,Shooting foul by T. Zeller (drawn by R. Sessions),87,75
370,4,8:43.0,,R. Sessions makes free throw 1 of 2,87,76
371,4,8:43.0,,R. Sessions misses free throw 2 of 2,87,76
372,4,8:42.0,Defensive rebound by K. Olynyk,,87,76
373,4,8:22.0,E. Turner makes 2-pt layup at rim,,89,76
374,4,8:12.0,,M. Gortat misses 2-pt jump shot from 9 ft,89,76
375,4,8:11.0,Defensive rebound by E. Turner,,89,76
376,4,7:59.0,E. Turner makes 2-pt layup at rim (assist by T. Zeller),,91,76
377,4,7:40.0,,Turnover by M. Gortat (lost ball; steal by K. Olynyk),91,76
378,4,7:30.0,J. Crowder makes 3-pt jump shot from 23 ft (assist by M. Smart),,94,76
379,4,7:28.0,,Washington full timeout,94,76
380,4,7:17.0,,O. Porter makes 2-pt jump shot from 6 ft (assist by J. Wall),94,78
381,4,6:56.0,K. Olynyk misses 2-pt jump shot from 4 ft,,94,78
382,4,6:55.0,Offensive rebound by M. Smart,,94,78
383,4,6:51.0,K. Olynyk makes 3-pt jump shot from 26 ft (assist by M. Smart),,97,78
384,4,6:34.0,,O. Porter misses 2-pt jump shot from 17 ft,97,78
385,4,6:34.0,Defensive rebound by E. Turner,,97,78
386,4,6:25.0,E. Turner makes 2-pt jump shot from 19 ft,,99,78
