,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,CHARLOTTE_ACTION,GOLDEN STATE_SCORE,CHARLOTTE_SCORE
0,1,11:45.0,K. Thompson makes 2-pt jump shot from 20 ft (assist by D. Green),,2,0
1,1,11:28.0,,Shooting foul by S. Curry (drawn by C. Zeller),2,0
2,1,11:28.0,,C. Zeller makes free throw 1 of 2,2,1
3,1,11:28.0,,C. Zeller makes free throw 2 of 2,2,2
4,1,11:17.0,K. Thompson makes 2-pt jump shot from 16 ft (assist by D. Green),,4,2
5,1,11:07.0,,N. Batum misses 2-pt jump shot from 22 ft,4,2
6,1,11:06.0,,Offensive rebound by M. Williams,4,2
7,1,11:02.0,,M. Williams misses 2-pt jump shot from 5 ft,4,2
8,1,11:01.0,,Offensive rebound by N. Batum,4,2
9,1,11:01.0,,N. Batum makes 2-pt layup from 1 ft,4,4
10,1,10:42.0,S. Curry misses 3-pt jump shot from 23 ft,,4,4
11,1,10:41.0,,Defensive rebound by N. Batum,4,4
12,1,10:28.0,,C. Zeller misses 2-pt layup from 1 ft,4,4
13,1,10:26.0,,Offensive rebound by M. Williams,4,4
14,1,10:26.0,,M. Williams makes 2-pt layup from 1 ft,4,6
15,1,10:20.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by S. Curry),,7,6
16,1,10:09.0,,N. Batum makes 3-pt jump shot from 24 ft (assist by P. Hairston),7,9
17,1,9:53.0,K. Thompson misses 3-pt jump shot from 22 ft,,7,9
18,1,9:52.0,,Defensive rebound by N. Batum,7,9
19,1,9:42.0,,Turnover by C. Zeller (bad pass),7,9
20,1,9:31.0,Turnover by B. Rush (traveling),,7,9
21,1,9:12.0,,N. Batum misses 3-pt jump shot from 24 ft,7,9
22,1,9:11.0,Defensive rebound by A. Bogut,,7,9
23,1,9:03.0,D. Green makes 2-pt layup from 1 ft (assist by S. Curry),,9,9
24,1,8:46.0,,K. Walker misses 2-pt layup from 1 ft (block by D. Green),9,9
25,1,8:44.0,Defensive rebound by A. Bogut,,9,9
26,1,8:40.0,B. Rush makes 3-pt jump shot from 23 ft (assist by D. Green),,12,9
27,1,8:19.0,,M. Williams misses 3-pt jump shot from 25 ft,12,9
28,1,8:18.0,Defensive rebound by A. Bogut,,12,9
29,1,8:04.0,B. Rush misses 3-pt jump shot from 24 ft,,12,9
30,1,8:03.0,Offensive rebound by A. Bogut,,12,9
31,1,7:59.0,K. Thompson makes 3-pt jump shot from 26 ft (assist by A. Bogut),,15,9
32,1,7:39.0,,N. Batum misses 2-pt jump shot from 20 ft,15,9
33,1,7:38.0,Defensive rebound by K. Thompson,,15,9
34,1,7:30.0,K. Thompson misses 2-pt jump shot from 6 ft (block by P. Hairston),,15,9
35,1,7:30.0,Offensive rebound by Team,,15,9
36,1,7:22.0,K. Thompson makes 3-pt jump shot from 23 ft (assist by S. Curry),,18,9
37,1,7:15.0,,Charlotte full timeout,18,9
38,1,7:15.0,,J. Lamb enters the game for P. Hairston,18,9
39,1,7:05.0,,C. Zeller misses 2-pt jump shot from 19 ft,18,9
40,1,7:04.0,Defensive rebound by D. Green,,18,9
41,1,6:48.0,D. Green misses 3-pt jump shot from 23 ft,,18,9
42,1,6:47.0,,Defensive rebound by C. Zeller,18,9
43,1,6:41.0,,Shooting foul by K. Thompson (drawn by N. Batum),18,9
44,1,6:41.0,,N. Batum makes free throw 1 of 2,18,10
45,1,6:41.0,,N. Batum makes free throw 2 of 2,18,11
46,1,6:23.0,K. Thompson misses 3-pt jump shot from 24 ft,,18,11
47,1,6:21.0,Offensive rebound by A. Bogut,,18,11
48,1,6:21.0,A. Bogut makes 2-pt layup at rim,,20,11
49,1,6:00.0,,K. Walker misses 3-pt jump shot from 24 ft,20,11
50,1,5:58.0,,Offensive rebound by M. Williams,20,11
51,1,5:55.0,,J. Lamb misses 3-pt jump shot from 25 ft,20,11
52,1,5:54.0,Defensive rebound by A. Bogut,,20,11
53,1,5:44.0,S. Curry makes 3-pt jump shot from 24 ft,,23,11
54,1,5:29.0,,C. Zeller makes 2-pt jump shot from 20 ft,23,13
55,1,5:21.0,S. Curry makes 3-pt jump shot from 30 ft,,26,13
56,1,5:05.0,,J. Lamb misses 2-pt jump shot from 4 ft,26,13
57,1,5:03.0,Defensive rebound by A. Bogut,,26,13
58,1,4:57.0,S. Curry misses 3-pt jump shot from 30 ft,,26,13
59,1,4:56.0,,Defensive rebound by N. Batum,26,13
60,1,4:48.0,,K. Walker misses 3-pt jump shot from 25 ft,26,13
61,1,4:47.0,Defensive rebound by A. Bogut,,26,13
62,1,4:36.0,K. Thompson makes 2-pt layup from 1 ft (assist by D. Green),,28,13
63,1,4:23.0,,N. Batum makes 2-pt jump shot from 17 ft,28,15
64,1,4:17.0,Golden State full timeout,,28,15
65,1,4:17.0,,F. Kaminsky enters the game for M. Williams,28,15
66,1,4:17.0,A. Iguodala enters the game for B. Rush,,28,15
67,1,4:17.0,F. Ezeli enters the game for A. Bogut,,28,15
68,1,3:58.0,F. Ezeli misses 2-pt hook shot from 7 ft,,28,15
69,1,3:56.0,,Defensive rebound by K. Walker,28,15
70,1,3:49.0,,J. Lamb makes 3-pt jump shot from 25 ft,28,18
71,1,3:41.0,D. Green misses 2-pt jump shot from 8 ft,,28,18
72,1,3:39.0,Offensive rebound by F. Ezeli,,28,18
73,1,3:35.0,K. Thompson misses 3-pt jump shot from 26 ft,,28,18
74,1,3:34.0,,Defensive rebound by K. Walker,28,18
75,1,3:21.0,,J. Lamb misses 3-pt jump shot from 25 ft,28,18
76,1,3:20.0,Defensive rebound by F. Ezeli,,28,18
77,1,3:09.0,Personal foul by N. Batum (drawn by D. Green),,28,18
78,1,3:09.0,S. Livingston enters the game for K. Thompson,,28,18
79,1,3:09.0,,S. Hawes enters the game for C. Zeller,28,18
80,1,3:01.0,F. Ezeli misses 2-pt layup from 1 ft (block by N. Batum),,28,18
81,1,3:01.0,,Defensive rebound by Team,28,18
82,1,2:45.0,,Personal foul by S. Livingston (drawn by J. Lamb),28,18
83,1,2:39.0,,N. Batum misses 3-pt jump shot from 26 ft,28,18
84,1,2:36.0,Defensive rebound by S. Curry,,28,18
85,1,2:36.0,Turnover by S. Curry (lost ball),,28,18
86,1,2:21.0,,K. Walker misses 2-pt layup from 2 ft,28,18
87,1,2:20.0,Defensive rebound by D. Green,,28,18
88,1,2:18.0,Turnover by D. Green (bad pass),,28,18
89,1,2:05.0,,F. Kaminsky misses 2-pt layup from 1 ft,28,18
90,1,2:02.0,Defensive rebound by F. Ezeli,,28,18
91,1,1:57.0,Turnover by S. Curry (bad pass),,28,18
92,1,1:40.0,,Shooting foul by D. Green (drawn by F. Kaminsky),28,18
93,1,1:40.0,,F. Kaminsky makes free throw 1 of 2,28,19
94,1,1:40.0,,J. Lin enters the game for N. Batum,28,19
95,1,1:40.0,,F. Kaminsky makes free throw 2 of 2,28,20
96,1,1:30.0,S. Livingston makes 2-pt dunk at rim (assist by D. Green),,30,20
97,1,1:09.0,,S. Hawes misses 2-pt hook shot from 8 ft,30,20
98,1,1:08.0,Defensive rebound by D. Green,,30,20
99,1,1:02.0,D. Green misses 2-pt jump shot from 3 ft,,30,20
100,1,1:01.0,,Defensive rebound by S. Hawes,30,20
101,1,0:57.0,,J. Lamb makes 2-pt jump shot from 9 ft (assist by J. Lin),30,22
102,1,0:50.0,Turnover by S. Curry (bad pass),,30,22
103,1,0:50.0,Loose ball foul by A. Iguodala (drawn by J. Lin),,30,22
104,1,0:50.0,,J. Lin misses free throw 1 of 2,30,22
105,1,0:50.0,,Offensive rebound by Team,30,22
106,1,0:50.0,,J. Lin makes free throw 2 of 2,30,23
107,1,0:38.0,S. Curry misses 3-pt jump shot from 25 ft,,30,23
108,1,0:37.0,Offensive rebound by F. Ezeli,,30,23
109,1,0:37.0,F. Ezeli makes 2-pt dunk at rim,,32,23
110,1,0:17.0,,K. Walker misses 2-pt jump shot from 10 ft,32,23
111,1,0:15.0,Defensive rebound by D. Green,,32,23
112,1,0:03.0,A. Iguodala misses 3-pt jump shot from 23 ft,,32,23
113,1,0:01.0,,Defensive rebound by S. Hawes,32,23
114,2,11:49.0,,M. Williams makes 2-pt layup from 1 ft (assist by S. Hawes),32,25
115,2,11:31.0,M. Speights makes 2-pt jump shot from 18 ft (assist by L. Barbosa),,34,25
116,2,11:14.0,,Personal foul by L. Barbosa (drawn by F. Kaminsky),34,25
117,2,11:05.0,,J. Lamb misses 2-pt jump shot from 16 ft,34,25
118,2,11:04.0,Defensive rebound by S. Livingston,,34,25
119,2,10:51.0,Turnover by F. Ezeli (bad pass; steal by J. Lin),,34,25
120,2,10:41.0,,S. Hawes misses 3-pt jump shot from 26 ft,34,25
121,2,10:40.0,Defensive rebound by M. Speights,,34,25
122,2,10:32.0,L. Barbosa makes 2-pt jump shot from 10 ft,,36,25
123,2,10:18.0,,Turnover by J. Lamb (bad pass),36,25
124,2,10:18.0,,Loose ball foul by J. Lin (drawn by L. Barbosa),36,25
125,2,10:01.0,S. Livingston makes 2-pt jump shot from 14 ft,,38,25
126,2,9:52.0,Offensive charge foul by J. Lin (drawn by M. Speights),,38,25
127,2,9:52.0,,Turnover by J. Lin (offensive foul),38,25
128,2,9:52.0,J. McAdoo enters the game for F. Ezeli,,38,25
129,2,9:34.0,M. Speights misses 2-pt jump shot from 19 ft,,38,25
130,2,9:32.0,Offensive rebound by A. Iguodala,,38,25
131,2,9:28.0,A. Iguodala misses 2-pt layup at rim,,38,25
132,2,9:27.0,Offensive rebound by A. Iguodala,,38,25
133,2,9:24.0,J. McAdoo misses 2-pt layup from 1 ft (block by F. Kaminsky),,38,25
134,2,9:22.0,Offensive rebound by A. Iguodala,,38,25
135,2,9:15.0,A. Iguodala makes 3-pt jump shot from 22 ft (assist by L. Barbosa),,41,25
136,2,9:11.0,,Charlotte full timeout,41,25
137,2,8:59.0,,Shooting foul by J. McAdoo (drawn by J. Lamb),41,25
138,2,8:59.0,,J. Lamb misses free throw 1 of 2,41,25
139,2,8:59.0,,Offensive rebound by Team,41,25
140,2,8:59.0,,J. Lamb makes free throw 2 of 2,41,26
141,2,8:46.0,J. McAdoo makes 2-pt dunk at rim (assist by M. Speights),,43,26
142,2,8:32.0,,Shooting foul by L. Barbosa (drawn by J. Lin),43,26
143,2,8:32.0,,J. Lin misses free throw 1 of 2,43,26
144,2,8:32.0,,Offensive rebound by Team,43,26
145,2,8:32.0,,J. Lin makes free throw 2 of 2,43,27
146,2,8:17.0,L. Barbosa misses 2-pt layup from 1 ft,,43,27
147,2,8:16.0,,Defensive rebound by S. Hawes,43,27
148,2,8:07.0,,F. Kaminsky makes 3-pt jump shot from 24 ft (assist by J. Lin),43,30
149,2,7:52.0,,B. Roberts enters the game for J. Lin,43,30
150,2,7:52.0,,N. Batum enters the game for J. Lamb,43,30
151,2,7:52.0,K. Thompson enters the game for A. Iguodala,,43,30
152,2,7:47.0,M. Speights makes 2-pt jump shot from 20 ft (assist by S. Livingston),,45,30
153,2,7:29.0,,S. Hawes makes 2-pt layup from 1 ft (assist by F. Kaminsky),45,32
154,2,7:17.0,M. Speights misses 2-pt jump shot from 16 ft,,45,32
155,2,7:16.0,,Defensive rebound by N. Batum,45,32
156,2,7:03.0,,S. Hawes makes 2-pt hook shot from 8 ft,45,34
157,2,6:49.0,K. Thompson misses 3-pt jump shot from 25 ft,,45,34
158,2,6:49.0,,Defensive rebound by Team,45,34
159,2,6:49.0,Loose ball foul by M. Speights (drawn by S. Hawes),,45,34
160,2,6:49.0,Golden State full timeout,,45,34
161,2,6:49.0,A. Bogut enters the game for L. Barbosa,,45,34
162,2,6:49.0,D. Green enters the game for M. Speights,,45,34
163,2,6:49.0,S. Curry enters the game for J. McAdoo,,45,34
164,2,6:49.0,,K. Walker enters the game for F. Kaminsky,45,34
165,2,6:27.0,,K. Walker misses 2-pt layup at rim,45,34
166,2,6:25.0,,Offensive rebound by K. Walker,45,34
167,2,6:20.0,,M. Williams misses 3-pt jump shot from 23 ft,45,34
168,2,6:19.0,Defensive rebound by D. Green,,45,34
169,2,6:13.0,Shooting foul by S. Hawes (drawn by K. Thompson),,45,34
170,2,6:13.0,K. Thompson makes free throw 1 of 2,,46,34
171,2,6:13.0,K. Thompson misses free throw 2 of 2,,46,34
172,2,6:12.0,,Defensive rebound by M. Williams,46,34
173,2,5:55.0,,Turnover by N. Batum (bad pass; steal by K. Thompson),46,34
174,2,5:50.0,D. Green makes 2-pt layup from 1 ft,,48,34
175,2,5:35.0,,N. Batum misses 3-pt jump shot from 25 ft,48,34
176,2,5:33.0,Defensive rebound by A. Bogut,,48,34
177,2,5:15.0,K. Thompson misses 2-pt layup from 1 ft,,48,34
178,2,5:13.0,,Defensive rebound by M. Williams,48,34
179,2,5:03.0,,S. Hawes makes 2-pt jump shot from 9 ft (assist by B. Roberts),48,36
180,2,4:42.0,D. Green misses 3-pt jump shot from 25 ft,,48,36
181,2,4:41.0,,Defensive rebound by B. Roberts,48,36
182,2,4:32.0,,M. Williams misses 2-pt jump shot from 20 ft,48,36
183,2,4:31.0,Defensive rebound by A. Bogut,,48,36
184,2,4:21.0,Turnover by D. Green (bad pass; steal by M. Williams),,48,36
185,2,4:21.0,,Clear path foul by D. Green,48,36
186,2,4:21.0,,M. Williams makes clear path free throw 1 of 2,48,37
187,2,4:21.0,,M. Williams makes clear path free throw 2 of 2,48,38
188,2,4:21.0,,T. Hansbrough enters the game for S. Hawes,48,38
189,2,4:18.0,I. Clark enters the game for S. Livingston,,48,38
190,2,4:06.0,,N. Batum makes 2-pt jump shot from 10 ft,48,40
191,2,3:47.0,D. Green misses 2-pt layup from 1 ft,,48,40
192,2,3:44.0,Offensive rebound by I. Clark,,48,40
193,2,3:32.0,K. Thompson misses 2-pt dunk at rim (block by M. Williams),,48,40
194,2,3:30.0,,Defensive rebound by N. Batum,48,40
195,2,3:23.0,,N. Batum misses 3-pt jump shot from 28 ft,48,40
196,2,3:22.0,Defensive rebound by S. Curry,,48,40
197,2,3:18.0,S. Curry makes 2-pt layup from 2 ft,,50,40
198,2,3:18.0,Shooting foul by B. Roberts (drawn by S. Curry),,50,40
199,2,3:18.0,S. Curry makes free throw 1 of 1,,51,40
200,2,2:57.0,,K. Walker misses 2-pt jump shot from 16 ft,51,40
201,2,2:56.0,Defensive rebound by D. Green,,51,40
202,2,2:50.0,I. Clark makes 2-pt layup from 1 ft (assist by D. Green),,53,40
203,2,2:33.0,,N. Batum misses 2-pt layup from 2 ft (block by K. Thompson),53,40
204,2,2:30.0,,Offensive rebound by T. Hansbrough,53,40
205,2,2:30.0,,T. Hansbrough makes 2-pt layup from 1 ft,53,42
206,2,2:18.0,S. Curry makes 3-pt jump shot from 23 ft (assist by D. Green),,56,42
207,2,1:51.0,,B. Roberts makes 2-pt jump shot from 15 ft (assist by N. Batum),56,44
208,2,1:39.0,Turnover by S. Curry (bad pass),,56,44
209,2,1:39.0,Official timeout,,56,44
210,2,1:20.0,,T. Hansbrough makes 2-pt layup from 2 ft (assist by N. Batum),56,46
211,2,1:08.0,,Violation by M. Williams (kicked ball),56,46
212,2,1:00.0,A. Bogut makes 2-pt layup from 1 ft (assist by S. Curry),,58,46
213,2,0:43.0,,B. Roberts makes 3-pt jump shot from 25 ft (assist by T. Hansbrough),58,49
214,2,0:34.0,K. Thompson misses 3-pt jump shot from 25 ft,,58,49
215,2,0:32.0,,Defensive rebound by T. Hansbrough,58,49
216,2,0:28.0,,Personal foul by K. Thompson (drawn by N. Batum),58,49
217,2,0:28.0,,N. Batum makes free throw 1 of 2,58,50
218,2,0:28.0,,N. Batum makes free throw 2 of 2,58,51
219,2,0:07.0,K. Thompson makes 2-pt layup from 1 ft (assist by S. Curry),,60,51
220,2,0:00.0,,K. Walker misses 2-pt jump shot from 16 ft,60,51
221,2,0:00.0,,Offensive rebound by Team,60,51
222,3,11:48.0,,M. Williams misses 2-pt jump shot from 19 ft (block by D. Green),60,51
223,3,11:45.0,Defensive rebound by K. Thompson,,60,51
224,3,11:30.0,Turnover by D. Green (bad pass; steal by N. Batum),,60,51
225,3,11:25.0,,N. Batum makes 2-pt dunk at rim,60,53
226,3,11:10.0,K. Thompson makes 3-pt jump shot from 25 ft,,63,53
227,3,10:53.0,,N. Batum misses 3-pt jump shot from 24 ft,63,53
228,3,10:51.0,Defensive rebound by D. Green,,63,53
229,3,10:36.0,D. Green misses 3-pt jump shot from 25 ft,,63,53
230,3,10:35.0,,Defensive rebound by M. Williams,63,53
231,3,10:27.0,,K. Walker makes 2-pt jump shot from 17 ft,63,55
232,3,10:11.0,S. Curry makes 2-pt layup from 1 ft,,65,55
233,3,9:53.0,,C. Zeller misses 2-pt layup from 1 ft (block by D. Green),65,55
234,3,9:53.0,,Offensive rebound by Team,65,55
235,3,9:46.0,,J. Lamb misses 2-pt layup from 1 ft,65,55
