,QUARTER,TIME_REMAINING,MIAMI_ACTION,ATLANTA_ACTION,MIAMI_SCORE,ATLANTA_SCORE
49,1,6:42.0,,K. Korver misses 2-pt jump shot from 20 ft,8,6
50,1,6:40.0,Defensive rebound by A. Stoudemire,,8,6
51,1,6:30.0,A. Stoudemire misses 2-pt jump shot from 19 ft,,8,6
52,1,6:29.0,,Defensive rebound by A. Horford,8,6
53,1,6:23.0,,Personal foul by G. Dragić,8,6
54,1,6:23.0,,Atlanta full timeout,8,6
55,1,6:23.0,,M. Muscala enters the game for A. Horford,8,6
56,1,6:23.0,J. McRoberts enters the game for L. Deng,,8,6
57,1,6:08.0,,J. Teague misses 3-pt jump shot from 24 ft,8,6
58,1,6:06.0,Defensive rebound by J. McRoberts,,8,6
59,1,5:56.0,A. Stoudemire makes 2-pt layup from 2 ft (assist by G. Dragić),,10,6
60,1,5:42.0,,K. Bazemore makes 3-pt jump shot from 24 ft (assist by K. Korver),10,9
61,1,5:18.0,J. McRoberts makes 2-pt layup from 2 ft,,12,9
62,1,5:09.0,,Shooting foul by G. Dragić (drawn by J. Teague),12,9
63,1,5:09.0,,J. Teague makes free throw 1 of 2,12,10
64,1,5:09.0,B. Udrih enters the game for G. Dragić,,12,10
65,1,5:09.0,,T. Hardaway enters the game for K. Korver,12,10
66,1,5:09.0,,T. Sefolosha enters the game for K. Bazemore,12,10
67,1,5:09.0,,J. Teague makes free throw 2 of 2,12,11
68,1,4:59.0,J. McRoberts makes 2-pt jump shot from 16 ft (assist by B. Udrih),,14,11
69,1,4:42.0,Offensive charge foul by P. Millsap (drawn by B. Udrih),,14,11
70,1,4:42.0,,Turnover by P. Millsap (offensive foul),14,11
71,1,4:42.0,,D. Schröder enters the game for J. Teague,14,11
72,1,4:42.0,,M. Scott enters the game for P. Millsap,14,11
73,1,4:28.0,Personal foul by M. Scott,,14,11
74,1,4:19.0,Personal foul by M. Muscala,,14,11
75,1,4:19.0,A. Stoudemire makes free throw 1 of 2,,15,11
76,1,4:19.0,,A. Horford enters the game for M. Muscala,15,11
77,1,4:19.0,A. Stoudemire misses free throw 2 of 2,,15,11
78,1,4:18.0,,Defensive rebound by T. Hardaway,15,11
79,1,4:03.0,,Shooting foul by J. Winslow (drawn by A. Horford),15,11
80,1,4:03.0,,A. Horford makes free throw 1 of 2,15,12
81,1,4:03.0,,A. Horford makes free throw 2 of 2,15,13
82,1,3:49.0,J. Winslow misses 2-pt layup from 3 ft,,15,13
83,1,3:45.0,,Defensive rebound by T. Sefolosha,15,13
84,1,3:37.0,,T. Sefolosha misses 3-pt jump shot from 24 ft,15,13
85,1,3:36.0,,Offensive rebound by M. Scott,15,13
86,1,3:35.0,,Turnover by M. Scott (lost ball),15,13
87,1,3:31.0,Miami full timeout,,15,13
88,1,3:19.0,G. Green misses 2-pt jump shot from 16 ft,,15,13
89,1,3:16.0,,Defensive rebound by T. Hardaway,15,13
90,1,3:07.0,,D. Schröder makes 2-pt layup from 1 ft,15,15
91,1,2:53.0,Turnover by B. Udrih (bad pass; steal by T. Sefolosha),,15,15
92,1,2:48.0,,M. Scott makes 2-pt layup from 1 ft (assist by D. Schröder),15,17
93,1,2:37.0,B. Udrih misses 2-pt jump shot from 20 ft,,15,17
94,1,2:35.0,,Defensive rebound by D. Schröder,15,17
95,1,2:33.0,,Turnover by D. Schröder (traveling),15,17
96,1,2:33.0,L. Deng enters the game for A. Stoudemire,,15,17
97,1,2:27.0,Shooting foul by A. Horford (drawn by L. Deng),,15,17
98,1,2:27.0,L. Deng makes free throw 1 of 2,,16,17
99,1,2:27.0,L. Deng misses free throw 2 of 2,,16,17
100,1,2:25.0,,Defensive rebound by T. Sefolosha,16,17
101,1,2:16.0,,A. Horford misses 2-pt hook shot from 7 ft,16,17
102,1,2:13.0,Defensive rebound by J. McRoberts,,16,17
103,1,2:07.0,L. Deng makes 2-pt layup from 1 ft (assist by J. McRoberts),,18,17
104,1,1:53.0,,D. Schröder makes 2-pt jump shot from 20 ft,18,19
105,1,1:33.0,L. Deng misses 2-pt layup from 1 ft,,18,19
106,1,1:32.0,Offensive rebound by J. Winslow,,18,19
107,1,1:32.0,J. Winslow misses 2-pt layup at rim,,18,19
108,1,1:31.0,,Defensive rebound by M. Scott,18,19
109,1,1:26.0,,T. Hardaway misses 3-pt jump shot from 24 ft,18,19
110,1,1:24.0,Defensive rebound by L. Deng,,18,19
111,1,1:16.0,B. Udrih misses 2-pt layup from 1 ft,,18,19
112,1,1:15.0,,Defensive rebound by A. Horford,18,19
113,1,1:01.0,,D. Schröder misses 2-pt layup from 2 ft (block by G. Green),18,19
114,1,1:00.0,Defensive rebound by L. Deng,,18,19
115,1,0:58.0,J. Winslow makes 2-pt layup from 1 ft (assist by B. Udrih),,20,19
116,1,0:35.0,,T. Sefolosha misses 3-pt jump shot from 23 ft,20,19
117,1,0:34.0,Defensive rebound by L. Deng,,20,19
118,1,0:10.0,J. McRoberts misses 2-pt jump shot from 19 ft,,20,19
119,1,0:08.0,Offensive rebound by L. Deng,,20,19
120,1,0:08.0,L. Deng makes 2-pt layup at rim,,22,19
121,1,0:00.0,,D. Schröder misses 2-pt jump shot from 15 ft,22,19
122,1,0:00.0,,Offensive rebound by Team,22,19
123,2,11:46.0,L. Deng makes 2-pt dunk at rim,,24,19
124,2,11:33.0,,T. Sefolosha makes 2-pt layup from 1 ft (assist by A. Horford),24,21
125,2,11:19.0,L. Deng makes 2-pt layup at rim (assist by J. McRoberts),,26,21
126,2,11:11.0,,M. Scott makes 3-pt jump shot from 24 ft (assist by D. Schröder),26,24
127,2,10:54.0,Personal foul by D. Schröder,,26,24
128,2,10:40.0,Turnover by Team (shot clock),,26,24
129,2,10:26.0,,A. Horford makes 3-pt jump shot from 24 ft (assist by D. Schröder),26,27
130,2,10:04.0,J. McRoberts makes 3-pt jump shot from 24 ft (assist by U. Haslem),,29,27
131,2,9:47.0,,D. Schröder misses 3-pt jump shot from 24 ft,29,27
132,2,9:46.0,Defensive rebound by U. Haslem,,29,27
133,2,9:22.0,B. Udrih misses 2-pt hook shot from 5 ft,,29,27
134,2,9:22.0,Offensive rebound by Team,,29,27
135,2,9:22.0,Turnover by Team (shot clock),,29,27
136,2,9:22.0,,P. Millsap enters the game for A. Horford,29,27
137,2,9:22.0,,M. Muscala enters the game for M. Scott,29,27
138,2,9:21.0,,Turnover by M. Muscala (bad pass; steal by J. Richardson),29,27
139,2,9:19.0,J. Richardson makes 2-pt dunk at rim,,31,27
140,2,9:18.0,,Atlanta full timeout,31,27
141,2,9:18.0,,K. Korver enters the game for T. Hardaway,31,27
142,2,9:18.0,G. Dragić enters the game for B. Udrih,,31,27
143,2,9:02.0,,Turnover by D. Schröder (bad pass; steal by L. Deng),31,27
144,2,8:38.0,J. Richardson misses 2-pt jump shot from 20 ft (block by D. Schröder),,31,27
145,2,8:36.0,,Defensive rebound by D. Schröder,31,27
146,2,8:27.0,,M. Muscala makes 2-pt jump shot from 16 ft (assist by K. Korver),31,29
147,2,8:01.0,U. Haslem makes 2-pt layup from 2 ft (assist by J. McRoberts),,33,29
148,2,7:48.0,,D. Schröder makes 2-pt layup at rim,33,31
149,2,7:35.0,L. Deng makes 2-pt jump shot from 21 ft (assist by G. Dragić),,35,31
150,2,7:11.0,,K. Korver makes 2-pt jump shot from 19 ft,35,33
151,2,6:59.0,Shooting foul by M. Muscala (drawn by U. Haslem),,35,33
152,2,6:59.0,U. Haslem makes free throw 1 of 2,,36,33
153,2,6:59.0,,K. Bazemore enters the game for T. Sefolosha,36,33
154,2,6:59.0,,J. Teague enters the game for D. Schröder,36,33
155,2,6:59.0,J. Winslow enters the game for J. McRoberts,,36,33
156,2,6:59.0,U. Haslem makes free throw 2 of 2,,37,33
157,2,6:48.0,,K. Korver misses 2-pt layup from 1 ft,37,33
158,2,6:45.0,Defensive rebound by G. Dragić,,37,33
159,2,6:41.0,J. Winslow makes 2-pt layup at rim (assist by G. Dragić),,39,33
160,2,6:28.0,,Turnover by K. Bazemore (bad pass; steal by G. Dragić),39,33
161,2,6:23.0,J. Richardson makes 2-pt layup from 1 ft (assist by G. Dragić),,41,33
162,2,6:23.0,,Atlanta full timeout,41,33
163,2,6:08.0,,Shooting foul by J. Winslow (drawn by M. Muscala),41,33
164,2,6:08.0,,M. Muscala makes free throw 1 of 2,41,34
165,2,6:08.0,G. Green enters the game for J. Winslow,,41,34
166,2,6:08.0,,M. Muscala makes free throw 2 of 2,41,35
167,2,5:57.0,J. Richardson makes 3-pt jump shot from 24 ft (assist by G. Dragić),,44,35
168,2,5:43.0,,K. Korver misses 2-pt jump shot from 19 ft,44,35
169,2,5:41.0,,Offensive rebound by M. Muscala,44,35
170,2,5:41.0,,Turnover by M. Muscala (lost ball; steal by G. Dragić),44,35
171,2,5:35.0,G. Dragić misses 2-pt jump shot from 16 ft,,44,35
172,2,5:34.0,,Defensive rebound by Team,44,35
173,2,5:34.0,Official timeout,,44,35
174,2,5:34.0,,A. Horford enters the game for M. Muscala,44,35
175,2,5:34.0,J. Winslow enters the game for L. Deng,,44,35
176,2,5:20.0,,K. Bazemore makes 2-pt layup from 1 ft (assist by P. Millsap),44,37
177,2,5:06.0,Turnover by J. Winslow (lost ball),,44,37
178,2,4:56.0,,A. Horford makes 2-pt layup at rim (assist by J. Teague),44,39
179,2,4:49.0,Miami full timeout,,44,39
180,2,4:39.0,Personal foul by P. Millsap,,44,39
181,2,4:39.0,,M. Scott enters the game for P. Millsap,44,39
182,2,4:26.0,J. Winslow makes 2-pt layup from 2 ft,,46,39
183,2,4:13.0,,Personal foul by J. Richardson,46,39
184,2,4:08.0,,Personal foul by G. Green,46,39
185,2,4:00.0,,Turnover by M. Scott (lost ball),46,39
186,2,3:52.0,Personal foul by A. Horford,,46,39
187,2,3:40.0,G. Dragić misses 2-pt jump shot from 21 ft,,46,39
188,2,3:38.0,Offensive rebound by J. Winslow,,46,39
189,2,3:29.0,G. Dragić misses 2-pt jump shot from 10 ft,,46,39
190,2,3:28.0,,Defensive rebound by M. Scott,46,39
191,2,3:17.0,,K. Bazemore misses 2-pt layup from 2 ft,46,39
192,2,3:16.0,Defensive rebound by U. Haslem,,46,39
193,2,3:09.0,G. Dragić misses 3-pt jump shot from 24 ft,,46,39
194,2,3:07.0,,Defensive rebound by K. Bazemore,46,39
195,2,3:02.0,,K. Bazemore misses 2-pt jump shot from 18 ft,46,39
196,2,3:01.0,Defensive rebound by G. Dragić,,46,39
197,2,2:48.0,U. Haslem makes 2-pt jump shot from 17 ft (assist by G. Green),,48,39
198,2,2:36.0,,Personal foul by J. Richardson,48,39
199,2,2:36.0,L. Deng enters the game for J. Richardson,,48,39
200,2,2:25.0,,M. Scott makes 2-pt layup at rim (assist by J. Teague),48,41
201,2,2:07.0,L. Deng misses 2-pt jump shot from 18 ft,,48,41
202,2,2:06.0,,Defensive rebound by M. Scott,48,41
203,2,2:00.0,,Shooting foul by U. Haslem (drawn by A. Horford),48,41
204,2,2:00.0,,A. Horford makes free throw 1 of 2,48,42
205,2,2:00.0,,A. Horford makes free throw 2 of 2,48,43
206,2,1:44.0,Personal foul by J. Teague,,48,43
207,2,1:44.0,L. Deng makes free throw 1 of 2,,49,43
208,2,1:44.0,B. Udrih enters the game for G. Dragić,,49,43
209,2,1:44.0,J. McRoberts enters the game for J. Winslow,,49,43
210,2,1:44.0,L. Deng makes free throw 2 of 2,,50,43
211,2,1:38.0,,J. Teague misses 3-pt jump shot from 24 ft,50,43
212,2,1:37.0,Defensive rebound by U. Haslem,,50,43
213,2,1:25.0,Turnover by G. Green (step out of bounds),,50,43
214,2,1:25.0,,D. Schröder enters the game for K. Bazemore,50,43
215,2,1:13.0,,J. Teague makes 2-pt layup from 1 ft,50,45
216,2,0:52.0,G. Green makes 2-pt jump shot from 14 ft (assist by J. McRoberts),,52,45
217,2,0:44.0,,A. Horford makes 2-pt layup from 1 ft (assist by M. Scott),52,47
218,2,0:31.0,Turnover by J. McRoberts (bad pass; steal by D. Schröder),,52,47
219,2,0:24.0,,K. Korver misses 3-pt jump shot from 25 ft,52,47
220,2,0:22.0,,Offensive rebound by D. Schröder,52,47
221,2,0:22.0,,Personal foul by B. Udrih,52,47
222,2,0:22.0,,D. Schröder makes free throw 1 of 2,52,48
223,2,0:22.0,,M. Muscala enters the game for A. Horford,52,48
224,2,0:22.0,,T. Sefolosha enters the game for K. Korver,52,48
225,2,0:22.0,,K. Bazemore enters the game for J. Teague,52,48
226,2,0:22.0,,D. Schröder makes free throw 2 of 2,52,49
227,2,0:20.0,Miami full timeout,,52,49
228,2,0:20.0,J. Richardson enters the game for G. Green,,52,49
229,2,0:20.0,G. Dragić enters the game for J. McRoberts,,52,49
230,2,0:20.0,J. Winslow enters the game for U. Haslem,,52,49
231,2,0:20.0,,T. Hardaway enters the game for M. Muscala,52,49
232,2,0:11.0,Turnover by L. Deng (3 sec),,52,49
233,2,0:11.0,,K. Korver enters the game for T. Hardaway,52,49
234,2,0:11.0,,A. Horford enters the game for T. Sefolosha,52,49
235,2,0:11.0,U. Haslem enters the game for J. Winslow,,52,49
236,2,0:11.0,G. Green enters the game for G. Dragić,,52,49
237,2,0:05.0,,M. Scott makes 3-pt jump shot from 25 ft (assist by D. Schröder),52,52
238,2,0:01.0,,T. Sefolosha enters the game for A. Horford,52,52
239,2,0:01.0,,M. Muscala enters the game for K. Korver,52,52
240,2,0:00.0,G. Green misses 3-pt jump shot from 23 ft,,52,52
241,2,0:00.0,Offensive rebound by Team,,52,52
242,3,11:51.0,G. Green makes 2-pt jump shot from 18 ft (assist by A. Stoudemire),,54,52
243,3,11:31.0,,Turnover by J. Teague (bad pass; steal by J. Winslow),54,52
244,3,11:12.0,L. Deng misses 2-pt jump shot from 12 ft,,54,52
245,3,11:09.0,,Defensive rebound by J. Teague,54,52
246,3,11:00.0,,K. Korver makes 3-pt jump shot from 23 ft (assist by A. Horford),54,55
247,3,10:43.0,Turnover by G. Dragić (bad pass; steal by J. Teague),,54,55
248,3,10:39.0,,J. Teague makes 2-pt layup from 1 ft,54,57
249,3,10:29.0,G. Dragić makes 2-pt layup from 2 ft,,56,57
250,3,10:19.0,,J. Teague misses 2-pt layup from 2 ft,56,57
251,3,10:18.0,Defensive rebound by A. Stoudemire,,56,57
252,3,9:57.0,Turnover by A. Stoudemire (step out of bounds),,56,57
253,3,9:49.0,,P. Millsap makes 3-pt jump shot from 24 ft (assist by J. Teague),56,60
254,3,9:33.0,G. Dragić misses 3-pt jump shot from 24 ft,,56,60
255,3,9:32.0,,Defensive rebound by K. Korver,56,60
256,3,9:24.0,,A. Horford misses 3-pt jump shot from 23 ft,56,60
257,3,9:22.0,,Offensive rebound by P. Millsap,56,60
258,3,9:16.0,,P. Millsap misses 2-pt jump shot from 4 ft,56,60
259,3,9:14.0,Defensive rebound by J. Winslow,,56,60
260,3,9:03.0,G. Green makes 2-pt jump shot from 16 ft (assist by G. Dragić),,58,60
261,3,8:47.0,,J. Teague misses 3-pt jump shot from 24 ft,58,60
262,3,8:45.0,Defensive rebound by J. Winslow,,58,60
263,3,8:39.0,G. Green misses 2-pt jump shot from 20 ft,,58,60
264,3,8:37.0,,Defensive rebound by P. Millsap,58,60
265,3,8:33.0,,Turnover by P. Millsap (offensive foul),58,60
266,3,8:33.0,,Offensive foul by P. Millsap (drawn by G. Dragić),58,60
267,3,8:33.0,,M. Scott enters the game for P. Millsap,58,60
268,3,8:21.0,G. Green makes 2-pt jump shot from 18 ft,,60,60
269,3,8:00.0,,K. Bazemore misses 2-pt layup from 1 ft,60,60
270,3,7:58.0,,Offensive rebound by A. Horford,60,60
271,3,7:50.0,,K. Korver misses 3-pt jump shot from 22 ft,60,60
272,3,7:48.0,,Offensive rebound by M. Scott,60,60
273,3,7:41.0,,K. Bazemore misses 3-pt jump shot from 24 ft,60,60
274,3,7:39.0,Defensive rebound by J. Winslow,,60,60
275,3,7:35.0,J. Winslow misses 2-pt jump shot from 4 ft (block by A. Horford),,60,60
276,3,7:35.0,Offensive rebound by Team,,60,60
277,3,7:33.0,G. Green misses 2-pt layup at rim,,60,60
278,3,7:33.0,Offensive rebound by G. Green,,60,60
279,3,7:33.0,G. Green makes 2-pt layup at rim,,62,60
280,3,7:33.0,Shooting foul by K. Korver (drawn by G. Green),,62,60
281,3,7:33.0,,Atlanta full timeout,62,60
282,3,7:33.0,G. Green misses free throw 1 of 1,,62,60
283,3,7:27.0,Offensive rebound by L. Deng,,62,60
284,3,7:22.0,J. Winslow misses 2-pt layup from 1 ft,,62,60
285,3,7:21.0,,Defensive rebound by M. Scott,62,60
286,3,7:04.0,,K. Bazemore misses 2-pt layup at rim,62,60
287,3,7:01.0,Defensive rebound by J. Winslow,,62,60
288,3,7:01.0,Turnover by J. Winslow (lost ball; steal by K. Bazemore),,62,60
289,3,6:57.0,,K. Korver misses 2-pt jump shot from 16 ft,62,60
290,3,6:54.0,Defensive rebound by L. Deng,,62,60
291,3,6:47.0,Shooting foul by J. Teague (drawn by L. Deng),,62,60
292,3,6:47.0,L. Deng makes free throw 1 of 2,,63,60
293,3,6:47.0,,T. Sefolosha enters the game for K. Bazemore,63,60
294,3,6:47.0,L. Deng makes free throw 2 of 2,,64,60
295,3,6:38.0,,K. Korver makes 3-pt jump shot from 24 ft (assist by J. Teague),64,63
296,3,6:11.0,A. Stoudemire misses 2-pt layup from 2 ft,,64,63
297,3,6:08.0,Offensive rebound by A. Stoudemire,,64,63
298,3,6:07.0,A. Stoudemire misses 2-pt layup at rim (block by K. Korver),,64,63
299,3,6:05.0,,Defensive rebound by A. Horford,64,63
300,3,6:01.0,,J. Teague makes 3-pt jump shot from 25 ft (assist by T. Sefolosha),64,66
301,3,5:43.0,J. Winslow misses 3-pt jump shot from 23 ft,,64,66
302,3,5:42.0,,Defensive rebound by T. Sefolosha,64,66
303,3,5:38.0,,Turnover by J. Teague (bad pass; steal by J. Winslow),64,66
304,3,5:23.0,G. Dragić makes 2-pt jump shot from 17 ft,,66,66
305,3,5:02.0,,Turnover by A. Horford (bad pass; steal by L. Deng),66,66
306,3,5:01.0,Shooting block foul by J. Teague (drawn by L. Deng),,66,66
307,3,5:01.0,L. Deng makes free throw 1 of 2,,67,66
308,3,5:01.0,J. McRoberts enters the game for J. Winslow,,67,66
309,3,5:01.0,,D. Schröder enters the game for J. Teague,67,66
310,3,5:01.0,L. Deng misses free throw 2 of 2,,67,66
311,3,5:00.0,,Defensive rebound by T. Sefolosha,67,66
312,3,4:38.0,,T. Sefolosha misses 2-pt jump shot from 20 ft,67,66
313,3,4:36.0,Defensive rebound by A. Stoudemire,,67,66
314,3,4:29.0,A. Stoudemire makes 2-pt layup at rim (assist by G. Green),,69,66
315,3,4:13.0,,M. Scott misses 2-pt jump shot from 17 ft,69,66
316,3,4:12.0,Defensive rebound by G. Dragić,,69,66
317,3,4:03.0,G. Green makes 3-pt jump shot from 23 ft (assist by G. Dragić),,72,66
318,3,3:46.0,,Turnover by D. Schröder (bad pass; steal by G. Dragić),72,66
319,3,3:41.0,Turnover by G. Green (discontinued dribble),,72,66
320,3,3:41.0,,P. Millsap enters the game for A. Horford,72,66
321,3,3:41.0,J. Winslow enters the game for L. Deng,,72,66
322,3,3:32.0,,D. Schröder makes 2-pt jump shot from 14 ft,72,68
323,3,3:20.0,Turnover by G. Dragić (traveling),,72,68
324,3,3:06.0,,P. Millsap misses 3-pt jump shot from 24 ft,72,68
325,3,3:05.0,Defensive rebound by G. Green,,72,68
326,3,2:53.0,J. McRoberts makes 2-pt jump shot from 7 ft,,74,68
327,3,2:45.0,,K. Korver makes 3-pt jump shot from 24 ft (assist by D. Schröder),74,71
328,3,2:44.0,Miami full timeout,,74,71
329,3,2:44.0,,M. Muscala enters the game for P. Millsap,74,71
330,3,2:44.0,J. Richardson enters the game for A. Stoudemire,,74,71
331,3,2:25.0,J. McRoberts makes 2-pt layup from 2 ft,,76,71
332,3,2:13.0,,D. Schröder makes 3-pt jump shot from 24 ft (assist by T. Sefolosha),76,74
333,3,1:55.0,,Offensive charge foul by G. Green (drawn by K. Korver),76,74
334,3,1:55.0,Turnover by G. Green (offensive foul),,76,74
335,3,1:55.0,,P. Millsap enters the game for M. Muscala,76,74
336,3,1:36.0,,M. Scott misses 2-pt jump shot from 17 ft,76,74
337,3,1:34.0,Defensive rebound by J. Richardson,,76,74
338,3,1:16.0,G. Dragić makes 3-pt jump shot from 24 ft (assist by J. McRoberts),,79,74
339,3,0:57.0,,K. Korver makes 2-pt jump shot from 20 ft (assist by P. Millsap),79,76
340,3,0:44.0,Turnover by G. Dragić (bad pass; steal by K. Korver),,79,76
341,3,0:38.0,,T. Sefolosha makes 2-pt dunk at rim (assist by P. Millsap),79,78
342,3,0:20.0,G. Dragić misses 3-pt jump shot from 24 ft,,79,78
343,3,0:18.0,,Defensive rebound by P. Millsap,79,78
344,3,0:00.0,,D. Schröder makes 3-pt jump shot from 24 ft,79,81
345,4,11:49.0,,Turnover by D. Schröder (bad pass; steal by L. Deng),79,81
346,4,11:30.0,J. McRoberts makes 3-pt jump shot from 24 ft (assist by B. Udrih),,82,81
347,4,11:12.0,,D. Schröder misses 2-pt layup from 1 ft,82,81
348,4,11:12.0,Defensive rebound by Team,,82,81
349,4,11:12.0,,Loose ball foul by M. Scott,82,81
350,4,10:46.0,B. Udrih misses 2-pt jump shot from 16 ft,,82,81
351,4,10:44.0,Offensive rebound by J. McRoberts,,82,81
352,4,10:37.0,J. Winslow makes 2-pt layup from 2 ft (assist by J. McRoberts),,84,81
353,4,10:26.0,,M. Scott makes 3-pt jump shot from 24 ft (assist by D. Schröder),84,84
354,4,10:01.0,L. Deng makes 2-pt jump shot from 16 ft,,86,84
355,4,9:45.0,,M. Scott misses 3-pt jump shot from 24 ft,86,84
356,4,9:42.0,Defensive rebound by J. McRoberts,,86,84
357,4,9:30.0,L. Deng makes 2-pt layup at rim (assist by J. McRoberts),,88,84
358,4,9:20.0,,A. Horford makes 2-pt layup from 1 ft (assist by M. Scott),88,86
359,4,9:20.0,,Shooting foul by J. McRoberts (drawn by A. Horford),88,86
360,4,9:20.0,,P. Millsap enters the game for M. Scott,88,86
361,4,9:20.0,,A. Horford makes free throw 1 of 1,88,87
362,4,9:11.0,Turnover by B. Udrih (bad pass; steal by A. Horford),,88,87
363,4,8:54.0,,P. Millsap misses 2-pt jump shot from 19 ft,88,87
364,4,8:51.0,Defensive rebound by J. Winslow,,88,87
365,4,8:44.0,B. Udrih makes 3-pt jump shot from 24 ft (assist by J. McRoberts),,91,87
366,4,8:34.0,,Turnover by D. Schröder (traveling),91,87
367,4,8:34.0,Official timeout,,91,87
368,4,8:34.0,,J. Teague enters the game for T. Hardaway,91,87
369,4,8:14.0,B. Udrih misses 2-pt jump shot from 18 ft,,91,87
370,4,8:12.0,,Defensive rebound by T. Sefolosha,91,87
371,4,7:58.0,,A. Horford misses 2-pt jump shot from 8 ft,91,87
372,4,7:56.0,Defensive rebound by J. McRoberts,,91,87
373,4,7:48.0,J. McRoberts misses 2-pt jump shot from 18 ft,,91,87
374,4,7:46.0,,Defensive rebound by P. Millsap,91,87
375,4,7:40.0,,A. Horford misses 2-pt dunk at rim,91,87
376,4,7:36.0,Defensive rebound by J. Winslow,,91,87
377,4,7:26.0,L. Deng makes 2-pt layup from 1 ft (assist by J. McRoberts),,93,87
378,4,7:09.0,,J. Teague makes 3-pt jump shot from 24 ft (assist by A. Horford),93,90
379,4,6:54.0,,K. Bazemore enters the game for T. Sefolosha,93,90
380,4,6:54.0,,K. Korver enters the game for D. Schröder,93,90
381,4,6:54.0,G. Green enters the game for J. Winslow,,93,90
382,4,6:54.0,G. Dragić enters the game for B. Udrih,,93,90
383,4,6:44.0,J. McRoberts makes 3-pt jump shot from 24 ft (assist by G. Dragić),,96,90
384,4,6:31.0,,P. Millsap misses 2-pt jump shot from 2 ft,96,90
385,4,6:30.0,,Offensive rebound by P. Millsap,96,90
386,4,6:28.0,,Turnover by P. Millsap (lost ball; steal by G. Green),96,90
387,4,6:12.0,G. Dragić makes 2-pt layup from 1 ft,,98,90
388,4,6:12.0,,Atlanta full timeout,98,90
389,4,5:43.0,,P. Millsap misses 3-pt jump shot from 40 ft,98,90
