,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,OKLAHOMA CITY_ACTION,CLEVELAND_SCORE,OKLAHOMA CITY_SCORE
64,1,3:12.0,,S. Adams makes 2-pt jump shot from 6 ft (assist by K. Durant),19,22
65,1,2:54.0,K. Love makes 2-pt jump shot from 18 ft (assist by L. James),,21,22
66,1,2:44.0,,Shooting foul by J. Smith (drawn by R. Westbrook),21,22
67,1,2:44.0,Cleveland full timeout,,21,22
68,1,2:44.0,,R. Foye enters the game for D. Waiters,21,22
69,1,2:44.0,M. Dellavedova enters the game for J. Smith,,21,22
70,1,2:44.0,R. Jefferson enters the game for K. Irving,,21,22
71,1,2:44.0,,R. Westbrook makes free throw 1 of 2,21,23
72,1,2:44.0,,R. Westbrook makes free throw 2 of 2,21,24
73,1,2:34.0,L. James makes 2-pt layup at rim (assist by M. Dellavedova),,23,24
74,1,2:18.0,,R. Westbrook misses 2-pt layup from 2 ft,23,24
75,1,2:17.0,Defensive rebound by T. Thompson,,23,24
76,1,2:10.0,Turnover by L. James (lost ball; steal by S. Ibaka),,23,24
77,1,2:05.0,,Personal block foul by M. Dellavedova (drawn by R. Westbrook),23,24
78,1,2:05.0,,R. Westbrook makes free throw 1 of 2,23,25
79,1,2:05.0,,E. Freedom enters the game for S. Ibaka,23,25
80,1,2:05.0,T. Mozgov enters the game for T. Thompson,,23,25
81,1,2:05.0,,R. Westbrook makes free throw 2 of 2,23,26
82,1,1:55.0,L. James makes 2-pt layup at rim (assist by M. Dellavedova),,25,26
83,1,1:44.0,,Turnover by R. Westbrook (bad pass),25,26
84,1,1:44.0,,C. Payne enters the game for R. Westbrook,25,26
85,1,1:27.0,L. James misses 2-pt jump shot from 5 ft,,25,26
86,1,1:26.0,,Defensive rebound by E. Freedom,25,26
87,1,1:16.0,,K. Durant misses 2-pt layup from 2 ft,25,26
88,1,1:16.0,,Offensive rebound by Team,25,26
89,1,1:09.0,,K. Durant makes 2-pt jump shot from 6 ft,25,28
90,1,0:59.0,Personal foul by R. Foye (drawn by T. Mozgov),,25,28
91,1,0:49.0,T. Mozgov makes 2-pt dunk at rim (assist by M. Dellavedova),,27,28
92,1,0:38.0,,K. Durant misses 3-pt jump shot from 24 ft,27,28
93,1,0:37.0,Defensive rebound by R. Jefferson,,27,28
94,1,0:20.0,K. Love misses 2-pt jump shot from 5 ft (block by S. Adams),,27,28
95,1,0:19.0,,Defensive rebound by S. Adams,27,28
96,1,0:00.0,,K. Durant misses 2-pt jump shot from 13 ft,27,28
97,1,0:00.0,,Offensive rebound by Team,27,28
98,2,11:43.0,J. Smith misses 3-pt jump shot from 23 ft,,27,28
99,2,11:42.0,,Defensive rebound by C. Payne,27,28
100,2,11:26.0,,C. Payne misses 2-pt jump shot from 17 ft,27,28
101,2,11:26.0,Defensive rebound by R. Jefferson,,27,28
102,2,11:14.0,Turnover by M. Dellavedova (lost ball; steal by C. Payne),,27,28
103,2,10:58.0,,E. Freedom misses 2-pt jump shot from 13 ft,27,28
104,2,10:58.0,Defensive rebound by T. Thompson,,27,28
105,2,10:45.0,R. Jefferson makes 3-pt jump shot from 22 ft,,30,28
106,2,10:17.0,,E. Freedom misses 2-pt jump shot from 15 ft,30,28
107,2,10:17.0,Defensive rebound by T. Thompson,,30,28
108,2,9:56.0,Turnover by M. Dellavedova (bad pass; steal by C. Payne),,30,28
109,2,9:48.0,,Turnover by C. Payne (bad pass; steal by R. Jefferson),30,28
110,2,9:45.0,Shooting block foul by N. Collison (drawn by R. Jefferson),,30,28
111,2,9:45.0,R. Jefferson makes free throw 1 of 2,,31,28
112,2,9:45.0,,D. Waiters enters the game for R. Foye,31,28
113,2,9:45.0,R. Jefferson makes free throw 2 of 2,,32,28
114,2,9:34.0,,Shooting foul by T. Mozgov (drawn by C. Payne),32,28
115,2,9:34.0,,C. Payne makes free throw 1 of 2,32,29
116,2,9:34.0,,C. Payne makes free throw 2 of 2,32,30
117,2,9:18.0,T. Mozgov makes 2-pt jump shot from 4 ft (assist by M. Dellavedova),,34,30
118,2,9:07.0,,Personal foul by R. Jefferson (drawn by N. Collison),34,30
119,2,9:07.0,,R. Westbrook enters the game for C. Payne,34,30
120,2,8:56.0,,A. Morrow misses 2-pt jump shot from 8 ft,34,30
121,2,8:55.0,,Offensive rebound by N. Collison,34,30
122,2,8:55.0,,N. Collison makes 2-pt dunk at rim,34,32
123,2,8:44.0,Personal foul by D. Waiters (drawn by R. Jefferson),,34,32
124,2,8:44.0,Official timeout,,34,32
125,2,8:44.0,,S. Ibaka enters the game for N. Collison,34,32
126,2,8:31.0,T. Mozgov misses 2-pt layup from 1 ft,,34,32
127,2,8:30.0,,Defensive rebound by E. Freedom,34,32
128,2,8:24.0,,R. Westbrook makes 2-pt layup from 1 ft,34,34
129,2,8:24.0,Violation by R. Jefferson (def goaltending),,34,34
130,2,8:10.0,M. Dellavedova misses 2-pt jump shot from 10 ft,,34,34
131,2,8:08.0,Offensive rebound by T. Mozgov,,34,34
132,2,8:04.0,J. Smith makes 3-pt jump shot from 24 ft (assist by T. Thompson),,37,34
133,2,7:50.0,L. James enters the game for R. Jefferson,,37,34
134,2,7:50.0,K. Love enters the game for T. Thompson,,37,34
135,2,7:47.0,,A. Morrow misses 3-pt jump shot from 25 ft,37,34
136,2,7:46.0,,Offensive rebound by E. Freedom,37,34
137,2,7:45.0,,Shooting foul by T. Mozgov (drawn by E. Freedom),37,34
138,2,7:45.0,,E. Freedom misses free throw 1 of 2,37,34
139,2,7:45.0,,Offensive rebound by Team,37,34
140,2,7:45.0,,K. Durant enters the game for A. Morrow,37,34
141,2,7:45.0,,E. Freedom makes free throw 2 of 2,37,35
142,2,7:26.0,L. James misses 2-pt jump shot from 8 ft,,37,35
143,2,7:25.0,,Defensive rebound by E. Freedom,37,35
144,2,7:16.0,,E. Freedom misses 2-pt layup at rim,37,35
145,2,7:16.0,Defensive rebound by L. James,,37,35
146,2,7:08.0,Turnover by T. Mozgov (lost ball; steal by S. Ibaka),,37,35
147,2,7:02.0,,K. Durant makes 2-pt layup from 1 ft (assist by R. Westbrook),37,37
148,2,6:44.0,T. Mozgov makes 2-pt layup at rim (assist by M. Dellavedova),,39,37
149,2,6:31.0,,S. Ibaka makes 2-pt jump shot from 19 ft (assist by R. Westbrook),39,39
150,2,6:14.0,L. James makes 3-pt jump shot from 24 ft (assist by K. Love),,42,39
151,2,6:01.0,,R. Westbrook misses 2-pt jump shot from 12 ft,42,39
152,2,5:59.0,,Offensive rebound by R. Westbrook,42,39
153,2,5:59.0,,R. Westbrook misses 2-pt layup at rim,42,39
154,2,5:59.0,Defensive rebound by K. Love,,42,39
155,2,5:53.0,L. James makes 2-pt layup at rim,,44,39
156,2,5:48.0,,Oklahoma City full timeout,44,39
157,2,5:46.0,,S. Adams enters the game for E. Freedom,44,39
158,2,5:46.0,T. Thompson enters the game for T. Mozgov,,44,39
159,2,5:35.0,,S. Ibaka misses 3-pt jump shot from 24 ft,44,39
160,2,5:35.0,Defensive rebound by L. James,,44,39
161,2,5:30.0,K. Love makes 2-pt layup at rim (assist by L. James),,46,39
162,2,5:10.0,,S. Ibaka misses 2-pt jump shot from 5 ft,46,39
163,2,5:10.0,,Offensive rebound by S. Ibaka,46,39
164,2,5:05.0,,S. Ibaka makes 2-pt hook shot from 3 ft,46,41
165,2,4:53.0,Offensive foul by J. Smith (drawn by D. Waiters),,46,41
166,2,4:53.0,Turnover by J. Smith (offensive foul),,46,41
167,2,4:53.0,R. Jefferson enters the game for J. Smith,,46,41
168,2,4:44.0,,K. Durant misses 2-pt jump shot from 17 ft,46,41
169,2,4:43.0,Defensive rebound by K. Love,,46,41
170,2,4:34.0,L. James makes 2-pt jump shot from 16 ft,,48,41
171,2,4:12.0,,Turnover by S. Adams (3 sec),48,41
172,2,4:00.0,L. James misses 3-pt jump shot from 24 ft,,48,41
173,2,3:59.0,,Defensive rebound by R. Westbrook,48,41
174,2,3:53.0,,K. Durant makes 3-pt jump shot from 23 ft (assist by R. Westbrook),48,44
175,2,3:41.0,,R. Foye enters the game for D. Waiters,48,44
176,2,3:41.0,J. Jones enters the game for M. Dellavedova,,48,44
177,2,3:37.0,R. Jefferson makes 3-pt jump shot from 22 ft (assist by K. Love),,51,44
178,2,3:24.0,,S. Adams misses 2-pt dunk at rim,51,44
179,2,3:24.0,Defensive rebound by K. Love,,51,44
180,2,3:22.0,,Violation by K. Durant (kicked ball),51,44
181,2,3:22.0,Cleveland full timeout,,51,44
182,2,3:12.0,K. Love misses 3-pt jump shot from 24 ft,,51,44
183,2,3:12.0,,Defensive rebound by R. Westbrook,51,44
184,2,3:06.0,,R. Westbrook makes 2-pt layup from 1 ft,51,46
185,2,2:42.0,L. James makes 2-pt layup from 1 ft,,53,46
186,2,2:24.0,,S. Ibaka makes 2-pt hook shot from 5 ft (assist by R. Westbrook),53,48
187,2,2:07.0,L. James makes 2-pt jump shot from 10 ft,,55,48
188,2,2:07.0,Shooting foul by R. Foye (drawn by L. James),,55,48
189,2,2:07.0,L. James makes free throw 1 of 1,,56,48
190,2,1:46.0,,R. Westbrook makes 3-pt jump shot from 25 ft (assist by R. Foye),56,51
191,2,1:30.0,T. Thompson makes 2-pt dunk at rim (assist by L. James),,58,51
192,2,1:10.0,,Turnover by K. Durant (lost ball; steal by L. James),58,51
193,2,1:03.0,Shooting foul by S. Adams (drawn by K. Love),,58,51
194,2,1:03.0,K. Love makes free throw 1 of 2,,59,51
195,2,1:03.0,K. Love makes free throw 2 of 2,,60,51
196,2,0:56.0,,S. Ibaka makes 2-pt dunk at rim (assist by R. Westbrook),60,53
197,2,0:56.0,,Shooting foul by L. James (drawn by S. Ibaka),60,53
198,2,0:56.0,,N. Collison enters the game for S. Adams,60,53
199,2,0:56.0,,S. Ibaka misses free throw 1 of 1,60,53
200,2,0:56.0,Defensive rebound by T. Thompson,,60,53
201,2,0:34.0,Personal foul by R. Foye (drawn by R. Jefferson),,60,53
202,2,0:34.0,,Oklahoma City full timeout,60,53
203,2,0:34.0,R. Jefferson makes free throw 1 of 2,,61,53
204,2,0:34.0,M. Dellavedova enters the game for J. Jones,,61,53
205,2,0:34.0,R. Jefferson makes free throw 2 of 2,,62,53
206,2,0:28.0,,K. Durant misses 2-pt jump shot from 4 ft,62,53
207,2,0:27.0,Defensive rebound by R. Jefferson,,62,53
208,2,0:03.0,L. James misses 2-pt jump shot from 11 ft,,62,53
209,2,0:02.0,,Defensive rebound by K. Durant,62,53
210,3,11:43.0,T. Thompson misses 2-pt layup from 2 ft (block by K. Durant),,62,53
211,3,11:42.0,Offensive rebound by T. Thompson,,62,53
212,3,11:41.0,T. Thompson misses 2-pt jump shot from 4 ft (block by S. Ibaka),,62,53
213,3,11:41.0,Offensive rebound by Team,,62,53
214,3,11:38.0,J. Smith misses 2-pt layup at rim,,62,53
215,3,11:38.0,Offensive rebound by T. Thompson,,62,53
216,3,11:38.0,Shooting foul by S. Adams (drawn by T. Thompson),,62,53
217,3,11:38.0,T. Thompson makes free throw 1 of 2,,63,53
218,3,11:38.0,T. Thompson misses free throw 2 of 2,,63,53
219,3,11:37.0,,Defensive rebound by S. Adams,63,53
220,3,11:18.0,,Shooting foul by L. James (drawn by K. Durant),63,53
221,3,11:18.0,,K. Durant misses free throw 1 of 2,63,53
222,3,11:18.0,,Offensive rebound by Team,63,53
223,3,11:18.0,,K. Durant makes free throw 2 of 2,63,54
224,3,11:01.0,K. Love misses 2-pt jump shot from 5 ft,,63,54
225,3,11:01.0,,Defensive rebound by K. Durant,63,54
226,3,10:52.0,,S. Ibaka makes 2-pt jump shot from 19 ft (assist by D. Waiters),63,56
227,3,10:28.0,L. James misses 2-pt layup from 1 ft,,63,56
228,3,10:28.0,Offensive rebound by T. Thompson,,63,56
229,3,10:28.0,Personal foul by R. Westbrook (drawn by T. Thompson),,63,56
230,3,10:22.0,Turnover by M. Dellavedova (lost ball; steal by R. Westbrook),,63,56
231,3,10:18.0,,K. Durant makes 2-pt dunk at rim (assist by R. Westbrook),63,58
232,3,10:18.0,Cleveland full timeout,,63,58
233,3,10:09.0,Turnover by L. James (bad pass; steal by S. Adams),,63,58
234,3,9:59.0,,D. Waiters misses 2-pt jump shot from 18 ft,63,58
235,3,9:58.0,,Offensive rebound by R. Westbrook,63,58
236,3,9:51.0,,S. Ibaka misses 3-pt jump shot from 22 ft,63,58
237,3,9:50.0,Defensive rebound by M. Dellavedova,,63,58
238,3,9:48.0,Personal foul by R. Westbrook (drawn by M. Dellavedova),,63,58
239,3,9:31.0,Shooting foul by S. Ibaka (drawn by K. Love),,63,58
240,3,9:31.0,K. Love makes free throw 1 of 2,,64,58
241,3,9:31.0,K. Love misses free throw 2 of 2,,64,58
242,3,9:30.0,,Defensive rebound by R. Westbrook,64,58
243,3,9:19.0,,D. Waiters misses 2-pt jump shot from 18 ft,64,58
244,3,9:18.0,Defensive rebound by K. Love,,64,58
245,3,9:04.0,L. James misses 2-pt jump shot from 14 ft,,64,58
246,3,9:03.0,,Defensive rebound by D. Waiters,64,58
247,3,8:57.0,,R. Westbrook misses 3-pt jump shot from 24 ft,64,58
248,3,8:56.0,Defensive rebound by J. Smith,,64,58
249,3,8:50.0,Shooting foul by S. Ibaka (drawn by K. Love),,64,58
250,3,8:50.0,K. Love makes free throw 1 of 2,,65,58
251,3,8:50.0,K. Love makes free throw 2 of 2,,66,58
252,3,8:42.0,,Personal foul by T. Thompson (drawn by S. Adams),66,58
253,3,8:32.0,,K. Durant misses 2-pt layup at rim,66,58
254,3,8:31.0,,Offensive rebound by K. Durant,66,58
255,3,8:31.0,,K. Durant makes 2-pt layup at rim,66,60
256,3,8:15.0,L. James misses 2-pt jump shot from 3 ft,,66,60
257,3,8:15.0,,Defensive rebound by S. Adams,66,60
258,3,8:09.0,,R. Westbrook makes 2-pt dunk at rim,66,62
259,3,7:51.0,M. Dellavedova makes 2-pt jump shot from 6 ft,,68,62
260,3,7:36.0,,S. Ibaka misses 2-pt jump shot from 8 ft,68,62
261,3,7:36.0,Defensive rebound by Team,,68,62
262,3,7:36.0,,Loose ball foul by S. Adams (drawn by T. Thompson),68,62
263,3,7:36.0,T. Thompson makes free throw 1 of 2,,69,62
264,3,7:36.0,,E. Freedom enters the game for S. Adams,69,62
265,3,7:36.0,T. Thompson makes free throw 2 of 2,,70,62
266,3,7:23.0,,Personal foul by L. James (drawn by K. Durant),70,62
267,3,7:14.0,,Turnover by K. Durant (bad pass; steal by L. James),70,62
268,3,7:14.0,Personal foul by K. Durant (drawn by K. Love),,70,62
269,3,7:14.0,K. Love makes free throw 1 of 2,,71,62
270,3,7:14.0,K. Love makes free throw 2 of 2,,72,62
271,3,6:48.0,,D. Waiters misses 2-pt layup from 1 ft,72,62
272,3,6:48.0,Defensive rebound by T. Thompson,,72,62
273,3,6:43.0,J. Smith makes 3-pt jump shot from 24 ft (assist by L. James),,75,62
274,3,6:42.0,,Oklahoma City full timeout,75,62
275,3,6:33.0,,K. Durant misses 2-pt jump shot from 19 ft,75,62
276,3,6:31.0,,Offensive rebound by S. Ibaka,75,62
277,3,6:23.0,,S. Ibaka misses 2-pt jump shot from 18 ft,75,62
278,3,6:23.0,Defensive rebound by J. Smith,,75,62
279,3,6:02.0,K. Love misses 3-pt jump shot from 23 ft,,75,62
280,3,6:02.0,Offensive rebound by T. Thompson,,75,62
281,3,5:58.0,J. Smith misses 3-pt jump shot from 25 ft,,75,62
282,3,5:57.0,Offensive rebound by K. Love,,75,62
283,3,5:54.0,K. Love makes 2-pt layup at rim,,77,62
284,3,5:40.0,,E. Freedom makes 2-pt dunk at rim (assist by R. Westbrook),77,64
285,3,5:22.0,J. Smith makes 3-pt jump shot from 24 ft (assist by L. James),,80,64
286,3,5:06.0,,K. Durant makes 3-pt jump shot from 25 ft (assist by S. Ibaka),80,67
287,3,4:47.0,T. Thompson makes 2-pt layup from 1 ft (assist by M. Dellavedova),,82,67
288,3,4:23.0,,D. Waiters misses 3-pt jump shot from 23 ft,82,67
289,3,4:22.0,Defensive rebound by L. James,,82,67
290,3,4:16.0,Turnover by L. James (bad pass; steal by E. Freedom),,82,67
291,3,4:12.0,,Turnover by D. Waiters (traveling),82,67
292,3,4:12.0,R. Jefferson enters the game for M. Dellavedova,,82,67
293,3,4:03.0,Personal foul by K. Durant (drawn by K. Love),,82,67
294,3,4:03.0,K. Love makes free throw 1 of 2,,83,67
295,3,4:03.0,K. Love makes free throw 2 of 2,,84,67
296,3,3:53.0,,K. Durant misses 3-pt jump shot from 23 ft,84,67
297,3,3:53.0,Defensive rebound by K. Love,,84,67
298,3,3:30.0,L. James makes 2-pt jump shot from 14 ft,,86,67
299,3,3:18.0,,R. Westbrook makes 2-pt jump shot from 11 ft,86,69
300,3,3:07.0,Personal foul by S. Ibaka (drawn by K. Love),,86,69
301,3,3:07.0,K. Love makes free throw 1 of 2,,87,69
302,3,3:07.0,K. Love makes free throw 2 of 2,,88,69
303,3,2:49.0,,K. Durant misses 2-pt jump shot from 15 ft,88,69
304,3,2:48.0,,Offensive rebound by R. Westbrook,88,69
305,3,2:42.0,,R. Westbrook misses 2-pt layup from 1 ft,88,69
306,3,2:40.0,Defensive rebound by L. James,,88,69
307,3,2:23.0,L. James makes 3-pt jump shot from 25 ft (assist by K. Love),,91,69
308,3,2:11.0,,Personal foul by R. Jefferson (drawn by R. Westbrook),91,69
309,3,2:02.0,Offensive charge foul by E. Freedom (drawn by K. Love),,91,69
310,3,2:02.0,,Turnover by E. Freedom (offensive foul),91,69
311,3,1:40.0,K. Love makes 2-pt hook shot from 4 ft,,93,69
312,3,1:40.0,,Oklahoma City full timeout,93,69
313,3,1:40.0,,C. Payne enters the game for R. Westbrook,93,69
314,3,1:24.0,,K. Durant misses 3-pt jump shot from 24 ft,93,69
315,3,1:24.0,Defensive rebound by Team,,93,69
316,3,1:24.0,,Loose ball foul by E. Freedom (drawn by T. Thompson),93,69
317,3,1:24.0,T. Thompson makes free throw 1 of 2,,94,69
318,3,1:24.0,T. Mozgov enters the game for K. Love,,94,69
319,3,1:24.0,T. Thompson makes free throw 2 of 2,,95,69
320,3,1:09.0,,S. Ibaka misses 2-pt jump shot from 16 ft,95,69
321,3,1:08.0,Defensive rebound by R. Jefferson,,95,69
322,3,0:51.0,L. James misses 3-pt jump shot from 24 ft,,95,69
323,3,0:50.0,Offensive rebound by L. James,,95,69
324,3,0:43.0,T. Mozgov misses 2-pt dunk at rim (block by S. Ibaka),,95,69
325,3,0:42.0,,Defensive rebound by D. Waiters,95,69
326,3,0:39.0,,Shooting foul by R. Jefferson (drawn by D. Waiters),95,69
327,3,0:39.0,,D. Waiters makes free throw 1 of 2,95,70
328,3,0:39.0,,D. Waiters makes free throw 2 of 2,95,71
329,3,0:21.0,Offensive foul by T. Mozgov (drawn by K. Durant),,95,71
330,3,0:21.0,Turnover by T. Mozgov (offensive foul),,95,71
331,3,0:21.0,M. Dellavedova enters the game for L. James,,95,71
332,3,0:02.0,,E. Freedom makes 2-pt jump shot from 3 ft (assist by K. Durant),95,73
333,3,0:00.0,R. Jefferson misses 3-pt jump shot from 31 ft,,95,73
334,3,0:00.0,Offensive rebound by Team,,95,73
335,4,11:44.0,,C. Payne misses 3-pt jump shot from 24 ft,95,73
336,4,11:43.0,Defensive rebound by R. Jefferson,,95,73
337,4,11:32.0,Turnover by L. James (bad pass; steal by K. Singler),,95,73
338,4,11:28.0,,C. Payne makes 2-pt layup from 1 ft (assist by K. Singler),95,75
339,4,11:08.0,L. James misses 3-pt jump shot from 24 ft,,95,75
340,4,11:07.0,,Defensive rebound by N. Collison,95,75
341,4,10:50.0,,N. Collison makes 2-pt jump shot from 3 ft (assist by C. Payne),95,77
342,4,10:27.0,T. Mozgov makes 2-pt jump shot from 17 ft (assist by M. Dellavedova),,97,77
343,4,10:06.0,,C. Payne makes 2-pt jump shot from 8 ft,97,79
344,4,9:52.0,Shooting foul by N. Collison (drawn by T. Mozgov),,97,79
345,4,9:52.0,T. Mozgov misses free throw 1 of 2,,97,79
346,4,9:52.0,Offensive rebound by Team,,97,79
347,4,9:52.0,K. Love enters the game for J. Smith,,97,79
348,4,9:52.0,,S. Adams enters the game for E. Freedom,97,79
349,4,9:52.0,T. Mozgov makes free throw 2 of 2,,98,79
350,4,9:35.0,,K. Singler misses 3-pt jump shot from 22 ft,98,79
351,4,9:34.0,,Offensive rebound by S. Adams,98,79
352,4,9:31.0,,A. Morrow makes 2-pt jump shot from 5 ft,98,81
353,4,9:12.0,R. Jefferson makes 3-pt jump shot from 22 ft (assist by L. James),,101,81
354,4,8:55.0,,Turnover by K. Singler (bad pass; steal by L. James),101,81
355,4,8:47.0,M. Dellavedova misses 3-pt jump shot from 27 ft,,101,81
356,4,8:46.0,,Defensive rebound by S. Adams,101,81
357,4,8:37.0,,C. Payne misses 2-pt layup from 1 ft,101,81
358,4,8:36.0,Defensive rebound by T. Mozgov,,101,81
359,4,8:31.0,R. Jefferson makes 2-pt dunk at rim (assist by L. James),,103,81
360,4,8:31.0,,Oklahoma City full timeout,103,81
361,4,8:31.0,,R. Westbrook enters the game for C. Payne,103,81
362,4,8:31.0,J. Smith enters the game for L. James,,103,81
363,4,8:24.0,,A. Morrow misses 3-pt jump shot from 24 ft,103,81
364,4,8:24.0,,Offensive rebound by S. Adams,103,81
365,4,8:24.0,,Personal foul by T. Mozgov (drawn by S. Adams),103,81
366,4,8:12.0,,R. Westbrook misses 2-pt jump shot from 10 ft,103,81
367,4,8:12.0,Defensive rebound by K. Love,,103,81
368,4,8:03.0,Personal foul by R. Westbrook (drawn by M. Dellavedova),,103,81
369,4,7:53.0,K. Love misses 3-pt jump shot from 24 ft,,103,81
370,4,7:52.0,Offensive rebound by T. Mozgov,,103,81
371,4,7:29.0,K. Love misses 2-pt jump shot from 12 ft,,103,81
372,4,7:28.0,,Defensive rebound by S. Adams,103,81
373,4,7:10.0,,R. Westbrook misses 3-pt jump shot from 25 ft,103,81
374,4,7:09.0,Defensive rebound by T. Mozgov,,103,81
375,4,6:50.0,J. Smith misses 2-pt jump shot from 15 ft,,103,81
376,4,6:50.0,,Defensive rebound by R. Westbrook,103,81
377,4,6:46.0,,Shooting foul by M. Dellavedova (drawn by R. Westbrook),103,81
378,4,6:46.0,,R. Westbrook makes free throw 1 of 2,103,82
379,4,6:46.0,,K. Durant enters the game for K. Singler,103,82
380,4,6:46.0,,R. Westbrook misses free throw 2 of 2,103,82
381,4,6:45.0,,Offensive rebound by Team,103,82
382,4,6:45.0,Loose ball foul by T. Mozgov (drawn by S. Adams),,103,82
383,4,6:45.0,Technical foul by K. Love,,103,82
384,4,6:45.0,,K. Durant makes technical free throw,103,83
385,4,6:45.0,T. Thompson enters the game for T. Mozgov,,103,83
386,4,6:43.0,Violation by K. Love (kicked ball),,103,83
387,4,6:38.0,,K. Durant makes 3-pt jump shot from 24 ft (assist by R. Westbrook),103,86
388,4,6:27.0,Personal foul by K. Durant (drawn by R. Jefferson),,103,86
