,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,TORONTO_ACTION,MINNESOTA_SCORE,TORONTO_SCORE
55,1,4:39.0,,D. DeRozan makes free throw 2 of 2,21,20
56,1,4:35.0,Turnover by R. Rubio (lost ball),,21,20
57,1,4:18.0,,D. DeRozan misses 2-pt jump shot from 3 ft,21,20
58,1,4:17.0,Defensive rebound by S. Muhammad,,21,20
59,1,4:06.0,Minnesota full timeout,,21,20
60,1,3:56.0,S. Muhammad makes 2-pt jump shot from 6 ft,,23,20
61,1,3:51.0,,Turnover by J. Valančiūnas (bad pass; steal by R. Rubio),23,20
62,1,3:50.0,Shooting block foul by J. Valančiūnas (drawn by Z. LaVine),,23,20
63,1,3:50.0,Z. LaVine misses free throw 1 of 2,,23,20
64,1,3:50.0,Offensive rebound by Team,,23,20
65,1,3:50.0,,B. Biyombo enters the game for J. Valančiūnas,23,20
66,1,3:50.0,Z. LaVine misses free throw 2 of 2,,23,20
67,1,3:49.0,,Defensive rebound by P. Patterson,23,20
68,1,3:36.0,,T. Ross makes 3-pt jump shot from 26 ft (assist by D. DeRozan),23,23
69,1,3:27.0,Shooting foul by P. Patterson (drawn by R. Rubio),,23,23
70,1,3:27.0,R. Rubio makes free throw 1 of 2,,24,23
71,1,3:27.0,R. Rubio makes free throw 2 of 2,,25,23
72,1,3:11.0,Violation by G. Dieng (def goaltending),,25,23
73,1,3:11.0,,P. Patterson makes 2-pt hook shot from 3 ft,25,25
74,1,2:53.0,Shooting foul by B. Biyombo (drawn by K. Towns),,25,25
75,1,2:53.0,K. Towns misses free throw 1 of 2,,25,25
76,1,2:53.0,Offensive rebound by Team,,25,25
77,1,2:53.0,,C. Joseph enters the game for K. Lowry,25,25
78,1,2:53.0,A. Payne enters the game for G. Dieng,,25,25
79,1,2:53.0,K. Towns makes free throw 2 of 2,,26,25
80,1,2:40.0,,B. Biyombo makes 2-pt layup from 1 ft (assist by D. DeRozan),26,27
81,1,2:23.0,Turnover by K. Towns (lost ball; steal by T. Ross),,26,27
82,1,2:18.0,,D. DeRozan makes 2-pt dunk at rim (assist by C. Joseph),26,29
83,1,1:54.0,A. Payne makes 2-pt jump shot from 19 ft (assist by R. Rubio),,28,29
84,1,1:29.0,,T. Ross makes 3-pt jump shot from 24 ft (assist by C. Joseph),28,32
85,1,1:15.0,R. Rubio misses 2-pt jump shot from 19 ft,,28,32
86,1,1:15.0,,Defensive rebound by B. Biyombo,28,32
87,1,1:05.0,,C. Joseph makes 2-pt layup from 2 ft,28,34
88,1,0:43.0,K. Towns misses 2-pt jump shot from 15 ft,,28,34
89,1,0:43.0,,Defensive rebound by C. Joseph,28,34
90,1,0:34.0,,P. Patterson makes 3-pt jump shot from 24 ft (assist by C. Joseph),28,37
91,1,0:13.0,S. Muhammad misses 3-pt jump shot from 22 ft,,28,37
92,1,0:12.0,,Defensive rebound by T. Ross,28,37
93,1,0:00.0,,T. Ross misses 3-pt jump shot from 27 ft (block by Z. LaVine),28,37
94,1,0:00.0,Defensive rebound by A. Payne,,28,37
95,2,11:46.0,S. Muhammad misses 2-pt jump shot from 11 ft,,28,37
96,2,11:45.0,Offensive rebound by S. Muhammad,,28,37
97,2,11:43.0,S. Muhammad makes 2-pt jump shot from 2 ft,,30,37
98,2,11:25.0,,T. Ross misses 2-pt jump shot from 16 ft,30,37
99,2,11:25.0,,Offensive rebound by P. Patterson,30,37
100,2,11:18.0,,K. Lowry makes 2-pt layup from 1 ft,30,39
101,2,10:55.0,T. Jones misses 2-pt jump shot from 10 ft (block by P. Patterson),,30,39
102,2,10:54.0,,Defensive rebound by K. Lowry,30,39
103,2,10:49.0,,T. Ross makes 3-pt jump shot from 24 ft (assist by C. Joseph),30,42
104,2,10:33.0,T. Jones makes 2-pt jump shot from 6 ft,,32,42
105,2,10:16.0,,B. Biyombo misses 2-pt jump shot from 4 ft,32,42
106,2,10:16.0,,Offensive rebound by Team,32,42
107,2,10:07.0,,P. Patterson misses 2-pt jump shot from 4 ft,32,42
108,2,10:07.0,,Offensive rebound by B. Biyombo,32,42
109,2,10:05.0,,B. Biyombo misses 2-pt layup from 2 ft,32,42
110,2,10:04.0,Defensive rebound by S. Muhammad,,32,42
111,2,9:53.0,Shooting foul by B. Biyombo (drawn by G. Dieng),,32,42
112,2,9:53.0,G. Dieng makes free throw 1 of 2,,33,42
113,2,9:53.0,G. Dieng makes free throw 2 of 2,,34,42
114,2,9:39.0,,Turnover by C. Joseph (bad pass; steal by A. Payne),34,42
115,2,9:33.0,S. Muhammad misses 2-pt jump shot from 3 ft (block by B. Biyombo),,34,42
116,2,9:33.0,Offensive rebound by Team,,34,42
117,2,9:19.0,G. Dieng misses 2-pt layup from 3 ft,,34,42
118,2,9:19.0,Offensive rebound by S. Muhammad,,34,42
119,2,9:14.0,A. Payne misses 2-pt jump shot from 20 ft,,34,42
120,2,9:13.0,,Defensive rebound by B. Biyombo,34,42
121,2,8:58.0,,C. Joseph makes 2-pt jump shot from 8 ft,34,44
122,2,8:58.0,,Shooting foul by K. Martin (drawn by C. Joseph),34,44
123,2,8:58.0,Official timeout,,34,44
124,2,8:58.0,,C. Joseph makes free throw 1 of 1,34,45
125,2,8:45.0,K. Martin makes 2-pt jump shot from 10 ft,,36,45
126,2,8:27.0,,C. Joseph misses 2-pt layup from 3 ft,36,45
127,2,8:27.0,Defensive rebound by G. Dieng,,36,45
128,2,8:19.0,A. Payne misses 2-pt hook shot from 6 ft,,36,45
129,2,8:19.0,Offensive rebound by A. Payne,,36,45
130,2,8:16.0,Turnover by A. Payne (step out of bounds),,36,45
131,2,7:56.0,,Personal block foul by G. Dieng,36,45
132,2,7:56.0,K. Towns enters the game for A. Payne,,36,45
133,2,7:56.0,Z. LaVine enters the game for K. Martin,,36,45
134,2,7:49.0,,C. Joseph makes 2-pt layup from 2 ft,36,47
135,2,7:24.0,S. Muhammad makes 2-pt layup from 1 ft (assist by G. Dieng),,38,47
136,2,7:08.0,,K. Lowry misses 3-pt jump shot from 26 ft,38,47
137,2,7:07.0,Defensive rebound by K. Towns,,38,47
138,2,6:59.0,K. Towns makes 2-pt layup from 1 ft (assist by T. Jones),,40,47
139,2,6:49.0,,Toronto full timeout,40,47
140,2,6:49.0,,D. DeRozan enters the game for T. Ross,40,47
141,2,6:49.0,,J. Valančiūnas enters the game for B. Biyombo,40,47
142,2,6:49.0,,J. Johnson enters the game for C. Joseph,40,47
143,2,6:49.0,A. Wiggins enters the game for S. Muhammad,,40,47
144,2,6:49.0,R. Rubio enters the game for T. Jones,,40,47
145,2,6:40.0,,Shooting foul by K. Towns (drawn by D. DeRozan),40,47
146,2,6:40.0,,D. DeRozan makes free throw 1 of 2,40,48
147,2,6:40.0,,D. DeRozan makes free throw 2 of 2,40,49
148,2,6:21.0,K. Towns misses 2-pt jump shot from 4 ft (block by P. Patterson),,40,49
149,2,6:19.0,,Defensive rebound by P. Patterson,40,49
150,2,6:16.0,,Turnover by P. Patterson (traveling),40,49
151,2,6:01.0,A. Wiggins makes 2-pt jump shot from 14 ft,,42,49
152,2,5:48.0,,J. Valančiūnas makes 2-pt dunk at rim (assist by J. Johnson),42,51
153,2,5:26.0,Shooting foul by J. Johnson (drawn by A. Wiggins),,42,51
154,2,5:26.0,A. Wiggins misses free throw 1 of 2,,42,51
155,2,5:26.0,Offensive rebound by Team,,42,51
156,2,5:26.0,,L. Scola enters the game for P. Patterson,42,51
157,2,5:26.0,A. Wiggins makes free throw 2 of 2,,43,51
158,2,5:01.0,,D. DeRozan misses 2-pt jump shot from 18 ft,43,51
159,2,5:01.0,,Offensive rebound by Team,43,51
160,2,5:01.0,,Turnover by Team (shot clock),43,51
161,2,4:51.0,Shooting foul by L. Scola (drawn by K. Towns),,43,51
162,2,4:51.0,K. Towns makes free throw 1 of 2,,44,51
163,2,4:51.0,K. Towns makes free throw 2 of 2,,45,51
164,2,4:33.0,,K. Lowry misses 3-pt jump shot from 25 ft,45,51
165,2,4:32.0,,Offensive rebound by J. Valančiūnas,45,51
166,2,4:30.0,,J. Valančiūnas makes 2-pt layup from 1 ft,45,53
167,2,4:12.0,Z. LaVine makes 2-pt layup from 3 ft (assist by R. Rubio),,47,53
168,2,3:53.0,,Offensive foul by J. Valančiūnas (drawn by G. Dieng),47,53
169,2,3:53.0,,Turnover by J. Valančiūnas (offensive foul),47,53
170,2,3:53.0,,B. Biyombo enters the game for J. Valančiūnas,47,53
171,2,3:42.0,A. Wiggins makes 2-pt hook shot from 4 ft (assist by R. Rubio),,49,53
172,2,3:25.0,,Shooting foul by Z. LaVine (drawn by D. DeRozan),49,53
173,2,3:25.0,,D. DeRozan makes free throw 1 of 2,49,54
174,2,3:25.0,,D. DeRozan misses free throw 2 of 2,49,54
175,2,3:24.0,Defensive rebound by K. Towns,,49,54
176,2,3:08.0,G. Dieng makes 2-pt jump shot from 17 ft (assist by Z. LaVine),,51,54
177,2,2:49.0,,D. DeRozan makes 2-pt layup from 3 ft (assist by K. Lowry),51,56
178,2,2:40.0,Minnesota full timeout,,51,56
179,2,2:40.0,,C. Joseph enters the game for K. Lowry,51,56
180,2,2:28.0,K. Towns makes 2-pt layup from 1 ft (assist by R. Rubio),,53,56
181,2,2:12.0,,L. Scola misses 2-pt jump shot from 21 ft,53,56
182,2,2:12.0,,Offensive rebound by L. Scola,53,56
183,2,2:12.0,,Shooting foul by R. Rubio (drawn by L. Scola),53,56
184,2,2:12.0,,L. Scola makes free throw 1 of 2,53,57
185,2,2:12.0,,L. Scola makes free throw 2 of 2,53,58
186,2,1:56.0,K. Towns misses 2-pt jump shot from 21 ft,,53,58
187,2,1:56.0,,Defensive rebound by Team,53,58
188,2,1:36.0,,L. Scola misses 2-pt layup from 2 ft,53,58
189,2,1:36.0,Defensive rebound by G. Dieng,,53,58
190,2,1:31.0,A. Wiggins makes 3-pt jump shot from 24 ft (assist by R. Rubio),,56,58
191,2,1:10.0,,Turnover by C. Joseph (bad pass),56,58
192,2,0:54.0,A. Wiggins makes 2-pt jump shot from 15 ft,,58,58
193,2,0:38.0,,B. Biyombo misses 2-pt layup from 1 ft,58,58
194,2,0:38.0,,Offensive rebound by B. Biyombo,58,58
195,2,0:34.0,,Turnover by B. Biyombo (lost ball; steal by K. Towns),58,58
196,2,0:28.0,K. Towns misses 2-pt jump shot from 4 ft,,58,58
197,2,0:27.0,,Defensive rebound by B. Biyombo,58,58
198,2,0:07.0,,C. Joseph makes 3-pt jump shot from 26 ft (assist by D. DeRozan),58,61
199,2,0:01.0,A. Wiggins misses 2-pt jump shot from 17 ft,,58,61
200,2,0:00.0,,Defensive rebound by L. Scola,58,61
201,3,11:47.0,Personal foul by L. Scola,,58,61
202,3,11:40.0,K. Towns makes 2-pt layup from 5 ft (assist by A. Wiggins),,60,61
203,3,11:17.0,,J. Valančiūnas misses 2-pt jump shot from 17 ft,60,61
204,3,11:16.0,Defensive rebound by T. Prince,,60,61
205,3,11:08.0,G. Dieng makes 2-pt jump shot from 16 ft (assist by R. Rubio),,62,61
206,3,10:53.0,,Personal foul by K. Towns,62,61
207,3,10:46.0,,J. Johnson misses 3-pt jump shot from 23 ft,62,61
208,3,10:45.0,,Offensive rebound by J. Valančiūnas,62,61
209,3,10:35.0,,Turnover by J. Johnson (lost ball; steal by A. Wiggins),62,61
210,3,10:27.0,Shooting foul by D. DeRozan (drawn by K. Towns),,62,61
211,3,10:27.0,K. Towns makes free throw 1 of 2,,63,61
212,3,10:27.0,,T. Ross enters the game for J. Johnson,63,61
213,3,10:27.0,,P. Patterson enters the game for L. Scola,63,61
214,3,10:27.0,K. Towns makes free throw 2 of 2,,64,61
215,3,10:15.0,,J. Valančiūnas misses 2-pt layup from 3 ft,64,61
216,3,10:14.0,Defensive rebound by A. Wiggins,,64,61
217,3,10:06.0,T. Prince makes 3-pt jump shot from 24 ft (assist by R. Rubio),,67,61
218,3,10:06.0,,Toronto full timeout,67,61
219,3,10:06.0,,B. Biyombo enters the game for J. Valančiūnas,67,61
220,3,9:51.0,,D. DeRozan makes 2-pt jump shot from 19 ft,67,63
221,3,9:30.0,Shooting foul by P. Patterson (drawn by R. Rubio),,67,63
222,3,9:30.0,R. Rubio makes free throw 1 of 2,,68,63
223,3,9:30.0,R. Rubio makes free throw 2 of 2,,69,63
224,3,9:19.0,,Shooting foul by G. Dieng (drawn by K. Lowry),69,63
225,3,9:19.0,,K. Lowry makes free throw 1 of 2,69,64
226,3,9:19.0,,K. Lowry makes free throw 2 of 2,69,65
227,3,8:54.0,Turnover by Team (shot clock),,69,65
228,3,8:38.0,,P. Patterson misses 3-pt jump shot from 22 ft,69,65
229,3,8:37.0,Defensive rebound by Team,,69,65
230,3,8:24.0,Turnover by R. Rubio (bad pass; steal by D. DeRozan),,69,65
231,3,8:10.0,,P. Patterson misses 3-pt jump shot from 26 ft,69,65
232,3,8:09.0,Defensive rebound by Team,,69,65
233,3,7:53.0,Shooting foul by K. Lowry (drawn by A. Wiggins),,69,65
234,3,7:53.0,A. Wiggins makes free throw 1 of 2,,70,65
235,3,7:53.0,A. Wiggins misses free throw 2 of 2,,70,65
236,3,7:52.0,,Defensive rebound by B. Biyombo,70,65
237,3,7:36.0,,D. DeRozan makes 2-pt layup from 1 ft,70,67
238,3,7:18.0,A. Wiggins misses 2-pt jump shot from 3 ft,,70,67
239,3,7:18.0,Offensive rebound by A. Wiggins,,70,67
240,3,7:15.0,A. Wiggins misses 2-pt layup from 2 ft,,70,67
241,3,7:14.0,,Defensive rebound by B. Biyombo,70,67
242,3,7:10.0,,T. Ross misses 3-pt jump shot from 25 ft,70,67
243,3,7:10.0,,Offensive rebound by K. Lowry,70,67
244,3,6:59.0,,K. Lowry misses 2-pt jump shot from 3 ft (block by G. Dieng),70,67
245,3,6:58.0,Defensive rebound by G. Dieng,,70,67
246,3,6:56.0,Turnover by G. Dieng (bad pass; steal by B. Biyombo),,70,67
247,3,6:51.0,,B. Biyombo makes 2-pt dunk at rim,70,69
248,3,6:38.0,A. Wiggins misses 2-pt jump shot from 14 ft,,70,69
249,3,6:37.0,Offensive rebound by G. Dieng,,70,69
250,3,6:37.0,Shooting foul by K. Lowry (drawn by G. Dieng),,70,69
251,3,6:37.0,G. Dieng misses free throw 1 of 2,,70,69
252,3,6:37.0,Offensive rebound by Team,,70,69
253,3,6:37.0,G. Dieng makes free throw 2 of 2,,71,69
254,3,6:24.0,,B. Biyombo makes 2-pt dunk at rim (assist by K. Lowry),71,71
255,3,6:22.0,Minnesota full timeout,,71,71
256,3,6:22.0,Z. LaVine enters the game for T. Prince,,71,71
257,3,6:00.0,G. Dieng makes 2-pt jump shot from 21 ft (assist by A. Wiggins),,73,71
258,3,5:41.0,,Shooting foul by K. Towns (drawn by D. DeRozan),73,71
259,3,5:41.0,,D. DeRozan makes free throw 1 of 2,73,72
260,3,5:41.0,,D. DeRozan makes free throw 2 of 2,73,73
261,3,5:25.0,Shooting foul by B. Biyombo (drawn by A. Wiggins),,73,73
262,3,5:25.0,A. Wiggins makes free throw 1 of 2,,74,73
263,3,5:25.0,A. Wiggins makes free throw 2 of 2,,75,73
264,3,5:13.0,,D. DeRozan misses 2-pt layup from 1 ft,75,73
265,3,5:12.0,,Offensive rebound by D. DeRozan,75,73
266,3,5:08.0,,D. DeRozan makes 2-pt layup at rim,75,75
267,3,4:52.0,Turnover by G. Dieng (dbl dribble),,75,75
268,3,4:38.0,,P. Patterson misses 2-pt layup from 3 ft (block by G. Dieng),75,75
269,3,4:38.0,,Offensive rebound by Team,75,75
270,3,4:31.0,,K. Lowry makes 3-pt jump shot from 25 ft (assist by B. Biyombo),75,78
271,3,4:21.0,Personal foul by P. Patterson,,75,78
272,3,4:21.0,R. Rubio makes free throw 1 of 2,,76,78
273,3,4:21.0,R. Rubio makes free throw 2 of 2,,77,78
274,3,4:06.0,,T. Ross misses 3-pt jump shot from 23 ft,77,78
275,3,4:06.0,Defensive rebound by A. Wiggins,,77,78
276,3,4:03.0,Turnover by A. Wiggins (lost ball; steal by K. Lowry),,77,78
277,3,3:59.0,,Turnover by D. DeRozan (lost ball; steal by Z. LaVine),77,78
278,3,3:55.0,Flagrant foul type 1 by K. Lowry,,77,78
279,3,3:55.0,A. Wiggins makes flagrant free throw 1 of 2,,78,78
280,3,3:55.0,A. Wiggins misses flagrant free throw 2 of 2,,78,78
281,3,3:55.0,Offensive rebound by Team,,78,78
282,3,3:55.0,S. Muhammad enters the game for G. Dieng,,78,78
283,3,3:45.0,S. Muhammad misses 2-pt layup from 3 ft,,78,78
284,3,3:44.0,,Defensive rebound by T. Ross,78,78
285,3,3:36.0,,Personal foul by Z. LaVine,78,78
286,3,3:29.0,,K. Lowry misses 3-pt jump shot from 25 ft,78,78
287,3,3:28.0,,Offensive rebound by P. Patterson,78,78
288,3,3:26.0,,P. Patterson makes 2-pt dunk at rim,78,80
289,3,2:57.0,Shooting foul by T. Ross (drawn by K. Towns),,78,80
290,3,2:57.0,K. Towns misses free throw 1 of 2,,78,80
291,3,2:57.0,Offensive rebound by Team,,78,80
292,3,2:57.0,,C. Joseph enters the game for K. Lowry,78,80
293,3,2:57.0,T. Jones enters the game for R. Rubio,,78,80
294,3,2:57.0,K. Towns makes free throw 2 of 2,,79,80
295,3,2:46.0,,D. DeRozan misses 2-pt jump shot from 8 ft,79,80
296,3,2:46.0,,Offensive rebound by D. DeRozan,79,80
297,3,2:42.0,,D. DeRozan makes 2-pt jump shot from 3 ft,79,82
298,3,2:27.0,Z. LaVine misses 2-pt jump shot from 21 ft,,79,82
299,3,2:26.0,,Defensive rebound by C. Joseph,79,82
300,3,2:21.0,,T. Ross misses 3-pt jump shot from 22 ft,79,82
301,3,2:20.0,,Offensive rebound by Team,79,82
302,3,2:09.0,,Personal block foul by T. Jones,79,82
303,3,2:09.0,,C. Joseph makes free throw 1 of 2,79,83
304,3,2:09.0,G. Dieng enters the game for K. Towns,,79,83
305,3,2:09.0,,C. Joseph misses free throw 2 of 2,79,83
306,3,2:08.0,Defensive rebound by G. Dieng,,79,83
307,3,1:50.0,Z. LaVine misses 2-pt jump shot from 3 ft (block by T. Ross),,79,83
308,3,1:48.0,,Defensive rebound by T. Ross,79,83
309,3,1:48.0,Offensive charge foul by T. Ross (drawn by Z. LaVine),,79,83
310,3,1:48.0,,Turnover by T. Ross (offensive foul),79,83
311,3,1:48.0,,Technical foul by T. Ross,79,83
312,3,1:48.0,,Technical foul by T. Ross,79,83
313,3,1:48.0,,N. Powell enters the game for T. Ross,79,83
314,3,1:48.0,T. Jones makes technical free throw,,80,83
315,3,1:48.0,T. Jones makes technical free throw,,81,83
316,3,1:34.0,A. Wiggins makes 2-pt layup from 1 ft,,83,83
317,3,1:16.0,,N. Powell misses 2-pt hook shot from 3 ft,83,83
318,3,1:16.0,Defensive rebound by Team,,83,83
319,3,1:03.0,Turnover by A. Wiggins (bad pass; steal by D. DeRozan),,83,83
320,3,1:01.0,,Personal foul by G. Dieng,83,83
321,3,1:01.0,,C. Joseph makes free throw 1 of 2,83,84
322,3,1:01.0,T. Prince enters the game for A. Wiggins,,83,84
323,3,1:01.0,,C. Joseph makes free throw 2 of 2,83,85
324,3,0:48.0,Z. LaVine misses 2-pt layup from 3 ft (block by B. Biyombo),,83,85
325,3,0:47.0,,Defensive rebound by P. Patterson,83,85
326,3,0:27.0,,C. Joseph makes 2-pt layup from 3 ft,83,87
327,3,0:27.0,,Shooting foul by Z. LaVine (drawn by C. Joseph),83,87
328,3,0:27.0,,C. Joseph misses free throw 1 of 1,83,87
329,3,0:27.0,Defensive rebound by G. Dieng,,83,87
330,3,0:06.0,Z. LaVine makes 3-pt jump shot from 22 ft (assist by T. Jones),,86,87
331,3,0:01.0,,B. Biyombo misses 2-pt layup from 1 ft,86,87
332,3,0:01.0,Defensive rebound by S. Muhammad,,86,87
333,4,11:46.0,,Turnover by C. Joseph (lost ball; steal by T. Jones),86,87
334,4,11:39.0,S. Muhammad misses 2-pt layup from 2 ft (block by B. Biyombo),,86,87
335,4,11:38.0,,Defensive rebound by K. Lowry,86,87
336,4,11:32.0,,K. Lowry misses 3-pt jump shot from 25 ft,86,87
337,4,11:32.0,Defensive rebound by T. Prince,,86,87
338,4,11:18.0,Z. LaVine misses 2-pt jump shot from 20 ft,,86,87
339,4,11:17.0,,Defensive rebound by B. Biyombo,86,87
340,4,11:04.0,,C. Joseph makes 2-pt layup from 2 ft (assist by K. Lowry),86,89
341,4,10:44.0,S. Muhammad misses 2-pt jump shot from 7 ft,,86,89
342,4,10:44.0,Offensive rebound by S. Muhammad,,86,89
343,4,10:42.0,S. Muhammad makes 2-pt layup at rim,,88,89
344,4,10:18.0,,C. Joseph misses 3-pt jump shot from 24 ft,88,89
345,4,10:18.0,Defensive rebound by T. Prince,,88,89
346,4,9:59.0,T. Jones misses 2-pt jump shot from 8 ft,,88,89
347,4,9:59.0,,Defensive rebound by B. Biyombo,88,89
348,4,9:48.0,,Personal foul by Z. LaVine,88,89
349,4,9:48.0,,J. Valančiūnas enters the game for B. Biyombo,88,89
350,4,9:48.0,K. Towns enters the game for G. Dieng,,88,89
351,4,9:31.0,,J. Valančiūnas makes 2-pt layup from 1 ft,88,91
352,4,9:18.0,S. Muhammad makes 2-pt layup from 2 ft (assist by T. Jones),,90,91
353,4,8:56.0,,J. Valančiūnas misses 2-pt jump shot from 5 ft,90,91
354,4,8:56.0,Defensive rebound by T. Prince,,90,91
355,4,8:50.0,Turnover by Z. LaVine (lost ball; steal by N. Powell),,90,91
356,4,8:45.0,,K. Lowry makes 2-pt layup from 1 ft (assist by N. Powell),90,93
357,4,8:29.0,K. Towns misses 2-pt jump shot from 18 ft,,90,93
358,4,8:29.0,,Defensive rebound by N. Powell,90,93
359,4,8:20.0,,Shooting foul by K. Towns (drawn by K. Lowry),90,93
360,4,8:20.0,Official timeout,,90,93
361,4,8:20.0,R. Rubio enters the game for T. Prince,,90,93
362,4,8:20.0,A. Wiggins enters the game for T. Jones,,90,93
363,4,8:20.0,,K. Lowry makes free throw 1 of 2,90,94
364,4,8:20.0,,J. Johnson enters the game for N. Powell,90,94
365,4,8:20.0,,K. Lowry makes free throw 2 of 2,90,95
366,4,8:00.0,A. Wiggins misses 2-pt jump shot from 20 ft,,90,95
367,4,8:00.0,,Defensive rebound by J. Valančiūnas,90,95
368,4,7:48.0,,Personal foul by K. Towns,90,95
369,4,7:48.0,G. Dieng enters the game for K. Towns,,90,95
370,4,7:34.0,,J. Valančiūnas misses 2-pt layup from 4 ft,90,95
371,4,7:34.0,Defensive rebound by Team,,90,95
372,4,7:34.0,,Loose ball foul by J. Valančiūnas,90,95
373,4,7:23.0,Turnover by A. Wiggins (traveling),,90,95
374,4,7:04.0,,K. Lowry makes 2-pt layup from 3 ft,90,97
375,4,7:03.0,Minnesota full timeout,,90,97
376,4,7:03.0,,D. DeRozan enters the game for C. Joseph,90,97
377,4,6:48.0,A. Wiggins misses 2-pt jump shot from 13 ft,,90,97
378,4,6:48.0,,Defensive rebound by J. Valančiūnas,90,97
379,4,6:32.0,,D. DeRozan makes 2-pt layup from 1 ft (assist by J. Valančiūnas),90,99
380,4,6:15.0,R. Rubio makes 3-pt jump shot from 26 ft (assist by G. Dieng),,93,99
381,4,5:54.0,,J. Valančiūnas makes 2-pt dunk at rim (assist by J. Johnson),93,101
382,4,5:33.0,G. Dieng makes 2-pt jump shot from 14 ft (assist by Z. LaVine),,95,101
