,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,PORTLAND_ACTION,MILWAUKEE_SCORE,PORTLAND_SCORE
196,2,3:45.0,,Shooting foul by R. Vaughn (drawn by A. Crabbe),37,48
197,2,3:45.0,,A. Crabbe makes free throw 1 of 1,37,49
198,2,3:34.0,J. Bayless makes 2-pt jump shot from 10 ft,,39,49
199,2,3:18.0,,D. Lillard makes 2-pt layup from 2 ft,39,51
200,2,3:07.0,Shooting foul by N. Vonleh (drawn by G. Antetokounmpo),,39,51
201,2,3:07.0,G. Antetokounmpo misses free throw 1 of 2,,39,51
202,2,3:07.0,Offensive rebound by Team,,39,51
203,2,3:07.0,G. Antetokounmpo misses free throw 2 of 2,,39,51
204,2,3:06.0,,Defensive rebound by N. Vonleh,39,51
205,2,2:50.0,,N. Vonleh misses 2-pt layup from 1 ft,39,51
206,2,2:50.0,Defensive rebound by G. Antetokounmpo,,39,51
207,2,2:44.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,41,51
208,2,2:24.0,,Turnover by A. Aminu (bad pass; steal by K. Middleton),41,51
209,2,2:01.0,J. Bayless makes 3-pt jump shot from 24 ft (assist by G. Antetokounmpo),,44,51
210,2,2:00.0,,Portland full timeout,44,51
211,2,2:00.0,Milwaukee full timeout,,44,51
212,2,2:00.0,,E. Davis enters the game for N. Vonleh,44,51
213,2,2:00.0,,C. McCollum enters the game for A. Crabbe,44,51
214,2,1:43.0,,E. Davis makes 2-pt layup from 1 ft (assist by C. McCollum),44,53
215,2,1:32.0,Turnover by K. Middleton (traveling),,44,53
216,2,1:08.0,,A. Aminu misses 3-pt jump shot from 24 ft,44,53
217,2,1:08.0,Defensive rebound by G. Antetokounmpo,,44,53
218,2,1:03.0,K. Middleton makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),,46,53
219,2,0:49.0,,D. Lillard misses 3-pt jump shot from 24 ft,46,53
220,2,0:49.0,,Offensive rebound by E. Davis,46,53
221,2,0:38.0,,Turnover by D. Lillard (bad pass; steal by G. Antetokounmpo),46,53
222,2,0:34.0,Turnover by G. Antetokounmpo (lost ball),,46,53
223,2,0:34.0,,A. Crabbe enters the game for E. Davis,46,53
224,2,0:28.0,,M. Leonard makes 3-pt jump shot from 24 ft (assist by D. Lillard),46,56
225,2,0:06.0,G. Antetokounmpo makes 3-pt jump shot from 22 ft (assist by J. Bayless),,49,56
226,2,0:00.0,,A. Crabbe misses 3-pt jump shot from 25 ft,49,56
227,2,0:00.0,,Offensive rebound by Team,49,56
228,3,11:40.0,,Shooting foul by G. Antetokounmpo (drawn by M. Plumlee),49,56
229,3,11:40.0,,M. Plumlee misses free throw 1 of 2,49,56
230,3,11:40.0,,Offensive rebound by Team,49,56
231,3,11:40.0,,M. Plumlee makes free throw 2 of 2,49,57
232,3,11:32.0,Turnover by M. Carter-Williams (bad pass; steal by A. Aminu),,49,57
233,3,11:20.0,,D. Lillard misses 3-pt jump shot from 24 ft,49,57
234,3,11:19.0,Defensive rebound by K. Middleton,,49,57
235,3,11:11.0,G. Antetokounmpo makes 2-pt jump shot from 20 ft (assist by J. Parker),,51,57
236,3,10:53.0,,C. McCollum misses 2-pt jump shot from 18 ft,51,57
237,3,10:52.0,Defensive rebound by J. Parker,,51,57
238,3,10:51.0,Personal foul by C. McCollum (drawn by J. Parker),,51,57
239,3,10:48.0,Personal foul by A. Aminu (drawn by G. Antetokounmpo),,51,57
240,3,10:41.0,Turnover by G. Antetokounmpo (bad pass; steal by M. Plumlee),,51,57
241,3,10:39.0,,M. Plumlee misses 2-pt layup from 1 ft (block by G. Antetokounmpo),51,57
242,3,10:38.0,,Offensive rebound by Team,51,57
243,3,10:31.0,,Turnover by A. Aminu (bad pass; steal by J. Parker),51,57
244,3,10:25.0,J. Parker makes 2-pt dunk at rim,,53,57
245,3,10:10.0,,A. Aminu misses 3-pt jump shot from 22 ft,53,57
246,3,10:10.0,,Offensive rebound by M. Plumlee,53,57
247,3,10:02.0,,Turnover by D. Lillard (bad pass; steal by K. Middleton),53,57
248,3,9:56.0,G. Monroe misses 2-pt jump shot from 5 ft,,53,57
249,3,9:55.0,Offensive rebound by K. Middleton,,53,57
250,3,9:55.0,K. Middleton misses 2-pt layup at rim,,53,57
251,3,9:53.0,,Defensive rebound by N. Vonleh,53,57
252,3,9:46.0,,A. Aminu makes 3-pt jump shot from 22 ft (assist by D. Lillard),53,60
253,3,9:31.0,Shooting foul by C. McCollum (drawn by K. Middleton),,53,60
254,3,9:31.0,K. Middleton makes free throw 1 of 2,,54,60
255,3,9:31.0,K. Middleton makes free throw 2 of 2,,55,60
256,3,9:17.0,,Turnover by C. McCollum (lost ball),55,60
257,3,8:59.0,K. Middleton makes 2-pt jump shot from 16 ft,,57,60
258,3,8:36.0,,Shooting foul by M. Carter-Williams (drawn by C. McCollum),57,60
259,3,8:36.0,,C. McCollum makes free throw 1 of 2,57,61
260,3,8:36.0,,C. McCollum misses free throw 2 of 2,57,61
261,3,8:35.0,Defensive rebound by Team,,57,61
262,3,8:17.0,G. Monroe misses 2-pt jump shot from 12 ft,,57,61
263,3,8:16.0,Offensive rebound by G. Monroe,,57,61
264,3,8:15.0,Shooting foul by M. Plumlee (drawn by G. Monroe),,57,61
265,3,8:15.0,G. Monroe misses free throw 1 of 2,,57,61
266,3,8:15.0,Offensive rebound by Team,,57,61
267,3,8:15.0,G. Monroe makes free throw 2 of 2,,58,61
268,3,7:54.0,,D. Lillard misses 3-pt jump shot from 24 ft,58,61
269,3,7:53.0,Defensive rebound by G. Antetokounmpo,,58,61
270,3,7:46.0,K. Middleton misses 3-pt jump shot from 24 ft,,58,61
271,3,7:45.0,,Defensive rebound by M. Plumlee,58,61
272,3,7:37.0,,D. Lillard makes 2-pt layup from 1 ft,58,63
273,3,7:25.0,G. Monroe makes 2-pt jump shot from 2 ft (assist by K. Middleton),,60,63
274,3,7:23.0,,Portland full timeout,60,63
275,3,7:23.0,,M. Leonard enters the game for M. Plumlee,60,63
276,3,7:23.0,,E. Davis enters the game for N. Vonleh,60,63
277,3,7:13.0,,D. Lillard misses 2-pt jump shot from 19 ft,60,63
278,3,7:12.0,Defensive rebound by K. Middleton,,60,63
279,3,6:58.0,G. Monroe makes 2-pt jump shot from 7 ft,,62,63
280,3,6:39.0,,A. Aminu misses 2-pt jump shot from 3 ft,62,63
281,3,6:38.0,,Offensive rebound by E. Davis,62,63
282,3,6:38.0,,E. Davis makes 2-pt layup at rim,62,65
283,3,6:28.0,J. Parker misses 2-pt layup from 1 ft,,62,65
284,3,6:28.0,,Defensive rebound by A. Aminu,62,65
285,3,6:14.0,,C. McCollum misses 3-pt jump shot from 24 ft,62,65
286,3,6:13.0,Defensive rebound by M. Carter-Williams,,62,65
287,3,6:05.0,G. Monroe misses 2-pt jump shot from 16 ft,,62,65
288,3,6:04.0,,Defensive rebound by C. McCollum,62,65
289,3,5:53.0,,M. Leonard misses 3-pt jump shot from 23 ft,62,65
290,3,5:53.0,,Offensive rebound by C. McCollum,62,65
291,3,5:29.0,,M. Leonard misses 3-pt jump shot from 22 ft,62,65
292,3,5:29.0,Defensive rebound by Team,,62,65
293,3,5:08.0,G. Monroe makes 2-pt hook shot from 8 ft (assist by G. Antetokounmpo),,64,65
294,3,4:47.0,,C. McCollum makes 3-pt jump shot from 22 ft (assist by D. Lillard),64,68
295,3,4:35.0,K. Middleton misses 2-pt jump shot from 16 ft (block by C. McCollum),,64,68
296,3,4:35.0,,Defensive rebound by A. Aminu,64,68
297,3,4:25.0,,D. Lillard misses 2-pt jump shot from 3 ft (block by J. Parker),64,68
298,3,4:24.0,,Offensive rebound by E. Davis,64,68
299,3,4:23.0,,E. Davis misses 2-pt layup at rim,64,68
300,3,4:22.0,,Offensive rebound by Team,64,68
301,3,4:17.0,,C. McCollum misses 2-pt layup from 1 ft,64,68
302,3,4:16.0,Defensive rebound by G. Monroe,,64,68
303,3,4:08.0,G. Antetokounmpo makes 2-pt jump shot from 3 ft (assist by M. Carter-Williams),,66,68
304,3,3:44.0,,M. Leonard misses 3-pt jump shot from 24 ft,66,68
305,3,3:43.0,,Offensive rebound by E. Davis,66,68
306,3,3:34.0,,E. Davis makes 2-pt dunk at rim (assist by D. Lillard),66,70
307,3,3:06.0,K. Middleton misses 2-pt jump shot from 21 ft,,66,70
308,3,3:05.0,,Defensive rebound by M. Leonard,66,70
309,3,2:59.0,,C. McCollum makes 2-pt layup from 1 ft (assist by M. Leonard),66,72
310,3,2:58.0,Milwaukee full timeout,,66,72
311,3,2:58.0,,A. Crabbe enters the game for C. McCollum,66,72
312,3,2:58.0,M. Plumlee enters the game for G. Monroe,,66,72
313,3,2:58.0,J. Bayless enters the game for K. Middleton,,66,72
314,3,2:58.0,,G. Henderson enters the game for A. Aminu,66,72
315,3,2:44.0,J. Parker makes 2-pt hook shot from 3 ft,,68,72
316,3,2:26.0,,A. Crabbe makes 3-pt jump shot from 23 ft (assist by D. Lillard),68,75
317,3,2:00.0,J. Parker misses 3-pt jump shot from 24 ft,,68,75
318,3,2:00.0,Offensive rebound by Team,,68,75
319,3,2:00.0,Turnover by Team (shot clock),,68,75
320,3,1:39.0,,A. Crabbe makes 2-pt jump shot from 20 ft (assist by M. Leonard),68,77
321,3,1:25.0,M. Carter-Williams misses 2-pt jump shot from 5 ft,,68,77
322,3,1:24.0,Offensive rebound by M. Plumlee,,68,77
323,3,1:24.0,M. Plumlee misses 2-pt layup at rim,,68,77
324,3,1:24.0,Offensive rebound by Team,,68,77
325,3,1:09.0,G. Antetokounmpo misses 2-pt jump shot from 11 ft,,68,77
326,3,1:08.0,,Defensive rebound by G. Henderson,68,77
327,3,0:52.0,,G. Henderson misses 3-pt jump shot from 22 ft,68,77
328,3,0:52.0,Defensive rebound by M. Plumlee,,68,77
329,3,0:47.0,J. Parker makes 2-pt dunk at rim (assist by M. Carter-Williams),,70,77
330,3,0:35.0,,Offensive foul by E. Davis (drawn by M. Carter-Williams),70,77
331,3,0:35.0,,Turnover by E. Davis (offensive foul),70,77
332,3,0:27.0,G. Antetokounmpo misses 2-pt jump shot from 16 ft,,70,77
333,3,0:25.0,Offensive rebound by M. Carter-Williams,,70,77
334,3,0:11.0,J. Bayless makes 3-pt jump shot from 24 ft,,73,77
335,3,0:03.0,,D. Lillard misses 2-pt layup from 2 ft,73,77
336,3,0:02.0,,Offensive rebound by D. Lillard,73,77
337,3,0:00.0,,Shooting foul by M. Carter-Williams (drawn by D. Lillard),73,77
338,3,0:00.0,,D. Lillard makes free throw 1 of 2,73,78
339,3,0:00.0,G. Monroe enters the game for G. Antetokounmpo,,73,78
340,3,0:00.0,,D. Lillard makes free throw 2 of 2,73,79
341,4,11:42.0,M. Plumlee misses 2-pt dunk at rim (block by G. Henderson),,73,79
342,4,11:42.0,,Defensive rebound by M. Leonard,73,79
343,4,11:36.0,,Personal foul by K. Middleton (drawn by D. Lillard),73,79
344,4,11:26.0,,A. Crabbe makes 2-pt jump shot from 11 ft (assist by E. Davis),73,81
345,4,11:11.0,Personal foul by A. Crabbe (drawn by K. Middleton),,73,81
346,4,11:06.0,J. Bayless misses 2-pt jump shot from 15 ft,,73,81
347,4,11:05.0,,Defensive rebound by M. Leonard,73,81
348,4,10:53.0,,G. Henderson makes 2-pt jump shot from 7 ft (assist by D. Lillard),73,83
349,4,10:38.0,K. Middleton misses 2-pt jump shot from 17 ft (block by A. Crabbe),,73,83
350,4,10:37.0,,Defensive rebound by G. Henderson,73,83
351,4,10:26.0,,Personal foul by M. Plumlee (drawn by D. Lillard),73,83
352,4,10:26.0,,C. McCollum enters the game for D. Lillard,73,83
353,4,10:19.0,,Offensive foul by C. McCollum (drawn by J. Bayless),73,83
354,4,10:19.0,,Turnover by C. McCollum (offensive foul),73,83
355,4,10:10.0,R. Vaughn makes 2-pt jump shot from 16 ft (assist by J. Bayless),,75,83
356,4,9:55.0,,M. Leonard misses 2-pt jump shot from 8 ft,75,83
357,4,9:54.0,Defensive rebound by M. Plumlee,,75,83
358,4,9:49.0,Turnover by J. Bayless (palming),,75,83
359,4,9:39.0,,Offensive foul by M. Leonard (drawn by J. Bayless),75,83
360,4,9:39.0,,Turnover by M. Leonard (offensive foul),75,83
361,4,9:24.0,M. Plumlee misses 2-pt hook shot from 4 ft,,75,83
362,4,9:22.0,Offensive rebound by M. Plumlee,,75,83
363,4,9:14.0,Turnover by J. Parker (lost ball; steal by C. McCollum),,75,83
364,4,9:01.0,,C. McCollum makes 2-pt jump shot from 20 ft,75,85
365,4,8:50.0,Shooting foul by A. Crabbe (drawn by J. Bayless),,75,85
366,4,8:50.0,Official timeout,,75,85
367,4,8:50.0,,A. Aminu enters the game for M. Leonard,75,85
368,4,8:50.0,G. Monroe enters the game for R. Vaughn,,75,85
369,4,8:50.0,G. Antetokounmpo enters the game for M. Plumlee,,75,85
370,4,8:50.0,J. Bayless makes free throw 1 of 2,,76,85
371,4,8:50.0,J. Bayless makes free throw 2 of 2,,77,85
372,4,8:30.0,,C. McCollum misses 2-pt jump shot from 17 ft,77,85
373,4,8:29.0,,Offensive rebound by G. Henderson,77,85
374,4,8:29.0,,G. Henderson makes 2-pt dunk at rim,77,87
375,4,8:03.0,J. Parker misses 2-pt layup from 2 ft (block by C. McCollum),,77,87
376,4,8:01.0,,Defensive rebound by C. McCollum,77,87
377,4,7:59.0,,C. McCollum makes 2-pt layup at rim,77,89
378,4,7:44.0,K. Middleton misses 2-pt layup from 2 ft,,77,89
379,4,7:42.0,,Defensive rebound by A. Crabbe,77,89
