,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,PHOENIX_ACTION,MINNESOTA_SCORE,PHOENIX_SCORE
167,2,6:56.0,Turnover by G. Dieng (offensive foul),,33,36
168,2,6:56.0,K. Towns enters the game for G. Dieng,,33,36
169,2,6:32.0,,Shooting foul by Z. LaVine (drawn by E. Bledsoe),33,36
170,2,6:32.0,,E. Bledsoe makes free throw 1 of 2,33,37
171,2,6:32.0,R. Rubio enters the game for Z. LaVine,,33,37
172,2,6:32.0,K. Martin enters the game for T. Prince,,33,37
173,2,6:32.0,,E. Bledsoe makes free throw 2 of 2,33,38
174,2,6:24.0,Shooting block foul by T. Warren (drawn by A. Wiggins),,33,38
175,2,6:24.0,A. Wiggins makes free throw 1 of 2,,34,38
176,2,6:24.0,,R. Price enters the game for T. Warren,34,38
177,2,6:24.0,A. Wiggins makes free throw 2 of 2,,35,38
178,2,6:11.0,,A. Len makes 2-pt dunk at rim (assist by E. Bledsoe),35,40
179,2,5:53.0,D. Rudež misses 3-pt jump shot from 25 ft,,35,40
180,2,5:53.0,Offensive rebound by Team,,35,40
181,2,5:53.0,,Loose ball foul by A. Len (drawn by K. Towns),35,40
182,2,5:53.0,,Phoenix full timeout,35,40
183,2,5:53.0,,T. Chandler enters the game for A. Len,35,40
184,2,5:48.0,K. Martin misses 3-pt jump shot from 25 ft,,35,40
185,2,5:46.0,Offensive rebound by K. Towns,,35,40
186,2,5:44.0,K. Towns makes 2-pt jump shot from 7 ft,,37,40
187,2,5:31.0,,Turnover by E. Bledsoe (traveling),37,40
188,2,5:20.0,Turnover by R. Rubio (bad pass; steal by E. Bledsoe),,37,40
189,2,5:16.0,,R. Price makes 2-pt dunk at rim (assist by J. Leuer),37,42
190,2,5:03.0,Shooting foul by P. Tucker (drawn by A. Wiggins),,37,42
191,2,5:03.0,A. Wiggins misses free throw 1 of 2,,37,42
192,2,5:03.0,Offensive rebound by Team,,37,42
193,2,5:03.0,,B. Knight enters the game for E. Bledsoe,37,42
194,2,5:03.0,A. Wiggins misses free throw 2 of 2,,37,42
195,2,5:02.0,,Defensive rebound by P. Tucker,37,42
196,2,4:39.0,,P. Tucker misses 3-pt jump shot from 23 ft,37,42
197,2,4:37.0,Defensive rebound by K. Towns,,37,42
198,2,4:25.0,K. Martin misses 2-pt jump shot from 13 ft,,37,42
199,2,4:24.0,Offensive rebound by K. Martin,,37,42
200,2,4:24.0,Shooting foul by B. Knight (drawn by K. Martin),,37,42
201,2,4:24.0,K. Martin makes free throw 1 of 2,,38,42
202,2,4:24.0,K. Martin makes free throw 2 of 2,,39,42
203,2,4:06.0,,B. Knight misses 2-pt jump shot from 6 ft,39,42
204,2,4:02.0,Defensive rebound by K. Towns,,39,42
205,2,4:01.0,Shooting block foul by R. Price (drawn by K. Martin),,39,42
206,2,4:01.0,K. Martin makes free throw 1 of 2,,40,42
207,2,4:01.0,K. Martin makes free throw 2 of 2,,41,42
208,2,3:46.0,,T. Chandler makes 2-pt jump shot from 6 ft (assist by B. Knight),41,44
209,2,3:46.0,,Shooting foul by K. Martin (drawn by T. Chandler),41,44
210,2,3:46.0,,T. Chandler makes free throw 1 of 1,41,45
211,2,3:34.0,Turnover by A. Wiggins (lost ball; steal by J. Leuer),,41,45
212,2,3:16.0,,R. Price makes 3-pt jump shot from 27 ft (assist by B. Knight),41,48
213,2,3:07.0,Minnesota full timeout,,41,48
214,2,2:59.0,,Offensive charge foul by A. Wiggins (drawn by J. Leuer),41,48
215,2,2:59.0,Turnover by A. Wiggins (offensive foul),,41,48
216,2,2:42.0,,B. Knight makes 3-pt jump shot from 25 ft,41,51
217,2,2:21.0,D. Rudež makes 3-pt jump shot from 23 ft (assist by K. Towns),,44,51
218,2,2:07.0,,J. Leuer makes 2-pt layup from 1 ft (assist by T. Chandler),44,53
219,2,1:47.0,K. Towns misses 2-pt jump shot from 3 ft,,44,53
220,2,1:45.0,,Defensive rebound by R. Price,44,53
221,2,1:27.0,,R. Price misses 3-pt jump shot from 25 ft,44,53
222,2,1:24.0,Defensive rebound by K. Towns,,44,53
223,2,1:17.0,A. Wiggins makes 2-pt jump shot from 10 ft (assist by R. Rubio),,46,53
224,2,1:04.0,,B. Knight misses 3-pt jump shot from 28 ft,46,53
225,2,1:04.0,Defensive rebound by Team,,46,53
226,2,0:52.0,R. Rubio misses 2-pt layup from 2 ft (block by B. Knight),,46,53
227,2,0:52.0,Offensive rebound by Team,,46,53
228,2,0:47.0,Shooting block foul by J. Leuer (drawn by K. Martin),,46,53
229,2,0:47.0,K. Martin makes free throw 1 of 2,,47,53
230,2,0:47.0,,M. Teletović enters the game for J. Leuer,47,53
231,2,0:47.0,T. Prince enters the game for A. Wiggins,,47,53
232,2,0:47.0,A. Payne enters the game for K. Towns,,47,53
233,2,0:47.0,,E. Bledsoe enters the game for P. Tucker,47,53
234,2,0:47.0,K. Martin misses free throw 2 of 2,,47,53
235,2,0:46.0,,Defensive rebound by E. Bledsoe,47,53
236,2,0:25.0,,E. Bledsoe makes 2-pt jump shot from 20 ft (assist by R. Price),47,55
237,2,0:04.0,Shooting foul by T. Chandler (drawn by K. Martin),,47,55
238,2,0:04.0,K. Martin makes free throw 1 of 3,,48,55
239,2,0:04.0,K. Martin makes free throw 2 of 3,,49,55
240,2,0:04.0,,D. Booker enters the game for T. Chandler,49,55
241,2,0:04.0,Z. LaVine enters the game for A. Payne,,49,55
242,2,0:04.0,,Phoenix full timeout,49,55
243,2,0:04.0,K. Martin misses free throw 3 of 3,,49,55
244,2,0:03.0,,Defensive rebound by E. Bledsoe,49,55
245,2,0:00.0,,Turnover by E. Bledsoe (bad pass; steal by R. Rubio),49,55
246,3,11:45.0,K. Garnett misses 2-pt layup from 1 ft,,49,55
247,3,11:44.0,Offensive rebound by K. Garnett,,49,55
248,3,11:35.0,K. Garnett misses 2-pt jump shot from 18 ft,,49,55
249,3,11:32.0,,Defensive rebound by B. Knight,49,55
250,3,11:20.0,,A. Len makes 2-pt layup at rim (assist by B. Knight),49,57
251,3,11:09.0,Turnover by R. Rubio (bad pass; steal by P. Tucker),,49,57
252,3,11:04.0,,J. Leuer makes 2-pt dunk at rim (assist by B. Knight),49,59
253,3,10:42.0,K. Towns makes 2-pt dunk at rim (assist by K. Martin),,51,59
254,3,10:30.0,,B. Knight makes 2-pt layup from 1 ft (assist by E. Bledsoe),51,61
255,3,10:16.0,K. Martin misses 2-pt jump shot from 19 ft,,51,61
256,3,10:13.0,,Defensive rebound by P. Tucker,51,61
257,3,10:06.0,,Turnover by E. Bledsoe (bad pass; steal by K. Garnett),51,61
258,3,10:03.0,K. Martin makes 2-pt layup at rim (assist by R. Rubio),,53,61
259,3,9:43.0,,B. Knight misses 3-pt jump shot from 24 ft,53,61
260,3,9:42.0,Defensive rebound by Team,,53,61
261,3,9:29.0,K. Towns makes 2-pt jump shot from 3 ft (assist by K. Garnett),,55,61
262,3,9:17.0,,E. Bledsoe makes 2-pt layup from 3 ft (assist by A. Len),55,63
263,3,8:57.0,K. Martin misses 2-pt jump shot from 17 ft,,55,63
264,3,8:56.0,,Defensive rebound by Team,55,63
265,3,8:56.0,Loose ball foul by K. Garnett (drawn by J. Leuer),,55,63
266,3,8:32.0,,P. Tucker misses 2-pt layup from 1 ft,55,63
267,3,8:30.0,Defensive rebound by K. Towns,,55,63
268,3,8:26.0,K. Martin makes 3-pt jump shot from 24 ft (assist by R. Rubio),,58,63
269,3,8:25.0,,Phoenix full timeout,58,63
270,3,8:11.0,,E. Bledsoe misses 2-pt layup from 2 ft,58,63
271,3,8:08.0,,Offensive rebound by A. Len,58,63
272,3,8:08.0,,A. Len makes 2-pt dunk at rim,58,65
273,3,7:50.0,K. Towns misses 2-pt hook shot from 8 ft,,58,65
274,3,7:48.0,Offensive rebound by K. Garnett,,58,65
275,3,7:45.0,A. Wiggins misses 3-pt jump shot from 25 ft,,58,65
276,3,7:43.0,,Defensive rebound by A. Len,58,65
277,3,7:25.0,,A. Len misses 2-pt jump shot from 8 ft,58,65
278,3,7:22.0,,Offensive rebound by P. Tucker,58,65
279,3,7:22.0,,P. Tucker misses 2-pt layup from 1 ft,58,65
280,3,7:20.0,,Offensive rebound by P. Tucker,58,65
281,3,7:12.0,,J. Leuer misses 3-pt jump shot from 24 ft,58,65
282,3,7:10.0,Defensive rebound by A. Wiggins,,58,65
283,3,6:57.0,K. Towns misses 2-pt jump shot from 7 ft,,58,65
284,3,6:55.0,,Defensive rebound by A. Len,58,65
285,3,6:48.0,,Turnover by E. Bledsoe (bad pass),58,65
286,3,6:33.0,Offensive foul by K. Towns (drawn by P. Tucker),,58,65
287,3,6:33.0,Turnover by K. Towns (offensive foul),,58,65
288,3,6:33.0,N. Bjelica enters the game for K. Garnett,,58,65
289,3,6:21.0,,J. Leuer makes 2-pt jump shot from 17 ft (assist by A. Len),58,67
290,3,6:08.0,Turnover by R. Rubio (bad pass; steal by B. Knight),,58,67
291,3,6:05.0,,B. Knight makes 2-pt dunk at rim,58,69
292,3,6:05.0,Minnesota full timeout,,58,69
293,3,5:50.0,Turnover by R. Rubio (bad pass; steal by E. Bledsoe),,58,69
294,3,5:45.0,,J. Leuer makes 2-pt dunk at rim (assist by E. Bledsoe),58,71
295,3,5:31.0,A. Wiggins misses 2-pt jump shot from 7 ft (block by E. Bledsoe),,58,71
296,3,5:31.0,Offensive rebound by K. Towns,,58,71
297,3,5:25.0,A. Wiggins makes 2-pt jump shot from 5 ft (assist by K. Towns),,60,71
298,3,5:25.0,Shooting foul by P. Tucker (drawn by A. Wiggins),,60,71
299,3,5:25.0,A. Wiggins makes free throw 1 of 1,,61,71
300,3,5:12.0,,A. Len makes 2-pt dunk at rim (assist by J. Leuer),61,73
301,3,4:49.0,N. Bjelica misses 3-pt jump shot from 25 ft,,61,73
302,3,4:46.0,,Defensive rebound by P. Tucker,61,73
303,3,4:40.0,,B. Knight misses 2-pt jump shot from 23 ft,61,73
304,3,4:38.0,Defensive rebound by Team,,61,73
305,3,4:38.0,Z. LaVine enters the game for R. Rubio,,61,73
306,3,4:38.0,G. Dieng enters the game for K. Towns,,61,73
307,3,4:17.0,Turnover by N. Bjelica (bad pass; steal by J. Leuer),,61,73
308,3,4:11.0,,J. Leuer makes 2-pt dunk at rim (assist by E. Bledsoe),61,75
309,3,3:46.0,Z. LaVine makes 3-pt jump shot from 25 ft (assist by A. Wiggins),,64,75
310,3,3:32.0,,J. Leuer makes 2-pt jump shot from 12 ft (assist by E. Bledsoe),64,77
311,3,3:10.0,Z. LaVine misses 2-pt jump shot from 9 ft (block by E. Bledsoe),,64,77
312,3,3:07.0,,Defensive rebound by E. Bledsoe,64,77
313,3,3:01.0,,J. Leuer misses 2-pt jump shot from 8 ft,64,77
314,3,2:58.0,Defensive rebound by G. Dieng,,64,77
315,3,2:51.0,Z. LaVine misses 2-pt jump shot from 3 ft (block by E. Bledsoe),,64,77
316,3,2:49.0,Offensive rebound by N. Bjelica,,64,77
317,3,2:49.0,N. Bjelica misses 2-pt layup from 1 ft (block by B. Knight),,64,77
318,3,2:49.0,Offensive rebound by N. Bjelica,,64,77
319,3,2:49.0,N. Bjelica misses 2-pt layup from 1 ft (block by A. Len),,64,77
320,3,2:48.0,,Defensive rebound by A. Len,64,77
321,3,2:48.0,,Phoenix full timeout,64,77
322,3,2:48.0,,T. Chandler enters the game for J. Leuer,64,77
323,3,2:48.0,,M. Teletović enters the game for A. Len,64,77
324,3,2:48.0,,D. Booker enters the game for B. Knight,64,77
325,3,2:48.0,S. Muhammad enters the game for K. Martin,,64,77
326,3,2:48.0,D. Rudež enters the game for N. Bjelica,,64,77
327,3,2:30.0,,P. Tucker misses 2-pt jump shot from 3 ft,64,77
328,3,2:28.0,,Offensive rebound by T. Chandler,64,77
329,3,2:28.0,,T. Chandler misses 2-pt layup at rim,64,77
330,3,2:28.0,,Offensive rebound by P. Tucker,64,77
331,3,2:28.0,Loose ball foul by G. Dieng (drawn by P. Tucker),,64,77
332,3,2:28.0,,R. Price enters the game for E. Bledsoe,64,77
333,3,2:10.0,,M. Teletović makes 2-pt jump shot from 4 ft,64,79
334,3,1:57.0,Turnover by Z. LaVine (lost ball; steal by R. Price),,64,79
335,3,1:54.0,,M. Teletović makes 2-pt dunk at rim (assist by R. Price),64,81
336,3,1:54.0,Minnesota full timeout,,64,81
337,3,1:39.0,Turnover by D. Rudež (bad pass; steal by P. Tucker),,64,81
338,3,1:30.0,,M. Teletović makes 2-pt jump shot from 4 ft (assist by R. Price),64,83
339,3,1:20.0,Personal foul by R. Price (drawn by Z. LaVine),,64,83
340,3,1:11.0,Turnover by Z. LaVine (bad pass; steal by R. Price),,64,83
341,3,1:05.0,A. Miller enters the game for A. Wiggins,,64,83
342,3,1:05.0,,Turnover by D. Booker (bad pass; steal by S. Muhammad),64,83
343,3,0:50.0,Turnover by D. Rudež (step out of bounds),,64,83
344,3,0:34.0,,M. Teletović makes 2-pt jump shot from 3 ft,64,85
345,3,0:34.0,,Shooting foul by D. Rudež (drawn by M. Teletović),64,85
346,3,0:34.0,,M. Teletović misses free throw 1 of 1,64,85
347,3,0:33.0,Defensive rebound by G. Dieng,,64,85
348,3,0:17.0,Personal foul by D. Booker (drawn by Z. LaVine),,64,85
349,3,0:17.0,Z. LaVine makes free throw 1 of 2,,65,85
350,3,0:17.0,Z. LaVine makes free throw 2 of 2,,66,85
351,3,0:00.0,,D. Booker misses 2-pt jump shot from 16 ft,66,85
352,3,0:00.0,,Offensive rebound by Team,66,85
353,4,11:43.0,,R. Price misses 3-pt jump shot from 24 ft,66,85
354,4,11:41.0,Defensive rebound by Team,,66,85
355,4,11:29.0,Z. LaVine misses 2-pt jump shot from 21 ft,,66,85
356,4,11:28.0,,Defensive rebound by Team,66,85
357,4,11:03.0,,M. Teletović misses 2-pt jump shot from 21 ft,66,85
358,4,11:02.0,Defensive rebound by Team,,66,85
359,4,10:59.0,Personal block foul by R. Price (drawn by Z. LaVine),,66,85
360,4,10:50.0,D. Rudež makes 2-pt layup at rim (assist by A. Miller),,68,85
361,4,10:32.0,,R. Price misses 3-pt jump shot from 24 ft,68,85
362,4,10:30.0,Defensive rebound by Z. LaVine,,68,85
363,4,10:22.0,G. Dieng makes 2-pt jump shot from 3 ft (assist by Z. LaVine),,70,85
364,4,10:03.0,,D. Booker misses 2-pt jump shot from 8 ft,70,85
365,4,10:03.0,,Offensive rebound by Team,70,85
366,4,10:03.0,Loose ball foul by S. Muhammad (drawn by T. Chandler),,70,85
367,4,10:03.0,,A. Len enters the game for T. Chandler,70,85
368,4,10:03.0,,E. Bledsoe enters the game for R. Price,70,85
369,4,9:57.0,,A. Len misses 2-pt jump shot from 16 ft,70,85
370,4,9:55.0,Defensive rebound by S. Muhammad,,70,85
371,4,9:39.0,G. Dieng misses 2-pt layup from 1 ft,,70,85
372,4,9:36.0,,Defensive rebound by M. Teletović,70,85
373,4,9:32.0,,D. Booker misses 3-pt jump shot from 24 ft,70,85
374,4,9:28.0,Defensive rebound by G. Dieng,,70,85
375,4,9:18.0,Z. LaVine makes 2-pt layup from 1 ft,,72,85
376,4,9:18.0,,Phoenix full timeout,72,85
377,4,9:03.0,,T. Warren misses 2-pt jump shot from 4 ft (block by G. Dieng),72,85
378,4,9:00.0,Defensive rebound by A. Miller,,72,85
379,4,8:55.0,S. Muhammad makes 2-pt layup from 1 ft (assist by A. Miller),,74,85
380,4,8:54.0,Violation by Team (delay of game),,74,85
381,4,8:36.0,,A. Len misses 2-pt jump shot from 15 ft (block by G. Dieng),74,85
382,4,8:33.0,,Offensive rebound by A. Len,74,85
383,4,8:31.0,,E. Bledsoe misses 3-pt jump shot from 25 ft,74,85
384,4,8:29.0,,Offensive rebound by T. Warren,74,85
385,4,8:27.0,,T. Warren misses 2-pt layup from 3 ft,74,85
