,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,UTAH_ACTION,SAN ANTONIO_SCORE,UTAH_SCORE
0,1,11:38.0,L. Aldridge makes 2-pt jump shot from 21 ft (assist by T. Parker),,2,0
1,1,11:16.0,,S. Mack makes 2-pt jump shot from 9 ft (assist by G. Hayward),2,2
2,1,11:02.0,T. Parker makes 2-pt jump shot from 5 ft,,4,2
3,1,10:46.0,,G. Hayward makes 2-pt layup from 1 ft (assist by R. Gobert),4,4
4,1,10:31.0,T. Parker makes 2-pt jump shot from 21 ft (assist by D. Green),,6,4
5,1,10:06.0,,D. Favors misses 2-pt jump shot from 15 ft,6,4
6,1,10:05.0,Defensive rebound by K. Leonard,,6,4
7,1,9:48.0,L. Aldridge makes 2-pt jump shot from 15 ft,,8,4
8,1,9:27.0,,S. Mack makes 2-pt jump shot from 18 ft,8,6
9,1,9:10.0,D. Green misses 2-pt jump shot from 16 ft,,8,6
10,1,9:10.0,,Defensive rebound by R. Gobert,8,6
11,1,8:54.0,,R. Hood makes 2-pt jump shot from 20 ft,8,8
12,1,8:33.0,L. Aldridge makes 2-pt jump shot from 18 ft,,10,8
13,1,8:15.0,,R. Hood misses 2-pt layup from 2 ft (block by K. Leonard),10,8
14,1,8:15.0,,Offensive rebound by Team,10,8
15,1,8:14.0,,Turnover by R. Hood (bad pass; steal by T. Parker),10,8
16,1,8:08.0,T. Parker misses 2-pt jump shot from 5 ft,,10,8
17,1,8:08.0,Offensive rebound by K. Leonard,,10,8
18,1,8:01.0,L. Aldridge misses 2-pt jump shot from 18 ft,,10,8
19,1,8:01.0,,Defensive rebound by S. Mack,10,8
20,1,7:48.0,,G. Hayward misses 3-pt jump shot from 24 ft,10,8
21,1,7:47.0,Defensive rebound by T. Duncan,,10,8
22,1,7:37.0,Turnover by K. Leonard (bad pass; steal by D. Favors),,10,8
23,1,7:28.0,,G. Hayward misses 2-pt jump shot from 3 ft,10,8
24,1,7:28.0,,Offensive rebound by R. Gobert,10,8
25,1,7:27.0,,Turnover by R. Gobert (traveling),10,8
26,1,7:14.0,K. Leonard misses 3-pt jump shot from 24 ft,,10,8
27,1,7:13.0,,Defensive rebound by D. Favors,10,8
28,1,6:53.0,,G. Hayward makes 2-pt dunk at rim,10,10
29,1,6:53.0,San Antonio full timeout,,10,10
30,1,6:39.0,T. Parker misses 2-pt jump shot from 18 ft,,10,10
31,1,6:38.0,,Defensive rebound by D. Favors,10,10
