,QUARTER,TIME_REMAINING,PORTLAND_ACTION,NEW ORLEANS_ACTION,PORTLAND_SCORE,NEW ORLEANS_SCORE
0,1,11:39.0,,Turnover by A. Gee (bad pass; steal by N. Vonleh),0,0
1,1,11:33.0,Turnover by C. McCollum (bad pass),,0,0
2,1,11:17.0,,Ö. Aşık misses 2-pt layup from 2 ft,0,0
3,1,11:16.0,,Offensive rebound by A. Gee,0,0
4,1,11:16.0,,A. Gee makes 2-pt layup from 1 ft,0,2
5,1,10:53.0,M. Plumlee misses 2-pt jump shot from 7 ft (block by A. Davis),,0,2
6,1,10:52.0,Offensive rebound by M. Plumlee,,0,2
7,1,10:50.0,M. Plumlee makes 2-pt layup from 2 ft,,2,2
8,1,10:20.0,,T. Evans misses 3-pt jump shot from 23 ft,2,2
9,1,10:20.0,Defensive rebound by N. Vonleh,,2,2
10,1,10:09.0,A. Crabbe misses 2-pt jump shot from 22 ft,,2,2
11,1,10:09.0,,Defensive rebound by E. Gordon,2,2
12,1,10:01.0,,E. Gordon makes 3-pt jump shot from 24 ft,2,5
13,1,9:44.0,A. Aminu misses 3-pt jump shot from 24 ft,,2,5
14,1,9:44.0,,Defensive rebound by E. Gordon,2,5
15,1,9:40.0,,Personal foul by N. Vonleh (drawn by A. Davis),2,5
16,1,9:27.0,,A. Davis misses 2-pt dunk at rim (block by M. Plumlee),2,5
17,1,9:25.0,Defensive rebound by C. McCollum,,2,5
18,1,9:14.0,N. Vonleh makes 2-pt layup from 1 ft (assist by M. Plumlee),,4,5
19,1,9:00.0,,A. Davis makes 2-pt jump shot from 11 ft (assist by E. Gordon),4,7
20,1,8:48.0,C. McCollum makes 2-pt jump shot from 13 ft,,6,7
21,1,8:37.0,,T. Evans misses 3-pt jump shot from 24 ft,6,7
22,1,8:36.0,,Offensive rebound by A. Davis,6,7
23,1,8:23.0,,A. Davis misses 3-pt jump shot from 24 ft,6,7
24,1,8:23.0,Defensive rebound by A. Aminu,,6,7
25,1,8:17.0,M. Plumlee makes 2-pt dunk at rim (assist by A. Aminu),,8,7
26,1,7:59.0,,E. Gordon misses 3-pt jump shot from 27 ft,8,7
27,1,7:58.0,Defensive rebound by A. Aminu,,8,7
28,1,7:45.0,A. Crabbe makes 2-pt jump shot from 14 ft (assist by C. McCollum),,10,7
29,1,7:24.0,,T. Evans misses 2-pt layup from 1 ft,10,7
30,1,7:23.0,,Offensive rebound by T. Evans,10,7
31,1,7:23.0,,T. Evans makes 2-pt layup from 1 ft,10,9
32,1,7:12.0,C. McCollum misses 2-pt jump shot from 23 ft,,10,9
33,1,7:11.0,,Defensive rebound by A. Davis,10,9
34,1,6:58.0,,Ö. Aşık makes 2-pt layup from 2 ft (assist by T. Evans),10,11
35,1,6:40.0,A. Aminu makes 2-pt jump shot from 13 ft,,12,11
36,1,6:21.0,,Turnover by T. Evans (traveling),12,11
37,1,6:05.0,Turnover by A. Aminu (lost ball; steal by E. Gordon),,12,11
38,1,6:02.0,,Shooting foul by A. Crabbe (drawn by E. Gordon),12,11
39,1,6:02.0,,E. Gordon makes free throw 1 of 2,12,12
40,1,6:02.0,,E. Gordon makes free throw 2 of 2,12,13
41,1,5:51.0,C. McCollum misses 2-pt jump shot from 17 ft,,12,13
42,1,5:48.0,,Defensive rebound by E. Gordon,12,13
43,1,5:38.0,,E. Gordon makes 3-pt jump shot from 25 ft (assist by Ö. Aşık),12,16
44,1,5:36.0,Portland full timeout,,12,16
45,1,5:36.0,,R. Anderson enters the game for Ö. Aşık,12,16
46,1,5:36.0,,J. Holiday enters the game for A. Gee,12,16
47,1,5:36.0,M. Leonard enters the game for N. Vonleh,,12,16
48,1,5:20.0,Turnover by A. Aminu (bad pass; steal by A. Davis),,12,16
49,1,5:13.0,,Shooting foul by M. Plumlee (drawn by A. Davis),12,16
50,1,5:13.0,,A. Davis makes free throw 1 of 2,12,17
51,1,5:13.0,,A. Davis makes free throw 2 of 2,12,18
52,1,4:53.0,A. Crabbe makes 2-pt jump shot from 22 ft (assist by M. Plumlee),,14,18
53,1,4:41.0,,A. Davis makes 2-pt jump shot from 11 ft (assist by T. Evans),14,20
54,1,4:28.0,M. Leonard misses 3-pt jump shot from 24 ft,,14,20
55,1,4:26.0,Offensive rebound by M. Plumlee,,14,20
56,1,4:19.0,G. Henderson enters the game for A. Aminu,,14,20
57,1,4:11.0,C. McCollum makes 2-pt jump shot from 15 ft,,16,20
58,1,3:56.0,,J. Holiday misses 3-pt jump shot from 23 ft,16,20
59,1,3:55.0,Defensive rebound by G. Henderson,,16,20
60,1,3:34.0,A. Crabbe misses 3-pt jump shot from 25 ft,,16,20
61,1,3:34.0,,Defensive rebound by J. Holiday,16,20
62,1,3:30.0,,A. Davis misses 2-pt layup from 1 ft,16,20
63,1,3:29.0,Defensive rebound by M. Leonard,,16,20
64,1,3:11.0,C. McCollum makes 3-pt jump shot from 25 ft,,19,20
65,1,2:53.0,,T. Evans misses 3-pt jump shot from 25 ft,19,20
66,1,2:53.0,Defensive rebound by M. Plumlee,,19,20
67,1,2:42.0,A. Crabbe misses 3-pt jump shot from 24 ft,,19,20
68,1,2:41.0,Offensive rebound by M. Plumlee,,19,20
69,1,2:40.0,Turnover by M. Plumlee (bad pass),,19,20
70,1,2:40.0,,New Orleans full timeout,19,20
71,1,2:40.0,E. Davis enters the game for M. Plumlee,,19,20
72,1,2:40.0,M. Harkless enters the game for A. Crabbe,,19,20
73,1,2:40.0,,N. Cole enters the game for T. Evans,19,20
74,1,2:34.0,,Personal foul by E. Davis (drawn by R. Anderson),19,20
75,1,2:20.0,,N. Cole misses 3-pt jump shot from 24 ft,19,20
76,1,2:17.0,Defensive rebound by M. Harkless,,19,20
77,1,2:02.0,E. Davis misses 2-pt jump shot from 2 ft,,19,20
78,1,2:01.0,Offensive rebound by E. Davis,,19,20
79,1,2:01.0,E. Davis misses 2-pt layup from 2 ft,,19,20
80,1,2:00.0,,Defensive rebound by N. Cole,19,20
81,1,1:56.0,,N. Cole misses 2-pt layup at rim (block by M. Harkless),19,20
82,1,1:55.0,,Offensive rebound by A. Davis,19,20
83,1,1:54.0,,A. Davis makes 2-pt dunk at rim,19,22
84,1,1:27.0,G. Henderson misses 2-pt layup from 1 ft,,19,22
85,1,1:26.0,Offensive rebound by G. Henderson,,19,22
86,1,1:24.0,G. Henderson makes 2-pt jump shot from 14 ft,,21,22
87,1,1:08.0,,R. Anderson misses 3-pt jump shot from 24 ft,21,22
88,1,1:08.0,Defensive rebound by M. Harkless,,21,22
89,1,0:49.0,G. Henderson makes 2-pt jump shot from 13 ft,,23,22
90,1,0:38.0,,E. Gordon misses 3-pt jump shot from 23 ft,23,22
91,1,0:37.0,,Offensive rebound by R. Anderson,23,22
92,1,0:30.0,,Turnover by R. Anderson (lost ball; steal by M. Harkless),23,22
93,1,0:25.0,Turnover by G. Henderson (lost ball; steal by N. Cole),,23,22
94,1,0:21.0,,Flagrant foul type 1 by C. McCollum (drawn by N. Cole),23,22
95,1,0:21.0,,N. Cole makes flagrant free throw 1 of 2,23,23
96,1,0:21.0,,N. Cole makes flagrant free throw 2 of 2,23,24
97,1,0:21.0,T. Frazier enters the game for C. McCollum,,23,24
98,1,0:06.0,,Shooting foul by G. Henderson (drawn by J. Holiday),23,24
99,1,0:06.0,,J. Holiday makes free throw 1 of 2,23,25
100,1,0:06.0,,Ö. Aşık enters the game for A. Davis,23,25
101,1,0:06.0,,A. Gee enters the game for E. Gordon,23,25
102,1,0:06.0,,J. Holiday makes free throw 2 of 2,23,26
103,1,0:00.0,T. Frazier misses 2-pt jump shot from 17 ft,,23,26
104,1,0:00.0,Offensive rebound by Team,,23,26
105,2,11:40.0,M. Harkless misses 2-pt layup from 1 ft,,23,26
106,2,11:40.0,,Defensive rebound by R. Anderson,23,26
107,2,11:34.0,,N. Cole makes 2-pt jump shot from 17 ft (assist by J. Holiday),23,28
108,2,11:16.0,G. Henderson makes 2-pt jump shot from 12 ft,,25,28
109,2,11:02.0,,R. Anderson misses 3-pt jump shot from 24 ft,25,28
110,2,11:01.0,Defensive rebound by E. Davis,,25,28
111,2,10:42.0,M. Leonard misses 3-pt jump shot from 24 ft,,25,28
112,2,10:42.0,,Defensive rebound by A. Gee,25,28
113,2,10:36.0,,N. Cole misses 2-pt layup from 2 ft,25,28
114,2,10:36.0,,Offensive rebound by Ö. Aşık,25,28
115,2,10:36.0,,Personal foul by G. Henderson (drawn by Ö. Aşık),25,28
116,2,10:28.0,,J. Holiday misses 2-pt layup from 2 ft (block by M. Leonard),25,28
117,2,10:27.0,Defensive rebound by E. Davis,,25,28
118,2,10:16.0,E. Davis misses 2-pt layup at rim (block by Ö. Aşık),,25,28
119,2,10:15.0,,Defensive rebound by J. Holiday,25,28
120,2,10:02.0,,J. Holiday makes 2-pt jump shot from 6 ft,25,30
121,2,9:47.0,Personal foul by N. Cole (drawn by T. Frazier),,25,30
122,2,9:37.0,M. Harkless misses 3-pt jump shot from 24 ft,,25,30
123,2,9:37.0,,Defensive rebound by Ö. Aşık,25,30
124,2,9:26.0,,N. Cole misses 2-pt jump shot from 18 ft,25,30
125,2,9:25.0,Defensive rebound by T. Frazier,,25,30
126,2,9:22.0,Personal foul by J. Holiday (drawn by T. Frazier),,25,30
127,2,9:22.0,,T. Evans enters the game for J. Holiday,25,30
128,2,9:11.0,T. Frazier misses 2-pt jump shot from 12 ft (block by N. Cole),,25,30
129,2,9:10.0,,Defensive rebound by N. Cole,25,30
130,2,9:07.0,,T. Evans misses 2-pt layup from 2 ft,25,30
131,2,9:06.0,Defensive rebound by E. Davis,,25,30
132,2,9:01.0,G. Henderson misses 2-pt jump shot from 3 ft (block by Ö. Aşık),,25,30
133,2,9:01.0,Offensive rebound by G. Henderson,,25,30
134,2,8:58.0,Shooting foul by Ö. Aşık (drawn by E. Davis),,25,30
135,2,8:58.0,Official timeout,,25,30
136,2,8:58.0,,J. Holiday enters the game for N. Cole,25,30
137,2,8:58.0,E. Davis makes free throw 1 of 2,,26,30
138,2,8:58.0,E. Davis makes free throw 2 of 2,,27,30
139,2,8:53.0,,Turnover by T. Evans (discontinued dribble),27,30
140,2,8:41.0,G. Henderson misses 2-pt jump shot from 16 ft,,27,30
141,2,8:40.0,,Defensive rebound by A. Gee,27,30
142,2,8:26.0,,R. Anderson misses 2-pt jump shot from 3 ft (block by E. Davis),27,30
143,2,8:25.0,Defensive rebound by G. Henderson,,27,30
144,2,8:22.0,T. Frazier misses 3-pt jump shot from 25 ft,,27,30
145,2,8:22.0,,Defensive rebound by A. Gee,27,30
146,2,8:22.0,,Technical foul by R. Anderson,27,30
147,2,8:22.0,M. Leonard misses technical free throw,,27,30
148,2,8:22.0,,Offensive rebound by Team,27,30
149,2,8:11.0,,R. Anderson misses 3-pt jump shot from 25 ft,27,30
150,2,8:10.0,Defensive rebound by E. Davis,,27,30
151,2,7:55.0,Turnover by E. Davis (3 sec),,27,30
152,2,7:55.0,A. Aminu enters the game for M. Leonard,,27,30
153,2,7:40.0,,J. Holiday makes 2-pt jump shot from 14 ft (assist by T. Evans),27,32
154,2,7:27.0,E. Davis misses 2-pt layup from 2 ft,,27,32
155,2,7:27.0,,Defensive rebound by Ö. Aşık,27,32
156,2,7:17.0,,Turnover by R. Anderson (lost ball; steal by M. Harkless),27,32
157,2,7:01.0,M. Harkless misses 3-pt jump shot from 25 ft,,27,32
158,2,7:00.0,,Defensive rebound by T. Evans,27,32
159,2,6:49.0,,J. Holiday misses 2-pt jump shot from 14 ft,27,32
160,2,6:48.0,Defensive rebound by A. Aminu,,27,32
161,2,6:39.0,Personal foul by T. Evans (drawn by A. Aminu),,27,32
162,2,6:39.0,,A. Davis enters the game for R. Anderson,27,32
163,2,6:39.0,,E. Gordon enters the game for J. Holiday,27,32
164,2,6:39.0,A. Crabbe enters the game for G. Henderson,,27,32
165,2,6:32.0,A. Crabbe misses 3-pt jump shot from 25 ft,,27,32
166,2,6:31.0,,Defensive rebound by T. Evans,27,32
167,2,6:20.0,,A. Davis makes 2-pt dunk at rim (assist by E. Gordon),27,34
168,2,6:16.0,Portland full timeout,,27,34
169,2,6:16.0,C. McCollum enters the game for E. Davis,,27,34
170,2,6:16.0,M. Plumlee enters the game for T. Frazier,,27,34
171,2,6:09.0,Turnover by C. McCollum (bad pass),,27,34
172,2,5:57.0,,A. Davis misses 2-pt jump shot from 15 ft,27,34
173,2,5:57.0,Defensive rebound by A. Aminu,,27,34
174,2,5:47.0,A. Aminu misses 3-pt jump shot from 25 ft,,27,34
175,2,5:46.0,Offensive rebound by M. Plumlee,,27,34
176,2,5:45.0,M. Plumlee misses 2-pt hook shot from 6 ft,,27,34
177,2,5:44.0,,Defensive rebound by T. Evans,27,34
178,2,5:42.0,,Personal foul by M. Plumlee (drawn by T. Evans),27,34
179,2,5:19.0,,A. Davis misses 2-pt hook shot from 7 ft,27,34
180,2,5:18.0,Defensive rebound by M. Plumlee,,27,34
181,2,5:17.0,M. Plumlee makes 2-pt layup from 1 ft,,29,34
182,2,5:17.0,Shooting foul by A. Gee (drawn by M. Plumlee),,29,34
183,2,5:17.0,M. Plumlee misses free throw 1 of 1,,29,34
184,2,5:16.0,,Defensive rebound by A. Davis,29,34
185,2,5:12.0,,A. Gee misses 2-pt layup from 1 ft (block by M. Plumlee),29,34
186,2,5:11.0,Defensive rebound by M. Plumlee,,29,34
187,2,4:59.0,A. Aminu makes 3-pt jump shot from 25 ft (assist by C. McCollum),,32,34
188,2,4:41.0,,T. Evans makes 2-pt layup from 1 ft (assist by A. Davis),32,36
189,2,4:24.0,A. Aminu makes 2-pt dunk at rim (assist by M. Harkless),,34,36
190,2,4:07.0,,E. Gordon misses 3-pt jump shot from 24 ft,34,36
191,2,4:07.0,Defensive rebound by M. Plumlee,,34,36
192,2,3:56.0,Turnover by C. McCollum (lost ball; steal by T. Evans),,34,36
193,2,3:53.0,,Shooting foul by A. Aminu (drawn by T. Evans),34,36
194,2,3:53.0,,T. Evans makes free throw 1 of 2,34,37
195,2,3:53.0,,R. Anderson enters the game for Ö. Aşık,34,37
196,2,3:53.0,,T. Evans makes free throw 2 of 2,34,38
197,2,3:37.0,C. McCollum misses 2-pt jump shot from 19 ft,,34,38
198,2,3:37.0,,Defensive rebound by Team,34,38
199,2,3:37.0,G. Henderson enters the game for M. Harkless,,34,38
200,2,3:17.0,,R. Anderson makes 3-pt jump shot from 25 ft (assist by T. Evans),34,41
201,2,3:04.0,G. Henderson makes 2-pt layup from 1 ft (assist by C. McCollum),,36,41
202,2,2:57.0,,T. Evans makes 2-pt layup from 1 ft,36,43
203,2,2:39.0,Turnover by M. Plumlee (lost ball; steal by T. Evans),,36,43
204,2,2:33.0,,T. Evans makes 2-pt layup from 2 ft,36,45
205,2,2:33.0,Portland full timeout,,36,45
206,2,2:33.0,,New Orleans full timeout,36,45
207,2,2:12.0,A. Aminu misses 2-pt jump shot from 20 ft,,36,45
208,2,2:11.0,Offensive rebound by M. Plumlee,,36,45
209,2,2:07.0,M. Plumlee misses 2-pt layup from 1 ft (block by A. Gee),,36,45
210,2,2:06.0,,Defensive rebound by T. Evans,36,45
211,2,1:59.0,,Personal foul by A. Aminu (drawn by A. Davis),36,45
212,2,1:48.0,,E. Gordon misses 2-pt layup from 1 ft,36,45
213,2,1:47.0,Defensive rebound by A. Aminu,,36,45
214,2,1:39.0,C. McCollum misses 3-pt jump shot from 25 ft,,36,45
215,2,1:37.0,Offensive rebound by A. Aminu,,36,45
216,2,1:34.0,A. Aminu misses 2-pt layup from 1 ft (block by A. Davis),,36,45
217,2,1:33.0,,Defensive rebound by R. Anderson,36,45
218,2,1:32.0,Technical foul by A. Aminu,,36,45
219,2,1:32.0,,A. Davis makes technical free throw,36,46
220,2,1:21.0,,Turnover by A. Davis (lost ball; steal by A. Aminu),36,46
221,2,1:17.0,,Offensive charge foul by A. Aminu (drawn by R. Anderson),36,46
222,2,1:17.0,Turnover by A. Aminu (offensive foul),,36,46
223,2,1:17.0,N. Vonleh enters the game for A. Aminu,,36,46
224,2,1:07.0,,R. Anderson makes 3-pt jump shot from 24 ft (assist by E. Gordon),36,49
225,2,0:48.0,C. McCollum misses 2-pt layup from 1 ft,,36,49
226,2,0:48.0,,Defensive rebound by R. Anderson,36,49
227,2,0:48.0,,Personal foul by M. Plumlee (drawn by R. Anderson),36,49
228,2,0:48.0,,R. Anderson makes free throw 1 of 2,36,50
229,2,0:48.0,M. Leonard enters the game for M. Plumlee,,36,50
230,2,0:48.0,,R. Anderson makes free throw 2 of 2,36,51
231,2,0:31.0,C. McCollum misses 3-pt jump shot from 25 ft,,36,51
232,2,0:31.0,,Defensive rebound by T. Evans,36,51
233,2,0:07.0,,T. Evans makes 2-pt jump shot from 17 ft,36,53
234,2,0:01.0,C. McCollum misses 2-pt layup from 2 ft (block by R. Anderson),,36,53
235,2,0:00.0,Offensive rebound by Team,,36,53
236,3,11:36.0,Turnover by Team (shot clock),,36,53
237,3,11:25.0,,A. Davis makes 2-pt jump shot from 5 ft (assist by E. Gordon),36,55
238,3,11:09.0,M. Plumlee misses 2-pt layup from 2 ft,,36,55
239,3,11:08.0,,Defensive rebound by Ö. Aşık,36,55
240,3,10:58.0,,A. Davis misses 2-pt jump shot from 19 ft,36,55
241,3,10:57.0,Defensive rebound by M. Plumlee,,36,55
242,3,10:44.0,A. Crabbe makes 2-pt layup from 2 ft,,38,55
243,3,10:25.0,,A. Davis makes 2-pt jump shot from 21 ft (assist by E. Gordon),38,57
244,3,10:11.0,M. Plumlee misses 2-pt dunk at rim,,38,57
245,3,10:10.0,,Defensive rebound by A. Davis,38,57
246,3,9:54.0,,A. Davis makes 2-pt jump shot from 18 ft (assist by A. Gee),38,59
247,3,9:38.0,Shooting foul by Ö. Aşık (drawn by A. Aminu),,38,59
248,3,9:38.0,A. Aminu makes free throw 1 of 2,,39,59
249,3,9:38.0,E. Davis enters the game for M. Plumlee,,39,59
250,3,9:38.0,A. Aminu makes free throw 2 of 2,,40,59
251,3,9:19.0,,A. Gee makes 3-pt jump shot from 23 ft (assist by T. Evans),40,62
252,3,9:09.0,C. McCollum misses 2-pt jump shot from 10 ft,,40,62
253,3,9:08.0,,Defensive rebound by A. Davis,40,62
254,3,8:58.0,,E. Gordon misses 3-pt jump shot from 25 ft,40,62
255,3,8:58.0,Defensive rebound by C. McCollum,,40,62
256,3,8:54.0,Shooting foul by A. Gee (drawn by A. Aminu),,40,62
257,3,8:54.0,A. Aminu makes free throw 1 of 2,,41,62
258,3,8:54.0,A. Aminu misses free throw 2 of 2,,41,62
259,3,8:52.0,,Defensive rebound by A. Gee,41,62
260,3,8:36.0,,Ö. Aşık makes 2-pt dunk at rim (assist by T. Evans),41,64
261,3,8:24.0,E. Davis misses 2-pt layup from 1 ft,,41,64
262,3,8:23.0,,Defensive rebound by Ö. Aşık,41,64
263,3,8:16.0,,Shooting foul by A. Crabbe (drawn by T. Evans),41,64
264,3,8:16.0,,T. Evans makes free throw 1 of 2,41,65
265,3,8:16.0,,T. Evans makes free throw 2 of 2,41,66
266,3,7:57.0,A. Crabbe misses 2-pt jump shot from 8 ft,,41,66
267,3,7:57.0,Offensive rebound by N. Vonleh,,41,66
268,3,7:57.0,Shooting foul by Ö. Aşık (drawn by N. Vonleh),,41,66
269,3,7:57.0,N. Vonleh makes free throw 1 of 2,,42,66
270,3,7:57.0,N. Vonleh makes free throw 2 of 2,,43,66
271,3,7:47.0,,A. Davis misses 2-pt jump shot from 18 ft,43,66
272,3,7:46.0,Defensive rebound by N. Vonleh,,43,66
273,3,7:39.0,A. Aminu misses 2-pt layup from 1 ft,,43,66
274,3,7:38.0,Offensive rebound by E. Davis,,43,66
275,3,7:38.0,E. Davis makes 2-pt layup from 1 ft,,45,66
276,3,7:22.0,,Turnover by E. Gordon (lost ball; steal by A. Aminu),45,66
