,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,UTAH_ACTION,LA LAKERS_SCORE,UTAH_SCORE
0,1,11:43.0,K. Bryant misses 2-pt jump shot from 22 ft,,0,0
1,1,11:42.0,,Defensive rebound by R. Gobert,0,0
2,1,11:28.0,,T. Lyles misses 3-pt jump shot from 22 ft,0,0
3,1,11:26.0,Defensive rebound by L. Nance,,0,0
4,1,11:16.0,L. Williams misses 2-pt jump shot from 9 ft,,0,0
5,1,11:15.0,Offensive rebound by R. Hibbert,,0,0
6,1,11:13.0,R. Hibbert misses 2-pt layup from 2 ft (block by R. Gobert),,0,0
7,1,11:11.0,,Defensive rebound by T. Lyles,0,0
8,1,10:59.0,,R. Neto misses 2-pt layup from 1 ft,0,0
9,1,10:58.0,,Offensive rebound by R. Gobert,0,0
10,1,10:58.0,,Shooting foul by R. Hibbert (drawn by R. Gobert),0,0
11,1,10:58.0,,R. Gobert makes free throw 1 of 2,0,1
12,1,10:58.0,,R. Gobert makes free throw 2 of 2,0,2
13,1,10:47.0,J. Clarkson misses 2-pt layup from 1 ft,,0,2
14,1,10:46.0,Offensive rebound by J. Clarkson,,0,2
15,1,10:46.0,J. Clarkson makes 2-pt layup from 1 ft,,2,2
16,1,10:24.0,,G. Hayward makes 2-pt jump shot from 2 ft,2,4
17,1,10:09.0,J. Clarkson makes 2-pt jump shot from 20 ft,,4,4
18,1,10:09.0,Shooting foul by R. Neto (drawn by J. Clarkson),,4,4
19,1,10:09.0,J. Clarkson misses free throw 1 of 1,,4,4
20,1,10:08.0,Offensive rebound by J. Clarkson,,4,4
21,1,9:58.0,Turnover by J. Clarkson (bad pass),,4,4
22,1,9:32.0,,G. Hayward misses 2-pt jump shot from 3 ft,4,4
23,1,9:31.0,Defensive rebound by R. Hibbert,,4,4
24,1,9:22.0,L. Williams makes 3-pt jump shot from 23 ft (assist by K. Bryant),,7,4
25,1,9:05.0,,Turnover by R. Neto (step out of bounds),7,4
26,1,9:05.0,J. Randle enters the game for L. Nance,,7,4
27,1,8:53.0,Turnover by R. Hibbert (bad pass),,7,4
28,1,8:37.0,,T. Lyles makes 3-pt jump shot from 22 ft (assist by G. Hayward),7,7
29,1,8:18.0,K. Bryant misses 2-pt jump shot from 23 ft,,7,7
30,1,8:16.0,,Defensive rebound by R. Gobert,7,7
31,1,7:56.0,,T. Lyles makes 2-pt jump shot from 19 ft (assist by R. Hood),7,9
32,1,7:39.0,L. Williams misses 2-pt layup from 2 ft (block by R. Gobert),,7,9
33,1,7:39.0,Offensive rebound by Team,,7,9
34,1,7:39.0,,Loose ball foul by R. Hood (drawn by R. Hibbert),7,9
35,1,7:29.0,J. Clarkson misses 2-pt jump shot from 11 ft,,7,9
36,1,7:28.0,,Defensive rebound by R. Gobert,7,9
37,1,7:20.0,,R. Neto makes 2-pt dunk at rim,7,11
38,1,7:08.0,J. Randle misses 2-pt jump shot from 20 ft,,7,11
39,1,7:07.0,,Defensive rebound by G. Hayward,7,11
40,1,6:57.0,,R. Hood makes 3-pt jump shot from 24 ft,7,14
41,1,6:43.0,K. Bryant misses 2-pt jump shot from 7 ft,,7,14
42,1,6:42.0,,Defensive rebound by T. Lyles,7,14
43,1,6:36.0,,G. Hayward misses 2-pt layup from 1 ft,7,14
44,1,6:36.0,,Offensive rebound by Team,7,14
45,1,6:33.0,,Turnover by R. Hood (bad pass; steal by L. Williams),7,14
46,1,6:21.0,L. Williams misses 3-pt jump shot from 25 ft,,7,14
47,1,6:21.0,,Defensive rebound by G. Hayward,7,14
48,1,6:06.0,,G. Hayward misses 3-pt jump shot from 24 ft,7,14
49,1,6:05.0,Defensive rebound by J. Clarkson,,7,14
50,1,6:03.0,D. Russell enters the game for J. Clarkson,,7,14
51,1,5:48.0,Def 3 sec tech foul by T. Lyles,,7,14
52,1,5:48.0,,Utah full timeout,7,14
53,1,5:48.0,,T. Burke enters the game for R. Neto,7,14
54,1,5:48.0,,C. Johnson enters the game for R. Hood,7,14
55,1,5:48.0,K. Bryant makes technical free throw,,8,14
56,1,5:34.0,J. Randle makes 2-pt jump shot from 10 ft (assist by R. Hibbert),,10,14
57,1,5:11.0,,Shooting foul by R. Hibbert (drawn by C. Johnson),10,14
58,1,5:11.0,,C. Johnson makes free throw 1 of 2,10,15
59,1,5:11.0,,C. Johnson makes free throw 2 of 2,10,16
60,1,5:01.0,Turnover by D. Russell (bad pass; steal by C. Johnson),,10,16
61,1,4:55.0,,G. Hayward makes 2-pt dunk at rim (assist by C. Johnson),10,18
62,1,4:49.0,LA Lakers full timeout,,10,18
63,1,4:31.0,L. Williams misses 2-pt jump shot from 18 ft,,10,18
64,1,4:31.0,,Defensive rebound by T. Lyles,10,18
65,1,4:08.0,,G. Hayward makes 2-pt jump shot from 19 ft,10,20
66,1,3:50.0,A. Brown enters the game for R. Hibbert,,10,20
67,1,3:50.0,T. Black enters the game for K. Bryant,,10,20
68,1,3:50.0,,J. Withey enters the game for R. Gobert,10,20
69,1,3:45.0,J. Randle misses 2-pt jump shot from 10 ft,,10,20
70,1,3:44.0,Offensive rebound by T. Black,,10,20
71,1,3:38.0,D. Russell makes 3-pt jump shot from 23 ft (assist by T. Black),,13,20
72,1,3:15.0,,T. Burke makes 3-pt jump shot from 25 ft (assist by G. Hayward),13,23
