,QUARTER,TIME_REMAINING,TORONTO_ACTION,NEW YORK_ACTION,TORONTO_SCORE,NEW YORK_SCORE
77,1,2:30.0,C. Joseph enters the game for J. Valančiūnas,,17,17
78,1,2:30.0,T. Ross enters the game for K. Lowry,,17,17
79,1,2:14.0,C. Joseph misses 2-pt jump shot from 10 ft (block by K. O'Quinn),,17,17
80,1,2:13.0,,Defensive rebound by A. Afflalo,17,17
81,1,1:57.0,,Shooting foul by T. Ross (drawn by A. Afflalo),17,17
82,1,1:57.0,,A. Afflalo makes 2-pt jump shot from 6 ft,17,19
83,1,1:57.0,,A. Afflalo makes free throw 1 of 1,17,20
84,1,1:44.0,D. DeRozan makes 2-pt layup from 2 ft,,19,20
85,1,1:34.0,,Shooting foul by L. Scola (drawn by C. Anthony),19,20
86,1,1:34.0,,C. Anthony makes 2-pt layup at rim,19,22
87,1,1:34.0,,S. Vujačić enters the game for A. Afflalo,19,22
88,1,1:34.0,P. Patterson enters the game for L. Scola,,19,22
89,1,1:34.0,,C. Anthony misses free throw 1 of 1,19,22
90,1,1:33.0,Defensive rebound by B. Biyombo,,19,22
91,1,1:21.0,D. DeRozan makes 2-pt jump shot from 11 ft,,21,22
92,1,1:03.0,,Shooting foul by B. Biyombo (drawn by C. Anthony),21,22
93,1,1:03.0,,C. Anthony makes free throw 1 of 2,21,23
94,1,1:03.0,,C. Anthony makes free throw 2 of 2,21,24
95,1,0:46.0,T. Ross misses 3-pt jump shot from 26 ft,,21,24
96,1,0:44.0,Offensive rebound by Team,,21,24
97,1,0:44.0,,Loose ball foul by K. O'Quinn,21,24
98,1,0:44.0,B. Biyombo makes free throw 1 of 2,,22,24
99,1,0:44.0,B. Biyombo misses free throw 2 of 2,,22,24
100,1,0:43.0,,Defensive rebound by C. Anthony,22,24
101,1,0:30.0,,Shooting foul by B. Biyombo (drawn by L. Thomas),22,24
102,1,0:30.0,,L. Thomas makes free throw 1 of 2,22,25
103,1,0:30.0,,L. Thomas makes free throw 2 of 2,22,26
104,1,0:10.0,D. DeRozan makes 2-pt jump shot from 10 ft,,24,26
105,1,0:07.0,,Personal foul by P. Patterson,24,26
106,1,0:07.0,,C. Anthony makes free throw 1 of 2,24,27
107,1,0:07.0,,C. Anthony makes free throw 2 of 2,24,28
108,1,0:00.0,C. Joseph makes 2-pt layup from 1 ft,,26,28
109,2,11:37.0,,D. Williams misses 3-pt jump shot from 26 ft,26,28
110,2,11:34.0,,Offensive rebound by R. Lopez,26,28
111,2,11:34.0,,R. Lopez misses 2-pt layup from 2 ft,26,28
112,2,11:30.0,Defensive rebound by Team,,26,28
113,2,11:30.0,,Loose ball foul by R. Lopez,26,28
114,2,11:17.0,T. Ross misses 3-pt jump shot from 25 ft,,26,28
115,2,11:16.0,,Defensive rebound by S. Vujačić,26,28
116,2,11:00.0,,D. Williams makes 2-pt dunk at rim (assist by S. Vujačić),26,30
117,2,10:43.0,J. Valančiūnas misses 2-pt layup at rim,,26,30
118,2,10:42.0,,Defensive rebound by R. Lopez,26,30
119,2,10:32.0,,Personal foul by P. Patterson,26,30
120,2,10:23.0,,S. Vujačić misses 2-pt jump shot from 18 ft,26,30
121,2,10:22.0,,Offensive rebound by R. Lopez,26,30
122,2,10:22.0,,R. Lopez misses 2-pt layup at rim,26,30
123,2,10:21.0,Defensive rebound by T. Ross,,26,30
124,2,10:08.0,J. Valančiūnas makes 2-pt jump shot from 8 ft (assist by K. Lowry),,28,30
125,2,9:46.0,,R. Lopez makes 2-pt hook shot from 9 ft,28,32
126,2,9:46.0,,Shooting foul by J. Valančiūnas (drawn by R. Lopez),28,32
127,2,9:46.0,,R. Lopez makes free throw 1 of 1,28,33
128,2,9:22.0,T. Ross makes 3-pt jump shot from 22 ft (assist by K. Lowry),,31,33
129,2,9:06.0,,S. Vujačić misses 2-pt jump shot from 21 ft,31,33
130,2,9:05.0,Defensive rebound by T. Ross,,31,33
131,2,8:56.0,Turnover by J. Valančiūnas (bad pass),,31,33
132,2,8:56.0,Official timeout,,31,33
133,2,8:56.0,,A. Afflalo enters the game for S. Vujačić,31,33
134,2,8:33.0,,A. Afflalo misses 2-pt jump shot from 10 ft,31,33
135,2,8:32.0,Defensive rebound by J. Valančiūnas,,31,33
136,2,8:09.0,C. Joseph misses 3-pt jump shot from 23 ft,,31,33
137,2,8:08.0,,Defensive rebound by K. Porziņģis,31,33
138,2,7:59.0,,Turnover by D. Williams (bad pass; steal by C. Joseph),31,33
139,2,7:55.0,Turnover by P. Patterson (bad pass; steal by D. Williams),,31,33
140,2,7:46.0,,Personal foul by T. Ross,31,33
141,2,7:46.0,,D. Williams makes free throw 1 of 2,31,34
142,2,7:46.0,,D. Williams makes free throw 2 of 2,31,35
143,2,7:33.0,K. Lowry makes 2-pt jump shot from 19 ft (assist by C. Joseph),,33,35
144,2,7:18.0,,K. Porziņģis makes 2-pt jump shot from 20 ft (assist by L. Galloway),33,37
145,2,6:55.0,J. Valančiūnas misses 2-pt hook shot from 6 ft,,33,37
146,2,6:54.0,,Defensive rebound by R. Lopez,33,37
147,2,6:46.0,,A. Afflalo misses 2-pt jump shot from 19 ft,33,37
148,2,6:45.0,Defensive rebound by K. Lowry,,33,37
149,2,6:25.0,T. Ross makes 3-pt jump shot from 23 ft (assist by K. Lowry),,36,37
150,2,6:00.0,,K. Porziņģis misses 2-pt jump shot from 20 ft,36,37
151,2,5:59.0,Defensive rebound by J. Valančiūnas,,36,37
152,2,5:47.0,J. Valančiūnas makes 2-pt layup at rim (assist by C. Joseph),,38,37
153,2,5:40.0,,New York full timeout,38,37
154,2,5:40.0,,C. Anthony enters the game for R. Lopez,38,37
155,2,5:40.0,B. Biyombo enters the game for J. Valančiūnas,,38,37
156,2,5:40.0,J. Johnson enters the game for C. Joseph,,38,37
157,2,5:24.0,,K. Porziņģis misses 3-pt jump shot from 24 ft,38,37
158,2,5:23.0,Defensive rebound by K. Lowry,,38,37
159,2,5:11.0,K. Lowry makes 2-pt jump shot from 21 ft,,40,37
160,2,4:57.0,,A. Afflalo makes 2-pt jump shot from 5 ft (assist by C. Anthony),40,39
161,2,4:44.0,Personal foul by L. Galloway,,40,39
162,2,4:44.0,D. DeRozan enters the game for T. Ross,,40,39
163,2,4:44.0,,J. Calderón enters the game for L. Galloway,40,39
164,2,4:31.0,D. DeRozan misses 3-pt jump shot from 25 ft,,40,39
165,2,4:30.0,Offensive rebound by B. Biyombo,,40,39
166,2,4:11.0,K. Lowry makes 2-pt layup from 1 ft,,42,39
167,2,3:56.0,,D. Williams makes 2-pt jump shot from 12 ft (assist by J. Calderón),42,41
168,2,3:39.0,B. Biyombo makes 2-pt layup from 2 ft (assist by K. Lowry),,44,41
169,2,3:39.0,Shooting foul by J. Calderón (drawn by B. Biyombo),,44,41
170,2,3:39.0,B. Biyombo misses free throw 1 of 1,,44,41
171,2,3:38.0,,Defensive rebound by C. Anthony,44,41
172,2,3:30.0,,K. Porziņģis misses 3-pt jump shot from 26 ft,44,41
173,2,3:29.0,Defensive rebound by P. Patterson,,44,41
174,2,3:16.0,B. Biyombo makes 2-pt dunk at rim (assist by K. Lowry),,46,41
175,2,3:12.0,,New York full timeout,46,41
176,2,3:12.0,,K. O'Quinn enters the game for K. Porziņģis,46,41
177,2,3:00.0,,Shooting foul by P. Patterson (drawn by D. Williams),46,41
178,2,3:00.0,,D. Williams misses free throw 1 of 2,46,41
179,2,3:00.0,,Offensive rebound by Team,46,41
180,2,3:00.0,L. Scola enters the game for P. Patterson,,46,41
181,2,3:00.0,,D. Williams misses free throw 2 of 2,46,41
182,2,2:59.0,Defensive rebound by J. Johnson,,46,41
183,2,2:44.0,K. Lowry makes 3-pt jump shot from 25 ft,,49,41
184,2,2:21.0,,C. Anthony misses 2-pt jump shot from 3 ft,49,41
185,2,2:20.0,Defensive rebound by B. Biyombo,,49,41
186,2,2:11.0,Turnover by L. Scola (palming),,49,41
187,2,2:11.0,Toronto full timeout,,49,41
188,2,2:11.0,C. Joseph enters the game for K. Lowry,,49,41
189,2,2:11.0,,K. Porziņģis enters the game for D. Williams,49,41
190,2,1:57.0,,Personal foul by J. Johnson,49,41
191,2,1:57.0,,C. Anthony misses free throw 1 of 2,49,41
192,2,1:57.0,,Offensive rebound by Team,49,41
193,2,1:57.0,,C. Anthony misses free throw 2 of 2,49,41
194,2,1:56.0,Defensive rebound by L. Scola,,49,41
195,2,1:41.0,D. DeRozan misses 2-pt jump shot from 14 ft,,49,41
196,2,1:40.0,Offensive rebound by B. Biyombo,,49,41
197,2,1:30.0,Shooting foul by K. O'Quinn (drawn by B. Biyombo),,49,41
198,2,1:30.0,B. Biyombo makes free throw 1 of 2,,50,41
199,2,1:30.0,B. Biyombo misses free throw 2 of 2,,50,41
200,2,1:29.0,,Defensive rebound by K. O'Quinn,50,41
201,2,1:09.0,,K. O'Quinn misses 2-pt hook shot from 7 ft,50,41
202,2,1:08.0,,Offensive rebound by K. O'Quinn,50,41
203,2,1:07.0,,Shooting foul by L. Scola (drawn by K. O'Quinn),50,41
204,2,1:07.0,,K. O'Quinn misses free throw 1 of 2,50,41
205,2,1:07.0,,Offensive rebound by Team,50,41
206,2,1:07.0,J. Valančiūnas enters the game for B. Biyombo,,50,41
207,2,1:07.0,,K. O'Quinn misses free throw 2 of 2,50,41
208,2,1:06.0,Defensive rebound by L. Scola,,50,41
209,2,0:49.0,J. Valančiūnas makes 2-pt dunk at rim (assist by C. Joseph),,52,41
210,2,0:35.0,,C. Anthony makes 2-pt jump shot from 13 ft,52,43
211,2,0:24.0,J. Johnson makes 3-pt jump shot from 24 ft (assist by L. Scola),,55,43
212,2,0:21.0,,Turnover by J. Calderón (bad pass; steal by D. DeRozan),55,43
213,2,0:16.0,D. DeRozan makes 2-pt layup from 2 ft,,57,43
214,2,0:00.0,,C. Anthony misses 2-pt jump shot from 15 ft,57,43
215,2,0:00.0,,Offensive rebound by Team,57,43
216,3,11:45.0,,Personal foul by L. Scola,57,43
217,3,11:37.0,,R. Lopez makes 2-pt dunk at rim (assist by J. Calderón),57,45
218,3,11:12.0,J. Valančiūnas makes 2-pt layup at rim (assist by K. Lowry),,59,45
219,3,10:59.0,,K. Porziņģis makes 2-pt jump shot from 7 ft,59,47
220,3,10:33.0,J. Valančiūnas misses 2-pt jump shot from 5 ft,,59,47
221,3,10:32.0,,Defensive rebound by C. Anthony,59,47
222,3,10:26.0,,C. Anthony makes 2-pt jump shot from 17 ft,59,49
223,3,10:02.0,D. DeRozan misses 2-pt jump shot from 15 ft,,59,49
224,3,10:01.0,,Defensive rebound by C. Anthony,59,49
225,3,9:54.0,,C. Anthony makes 3-pt jump shot from 25 ft,59,52
226,3,9:53.0,Toronto full timeout,,59,52
227,3,9:38.0,D. DeRozan makes 3-pt jump shot from 23 ft (assist by L. Scola),,62,52
228,3,9:23.0,,C. Anthony misses 2-pt jump shot from 21 ft,62,52
229,3,9:22.0,,Offensive rebound by A. Afflalo,62,52
230,3,9:18.0,,A. Afflalo misses 2-pt jump shot from 14 ft,62,52
231,3,9:17.0,Defensive rebound by D. DeRozan,,62,52
232,3,9:03.0,L. Scola misses 3-pt jump shot from 24 ft,,62,52
233,3,9:02.0,Offensive rebound by K. Lowry,,62,52
234,3,8:53.0,J. Valančiūnas makes 2-pt jump shot from 12 ft (assist by K. Lowry),,64,52
235,3,8:33.0,,R. Lopez makes 2-pt hook shot from 9 ft (assist by A. Afflalo),64,54
236,3,8:23.0,Shooting foul by A. Afflalo (drawn by D. DeRozan),,64,54
237,3,8:23.0,D. DeRozan makes free throw 1 of 2,,65,54
238,3,8:23.0,D. DeRozan misses free throw 2 of 2,,65,54
239,3,8:22.0,,Defensive rebound by C. Anthony,65,54
240,3,8:08.0,,K. Porziņģis misses 2-pt layup from 1 ft,65,54
241,3,8:07.0,Defensive rebound by K. Lowry,,65,54
242,3,8:00.0,K. Lowry makes 3-pt jump shot from 25 ft,,68,54
243,3,7:51.0,,Personal foul by D. DeRozan,68,54
244,3,7:40.0,,C. Anthony misses 2-pt jump shot from 16 ft,68,54
245,3,7:39.0,Defensive rebound by D. DeRozan,,68,54
246,3,7:24.0,J. Johnson makes 2-pt dunk at rim,,70,54
247,3,7:24.0,Shooting foul by A. Afflalo (drawn by J. Johnson),,70,54
248,3,7:24.0,J. Johnson makes free throw 1 of 1,,71,54
249,3,7:09.0,,A. Afflalo makes 2-pt jump shot from 18 ft,71,56
250,3,6:59.0,J. Valančiūnas makes 2-pt dunk at rim (assist by K. Lowry),,73,56
251,3,6:58.0,,New York full timeout,73,56
252,3,6:38.0,,C. Anthony misses 2-pt layup from 1 ft,73,56
253,3,6:37.0,,Offensive rebound by R. Lopez,73,56
254,3,6:37.0,,R. Lopez misses 2-pt layup from 2 ft,73,56
255,3,6:36.0,Defensive rebound by L. Scola,,73,56
256,3,6:17.0,J. Valančiūnas misses 2-pt jump shot from 5 ft,,73,56
257,3,6:16.0,Offensive rebound by J. Valančiūnas,,73,56
258,3,6:15.0,Personal foul by K. Porziņģis,,73,56
259,3,6:04.0,L. Scola misses 3-pt jump shot from 24 ft,,73,56
260,3,6:03.0,,Defensive rebound by R. Lopez,73,56
261,3,6:02.0,,Personal foul by K. Lowry,73,56
262,3,5:44.0,,A. Afflalo misses 2-pt layup from 3 ft (block by J. Johnson),73,56
263,3,5:43.0,Defensive rebound by J. Valančiūnas,,73,56
264,3,5:34.0,J. Valančiūnas makes 2-pt layup from 1 ft,,75,56
265,3,5:34.0,Shooting foul by K. Porziņģis (drawn by J. Valančiūnas),,75,56
266,3,5:34.0,,L. Thomas enters the game for K. Porziņģis,75,56
267,3,5:34.0,J. Valančiūnas makes free throw 1 of 1,,76,56
268,3,5:20.0,,Shooting foul by L. Scola (drawn by C. Anthony),76,56
269,3,5:20.0,,C. Anthony makes free throw 1 of 2,76,57
270,3,5:20.0,P. Patterson enters the game for J. Johnson,,76,57
271,3,5:20.0,T. Ross enters the game for L. Scola,,76,57
272,3,5:20.0,,L. Galloway enters the game for J. Calderón,76,57
273,3,5:20.0,,C. Anthony makes free throw 2 of 2,76,58
274,3,4:55.0,J. Valančiūnas makes 2-pt layup from 2 ft (assist by K. Lowry),,78,58
275,3,4:30.0,,C. Anthony makes 2-pt jump shot from 9 ft,78,60
276,3,4:05.0,T. Ross misses 3-pt jump shot from 23 ft,,78,60
277,3,4:04.0,,Defensive rebound by Team,78,60
278,3,3:57.0,,Turnover by C. Anthony (bad pass),78,60
279,3,3:39.0,Personal foul by L. Galloway,,78,60
280,3,3:39.0,D. DeRozan makes free throw 1 of 2,,79,60
281,3,3:39.0,C. Joseph enters the game for K. Lowry,,79,60
282,3,3:39.0,B. Biyombo enters the game for J. Valančiūnas,,79,60
283,3,3:39.0,D. DeRozan makes free throw 2 of 2,,80,60
284,3,3:22.0,,A. Afflalo misses 2-pt layup from 2 ft,80,60
285,3,3:21.0,,Offensive rebound by R. Lopez,80,60
286,3,3:21.0,,R. Lopez makes 2-pt layup from 2 ft,80,62
287,3,3:11.0,Personal foul by L. Thomas,,80,62
288,3,3:11.0,D. DeRozan makes free throw 1 of 2,,81,62
289,3,3:11.0,D. DeRozan makes free throw 2 of 2,,82,62
290,3,2:54.0,,C. Anthony misses 2-pt jump shot from 18 ft,82,62
291,3,2:53.0,Defensive rebound by B. Biyombo,,82,62
292,3,2:37.0,D. DeRozan misses 3-pt jump shot from 24 ft,,82,62
293,3,2:35.0,,Defensive rebound by Team,82,62
294,3,2:22.0,,L. Thomas makes 2-pt jump shot from 15 ft (assist by C. Anthony),82,64
295,3,1:59.0,T. Ross misses 2-pt jump shot from 11 ft,,82,64
296,3,1:58.0,,Defensive rebound by C. Anthony,82,64
297,3,1:49.0,,Turnover by C. Anthony (lost ball; steal by D. DeRozan),82,64
298,3,1:45.0,C. Joseph makes 2-pt layup from 1 ft (assist by T. Ross),,84,64
299,3,1:45.0,Shooting foul by L. Galloway (drawn by C. Joseph),,84,64
300,3,1:45.0,C. Joseph misses free throw 1 of 1,,84,64
301,3,1:44.0,,Defensive rebound by R. Lopez,84,64
302,3,1:22.0,,L. Galloway misses 2-pt jump shot from 5 ft (block by B. Biyombo),84,64
303,3,1:21.0,Defensive rebound by C. Joseph,,84,64
304,3,1:03.0,C. Joseph misses 2-pt jump shot from 9 ft,,84,64
305,3,1:02.0,,Defensive rebound by A. Afflalo,84,64
306,3,0:53.0,,L. Thomas misses 2-pt jump shot from 8 ft,84,64
307,3,0:52.0,,Offensive rebound by C. Anthony,84,64
308,3,0:52.0,,C. Anthony makes 2-pt layup from 1 ft,84,66
309,3,0:38.0,D. DeRozan misses 2-pt jump shot from 11 ft,,84,66
310,3,0:37.0,,Defensive rebound by R. Lopez,84,66
311,3,0:29.0,,C. Anthony makes 2-pt jump shot from 19 ft,84,68
312,3,0:12.0,D. DeRozan misses 2-pt layup from 2 ft,,84,68
313,3,0:11.0,,Defensive rebound by C. Anthony,84,68
314,3,0:05.0,,Turnover by C. Anthony (bad pass; steal by D. DeRozan),84,68
315,3,0:01.0,D. DeRozan makes 2-pt dunk at rim,,86,68
316,3,0:00.0,,A. Afflalo misses 3-pt jump shot from 40 ft,86,68
317,3,0:00.0,,Offensive rebound by Team,86,68
318,4,11:43.0,K. Lowry makes 2-pt layup from 1 ft,,88,68
319,4,11:24.0,,J. Grant makes 3-pt jump shot from 24 ft (assist by L. Thomas),88,71
320,4,10:59.0,C. Joseph misses 2-pt jump shot from 3 ft (block by J. Grant),,88,71
321,4,10:58.0,Offensive rebound by Team,,88,71
322,4,10:58.0,Turnover by Team (shot clock),,88,71
323,4,10:37.0,,K. Porziņģis makes 2-pt jump shot from 13 ft,88,73
324,4,10:15.0,T. Ross makes 3-pt jump shot from 25 ft (assist by K. Lowry),,91,73
325,4,10:01.0,,K. Porziņģis makes 3-pt jump shot from 24 ft (assist by J. Grant),91,76
326,4,9:39.0,Shooting foul by L. Galloway (drawn by K. Lowry),,91,76
327,4,9:39.0,K. Lowry makes free throw 1 of 2,,92,76
328,4,9:39.0,K. Lowry makes free throw 2 of 2,,93,76
329,4,9:23.0,,K. Porziņģis makes 2-pt jump shot from 4 ft,93,78
330,4,8:58.0,T. Ross makes 3-pt jump shot from 23 ft (assist by C. Joseph),,96,78
331,4,8:43.0,,Def 3 sec tech foul by T. Ross,96,78
332,4,8:43.0,Official timeout,,96,78
333,4,8:43.0,,C. Anthony misses technical free throw,96,78
334,4,8:43.0,,Offensive rebound by Team,96,78
335,4,8:31.0,,K. Porziņģis makes 2-pt jump shot from 8 ft (assist by J. Grant),96,80
336,4,8:31.0,,Shooting foul by B. Biyombo (drawn by K. Porziņģis),96,80
337,4,8:31.0,,K. Porziņģis makes free throw 1 of 1,96,81
338,4,8:16.0,T. Ross misses 3-pt jump shot from 25 ft,,96,81
339,4,8:15.0,,Defensive rebound by C. Anthony,96,81
340,4,7:58.0,,L. Thomas makes 3-pt jump shot from 22 ft (assist by J. Grant),96,84
341,4,7:42.0,K. Lowry misses 3-pt jump shot from 25 ft,,96,84
342,4,7:41.0,Offensive rebound by B. Biyombo,,96,84
343,4,7:33.0,T. Ross misses 2-pt jump shot from 14 ft,,96,84
344,4,7:32.0,,Defensive rebound by L. Galloway,96,84
345,4,7:24.0,,L. Galloway misses 3-pt jump shot from 24 ft,96,84
346,4,7:23.0,Defensive rebound by B. Biyombo,,96,84
347,4,7:12.0,Personal foul by L. Galloway,,96,84
348,4,7:02.0,B. Biyombo makes 2-pt layup from 2 ft (assist by C. Joseph),,98,84
349,4,6:43.0,,K. Porziņģis misses 3-pt jump shot from 23 ft,98,84
350,4,6:42.0,Defensive rebound by K. Lowry,,98,84
351,4,6:32.0,K. Lowry makes 2-pt layup at rim,,100,84
352,4,6:31.0,,New York full timeout,100,84
353,4,6:31.0,,A. Afflalo enters the game for L. Galloway,100,84
354,4,6:31.0,D. DeRozan enters the game for C. Joseph,,100,84
355,4,6:31.0,J. Johnson enters the game for T. Ross,,100,84
356,4,6:18.0,,C. Anthony misses 2-pt jump shot from 16 ft,100,84
357,4,6:17.0,Defensive rebound by P. Patterson,,100,84
358,4,5:59.0,Shooting foul by A. Afflalo (drawn by K. Lowry),,100,84
359,4,5:59.0,K. Lowry makes free throw 1 of 2,,101,84
360,4,5:59.0,K. Lowry makes free throw 2 of 2,,102,84
361,4,5:50.0,,Shooting foul by B. Biyombo (drawn by J. Grant),102,84
362,4,5:50.0,,J. Grant makes free throw 1 of 2,102,85
363,4,5:50.0,,J. Grant makes free throw 2 of 2,102,86
364,4,5:30.0,P. Patterson makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,105,86
365,4,5:17.0,,L. Thomas misses 2-pt jump shot from 18 ft,105,86
366,4,5:16.0,Defensive rebound by K. Lowry,,105,86
367,4,5:06.0,K. Lowry misses 2-pt layup from 1 ft,,105,86
368,4,5:05.0,,Defensive rebound by A. Afflalo,105,86
369,4,4:59.0,,Personal foul by D. DeRozan,105,86
370,4,4:42.0,,J. Grant misses 2-pt layup from 2 ft,105,86
371,4,4:41.0,Defensive rebound by K. Lowry,,105,86
372,4,4:28.0,J. Johnson misses 3-pt jump shot from 23 ft,,105,86
373,4,4:27.0,Offensive rebound by B. Biyombo,,105,86
374,4,4:25.0,J. Johnson makes 2-pt dunk at rim (assist by B. Biyombo),,107,86
375,4,4:24.0,,Technical foul by K. Porziņģis,107,86
376,4,4:24.0,,New York full timeout,107,86
377,4,4:24.0,C. Joseph enters the game for K. Lowry,,107,86
378,4,4:24.0,,D. Williams enters the game for C. Anthony,107,86
379,4,4:24.0,,L. Galloway enters the game for A. Afflalo,107,86
380,4,4:24.0,D. DeRozan misses technical free throw,,107,86
381,4,4:24.0,,Offensive rebound by Team,107,86
382,4,4:13.0,,J. Grant makes 2-pt jump shot from 15 ft,107,88
383,4,3:56.0,D. DeRozan misses 2-pt jump shot from 4 ft,,107,88
384,4,3:55.0,Offensive rebound by B. Biyombo,,107,88
385,4,3:54.0,B. Biyombo makes 2-pt dunk at rim,,109,88
