,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,MIAMI_ACTION,SACRAMENTO_SCORE,MIAMI_SCORE
31,1,8:03.0,,Defensive rebound by Team,6,2
32,1,7:52.0,,C. Bosh makes 2-pt jump shot from 13 ft (assist by G. Dragić),6,4
33,1,7:41.0,R. Gay misses 2-pt jump shot from 9 ft (block by L. Deng),,6,4
34,1,7:40.0,,Defensive rebound by C. Bosh,6,4
35,1,7:34.0,,G. Dragić misses 2-pt jump shot from 14 ft,6,4
36,1,7:33.0,,Offensive rebound by Team,6,4
37,1,7:26.0,,Shooting foul by O. Casspi (drawn by C. Bosh),6,4
38,1,7:26.0,,C. Bosh makes free throw 1 of 2,6,5
39,1,7:26.0,,C. Bosh makes free throw 2 of 2,6,6
40,1,7:03.0,R. Gay makes 2-pt dunk at rim (assist by B. McLemore),,8,6
41,1,6:43.0,,Turnover by C. Bosh (bad pass; steal by R. Gay),8,6
42,1,6:38.0,O. Casspi misses 2-pt layup from 2 ft,,8,6
43,1,6:37.0,Offensive rebound by R. Rondo,,8,6
44,1,6:28.0,Turnover by R. Rondo (bad pass),,8,6
45,1,6:15.0,,A. Stoudemire makes 2-pt layup from 2 ft (assist by G. Dragić),8,8
46,1,6:15.0,,Shooting foul by O. Casspi (drawn by A. Stoudemire),8,8
47,1,6:15.0,W. Cauley-Stein enters the game for O. Casspi,,8,8
48,1,6:15.0,,A. Stoudemire makes free throw 1 of 1,8,9
49,1,5:54.0,Def 3 sec tech foul by A. Stoudemire,,8,9
50,1,5:54.0,,Miami full timeout,8,9
51,1,5:54.0,R. Gay makes technical free throw,,9,9
52,1,5:40.0,R. Rondo misses 2-pt jump shot from 19 ft,,9,9
53,1,5:38.0,Offensive rebound by Team,,9,9
54,1,5:31.0,R. Gay makes 2-pt jump shot from 14 ft (assist by R. Rondo),,11,9
55,1,5:07.0,,A. Stoudemire makes 2-pt jump shot from 12 ft,11,11
56,1,5:07.0,,Shooting foul by K. Koufos (drawn by A. Stoudemire),11,11
57,1,5:07.0,,J. Winslow enters the game for C. Bosh,11,11
58,1,5:07.0,M. Belinelli enters the game for B. McLemore,,11,11
59,1,5:07.0,D. Collison enters the game for K. Koufos,,11,11
60,1,5:07.0,,A. Stoudemire makes free throw 1 of 1,11,12
61,1,4:49.0,R. Gay misses 2-pt jump shot from 12 ft,,11,12
62,1,4:48.0,,Defensive rebound by A. Stoudemire,11,12
63,1,4:38.0,,A. Stoudemire misses 2-pt layup from 1 ft,11,12
64,1,4:37.0,,Offensive rebound by D. Wade,11,12
65,1,4:35.0,,D. Wade makes 2-pt layup at rim,11,14
66,1,4:22.0,Turnover by W. Cauley-Stein (3 sec),,11,14
67,1,4:06.0,,L. Deng misses 3-pt jump shot from 23 ft,11,14
68,1,4:05.0,Defensive rebound by R. Rondo,,11,14
69,1,4:05.0,Personal foul by D. Wade (drawn by R. Rondo),,11,14
70,1,4:05.0,,Violation by Team (delay of game),11,14
71,1,3:46.0,M. Belinelli makes 3-pt jump shot from 25 ft (assist by D. Collison),,14,14
72,1,3:34.0,,G. Dragić misses 2-pt jump shot from 14 ft,14,14
73,1,3:33.0,Defensive rebound by M. Belinelli,,14,14
74,1,3:17.0,M. Belinelli makes 3-pt jump shot from 23 ft (assist by R. Rondo),,17,14
75,1,2:57.0,,L. Deng makes 2-pt layup from 1 ft (assist by A. Stoudemire),17,16
76,1,2:57.0,,Shooting foul by R. Gay (drawn by L. Deng),17,16
77,1,2:57.0,Sacramento full timeout,,17,16
78,1,2:57.0,,T. Johnson enters the game for D. Wade,17,16
79,1,2:57.0,,L. Deng misses free throw 1 of 1,17,16
80,1,2:56.0,Defensive rebound by R. Gay,,17,16
81,1,2:41.0,D. Collison makes 2-pt jump shot from 17 ft,,19,16
82,1,2:23.0,,T. Johnson makes 2-pt jump shot from 20 ft (assist by G. Dragić),19,18
83,1,2:00.0,M. Belinelli misses 3-pt jump shot from 26 ft,,19,18
84,1,2:00.0,,Defensive rebound by Team,19,18
85,1,2:00.0,,Personal foul by R. Rondo (drawn by L. Deng),19,18
86,1,2:00.0,,L. Deng misses free throw 1 of 2,19,18
87,1,2:00.0,,Offensive rebound by Team,19,18
88,1,2:00.0,,L. Deng makes free throw 2 of 2,19,19
89,1,1:40.0,R. Gay makes 2-pt jump shot from 9 ft,,21,19
90,1,1:23.0,,Turnover by A. Stoudemire (3 sec),21,19
91,1,1:23.0,K. Koufos enters the game for R. Gay,,21,19
92,1,1:23.0,,G. Green enters the game for G. Dragić,21,19
93,1,1:04.0,,Offensive charge foul by K. Koufos (drawn by L. Deng),21,19
94,1,1:04.0,Turnover by K. Koufos (offensive foul),,21,19
95,1,0:56.0,,A. Stoudemire makes 2-pt dunk at rim (assist by T. Johnson),21,21
96,1,0:55.0,Turnover by W. Cauley-Stein (bad pass; steal by L. Deng),,21,21
97,1,0:48.0,,G. Green misses 3-pt jump shot from 25 ft,21,21
98,1,0:47.0,,Offensive rebound by L. Deng,21,21
99,1,0:34.0,,A. Stoudemire makes 2-pt jump shot from 16 ft (assist by T. Johnson),21,23
100,1,0:19.0,Turnover by M. Belinelli (bad pass; steal by T. Johnson),,21,23
101,1,0:15.0,,Shooting foul by K. Koufos (drawn by T. Johnson),21,23
102,1,0:15.0,,T. Johnson makes free throw 1 of 2,21,24
103,1,0:15.0,C. Butler enters the game for K. Koufos,,21,24
104,1,0:15.0,,T. Johnson makes free throw 2 of 2,21,25
105,2,11:40.0,Turnover by W. Cauley-Stein (bad pass; steal by J. Winslow),,21,25
106,2,11:34.0,,J. Winslow misses 2-pt layup from 1 ft (block by W. Cauley-Stein),21,25
107,2,11:33.0,Defensive rebound by O. Casspi,,21,25
108,2,11:27.0,D. Collison misses 2-pt layup from 1 ft,,21,25
109,2,11:26.0,,Defensive rebound by G. Green,21,25
110,2,11:10.0,,T. Johnson makes 2-pt jump shot from 17 ft (assist by C. Bosh),21,27
111,2,10:55.0,D. Collison misses 2-pt layup from 2 ft,,21,27
112,2,10:54.0,,Defensive rebound by J. McRoberts,21,27
113,2,10:48.0,,G. Green misses 3-pt jump shot from 24 ft,21,27
114,2,10:47.0,Defensive rebound by W. Cauley-Stein,,21,27
115,2,10:32.0,W. Cauley-Stein misses 2-pt hook shot from 9 ft,,21,27
116,2,10:30.0,,Defensive rebound by G. Green,21,27
117,2,10:20.0,,T. Johnson makes 3-pt jump shot from 25 ft,21,30
118,2,10:02.0,Shooting foul by G. Green (drawn by M. Belinelli),,21,30
119,2,10:02.0,M. Belinelli makes free throw 1 of 3,,22,30
120,2,10:02.0,M. Belinelli makes free throw 2 of 3,,23,30
121,2,10:02.0,Q. Acy enters the game for W. Cauley-Stein,,23,30
122,2,10:02.0,M. Belinelli makes free throw 3 of 3,,24,30
123,2,9:49.0,Violation by Q. Acy (def goaltending),,24,30
124,2,9:49.0,,J. Winslow makes 2-pt layup at rim,24,32
125,2,9:41.0,Personal foul by J. Winslow (drawn by M. Belinelli),,24,32
126,2,9:26.0,D. Collison makes 2-pt jump shot from 19 ft,,26,32
127,2,9:04.0,,Personal foul by C. Butler (drawn by C. Bosh),26,32
128,2,8:56.0,,Turnover by J. Winslow (bad pass),26,32
129,2,8:56.0,Official timeout,,26,32
130,2,8:38.0,O. Casspi makes 3-pt jump shot from 24 ft,,29,32
131,2,8:14.0,,C. Bosh misses 2-pt jump shot from 17 ft,29,32
132,2,8:13.0,,Offensive rebound by G. Green,29,32
133,2,8:12.0,,G. Green makes 2-pt jump shot at rim,29,34
134,2,8:04.0,D. Collison makes 2-pt jump shot from 4 ft,,31,34
135,2,7:44.0,,T. Johnson makes 3-pt jump shot from 24 ft (assist by J. McRoberts),31,37
136,2,7:25.0,C. Butler misses 3-pt jump shot from 24 ft,,31,37
137,2,7:24.0,Offensive rebound by Q. Acy,,31,37
138,2,7:22.0,Shooting foul by J. McRoberts (drawn by O. Casspi),,31,37
139,2,7:22.0,O. Casspi misses free throw 1 of 2,,31,37
140,2,7:22.0,Offensive rebound by Team,,31,37
141,2,7:22.0,,D. Wade enters the game for J. Winslow,31,37
142,2,7:22.0,R. Gay enters the game for C. Butler,,31,37
143,2,7:22.0,O. Casspi misses free throw 2 of 2,,31,37
144,2,7:21.0,,Defensive rebound by C. Bosh,31,37
145,2,7:04.0,,D. Wade misses 2-pt jump shot from 20 ft,31,37
146,2,7:03.0,Defensive rebound by R. Gay,,31,37
147,2,6:50.0,M. Belinelli misses 3-pt jump shot from 24 ft,,31,37
148,2,6:49.0,,Defensive rebound by C. Bosh,31,37
149,2,6:39.0,,C. Bosh makes 2-pt dunk at rim (assist by D. Wade),31,39
150,2,6:34.0,Sacramento full timeout,,31,39
151,2,6:17.0,Q. Acy misses 3-pt jump shot from 23 ft,,31,39
152,2,6:16.0,,Defensive rebound by D. Wade,31,39
153,2,6:13.0,,Shooting foul by M. Belinelli (drawn by D. Wade),31,39
154,2,6:13.0,,D. Wade makes free throw 1 of 2,31,40
155,2,6:13.0,B. McLemore enters the game for M. Belinelli,,31,40
156,2,6:13.0,,D. Wade misses free throw 2 of 2,31,40
157,2,6:12.0,,Offensive rebound by J. McRoberts,31,40
158,2,6:07.0,,C. Bosh makes 2-pt dunk at rim (assist by D. Wade),31,42
159,2,5:50.0,O. Casspi makes 2-pt jump shot from 6 ft (assist by B. McLemore),,33,42
160,2,5:39.0,W. Cauley-Stein enters the game for Q. Acy,,33,42
161,2,5:39.0,R. Rondo enters the game for D. Collison,,33,42
162,2,5:39.0,,G. Dragić enters the game for G. Green,33,42
163,2,5:34.0,,Shooting foul by W. Cauley-Stein (drawn by J. McRoberts),33,42
164,2,5:34.0,,J. McRoberts misses free throw 1 of 2,33,42
165,2,5:34.0,,Offensive rebound by Team,33,42
166,2,5:34.0,,J. McRoberts misses free throw 2 of 2,33,42
167,2,5:33.0,Defensive rebound by R. Gay,,33,42
168,2,5:17.0,R. Gay misses 2-pt layup at rim,,33,42
169,2,5:16.0,Offensive rebound by W. Cauley-Stein,,33,42
170,2,5:15.0,W. Cauley-Stein makes 2-pt jump shot at rim,,35,42
171,2,4:56.0,,D. Wade makes 2-pt jump shot from 17 ft,35,44
172,2,4:47.0,O. Casspi misses 3-pt jump shot from 24 ft,,35,44
173,2,4:46.0,,Defensive rebound by C. Bosh,35,44
174,2,4:35.0,,D. Wade makes 2-pt jump shot from 7 ft,35,46
175,2,4:33.0,Personal foul by T. Johnson (drawn by R. Rondo),,35,46
176,2,4:33.0,,J. Winslow enters the game for C. Bosh,35,46
177,2,4:33.0,,H. Whiteside enters the game for T. Johnson,35,46
178,2,4:33.0,,L. Deng enters the game for J. McRoberts,35,46
179,2,4:18.0,R. Gay makes 2-pt hook shot from 6 ft,,37,46
180,2,3:54.0,,H. Whiteside makes 2-pt dunk at rim (assist by D. Wade),37,48
181,2,3:43.0,B. McLemore makes 2-pt layup at rim (assist by R. Rondo),,39,48
182,2,3:43.0,,Miami full timeout,39,48
183,2,3:25.0,,D. Wade misses 2-pt jump shot from 17 ft,39,48
184,2,3:24.0,Defensive rebound by R. Rondo,,39,48
185,2,3:17.0,R. Rondo misses 2-pt layup from 1 ft,,39,48
186,2,3:14.0,Offensive rebound by W. Cauley-Stein,,39,48
187,2,3:14.0,W. Cauley-Stein misses 2-pt jump shot at rim,,39,48
188,2,3:12.0,,Defensive rebound by L. Deng,39,48
189,2,3:10.0,,D. Wade misses 2-pt layup from 1 ft,39,48
190,2,3:08.0,,Offensive rebound by J. Winslow,39,48
191,2,3:08.0,,J. Winslow makes 2-pt jump shot at rim,39,50
192,2,3:03.0,W. Cauley-Stein makes 2-pt dunk at rim (assist by B. McLemore),,41,50
193,2,3:03.0,,Technical foul by D. Wade,41,50
194,2,3:03.0,B. McLemore misses technical free throw,,41,50
195,2,3:03.0,,Offensive rebound by Team,41,50
196,2,2:48.0,,J. Winslow misses 3-pt jump shot from 25 ft,41,50
197,2,2:47.0,Defensive rebound by W. Cauley-Stein,,41,50
198,2,2:31.0,Turnover by B. McLemore (lost ball; steal by D. Wade),,41,50
199,2,2:25.0,,D. Wade makes 2-pt dunk at rim,41,52
200,2,2:11.0,B. McLemore makes 3-pt jump shot from 24 ft (assist by R. Rondo),,44,52
201,2,1:46.0,,L. Deng misses 2-pt jump shot from 18 ft,44,52
202,2,1:45.0,,Offensive rebound by Team,44,52
203,2,1:45.0,,C. Bosh enters the game for H. Whiteside,44,52
204,2,1:36.0,,D. Wade makes 2-pt layup from 1 ft (assist by C. Bosh),44,54
205,2,1:29.0,B. McLemore misses 2-pt jump shot from 5 ft (block by C. Bosh),,44,54
206,2,1:28.0,,Defensive rebound by C. Bosh,44,54
207,2,1:07.0,,C. Bosh makes 2-pt layup from 2 ft (assist by L. Deng),44,56
208,2,0:58.0,B. McLemore misses 2-pt layup from 1 ft (block by L. Deng),,44,56
209,2,0:58.0,,Defensive rebound by Team,44,56
210,2,0:58.0,Loose ball foul by R. Gay (drawn by J. Winslow),,44,56
211,2,0:58.0,Q. Acy enters the game for O. Casspi,,44,56
212,2,0:58.0,M. Belinelli enters the game for W. Cauley-Stein,,44,56
213,2,0:41.0,,G. Dragić misses 3-pt jump shot from 24 ft,44,56
214,2,0:40.0,Defensive rebound by R. Gay,,44,56
215,2,0:31.0,R. Rondo misses 2-pt jump shot from 20 ft,,44,56
216,2,0:30.0,,Defensive rebound by D. Wade,44,56
217,2,0:25.0,,Miami full timeout,44,56
218,2,0:09.0,,D. Wade misses 2-pt jump shot from 19 ft,44,56
219,2,0:08.0,Defensive rebound by R. Gay,,44,56
220,2,0:03.0,R. Gay misses 2-pt jump shot from 11 ft,,44,56
221,2,0:02.0,Offensive rebound by R. Gay,,44,56
222,2,0:00.0,R. Gay makes 2-pt layup at rim,,46,56
223,3,11:50.0,K. Koufos misses 2-pt layup from 2 ft (block by H. Whiteside),,46,56
224,3,11:49.0,Offensive rebound by Team,,46,56
225,3,11:37.0,B. McLemore misses 2-pt layup from 2 ft (block by H. Whiteside),,46,56
226,3,11:36.0,,Defensive rebound by D. Wade,46,56
227,3,11:21.0,,Personal foul by R. Gay (drawn by C. Bosh),46,56
228,3,11:08.0,,D. Wade misses 3-pt jump shot from 23 ft,46,56
229,3,11:07.0,Defensive rebound by O. Casspi,,46,56
230,3,11:01.0,B. McLemore makes 2-pt layup from 1 ft (assist by R. Rondo),,48,56
231,3,10:42.0,,C. Bosh misses 2-pt jump shot from 19 ft,48,56
232,3,10:41.0,Defensive rebound by K. Koufos,,48,56
233,3,10:29.0,Turnover by B. McLemore (bad pass; steal by L. Deng),,48,56
234,3,10:23.0,,G. Dragić misses 2-pt hook shot from 1 ft,48,56
235,3,10:22.0,Defensive rebound by R. Gay,,48,56
236,3,10:08.0,R. Rondo makes 2-pt jump shot from 17 ft,,50,56
237,3,9:49.0,,L. Deng misses 3-pt jump shot from 22 ft,50,56
238,3,9:48.0,Defensive rebound by R. Gay,,50,56
239,3,9:45.0,O. Casspi makes 2-pt dunk at rim (assist by R. Gay),,52,56
240,3,9:45.0,,Miami full timeout,52,56
241,3,9:27.0,,D. Wade makes 2-pt layup from 1 ft,52,58
242,3,9:11.0,R. Gay misses 2-pt jump shot from 19 ft,,52,58
243,3,9:07.0,Offensive rebound by Team,,52,58
244,3,9:01.0,B. McLemore makes 2-pt jump shot from 21 ft (assist by R. Rondo),,54,58
245,3,8:41.0,,H. Whiteside misses 2-pt hook shot from 6 ft,54,58
246,3,8:40.0,Defensive rebound by O. Casspi,,54,58
247,3,8:33.0,K. Koufos misses 2-pt hook shot from 6 ft,,54,58
248,3,8:32.0,,Defensive rebound by H. Whiteside,54,58
249,3,8:26.0,,G. Dragić makes 2-pt jump shot from 3 ft (assist by C. Bosh),54,60
250,3,8:26.0,,Shooting foul by B. McLemore (drawn by G. Dragić),54,60
251,3,8:26.0,,G. Dragić misses free throw 1 of 1,54,60
252,3,8:25.0,Defensive rebound by R. Gay,,54,60
253,3,8:10.0,O. Casspi makes 2-pt layup from 2 ft,,56,60
254,3,7:49.0,,L. Deng misses 3-pt jump shot from 25 ft,56,60
255,3,7:48.0,Defensive rebound by K. Koufos,,56,60
256,3,7:41.0,B. McLemore makes 3-pt jump shot from 24 ft (assist by R. Rondo),,59,60
257,3,7:16.0,,H. Whiteside makes 2-pt dunk at rim (assist by D. Wade),59,62
258,3,7:11.0,R. Gay misses 2-pt layup at rim (block by H. Whiteside),,59,62
259,3,7:10.0,Offensive rebound by R. Gay,,59,62
260,3,7:09.0,R. Gay makes 2-pt layup from 2 ft,,61,62
261,3,6:54.0,,D. Wade makes 2-pt jump shot from 18 ft (assist by G. Dragić),61,64
262,3,6:41.0,Turnover by B. McLemore (lost ball; steal by D. Wade),,61,64
263,3,6:39.0,,Personal block foul by R. Rondo (drawn by G. Dragić),61,64
264,3,6:39.0,,T. Johnson enters the game for G. Dragić,61,64
265,3,6:39.0,,J. Winslow enters the game for C. Bosh,61,64
266,3,6:33.0,,D. Wade makes 2-pt jump shot from 19 ft (assist by T. Johnson),61,66
267,3,6:13.0,Turnover by O. Casspi (bad pass),,61,66
268,3,6:03.0,,D. Wade misses 2-pt jump shot from 14 ft,61,66
269,3,6:02.0,,Offensive rebound by H. Whiteside,61,66
270,3,6:00.0,,H. Whiteside misses 2-pt layup from 1 ft (block by O. Casspi),61,66
271,3,5:59.0,Defensive rebound by B. McLemore,,61,66
272,3,5:55.0,Turnover by B. McLemore (bad pass; steal by H. Whiteside),,61,66
273,3,5:35.0,,T. Johnson makes 2-pt jump shot from 19 ft (assist by D. Wade),61,68
274,3,5:24.0,K. Koufos misses 2-pt jump shot from 6 ft (block by H. Whiteside),,61,68
275,3,5:23.0,Offensive rebound by R. Rondo,,61,68
276,3,5:16.0,Turnover by R. Gay (lost ball; steal by J. Winslow),,61,68
277,3,5:16.0,,Personal foul by O. Casspi (drawn by T. Johnson),61,68
278,3,5:16.0,D. Collison enters the game for R. Gay,,61,68
279,3,5:16.0,W. Cauley-Stein enters the game for O. Casspi,,61,68
280,3,5:03.0,,H. Whiteside makes 2-pt dunk at rim (assist by J. Winslow),61,70
281,3,5:02.0,Sacramento full timeout,,61,70
282,3,5:02.0,M. Belinelli enters the game for B. McLemore,,61,70
283,3,4:53.0,M. Belinelli misses 2-pt jump shot from 4 ft,,61,70
284,3,4:52.0,,Defensive rebound by H. Whiteside,61,70
285,3,4:41.0,,D. Wade makes 2-pt jump shot from 11 ft,61,72
286,3,4:28.0,M. Belinelli makes 3-pt jump shot from 23 ft (assist by R. Rondo),,64,72
287,3,4:09.0,,T. Johnson misses 2-pt jump shot from 21 ft,64,72
288,3,4:08.0,Defensive rebound by W. Cauley-Stein,,64,72
289,3,3:44.0,W. Cauley-Stein makes 2-pt jump shot from 7 ft (assist by R. Rondo),,66,72
290,3,3:27.0,,D. Wade misses 2-pt jump shot from 17 ft,66,72
291,3,3:25.0,,Offensive rebound by H. Whiteside,66,72
292,3,3:23.0,,H. Whiteside makes 2-pt dunk at rim,66,74
293,3,3:08.0,Turnover by R. Rondo (bad pass; steal by H. Whiteside),,66,74
294,3,3:00.0,,Personal foul by M. Belinelli (drawn by T. Johnson),66,74
295,3,3:00.0,,T. Johnson makes free throw 1 of 2,66,75
296,3,3:00.0,,G. Dragić enters the game for D. Wade,66,75
297,3,3:00.0,O. Casspi enters the game for K. Koufos,,66,75
298,3,3:00.0,,T. Johnson makes free throw 2 of 2,66,76
299,3,3:00.0,,Technical foul by Team,66,76
300,3,3:00.0,M. Belinelli makes technical free throw,,67,76
301,3,2:35.0,W. Cauley-Stein makes 2-pt jump shot from 7 ft (assist by R. Rondo),,69,76
302,3,2:21.0,,G. Dragić makes 2-pt jump shot from 12 ft,69,78
303,3,2:14.0,,Violation by H. Whiteside (def goaltending),69,78
304,3,2:14.0,O. Casspi makes 2-pt jump shot from 3 ft (assist by R. Rondo),,71,78
305,3,2:12.0,,Personal take foul by W. Cauley-Stein (drawn by H. Whiteside),71,78
306,3,2:12.0,,H. Whiteside makes free throw 1 of 2,71,79
307,3,2:12.0,,H. Whiteside makes free throw 2 of 2,71,80
308,3,2:03.0,R. Rondo makes 2-pt layup from 4 ft,,73,80
309,3,1:41.0,,Shooting foul by W. Cauley-Stein (drawn by H. Whiteside),73,80
310,3,1:41.0,,H. Whiteside makes free throw 1 of 2,73,81
311,3,1:41.0,,H. Whiteside makes free throw 2 of 2,73,82
312,3,1:30.0,W. Cauley-Stein makes 2-pt hook shot from 7 ft (assist by R. Rondo),,75,82
313,3,1:12.0,,Turnover by J. Winslow (lost ball; steal by O. Casspi),75,82
314,3,1:10.0,Personal foul by L. Deng (drawn by O. Casspi),,75,82
315,3,1:10.0,,C. Bosh enters the game for L. Deng,75,82
316,3,1:00.0,M. Belinelli misses 3-pt jump shot from 24 ft,,75,82
317,3,0:58.0,,Defensive rebound by H. Whiteside,75,82
318,3,0:44.0,,J. Winslow misses 3-pt jump shot from 23 ft,75,82
319,3,0:43.0,,Offensive rebound by T. Johnson,75,82
320,3,0:33.0,,Turnover by J. Winslow (traveling),75,82
321,3,0:28.0,Turnover by O. Casspi (traveling),,75,82
322,3,0:08.0,,J. Winslow misses 3-pt jump shot from 24 ft,75,82
323,3,0:07.0,Defensive rebound by Team,,75,82
324,3,0:07.0,,Loose ball foul by H. Whiteside (drawn by W. Cauley-Stein),75,82
325,3,0:07.0,W. Cauley-Stein makes free throw 1 of 2,,76,82
326,3,0:07.0,,G. Green enters the game for H. Whiteside,76,82
327,3,0:07.0,B. McLemore enters the game for R. Rondo,,76,82
328,3,0:07.0,W. Cauley-Stein misses free throw 2 of 2,,76,82
329,3,0:06.0,,Defensive rebound by G. Green,76,82
330,3,0:00.0,,G. Green misses 3-pt jump shot from 28 ft,76,82
331,3,0:00.0,,Offensive rebound by Team,76,82
332,4,11:39.0,,C. Bosh makes 2-pt jump shot from 19 ft,76,84
333,4,11:28.0,Personal foul by G. Dragić (drawn by D. Collison),,76,84
334,4,11:17.0,B. McLemore misses 2-pt hook shot from 6 ft,,76,84
335,4,11:16.0,,Defensive rebound by G. Green,76,84
336,4,11:10.0,,G. Green misses 2-pt jump shot from 19 ft,76,84
337,4,11:09.0,Defensive rebound by O. Casspi,,76,84
338,4,11:03.0,Shooting foul by J. McRoberts (drawn by O. Casspi),,76,84
339,4,11:03.0,O. Casspi misses free throw 1 of 2,,76,84
340,4,11:03.0,Offensive rebound by Team,,76,84
341,4,11:03.0,O. Casspi misses free throw 2 of 2,,76,84
342,4,11:02.0,,Defensive rebound by G. Green,76,84
343,4,10:47.0,,C. Bosh makes 3-pt jump shot from 24 ft (assist by G. Dragić),76,87
344,4,10:46.0,Sacramento full timeout,,76,87
345,4,10:46.0,K. Koufos enters the game for W. Cauley-Stein,,76,87
346,4,10:46.0,R. Rondo enters the game for M. Belinelli,,76,87
347,4,10:34.0,D. Collison misses 2-pt jump shot from 8 ft,,76,87
348,4,10:33.0,Offensive rebound by Team,,76,87
349,4,10:22.0,B. McLemore misses 3-pt jump shot from 25 ft,,76,87
350,4,10:21.0,,Defensive rebound by C. Bosh,76,87
351,4,10:04.0,,C. Bosh misses 2-pt jump shot from 17 ft,76,87
352,4,10:03.0,Defensive rebound by O. Casspi,,76,87
353,4,9:51.0,R. Rondo makes 2-pt jump shot from 7 ft,,78,87
354,4,9:30.0,,G. Dragić makes 2-pt jump shot from 4 ft,78,89
355,4,9:22.0,D. Collison makes 2-pt layup from 1 ft,,80,89
356,4,9:22.0,Shooting foul by G. Dragić (drawn by D. Collison),,80,89
357,4,9:22.0,D. Collison makes free throw 1 of 1,,81,89
358,4,9:10.0,,G. Green makes 3-pt jump shot from 24 ft (assist by G. Dragić),81,92
359,4,9:00.0,Turnover by O. Casspi (bad pass; steal by J. McRoberts),,81,92
360,4,8:49.0,,G. Dragić makes 3-pt jump shot from 24 ft,81,95
361,4,8:34.0,R. Rondo misses 2-pt jump shot from 20 ft,,81,95
362,4,8:33.0,,Defensive rebound by C. Bosh,81,95
363,4,8:09.0,,G. Dragić misses 3-pt jump shot from 22 ft,81,95
364,4,8:08.0,Defensive rebound by R. Rondo,,81,95
365,4,8:01.0,Personal foul by J. Winslow (drawn by R. Rondo),,81,95
366,4,8:01.0,,T. Johnson enters the game for G. Dragić,81,95
367,4,8:01.0,M. Belinelli enters the game for D. Collison,,81,95
368,4,7:54.0,Turnover by M. Belinelli (bad pass; steal by J. McRoberts),,81,95
369,4,7:50.0,,J. Winslow makes 2-pt dunk at rim (assist by J. McRoberts),81,97
370,4,7:50.0,Sacramento full timeout,,81,97
371,4,7:28.0,O. Casspi misses 2-pt jump shot from 4 ft,,81,97
372,4,7:27.0,,Defensive rebound by T. Johnson,81,97
373,4,7:05.0,,J. Winslow misses 3-pt jump shot from 23 ft,81,97
374,4,7:05.0,Defensive rebound by R. Rondo,,81,97
375,4,7:00.0,R. Rondo makes 3-pt jump shot from 22 ft (assist by M. Belinelli),,84,97
376,4,6:41.0,,T. Johnson makes 3-pt jump shot from 24 ft (assist by C. Bosh),84,100
377,4,6:32.0,B. McLemore makes 3-pt jump shot from 23 ft (assist by R. Rondo),,87,100
378,4,6:13.0,,J. Winslow misses 2-pt layup from 2 ft,87,100
379,4,6:12.0,Defensive rebound by K. Koufos,,87,100
380,4,5:52.0,O. Casspi makes 3-pt jump shot from 24 ft (assist by R. Rondo),,90,100
381,4,5:52.0,,Miami full timeout,90,100
382,4,5:52.0,,D. Wade enters the game for J. Winslow,90,100
