,QUARTER,TIME_REMAINING,NEW YORK_ACTION,CHARLOTTE_ACTION,NEW YORK_SCORE,CHARLOTTE_SCORE
0,1,11:46.0,Turnover by C. Anthony (step out of bounds),,0,0
1,1,11:35.0,,K. Walker misses 2-pt layup from 2 ft (block by K. Porziņģis),0,0
2,1,11:35.0,,Offensive rebound by Team,0,0
3,1,11:31.0,,M. Williams misses 2-pt jump shot from 11 ft,0,0
4,1,11:29.0,Defensive rebound by A. Afflalo,,0,0
5,1,11:21.0,K. Porziņģis misses 3-pt jump shot from 25 ft,,0,0
6,1,11:20.0,,Defensive rebound by S. Hawes,0,0
7,1,11:11.0,,K. Walker misses 3-pt jump shot from 25 ft,0,0
8,1,11:10.0,Defensive rebound by R. Lopez,,0,0
9,1,11:02.0,R. Lopez misses 2-pt jump shot from 18 ft,,0,0
10,1,11:01.0,,Defensive rebound by S. Hawes,0,0
11,1,10:44.0,,S. Hawes misses 2-pt layup from 2 ft,0,0
12,1,10:43.0,Defensive rebound by R. Lopez,,0,0
13,1,10:24.0,A. Afflalo misses 2-pt jump shot from 14 ft,,0,0
14,1,10:23.0,,Defensive rebound by P. Hairston,0,0
15,1,10:14.0,,K. Walker makes 2-pt jump shot from 18 ft,0,2
16,1,9:58.0,Shooting foul by J. Lin (drawn by A. Afflalo),,0,2
17,1,9:58.0,A. Afflalo makes free throw 1 of 2,,1,2
18,1,9:58.0,A. Afflalo makes free throw 2 of 2,,2,2
19,1,9:46.0,,P. Hairston misses 3-pt jump shot from 25 ft,2,2
20,1,9:45.0,,Offensive rebound by K. Walker,2,2
21,1,9:39.0,,J. Lin misses 3-pt jump shot from 25 ft,2,2
22,1,9:38.0,Defensive rebound by K. Porziņģis,,2,2
23,1,9:33.0,Turnover by C. Anthony (bad pass; steal by P. Hairston),,2,2
24,1,9:27.0,,P. Hairston misses 2-pt layup from 1 ft,2,2
25,1,9:26.0,Defensive rebound by R. Lopez,,2,2
26,1,9:09.0,K. Porziņģis makes 3-pt jump shot from 25 ft (assist by J. Calderón),,5,2
27,1,8:43.0,,K. Walker misses 2-pt layup from 1 ft (block by R. Lopez),5,2
28,1,8:41.0,,Offensive rebound by K. Walker,5,2
29,1,8:41.0,,K. Walker misses 2-pt layup at rim (block by A. Afflalo),5,2
30,1,8:38.0,,Offensive rebound by S. Hawes,5,2
31,1,8:38.0,,S. Hawes misses 2-pt layup from 1 ft,5,2
32,1,8:36.0,Defensive rebound by K. Porziņģis,,5,2
33,1,8:27.0,Personal foul by P. Hairston (drawn by R. Lopez),,5,2
34,1,8:27.0,R. Lopez misses free throw 1 of 2,,5,2
35,1,8:27.0,Offensive rebound by Team,,5,2
36,1,8:27.0,R. Lopez makes free throw 2 of 2,,6,2
37,1,8:16.0,,P. Hairston makes 2-pt jump shot from 16 ft (assist by S. Hawes),6,4
38,1,8:03.0,R. Lopez makes 2-pt hook shot from 5 ft (assist by C. Anthony),,8,4
39,1,7:52.0,,M. Williams misses 3-pt jump shot from 25 ft,8,4
40,1,7:51.0,Defensive rebound by R. Lopez,,8,4
41,1,7:41.0,C. Anthony misses 3-pt jump shot from 24 ft,,8,4
42,1,7:40.0,,Defensive rebound by J. Lin,8,4
43,1,7:30.0,,M. Williams misses 2-pt layup from 2 ft (block by R. Lopez),8,4
44,1,7:27.0,Defensive rebound by C. Anthony,,8,4
45,1,7:20.0,J. Calderón makes 2-pt jump shot from 12 ft,,10,4
46,1,7:08.0,,S. Hawes misses 3-pt jump shot from 25 ft,10,4
47,1,7:07.0,Defensive rebound by C. Anthony,,10,4
48,1,6:55.0,Turnover by R. Lopez (traveling),,10,4
49,1,6:41.0,,K. Walker misses 2-pt jump shot from 18 ft,10,4
50,1,6:40.0,Defensive rebound by A. Afflalo,,10,4
51,1,6:23.0,C. Anthony misses 2-pt jump shot from 9 ft,,10,4
52,1,6:22.0,,Defensive rebound by M. Williams,10,4
53,1,6:12.0,,K. Walker misses 2-pt layup from 1 ft,10,4
54,1,6:11.0,,Offensive rebound by S. Hawes,10,4
55,1,6:11.0,,S. Hawes misses 2-pt layup from 1 ft,10,4
56,1,6:09.0,Defensive rebound by R. Lopez,,10,4
57,1,5:59.0,Personal foul by M. Williams (drawn by K. Porziņģis),,10,4
58,1,5:59.0,,Charlotte full timeout,10,4
59,1,5:59.0,,F. Kaminsky enters the game for M. Williams,10,4
60,1,5:44.0,R. Lopez makes 2-pt hook shot from 5 ft (assist by C. Anthony),,12,4
61,1,5:31.0,,J. Lin makes 2-pt jump shot from 20 ft (assist by S. Hawes),12,6
62,1,5:20.0,R. Lopez makes 2-pt hook shot from 6 ft (assist by J. Calderón),,14,6
63,1,4:52.0,,J. Lin makes 2-pt layup from 2 ft (assist by F. Kaminsky),14,8
64,1,4:52.0,,Shooting foul by K. Porziņģis (drawn by J. Lin),14,8
65,1,4:52.0,D. Williams enters the game for K. Porziņģis,,14,8
66,1,4:52.0,,J. Lin makes free throw 1 of 1,14,9
67,1,4:36.0,Shooting foul by P. Hairston (drawn by C. Anthony),,14,9
68,1,4:36.0,C. Anthony makes free throw 1 of 2,,15,9
69,1,4:36.0,C. Anthony misses free throw 2 of 2,,15,9
70,1,4:35.0,,Defensive rebound by J. Lin,15,9
71,1,4:24.0,,J. Lin misses 2-pt jump shot from 6 ft,15,9
72,1,4:23.0,Defensive rebound by A. Afflalo,,15,9
73,1,4:13.0,D. Williams misses 2-pt jump shot from 17 ft,,15,9
74,1,4:12.0,,Defensive rebound by P. Hairston,15,9
75,1,3:58.0,,P. Hairston makes 2-pt jump shot from 15 ft (assist by S. Hawes),15,11
76,1,3:43.0,C. Anthony makes 2-pt jump shot from 19 ft (assist by J. Calderón),,17,11
77,1,3:20.0,,F. Kaminsky makes 3-pt jump shot from 25 ft (assist by J. Lin),17,14
78,1,2:59.0,A. Afflalo misses 2-pt jump shot from 12 ft,,17,14
79,1,2:58.0,,Defensive rebound by P. Hairston,17,14
80,1,2:49.0,,J. Lin makes 2-pt jump shot from 6 ft (assist by K. Walker),17,16
81,1,2:39.0,New York full timeout,,17,16
82,1,2:39.0,L. Galloway enters the game for R. Lopez,,17,16
83,1,2:39.0,K. Séraphin enters the game for A. Afflalo,,17,16
84,1,2:39.0,,M. Williams enters the game for P. Hairston,17,16
85,1,2:39.0,,T. Hansbrough enters the game for S. Hawes,17,16
86,1,2:39.0,,T. Daniels enters the game for J. Lin,17,16
87,1,2:25.0,C. Anthony makes 2-pt jump shot from 17 ft (assist by J. Calderón),,19,16
88,1,2:05.0,,Shooting foul by D. Williams (drawn by F. Kaminsky),19,16
89,1,2:05.0,,F. Kaminsky makes free throw 1 of 2,19,17
90,1,2:05.0,J. Grant enters the game for J. Calderón,,19,17
91,1,2:05.0,,F. Kaminsky makes free throw 2 of 2,19,18
92,1,1:50.0,Shooting foul by T. Daniels (drawn by L. Galloway),,19,18
93,1,1:50.0,L. Galloway makes free throw 1 of 2,,20,18
94,1,1:50.0,L. Galloway makes free throw 2 of 2,,21,18
95,1,1:33.0,,Turnover by F. Kaminsky (traveling),21,18
96,1,1:12.0,J. Grant misses 2-pt jump shot from 10 ft,,21,18
97,1,1:11.0,,Defensive rebound by M. Williams,21,18
98,1,1:06.0,,K. Walker misses 2-pt layup at rim (block by K. Séraphin),21,18
99,1,1:06.0,Defensive rebound by Team,,21,18
