,QUARTER,TIME_REMAINING,DALLAS_ACTION,LA LAKERS_ACTION,DALLAS_SCORE,LA LAKERS_SCORE
0,1,11:44.0,Shooting foul by R. Hibbert (drawn by Z. Pachulia),,0,0
1,1,11:44.0,Z. Pachulia misses free throw 1 of 2,,0,0
2,1,11:44.0,Offensive rebound by Team,,0,0
3,1,11:44.0,Z. Pachulia makes free throw 2 of 2,,1,0
4,1,11:28.0,,K. Bryant misses 2-pt jump shot from 20 ft,1,0
5,1,11:27.0,Defensive rebound by Z. Pachulia,,1,0
6,1,11:12.0,C. Parsons misses 2-pt layup from 2 ft (block by R. Hibbert),,1,0
7,1,11:08.0,,Defensive rebound by J. Randle,1,0
8,1,11:04.0,,J. Randle misses 2-pt layup at rim,1,0
9,1,11:03.0,Defensive rebound by D. Williams,,1,0
10,1,10:52.0,C. Parsons misses 2-pt layup from 2 ft,,1,0
11,1,10:50.0,,Defensive rebound by J. Randle,1,0
12,1,10:40.0,,D. Russell misses 2-pt jump shot from 14 ft,1,0
13,1,10:40.0,Defensive rebound by D. Williams,,1,0
14,1,10:24.0,W. Matthews misses 2-pt jump shot from 7 ft,,1,0
15,1,10:23.0,,Defensive rebound by K. Bryant,1,0
16,1,10:15.0,,K. Bryant misses 2-pt jump shot from 9 ft,1,0
17,1,10:15.0,Defensive rebound by D. Nowitzki,,1,0
18,1,9:53.0,W. Matthews makes 3-pt jump shot from 22 ft (assist by D. Williams),,4,0
19,1,9:33.0,,D. Russell misses 3-pt jump shot from 25 ft,4,0
20,1,9:32.0,Defensive rebound by Z. Pachulia,,4,0
21,1,9:23.0,W. Matthews makes 3-pt jump shot from 25 ft (assist by D. Williams),,7,0
22,1,9:17.0,,LA Lakers full timeout,7,0
23,1,9:03.0,,Turnover by K. Bryant (lost ball),7,0
24,1,8:50.0,Personal foul by K. Bryant (drawn by C. Parsons),,7,0
25,1,8:34.0,D. Nowitzki makes 3-pt jump shot from 26 ft (assist by C. Parsons),,10,0
26,1,8:21.0,,Turnover by J. Clarkson (lost ball; steal by C. Parsons),10,0
27,1,8:16.0,C. Parsons misses 2-pt layup from 1 ft (block by J. Clarkson),,10,0
28,1,8:16.0,Offensive rebound by Team,,10,0
29,1,8:06.0,D. Williams makes 2-pt layup at rim,,12,0
30,1,7:59.0,,Turnover by D. Russell (bad pass),12,0
31,1,7:49.0,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by D. Williams),,15,0
32,1,7:32.0,,Shooting foul by C. Parsons (drawn by K. Bryant),15,0
33,1,7:32.0,,K. Bryant makes free throw 1 of 3,15,1
