,QUARTER,TIME_REMAINING,DETROIT_ACTION,SAN ANTONIO_ACTION,DETROIT_SCORE,SAN ANTONIO_SCORE
33,1,8:04.0,,Turnover by T. Parker (lost ball),8,9
34,1,7:49.0,K. Caldwell-Pope misses 2-pt jump shot from 14 ft,,8,9
35,1,7:48.0,,Defensive rebound by T. Duncan,8,9
36,1,7:39.0,,K. Leonard makes 2-pt jump shot from 18 ft (assist by T. Parker),8,11
37,1,7:21.0,K. Caldwell-Pope misses 2-pt jump shot from 17 ft,,8,11
38,1,7:20.0,,Defensive rebound by L. Aldridge,8,11
39,1,7:14.0,,Turnover by T. Duncan (lost ball; steal by K. Caldwell-Pope),8,11
40,1,7:09.0,M. Morris makes 2-pt dunk at rim (assist by K. Caldwell-Pope),,10,11
41,1,6:47.0,,T. Parker misses 3-pt jump shot from 23 ft,10,11
42,1,6:46.0,,Offensive rebound by T. Duncan,10,11
43,1,6:30.0,,T. Duncan misses 2-pt jump shot from 3 ft,10,11
44,1,6:29.0,Defensive rebound by A. Baynes,,10,11
45,1,6:17.0,T. Harris misses 2-pt jump shot from 21 ft,,10,11
46,1,6:15.0,,Defensive rebound by L. Aldridge,10,11
47,1,6:08.0,,T. Parker makes 2-pt layup from 1 ft,10,13
48,1,5:53.0,Def 3 sec tech foul by T. Duncan,,10,13
49,1,5:53.0,,San Antonio full timeout,10,13
50,1,5:53.0,R. Jackson makes technical free throw,,11,13
51,1,5:43.0,M. Morris misses 3-pt jump shot from 24 ft,,11,13
52,1,5:42.0,,Defensive rebound by D. Green,11,13
53,1,5:30.0,,K. Leonard makes 2-pt jump shot from 11 ft,11,15
54,1,5:13.0,Personal foul by K. Leonard (drawn by K. Caldwell-Pope),,11,15
55,1,5:13.0,,P. Mills enters the game for T. Parker,11,15
56,1,5:13.0,,B. Diaw enters the game for T. Duncan,11,15
57,1,5:05.0,M. Morris makes 3-pt jump shot from 23 ft (assist by T. Harris),,14,15
58,1,4:49.0,,L. Aldridge makes 2-pt jump shot from 20 ft (assist by K. Leonard),14,17
59,1,4:41.0,R. Jackson makes 2-pt layup at rim,,16,17
60,1,4:27.0,,L. Aldridge makes 2-pt layup from 1 ft,16,19
61,1,4:15.0,Turnover by R. Jackson (bad pass; steal by D. Green),,16,19
62,1,4:02.0,,K. Leonard misses 2-pt jump shot from 9 ft,16,19
63,1,4:01.0,Defensive rebound by M. Morris,,16,19
64,1,3:51.0,A. Baynes makes 2-pt jump shot from 8 ft (assist by K. Caldwell-Pope),,18,19
65,1,3:36.0,,P. Mills misses 2-pt jump shot from 17 ft,18,19
66,1,3:35.0,Defensive rebound by T. Harris,,18,19
67,1,3:27.0,T. Harris misses 2-pt layup from 2 ft,,18,19
68,1,3:26.0,,Defensive rebound by L. Aldridge,18,19
69,1,3:08.0,,P. Mills makes 3-pt jump shot from 24 ft (assist by K. Leonard),18,22
70,1,2:58.0,Detroit full timeout,,18,22
71,1,2:58.0,,K. Anderson enters the game for D. Green,18,22
72,1,2:58.0,S. Blake enters the game for R. Jackson,,18,22
73,1,2:58.0,R. Bullock enters the game for M. Morris,,18,22
74,1,2:48.0,T. Harris makes 2-pt layup from 1 ft (assist by K. Caldwell-Pope),,20,22
75,1,2:33.0,,Personal foul by R. Bullock (drawn by K. Leonard),20,22
76,1,2:27.0,,K. Leonard makes 2-pt jump shot from 13 ft (assist by P. Mills),20,24
77,1,2:07.0,K. Caldwell-Pope misses 2-pt jump shot from 17 ft,,20,24
78,1,2:06.0,,Defensive rebound by P. Mills,20,24
79,1,1:53.0,,L. Aldridge makes 2-pt jump shot from 16 ft,20,26
80,1,1:36.0,T. Harris makes 2-pt jump shot from 16 ft (assist by S. Blake),,22,26
81,1,1:23.0,,L. Aldridge misses 2-pt jump shot from 14 ft,22,26
82,1,1:22.0,Defensive rebound by T. Harris,,22,26
83,1,1:14.0,A. Baynes misses 2-pt layup from 1 ft,,22,26
84,1,1:12.0,,Defensive rebound by L. Aldridge,22,26
85,1,1:03.0,,K. Leonard misses 2-pt jump shot from 14 ft,22,26
86,1,1:02.0,Defensive rebound by A. Baynes,,22,26
87,1,0:53.0,A. Baynes makes 2-pt jump shot from 17 ft (assist by S. Blake),,24,26
88,1,0:34.0,,P. Mills misses 2-pt jump shot from 19 ft,24,26
89,1,0:33.0,Defensive rebound by R. Bullock,,24,26
90,1,0:16.0,R. Bullock makes 2-pt jump shot from 13 ft (assist by A. Baynes),,26,26
91,1,0:03.0,,K. Leonard makes 2-pt jump shot from 17 ft,26,28
92,1,0:00.0,K. Caldwell-Pope misses 3-pt jump shot from 36 ft,,26,28
93,1,0:00.0,Offensive rebound by Team,,26,28
94,2,11:44.0,M. Morris misses 2-pt jump shot from 17 ft,,26,28
95,2,11:42.0,,Defensive rebound by P. Mills,26,28
96,2,11:30.0,,K. Anderson misses 2-pt jump shot from 13 ft,26,28
97,2,11:29.0,Defensive rebound by A. Baynes,,26,28
98,2,11:06.0,M. Morris makes 2-pt dunk at rim,,28,28
99,2,10:52.0,,P. Mills misses 2-pt jump shot from 17 ft,28,28
100,2,10:51.0,Defensive rebound by R. Bullock,,28,28
101,2,10:44.0,Shooting foul by D. West (drawn by A. Baynes),,28,28
102,2,10:44.0,A. Baynes makes free throw 1 of 2,,29,28
103,2,10:44.0,A. Baynes makes free throw 2 of 2,,30,28
104,2,10:29.0,,Offensive foul by D. West (drawn by S. Blake),30,28
105,2,10:29.0,,Turnover by D. West (offensive foul),30,28
106,2,10:13.0,M. Morris makes 2-pt jump shot from 16 ft,,32,28
107,2,10:04.0,,Personal foul by M. Morris (drawn by B. Diaw),32,28
108,2,9:53.0,,D. West misses 2-pt jump shot from 15 ft,32,28
109,2,9:52.0,Defensive rebound by D. Hilliard,,32,28
110,2,9:49.0,Offensive foul by A. Baynes (drawn by P. Mills),,32,28
111,2,9:49.0,Turnover by A. Baynes (offensive foul),,32,28
112,2,9:31.0,,D. West misses 2-pt jump shot from 7 ft,32,28
113,2,9:30.0,Defensive rebound by M. Morris,,32,28
114,2,9:26.0,Turnover by M. Morris (traveling),,32,28
115,2,9:13.0,,K. Anderson makes 2-pt jump shot from 11 ft (assist by P. Mills),32,30
116,2,9:13.0,,Shooting foul by S. Blake (drawn by K. Anderson),32,30
117,2,9:13.0,,K. Anderson makes free throw 1 of 1,32,31
118,2,8:59.0,S. Blake misses 2-pt jump shot from 19 ft,,32,31
119,2,8:58.0,,Defensive rebound by B. Diaw,32,31
120,2,8:42.0,,B. Diaw makes 2-pt hook shot from 4 ft (assist by P. Mills),32,33
121,2,8:23.0,A. Baynes makes 2-pt jump shot from 5 ft (assist by D. Hilliard),,34,33
122,2,8:09.0,,B. Diaw makes 3-pt jump shot from 23 ft (assist by P. Mills),34,36
123,2,7:53.0,D. Hilliard misses 3-pt jump shot from 23 ft,,34,36
124,2,7:52.0,,Defensive rebound by K. Anderson,34,36
125,2,7:43.0,,K. Anderson makes 2-pt jump shot from 14 ft,34,38
126,2,7:36.0,Detroit full timeout,,34,38
127,2,7:36.0,A. Drummond enters the game for A. Baynes,,34,38
128,2,7:29.0,M. Morris misses 2-pt jump shot from 18 ft,,34,38
129,2,7:28.0,,Defensive rebound by K. Anderson,34,38
130,2,7:19.0,,D. West makes 2-pt layup from 2 ft (assist by P. Mills),34,40
131,2,7:08.0,Turnover by S. Blake (bad pass),,34,40
132,2,7:08.0,,T. Parker enters the game for P. Mills,34,40
133,2,6:47.0,,B. Diaw misses 2-pt jump shot from 19 ft,34,40
134,2,6:46.0,Defensive rebound by S. Blake,,34,40
135,2,6:39.0,,Violation by J. Simmons (def goaltending),34,40
136,2,6:39.0,A. Drummond makes 2-pt layup at rim (assist by M. Morris),,36,40
137,2,6:19.0,,D. West misses 2-pt jump shot from 19 ft,36,40
138,2,6:18.0,Defensive rebound by R. Bullock,,36,40
139,2,6:08.0,S. Blake makes 3-pt jump shot from 25 ft,,39,40
140,2,6:08.0,,San Antonio full timeout,39,40
141,2,6:08.0,,L. Aldridge enters the game for B. Diaw,39,40
142,2,6:08.0,,T. Duncan enters the game for K. Anderson,39,40
143,2,6:08.0,,D. Green enters the game for J. Simmons,39,40
144,2,6:08.0,,K. Leonard enters the game for D. West,39,40
145,2,6:08.0,T. Harris enters the game for S. Blake,,39,40
146,2,6:08.0,R. Jackson enters the game for M. Morris,,39,40
147,2,6:08.0,K. Caldwell-Pope enters the game for D. Hilliard,,39,40
148,2,5:55.0,,D. Green misses 2-pt jump shot from 17 ft,39,40
149,2,5:54.0,Defensive rebound by A. Drummond,,39,40
150,2,5:38.0,R. Bullock makes 3-pt jump shot from 26 ft (assist by T. Harris),,42,40
151,2,5:11.0,,K. Leonard misses 2-pt jump shot from 19 ft,42,40
152,2,5:09.0,Defensive rebound by A. Drummond,,42,40
153,2,4:57.0,Turnover by A. Drummond (lost ball),,42,40
154,2,4:42.0,,D. Green misses 3-pt jump shot from 23 ft,42,40
155,2,4:40.0,Defensive rebound by A. Drummond,,42,40
156,2,4:35.0,R. Jackson misses 3-pt jump shot from 26 ft,,42,40
157,2,4:33.0,,Defensive rebound by T. Duncan,42,40
158,2,4:22.0,,Turnover by L. Aldridge (bad pass; steal by R. Jackson),42,40
159,2,4:16.0,T. Harris makes 2-pt layup from 1 ft,,44,40
160,2,4:01.0,,L. Aldridge misses 2-pt jump shot from 19 ft,44,40
161,2,4:00.0,Defensive rebound by A. Drummond,,44,40
162,2,3:49.0,R. Jackson makes 2-pt layup from 2 ft,,46,40
163,2,3:31.0,,Turnover by T. Parker (dbl dribble),46,40
164,2,3:16.0,T. Harris misses 2-pt jump shot from 15 ft,,46,40
165,2,3:15.0,,Defensive rebound by T. Parker,46,40
166,2,3:11.0,,Personal foul by K. Caldwell-Pope (drawn by T. Parker),46,40
167,2,3:03.0,,T. Duncan makes 2-pt jump shot from 6 ft (assist by K. Leonard),46,42
168,2,2:50.0,R. Jackson misses 2-pt jump shot from 7 ft,,46,42
169,2,2:49.0,,Defensive rebound by K. Leonard,46,42
170,2,2:41.0,,K. Leonard makes 2-pt layup from 2 ft,46,44
171,2,2:30.0,Personal foul by K. Leonard (drawn by R. Jackson),,46,44
172,2,2:30.0,Official timeout,,46,44
173,2,2:30.0,A. Baynes enters the game for A. Drummond,,46,44
174,2,2:17.0,T. Harris makes 3-pt jump shot from 24 ft (assist by R. Jackson),,49,44
175,2,1:56.0,,T. Duncan makes 2-pt hook shot from 6 ft,49,46
176,2,1:41.0,Personal foul by T. Parker (drawn by R. Jackson),,49,46
177,2,1:32.0,Turnover by K. Caldwell-Pope (bad pass; steal by D. Green),,49,46
178,2,1:23.0,,L. Aldridge makes 2-pt hook shot from 3 ft (assist by T. Duncan),49,48
179,2,1:08.0,T. Harris makes 2-pt layup at rim (assist by R. Jackson),,51,48
180,2,0:50.0,,K. Leonard makes 2-pt layup from 2 ft,51,50
181,2,0:31.0,Turnover by R. Jackson (bad pass; steal by T. Duncan),,51,50
182,2,0:13.0,,K. Leonard makes 2-pt jump shot from 8 ft,51,52
183,2,0:01.0,R. Jackson misses 2-pt jump shot from 17 ft,,51,52
184,2,0:00.0,,Defensive rebound by K. Leonard,51,52
185,3,11:45.0,M. Morris misses 2-pt jump shot from 15 ft,,51,52
186,3,11:45.0,,Defensive rebound by L. Aldridge,51,52
187,3,11:25.0,,L. Aldridge makes 2-pt jump shot from 16 ft (assist by D. Green),51,54
188,3,11:06.0,A. Drummond misses 2-pt layup from 1 ft,,51,54
189,3,11:04.0,,Defensive rebound by T. Duncan,51,54
190,3,10:49.0,,T. Parker makes 2-pt jump shot from 13 ft (assist by L. Aldridge),51,56
191,3,10:27.0,M. Morris makes 3-pt jump shot from 24 ft (assist by T. Harris),,54,56
192,3,10:04.0,,T. Parker makes 2-pt jump shot from 18 ft,54,58
193,3,9:50.0,K. Caldwell-Pope misses 2-pt jump shot from 17 ft,,54,58
194,3,9:48.0,,Defensive rebound by K. Leonard,54,58
195,3,9:36.0,,T. Duncan makes 2-pt jump shot from 5 ft (assist by D. Green),54,60
196,3,9:36.0,Detroit full timeout,,54,60
197,3,9:22.0,Turnover by A. Drummond (lost ball),,54,60
198,3,9:02.0,,K. Leonard misses 3-pt jump shot from 24 ft,54,60
199,3,9:02.0,Defensive rebound by M. Morris,,54,60
200,3,8:51.0,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,,54,60
201,3,8:50.0,,Defensive rebound by L. Aldridge,54,60
202,3,8:44.0,,T. Parker makes 2-pt layup at rim,54,62
203,3,8:33.0,R. Jackson misses 2-pt layup from 1 ft,,54,62
204,3,8:32.0,,Defensive rebound by T. Duncan,54,62
205,3,8:20.0,,T. Parker misses 2-pt jump shot from 17 ft,54,62
206,3,8:19.0,Defensive rebound by K. Caldwell-Pope,,54,62
207,3,8:15.0,K. Caldwell-Pope misses 2-pt layup from 2 ft,,54,62
208,3,8:13.0,,Defensive rebound by K. Leonard,54,62
209,3,8:02.0,,L. Aldridge makes 2-pt jump shot from 17 ft (assist by K. Leonard),54,64
210,3,7:43.0,T. Harris makes 2-pt layup at rim,,56,64
211,3,7:27.0,,L. Aldridge misses 2-pt jump shot from 16 ft,56,64
212,3,7:27.0,Defensive rebound by A. Drummond,,56,64
213,3,7:21.0,Personal foul by K. Leonard (drawn by T. Harris),,56,64
214,3,7:13.0,A. Drummond misses 3-pt jump shot,,56,64
215,3,7:13.0,,Defensive rebound by Team,56,64
216,3,6:50.0,,L. Aldridge makes 2-pt jump shot from 16 ft (assist by D. Green),56,66
217,3,6:37.0,Shooting foul by T. Duncan (drawn by A. Drummond),,56,66
218,3,6:37.0,A. Drummond misses free throw 1 of 2,,56,66
219,3,6:37.0,Offensive rebound by Team,,56,66
220,3,6:37.0,A. Drummond misses free throw 2 of 2,,56,66
221,3,6:36.0,,Defensive rebound by K. Leonard,56,66
222,3,6:22.0,,T. Duncan makes 2-pt layup from 1 ft (assist by L. Aldridge),56,68
223,3,6:07.0,M. Morris misses 2-pt jump shot from 15 ft,,56,68
224,3,6:06.0,,Defensive rebound by L. Aldridge,56,68
225,3,5:59.0,,D. Green misses 3-pt jump shot from 24 ft,56,68
226,3,5:57.0,,Offensive rebound by T. Duncan,56,68
227,3,5:39.0,,T. Parker misses 3-pt jump shot from 22 ft,56,68
228,3,5:38.0,Defensive rebound by A. Drummond,,56,68
229,3,5:38.0,Personal foul by D. Green (drawn by A. Drummond),,56,68
230,3,5:24.0,R. Jackson misses 2-pt layup at rim,,56,68
231,3,5:23.0,Offensive rebound by A. Drummond,,56,68
232,3,5:22.0,Shooting foul by L. Aldridge (drawn by A. Drummond),,56,68
233,3,5:22.0,A. Drummond misses free throw 1 of 2,,56,68
234,3,5:22.0,Offensive rebound by Team,,56,68
235,3,5:22.0,A. Drummond makes free throw 2 of 2,,57,68
236,3,5:07.0,,K. Leonard misses 3-pt jump shot from 24 ft,57,68
237,3,5:06.0,Defensive rebound by M. Morris,,57,68
238,3,5:00.0,Turnover by T. Harris (bad pass; steal by K. Leonard),,57,68
239,3,4:50.0,,San Antonio full timeout,57,68
240,3,4:50.0,A. Baynes enters the game for M. Morris,,57,68
241,3,4:41.0,,L. Aldridge makes 2-pt jump shot from 18 ft,57,70
242,3,4:41.0,,Shooting foul by A. Baynes (drawn by L. Aldridge),57,70
243,3,4:41.0,,D. West enters the game for T. Duncan,57,70
244,3,4:41.0,,L. Aldridge makes free throw 1 of 1,57,71
245,3,4:21.0,A. Baynes makes 2-pt layup at rim (assist by A. Drummond),,59,71
246,3,3:55.0,,D. West misses 2-pt jump shot from 16 ft,59,71
247,3,3:54.0,Defensive rebound by A. Drummond,,59,71
248,3,3:51.0,Personal take foul by T. Parker (drawn by R. Jackson),,59,71
249,3,3:51.0,R. Jackson makes free throw 1 of 2,,60,71
250,3,3:51.0,,P. Mills enters the game for T. Parker,60,71
251,3,3:51.0,R. Jackson makes free throw 2 of 2,,61,71
252,3,3:32.0,,K. Leonard misses 2-pt jump shot from 8 ft,61,71
253,3,3:31.0,Defensive rebound by T. Harris,,61,71
254,3,3:13.0,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,,61,71
255,3,3:12.0,,Defensive rebound by L. Aldridge,61,71
256,3,3:01.0,,K. Leonard makes 2-pt jump shot from 15 ft (assist by P. Mills),61,73
257,3,2:42.0,T. Harris misses 2-pt layup from 1 ft (block by D. West),,61,73
258,3,2:42.0,Offensive rebound by Team,,61,73
259,3,2:42.0,S. Blake enters the game for R. Jackson,,61,73
260,3,2:42.0,,K. Anderson enters the game for D. Green,61,73
261,3,2:35.0,Shooting foul by L. Aldridge (drawn by K. Caldwell-Pope),,61,73
262,3,2:35.0,K. Caldwell-Pope misses free throw 1 of 2,,61,73
263,3,2:35.0,Offensive rebound by Team,,61,73
264,3,2:35.0,K. Caldwell-Pope makes free throw 2 of 2,,62,73
265,3,2:18.0,,K. Leonard misses 3-pt jump shot from 24 ft,62,73
266,3,2:17.0,Defensive rebound by A. Drummond,,62,73
267,3,2:10.0,T. Harris misses 2-pt jump shot from 15 ft,,62,73
268,3,2:09.0,Offensive rebound by A. Drummond,,62,73
269,3,2:06.0,Turnover by A. Drummond (bad pass; steal by P. Mills),,62,73
270,3,2:01.0,,P. Mills makes 2-pt layup from 1 ft,62,75
271,3,1:41.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,62,75
272,3,1:40.0,,Defensive rebound by L. Aldridge,62,75
273,3,1:25.0,,L. Aldridge makes 2-pt jump shot from 17 ft (assist by P. Mills),62,77
274,3,1:07.0,A. Baynes misses 2-pt jump shot from 14 ft,,62,77
275,3,1:06.0,Offensive rebound by A. Drummond,,62,77
276,3,1:06.0,Shooting foul by L. Aldridge (drawn by A. Drummond),,62,77
277,3,1:06.0,A. Drummond misses free throw 1 of 2,,62,77
278,3,1:06.0,Offensive rebound by Team,,62,77
279,3,1:06.0,,A. Miller enters the game for K. Leonard,62,77
280,3,1:06.0,A. Drummond misses free throw 2 of 2,,62,77
281,3,1:05.0,,Defensive rebound by K. Anderson,62,77
282,3,0:52.0,,P. Mills misses 2-pt jump shot from 19 ft,62,77
283,3,0:52.0,,Offensive rebound by A. Miller,62,77
284,3,0:36.0,,L. Aldridge misses 2-pt jump shot from 18 ft,62,77
285,3,0:35.0,Defensive rebound by T. Harris,,62,77
286,3,0:26.0,Turnover by A. Baynes (bad pass; steal by K. Anderson),,62,77
287,3,0:08.0,,Shooting foul by A. Drummond (drawn by L. Aldridge),62,77
288,3,0:08.0,,L. Aldridge makes free throw 1 of 2,62,78
289,3,0:08.0,R. Bullock enters the game for A. Drummond,,62,78
290,3,0:08.0,,D. Green enters the game for D. West,62,78
291,3,0:08.0,,L. Aldridge makes free throw 2 of 2,62,79
292,3,0:01.0,K. Caldwell-Pope makes 2-pt layup from 1 ft (assist by S. Blake),,64,79
293,3,0:01.0,Shooting foul by P. Mills (drawn by K. Caldwell-Pope),,64,79
294,3,0:01.0,,D. West enters the game for L. Aldridge,64,79
295,3,0:01.0,K. Caldwell-Pope makes free throw 1 of 1,,65,79
296,4,11:54.0,,Personal foul by A. Baynes (drawn by D. West),65,79
297,4,11:44.0,,P. Mills misses 3-pt jump shot from 23 ft,65,79
298,4,11:44.0,Defensive rebound by Team,,65,79
299,4,11:32.0,D. Hilliard misses 2-pt jump shot from 5 ft,,65,79
300,4,11:32.0,Offensive rebound by Team,,65,79
301,4,11:32.0,,Loose ball foul by D. Green (drawn by A. Baynes),65,79
302,4,11:21.0,A. Baynes misses 2-pt jump shot from 7 ft (block by D. Green),,65,79
303,4,11:19.0,,Defensive rebound by A. Miller,65,79
304,4,10:58.0,,P. Mills makes 2-pt jump shot from 18 ft (assist by A. Miller),65,81
305,4,10:50.0,Personal foul by B. Diaw (drawn by M. Morris),,65,81
306,4,10:36.0,Shooting foul by A. Miller (drawn by R. Bullock),,65,81
307,4,10:36.0,R. Bullock makes free throw 1 of 3,,66,81
308,4,10:36.0,R. Bullock misses free throw 2 of 3,,66,81
309,4,10:36.0,Offensive rebound by Team,,66,81
310,4,10:36.0,R. Bullock makes free throw 3 of 3,,67,81
311,4,10:11.0,,D. West misses 2-pt jump shot from 21 ft,67,81
312,4,10:11.0,Defensive rebound by R. Bullock,,67,81
313,4,9:52.0,M. Morris misses 2-pt layup from 1 ft,,67,81
314,4,9:51.0,Offensive rebound by A. Baynes,,67,81
315,4,9:47.0,A. Baynes makes 2-pt layup at rim,,69,81
316,4,9:33.0,,B. Diaw misses 2-pt jump shot from 12 ft,69,81
317,4,9:32.0,Defensive rebound by A. Baynes,,69,81
318,4,9:23.0,D. Hilliard makes 3-pt jump shot from 24 ft (assist by S. Blake),,72,81
319,4,9:23.0,,San Antonio full timeout,72,81
320,4,9:23.0,,K. Anderson enters the game for D. Green,72,81
321,4,9:23.0,,K. Leonard enters the game for B. Diaw,72,81
322,4,8:58.0,,D. West makes 2-pt layup from 2 ft,72,83
323,4,8:31.0,S. Blake misses 3-pt jump shot from 34 ft (block by K. Anderson),,72,83
324,4,8:31.0,Offensive rebound by Team,,72,83
325,4,8:31.0,Turnover by Team (shot clock),,72,83
326,4,8:08.0,,K. Leonard makes 2-pt jump shot from 15 ft,72,85
327,4,8:00.0,Personal foul by K. Anderson (drawn by M. Morris),,72,85
328,4,8:00.0,T. Harris enters the game for A. Baynes,,72,85
329,4,8:00.0,R. Jackson enters the game for S. Blake,,72,85
330,4,8:00.0,A. Drummond enters the game for D. Hilliard,,72,85
331,4,8:00.0,,D. Green enters the game for A. Miller,72,85
332,4,8:00.0,,L. Aldridge enters the game for D. West,72,85
333,4,7:54.0,Turnover by R. Jackson (bad pass; steal by K. Leonard),,72,85
334,4,7:50.0,,K. Leonard makes 2-pt dunk at rim,72,87
335,4,7:47.0,Detroit full timeout,,72,87
336,4,7:47.0,K. Caldwell-Pope enters the game for R. Bullock,,72,87
337,4,7:47.0,,T. Parker enters the game for P. Mills,72,87
338,4,7:40.0,M. Morris misses 3-pt jump shot from 26 ft,,72,87
339,4,7:39.0,Offensive rebound by Team,,72,87
340,4,7:28.0,M. Morris misses 2-pt layup from 1 ft (block by K. Anderson),,72,87
341,4,7:28.0,Offensive rebound by Team,,72,87
342,4,7:20.0,R. Jackson makes 2-pt jump shot from 11 ft,,74,87
343,4,7:01.0,,Personal block foul by A. Drummond (drawn by L. Aldridge),74,87
344,4,6:43.0,,K. Leonard misses 3-pt jump shot from 25 ft,74,87
345,4,6:43.0,Defensive rebound by K. Caldwell-Pope,,74,87
346,4,6:32.0,M. Morris misses 3-pt jump shot from 23 ft,,74,87
347,4,6:31.0,,Defensive rebound by L. Aldridge,74,87
348,4,6:18.0,,K. Anderson misses 2-pt jump shot from 17 ft,74,87
349,4,6:18.0,Defensive rebound by Team,,74,87
350,4,6:03.0,T. Harris misses 2-pt jump shot from 11 ft,,74,87
351,4,6:02.0,,Defensive rebound by K. Leonard,74,87
352,4,5:40.0,,L. Aldridge makes 2-pt jump shot from 18 ft (assist by K. Leonard),74,89
353,4,5:18.0,M. Morris makes 2-pt layup at rim,,76,89
354,4,4:54.0,,Shooting foul by T. Harris (drawn by K. Anderson),76,89
355,4,4:54.0,,K. Anderson makes free throw 1 of 2,76,90
356,4,4:54.0,,K. Anderson makes free throw 2 of 2,76,91
357,4,4:46.0,Personal foul by K. Anderson (drawn by M. Morris),,76,91
358,4,4:46.0,M. Morris makes free throw 1 of 2,,77,91
359,4,4:46.0,,R. Butler enters the game for K. Anderson,77,91
360,4,4:46.0,M. Morris makes free throw 2 of 2,,78,91
361,4,4:30.0,,K. Leonard makes 2-pt jump shot from 8 ft (assist by L. Aldridge),78,93
362,4,4:11.0,A. Drummond makes 2-pt dunk at rim (assist by M. Morris),,80,93
363,4,3:47.0,,K. Leonard makes 2-pt hook shot from 6 ft (assist by T. Parker),80,95
364,4,3:31.0,T. Harris misses 2-pt layup from 1 ft,,80,95
365,4,3:30.0,,Defensive rebound by T. Parker,80,95
366,4,3:15.0,,L. Aldridge misses 2-pt jump shot from 15 ft,80,95
367,4,3:15.0,Defensive rebound by R. Jackson,,80,95
368,4,3:07.0,R. Jackson misses 2-pt jump shot from 15 ft,,80,95
369,4,3:06.0,,Defensive rebound by Team,80,95
370,4,3:06.0,,D. West enters the game for L. Aldridge,80,95
371,4,2:51.0,,K. Leonard misses 3-pt jump shot from 24 ft,80,95
372,4,2:50.0,Defensive rebound by R. Jackson,,80,95
373,4,2:45.0,R. Jackson misses 2-pt layup from 1 ft,,80,95
374,4,2:43.0,,Defensive rebound by D. West,80,95
375,4,2:33.0,,Turnover by D. Green (lost ball),80,95
376,4,2:33.0,Official timeout,,80,95
377,4,2:33.0,,J. Simmons enters the game for K. Leonard,80,95
378,4,2:33.0,,A. Miller enters the game for D. Green,80,95
379,4,2:33.0,,K. Anderson enters the game for T. Parker,80,95
380,4,2:18.0,Shooting foul by A. Miller (drawn by A. Drummond),,80,95
381,4,2:18.0,A. Drummond misses free throw 1 of 2,,80,95
382,4,2:18.0,Offensive rebound by Team,,80,95
383,4,2:18.0,A. Drummond misses free throw 2 of 2,,80,95
384,4,2:17.0,,Defensive rebound by D. West,80,95
385,4,1:50.0,,K. Anderson misses 2-pt jump shot from 5 ft,80,95
386,4,1:47.0,Defensive rebound by A. Drummond,,80,95
