,QUARTER,TIME_REMAINING,BOSTON_ACTION,TORONTO_ACTION,BOSTON_SCORE,TORONTO_SCORE
87,1,0:50.0,,T. Ross misses 3-pt jump shot from 23 ft,23,35
88,1,0:50.0,Defensive rebound by E. Turner,,23,35
89,1,0:38.0,T. Zeller makes 2-pt dunk at rim (assist by J. Crowder),,25,35
90,1,0:27.0,,C. Joseph misses 2-pt jump shot from 16 ft,25,35
91,1,0:26.0,Defensive rebound by E. Turner,,25,35
92,1,0:07.0,E. Turner makes 2-pt jump shot from 10 ft,,27,35
93,1,0:00.0,,D. DeRozan misses 3-pt jump shot from 24 ft,27,35
94,1,0:00.0,,Offensive rebound by Team,27,35
95,2,11:43.0,,P. Patterson misses 3-pt jump shot from 25 ft,27,35
96,2,11:42.0,Defensive rebound by E. Turner,,27,35
97,2,11:29.0,K. Olynyk makes 3-pt jump shot from 24 ft (assist by M. Smart),,30,35
98,2,11:15.0,,T. Ross makes 3-pt jump shot from 25 ft (assist by K. Lowry),30,38
99,2,10:58.0,T. Zeller misses 2-pt layup from 1 ft (block by B. Biyombo),,30,38
100,2,10:58.0,,Defensive rebound by Team,30,38
101,2,10:46.0,,K. Lowry makes 3-pt jump shot from 25 ft (assist by C. Joseph),30,41
102,2,10:32.0,Shooting foul by K. Lowry (drawn by T. Zeller),,30,41
103,2,10:32.0,T. Zeller misses free throw 1 of 2,,30,41
104,2,10:32.0,Offensive rebound by Team,,30,41
105,2,10:32.0,T. Zeller misses free throw 2 of 2,,30,41
106,2,10:31.0,,Defensive rebound by B. Biyombo,30,41
107,2,10:18.0,,Turnover by T. Ross (bad pass),30,41
108,2,10:18.0,J. Jerebko enters the game for T. Zeller,,30,41
109,2,10:00.0,A. Bradley misses 3-pt jump shot from 25 ft,,30,41
110,2,10:00.0,,Defensive rebound by Team,30,41
111,2,9:47.0,,K. Lowry misses 2-pt jump shot from 18 ft,30,41
112,2,9:47.0,Defensive rebound by K. Olynyk,,30,41
113,2,9:37.0,Turnover by A. Bradley (traveling),,30,41
114,2,9:18.0,,K. Lowry misses 3-pt jump shot from 25 ft,30,41
115,2,9:17.0,Defensive rebound by Team,,30,41
116,2,9:02.0,J. Jerebko misses 2-pt hook shot from 3 ft,,30,41
117,2,9:02.0,,Defensive rebound by B. Biyombo,30,41
118,2,8:43.0,Official timeout,,30,41
119,2,8:42.0,,Turnover by B. Biyombo (lost ball; steal by M. Smart),30,41
120,2,8:28.0,M. Smart makes 2-pt jump shot from 4 ft,,32,41
121,2,8:01.0,,P. Patterson makes 2-pt jump shot from 12 ft (assist by K. Lowry),32,43
122,2,7:44.0,J. Jerebko makes 3-pt jump shot from 25 ft (assist by K. Olynyk),,35,43
123,2,7:31.0,,Turnover by K. Lowry (lost ball; steal by J. Jerebko),35,43
124,2,7:25.0,J. Jerebko makes 2-pt layup from 1 ft,,37,43
125,2,7:08.0,,C. Joseph misses 2-pt jump shot from 21 ft,37,43
126,2,7:08.0,Defensive rebound by E. Turner,,37,43
127,2,6:57.0,K. Olynyk makes 3-pt jump shot from 25 ft (assist by E. Turner),,40,43
128,2,6:57.0,,Toronto full timeout,40,43
129,2,6:57.0,,D. DeRozan enters the game for B. Biyombo,40,43
130,2,6:57.0,,L. Scola enters the game for C. Joseph,40,43
131,2,6:39.0,,T. Ross makes 3-pt jump shot from 25 ft (assist by P. Patterson),40,46
132,2,6:21.0,J. Jerebko makes 3-pt jump shot from 25 ft (assist by E. Turner),,43,46
133,2,6:07.0,,Offensive foul by K. Lowry (drawn by M. Smart),43,46
134,2,6:07.0,,Turnover by K. Lowry (offensive foul),43,46
135,2,6:07.0,,C. Joseph enters the game for K. Lowry,43,46
136,2,5:54.0,Shooting foul by L. Scola (drawn by M. Smart),,43,46
137,2,5:54.0,M. Smart makes free throw 1 of 2,,44,46
138,2,5:54.0,M. Smart makes free throw 2 of 2,,45,46
139,2,5:32.0,,C. Joseph makes 2-pt layup from 2 ft (assist by D. DeRozan),45,48
140,2,5:19.0,E. Turner makes 2-pt jump shot from 9 ft,,47,48
141,2,5:08.0,,D. DeRozan misses 2-pt jump shot from 2 ft,47,48
142,2,5:07.0,,Offensive rebound by L. Scola,47,48
143,2,5:05.0,,L. Scola makes 2-pt layup from 1 ft,47,50
144,2,4:53.0,K. Olynyk makes 2-pt jump shot from 4 ft (assist by M. Smart),,49,50
145,2,4:29.0,,D. DeRozan misses 2-pt jump shot from 15 ft,49,50
146,2,4:29.0,Defensive rebound by Team,,49,50
147,2,4:28.0,I. Thomas enters the game for E. Turner,,49,50
148,2,4:12.0,,Offensive charge foul by J. Jerebko (drawn by L. Scola),49,50
149,2,4:12.0,Turnover by J. Jerebko (offensive foul),,49,50
150,2,4:04.0,,Personal foul by M. Smart (drawn by D. DeRozan),49,50
151,2,4:04.0,A. Johnson enters the game for K. Olynyk,,49,50
152,2,4:04.0,,J. Valančiūnas enters the game for P. Patterson,49,50
153,2,3:55.0,,T. Ross makes 2-pt jump shot from 6 ft (assist by C. Joseph),49,52
154,2,3:38.0,A. Bradley makes 2-pt jump shot from 6 ft (assist by A. Johnson),,51,52
155,2,3:16.0,,Shooting foul by J. Jerebko (drawn by D. DeRozan),51,52
156,2,3:16.0,,D. DeRozan makes free throw 1 of 2,51,53
157,2,3:16.0,,J. Johnson enters the game for T. Ross,51,53
158,2,3:16.0,,D. DeRozan makes free throw 2 of 2,51,54
159,2,2:54.0,M. Smart misses 3-pt jump shot from 24 ft,,51,54
160,2,2:53.0,,Defensive rebound by L. Scola,51,54
161,2,2:29.0,,L. Scola misses 2-pt jump shot from 13 ft,51,54
162,2,2:29.0,Defensive rebound by M. Smart,,51,54
163,2,2:25.0,,Violation by D. DeRozan (def goaltending),51,54
164,2,2:25.0,A. Bradley makes 2-pt layup from 1 ft (assist by M. Smart),,53,54
165,2,2:13.0,,D. DeRozan misses 2-pt layup from 2 ft,53,54
166,2,2:12.0,Defensive rebound by M. Smart,,53,54
167,2,2:08.0,A. Bradley makes 2-pt dunk at rim (assist by M. Smart),,55,54
168,2,2:07.0,,Toronto full timeout,55,54
169,2,2:07.0,Boston full timeout,,55,54
170,2,2:07.0,J. Crowder enters the game for M. Smart,,55,54
171,2,2:07.0,K. Olynyk enters the game for J. Jerebko,,55,54
172,2,1:42.0,,C. Joseph misses 2-pt jump shot from 4 ft (block by A. Johnson),55,54
173,2,1:41.0,Defensive rebound by I. Thomas,,55,54
174,2,1:33.0,J. Crowder makes 3-pt jump shot from 25 ft (assist by I. Thomas),,58,54
175,2,1:16.0,,C. Joseph misses 3-pt jump shot from 25 ft,58,54
176,2,1:16.0,Defensive rebound by J. Crowder,,58,54
177,2,1:04.0,A. Johnson misses 2-pt hook shot from 5 ft,,58,54
178,2,1:04.0,,Defensive rebound by J. Johnson,58,54
179,2,0:57.0,,Turnover by J. Johnson (lost ball; steal by J. Crowder),58,54
180,2,0:52.0,I. Thomas makes 2-pt layup from 1 ft (assist by J. Crowder),,60,54
181,2,0:36.0,,D. DeRozan misses 2-pt jump shot from 10 ft,60,54
182,2,0:35.0,,Offensive rebound by L. Scola,60,54
183,2,0:35.0,,L. Scola makes 2-pt layup from 1 ft,60,56
184,2,0:26.0,I. Thomas misses 2-pt layup from 3 ft,,60,56
185,2,0:25.0,Offensive rebound by A. Johnson,,60,56
186,2,0:03.0,A. Johnson makes 2-pt dunk at rim (assist by I. Thomas),,62,56
187,3,11:39.0,,J. Valančiūnas makes 2-pt hook shot from 3 ft (assist by K. Lowry),62,58
188,3,11:21.0,J. Sullinger misses 2-pt jump shot from 14 ft,,62,58
189,3,11:20.0,,Defensive rebound by K. Lowry,62,58
190,3,11:06.0,,K. Lowry misses 3-pt jump shot from 25 ft,62,58
191,3,11:05.0,Defensive rebound by Team,,62,58
192,3,10:49.0,A. Bradley makes 2-pt jump shot from 20 ft (assist by I. Thomas),,64,58
193,3,10:31.0,,D. DeRozan makes 2-pt jump shot from 14 ft,64,60
194,3,10:18.0,A. Bradley makes 2-pt jump shot from 19 ft (assist by I. Thomas),,66,60
195,3,10:05.0,,J. Valančiūnas makes 2-pt layup from 2 ft (assist by K. Lowry),66,62
196,3,9:48.0,Offensive foul by J. Sullinger (drawn by D. DeRozan),,66,62
197,3,9:48.0,Turnover by J. Sullinger (offensive foul),,66,62
198,3,9:30.0,,L. Scola makes 3-pt jump shot from 22 ft (assist by J. Johnson),66,65
199,3,9:10.0,J. Crowder misses 2-pt jump shot from 18 ft,,66,65
200,3,9:10.0,,Defensive rebound by J. Valančiūnas,66,65
201,3,8:56.0,,Turnover by J. Valančiūnas (lost ball; steal by J. Sullinger),66,65
202,3,8:55.0,Personal foul by L. Scola (drawn by J. Sullinger),,66,65
203,3,8:43.0,Shooting foul by J. Valančiūnas (drawn by I. Thomas),,66,65
204,3,8:43.0,I. Thomas makes free throw 1 of 2,,67,65
205,3,8:43.0,I. Thomas makes free throw 2 of 2,,68,65
206,3,8:21.0,,J. Valančiūnas makes 2-pt dunk at rim (assist by J. Johnson),68,67
207,3,8:05.0,Turnover by A. Johnson (bad pass; steal by J. Valančiūnas),,68,67
208,3,7:59.0,,K. Lowry makes 3-pt jump shot from 25 ft (assist by J. Johnson),68,70
209,3,7:59.0,Boston full timeout,,68,70
210,3,7:47.0,Turnover by A. Bradley (bad pass; steal by D. DeRozan),,68,70
211,3,7:34.0,,Turnover by D. DeRozan (bad pass; steal by J. Sullinger),68,70
212,3,7:27.0,A. Bradley misses 2-pt jump shot from 4 ft,,68,70
213,3,7:26.0,Offensive rebound by J. Sullinger,,68,70
214,3,7:25.0,J. Sullinger misses 2-pt layup from 2 ft,,68,70
215,3,7:24.0,,Defensive rebound by J. Valančiūnas,68,70
216,3,7:14.0,,J. Johnson misses 3-pt jump shot from 24 ft,68,70
217,3,7:13.0,Defensive rebound by A. Johnson,,68,70
218,3,7:03.0,J. Sullinger makes 2-pt jump shot from 21 ft (assist by I. Thomas),,70,70
219,3,6:41.0,,D. DeRozan misses 2-pt jump shot from 19 ft,70,70
220,3,6:40.0,Defensive rebound by J. Crowder,,70,70
221,3,6:34.0,Turnover by A. Bradley (step out of bounds),,70,70
222,3,6:34.0,K. Olynyk enters the game for J. Sullinger,,70,70
223,3,6:24.0,,D. DeRozan makes 2-pt layup from 4 ft,70,72
224,3,6:24.0,,Shooting foul by J. Crowder (drawn by D. DeRozan),70,72
225,3,6:24.0,,D. DeRozan makes free throw 1 of 1,70,73
226,3,6:12.0,Turnover by A. Johnson (offensive goaltending),,70,73
227,3,5:57.0,,K. Lowry misses 3-pt jump shot from 26 ft,70,73
228,3,5:57.0,Defensive rebound by I. Thomas,,70,73
229,3,5:48.0,J. Crowder makes 3-pt jump shot from 25 ft (assist by I. Thomas),,73,73
230,3,5:29.0,,D. DeRozan makes 2-pt jump shot from 18 ft (assist by K. Lowry),73,75
231,3,5:19.0,I. Thomas misses 2-pt jump shot from 10 ft,,73,75
232,3,5:19.0,Offensive rebound by K. Olynyk,,73,75
233,3,5:10.0,K. Olynyk makes 3-pt jump shot from 24 ft (assist by J. Crowder),,76,75
234,3,4:48.0,,Shooting foul by J. Crowder (drawn by J. Valančiūnas),76,75
235,3,4:48.0,,J. Valančiūnas misses free throw 1 of 2,76,75
236,3,4:48.0,,Offensive rebound by Team,76,75
237,3,4:48.0,,J. Valančiūnas makes free throw 2 of 2,76,76
238,3,4:36.0,J. Crowder misses 3-pt jump shot from 22 ft,,76,76
239,3,4:36.0,Offensive rebound by J. Crowder,,76,76
240,3,4:28.0,I. Thomas misses 2-pt jump shot from 18 ft,,76,76
241,3,4:28.0,,Defensive rebound by L. Scola,76,76
242,3,4:19.0,,Shooting foul by A. Johnson (drawn by D. DeRozan),76,76
243,3,4:19.0,,D. DeRozan misses free throw 1 of 2,76,76
244,3,4:19.0,,Offensive rebound by Team,76,76
245,3,4:19.0,,T. Ross enters the game for J. Johnson,76,76
246,3,4:19.0,,D. DeRozan makes free throw 2 of 2,76,77
247,3,4:09.0,I. Thomas makes 3-pt jump shot from 26 ft (assist by K. Olynyk),,79,77
248,3,3:47.0,,J. Valančiūnas makes 2-pt hook shot from 4 ft (assist by T. Ross),79,79
249,3,3:39.0,I. Thomas misses 3-pt jump shot from 26 ft,,79,79
250,3,3:39.0,,Defensive rebound by J. Valančiūnas,79,79
251,3,3:21.0,,T. Ross makes 3-pt jump shot from 24 ft (assist by K. Lowry),79,82
252,3,3:16.0,A. Bradley makes 3-pt jump shot from 26 ft (assist by I. Thomas),,82,82
253,3,2:58.0,,D. DeRozan makes 2-pt layup from 3 ft,82,84
254,3,2:51.0,Personal foul by L. Scola (drawn by I. Thomas),,82,84
255,3,2:51.0,,Toronto full timeout,82,84
256,3,2:51.0,,P. Patterson enters the game for L. Scola,82,84
257,3,2:51.0,,C. Joseph enters the game for K. Lowry,82,84
258,3,2:51.0,E. Turner enters the game for A. Johnson,,82,84
259,3,2:51.0,M. Smart enters the game for I. Thomas,,82,84
260,3,2:46.0,K. Olynyk misses 3-pt jump shot from 24 ft,,82,84
261,3,2:45.0,,Defensive rebound by P. Patterson,82,84
262,3,2:28.0,,D. DeRozan misses 2-pt jump shot from 13 ft,82,84
263,3,2:28.0,,Offensive rebound by Team,82,84
264,3,2:28.0,Loose ball foul by K. Olynyk (drawn by J. Valančiūnas),,82,84
265,3,2:18.0,,D. DeRozan makes 2-pt layup from 1 ft,82,86
266,3,2:04.0,M. Smart misses 2-pt layup from 2 ft,,82,86
267,3,2:03.0,,Defensive rebound by J. Valančiūnas,82,86
268,3,1:58.0,,D. DeRozan misses 2-pt jump shot from 4 ft,82,86
269,3,1:58.0,,Offensive rebound by J. Valančiūnas,82,86
270,3,1:55.0,,J. Valančiūnas makes 2-pt layup from 2 ft,82,88
271,3,1:47.0,K. Olynyk makes 2-pt layup from 3 ft,,84,88
272,3,1:47.0,Shooting foul by P. Patterson (drawn by K. Olynyk),,84,88
273,3,1:47.0,K. Olynyk makes free throw 1 of 1,,85,88
274,3,1:24.0,,J. Valančiūnas makes 2-pt layup from 2 ft (assist by D. DeRozan),85,90
275,3,1:12.0,Shooting foul by T. Ross (drawn by E. Turner),,85,90
276,3,1:12.0,E. Turner makes free throw 1 of 2,,86,90
277,3,1:12.0,J. Sullinger enters the game for J. Crowder,,86,90
278,3,1:12.0,E. Turner makes free throw 2 of 2,,87,90
279,3,0:57.0,,D. DeRozan makes 2-pt jump shot from 15 ft,87,92
280,3,0:47.0,Turnover by J. Sullinger (bad pass),,87,92
281,3,0:33.0,,D. DeRozan makes 2-pt jump shot from 17 ft,87,94
282,3,0:25.0,Shooting foul by C. Joseph (drawn by J. Sullinger),,87,94
283,3,0:25.0,J. Sullinger misses free throw 1 of 2,,87,94
284,3,0:25.0,Offensive rebound by Team,,87,94
285,3,0:25.0,J. Sullinger makes free throw 2 of 2,,88,94
286,3,0:06.0,,Personal foul by M. Smart (drawn by D. DeRozan),88,94
287,3,0:06.0,,D. DeRozan makes free throw 1 of 2,88,95
288,3,0:06.0,I. Thomas enters the game for J. Sullinger,,88,95
289,3,0:06.0,,B. Biyombo enters the game for J. Valančiūnas,88,95
290,3,0:06.0,,D. DeRozan makes free throw 2 of 2,88,96
291,3,0:01.0,E. Turner makes 2-pt layup from 1 ft,,90,96
292,4,11:45.0,I. Thomas misses 3-pt jump shot from 22 ft,,90,96
293,4,11:45.0,Offensive rebound by I. Thomas,,90,96
294,4,11:34.0,I. Thomas misses 2-pt jump shot from 3 ft (block by B. Biyombo),,90,96
295,4,11:32.0,Offensive rebound by Team,,90,96
296,4,11:32.0,,Loose ball foul by B. Biyombo (drawn by M. Smart),90,96
297,4,11:23.0,I. Thomas makes 3-pt jump shot from 25 ft (assist by K. Olynyk),,93,96
298,4,11:01.0,,B. Biyombo makes 2-pt layup from 2 ft,93,98
299,4,10:48.0,I. Thomas misses 3-pt jump shot from 24 ft,,93,98
300,4,10:48.0,,Defensive rebound by P. Patterson,93,98
301,4,10:38.0,,Turnover by B. Biyombo (3 sec),93,98
302,4,10:23.0,K. Olynyk makes 2-pt dunk at rim (assist by E. Turner),,95,98
303,4,9:57.0,,Turnover by K. Lowry (bad pass; steal by K. Olynyk),95,98
304,4,9:49.0,K. Olynyk misses 2-pt jump shot from 17 ft,,95,98
305,4,9:45.0,,Defensive rebound by P. Patterson,95,98
306,4,9:40.0,,Shooting block foul by E. Turner (drawn by B. Biyombo),95,98
307,4,9:40.0,,B. Biyombo misses free throw 1 of 2,95,98
308,4,9:40.0,,Offensive rebound by Team,95,98
309,4,9:40.0,,B. Biyombo misses free throw 2 of 2,95,98
310,4,9:39.0,Defensive rebound by J. Jerebko,,95,98
311,4,9:25.0,E. Turner misses 2-pt layup at rim,,95,98
312,4,9:25.0,,Defensive rebound by B. Biyombo,95,98
313,4,9:25.0,,Personal foul by J. Jerebko (drawn by B. Biyombo),95,98
314,4,9:12.0,,Shooting foul by K. Olynyk (drawn by B. Biyombo),95,98
315,4,9:12.0,,B. Biyombo makes free throw 1 of 2,95,99
316,4,9:12.0,,B. Biyombo misses free throw 2 of 2,95,99
317,4,9:10.0,,Offensive rebound by P. Patterson,95,99
318,4,9:06.0,,T. Ross misses 3-pt jump shot from 24 ft,95,99
319,4,9:06.0,,Offensive rebound by P. Patterson,95,99
320,4,9:02.0,,P. Patterson misses 2-pt hook shot from 2 ft,95,99
321,4,9:02.0,Defensive rebound by E. Turner,,95,99
322,4,8:48.0,M. Smart misses 3-pt jump shot from 25 ft,,95,99
323,4,8:47.0,,Defensive rebound by Team,95,99
324,4,8:46.0,Official timeout,,95,99
325,4,8:32.0,,T. Ross misses 3-pt jump shot from 24 ft,95,99
326,4,8:31.0,Defensive rebound by J. Jerebko,,95,99
327,4,8:15.0,Turnover by E. Turner (lost ball; steal by K. Lowry),,95,99
328,4,8:06.0,,C. Joseph misses 3-pt jump shot from 23 ft,95,99
329,4,8:05.0,Defensive rebound by M. Smart,,95,99
330,4,7:57.0,M. Smart makes 2-pt layup from 1 ft,,97,99
331,4,7:37.0,,K. Lowry misses 3-pt jump shot from 26 ft,97,99
332,4,7:36.0,,Offensive rebound by C. Joseph,97,99
333,4,7:26.0,,K. Lowry misses 3-pt jump shot from 23 ft,97,99
334,4,7:25.0,,Offensive rebound by P. Patterson,97,99
335,4,7:21.0,,P. Patterson makes 2-pt dunk at rim,97,101
336,4,7:01.0,Offensive foul by M. Smart (drawn by K. Lowry),,97,101
337,4,7:01.0,Turnover by M. Smart (offensive foul),,97,101
338,4,7:01.0,,D. DeRozan enters the game for C. Joseph,97,101
339,4,7:01.0,J. Crowder enters the game for M. Smart,,97,101
340,4,6:52.0,,Turnover by K. Lowry (bad pass),97,101
341,4,6:39.0,I. Thomas makes 2-pt jump shot from 16 ft,,99,101
342,4,6:17.0,,D. DeRozan makes 2-pt jump shot from 16 ft,99,103
343,4,6:05.0,I. Thomas misses 3-pt jump shot from 26 ft (block by B. Biyombo),,99,103
344,4,6:03.0,,Defensive rebound by D. DeRozan,99,103
345,4,5:52.0,,P. Patterson makes 2-pt jump shot from 11 ft,99,105
346,4,5:26.0,I. Thomas misses 2-pt layup from 3 ft,,99,105
347,4,5:26.0,,Defensive rebound by Team,99,105
348,4,5:26.0,Loose ball foul by J. Jerebko (drawn by B. Biyombo),,99,105
349,4,5:26.0,,Toronto full timeout,99,105
350,4,5:26.0,A. Bradley enters the game for E. Turner,,99,105
351,4,5:26.0,A. Johnson enters the game for J. Jerebko,,99,105
352,4,5:18.0,,Turnover by K. Lowry (bad pass; steal by J. Crowder),99,105
353,4,5:13.0,I. Thomas makes 2-pt layup from 1 ft (assist by J. Crowder),,101,105
354,4,4:54.0,,T. Ross misses 3-pt jump shot from 24 ft,101,105
355,4,4:53.0,Defensive rebound by K. Olynyk,,101,105
356,4,4:47.0,Personal foul by K. Lowry (drawn by I. Thomas),,101,105
357,4,4:47.0,,J. Valančiūnas enters the game for B. Biyombo,101,105
358,4,4:38.0,Turnover by J. Crowder (bad pass; steal by K. Lowry),,101,105
359,4,4:15.0,,D. DeRozan misses 2-pt jump shot from 19 ft,101,105
360,4,4:15.0,Defensive rebound by A. Johnson,,101,105
361,4,4:07.0,I. Thomas makes 2-pt layup from 1 ft,,103,105
362,4,3:51.0,,P. Patterson misses 3-pt jump shot from 26 ft,103,105
363,4,3:50.0,Defensive rebound by A. Bradley,,103,105
364,4,3:41.0,I. Thomas misses 2-pt jump shot from 14 ft,,103,105
365,4,3:40.0,,Defensive rebound by J. Valančiūnas,103,105
366,4,3:30.0,,P. Patterson misses 3-pt jump shot from 26 ft,103,105
367,4,3:30.0,Defensive rebound by I. Thomas,,103,105
368,4,3:20.0,A. Bradley makes 2-pt jump shot from 19 ft,,105,105
369,4,2:52.0,,K. Lowry makes 3-pt jump shot from 28 ft (assist by D. DeRozan),105,108
370,4,2:39.0,K. Olynyk makes 2-pt layup from 1 ft,,107,108
371,4,2:16.0,,T. Ross makes 3-pt jump shot from 25 ft (assist by P. Patterson),107,111
372,4,2:15.0,Boston full timeout,,107,111
373,4,2:15.0,,B. Biyombo enters the game for J. Valančiūnas,107,111
374,4,2:02.0,K. Olynyk misses 3-pt jump shot from 24 ft,,107,111
