,QUARTER,TIME_REMAINING,CHICAGO_ACTION,ATLANTA_ACTION,CHICAGO_SCORE,ATLANTA_SCORE
105,1,0:02.0,J. Butler misses 3-pt jump shot from 24 ft,,19,30
106,1,0:00.0,Offensive rebound by Team,,19,30
107,2,11:46.0,A. Brooks misses 2-pt layup from 2 ft (block by A. Horford),,19,30
108,2,11:43.0,,Defensive rebound by J. Teague,19,30
109,2,11:38.0,,A. Horford makes 2-pt layup from 1 ft (assist by M. Scott),19,32
110,2,11:19.0,T. Gibson makes 2-pt jump shot from 16 ft (assist by T. Snell),,21,32
111,2,11:08.0,,M. Scott makes 3-pt jump shot from 24 ft (assist by J. Teague),21,35
112,2,10:57.0,Turnover by T. Gibson (bad pass; steal by J. Holiday),,21,35
113,2,10:38.0,,M. Scott makes 2-pt layup at rim (assist by T. Hardaway),21,37
114,2,10:38.0,Chicago full timeout,,21,37
115,2,10:38.0,D. Rose enters the game for B. Portis,,21,37
116,2,10:38.0,N. Mirotić enters the game for A. Brooks,,21,37
117,2,10:25.0,D. Rose misses 2-pt jump shot from 19 ft,,21,37
118,2,10:25.0,Offensive rebound by T. Gibson,,21,37
119,2,10:25.0,T. Gibson makes 2-pt layup at rim,,23,37
120,2,10:25.0,Shooting foul by J. Holiday (drawn by T. Gibson),,23,37
121,2,10:25.0,T. Gibson makes free throw 1 of 1,,24,37
122,2,10:15.0,,J. Teague makes 2-pt jump shot from 12 ft,24,39
123,2,10:09.0,Turnover by D. Rose (bad pass; steal by M. Scott),,24,39
124,2,10:05.0,,M. Scott makes 2-pt dunk at rim,24,41
125,2,9:50.0,T. Snell misses 3-pt jump shot from 25 ft,,24,41
126,2,9:48.0,,Defensive rebound by A. Horford,24,41
127,2,9:35.0,,Turnover by J. Holiday (bad pass),24,41
128,2,9:22.0,N. Mirotić makes 2-pt layup from 1 ft (assist by D. Rose),,26,41
129,2,9:10.0,,J. Teague makes 3-pt jump shot from 24 ft (assist by A. Horford),26,44
130,2,8:51.0,T. Snell misses 3-pt jump shot from 23 ft,,26,44
131,2,8:49.0,,Defensive rebound by J. Holiday,26,44
132,2,8:31.0,,M. Scott misses 3-pt jump shot from 24 ft,26,44
133,2,8:29.0,Defensive rebound by N. Mirotić,,26,44
134,2,8:23.0,Turnover by D. Rose (bad pass; steal by J. Holiday),,26,44
135,2,8:14.0,,T. Hardaway misses 3-pt jump shot from 24 ft,26,44
136,2,8:12.0,Defensive rebound by T. Snell,,26,44
137,2,8:03.0,Shooting foul by A. Horford (drawn by D. Rose),,26,44
138,2,8:03.0,D. Rose makes free throw 1 of 2,,27,44
139,2,8:03.0,,K. Korver enters the game for T. Hardaway,27,44
140,2,8:03.0,J. Butler enters the game for T. Snell,,27,44
141,2,8:03.0,D. Rose makes free throw 2 of 2,,28,44
142,2,7:42.0,,J. Teague makes 2-pt layup from 2 ft,28,46
143,2,7:26.0,Shooting foul by J. Holiday (drawn by J. Butler),,28,46
144,2,7:26.0,J. Butler makes free throw 1 of 2,,29,46
145,2,7:26.0,,K. Bazemore enters the game for J. Holiday,29,46
146,2,7:26.0,J. Butler makes free throw 2 of 2,,30,46
147,2,7:05.0,,M. Scott makes 3-pt jump shot from 22 ft (assist by K. Korver),30,49
148,2,6:51.0,N. Mirotić makes 3-pt jump shot from 25 ft (assist by J. Butler),,33,49
149,2,6:44.0,,Atlanta full timeout,33,49
150,2,6:44.0,,P. Millsap enters the game for A. Horford,33,49
151,2,6:44.0,,T. Splitter enters the game for M. Scott,33,49
152,2,6:28.0,,Turnover by K. Bazemore (bad pass; steal by J. Butler),33,49
153,2,6:13.0,N. Mirotić misses 3-pt jump shot from 23 ft,,33,49
154,2,6:10.0,,Defensive rebound by P. Millsap,33,49
155,2,5:56.0,,T. Splitter misses 2-pt hook shot from 8 ft,33,49
156,2,5:53.0,Defensive rebound by J. Butler,,33,49
157,2,5:48.0,J. Butler makes 2-pt jump shot from 19 ft,,35,49
158,2,5:40.0,,Personal foul by D. McDermott (drawn by K. Bazemore),35,49
159,2,5:40.0,P. Gasol enters the game for T. Gibson,,35,49
160,2,5:34.0,,Shooting foul by J. Butler (drawn by J. Teague),35,49
161,2,5:34.0,,J. Teague makes free throw 1 of 2,35,50
162,2,5:34.0,,J. Teague misses free throw 2 of 2,35,50
163,2,5:33.0,Defensive rebound by N. Mirotić,,35,50
164,2,5:22.0,Shooting foul by P. Millsap (drawn by D. Rose),,35,50
165,2,5:22.0,D. Rose misses free throw 1 of 2,,35,50
166,2,5:22.0,Offensive rebound by Team,,35,50
167,2,5:22.0,D. Rose makes free throw 2 of 2,,36,50
168,2,5:06.0,,K. Bazemore misses 2-pt layup at rim,36,50
169,2,5:03.0,Defensive rebound by P. Gasol,,36,50
170,2,4:58.0,D. Rose makes 2-pt layup from 1 ft,,38,50
171,2,4:51.0,,J. Teague misses 2-pt layup from 1 ft,38,50
172,2,4:49.0,,Offensive rebound by J. Teague,38,50
173,2,4:39.0,,T. Splitter makes 2-pt layup from 1 ft (assist by K. Bazemore),38,52
174,2,4:19.0,J. Butler misses 2-pt layup at rim,,38,52
175,2,4:17.0,Offensive rebound by J. Butler,,38,52
176,2,4:17.0,J. Butler makes 2-pt layup from 1 ft,,40,52
177,2,4:11.0,,Turnover by J. Teague (lost ball; steal by D. Rose),40,52
178,2,4:04.0,D. McDermott makes 2-pt layup at rim,,42,52
179,2,3:51.0,,P. Millsap makes 2-pt jump shot from 12 ft (assist by J. Teague),42,54
180,2,3:51.0,,Shooting block foul by N. Mirotić (drawn by P. Millsap),42,54
181,2,3:51.0,,P. Millsap makes free throw 1 of 1,42,55
182,2,3:40.0,N. Mirotić makes 3-pt jump shot from 25 ft (assist by D. Rose),,45,55
183,2,3:16.0,,P. Millsap makes 2-pt jump shot from 14 ft (assist by K. Bazemore),45,57
184,2,3:06.0,Turnover by D. Rose (lost ball; steal by J. Teague),,45,57
185,2,3:02.0,,Turnover by J. Teague (bad pass; steal by N. Mirotić),45,57
186,2,2:50.0,P. Gasol makes 2-pt dunk at rim,,47,57
187,2,2:47.0,,Atlanta full timeout,47,57
188,2,2:47.0,Official timeout,,47,57
189,2,2:47.0,,D. Schröder enters the game for J. Teague,47,57
190,2,2:47.0,,A. Horford enters the game for T. Splitter,47,57
191,2,2:34.0,,A. Horford misses 3-pt jump shot from 23 ft,47,57
192,2,2:32.0,Defensive rebound by N. Mirotić,,47,57
193,2,2:17.0,Turnover by N. Mirotić (bad pass; steal by A. Horford),,47,57
194,2,2:12.0,,K. Korver makes 3-pt jump shot from 25 ft (assist by D. Schröder),47,60
195,2,1:52.0,P. Gasol misses 2-pt jump shot from 17 ft,,47,60
196,2,1:50.0,,Defensive rebound by D. Schröder,47,60
197,2,1:37.0,,A. Horford misses 2-pt layup at rim,47,60
198,2,1:37.0,,Offensive rebound by A. Horford,47,60
199,2,1:37.0,,P. Millsap misses 2-pt layup from 1 ft,47,60
200,2,1:36.0,,Offensive rebound by A. Horford,47,60
201,2,1:36.0,,A. Horford makes 2-pt layup at rim,47,62
202,2,1:36.0,Chicago full timeout,,47,62
203,2,1:19.0,Shooting foul by K. Bazemore (drawn by J. Butler),,47,62
204,2,1:19.0,J. Butler makes free throw 1 of 2,,48,62
205,2,1:19.0,J. Butler makes free throw 2 of 2,,49,62
206,2,1:10.0,,K. Korver makes 2-pt jump shot from 21 ft (assist by A. Horford),49,64
207,2,0:50.0,D. McDermott misses 3-pt jump shot from 22 ft (block by K. Korver),,49,64
208,2,0:48.0,Offensive rebound by D. Rose,,49,64
209,2,0:46.0,Turnover by P. Gasol (3 sec),,49,64
210,2,0:46.0,T. Snell enters the game for J. Butler,,49,64
211,2,0:46.0,,J. Holiday enters the game for K. Bazemore,49,64
212,2,0:30.0,,A. Horford misses 2-pt layup from 1 ft (block by N. Mirotić),49,64
213,2,0:28.0,Defensive rebound by P. Gasol,,49,64
214,2,0:08.0,T. Snell makes 2-pt jump shot from 14 ft,,51,64
215,2,0:02.0,,P. Millsap misses 2-pt jump shot from 11 ft,51,64
216,2,0:01.0,Defensive rebound by D. McDermott,,51,64
217,3,11:51.0,D. Rose misses 2-pt layup from 1 ft,,51,64
218,3,11:47.0,Offensive rebound by P. Gasol,,51,64
219,3,11:46.0,P. Gasol misses 2-pt layup at rim (block by P. Millsap),,51,64
220,3,11:43.0,,Defensive rebound by A. Horford,51,64
221,3,11:34.0,,Turnover by K. Korver (palming),51,64
222,3,11:21.0,J. Butler makes 2-pt layup at rim,,53,64
223,3,11:08.0,,Shooting foul by N. Mirotić (drawn by K. Bazemore),53,64
224,3,11:08.0,,K. Bazemore makes free throw 1 of 2,53,65
225,3,11:08.0,,K. Bazemore makes free throw 2 of 2,53,66
226,3,10:58.0,P. Gasol misses 2-pt jump shot from 19 ft,,53,66
227,3,10:56.0,,Defensive rebound by K. Bazemore,53,66
228,3,10:49.0,,K. Bazemore misses 2-pt layup at rim,53,66
229,3,10:48.0,Defensive rebound by P. Gasol,,53,66
230,3,10:42.0,Personal foul by K. Bazemore (drawn by J. Butler),,53,66
231,3,10:36.0,Shooting foul by P. Millsap (drawn by N. Mirotić),,53,66
232,3,10:36.0,N. Mirotić makes free throw 1 of 2,,54,66
233,3,10:36.0,N. Mirotić makes free throw 2 of 2,,55,66
234,3,10:18.0,,P. Millsap misses 3-pt jump shot from 24 ft,55,66
235,3,10:17.0,Defensive rebound by Team,,55,66
236,3,10:03.0,N. Mirotić makes 3-pt jump shot from 24 ft (assist by P. Gasol),,58,66
237,3,9:51.0,,K. Korver misses 3-pt jump shot from 25 ft,58,66
238,3,9:50.0,Defensive rebound by T. Gibson,,58,66
239,3,9:35.0,P. Gasol makes 2-pt hook shot from 5 ft,,60,66
240,3,9:34.0,,Atlanta full timeout,60,66
241,3,9:20.0,,A. Horford makes 2-pt layup from 2 ft,60,68
242,3,9:10.0,Personal foul by K. Bazemore (drawn by J. Butler),,60,68
243,3,9:10.0,,T. Splitter enters the game for K. Bazemore,60,68
244,3,9:02.0,Turnover by D. Rose (bad pass; steal by T. Splitter),,60,68
245,3,8:58.0,,Turnover by K. Korver (traveling),60,68
246,3,8:40.0,N. Mirotić misses 2-pt layup from 2 ft (block by P. Millsap),,60,68
247,3,8:38.0,,Defensive rebound by P. Millsap,60,68
248,3,8:34.0,,K. Korver misses 3-pt jump shot from 24 ft,60,68
249,3,8:33.0,Defensive rebound by N. Mirotić,,60,68
250,3,8:24.0,T. Gibson misses 2-pt jump shot from 16 ft,,60,68
251,3,8:23.0,,Defensive rebound by K. Korver,60,68
252,3,8:12.0,,P. Millsap makes 2-pt layup from 2 ft (assist by A. Horford),60,70
253,3,8:01.0,D. Rose makes 2-pt jump shot from 20 ft,,62,70
254,3,7:40.0,,K. Korver makes 3-pt jump shot from 24 ft (assist by P. Millsap),62,73
255,3,7:25.0,Turnover by J. Butler (bad pass),,62,73
256,3,7:15.0,,P. Millsap makes 2-pt jump shot from 8 ft (assist by J. Teague),62,75
257,3,7:14.0,Chicago full timeout,,62,75
258,3,7:14.0,T. Snell enters the game for N. Mirotić,,62,75
259,3,7:04.0,J. Butler makes 3-pt jump shot from 24 ft (assist by D. Rose),,65,75
260,3,6:50.0,,P. Millsap misses 2-pt jump shot from 6 ft,65,75
261,3,6:48.0,,Offensive rebound by Team,65,75
262,3,6:34.0,,A. Horford misses 3-pt jump shot from 24 ft,65,75
263,3,6:32.0,Defensive rebound by T. Snell,,65,75
264,3,6:29.0,Shooting foul by K. Korver (drawn by J. Butler),,65,75
265,3,6:29.0,J. Butler makes free throw 1 of 2,,66,75
266,3,6:29.0,J. Butler misses free throw 2 of 2,,66,75
267,3,6:28.0,,Defensive rebound by A. Horford,66,75
268,3,6:16.0,,Turnover by P. Millsap (bad pass),66,75
269,3,6:01.0,Turnover by J. Butler (bad pass),,66,75
270,3,5:45.0,,T. Splitter misses 3-pt jump shot from 23 ft,66,75
271,3,5:44.0,Defensive rebound by D. Rose,,66,75
272,3,5:37.0,Turnover by D. Rose (bad pass),,66,75
273,3,5:29.0,,Turnover by K. Korver (lost ball; steal by D. Rose),66,75
274,3,5:26.0,Shooting foul by K. Korver (drawn by D. Rose),,66,75
275,3,5:26.0,D. Rose makes free throw 1 of 2,,67,75
276,3,5:26.0,N. Mirotić enters the game for T. Gibson,,67,75
277,3,5:26.0,D. Rose makes free throw 2 of 2,,68,75
278,3,5:18.0,,T. Splitter misses 2-pt layup at rim (block by D. Rose),68,75
279,3,5:18.0,,Offensive rebound by Team,68,75
280,3,5:02.0,,J. Teague misses 2-pt jump shot from 11 ft,68,75
281,3,4:59.0,Defensive rebound by J. Butler,,68,75
282,3,4:55.0,T. Snell misses 2-pt layup at rim,,68,75
283,3,4:52.0,Offensive rebound by J. Butler,,68,75
284,3,4:52.0,J. Butler makes 2-pt dunk at rim,,70,75
285,3,4:45.0,,J. Teague misses 2-pt jump shot from 5 ft,70,75
286,3,4:45.0,Defensive rebound by Team,,70,75
287,3,4:35.0,D. Rose makes 2-pt layup from 1 ft,,72,75
288,3,4:20.0,Violation by N. Mirotić (kicked ball),,72,75
289,3,4:20.0,,T. Hardaway enters the game for A. Horford,72,75
290,3,4:11.0,,Shooting foul by J. Butler (drawn by T. Splitter),72,75
291,3,4:11.0,,T. Splitter makes free throw 1 of 2,72,76
292,3,4:11.0,,J. Holiday enters the game for K. Korver,72,76
293,3,4:11.0,,D. Schröder enters the game for J. Teague,72,76
294,3,4:11.0,,T. Splitter makes free throw 2 of 2,72,77
295,3,3:56.0,N. Mirotić misses 2-pt hook shot from 7 ft,,72,77
296,3,3:56.0,Offensive rebound by Team,,72,77
297,3,3:56.0,,Loose ball foul by T. Hardaway (drawn by P. Gasol),72,77
298,3,3:56.0,P. Gasol makes free throw 1 of 2,,73,77
299,3,3:56.0,P. Gasol misses free throw 2 of 2,,73,77
300,3,3:55.0,,Defensive rebound by J. Holiday,73,77
301,3,3:41.0,,P. Millsap misses 2-pt jump shot from 16 ft,73,77
302,3,3:38.0,Defensive rebound by P. Gasol,,73,77
303,3,3:38.0,Personal foul by P. Millsap (drawn by D. Rose),,73,77
304,3,3:38.0,D. Rose makes free throw 1 of 2,,74,77
305,3,3:38.0,,M. Scott enters the game for T. Splitter,74,77
306,3,3:38.0,T. Gibson enters the game for P. Gasol,,74,77
307,3,3:38.0,D. Rose makes free throw 2 of 2,,75,77
308,3,3:26.0,,D. Schröder makes 3-pt jump shot from 25 ft (assist by P. Millsap),75,80
309,3,3:13.0,D. Rose misses 2-pt layup from 1 ft (block by D. Schröder),,75,80
310,3,3:13.0,Offensive rebound by Team,,75,80
311,3,3:05.0,J. Butler makes 2-pt jump shot from 3 ft,,77,80
312,3,2:39.0,,T. Hardaway misses 2-pt layup from 1 ft,77,80
313,3,2:39.0,,Offensive rebound by Team,77,80
314,3,2:39.0,,Turnover by Team (shot clock),77,80
315,3,2:28.0,D. Rose misses 2-pt layup from 2 ft,,77,80
316,3,2:28.0,Offensive rebound by J. Butler,,77,80
317,3,2:28.0,Turnover by T. Gibson (offensive goaltending),,77,80
318,3,2:28.0,,A. Horford enters the game for P. Millsap,77,80
319,3,2:15.0,,A. Horford makes 2-pt layup from 1 ft (assist by D. Schröder),77,82
320,3,2:00.0,J. Butler makes 2-pt layup from 1 ft,,79,82
321,3,1:54.0,Violation by N. Mirotić (kicked ball),,79,82
322,3,1:50.0,,Turnover by D. Schröder (bad pass; steal by T. Snell),79,82
323,3,1:45.0,Turnover by T. Snell (lost ball; steal by T. Hardaway),,79,82
324,3,1:41.0,,A. Horford makes 2-pt dunk at rim (assist by D. Schröder),79,84
325,3,1:27.0,N. Mirotić makes 2-pt dunk at rim (assist by J. Butler),,81,84
326,3,1:09.0,,D. Schröder misses 2-pt layup from 1 ft,81,84
327,3,1:08.0,Defensive rebound by T. Gibson,,81,84
328,3,0:56.0,J. Butler misses 2-pt layup from 1 ft (block by A. Horford),,81,84
329,3,0:56.0,Offensive rebound by Team,,81,84
330,3,0:56.0,,K. Bazemore enters the game for J. Holiday,81,84
331,3,0:53.0,J. Butler misses 2-pt jump shot from 17 ft,,81,84
332,3,0:51.0,,Defensive rebound by A. Horford,81,84
333,3,0:35.0,,Shooting foul by D. Rose (drawn by D. Schröder),81,84
334,3,0:35.0,,D. Schröder makes 2-pt layup at rim,81,86
335,3,0:35.0,,J. Holiday enters the game for K. Bazemore,81,86
336,3,0:35.0,,D. Schröder makes free throw 1 of 1,81,87
337,3,0:24.0,Shooting foul by J. Holiday (drawn by J. Butler),,81,87
338,3,0:24.0,J. Butler makes free throw 1 of 2,,82,87
339,3,0:24.0,,K. Korver enters the game for J. Holiday,82,87
340,3,0:24.0,J. Butler makes free throw 2 of 2,,83,87
341,3,0:03.0,,T. Hardaway misses 3-pt jump shot from 22 ft,83,87
342,3,0:02.0,,Offensive rebound by M. Scott,83,87
343,3,0:02.0,,M. Scott makes 2-pt dunk at rim,83,89
344,3,0:00.0,J. Butler misses 3-pt jump shot from 50 ft,,83,89
345,3,0:00.0,Offensive rebound by Team,,83,89
346,4,11:49.0,,A. Horford makes 2-pt layup from 1 ft (assist by D. Schröder),83,91
347,4,11:49.0,,Shooting foul by T. Gibson (drawn by A. Horford),83,91
348,4,11:49.0,,A. Horford makes free throw 1 of 1,83,92
349,4,11:37.0,D. Rose misses 2-pt layup from 2 ft,,83,92
350,4,11:35.0,,Defensive rebound by T. Hardaway,83,92
351,4,11:28.0,,D. Schröder misses 2-pt layup from 1 ft,83,92
352,4,11:26.0,Defensive rebound by N. Mirotić,,83,92
353,4,11:21.0,D. Rose misses 2-pt layup from 1 ft,,83,92
354,4,11:20.0,,Defensive rebound by A. Horford,83,92
355,4,11:15.0,,M. Scott makes 2-pt dunk at rim (assist by A. Horford),83,94
356,4,11:14.0,Chicago full timeout,,83,94
357,4,11:14.0,P. Gasol enters the game for T. Gibson,,83,94
358,4,11:14.0,E. Moore enters the game for D. Rose,,83,94
359,4,11:14.0,J. Butler enters the game for T. Snell,,83,94
360,4,11:06.0,Personal foul by D. Schröder (drawn by J. Butler),,83,94
361,4,11:06.0,,K. Bazemore enters the game for T. Hardaway,83,94
362,4,11:02.0,J. Butler misses 2-pt layup from 1 ft,,83,94
363,4,11:02.0,Offensive rebound by J. Butler,,83,94
364,4,11:02.0,Shooting foul by M. Scott (drawn by J. Butler),,83,94
365,4,11:02.0,J. Butler makes free throw 1 of 2,,84,94
366,4,11:02.0,J. Butler makes free throw 2 of 2,,85,94
367,4,10:47.0,,K. Bazemore makes 2-pt layup from 1 ft (assist by M. Scott),85,96
368,4,10:34.0,N. Mirotić misses 3-pt jump shot from 24 ft,,85,96
369,4,10:32.0,,Defensive rebound by K. Korver,85,96
370,4,10:19.0,,A. Horford makes 2-pt jump shot from 19 ft (assist by D. Schröder),85,98
371,4,10:04.0,Turnover by J. Butler (lost ball; steal by K. Bazemore),,85,98
372,4,9:59.0,,A. Horford makes 2-pt dunk at rim (assist by D. Schröder),85,100
373,4,9:57.0,Chicago full timeout,,85,100
374,4,9:37.0,N. Mirotić misses 2-pt layup from 1 ft (block by A. Horford),,85,100
375,4,9:34.0,,Defensive rebound by M. Scott,85,100
376,4,9:20.0,,D. Schröder makes 2-pt jump shot from 20 ft,85,102
377,4,9:09.0,Shooting foul by D. Schröder (drawn by E. Moore),,85,102
378,4,9:09.0,E. Moore makes free throw 1 of 2,,86,102
379,4,9:09.0,E. Moore makes free throw 2 of 2,,87,102
380,4,8:48.0,,K. Bazemore misses 2-pt layup from 2 ft,87,102
381,4,8:46.0,Defensive rebound by P. Gasol,,87,102
382,4,8:32.0,D. McDermott makes 2-pt jump shot from 10 ft (assist by P. Gasol),,89,102
383,4,8:14.0,,D. Schröder misses 2-pt layup at rim (block by P. Gasol),89,102
384,4,8:12.0,Defensive rebound by J. Butler,,89,102
385,4,8:06.0,D. McDermott makes 2-pt layup from 1 ft (assist by N. Mirotić),,91,102
386,4,8:05.0,,Atlanta full timeout,91,102
387,4,8:05.0,,J. Teague enters the game for D. Schröder,91,102
388,4,8:05.0,,P. Millsap enters the game for M. Scott,91,102
