,QUARTER,TIME_REMAINING,ATLANTA_ACTION,BROOKLYN_ACTION,ATLANTA_SCORE,BROOKLYN_SCORE
0,1,11:46.0,A. Horford makes 2-pt jump shot from 18 ft (assist by D. Schröder),,2,0
1,1,11:26.0,,T. Young misses 2-pt layup from 2 ft (block by K. Korver),2,0
2,1,11:25.0,Defensive rebound by D. Schröder,,2,0
3,1,11:12.0,K. Korver misses 2-pt jump shot from 18 ft,,2,0
4,1,11:11.0,,Defensive rebound by J. Johnson,2,0
5,1,11:00.0,,Personal foul by K. Korver (drawn by B. Lopez),2,0
6,1,10:44.0,,B. Lopez makes 2-pt hook shot from 8 ft,2,2
7,1,10:22.0,Turnover by K. Korver (bad pass; steal by R. Hollis-Jefferson),,2,2
8,1,10:19.0,,Turnover by R. Hollis-Jefferson (bad pass; steal by A. Horford),2,2
9,1,10:05.0,K. Korver misses 2-pt jump shot from 20 ft,,2,2
10,1,10:03.0,,Defensive rebound by T. Young,2,2
11,1,9:53.0,,T. Young misses 2-pt jump shot from 18 ft,2,2
12,1,9:51.0,Defensive rebound by K. Korver,,2,2
13,1,9:43.0,Turnover by K. Korver (bad pass),,2,2
14,1,9:40.0,,Turnover by J. Jack (lost ball),2,2
15,1,9:33.0,Offensive foul by T. Splitter (drawn by J. Jack),,2,2
16,1,9:33.0,Turnover by T. Splitter (offensive foul),,2,2
17,1,9:24.0,,Turnover by T. Young (bad pass; steal by K. Korver),2,2
18,1,9:16.0,Turnover by D. Schröder (bad pass),,2,2
19,1,9:04.0,,J. Johnson misses 2-pt jump shot from 18 ft,2,2
20,1,9:02.0,Defensive rebound by T. Splitter,,2,2
21,1,8:51.0,P. Millsap makes 2-pt hook shot from 13 ft,,4,2
22,1,8:36.0,,R. Hollis-Jefferson makes 2-pt jump shot from 17 ft (assist by J. Jack),4,4
23,1,8:16.0,D. Schröder misses 3-pt jump shot from 25 ft,,4,4
24,1,8:14.0,,Defensive rebound by R. Hollis-Jefferson,4,4
25,1,7:55.0,,B. Lopez misses 2-pt layup from 2 ft,4,4
26,1,7:54.0,Defensive rebound by T. Splitter,,4,4
27,1,7:47.0,K. Korver makes 3-pt jump shot from 24 ft (assist by D. Schröder),,7,4
28,1,7:43.0,,Brooklyn full timeout,7,4
29,1,7:27.0,,B. Lopez misses 2-pt layup from 2 ft (block by T. Splitter),7,4
30,1,7:25.0,Defensive rebound by T. Splitter,,7,4
31,1,7:05.0,K. Korver misses 3-pt jump shot from 23 ft,,7,4
32,1,7:04.0,,Defensive rebound by T. Young,7,4
33,1,6:57.0,,J. Johnson misses 2-pt jump shot from 16 ft,7,4
34,1,6:56.0,,Offensive rebound by Team,7,4
35,1,6:56.0,Loose ball foul by D. Schröder (drawn by B. Lopez),,7,4
36,1,6:49.0,,Shooting foul by A. Horford (drawn by B. Lopez),7,4
37,1,6:49.0,,B. Lopez misses free throw 1 of 2,7,4
38,1,6:49.0,,Offensive rebound by Team,7,4
39,1,6:49.0,,B. Lopez makes free throw 2 of 2,7,5
40,1,6:37.0,D. Schröder misses 3-pt jump shot from 24 ft,,7,5
41,1,6:36.0,,Defensive rebound by B. Lopez,7,5
42,1,6:24.0,,R. Hollis-Jefferson makes 2-pt layup from 1 ft (assist by J. Jack),7,7
43,1,6:11.0,Personal foul by J. Jack (drawn by P. Millsap),,7,7
44,1,6:03.0,T. Splitter makes 2-pt jump shot from 2 ft (assist by K. Korver),,9,7
45,1,5:50.0,,B. Lopez misses 2-pt jump shot from 11 ft,9,7
46,1,5:49.0,Defensive rebound by P. Millsap,,9,7
47,1,5:44.0,Offensive foul by T. Splitter (drawn by J. Jack),,9,7
48,1,5:44.0,Turnover by T. Splitter (offensive foul),,9,7
49,1,5:44.0,T. Sefolosha enters the game for T. Splitter,,9,7
50,1,5:26.0,,J. Jack makes 3-pt jump shot from 26 ft (assist by J. Johnson),9,10
51,1,5:12.0,P. Millsap makes 2-pt layup from 2 ft,,11,10
52,1,4:56.0,S. Mack enters the game for D. Schröder,,11,10
53,1,4:56.0,J. Holiday enters the game for K. Korver,,11,10
54,1,4:48.0,,B. Lopez makes 2-pt jump shot from 8 ft (assist by J. Jack),11,12
55,1,4:29.0,A. Horford makes 2-pt hook shot from 6 ft,,13,12
56,1,4:12.0,,J. Jack makes 3-pt jump shot from 24 ft (assist by J. Johnson),13,15
57,1,3:52.0,P. Millsap misses 2-pt jump shot from 14 ft,,13,15
58,1,3:51.0,,Defensive rebound by J. Johnson,13,15
59,1,3:39.0,,J. Johnson misses 3-pt jump shot from 26 ft,13,15
60,1,3:38.0,Defensive rebound by J. Holiday,,13,15
61,1,3:22.0,Personal foul by B. Lopez (drawn by T. Sefolosha),,13,15
62,1,3:22.0,Atlanta full timeout,,13,15
63,1,3:22.0,M. Muscala enters the game for A. Horford,,13,15
64,1,3:22.0,,B. Bogdanović enters the game for J. Johnson,13,15
65,1,3:22.0,,W. Ellington enters the game for B. Lopez,13,15
66,1,3:22.0,,T. Robinson enters the game for R. Hollis-Jefferson,13,15
67,1,3:14.0,Turnover by P. Millsap (lost ball; steal by T. Young),,13,15
68,1,2:50.0,,W. Ellington misses 3-pt jump shot from 25 ft,13,15
69,1,2:49.0,Defensive rebound by T. Sefolosha,,13,15
70,1,2:32.0,S. Mack misses 3-pt jump shot from 25 ft,,13,15
71,1,2:31.0,Offensive rebound by P. Millsap,,13,15
72,1,2:27.0,Turnover by P. Millsap (bad pass; steal by T. Young),,13,15
73,1,2:23.0,,T. Young makes 2-pt layup from 2 ft,13,17
74,1,2:02.0,Turnover by P. Millsap (traveling),,13,17
75,1,2:02.0,,A. Bargnani enters the game for T. Young,13,17
76,1,2:02.0,M. Scott enters the game for P. Millsap,,13,17
77,1,1:50.0,,W. Ellington misses 2-pt jump shot from 21 ft,13,17
78,1,1:48.0,,Offensive rebound by T. Robinson,13,17
79,1,1:36.0,,Turnover by T. Robinson (lost ball; steal by S. Mack),13,17
80,1,1:21.0,T. Sefolosha makes 2-pt layup from 2 ft (assist by M. Scott),,15,17
81,1,1:07.0,,Turnover by B. Bogdanović (lost ball),15,17
82,1,0:43.0,M. Scott misses 3-pt jump shot from 24 ft,,15,17
83,1,0:42.0,,Defensive rebound by T. Robinson,15,17
84,1,0:31.0,,Turnover by J. Jack (bad pass; steal by S. Mack),15,17
85,1,0:30.0,S. Mack misses 2-pt layup from 1 ft,,15,17
86,1,0:29.0,Offensive rebound by M. Scott,,15,17
87,1,0:28.0,M. Scott makes 2-pt dunk at rim,,17,17
88,1,0:09.0,,J. Jack misses 2-pt jump shot from 5 ft,17,17
89,1,0:08.0,Defensive rebound by T. Sefolosha,,17,17
90,1,0:00.0,T. Sefolosha makes 2-pt jump shot from 6 ft (assist by M. Muscala),,19,17
91,2,11:47.0,,A. Bargnani misses 2-pt jump shot from 16 ft,19,17
92,2,11:46.0,Defensive rebound by S. Mack,,19,17
93,2,11:36.0,Turnover by T. Sefolosha (lost ball; steal by S. Larkin),,19,17
94,2,11:36.0,Loose ball foul by T. Sefolosha (drawn by T. Robinson),,19,17
95,2,11:15.0,,Turnover by S. Larkin (bad pass; steal by J. Holiday),19,17
96,2,11:09.0,Turnover by J. Holiday (bad pass; steal by S. Larkin),,19,17
97,2,11:05.0,,Turnover by T. Robinson (bad pass),19,17
98,2,10:52.0,S. Mack makes 3-pt jump shot from 25 ft,,22,17
99,2,10:28.0,,B. Bogdanović misses 2-pt jump shot from 4 ft,22,17
100,2,10:26.0,,Offensive rebound by T. Robinson,22,17
101,2,10:26.0,,Turnover by Team (3 sec),22,17
102,2,10:14.0,M. Scott makes 2-pt layup from 2 ft (assist by S. Mack),,24,17
103,2,10:14.0,Shooting foul by A. Bargnani (drawn by M. Scott),,24,17
104,2,10:14.0,,J. Johnson enters the game for A. Bargnani,24,17
105,2,10:14.0,M. Scott makes free throw 1 of 1,,25,17
106,2,10:00.0,,W. Ellington misses 3-pt jump shot from 25 ft,25,17
107,2,9:59.0,Defensive rebound by T. Sefolosha,,25,17
108,2,9:55.0,J. Holiday misses 3-pt jump shot from 25 ft,,25,17
109,2,9:53.0,,Defensive rebound by J. Johnson,25,17
110,2,9:35.0,,S. Larkin makes 3-pt jump shot from 24 ft (assist by J. Johnson),25,20
111,2,9:20.0,M. Muscala makes 2-pt hook shot from 4 ft (assist by T. Sefolosha),,27,20
112,2,9:08.0,,J. Johnson misses 3-pt jump shot from 23 ft,27,20
113,2,9:07.0,Defensive rebound by M. Scott,,27,20
114,2,8:55.0,T. Sefolosha misses 3-pt jump shot from 23 ft,,27,20
115,2,8:54.0,,Defensive rebound by W. Ellington,27,20
116,2,8:43.0,,J. Johnson misses 2-pt jump shot from 17 ft (block by M. Scott),27,20
117,2,8:42.0,Defensive rebound by T. Sefolosha,,27,20
118,2,8:41.0,Personal foul by J. Johnson (drawn by T. Sefolosha),,27,20
119,2,8:41.0,Official timeout,,27,20
120,2,8:41.0,,B. Lopez enters the game for T. Robinson,27,20
121,2,8:21.0,S. Mack makes 2-pt jump shot from 7 ft (assist by M. Scott),,29,20
122,2,8:08.0,,Personal foul by M. Muscala (drawn by B. Lopez),29,20
123,2,7:59.0,,B. Lopez makes 2-pt layup from 2 ft (assist by J. Johnson),29,22
124,2,7:48.0,Turnover by M. Scott (lost ball),,29,22
125,2,7:32.0,,B. Lopez misses 2-pt jump shot from 14 ft,29,22
126,2,7:31.0,Defensive rebound by J. Holiday,,29,22
127,2,7:19.0,S. Mack makes 3-pt jump shot from 24 ft,,32,22
128,2,7:05.0,,S. Larkin makes 3-pt jump shot from 25 ft (assist by J. Johnson),32,25
129,2,6:50.0,S. Mack misses 2-pt jump shot from 10 ft,,32,25
130,2,6:50.0,,Defensive rebound by Team,32,25
131,2,6:50.0,Loose ball foul by S. Mack (drawn by J. Johnson),,32,25
132,2,6:50.0,K. Korver enters the game for M. Muscala,,32,25
133,2,6:50.0,A. Horford enters the game for T. Sefolosha,,32,25
134,2,6:50.0,,R. Hollis-Jefferson enters the game for W. Ellington,32,25
135,2,6:34.0,,S. Larkin misses 2-pt jump shot from 23 ft,32,25
136,2,6:34.0,Defensive rebound by J. Holiday,,32,25
137,2,6:30.0,S. Mack misses 3-pt jump shot from 23 ft,,32,25
138,2,6:25.0,,Defensive rebound by S. Larkin,32,25
139,2,6:15.0,,S. Larkin misses 2-pt jump shot from 15 ft,32,25
140,2,6:14.0,Defensive rebound by K. Korver,,32,25
141,2,6:06.0,Shooting foul by R. Hollis-Jefferson (drawn by K. Korver),,32,25
142,2,6:06.0,K. Korver makes free throw 1 of 3,,33,25
143,2,6:06.0,K. Korver makes free throw 2 of 3,,34,25
144,2,6:06.0,P. Millsap enters the game for M. Scott,,34,25
145,2,6:06.0,D. Schröder enters the game for S. Mack,,34,25
146,2,6:06.0,,J. Jack enters the game for S. Larkin,34,25
147,2,6:06.0,K. Korver makes free throw 3 of 3,,35,25
148,2,5:52.0,,R. Hollis-Jefferson makes 2-pt layup from 2 ft,35,27
149,2,5:25.0,P. Millsap misses 2-pt jump shot from 16 ft,,35,27
150,2,5:23.0,,Defensive rebound by J. Jack,35,27
151,2,5:13.0,,B. Bogdanović misses 2-pt layup from 2 ft (block by A. Horford),35,27
152,2,5:12.0,,Offensive rebound by Team,35,27
153,2,5:12.0,,Brooklyn full timeout,35,27
154,2,4:59.0,,J. Johnson makes 3-pt jump shot from 24 ft (assist by R. Hollis-Jefferson),35,30
155,2,4:42.0,K. Korver misses 2-pt jump shot from 8 ft,,35,30
156,2,4:41.0,Offensive rebound by A. Horford,,35,30
157,2,4:40.0,A. Horford makes 2-pt jump shot from 2 ft,,37,30
158,2,4:19.0,,Shooting foul by A. Horford (drawn by J. Johnson),37,30
159,2,4:19.0,,J. Johnson misses free throw 1 of 2,37,30
160,2,4:19.0,,Offensive rebound by Team,37,30
161,2,4:19.0,T. Sefolosha enters the game for J. Holiday,,37,30
162,2,4:19.0,,T. Young enters the game for B. Bogdanović,37,30
163,2,4:19.0,,J. Johnson makes free throw 2 of 2,37,31
164,2,3:56.0,A. Horford makes 3-pt jump shot from 23 ft (assist by P. Millsap),,40,31
165,2,3:39.0,,T. Young makes 2-pt layup from 2 ft (assist by J. Jack),40,33
166,2,3:27.0,D. Schröder misses 2-pt layup from 3 ft,,40,33
167,2,3:26.0,,Defensive rebound by T. Young,40,33
168,2,3:06.0,,J. Jack makes 3-pt jump shot from 24 ft (assist by R. Hollis-Jefferson),40,36
169,2,2:44.0,D. Schröder misses 2-pt layup from 2 ft,,40,36
170,2,2:42.0,,Defensive rebound by B. Lopez,40,36
171,2,2:32.0,,Turnover by T. Young (traveling),40,36
172,2,2:32.0,Atlanta full timeout,,40,36
173,2,2:13.0,T. Sefolosha misses 3-pt jump shot from 23 ft,,40,36
174,2,2:12.0,,Defensive rebound by B. Lopez,40,36
175,2,2:03.0,,J. Jack makes 2-pt layup from 2 ft,40,38
176,2,1:47.0,D. Schröder misses 2-pt jump shot from 11 ft,,40,38
177,2,1:46.0,,Defensive rebound by B. Lopez,40,38
178,2,1:38.0,,T. Young misses 2-pt layup from 1 ft,40,38
179,2,1:37.0,,Offensive rebound by T. Young,40,38
180,2,1:36.0,,T. Young makes 2-pt layup from 1 ft,40,40
181,2,1:17.0,P. Millsap makes 2-pt jump shot from 11 ft (assist by D. Schröder),,42,40
182,2,1:00.0,,B. Lopez makes 2-pt jump shot from 8 ft (assist by J. Johnson),42,42
183,2,0:47.0,D. Schröder makes 3-pt jump shot from 25 ft (assist by A. Horford),,45,42
184,2,0:36.0,,B. Lopez makes 2-pt hook shot from 8 ft (assist by J. Jack),45,44
185,2,0:27.0,Turnover by D. Schröder (lost ball; steal by T. Young),,45,44
186,2,0:25.0,,Shooting foul by P. Millsap (drawn by R. Hollis-Jefferson),45,44
187,2,0:25.0,,R. Hollis-Jefferson misses free throw 1 of 2,45,44
188,2,0:25.0,,Offensive rebound by Team,45,44
189,2,0:25.0,S. Mack enters the game for D. Schröder,,45,44
190,2,0:25.0,,R. Hollis-Jefferson makes free throw 2 of 2,45,45
191,2,0:04.0,A. Horford misses 2-pt jump shot from 12 ft,,45,45
192,2,0:03.0,Offensive rebound by Team,,45,45
193,2,0:03.0,,Loose ball foul by J. Jack (drawn by T. Sefolosha),45,45
194,2,0:03.0,T. Sefolosha makes free throw 1 of 2,,46,45
195,2,0:03.0,M. Muscala enters the game for A. Horford,,46,45
196,2,0:03.0,J. Holiday enters the game for K. Korver,,46,45
197,2,0:03.0,,W. Ellington enters the game for R. Hollis-Jefferson,46,45
198,2,0:03.0,,S. Larkin enters the game for T. Young,46,45
199,2,0:03.0,T. Sefolosha misses free throw 2 of 2,,46,45
200,2,0:02.0,,Defensive rebound by J. Johnson,46,45
201,3,11:46.0,,J. Jack misses 3-pt jump shot from 25 ft,46,45
202,3,11:38.0,Defensive rebound by D. Schröder,,46,45
203,3,11:21.0,P. Millsap makes 3-pt jump shot from 25 ft (assist by D. Schröder),,49,45
204,3,10:59.0,,B. Lopez makes 2-pt jump shot from 16 ft,49,47
205,3,10:41.0,Personal foul by B. Lopez (drawn by T. Splitter),,49,47
206,3,10:35.0,K. Korver makes 2-pt jump shot from 18 ft (assist by D. Schröder),,51,47
207,3,10:17.0,,B. Lopez makes 2-pt hook shot from 12 ft (assist by J. Johnson),51,49
208,3,10:01.0,T. Splitter misses 2-pt layup from 1 ft (block by B. Lopez),,51,49
209,3,9:58.0,,Defensive rebound by J. Johnson,51,49
210,3,9:51.0,,J. Johnson makes 2-pt jump shot from 14 ft,51,51
211,3,9:38.0,D. Schröder makes 2-pt jump shot from 8 ft,,53,51
212,3,9:26.0,,B. Lopez makes 2-pt jump shot from 19 ft (assist by J. Jack),53,53
213,3,9:07.0,T. Splitter misses 2-pt hook shot from 5 ft,,53,53
214,3,9:06.0,,Defensive rebound by B. Lopez,53,53
215,3,8:55.0,,T. Young misses 2-pt layup from 3 ft,53,53
216,3,8:54.0,Defensive rebound by K. Korver,,53,53
217,3,8:42.0,A. Horford makes 2-pt jump shot from 15 ft,,55,53
218,3,8:26.0,,J. Jack misses 2-pt jump shot from 19 ft,55,53
219,3,8:24.0,Defensive rebound by A. Horford,,55,53
220,3,8:15.0,K. Korver makes 3-pt jump shot from 25 ft (assist by D. Schröder),,58,53
221,3,7:48.0,,B. Lopez makes 2-pt hook shot from 11 ft,58,55
222,3,7:28.0,T. Splitter misses 2-pt layup from 2 ft,,58,55
223,3,7:27.0,Offensive rebound by P. Millsap,,58,55
224,3,7:24.0,Turnover by P. Millsap (bad pass; steal by J. Jack),,58,55
225,3,7:09.0,,B. Lopez misses 2-pt jump shot from 17 ft,58,55
226,3,7:07.0,Defensive rebound by A. Horford,,58,55
227,3,6:56.0,Turnover by D. Schröder (bad pass; steal by T. Young),,58,55
228,3,6:48.0,,R. Hollis-Jefferson misses 2-pt layup from 4 ft,58,55
229,3,6:47.0,,Offensive rebound by T. Young,58,55
230,3,6:46.0,,T. Young misses 2-pt layup from 2 ft (block by A. Horford),58,55
231,3,6:45.0,,Offensive rebound by R. Hollis-Jefferson,58,55
232,3,6:33.0,,J. Jack misses 3-pt jump shot from 25 ft,58,55
233,3,6:31.0,Defensive rebound by K. Korver,,58,55
234,3,6:22.0,A. Horford makes 3-pt jump shot from 23 ft (assist by P. Millsap),,61,55
235,3,6:09.0,,Personal foul by D. Schröder (drawn by J. Jack),61,55
236,3,6:09.0,T. Sefolosha enters the game for T. Splitter,,61,55
237,3,5:55.0,,R. Hollis-Jefferson misses 2-pt layup from 2 ft,61,55
238,3,5:54.0,Defensive rebound by K. Korver,,61,55
239,3,5:41.0,A. Horford misses 2-pt hook shot from 5 ft,,61,55
240,3,5:40.0,,Defensive rebound by J. Jack,61,55
241,3,5:31.0,,J. Johnson makes 3-pt jump shot from 23 ft (assist by J. Jack),61,58
242,3,5:31.0,Atlanta full timeout,,61,58
243,3,5:31.0,,B. Bogdanović enters the game for R. Hollis-Jefferson,61,58
244,3,5:17.0,K. Korver misses 3-pt jump shot from 25 ft,,61,58
245,3,5:16.0,Offensive rebound by A. Horford,,61,58
246,3,5:10.0,T. Sefolosha misses 3-pt jump shot from 25 ft,,61,58
247,3,5:09.0,,Defensive rebound by T. Young,61,58
248,3,4:54.0,J. Holiday enters the game for K. Korver,,61,58
249,3,4:52.0,,B. Lopez makes 2-pt jump shot from 6 ft (assist by J. Johnson),61,60
250,3,4:34.0,Turnover by J. Holiday (lost ball; steal by J. Johnson),,61,60
251,3,4:29.0,,T. Young misses 2-pt layup at rim,61,60
252,3,4:28.0,Defensive rebound by T. Sefolosha,,61,60
253,3,4:16.0,J. Holiday makes 3-pt jump shot from 23 ft (assist by P. Millsap),,64,60
254,3,4:02.0,,T. Young makes 2-pt hook shot from 6 ft (assist by B. Lopez),64,62
255,3,3:55.0,Personal foul by T. Young (drawn by D. Schröder),,64,62
256,3,3:55.0,M. Muscala enters the game for A. Horford,,64,62
257,3,3:55.0,S. Mack enters the game for D. Schröder,,64,62
258,3,3:55.0,,T. Robinson enters the game for B. Lopez,64,62
259,3,3:39.0,M. Muscala misses 2-pt hook shot from 3 ft,,64,62
260,3,3:38.0,,Defensive rebound by B. Bogdanović,64,62
261,3,3:25.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,64,62
262,3,3:24.0,Defensive rebound by M. Muscala,,64,62
263,3,3:07.0,Turnover by P. Millsap (bad pass; steal by T. Young),,64,62
264,3,2:52.0,,J. Johnson misses 3-pt jump shot from 23 ft,64,62
265,3,2:51.0,Defensive rebound by J. Holiday,,64,62
266,3,2:44.0,T. Sefolosha misses 2-pt jump shot from 20 ft,,64,62
267,3,2:43.0,,Defensive rebound by J. Jack,64,62
268,3,2:35.0,,Personal foul by P. Millsap (drawn by T. Young),64,62
269,3,2:35.0,,Brooklyn full timeout,64,62
270,3,2:35.0,,S. Larkin enters the game for J. Jack,64,62
271,3,2:35.0,,W. Ellington enters the game for J. Johnson,64,62
272,3,2:25.0,,S. Larkin makes 3-pt jump shot from 24 ft,64,65
273,3,2:06.0,P. Millsap misses 2-pt jump shot from 14 ft,,64,65
274,3,2:05.0,,Defensive rebound by T. Young,64,65
275,3,1:56.0,,S. Larkin makes 3-pt jump shot from 25 ft,64,68
276,3,1:43.0,M. Scott enters the game for P. Millsap,,64,68
277,3,1:34.0,M. Muscala makes 3-pt jump shot from 27 ft (assist by S. Mack),,67,68
278,3,1:18.0,,T. Young makes 2-pt jump shot from 8 ft (assist by S. Larkin),67,70
279,3,1:01.0,Shooting foul by W. Ellington (drawn by M. Scott),,67,70
280,3,1:01.0,M. Scott misses free throw 1 of 2,,67,70
281,3,1:01.0,Offensive rebound by Team,,67,70
282,3,1:01.0,M. Scott makes free throw 2 of 2,,68,70
283,3,0:50.0,,S. Larkin misses 2-pt jump shot from 15 ft,68,70
284,3,0:49.0,Defensive rebound by M. Muscala,,68,70
285,3,0:35.0,Turnover by M. Muscala (bad pass; steal by B. Bogdanović),,68,70
286,3,0:24.0,,W. Ellington makes 2-pt jump shot from 19 ft,68,72
287,3,0:04.0,M. Scott misses 2-pt jump shot from 7 ft,,68,72
288,3,0:02.0,,Defensive rebound by B. Bogdanović,68,72
289,4,11:45.0,Turnover by K. Korver (lost ball; steal by W. Ellington),,68,72
290,4,11:42.0,,S. Larkin makes 2-pt layup from 3 ft (assist by W. Ellington),68,74
291,4,11:31.0,S. Mack misses 2-pt jump shot from 19 ft,,68,74
292,4,11:30.0,,Defensive rebound by B. Bogdanović,68,74
293,4,11:09.0,,S. Larkin misses 2-pt jump shot from 18 ft,68,74
294,4,11:06.0,,Offensive rebound by B. Bogdanović,68,74
295,4,10:57.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,68,74
296,4,10:56.0,Defensive rebound by M. Scott,,68,74
297,4,10:43.0,M. Muscala misses 2-pt jump shot from 19 ft,,68,74
298,4,10:41.0,,Defensive rebound by J. Johnson,68,74
