,QUARTER,TIME_REMAINING,MIAMI_ACTION,WASHINGTON_ACTION,MIAMI_SCORE,WASHINGTON_SCORE
67,1,3:22.0,,Defensive rebound by K. Oubre,16,14
68,1,3:14.0,,M. Gortat makes 2-pt layup at rim (assist by O. Porter),16,16
69,1,2:57.0,T. Johnson makes 3-pt jump shot from 22 ft (assist by L. Deng),,19,16
70,1,2:44.0,,O. Porter misses 3-pt jump shot from 25 ft,19,16
71,1,2:43.0,Defensive rebound by G. Green,,19,16
72,1,2:37.0,Turnover by G. Green (lost ball; steal by G. Temple),,19,16
73,1,2:32.0,,J. Wall misses 2-pt layup at rim,19,16
74,1,2:31.0,,Offensive rebound by O. Porter,19,16
75,1,2:25.0,,K. Oubre makes 2-pt layup from 1 ft (assist by O. Porter),19,18
76,1,2:13.0,Personal foul by J. Wall (drawn by G. Dragić),,19,18
77,1,2:13.0,,R. Sessions enters the game for J. Wall,19,18
78,1,2:13.0,J. Winslow enters the game for L. Deng,,19,18
79,1,2:05.0,T. Johnson misses 2-pt layup from 2 ft (block by G. Temple),,19,18
80,1,2:04.0,Offensive rebound by H. Whiteside,,19,18
81,1,2:00.0,G. Green misses 2-pt jump shot from 3 ft,,19,18
82,1,1:59.0,,Defensive rebound by O. Porter,19,18
83,1,1:53.0,,R. Sessions makes 2-pt jump shot from 4 ft (assist by O. Porter),19,20
84,1,1:53.0,,Shooting foul by T. Johnson (drawn by R. Sessions),19,20
85,1,1:53.0,C. Bosh enters the game for H. Whiteside,,19,20
86,1,1:53.0,,R. Sessions makes free throw 1 of 1,19,21
87,1,1:40.0,Shooting foul by M. Gortat (drawn by C. Bosh),,19,21
88,1,1:40.0,C. Bosh makes free throw 1 of 2,,20,21
89,1,1:40.0,,K. Humphries enters the game for M. Gortat,20,21
90,1,1:40.0,C. Bosh makes free throw 2 of 2,,21,21
91,1,1:15.0,,K. Humphries misses 2-pt layup from 2 ft,21,21
92,1,1:14.0,Defensive rebound by T. Johnson,,21,21
93,1,1:06.0,C. Bosh misses 3-pt jump shot from 27 ft,,21,21
94,1,1:05.0,,Defensive rebound by K. Humphries,21,21
95,1,0:59.0,,R. Sessions misses 2-pt layup from 1 ft,21,21
96,1,0:58.0,Defensive rebound by T. Johnson,,21,21
97,1,0:54.0,B. Udrih enters the game for G. Dragić,,21,21
98,1,0:50.0,C. Bosh makes 2-pt jump shot from 13 ft (assist by B. Udrih),,23,21
99,1,0:39.0,,K. Oubre misses 3-pt jump shot from 25 ft,23,21
100,1,0:38.0,Defensive rebound by B. Udrih,,23,21
101,1,0:31.0,G. Green misses 3-pt jump shot from 25 ft,,23,21
102,1,0:30.0,Offensive rebound by G. Green,,23,21
103,1,0:28.0,G. Green makes 2-pt layup from 1 ft,,25,21
104,1,0:05.0,,G. Temple makes 3-pt jump shot from 29 ft (assist by R. Sessions),25,24
105,1,0:01.0,G. Green misses 3-pt jump shot from 25 ft,,25,24
106,1,0:00.0,,Defensive rebound by G. Temple,25,24
107,2,11:44.0,Def 3 sec tech foul by K. Oubre,,25,24
108,2,11:44.0,G. Green makes technical free throw,,26,24
109,2,11:37.0,C. Bosh makes 3-pt jump shot from 26 ft (assist by B. Udrih),,29,24
110,2,11:18.0,,R. Sessions misses 2-pt layup from 1 ft,29,24
111,2,11:16.0,Defensive rebound by C. Bosh,,29,24
112,2,11:06.0,T. Johnson makes 3-pt jump shot from 22 ft (assist by C. Bosh),,32,24
113,2,10:55.0,,Def 3 sec tech foul by C. Bosh,32,24
114,2,10:55.0,,J. Dudley enters the game for O. Porter,32,24
115,2,10:55.0,,R. Sessions misses technical free throw,32,24
116,2,10:55.0,,Offensive rebound by Team,32,24
117,2,10:50.0,,Shooting foul by B. Udrih (drawn by R. Sessions),32,24
118,2,10:50.0,,R. Sessions makes free throw 1 of 2,32,25
119,2,10:50.0,,J. Wall enters the game for G. Temple,32,25
120,2,10:50.0,,R. Sessions makes free throw 2 of 2,32,26
121,2,10:37.0,Personal foul by K. Oubre (drawn by C. Bosh),,32,26
122,2,10:27.0,B. Udrih misses 2-pt layup at rim,,32,26
123,2,10:26.0,,Defensive rebound by R. Sessions,32,26
124,2,10:11.0,,Turnover by R. Sessions (lost ball; steal by J. Winslow),32,26
125,2,9:54.0,T. Johnson misses 3-pt jump shot from 24 ft,,32,26
126,2,9:53.0,,Defensive rebound by J. Wall,32,26
127,2,9:47.0,,J. Wall misses 2-pt jump shot from 20 ft,32,26
128,2,9:46.0,Defensive rebound by C. Bosh,,32,26
129,2,9:38.0,Turnover by C. Bosh (traveling),,32,26
130,2,9:15.0,,J. Wall misses 3-pt jump shot from 25 ft,32,26
131,2,9:14.0,Defensive rebound by B. Udrih,,32,26
132,2,8:58.0,C. Bosh misses 2-pt jump shot from 4 ft (block by K. Humphries),,32,26
133,2,8:56.0,Offensive rebound by G. Green,,32,26
134,2,8:52.0,G. Green misses 2-pt jump shot from 14 ft,,32,26
135,2,8:52.0,,Defensive rebound by Team,32,26
136,2,8:52.0,Official timeout,,32,26
137,2,8:38.0,,K. Humphries misses 2-pt jump shot from 15 ft,32,26
138,2,8:37.0,Defensive rebound by J. Winslow,,32,26
139,2,8:31.0,,M. Gortat enters the game for K. Humphries,32,26
140,2,8:24.0,Turnover by J. Winslow (lost ball; steal by M. Gortat),,32,26
141,2,8:20.0,,Shooting foul by B. Udrih (drawn by R. Sessions),32,26
142,2,8:20.0,,R. Sessions misses free throw 1 of 2,32,26
143,2,8:20.0,,Offensive rebound by Team,32,26
144,2,8:20.0,,R. Sessions makes free throw 2 of 2,32,27
145,2,8:08.0,C. Bosh misses 3-pt jump shot from 25 ft,,32,27
146,2,8:07.0,,Defensive rebound by K. Oubre,32,27
147,2,7:57.0,,J. Dudley makes 2-pt jump shot from 11 ft,32,29
148,2,7:45.0,Offensive foul by J. Winslow (drawn by M. Gortat),,32,29
149,2,7:45.0,Turnover by J. Winslow (offensive foul),,32,29
150,2,7:45.0,H. Whiteside enters the game for C. Bosh,,32,29
151,2,7:45.0,D. Wade enters the game for B. Udrih,,32,29
152,2,7:45.0,G. Dragić enters the game for T. Johnson,,32,29
153,2,7:30.0,,J. Wall misses 2-pt jump shot from 14 ft,32,29
154,2,7:29.0,Defensive rebound by H. Whiteside,,32,29
155,2,7:25.0,Personal take foul by R. Sessions (drawn by D. Wade),,32,29
156,2,7:25.0,,Washington full timeout,32,29
157,2,7:25.0,,G. Temple enters the game for M. Gortat,32,29
158,2,7:11.0,J. Winslow misses 3-pt jump shot from 23 ft,,32,29
159,2,7:10.0,,Defensive rebound by R. Sessions,32,29
160,2,7:05.0,,J. Wall misses 2-pt layup at rim (block by J. Winslow),32,29
161,2,7:01.0,Defensive rebound by G. Dragić,,32,29
162,2,6:47.0,G. Dragić makes 3-pt jump shot from 26 ft (assist by J. Winslow),,35,29
163,2,6:26.0,,Turnover by K. Oubre (lost ball; steal by D. Wade),35,29
164,2,6:22.0,G. Dragić makes 2-pt layup from 2 ft (assist by D. Wade),,37,29
165,2,6:22.0,,Washington full timeout,37,29
166,2,6:22.0,,O. Porter enters the game for K. Oubre,37,29
167,2,6:22.0,L. Deng enters the game for J. Winslow,,37,29
168,2,6:04.0,,O. Porter misses 3-pt jump shot from 23 ft,37,29
169,2,6:03.0,Defensive rebound by L. Deng,,37,29
170,2,5:50.0,Shooting foul by G. Temple (drawn by D. Wade),,37,29
171,2,5:50.0,D. Wade makes free throw 1 of 2,,38,29
172,2,5:50.0,,M. Gortat enters the game for J. Dudley,38,29
173,2,5:50.0,D. Wade makes free throw 2 of 2,,39,29
174,2,5:35.0,,R. Sessions makes 2-pt jump shot from 7 ft (assist by J. Wall),39,31
175,2,5:16.0,L. Deng makes 2-pt jump shot from 10 ft (assist by G. Green),,41,31
176,2,4:55.0,,M. Gortat misses 2-pt jump shot from 11 ft (block by H. Whiteside),41,31
177,2,4:53.0,,Offensive rebound by R. Sessions,41,31
178,2,4:50.0,,R. Sessions misses 2-pt jump shot from 8 ft,41,31
179,2,4:50.0,,Offensive rebound by Team,41,31
180,2,4:50.0,,Turnover by Team (shot clock),41,31
181,2,4:27.0,G. Dragić misses 2-pt jump shot from 15 ft,,41,31
182,2,4:27.0,,Defensive rebound by Team,41,31
183,2,4:27.0,Loose ball foul by H. Whiteside (drawn by M. Gortat),,41,31
184,2,4:13.0,,J. Wall misses 2-pt jump shot from 15 ft,41,31
185,2,4:12.0,,Offensive rebound by M. Gortat,41,31
186,2,4:02.0,,G. Temple misses 3-pt jump shot from 26 ft,41,31
187,2,4:01.0,Defensive rebound by L. Deng,,41,31
188,2,3:55.0,G. Dragić makes 2-pt layup at rim,,43,31
189,2,3:35.0,,R. Sessions misses 3-pt jump shot from 24 ft,43,31
190,2,3:33.0,Defensive rebound by G. Dragić,,43,31
191,2,3:29.0,D. Wade makes 2-pt dunk at rim (assist by G. Dragić),,45,31
192,2,3:17.0,,J. Wall misses 2-pt jump shot from 19 ft,45,31
193,2,3:16.0,Defensive rebound by H. Whiteside,,45,31
194,2,3:05.0,Turnover by D. Wade (bad pass; steal by O. Porter),,45,31
195,2,3:01.0,,Personal foul by L. Deng (drawn by G. Temple),45,31
196,2,3:01.0,,J. Eddie enters the game for R. Sessions,45,31
197,2,2:53.0,,J. Wall misses 3-pt jump shot from 24 ft,45,31
198,2,2:51.0,Defensive rebound by L. Deng,,45,31
199,2,2:47.0,Miami full timeout,,45,31
200,2,2:31.0,G. Green makes 3-pt jump shot from 26 ft (assist by D. Wade),,48,31
201,2,2:15.0,,J. Eddie misses 2-pt jump shot from 7 ft (block by H. Whiteside),48,31
202,2,2:14.0,,Offensive rebound by M. Gortat,48,31
203,2,2:08.0,,G. Temple misses 2-pt jump shot from 7 ft,48,31
204,2,2:07.0,,Offensive rebound by M. Gortat,48,31
205,2,2:04.0,,J. Wall misses 3-pt jump shot from 33 ft,48,31
206,2,2:02.0,Defensive rebound by Team,,48,31
207,2,1:45.0,D. Wade misses 2-pt jump shot from 16 ft,,48,31
208,2,1:44.0,,Defensive rebound by M. Gortat,48,31
209,2,1:38.0,,J. Eddie misses 3-pt jump shot from 25 ft,48,31
210,2,1:36.0,Defensive rebound by H. Whiteside,,48,31
211,2,1:27.0,H. Whiteside misses 2-pt jump shot from 17 ft,,48,31
212,2,1:26.0,,Defensive rebound by J. Eddie,48,31
213,2,1:19.0,,Turnover by M. Gortat (offensive foul),48,31
214,2,1:19.0,,Offensive foul by M. Gortat (drawn by H. Whiteside),48,31
215,2,1:19.0,,J. Dudley enters the game for G. Temple,48,31
216,2,1:19.0,C. Bosh enters the game for G. Green,,48,31
217,2,1:19.0,,R. Sessions enters the game for J. Wall,48,31
218,2,1:19.0,,G. Temple enters the game for M. Gortat,48,31
219,2,1:00.0,G. Dragić misses 3-pt jump shot from 26 ft,,48,31
220,2,0:59.0,,Defensive rebound by J. Eddie,48,31
221,2,0:51.0,,R. Sessions misses 2-pt layup from 1 ft,48,31
222,2,0:49.0,Defensive rebound by L. Deng,,48,31
223,2,0:39.0,Miami full timeout,,48,31
224,2,0:30.0,D. Wade misses 2-pt layup from 1 ft,,48,31
225,2,0:28.0,Offensive rebound by D. Wade,,48,31
226,2,0:28.0,D. Wade makes 2-pt layup at rim,,50,31
227,2,0:05.0,,G. Temple misses 3-pt jump shot from 23 ft,50,31
228,2,0:04.0,Defensive rebound by H. Whiteside,,50,31
229,2,0:01.0,D. Wade misses 2-pt jump shot from 4 ft,,50,31
230,2,0:00.0,Offensive rebound by Team,,50,31
231,3,11:41.0,D. Wade misses 2-pt jump shot from 16 ft,,50,31
232,3,11:40.0,,Defensive rebound by M. Gortat,50,31
233,3,11:26.0,,M. Gortat makes 2-pt jump shot from 14 ft (assist by J. Wall),50,33
234,3,11:07.0,Turnover by L. Deng (bad pass; steal by J. Wall),,50,33
235,3,10:57.0,,O. Porter makes 2-pt jump shot from 21 ft (assist by J. Dudley),50,35
236,3,10:42.0,C. Bosh misses 2-pt jump shot from 12 ft,,50,35
237,3,10:39.0,,Defensive rebound by M. Gortat,50,35
238,3,10:27.0,,J. Wall misses 3-pt jump shot from 25 ft,50,35
239,3,10:26.0,Defensive rebound by H. Whiteside,,50,35
240,3,10:16.0,Shooting foul by J. Wall (drawn by H. Whiteside),,50,35
241,3,10:16.0,H. Whiteside misses free throw 1 of 2,,50,35
242,3,10:16.0,Offensive rebound by Team,,50,35
243,3,10:16.0,H. Whiteside misses free throw 2 of 2,,50,35
244,3,10:15.0,,Defensive rebound by O. Porter,50,35
245,3,10:02.0,,G. Temple misses 2-pt jump shot from 6 ft (block by H. Whiteside),50,35
246,3,10:01.0,Defensive rebound by D. Wade,,50,35
247,3,9:56.0,D. Wade misses 2-pt layup at rim,,50,35
248,3,9:55.0,,Defensive rebound by O. Porter,50,35
249,3,9:49.0,,M. Gortat misses 2-pt layup from 2 ft (block by H. Whiteside),50,35
250,3,9:48.0,Defensive rebound by C. Bosh,,50,35
251,3,9:43.0,Miami full timeout,,50,35
252,3,9:43.0,,Technical foul by J. Wall,50,35
253,3,9:43.0,C. Bosh makes technical free throw,,51,35
254,3,9:28.0,Turnover by G. Dragić (bad pass),,51,35
255,3,9:10.0,,G. Temple misses 3-pt jump shot from 23 ft,51,35
256,3,9:09.0,Defensive rebound by C. Bosh,,51,35
257,3,8:56.0,L. Deng makes 3-pt jump shot from 23 ft (assist by G. Dragić),,54,35
258,3,8:35.0,,J. Dudley misses 3-pt jump shot from 22 ft,54,35
259,3,8:34.0,,Offensive rebound by M. Gortat,54,35
260,3,8:29.0,,G. Temple makes 3-pt jump shot from 28 ft (assist by M. Gortat),54,38
261,3,8:06.0,C. Bosh misses 2-pt jump shot from 16 ft,,54,38
262,3,8:05.0,,Defensive rebound by O. Porter,54,38
263,3,7:53.0,,O. Porter misses 2-pt jump shot from 21 ft,54,38
264,3,7:52.0,Defensive rebound by H. Whiteside,,54,38
265,3,7:44.0,Turnover by G. Dragić (step out of bounds),,54,38
266,3,7:33.0,,J. Wall misses 2-pt jump shot from 18 ft,54,38
267,3,7:31.0,Defensive rebound by Team,,54,38
268,3,7:09.0,,Violation by J. Dudley (kicked ball),54,38
269,3,6:54.0,Turnover by Team (shot clock),,54,38
270,3,6:35.0,,M. Gortat makes 2-pt hook shot from 9 ft (assist by G. Temple),54,40
271,3,6:34.0,Miami full timeout,,54,40
272,3,6:15.0,D. Wade misses 2-pt jump shot from 5 ft,,54,40
273,3,6:14.0,Offensive rebound by H. Whiteside,,54,40
274,3,6:09.0,H. Whiteside makes 2-pt layup from 1 ft,,56,40
275,3,5:56.0,,J. Dudley misses 3-pt jump shot from 26 ft,56,40
276,3,5:55.0,Defensive rebound by D. Wade,,56,40
277,3,5:46.0,H. Whiteside makes 2-pt layup from 1 ft (assist by D. Wade),,58,40
278,3,5:30.0,,G. Temple misses 3-pt jump shot from 24 ft,58,40
279,3,5:29.0,Defensive rebound by D. Wade,,58,40
280,3,5:16.0,C. Bosh misses 3-pt jump shot from 24 ft,,58,40
281,3,5:16.0,,Defensive rebound by Team,58,40
282,3,5:01.0,,J. Wall makes 2-pt jump shot from 13 ft,58,42
283,3,4:38.0,G. Dragić makes 3-pt jump shot from 23 ft (assist by L. Deng),,61,42
284,3,4:22.0,,Turnover by M. Gortat (lost ball),61,42
285,3,4:22.0,G. Green enters the game for C. Bosh,,61,42
286,3,4:09.0,Personal foul by G. Temple (drawn by D. Wade),,61,42
287,3,4:09.0,,K. Oubre enters the game for J. Dudley,61,42
288,3,3:56.0,G. Dragić misses 3-pt jump shot from 27 ft,,61,42
289,3,3:55.0,Offensive rebound by H. Whiteside,,61,42
290,3,3:52.0,H. Whiteside misses 2-pt jump shot from 8 ft,,61,42
291,3,3:51.0,,Defensive rebound by J. Wall,61,42
292,3,3:47.0,,J. Wall makes 2-pt dunk from 1 ft,61,44
293,3,3:21.0,G. Green makes 2-pt jump shot from 14 ft,,63,44
294,3,3:12.0,,Personal foul by G. Green (drawn by K. Oubre),63,44
295,3,3:12.0,T. Johnson enters the game for D. Wade,,63,44
296,3,3:12.0,,R. Sessions enters the game for G. Temple,63,44
297,3,2:56.0,,J. Wall makes 2-pt jump shot from 20 ft,63,46
298,3,2:36.0,G. Dragić makes 2-pt jump shot from 18 ft (assist by H. Whiteside),,65,46
299,3,2:24.0,,M. Gortat makes 2-pt hook shot from 12 ft (assist by R. Sessions),65,48
300,3,2:00.0,H. Whiteside makes 2-pt jump shot from 13 ft,,67,48
301,3,1:47.0,,J. Wall misses 2-pt jump shot from 20 ft,67,48
302,3,1:46.0,Defensive rebound by L. Deng,,67,48
303,3,1:35.0,Personal foul by M. Gortat (drawn by H. Whiteside),,67,48
304,3,1:35.0,,Washington full timeout,67,48
305,3,1:35.0,J. Winslow enters the game for L. Deng,,67,48
306,3,1:23.0,G. Green misses 2-pt jump shot from 17 ft,,67,48
307,3,1:22.0,,Defensive rebound by J. Wall,67,48
308,3,1:04.0,,M. Gortat makes 2-pt jump shot from 14 ft (assist by J. Wall),67,50
309,3,0:41.0,T. Johnson makes 2-pt jump shot from 22 ft (assist by G. Dragić),,69,50
310,3,0:32.0,,Shooting foul by T. Johnson (drawn by J. Wall),69,50
311,3,0:32.0,,J. Wall misses free throw 1 of 2,69,50
312,3,0:32.0,,Offensive rebound by Team,69,50
313,3,0:32.0,,J. Wall makes free throw 2 of 2,69,51
314,3,0:24.0,T. Johnson makes 2-pt jump shot from 13 ft,,71,51
315,3,0:05.0,,J. Wall misses 2-pt layup at rim (block by T. Johnson),71,51
316,3,0:03.0,Defensive rebound by J. Winslow,,71,51
317,3,0:01.0,G. Dragić makes 2-pt layup from 1 ft (assist by J. Winslow),,73,51
318,4,11:48.0,,R. Sessions misses 3-pt jump shot from 28 ft,73,51
319,4,11:47.0,Defensive rebound by T. Johnson,,73,51
320,4,11:32.0,G. Green misses 2-pt jump shot from 16 ft,,73,51
321,4,11:31.0,,Defensive rebound by K. Oubre,73,51
322,4,11:22.0,,K. Humphries makes 2-pt jump shot from 20 ft (assist by R. Sessions),73,53
323,4,11:02.0,C. Bosh makes 2-pt jump shot from 5 ft,,75,53
324,4,10:52.0,,K. Humphries misses 3-pt jump shot from 26 ft,75,53
325,4,10:51.0,Defensive rebound by T. Johnson,,75,53
326,4,10:41.0,C. Bosh makes 3-pt jump shot from 26 ft (assist by T. Johnson),,78,53
327,4,10:27.0,,R. Sessions misses 2-pt jump shot from 7 ft,78,53
328,4,10:26.0,Defensive rebound by C. Bosh,,78,53
329,4,10:18.0,C. Bosh makes 2-pt dunk at rim (assist by B. Udrih),,80,53
330,4,10:18.0,,Washington full timeout,80,53
331,4,10:18.0,,J. Dudley enters the game for K. Humphries,80,53
332,4,10:09.0,,K. Oubre makes 2-pt layup at rim (assist by J. Wall),80,55
333,4,9:48.0,B. Udrih makes 2-pt jump shot from 16 ft (assist by G. Green),,82,55
334,4,9:36.0,,Turnover by R. Sessions (bad pass; steal by J. Winslow),82,55
335,4,9:30.0,J. Winslow misses 2-pt layup from 1 ft,,82,55
336,4,9:28.0,,Defensive rebound by G. Temple,82,55
337,4,9:17.0,,G. Temple misses 2-pt layup from 1 ft,82,55
338,4,9:16.0,,Offensive rebound by Team,82,55
339,4,9:16.0,Loose ball foul by B. Udrih (drawn by G. Temple),,82,55
340,4,9:16.0,,J. Eddie enters the game for J. Wall,82,55
341,4,9:01.0,,J. Dudley makes 2-pt jump shot from 22 ft (assist by R. Sessions),82,57
342,4,8:42.0,T. Johnson misses 3-pt jump shot from 26 ft,,82,57
343,4,8:41.0,Offensive rebound by C. Bosh,,82,57
344,4,8:39.0,C. Bosh misses 2-pt layup from 1 ft,,82,57
345,4,8:38.0,,Defensive rebound by J. Dudley,82,57
346,4,8:33.0,,R. Sessions makes 2-pt layup from 2 ft,82,59
347,4,8:06.0,G. Green makes 3-pt jump shot from 26 ft (assist by T. Johnson),,85,59
348,4,7:40.0,,J. Eddie misses 3-pt jump shot from 25 ft,85,59
349,4,7:39.0,Defensive rebound by C. Bosh,,85,59
350,4,7:22.0,B. Udrih misses 2-pt jump shot from 16 ft,,85,59
351,4,7:21.0,Offensive rebound by T. Johnson,,85,59
352,4,7:04.0,J. Winslow misses 2-pt jump shot from 10 ft,,85,59
353,4,7:03.0,,Defensive rebound by K. Oubre,85,59
354,4,6:56.0,,J. Dudley misses 3-pt jump shot from 26 ft,85,59
355,4,6:54.0,Defensive rebound by T. Johnson,,85,59
356,4,6:41.0,C. Bosh makes 2-pt jump shot from 11 ft (assist by B. Udrih),,87,59
357,4,6:23.0,,G. Temple misses 3-pt jump shot from 22 ft,87,59
358,4,6:22.0,Defensive rebound by T. Johnson,,87,59
359,4,6:07.0,J. Winslow misses 3-pt jump shot from 24 ft,,87,59
360,4,6:06.0,,Defensive rebound by K. Oubre,87,59
361,4,5:57.0,,K. Oubre misses 2-pt layup from 1 ft (block by C. Bosh),87,59
362,4,5:55.0,Defensive rebound by J. Winslow,,87,59
363,4,5:53.0,Offensive foul by J. Winslow (drawn by J. Dudley),,87,59
364,4,5:53.0,Turnover by J. Winslow (offensive foul),,87,59
365,4,5:53.0,Official timeout,,87,59
366,4,5:53.0,U. Haslem enters the game for C. Bosh,,87,59
367,4,5:45.0,,Personal foul by G. Green (drawn by G. Temple),87,59
368,4,5:41.0,,J. Eddie misses 3-pt jump shot from 24 ft,87,59
369,4,5:41.0,Defensive rebound by G. Green,,87,59
370,4,5:20.0,G. Green makes 2-pt jump shot from 5 ft (assist by B. Udrih),,89,59
371,4,5:00.0,,K. Oubre makes 2-pt jump shot from 3 ft,89,61
372,4,4:49.0,U. Haslem misses 2-pt jump shot from 14 ft,,89,61
373,4,4:48.0,,Defensive rebound by K. Oubre,89,61
374,4,4:43.0,,G. Temple misses 2-pt layup from 1 ft (block by U. Haslem),89,61
375,4,4:43.0,,Offensive rebound by Team,89,61
376,4,4:43.0,,K. Humphries enters the game for J. Dudley,89,61
377,4,4:37.0,,K. Oubre misses 3-pt jump shot from 26 ft,89,61
378,4,4:35.0,,Offensive rebound by K. Oubre,89,61
379,4,4:31.0,,Turnover by K. Oubre (bad pass; steal by G. Green),89,61
380,4,4:21.0,G. Green makes 2-pt layup from 1 ft,,91,61
381,4,4:13.0,,G. Temple makes 2-pt layup from 1 ft,91,63
382,4,3:55.0,U. Haslem makes 2-pt jump shot from 16 ft (assist by B. Udrih),,93,63
383,4,3:43.0,,R. Sessions makes 2-pt layup from 1 ft,93,65
384,4,3:43.0,,Shooting foul by U. Haslem (drawn by R. Sessions),93,65
385,4,3:43.0,C. Andersen enters the game for G. Green,,93,65
386,4,3:43.0,J. Richardson enters the game for J. Winslow,,93,65
387,4,3:43.0,,R. Sessions makes free throw 1 of 1,93,66
388,4,3:23.0,J. Richardson misses 2-pt jump shot from 19 ft,,93,66
389,4,3:22.0,,Defensive rebound by K. Oubre,93,66
