,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,OKLAHOMA CITY_ACTION,CHARLOTTE_SCORE,OKLAHOMA CITY_SCORE
196,2,2:44.0,K. Walker misses 2-pt jump shot from 14 ft,,40,47
197,2,2:44.0,,Defensive rebound by D. Waiters,40,47
198,2,2:32.0,,Def 3 sec tech foul by S. Hawes,40,47
199,2,2:32.0,,K. Durant misses technical free throw,40,47
200,2,2:32.0,,Offensive rebound by Team,40,47
201,2,2:32.0,J. Lin enters the game for N. Batum,,40,47
202,2,2:26.0,,K. Durant makes 2-pt hook shot from 2 ft (assist by R. Westbrook),40,49
203,2,2:08.0,Def 3 sec tech foul by S. Adams,,40,49
204,2,2:08.0,K. Walker makes technical free throw,,41,49
205,2,1:56.0,Shooting foul by S. Adams (drawn by S. Hawes),,41,49
206,2,1:56.0,S. Hawes makes free throw 1 of 2,,42,49
207,2,1:56.0,S. Hawes makes free throw 2 of 2,,43,49
208,2,1:46.0,,Turnover by R. Westbrook (bad pass),43,49
209,2,1:38.0,Turnover by K. Walker (traveling),,43,49
210,2,1:24.0,Loose ball foul by J. Lin (drawn by S. Adams),,43,49
211,2,1:16.0,,D. Waiters makes 3-pt jump shot from 22 ft (assist by K. Durant),43,52
212,2,0:50.0,F. Kaminsky misses 3-pt jump shot from 24 ft,,43,52
213,2,0:49.0,,Defensive rebound by S. Adams,43,52
214,2,0:40.0,,R. Westbrook misses 2-pt dunk at rim,43,52
215,2,0:39.0,Defensive rebound by F. Kaminsky,,43,52
216,2,0:33.0,K. Walker makes 2-pt layup from 2 ft,,45,52
217,2,0:14.0,,R. Westbrook misses 3-pt jump shot from 24 ft,45,52
218,2,0:13.0,Defensive rebound by S. Hawes,,45,52
219,2,0:00.0,K. Walker misses 2-pt jump shot from 7 ft,,45,52
220,2,0:00.0,Offensive rebound by Team,,45,52
221,3,11:38.0,Turnover by N. Batum (bad pass; steal by R. Westbrook),,45,52
222,3,11:32.0,,A. Roberson misses 2-pt layup from 2 ft (block by M. Williams),45,52
223,3,11:30.0,Defensive rebound by C. Zeller,,45,52
224,3,11:19.0,P. Hairston misses 3-pt jump shot from 25 ft,,45,52
225,3,11:19.0,,Defensive rebound by K. Durant,45,52
226,3,11:06.0,,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),45,54
227,3,10:50.0,P. Hairston makes 2-pt layup at rim (assist by N. Batum),,47,54
228,3,10:27.0,,S. Adams misses 2-pt hook shot from 4 ft,47,54
229,3,10:27.0,,Offensive rebound by S. Ibaka,47,54
230,3,10:16.0,,K. Durant misses 2-pt jump shot from 8 ft,47,54
231,3,10:15.0,Defensive rebound by M. Williams,,47,54
232,3,10:12.0,Shooting foul by S. Ibaka (drawn by K. Walker),,47,54
233,3,10:12.0,K. Walker makes free throw 1 of 2,,48,54
234,3,10:12.0,K. Walker makes free throw 2 of 2,,49,54
235,3,9:54.0,,S. Ibaka makes 2-pt jump shot from 14 ft (assist by K. Durant),49,56
236,3,9:41.0,Turnover by K. Walker (bad pass),,49,56
237,3,9:21.0,,R. Westbrook misses 2-pt jump shot from 10 ft,49,56
238,3,9:20.0,Defensive rebound by P. Hairston,,49,56
239,3,9:10.0,K. Walker makes 2-pt jump shot from 14 ft,,51,56
240,3,8:55.0,,K. Durant makes 2-pt jump shot from 13 ft (assist by R. Westbrook),51,58
241,3,8:31.0,P. Hairston misses 3-pt jump shot from 25 ft,,51,58
242,3,8:31.0,,Defensive rebound by S. Adams,51,58
243,3,8:24.0,,Shooting foul by K. Walker (drawn by R. Westbrook),51,58
244,3,8:24.0,,R. Westbrook makes free throw 1 of 2,51,59
245,3,8:24.0,,R. Westbrook makes free throw 2 of 2,51,60
246,3,8:10.0,P. Hairston misses 2-pt jump shot from 8 ft,,51,60
247,3,8:09.0,,Defensive rebound by S. Ibaka,51,60
248,3,8:00.0,,Offensive foul by S. Adams (drawn by P. Hairston),51,60
249,3,8:00.0,,Turnover by S. Adams (offensive foul),51,60
250,3,7:48.0,Turnover by N. Batum (bad pass),,51,60
251,3,7:32.0,,R. Westbrook makes 2-pt dunk at rim (assist by K. Durant),51,62
252,3,7:17.0,C. Zeller misses 2-pt jump shot from 4 ft (block by S. Adams),,51,62
253,3,7:17.0,,Defensive rebound by R. Westbrook,51,62
254,3,7:13.0,,Turnover by R. Westbrook (bad pass; steal by K. Walker),51,62
255,3,7:10.0,Shooting foul by R. Westbrook (drawn by C. Zeller),,51,62
256,3,7:10.0,C. Zeller makes free throw 1 of 2,,52,62
257,3,7:10.0,J. Lin enters the game for N. Batum,,52,62
258,3,7:10.0,C. Zeller makes free throw 2 of 2,,53,62
259,3,6:59.0,,Turnover by K. Durant (bad pass; steal by M. Williams),53,62
260,3,6:53.0,P. Hairston makes 2-pt layup at rim (assist by M. Williams),,55,62
261,3,6:38.0,,R. Westbrook misses 2-pt layup from 1 ft,55,62
262,3,6:38.0,,Offensive rebound by S. Adams,55,62
263,3,6:38.0,,S. Adams misses 2-pt layup from 1 ft,55,62
264,3,6:37.0,,Offensive rebound by S. Ibaka,55,62
265,3,6:33.0,,Shooting foul by C. Zeller (drawn by R. Westbrook),55,62
266,3,6:33.0,,R. Westbrook makes free throw 1 of 2,55,63
267,3,6:33.0,,D. Waiters enters the game for A. Roberson,55,63
268,3,6:33.0,,R. Westbrook makes free throw 2 of 2,55,64
269,3,6:23.0,Inbound foul by S. Ibaka,,55,64
270,3,6:23.0,M. Williams makes free throw 1 of 2,,56,64
271,3,6:23.0,M. Williams misses free throw 2 of 2,,56,64
272,3,6:22.0,,Defensive rebound by R. Westbrook,56,64
273,3,6:14.0,,K. Durant makes 2-pt jump shot from 8 ft,56,66
274,3,6:14.0,,Shooting foul by J. Lin (drawn by K. Durant),56,66
275,3,6:14.0,,K. Durant makes free throw 1 of 1,56,67
276,3,6:08.0,Offensive foul by C. Zeller (drawn by S. Adams),,56,67
277,3,6:08.0,Turnover by C. Zeller (offensive foul),,56,67
278,3,6:08.0,S. Hawes enters the game for C. Zeller,,56,67
279,3,5:59.0,,S. Ibaka makes 3-pt jump shot from 23 ft (assist by R. Westbrook),56,70
280,3,5:59.0,Charlotte full timeout,,56,70
281,3,5:59.0,Technical foul by Team,,56,70
282,3,5:59.0,,K. Durant misses technical free throw,56,70
283,3,5:59.0,Offensive rebound by Team,,56,70
284,3,5:47.0,J. Lin makes 2-pt layup from 1 ft,,58,70
285,3,5:29.0,,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),58,72
286,3,5:15.0,P. Hairston makes 2-pt layup from 1 ft (assist by J. Lin),,60,72
287,3,5:04.0,,R. Westbrook makes 2-pt jump shot from 9 ft,60,74
288,3,4:54.0,Personal foul by S. Ibaka (drawn by M. Williams),,60,74
289,3,4:54.0,F. Kaminsky enters the game for M. Williams,,60,74
290,3,4:43.0,P. Hairston misses 3-pt jump shot from 25 ft,,60,74
291,3,4:43.0,,Defensive rebound by K. Durant,60,74
292,3,4:34.0,,K. Durant makes 2-pt jump shot from 14 ft,60,76
293,3,4:20.0,K. Walker makes 2-pt layup from 1 ft,,62,76
294,3,4:19.0,,Oklahoma City full timeout,62,76
295,3,4:19.0,,E. Freedom enters the game for S. Adams,62,76
296,3,4:10.0,,R. Westbrook makes 2-pt layup from 1 ft (assist by K. Durant),62,78
297,3,4:00.0,Personal foul by D. Waiters (drawn by J. Lin),,62,78
298,3,4:00.0,J. Lin makes free throw 1 of 2,,63,78
299,3,4:00.0,J. Lin makes free throw 2 of 2,,64,78
300,3,3:49.0,,Turnover by R. Westbrook (bad pass),64,78
301,3,3:41.0,S. Hawes misses 2-pt jump shot from 3 ft,,64,78
302,3,3:40.0,,Defensive rebound by R. Westbrook,64,78
303,3,3:28.0,,D. Waiters misses 2-pt jump shot from 4 ft (block by F. Kaminsky),64,78
304,3,3:27.0,Defensive rebound by J. Lin,,64,78
305,3,3:13.0,S. Hawes misses 2-pt hook shot from 3 ft,,64,78
306,3,3:12.0,,Defensive rebound by R. Westbrook,64,78
307,3,3:00.0,,K. Durant misses 2-pt layup from 2 ft,64,78
308,3,3:00.0,Defensive rebound by P. Hairston,,64,78
309,3,2:54.0,P. Hairston misses 2-pt layup from 1 ft,,64,78
310,3,2:54.0,,Defensive rebound by S. Ibaka,64,78
311,3,2:49.0,,Shooting foul by F. Kaminsky (drawn by K. Durant),64,78
312,3,2:49.0,,K. Durant makes free throw 1 of 2,64,79
313,3,2:49.0,,K. Singler enters the game for S. Ibaka,64,79
314,3,2:49.0,,K. Durant makes free throw 2 of 2,64,80
315,3,2:36.0,,Violation by E. Freedom (def goaltending),64,80
316,3,2:36.0,J. Lin makes 2-pt layup from 1 ft (assist by S. Hawes),,66,80
317,3,2:24.0,,Shooting foul by S. Hawes (drawn by E. Freedom),66,80
318,3,2:24.0,,E. Freedom makes free throw 1 of 2,66,81
319,3,2:24.0,,C. Payne enters the game for R. Westbrook,66,81
320,3,2:24.0,,E. Freedom makes free throw 2 of 2,66,82
321,3,2:13.0,Personal foul by D. Waiters (drawn by J. Lin),,66,82
322,3,2:13.0,J. Lin makes free throw 1 of 2,,67,82
323,3,2:13.0,J. Lin makes free throw 2 of 2,,68,82
324,3,2:02.0,,K. Singler makes 3-pt jump shot from 23 ft (assist by C. Payne),68,85
325,3,1:39.0,J. Lin misses 2-pt layup from 2 ft,,68,85
326,3,1:38.0,,Defensive rebound by E. Freedom,68,85
327,3,1:29.0,,K. Durant misses 3-pt jump shot from 23 ft,68,85
328,3,1:28.0,Defensive rebound by S. Hawes,,68,85
329,3,1:18.0,F. Kaminsky misses 3-pt jump shot from 22 ft,,68,85
330,3,1:17.0,,Defensive rebound by K. Durant,68,85
331,3,1:07.0,,K. Singler makes 3-pt jump shot from 22 ft (assist by C. Payne),68,88
332,3,0:48.0,Turnover by S. Hawes (3 sec),,68,88
333,3,0:31.0,,Turnover by E. Freedom (lost ball),68,88
334,3,0:11.0,K. Walker misses 3-pt jump shot from 24 ft,,68,88
335,3,0:10.0,Offensive rebound by F. Kaminsky,,68,88
336,3,0:08.0,F. Kaminsky makes 2-pt layup from 1 ft,,70,88
337,3,0:05.0,,Offensive foul by K. Durant (drawn by P. Hairston),70,88
338,3,0:05.0,,Turnover by K. Durant (offensive foul),70,88
339,3,0:00.0,K. Walker misses 2-pt jump shot from 19 ft,,70,88
340,3,0:00.0,Offensive rebound by Team,,70,88
341,4,11:35.0,,D. Waiters misses 2-pt jump shot from 22 ft,70,88
342,4,11:34.0,,Offensive rebound by E. Freedom,70,88
343,4,11:17.0,,C. Payne makes 2-pt jump shot from 11 ft,70,90
344,4,11:05.0,F. Kaminsky makes 3-pt jump shot from 25 ft (assist by B. Roberts),,73,90
345,4,10:55.0,Personal foul by D. Waiters (drawn by J. Lin),,73,90
346,4,10:55.0,,Personal foul by J. Lin,73,90
347,4,10:55.0,,Technical foul by D. Waiters,73,90
348,4,10:55.0,B. Roberts makes technical free throw,,74,90
349,4,10:37.0,,C. Payne makes 3-pt jump shot from 25 ft (assist by D. Waiters),74,93
350,4,10:25.0,Shooting foul by K. Singler (drawn by B. Roberts),,74,93
351,4,10:25.0,B. Roberts makes free throw 1 of 2,,75,93
352,4,10:25.0,,S. Ibaka enters the game for E. Freedom,75,93
353,4,10:25.0,B. Roberts makes free throw 2 of 2,,76,93
354,4,10:06.0,,C. Payne misses 2-pt jump shot from 9 ft,76,93
355,4,10:04.0,Defensive rebound by M. Williams,,76,93
356,4,9:52.0,B. Roberts makes 2-pt jump shot from 16 ft,,78,93
357,4,9:30.0,,K. Singler makes 3-pt jump shot from 22 ft (assist by D. Waiters),78,96
358,4,9:10.0,J. Lin misses 2-pt jump shot from 6 ft,,78,96
359,4,9:09.0,,Defensive rebound by K. Singler,78,96
360,4,9:01.0,,Offensive foul by S. Adams (drawn by B. Roberts),78,96
361,4,9:01.0,,Turnover by S. Adams (offensive foul),78,96
362,4,9:01.0,T. Daniels enters the game for M. Williams,,78,96
363,4,8:48.0,J. Lin makes 2-pt layup from 2 ft,,80,96
364,4,8:27.0,,C. Payne misses 3-pt jump shot from 24 ft,80,96
365,4,8:26.0,Defensive rebound by F. Kaminsky,,80,96
366,4,8:16.0,S. Hawes misses 3-pt jump shot from 25 ft,,80,96
367,4,8:15.0,,Defensive rebound by C. Payne,80,96
368,4,8:06.0,,K. Singler makes 2-pt hook shot from 5 ft (assist by C. Payne),80,98
369,4,7:51.0,B. Roberts misses 2-pt jump shot from 12 ft,,80,98
370,4,7:51.0,,Defensive rebound by C. Payne,80,98
371,4,7:41.0,,D. Waiters misses 3-pt jump shot from 24 ft,80,98
372,4,7:41.0,Defensive rebound by F. Kaminsky,,80,98
373,4,7:31.0,S. Hawes misses 2-pt layup at rim,,80,98
374,4,7:31.0,,Defensive rebound by C. Payne,80,98
375,4,7:12.0,Official timeout,,80,98
376,4,7:12.0,T. Hansbrough enters the game for S. Hawes,,80,98
377,4,7:09.0,,S. Ibaka makes 2-pt jump shot from 16 ft,80,100
378,4,6:43.0,F. Kaminsky misses 2-pt jump shot from 19 ft,,80,100
379,4,6:43.0,Offensive rebound by T. Hansbrough,,80,100
380,4,6:42.0,Turnover by T. Hansbrough (lost ball),,80,100
381,4,6:21.0,,Shooting foul by T. Hansbrough (drawn by S. Adams),80,100
382,4,6:21.0,,S. Adams misses free throw 1 of 2,80,100
383,4,6:21.0,,Offensive rebound by Team,80,100
384,4,6:21.0,,S. Adams makes free throw 2 of 2,80,101
385,4,6:07.0,Turnover by T. Hansbrough (lost ball; steal by K. Singler),,80,101
386,4,5:57.0,,Offensive foul by S. Adams (drawn by T. Hansbrough),80,101
387,4,5:57.0,,Turnover by S. Adams (offensive foul),80,101
388,4,5:57.0,,Oklahoma City full timeout,80,101
389,4,5:57.0,,E. Freedom enters the game for S. Adams,80,101
