,QUARTER,TIME_REMAINING,DALLAS_ACTION,DENVER_ACTION,DALLAS_SCORE,DENVER_SCORE
259,3,10:34.0,,K. Faried misses 2-pt layup from 2 ft,53,60
260,3,10:31.0,,Offensive rebound by K. Faried,53,60
261,3,10:31.0,,K. Faried makes 2-pt layup from 1 ft,53,62
262,3,10:18.0,Z. Pachulia misses 2-pt layup from 2 ft (block by N. Jokić),,53,62
263,3,10:16.0,,Defensive rebound by N. Jokić,53,62
264,3,10:03.0,,Turnover by J. Sampson (traveling),53,62
265,3,10:03.0,R. Felton enters the game for Z. Pachulia,,53,62
266,3,9:49.0,C. Parsons makes 2-pt dunk at rim,,55,62
267,3,9:38.0,,N. Jokić misses 3-pt jump shot from 25 ft,55,62
268,3,9:37.0,Defensive rebound by C. Parsons,,55,62
269,3,9:21.0,C. Parsons misses 2-pt jump shot from 13 ft,,55,62
270,3,9:20.0,,Defensive rebound by K. Faried,55,62
271,3,9:04.0,,N. Jokić makes 2-pt hook shot from 8 ft (assist by G. Harris),55,64
272,3,8:51.0,W. Matthews misses 2-pt layup from 2 ft (block by J. Sampson),,55,64
273,3,8:49.0,,Defensive rebound by J. Sampson,55,64
274,3,8:38.0,,K. Faried misses 2-pt jump shot from 12 ft,55,64
275,3,8:38.0,Defensive rebound by C. Parsons,,55,64
276,3,8:30.0,D. Nowitzki makes 3-pt jump shot from 26 ft (assist by C. Parsons),,58,64
277,3,8:29.0,,Denver full timeout,58,64
278,3,8:13.0,,J. Sampson makes 3-pt jump shot from 23 ft (assist by N. Jokić),58,67
279,3,8:01.0,Personal block foul by N. Jokić (drawn by R. Felton),,58,67
280,3,7:51.0,W. Matthews makes 3-pt jump shot from 24 ft (assist by R. Felton),,61,67
281,3,7:32.0,,E. Mudiay makes 2-pt jump shot from 4 ft,61,69
282,3,7:14.0,R. Felton misses 3-pt jump shot from 24 ft,,61,69
283,3,7:13.0,,Defensive rebound by K. Faried,61,69
284,3,7:07.0,,E. Mudiay misses 2-pt jump shot from 17 ft,61,69
285,3,7:04.0,Defensive rebound by C. Parsons,,61,69
286,3,6:50.0,W. Matthews makes 3-pt jump shot from 23 ft (assist by C. Parsons),,64,69
287,3,6:31.0,,Turnover by N. Jokić (lost ball; steal by D. Williams),64,69
288,3,6:30.0,Personal foul by N. Jokić (drawn by C. Parsons),,64,69
289,3,6:30.0,,J. Lauvergne enters the game for N. Jokić,64,69
290,3,6:18.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,64,69
291,3,6:17.0,,Defensive rebound by J. Sampson,64,69
292,3,6:05.0,,G. Harris makes 2-pt jump shot from 15 ft (assist by K. Faried),64,71
293,3,5:56.0,Turnover by C. Parsons (lost ball; steal by K. Faried),,64,71
294,3,5:51.0,,J. Sampson makes 2-pt dunk at rim (assist by E. Mudiay),64,73
295,3,5:51.0,Dallas full timeout,,64,73
296,3,5:51.0,D. Lee enters the game for D. Nowitzki,,64,73
297,3,5:51.0,D. Harris enters the game for D. Williams,,64,73
298,3,5:51.0,,W. Barton enters the game for K. Faried,64,73
299,3,5:30.0,R. Felton misses 2-pt jump shot from 7 ft,,64,73
300,3,5:29.0,Offensive rebound by R. Felton,,64,73
301,3,5:18.0,W. Matthews misses 3-pt jump shot from 24 ft,,64,73
302,3,5:16.0,,Defensive rebound by J. Lauvergne,64,73
303,3,5:10.0,,G. Harris misses 3-pt jump shot from 25 ft,64,73
304,3,5:06.0,Defensive rebound by D. Harris,,64,73
305,3,4:50.0,D. Lee makes 2-pt hook shot from 5 ft (assist by D. Harris),,66,73
306,3,4:34.0,,E. Mudiay misses 2-pt jump shot from 19 ft,66,73
307,3,4:33.0,Defensive rebound by D. Harris,,66,73
308,3,4:21.0,W. Matthews makes 3-pt jump shot from 23 ft (assist by R. Felton),,69,73
309,3,4:19.0,,Denver full timeout,69,73
310,3,4:04.0,Offensive charge foul by J. Sampson (drawn by C. Parsons),,69,73
311,3,4:04.0,,Turnover by J. Sampson (offensive foul),69,73
312,3,3:58.0,C. Parsons misses 2-pt jump shot from 7 ft,,69,73
313,3,3:56.0,,Defensive rebound by J. Sampson,69,73
314,3,3:35.0,,J. Lauvergne misses 2-pt jump shot from 20 ft,69,73
315,3,3:34.0,Defensive rebound by D. Lee,,69,73
316,3,3:21.0,C. Parsons makes 3-pt jump shot from 23 ft (assist by D. Lee),,72,73
317,3,3:06.0,,G. Harris misses 2-pt layup from 2 ft (block by D. Lee),72,73
318,3,3:05.0,,Offensive rebound by Team,72,73
319,3,3:05.0,,D. Augustin enters the game for E. Mudiay,72,73
320,3,2:58.0,,J. Sampson misses 3-pt jump shot from 25 ft,72,73
321,3,2:58.0,Defensive rebound by Team,,72,73
322,3,2:58.0,,Loose ball foul by J. Lauvergne (drawn by D. Lee),72,73
323,3,2:58.0,,A. Toupane enters the game for J. Sampson,72,73
324,3,2:48.0,D. Harris misses 3-pt jump shot from 22 ft,,72,73
325,3,2:46.0,Offensive rebound by D. Harris,,72,73
326,3,2:42.0,D. Harris misses 2-pt layup at rim,,72,73
327,3,2:41.0,,Defensive rebound by W. Barton,72,73
328,3,2:25.0,,J. Lauvergne misses 2-pt hook shot from 3 ft,72,73
329,3,2:24.0,Defensive rebound by C. Parsons,,72,73
330,3,2:18.0,Shooting foul by J. Lauvergne (drawn by D. Harris),,72,73
331,3,2:18.0,D. Harris makes free throw 1 of 2,,73,73
332,3,2:18.0,D. Harris misses free throw 2 of 2,,73,73
333,3,2:17.0,,Defensive rebound by W. Barton,73,73
334,3,1:58.0,,G. Harris misses 2-pt jump shot from 18 ft,73,73
335,3,1:57.0,Defensive rebound by D. Lee,,73,73
336,3,1:38.0,C. Parsons misses 3-pt jump shot from 26 ft,,73,73
337,3,1:37.0,,Defensive rebound by Team,73,73
338,3,1:17.0,,Turnover by G. Harris (lost ball; steal by W. Matthews),73,73
339,3,1:13.0,Shooting foul by J. Lauvergne (drawn by C. Parsons),,73,73
340,3,1:13.0,C. Parsons makes free throw 1 of 2,,74,73
341,3,1:13.0,J. Barea enters the game for W. Matthews,,74,73
342,3,1:13.0,,D. Arthur enters the game for J. Lauvergne,74,73
343,3,1:13.0,C. Parsons makes free throw 2 of 2,,75,73
344,3,1:02.0,,Shooting block foul by C. Parsons (drawn by W. Barton),75,73
345,3,1:02.0,,W. Barton makes free throw 1 of 2,75,74
346,3,1:02.0,D. Nowitzki enters the game for C. Parsons,,75,74
347,3,1:02.0,,W. Barton makes free throw 2 of 2,75,75
348,3,0:51.0,D. Lee makes 2-pt dunk at rim (assist by R. Felton),,77,75
349,3,0:27.0,,G. Harris makes 2-pt jump shot from 21 ft,77,77
350,3,0:05.0,R. Felton misses 2-pt jump shot from 7 ft,,77,77
351,3,0:05.0,Offensive rebound by D. Lee,,77,77
352,3,0:05.0,D. Lee makes 2-pt layup from 1 ft,,79,77
353,3,0:01.0,,W. Barton misses 3-pt jump shot from 32 ft,79,77
354,3,0:00.0,,Offensive rebound by Team,79,77
355,4,11:48.0,,D. Arthur makes 2-pt jump shot from 20 ft (assist by D. Augustin),79,79
356,4,11:30.0,R. Felton makes 2-pt layup from 2 ft (assist by D. Nowitzki),,81,79
357,4,11:18.0,,K. Faried makes 2-pt layup from 1 ft (assist by D. Augustin),81,81
358,4,10:58.0,R. Felton misses 3-pt jump shot from 26 ft,,81,81
359,4,10:57.0,Offensive rebound by Team,,81,81
360,4,10:57.0,,Loose ball foul by A. Toupane (drawn by D. Nowitzki),81,81
361,4,10:37.0,J. Barea misses 2-pt jump shot from 19 ft,,81,81
362,4,10:36.0,Offensive rebound by D. Harris,,81,81
363,4,10:29.0,J. Barea makes 3-pt jump shot from 25 ft (assist by D. Harris),,84,81
364,4,10:14.0,,A. Toupane misses 3-pt jump shot from 23 ft,84,81
365,4,10:13.0,,Offensive rebound by K. Faried,84,81
366,4,10:10.0,,K. Faried misses 2-pt hook shot from 3 ft,84,81
367,4,10:09.0,Defensive rebound by R. Felton,,84,81
368,4,10:01.0,Personal foul by K. Faried (drawn by D. Nowitzki),,84,81
369,4,9:53.0,J. Barea makes 3-pt jump shot from 25 ft,,87,81
370,4,9:30.0,,D. Augustin misses 3-pt jump shot from 27 ft,87,81
371,4,9:28.0,Defensive rebound by D. Williams,,87,81
372,4,9:18.0,D. Nowitzki makes 3-pt jump shot from 26 ft (assist by D. Harris),,90,81
373,4,9:18.0,,Denver full timeout,90,81
374,4,9:03.0,,A. Toupane misses 2-pt jump shot from 14 ft,90,81
375,4,9:02.0,,Offensive rebound by Team,90,81
376,4,9:02.0,,E. Mudiay enters the game for A. Toupane,90,81
377,4,8:52.0,,D. Augustin misses 2-pt layup from 2 ft,90,81
378,4,8:49.0,,Offensive rebound by K. Faried,90,81
379,4,8:49.0,,K. Faried makes 2-pt layup from 1 ft,90,83
380,4,8:29.0,Turnover by J. Barea (lost ball; steal by E. Mudiay),,90,83
381,4,8:23.0,,W. Barton makes 2-pt layup from 2 ft (assist by E. Mudiay),90,85
382,4,8:16.0,Dallas full timeout,,90,85
383,4,8:16.0,C. Parsons enters the game for D. Nowitzki,,90,85
384,4,8:16.0,D. Lee enters the game for R. Felton,,90,85
