,QUARTER,TIME_REMAINING,DALLAS_ACTION,DENVER_ACTION,DALLAS_SCORE,DENVER_SCORE
0,1,11:37.0,,K. Faried misses 2-pt jump shot from 14 ft,0,0
1,1,11:36.0,Defensive rebound by D. Williams,,0,0
2,1,11:17.0,Z. Pachulia misses 2-pt layup from 2 ft,,0,0
3,1,11:14.0,,Defensive rebound by K. Faried,0,0
4,1,11:01.0,,E. Mudiay misses 2-pt jump shot from 18 ft,0,0
5,1,11:00.0,Defensive rebound by W. Matthews,,0,0
6,1,10:49.0,D. Nowitzki makes 2-pt jump shot from 18 ft (assist by D. Williams),,2,0
7,1,10:26.0,,E. Mudiay misses 2-pt jump shot from 10 ft,2,0
8,1,10:26.0,Defensive rebound by D. Nowitzki,,2,0
9,1,10:14.0,D. Williams misses 2-pt layup from 1 ft,,2,0
10,1,10:13.0,,Defensive rebound by N. Jokić,2,0
11,1,10:09.0,,J. Sampson makes 2-pt layup from 1 ft (assist by N. Jokić),2,2
12,1,9:49.0,Z. Pachulia makes 2-pt layup from 1 ft (assist by D. Williams),,4,2
13,1,9:32.0,,Turnover by N. Jokić (traveling),4,2
14,1,9:24.0,Turnover by D. Williams (bad pass; steal by N. Jokić),,4,2
15,1,9:18.0,,K. Faried misses 2-pt layup from 1 ft,4,2
16,1,9:16.0,Defensive rebound by C. Parsons,,4,2
17,1,9:09.0,D. Nowitzki misses 2-pt jump shot from 15 ft,,4,2
18,1,9:08.0,,Defensive rebound by N. Jokić,4,2
19,1,8:55.0,,N. Jokić misses 2-pt layup from 1 ft,4,2
20,1,8:52.0,,Offensive rebound by N. Jokić,4,2
21,1,8:52.0,,N. Jokić makes 2-pt layup at rim,4,4
22,1,8:36.0,W. Matthews misses 2-pt jump shot from 21 ft,,4,4
23,1,8:34.0,Offensive rebound by D. Nowitzki,,4,4
24,1,8:34.0,D. Nowitzki makes 2-pt layup from 1 ft,,6,4
25,1,8:17.0,,N. Jokić misses 2-pt jump shot from 4 ft (block by Z. Pachulia),6,4
26,1,8:17.0,,Offensive rebound by Team,6,4
27,1,8:14.0,,E. Mudiay misses 3-pt jump shot from 25 ft,6,4
28,1,8:13.0,,Offensive rebound by K. Faried,6,4
29,1,8:12.0,,Shooting foul by Z. Pachulia (drawn by K. Faried),6,4
30,1,8:12.0,,K. Faried misses free throw 1 of 2,6,4
31,1,8:12.0,,Offensive rebound by Team,6,4
32,1,8:12.0,,K. Faried makes free throw 2 of 2,6,5
33,1,7:54.0,C. Parsons misses 3-pt jump shot from 24 ft,,6,5
34,1,7:53.0,,Defensive rebound by N. Jokić,6,5
35,1,7:31.0,,G. Harris misses 2-pt jump shot from 5 ft,6,5
36,1,7:30.0,,Offensive rebound by K. Faried,6,5
37,1,7:30.0,,K. Faried makes 2-pt dunk at rim,6,7
38,1,7:16.0,D. Nowitzki misses 2-pt jump shot from 20 ft,,6,7
39,1,7:15.0,,Defensive rebound by N. Jokić,6,7
40,1,7:08.0,,N. Jokić makes 2-pt jump shot from 13 ft (assist by E. Mudiay),6,9
41,1,7:08.0,Dallas full timeout,,6,9
42,1,7:08.0,R. Felton enters the game for Z. Pachulia,,6,9
43,1,7:08.0,D. Lee enters the game for D. Nowitzki,,6,9
44,1,6:48.0,W. Matthews misses 2-pt hook shot from 9 ft,,6,9
45,1,6:47.0,,Defensive rebound by N. Jokić,6,9
46,1,6:36.0,,Turnover by G. Harris (bad pass; steal by D. Williams),6,9
47,1,6:31.0,Turnover by D. Williams (lost ball; steal by G. Harris),,6,9
48,1,6:24.0,,E. Mudiay misses 3-pt jump shot from 26 ft,6,9
49,1,6:21.0,Defensive rebound by D. Lee,,6,9
50,1,6:07.0,R. Felton misses 3-pt jump shot from 24 ft,,6,9
51,1,6:06.0,,Defensive rebound by K. Faried,6,9
52,1,6:00.0,,Offensive foul by N. Jokić (drawn by C. Parsons),6,9
53,1,6:00.0,,Turnover by N. Jokić (offensive foul),6,9
54,1,5:52.0,W. Matthews misses 2-pt layup from 2 ft (block by E. Mudiay),,6,9
55,1,5:51.0,,Defensive rebound by E. Mudiay,6,9
56,1,5:50.0,,Personal foul by W. Matthews (drawn by E. Mudiay),6,9
57,1,5:32.0,,K. Faried makes 2-pt hook shot from 10 ft,6,11
58,1,5:22.0,D. Lee makes 2-pt jump shot from 10 ft (assist by C. Parsons),,8,11
59,1,5:07.0,,G. Harris misses 3-pt jump shot from 24 ft,8,11
60,1,5:06.0,Defensive rebound by D. Lee,,8,11
61,1,5:01.0,C. Parsons misses 3-pt jump shot from 24 ft,,8,11
62,1,4:59.0,,Defensive rebound by J. Sampson,8,11
63,1,4:51.0,,K. Faried makes 2-pt dunk at rim (assist by G. Harris),8,13
64,1,4:32.0,C. Parsons misses 3-pt jump shot from 26 ft,,8,13
65,1,4:31.0,,Defensive rebound by N. Jokić,8,13
66,1,4:27.0,,Personal foul by C. Parsons (drawn by K. Faried),8,13
67,1,4:27.0,D. Harris enters the game for D. Williams,,8,13
68,1,4:27.0,C. Villanueva enters the game for C. Parsons,,8,13
69,1,4:17.0,,J. Sampson misses 2-pt layup from 1 ft (block by D. Lee),8,13
70,1,4:13.0,Defensive rebound by D. Lee,,8,13
71,1,4:06.0,D. Lee makes 2-pt layup from 2 ft (assist by R. Felton),,10,13
72,1,3:51.0,,J. Sampson misses 3-pt jump shot from 24 ft,10,13
73,1,3:50.0,Defensive rebound by C. Villanueva,,10,13
74,1,3:41.0,R. Felton misses 2-pt layup from 1 ft,,10,13
75,1,3:40.0,,Defensive rebound by N. Jokić,10,13
76,1,3:30.0,,G. Harris misses 2-pt jump shot from 22 ft,10,13
77,1,3:29.0,Defensive rebound by D. Lee,,10,13
78,1,3:04.0,C. Villanueva misses 3-pt jump shot from 25 ft,,10,13
79,1,3:04.0,,Defensive rebound by K. Faried,10,13
80,1,2:57.0,,N. Jokić misses 2-pt layup from 1 ft (block by C. Villanueva),10,13
81,1,2:57.0,,Offensive rebound by Team,10,13
82,1,2:57.0,,Denver full timeout,10,13
83,1,2:57.0,D. Nowitzki enters the game for W. Matthews,,10,13
84,1,2:57.0,J. Barea enters the game for C. Villanueva,,10,13
85,1,2:57.0,,W. Barton enters the game for N. Jokić,10,13
86,1,2:57.0,,J. Lauvergne enters the game for J. Sampson,10,13
87,1,2:49.0,,E. Mudiay misses 2-pt jump shot from 20 ft,10,13
88,1,2:48.0,,Offensive rebound by Team,10,13
89,1,2:48.0,Loose ball foul by D. Lee (drawn by K. Faried),,10,13
90,1,2:48.0,,D. Augustin enters the game for E. Mudiay,10,13
91,1,2:48.0,,D. Arthur enters the game for K. Faried,10,13
92,1,2:35.0,,G. Harris makes 2-pt jump shot from 10 ft (assist by D. Arthur),10,15
93,1,2:22.0,Shooting foul by J. Lauvergne (drawn by D. Lee),,10,15
94,1,2:22.0,D. Lee makes free throw 1 of 2,,11,15
95,1,2:22.0,D. Lee makes free throw 2 of 2,,12,15
96,1,2:04.0,,J. Lauvergne misses 2-pt layup from 3 ft,12,15
97,1,2:01.0,,Offensive rebound by D. Arthur,12,15
98,1,2:01.0,,D. Arthur misses 2-pt layup from 2 ft,12,15
99,1,2:00.0,,Offensive rebound by J. Lauvergne,12,15
100,1,2:00.0,,J. Lauvergne makes 2-pt dunk at rim,12,17
101,1,1:48.0,Personal foul by D. Arthur (drawn by D. Nowitzki),,12,17
102,1,1:35.0,Turnover by J. Barea (bad pass),,12,17
103,1,1:22.0,,W. Barton misses 2-pt jump shot from 18 ft,12,17
104,1,1:22.0,Defensive rebound by D. Lee,,12,17
105,1,1:14.0,D. Nowitzki makes 2-pt jump shot from 21 ft (assist by R. Felton),,14,17
106,1,1:14.0,Shooting foul by D. Arthur (drawn by D. Nowitzki),,14,17
107,1,1:14.0,D. Nowitzki makes free throw 1 of 1,,15,17
108,1,1:00.0,,G. Harris makes 2-pt jump shot from 11 ft (assist by D. Augustin),15,19
109,1,0:52.0,J. Barea misses 2-pt jump shot from 20 ft,,15,19
110,1,0:46.0,Offensive rebound by D. Lee,,15,19
111,1,0:46.0,D. Lee makes 2-pt layup from 2 ft,,17,19
112,1,0:32.0,,Shooting foul by D. Nowitzki (drawn by D. Augustin),17,19
113,1,0:32.0,,D. Augustin misses free throw 1 of 2,17,19
114,1,0:32.0,,Offensive rebound by Team,17,19
115,1,0:32.0,,M. Miller enters the game for D. Arthur,17,19
116,1,0:32.0,,D. Augustin makes free throw 2 of 2,17,20
117,1,0:16.0,D. Nowitzki makes 2-pt jump shot from 18 ft,,19,20
118,1,0:02.0,,W. Barton makes 2-pt jump shot from 4 ft (assist by M. Miller),19,22
119,1,0:00.0,J. Barea misses 3-pt jump shot from 29 ft,,19,22
120,1,0:00.0,Offensive rebound by Team,,19,22
121,2,11:47.0,D. Nowitzki misses 2-pt jump shot from 16 ft,,19,22
122,2,11:47.0,,Defensive rebound by W. Barton,19,22
123,2,11:26.0,,D. Augustin misses 2-pt jump shot from 4 ft (block by D. Harris),19,22
124,2,11:25.0,,Offensive rebound by Team,19,22
125,2,11:18.0,,W. Barton makes 2-pt jump shot from 13 ft (assist by A. Toupane),19,24
126,2,11:00.0,Shooting foul by W. Barton (drawn by R. Felton),,19,24
127,2,11:00.0,R. Felton makes free throw 1 of 2,,20,24
128,2,11:00.0,R. Felton misses free throw 2 of 2,,20,24
129,2,10:59.0,,Defensive rebound by J. Lauvergne,20,24
130,2,10:46.0,,A. Toupane misses 3-pt jump shot from 23 ft,20,24
131,2,10:45.0,,Offensive rebound by J. Lauvergne,20,24
132,2,10:41.0,,A. Toupane misses 2-pt layup from 1 ft,20,24
133,2,10:41.0,Defensive rebound by D. Nowitzki,,20,24
134,2,10:41.0,Personal foul by A. Toupane (drawn by D. Harris),,20,24
135,2,10:34.0,D. Lee makes 2-pt dunk at rim (assist by J. Barea),,22,24
136,2,10:16.0,,Def 3 sec tech foul by D. Harris,22,24
137,2,10:16.0,,W. Barton makes technical free throw,22,25
138,2,10:10.0,,D. Augustin misses 3-pt jump shot from 25 ft,22,25
139,2,10:09.0,Defensive rebound by D. Nowitzki,,22,25
140,2,9:58.0,J. Barea makes 2-pt layup from 3 ft,,24,25
141,2,9:47.0,,D. Augustin misses 2-pt layup from 2 ft (block by D. Lee),24,25
142,2,9:44.0,Defensive rebound by D. Nowitzki,,24,25
143,2,9:33.0,J. Barea makes 2-pt layup from 1 ft,,26,25
144,2,9:33.0,,Denver full timeout,26,25
145,2,9:16.0,,W. Barton makes 2-pt layup from 1 ft,26,27
146,2,9:04.0,Turnover by D. Nowitzki (bad pass; steal by M. Miller),,26,27
147,2,8:49.0,,Turnover by J. Lauvergne (3 sec),26,27
148,2,8:49.0,C. Parsons enters the game for D. Nowitzki,,26,27
149,2,8:49.0,Z. Pachulia enters the game for R. Felton,,26,27
150,2,8:49.0,D. Williams enters the game for D. Lee,,26,27
151,2,8:49.0,W. Matthews enters the game for D. Harris,,26,27
152,2,8:33.0,Z. Pachulia makes 2-pt layup from 1 ft (assist by J. Barea),,28,27
153,2,8:19.0,,W. Barton misses 2-pt jump shot from 4 ft,28,27
154,2,8:19.0,Defensive rebound by Team,,28,27
155,2,8:12.0,,Loose ball foul by W. Barton (drawn by Z. Pachulia),28,27
156,2,8:12.0,Personal foul by D. Augustin (drawn by D. Williams),,28,27
157,2,8:04.0,Z. Pachulia misses 2-pt jump shot from 14 ft,,28,27
158,2,8:03.0,,Defensive rebound by W. Barton,28,27
159,2,7:49.0,,D. Augustin misses 2-pt layup from 2 ft,28,27
160,2,7:48.0,Defensive rebound by Z. Pachulia,,28,27
161,2,7:35.0,J. Barea makes 2-pt jump shot from 6 ft,,30,27
162,2,7:34.0,,Denver full timeout,30,27
163,2,7:34.0,,E. Mudiay enters the game for W. Barton,30,27
164,2,7:34.0,,G. Harris enters the game for D. Augustin,30,27
165,2,7:34.0,,Violation by Team (delay of game),30,27
166,2,7:18.0,,Shooting foul by Z. Pachulia (drawn by E. Mudiay),30,27
167,2,7:18.0,,E. Mudiay makes free throw 1 of 2,30,28
168,2,7:18.0,,E. Mudiay misses free throw 2 of 2,30,28
169,2,7:17.0,Defensive rebound by Z. Pachulia,,30,28
170,2,7:03.0,Turnover by D. Williams (bad pass; steal by G. Harris),,30,28
171,2,7:00.0,Violation by C. Parsons (def goaltending),,30,28
172,2,7:00.0,,G. Harris makes 2-pt layup from 2 ft,30,30
173,2,6:49.0,J. Barea misses 3-pt jump shot from 23 ft,,30,30
174,2,6:46.0,Offensive rebound by J. Barea,,30,30
175,2,6:40.0,C. Parsons makes 2-pt jump shot from 8 ft (assist by D. Williams),,32,30
176,2,6:29.0,,Personal foul by C. Parsons (drawn by J. Lauvergne),32,30
177,2,6:21.0,,M. Miller makes 3-pt jump shot from 27 ft (assist by E. Mudiay),32,33
178,2,6:02.0,Shooting foul by J. Lauvergne (drawn by C. Parsons),,32,33
179,2,6:02.0,C. Parsons misses free throw 1 of 2,,32,33
180,2,6:02.0,Offensive rebound by Team,,32,33
181,2,6:02.0,,N. Jokić enters the game for J. Lauvergne,32,33
182,2,6:02.0,S. Mejri enters the game for Z. Pachulia,,32,33
183,2,6:02.0,C. Parsons misses free throw 2 of 2,,32,33
184,2,6:00.0,,Defensive rebound by A. Toupane,32,33
185,2,5:43.0,,E. Mudiay makes 2-pt jump shot from 11 ft,32,35
186,2,5:37.0,Dallas full timeout,,32,35
187,2,5:22.0,D. Williams makes 2-pt hook shot from 4 ft,,34,35
188,2,5:07.0,,N. Jokić makes 2-pt layup from 2 ft (assist by M. Miller),34,37
189,2,5:07.0,,Shooting foul by S. Mejri (drawn by N. Jokić),34,37
190,2,5:07.0,,N. Jokić makes free throw 1 of 1,34,38
191,2,4:54.0,C. Parsons misses 2-pt layup from 2 ft,,34,38
192,2,4:54.0,,Defensive rebound by N. Jokić,34,38
193,2,4:50.0,Offensive charge foul by E. Mudiay (drawn by D. Williams),,34,38
194,2,4:50.0,,Turnover by E. Mudiay (offensive foul),34,38
195,2,4:50.0,D. Nowitzki enters the game for C. Parsons,,34,38
196,2,4:50.0,D. Lee enters the game for S. Mejri,,34,38
197,2,4:47.0,Personal foul by M. Miller (drawn by D. Nowitzki),,34,38
198,2,4:47.0,D. Nowitzki makes free throw 1 of 2,,35,38
199,2,4:47.0,,J. Sampson enters the game for A. Toupane,35,38
200,2,4:47.0,D. Nowitzki makes free throw 2 of 2,,36,38
201,2,4:34.0,,Turnover by E. Mudiay (bad pass; steal by D. Williams),36,38
202,2,4:12.0,J. Barea misses 2-pt jump shot from 7 ft,,36,38
203,2,4:09.0,Offensive rebound by D. Lee,,36,38
204,2,4:03.0,J. Barea makes 3-pt jump shot from 23 ft (assist by W. Matthews),,39,38
205,2,3:52.0,,M. Miller misses 3-pt jump shot from 26 ft,39,38
206,2,3:51.0,Defensive rebound by Team,,39,38
207,2,3:51.0,,Loose ball foul by N. Jokić (drawn by D. Lee),39,38
208,2,3:51.0,D. Lee makes free throw 1 of 2,,40,38
209,2,3:51.0,,K. Faried enters the game for M. Miller,40,38
210,2,3:51.0,D. Lee makes free throw 2 of 2,,41,38
211,2,3:45.0,,K. Faried misses 2-pt layup from 1 ft (block by D. Lee),41,38
212,2,3:44.0,,Offensive rebound by K. Faried,41,38
213,2,3:43.0,,Shooting foul by D. Williams (drawn by K. Faried),41,38
214,2,3:43.0,,K. Faried makes free throw 1 of 2,41,39
215,2,3:43.0,,K. Faried makes free throw 2 of 2,41,40
216,2,3:35.0,Shooting foul by J. Sampson (drawn by D. Williams),,41,40
217,2,3:35.0,D. Williams makes free throw 1 of 2,,42,40
218,2,3:35.0,D. Williams makes free throw 2 of 2,,43,40
219,2,3:26.0,,N. Jokić misses 2-pt hook shot from 5 ft,43,40
220,2,3:25.0,,Offensive rebound by N. Jokić,43,40
221,2,3:24.0,,Flagrant foul type 1 by D. Nowitzki (drawn by N. Jokić),43,40
222,2,3:24.0,,N. Jokić makes flagrant free throw 1 of 2,43,41
223,2,3:24.0,,N. Jokić makes flagrant free throw 2 of 2,43,42
224,2,3:19.0,,Personal foul by D. Lee (drawn by N. Jokić),43,42
225,2,3:19.0,,N. Jokić makes free throw 1 of 2,43,43
226,2,3:19.0,,N. Jokić makes free throw 2 of 2,43,44
227,2,3:05.0,Turnover by D. Williams (lost ball; steal by N. Jokić),,43,44
228,2,2:57.0,,E. Mudiay makes 3-pt jump shot from 25 ft (assist by N. Jokić),43,47
229,2,2:54.0,Dallas full timeout,,43,47
230,2,2:54.0,Official timeout,,43,47
231,2,2:54.0,C. Parsons enters the game for J. Barea,,43,47
232,2,2:38.0,,Violation by K. Faried (def goaltending),43,47
233,2,2:38.0,C. Parsons makes 2-pt layup from 2 ft,,45,47
234,2,2:15.0,,K. Faried makes 2-pt dunk at rim (assist by J. Sampson),45,49
235,2,1:54.0,D. Nowitzki makes 3-pt jump shot from 26 ft (assist by D. Williams),,48,49
236,2,1:35.0,,J. Sampson misses 2-pt layup from 2 ft (block by D. Nowitzki),48,49
237,2,1:33.0,Defensive rebound by D. Lee,,48,49
238,2,1:31.0,Turnover by W. Matthews (step out of bounds),,48,49
239,2,1:31.0,Technical foul by W. Matthews,,48,49
240,2,1:31.0,,G. Harris makes technical free throw,48,50
241,2,1:22.0,,K. Faried makes 2-pt dunk at rim (assist by E. Mudiay),48,52
242,2,0:55.0,D. Lee misses 2-pt jump shot from 14 ft,,48,52
243,2,0:54.0,,Defensive rebound by G. Harris,48,52
244,2,0:46.0,,N. Jokić misses 2-pt hook shot from 3 ft,48,52
245,2,0:44.0,Defensive rebound by D. Lee,,48,52
246,2,0:38.0,W. Matthews misses 3-pt jump shot from 23 ft,,48,52
247,2,0:37.0,,Defensive rebound by N. Jokić,48,52
248,2,0:31.0,,K. Faried makes 2-pt dunk at rim (assist by E. Mudiay),48,54
249,2,0:18.0,D. Nowitzki makes 2-pt jump shot from 19 ft (assist by D. Lee),,50,54
250,2,0:01.0,,E. Mudiay makes 3-pt jump shot from 25 ft,50,57
251,3,11:39.0,D. Nowitzki makes 3-pt jump shot from 23 ft (assist by W. Matthews),,53,57
252,3,11:12.0,,E. Mudiay makes 3-pt jump shot from 25 ft (assist by J. Sampson),53,60
253,3,10:59.0,Personal foul by E. Mudiay (drawn by D. Williams),,53,60
254,3,10:48.0,D. Williams misses 3-pt jump shot from 25 ft,,53,60
255,3,10:48.0,,Defensive rebound by K. Faried,53,60
256,3,10:43.0,Violation by D. Williams (kicked ball),,53,60
257,3,10:34.0,,N. Jokić misses 3-pt jump shot from 26 ft,53,60
258,3,10:34.0,,Offensive rebound by K. Faried,53,60
