,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,UTAH_ACTION,MINNESOTA_SCORE,UTAH_SCORE
119,2,8:50.0,Z. LaVine makes 2-pt jump shot from 22 ft (assist by N. Peković),,35,34
120,2,8:22.0,,R. Hood makes 2-pt layup from 1 ft,35,36
121,2,7:58.0,N. Bjelica misses 2-pt jump shot from 22 ft (block by T. Booker),,35,36
122,2,7:57.0,,Defensive rebound by R. Hood,35,36
123,2,7:36.0,,T. Burke misses 3-pt jump shot from 25 ft,35,36
124,2,7:36.0,Defensive rebound by T. Prince,,35,36
125,2,7:31.0,Turnover by T. Prince (bad pass; steal by J. Ingles),,35,36
126,2,7:28.0,,Shooting foul by T. Prince (drawn by D. Favors),35,36
127,2,7:28.0,,D. Favors makes free throw 1 of 2,35,37
128,2,7:28.0,,G. Hayward enters the game for R. Hood,35,37
129,2,7:28.0,,R. Neto enters the game for T. Burke,35,37
130,2,7:28.0,A. Wiggins enters the game for T. Prince,,35,37
131,2,7:28.0,G. Dieng enters the game for N. Peković,,35,37
132,2,7:28.0,,D. Favors makes free throw 2 of 2,35,38
133,2,7:07.0,A. Wiggins misses 2-pt layup from 1 ft,,35,38
134,2,7:07.0,,Defensive rebound by G. Hayward,35,38
135,2,6:52.0,,Turnover by T. Booker (bad pass; steal by S. Muhammad),35,38
136,2,6:46.0,Z. LaVine makes 2-pt dunk at rim (assist by S. Muhammad),,37,38
137,2,6:41.0,,Utah full timeout,37,38
138,2,6:41.0,K. Towns enters the game for N. Bjelica,,37,38
139,2,6:41.0,,R. Gobert enters the game for T. Booker,37,38
140,2,6:33.0,,Shooting foul by G. Dieng (drawn by R. Gobert),37,38
141,2,6:33.0,,R. Gobert makes free throw 1 of 2,37,39
142,2,6:33.0,,R. Gobert makes free throw 2 of 2,37,40
143,2,6:14.0,Z. LaVine makes 2-pt jump shot from 20 ft,,39,40
144,2,5:56.0,,R. Neto makes 3-pt jump shot from 24 ft (assist by J. Ingles),39,43
145,2,5:43.0,Turnover by K. Towns (bad pass),,39,43
146,2,5:21.0,,D. Favors misses 2-pt jump shot from 9 ft,39,43
147,2,5:19.0,,Offensive rebound by R. Gobert,39,43
148,2,5:19.0,,R. Gobert makes 2-pt layup from 2 ft,39,45
149,2,5:05.0,Offensive foul by K. Towns (drawn by G. Hayward),,39,45
150,2,5:05.0,Turnover by K. Towns (offensive foul),,39,45
151,2,5:05.0,R. Rubio enters the game for Z. LaVine,,39,45
152,2,4:55.0,,D. Favors makes 2-pt layup from 2 ft,39,47
153,2,4:37.0,K. Towns makes 2-pt dunk at rim (assist by R. Rubio),,41,47
154,2,4:19.0,,R. Neto makes 2-pt jump shot from 14 ft,41,49
155,2,4:02.0,Shooting foul by J. Ingles (drawn by G. Dieng),,41,49
156,2,4:02.0,G. Dieng misses free throw 1 of 2,,41,49
157,2,4:02.0,Offensive rebound by Team,,41,49
158,2,4:02.0,Z. LaVine enters the game for S. Muhammad,,41,49
159,2,4:02.0,,R. Hood enters the game for J. Ingles,41,49
160,2,4:02.0,G. Dieng makes free throw 2 of 2,,42,49
161,2,3:41.0,,Turnover by D. Favors (lost ball; steal by A. Wiggins),42,49
162,2,3:40.0,Personal foul by R. Gobert (drawn by R. Rubio),,42,49
163,2,3:39.0,,T. Lyles enters the game for R. Gobert,42,49
164,2,3:18.0,Shooting foul by D. Favors (drawn by G. Dieng),,42,49
165,2,3:18.0,G. Dieng makes free throw 1 of 2,,43,49
166,2,3:18.0,G. Dieng makes free throw 2 of 2,,44,49
167,2,3:09.0,,G. Hayward misses 3-pt jump shot from 24 ft,44,49
168,2,3:08.0,Defensive rebound by K. Towns,,44,49
169,2,3:03.0,Z. LaVine makes 2-pt layup from 1 ft,,46,49
170,2,3:03.0,Shooting foul by R. Hood (drawn by Z. LaVine),,46,49
171,2,3:03.0,,J. Ingles enters the game for R. Hood,46,49
172,2,3:03.0,Z. LaVine makes free throw 1 of 1,,47,49
173,2,2:48.0,,Def 3 sec tech foul by K. Towns,47,49
174,2,2:48.0,,Utah full timeout,47,49
175,2,2:48.0,,G. Hayward makes technical free throw,47,50
176,2,2:40.0,,D. Favors makes 2-pt jump shot from 12 ft (assist by R. Neto),47,52
177,2,2:24.0,A. Wiggins misses 2-pt jump shot from 4 ft (block by D. Favors),,47,52
178,2,2:23.0,,Defensive rebound by D. Favors,47,52
179,2,2:10.0,,G. Hayward misses 2-pt jump shot from 4 ft,47,52
180,2,2:09.0,,Offensive rebound by D. Favors,47,52
181,2,2:06.0,,D. Favors makes 2-pt layup from 2 ft,47,54
182,2,1:45.0,R. Rubio misses 3-pt jump shot from 23 ft,,47,54
183,2,1:44.0,,Defensive rebound by D. Favors,47,54
184,2,1:24.0,,T. Lyles misses 2-pt jump shot from 7 ft,47,54
185,2,1:24.0,Defensive rebound by R. Rubio,,47,54
186,2,1:20.0,Z. LaVine makes 2-pt dunk at rim (assist by R. Rubio),,49,54
187,2,1:19.0,,Utah full timeout,49,54
188,2,1:00.0,,J. Ingles misses 3-pt jump shot from 22 ft,49,54
189,2,1:00.0,Defensive rebound by G. Dieng,,49,54
190,2,0:49.0,Personal foul by J. Ingles (drawn by R. Rubio),,49,54
191,2,0:49.0,R. Rubio makes free throw 1 of 2,,50,54
192,2,0:49.0,,T. Booker enters the game for D. Favors,50,54
193,2,0:49.0,R. Rubio makes free throw 2 of 2,,51,54
194,2,0:31.0,,G. Hayward misses 2-pt jump shot from 19 ft,51,54
195,2,0:31.0,Defensive rebound by G. Dieng,,51,54
196,2,0:22.0,A. Wiggins makes 2-pt jump shot from 6 ft,,53,54
197,2,0:08.0,Violation by R. Rubio (kicked ball),,53,54
198,2,0:06.0,,G. Hayward makes 2-pt dunk at rim (assist by T. Lyles),53,56
199,2,0:04.0,Minnesota full timeout,,53,56
200,2,0:04.0,,C. Johnson enters the game for G. Hayward,53,56
201,2,0:00.0,Z. LaVine makes 2-pt jump shot from 23 ft (assist by K. Towns),,55,56
202,3,11:41.0,,Turnover by R. Neto (bad pass),55,56
203,3,11:26.0,A. Wiggins makes 2-pt jump shot from 17 ft,,57,56
204,3,11:05.0,,R. Hood misses 3-pt jump shot from 25 ft,57,56
205,3,11:05.0,Defensive rebound by T. Prince,,57,56
206,3,10:58.0,Turnover by K. Towns (bad pass; steal by R. Gobert),,57,56
207,3,10:52.0,,Turnover by G. Hayward (bad pass; steal by K. Towns),57,56
208,3,10:34.0,K. Towns makes 2-pt hook shot from 4 ft,,59,56
209,3,10:11.0,,D. Favors makes 2-pt jump shot from 15 ft (assist by R. Hood),59,58
210,3,9:54.0,K. Towns misses 2-pt layup from 2 ft,,59,58
211,3,9:53.0,Offensive rebound by G. Dieng,,59,58
212,3,9:39.0,G. Dieng makes 2-pt hook shot from 3 ft (assist by R. Rubio),,61,58
213,3,9:14.0,,R. Neto misses 2-pt layup from 1 ft,61,58
214,3,9:14.0,Defensive rebound by K. Towns,,61,58
215,3,9:05.0,A. Wiggins misses 2-pt jump shot from 12 ft,,61,58
216,3,9:05.0,,Defensive rebound by R. Gobert,61,58
217,3,8:52.0,,D. Favors misses 2-pt jump shot from 6 ft (block by K. Towns),61,58
218,3,8:50.0,Defensive rebound by G. Dieng,,61,58
219,3,8:44.0,K. Towns misses 2-pt layup from 1 ft,,61,58
220,3,8:44.0,,Defensive rebound by R. Gobert,61,58
221,3,8:39.0,,Shooting foul by A. Wiggins (drawn by R. Hood),61,58
222,3,8:39.0,,R. Hood makes free throw 1 of 2,61,59
223,3,8:39.0,,R. Hood makes free throw 2 of 2,61,60
224,3,8:36.0,Minnesota full timeout,,61,60
225,3,8:17.0,G. Dieng misses 2-pt jump shot from 10 ft,,61,60
226,3,8:16.0,,Defensive rebound by G. Hayward,61,60
227,3,7:57.0,,R. Hood makes 3-pt jump shot from 23 ft,61,63
228,3,7:37.0,K. Towns misses 2-pt layup from 2 ft,,61,63
229,3,7:36.0,Offensive rebound by G. Dieng,,61,63
230,3,7:34.0,G. Dieng misses 2-pt jump shot from 2 ft,,61,63
231,3,7:31.0,,Defensive rebound by D. Favors,61,63
232,3,7:22.0,,R. Hood misses 3-pt jump shot from 22 ft,61,63
233,3,7:22.0,Defensive rebound by K. Towns,,61,63
234,3,7:18.0,Turnover by K. Towns (bad pass; steal by R. Gobert),,61,63
235,3,7:16.0,,Shooting foul by R. Rubio (drawn by R. Gobert),61,63
236,3,7:16.0,,R. Gobert misses free throw 1 of 2,61,63
237,3,7:16.0,,Offensive rebound by Team,61,63
238,3,7:16.0,,R. Gobert misses free throw 2 of 2,61,63
239,3,7:15.0,Defensive rebound by K. Towns,,61,63
240,3,7:03.0,K. Towns makes 2-pt layup from 1 ft (assist by G. Dieng),,63,63
241,3,7:03.0,Shooting foul by D. Favors (drawn by K. Towns),,63,63
242,3,7:03.0,,T. Booker enters the game for D. Favors,63,63
243,3,7:03.0,K. Towns makes free throw 1 of 1,,64,63
244,3,6:44.0,,T. Booker makes 3-pt jump shot from 23 ft (assist by R. Neto),64,66
245,3,6:31.0,K. Towns makes 3-pt jump shot from 24 ft,,67,66
246,3,6:15.0,,Turnover by T. Booker (bad pass),67,66
247,3,6:08.0,Personal foul by G. Hayward (drawn by A. Wiggins),,67,66
248,3,5:52.0,T. Prince misses 2-pt jump shot from 19 ft,,67,66
249,3,5:52.0,,Defensive rebound by G. Hayward,67,66
250,3,5:39.0,,R. Hood makes 2-pt jump shot from 15 ft,67,68
251,3,5:18.0,A. Wiggins misses 2-pt jump shot from 19 ft,,67,68
252,3,5:17.0,,Defensive rebound by T. Booker,67,68
253,3,5:12.0,,Turnover by T. Booker (bad pass; steal by R. Rubio),67,68
254,3,5:05.0,Shooting foul by R. Hood (drawn by K. Towns),,67,68
255,3,5:05.0,K. Towns makes free throw 1 of 2,,68,68
256,3,5:05.0,S. Muhammad enters the game for T. Prince,,68,68
257,3,5:05.0,,D. Favors enters the game for R. Gobert,68,68
258,3,5:05.0,K. Towns makes free throw 2 of 2,,69,68
259,3,4:58.0,,Personal foul by A. Wiggins (drawn by R. Hood),69,68
260,3,4:58.0,Z. LaVine enters the game for R. Rubio,,69,68
261,3,4:42.0,,T. Booker misses 2-pt jump shot from 4 ft,69,68
262,3,4:42.0,,Offensive rebound by D. Favors,69,68
263,3,4:40.0,,D. Favors makes 2-pt dunk at rim,69,70
264,3,4:16.0,A. Wiggins misses 2-pt jump shot from 21 ft,,69,70
265,3,4:15.0,,Defensive rebound by T. Booker,69,70
266,3,4:00.0,,G. Hayward makes 2-pt jump shot from 10 ft,69,72
267,3,3:49.0,Personal foul by T. Booker (drawn by K. Towns),,69,72
268,3,3:49.0,,C. Johnson enters the game for R. Hood,69,72
269,3,3:49.0,N. Peković enters the game for K. Towns,,69,72
270,3,3:36.0,A. Wiggins misses 2-pt jump shot from 9 ft,,69,72
271,3,3:36.0,,Defensive rebound by D. Favors,69,72
272,3,3:19.0,Violation by G. Dieng (kicked ball),,69,72
273,3,3:19.0,,Utah full timeout,69,72
274,3,3:19.0,,T. Burke enters the game for R. Neto,69,72
275,3,3:19.0,,R. Hood enters the game for G. Hayward,69,72
276,3,3:19.0,T. Prince enters the game for A. Wiggins,,69,72
277,3,3:19.0,N. Bjelica enters the game for G. Dieng,,69,72
278,3,3:09.0,,T. Booker makes 2-pt dunk at rim (assist by D. Favors),69,74
279,3,2:53.0,N. Bjelica misses 3-pt jump shot from 22 ft (block by T. Booker),,69,74
280,3,2:50.0,,Defensive rebound by T. Booker,69,74
281,3,2:41.0,,T. Burke makes 3-pt jump shot from 24 ft (assist by R. Hood),69,77
282,3,2:33.0,Minnesota full timeout,,69,77
283,3,2:26.0,Turnover by N. Bjelica (lost ball; steal by T. Booker),,69,77
284,3,2:10.0,,D. Favors makes 2-pt jump shot from 9 ft (assist by R. Hood),69,79
285,3,1:49.0,N. Bjelica misses 2-pt hook shot from 7 ft,,69,79
286,3,1:48.0,,Defensive rebound by D. Favors,69,79
287,3,1:33.0,,T. Burke makes 3-pt jump shot from 24 ft (assist by T. Booker),69,82
288,3,1:14.0,,Violation by R. Hood (kicked ball),69,82
289,3,1:07.0,Turnover by N. Bjelica (lost ball; steal by T. Booker),,69,82
290,3,0:53.0,,Turnover by R. Hood (lost ball; steal by N. Peković),69,82
291,3,0:46.0,Z. LaVine misses 2-pt layup at rim,,69,82
292,3,0:45.0,,Defensive rebound by T. Booker,69,82
293,3,0:33.0,,Personal foul by Z. LaVine (drawn by T. Burke),69,82
294,3,0:20.0,,R. Hood misses 3-pt jump shot from 24 ft,69,82
295,3,0:19.0,Defensive rebound by N. Peković,,69,82
296,3,0:02.0,Turnover by Z. LaVine (lost ball; steal by T. Burke),,69,82
297,3,0:00.0,,T. Burke misses 3-pt jump shot from 40 ft,69,82
298,3,0:00.0,,Offensive rebound by Team,69,82
299,4,11:43.0,S. Muhammad misses 2-pt jump shot from 9 ft,,69,82
300,4,11:42.0,,Defensive rebound by C. Johnson,69,82
301,4,11:25.0,,T. Burke misses 3-pt jump shot from 24 ft,69,82
302,4,11:25.0,Defensive rebound by S. Muhammad,,69,82
303,4,11:09.0,Z. LaVine misses 2-pt jump shot from 20 ft,,69,82
304,4,11:08.0,Offensive rebound by G. Dieng,,69,82
305,4,10:50.0,S. Muhammad misses 3-pt jump shot from 24 ft,,69,82
306,4,10:49.0,,Defensive rebound by R. Gobert,69,82
307,4,10:37.0,,Turnover by G. Hayward (bad pass),69,82
308,4,10:37.0,K. Towns enters the game for N. Peković,,69,82
309,4,10:25.0,S. Muhammad misses 3-pt jump shot from 24 ft,,69,82
310,4,10:24.0,,Defensive rebound by T. Booker,69,82
311,4,10:10.0,Violation by G. Dieng (kicked ball),,69,82
312,4,9:58.0,,T. Booker misses 2-pt jump shot from 22 ft,69,82
313,4,9:58.0,Defensive rebound by Team,,69,82
314,4,9:58.0,,Loose ball foul by R. Gobert (drawn by G. Dieng),69,82
315,4,9:58.0,,D. Favors enters the game for T. Booker,69,82
316,4,9:38.0,S. Muhammad makes 2-pt jump shot from 6 ft,,71,82
317,4,9:20.0,,G. Hayward misses 3-pt jump shot from 23 ft,71,82
318,4,9:20.0,Defensive rebound by S. Muhammad,,71,82
319,4,9:03.0,G. Dieng misses 2-pt jump shot from 18 ft,,71,82
320,4,9:03.0,Offensive rebound by K. Towns,,71,82
321,4,8:56.0,S. Muhammad misses 2-pt jump shot from 6 ft,,71,82
322,4,8:54.0,Offensive rebound by K. Towns,,71,82
323,4,8:54.0,Shooting foul by C. Johnson (drawn by S. Muhammad),,71,82
324,4,8:54.0,Minnesota full timeout,,71,82
325,4,8:54.0,,J. Ingles enters the game for C. Johnson,71,82
326,4,8:54.0,R. Rubio enters the game for T. Prince,,71,82
327,4,8:54.0,,R. Hood enters the game for G. Hayward,71,82
328,4,8:54.0,S. Muhammad misses free throw 1 of 2,,71,82
329,4,8:54.0,Offensive rebound by Team,,71,82
330,4,8:54.0,S. Muhammad misses free throw 2 of 2,,71,82
331,4,8:53.0,,Defensive rebound by R. Gobert,71,82
332,4,8:42.0,,D. Favors makes 2-pt layup from 2 ft (assist by T. Burke),71,84
333,4,8:42.0,,Shooting foul by G. Dieng (drawn by D. Favors),71,84
334,4,8:42.0,,D. Favors misses free throw 1 of 1,71,84
335,4,8:41.0,,Offensive rebound by J. Ingles,71,84
336,4,8:33.0,,D. Favors misses 2-pt jump shot from 16 ft,71,84
337,4,8:33.0,Defensive rebound by G. Dieng,,71,84
338,4,8:17.0,Turnover by K. Towns (3 sec),,71,84
339,4,8:17.0,A. Wiggins enters the game for S. Muhammad,,71,84
340,4,8:00.0,,T. Burke misses 3-pt jump shot from 24 ft,71,84
341,4,8:00.0,,Offensive rebound by R. Gobert,71,84
342,4,7:45.0,,R. Hood misses 2-pt jump shot from 13 ft,71,84
343,4,7:45.0,Defensive rebound by K. Towns,,71,84
344,4,7:35.0,Shooting foul by D. Favors (drawn by R. Rubio),,71,84
345,4,7:35.0,R. Rubio makes free throw 1 of 2,,72,84
346,4,7:35.0,,G. Hayward enters the game for T. Burke,72,84
347,4,7:35.0,,T. Booker enters the game for D. Favors,72,84
348,4,7:35.0,R. Rubio misses free throw 2 of 2,,72,84
349,4,7:34.0,Offensive rebound by G. Dieng,,72,84
350,4,7:24.0,G. Dieng makes 2-pt layup from 1 ft (assist by R. Rubio),,74,84
351,4,7:04.0,,J. Ingles makes 3-pt jump shot from 25 ft (assist by R. Hood),74,87
352,4,6:46.0,R. Rubio misses 2-pt layup from 2 ft,,74,87
353,4,6:46.0,,Defensive rebound by T. Booker,74,87
354,4,6:40.0,,R. Gobert makes 2-pt dunk at rim (assist by J. Ingles),74,89
355,4,6:40.0,Minnesota full timeout,,74,89
356,4,6:21.0,A. Wiggins misses 2-pt layup from 2 ft,,74,89
357,4,6:21.0,,Defensive rebound by R. Gobert,74,89
358,4,6:15.0,,Turnover by T. Booker (lost ball; steal by A. Wiggins),74,89
359,4,6:02.0,G. Dieng makes 2-pt jump shot from 21 ft (assist by Z. LaVine),,76,89
360,4,5:43.0,,R. Hood misses 2-pt jump shot from 13 ft,76,89
361,4,5:42.0,,Offensive rebound by G. Hayward,76,89
362,4,5:29.0,,T. Booker makes 2-pt layup from 1 ft (assist by R. Gobert),76,91
363,4,5:07.0,Personal foul by J. Ingles (drawn by A. Wiggins),,76,91
364,4,5:07.0,,D. Favors enters the game for T. Booker,76,91
365,4,4:55.0,Z. LaVine misses 2-pt jump shot from 14 ft,,76,91
366,4,4:54.0,,Defensive rebound by J. Ingles,76,91
367,4,4:28.0,,R. Hood misses 3-pt jump shot from 24 ft,76,91
368,4,4:28.0,Defensive rebound by K. Towns,,76,91
369,4,4:17.0,R. Rubio misses 3-pt jump shot from 24 ft,,76,91
370,4,4:15.0,Offensive rebound by K. Towns,,76,91
371,4,4:14.0,K. Towns makes 2-pt layup at rim,,78,91
372,4,3:54.0,,G. Hayward makes 3-pt jump shot from 23 ft (assist by J. Ingles),78,94
373,4,3:43.0,Turnover by Z. LaVine (lost ball),,78,94
374,4,3:43.0,,T. Burke enters the game for J. Ingles,78,94
375,4,3:19.0,,R. Hood misses 2-pt jump shot from 15 ft,78,94
376,4,3:17.0,Defensive rebound by G. Dieng,,78,94
377,4,3:10.0,G. Dieng misses 2-pt layup from 1 ft,,78,94
378,4,3:08.0,,Defensive rebound by D. Favors,78,94
379,4,3:03.0,,Utah full timeout,78,94
380,4,2:49.0,,D. Favors misses 2-pt jump shot from 4 ft,78,94
381,4,2:48.0,Defensive rebound by K. Towns,,78,94
382,4,2:41.0,K. Towns makes 2-pt jump shot from 3 ft,,80,94
383,4,2:14.0,,R. Gobert misses 2-pt jump shot from 4 ft,80,94
384,4,2:13.0,Defensive rebound by G. Dieng,,80,94
385,4,2:04.0,K. Towns makes 2-pt jump shot from 20 ft (assist by R. Rubio),,82,94
386,4,1:44.0,,Personal foul by Z. LaVine (drawn by R. Hood),82,94
387,4,1:36.0,,R. Gobert misses 2-pt layup from 1 ft,82,94
388,4,1:35.0,,Offensive rebound by R. Gobert,82,94
389,4,1:30.0,,Turnover by R. Gobert (bad pass; steal by R. Rubio),82,94
