,QUARTER,TIME_REMAINING,INDIANA_ACTION,TORONTO_ACTION,INDIANA_SCORE,TORONTO_SCORE
126,2,8:20.0,S. Hill makes 3-pt jump shot from 24 ft (assist by T. Lawson),,25,29
127,2,8:08.0,,T. Ross makes 2-pt jump shot from 14 ft,25,31
128,2,7:57.0,R. Stuckey makes 2-pt jump shot from 8 ft,,27,31
129,2,7:37.0,,P. Patterson misses 3-pt jump shot from 25 ft,27,31
130,2,7:36.0,Defensive rebound by I. Mahinmi,,27,31
131,2,7:26.0,S. Hill misses 3-pt jump shot from 23 ft,,27,31
132,2,7:24.0,,Defensive rebound by P. Patterson,27,31
133,2,7:21.0,,Shooting foul by C. Miles (drawn by N. Powell),27,31
134,2,7:21.0,,N. Powell makes free throw 1 of 2,27,32
135,2,7:21.0,,N. Powell makes free throw 2 of 2,27,33
136,2,7:08.0,T. Lawson makes 2-pt jump shot from 14 ft,,29,33
137,2,6:51.0,,T. Ross misses 2-pt layup from 3 ft (block by I. Mahinmi),29,33
138,2,6:49.0,Defensive rebound by S. Hill,,29,33
139,2,6:29.0,R. Stuckey misses 2-pt layup from 2 ft,,29,33
140,2,6:28.0,,Defensive rebound by B. Biyombo,29,33
141,2,6:25.0,,Toronto full timeout,29,33
142,2,6:25.0,G. Hill enters the game for R. Stuckey,,29,33
143,2,6:25.0,,C. Joseph enters the game for D. Wright,29,33
144,2,6:16.0,,B. Biyombo makes 2-pt dunk from 2 ft (assist by C. Joseph),29,35
145,2,5:54.0,C. Miles misses 3-pt jump shot from 24 ft,,29,35
146,2,5:53.0,,Defensive rebound by Team,29,35
147,2,5:42.0,,C. Joseph makes 2-pt jump shot from 19 ft,29,37
148,2,5:29.0,Turnover by T. Lawson (bad pass; steal by N. Powell),,29,37
149,2,5:21.0,,Shooting foul by I. Mahinmi (drawn by N. Powell),29,37
150,2,5:21.0,,N. Powell makes free throw 1 of 2,29,38
151,2,5:21.0,M. Ellis enters the game for I. Mahinmi,,29,38
152,2,5:21.0,M. Turner enters the game for S. Hill,,29,38
153,2,5:21.0,P. George enters the game for T. Lawson,,29,38
154,2,5:21.0,,J. Valančiūnas enters the game for P. Patterson,29,38
155,2,5:21.0,,J. Johnson enters the game for B. Biyombo,29,38
156,2,5:21.0,,N. Powell makes free throw 2 of 2,29,39
157,2,5:03.0,M. Turner makes 2-pt jump shot from 10 ft (assist by P. George),,31,39
158,2,4:47.0,,J. Valančiūnas makes 2-pt layup from 3 ft (assist by C. Joseph),31,41
159,2,4:34.0,G. Hill makes 3-pt jump shot from 24 ft (assist by M. Turner),,34,41
160,2,4:18.0,,T. Ross misses 2-pt jump shot from 11 ft,34,41
161,2,4:18.0,Defensive rebound by M. Turner,,34,41
162,2,4:10.0,Shooting foul by T. Ross (drawn by M. Ellis),,34,41
163,2,4:10.0,M. Ellis makes free throw 1 of 2,,35,41
164,2,4:10.0,M. Ellis misses free throw 2 of 2,,35,41
165,2,4:09.0,,Defensive rebound by J. Johnson,35,41
166,2,3:58.0,,Offensive foul by J. Valančiūnas (drawn by C. Miles),35,41
167,2,3:58.0,,Turnover by J. Valančiūnas (offensive foul),35,41
168,2,3:46.0,M. Ellis misses 3-pt jump shot from 24 ft,,35,41
169,2,3:45.0,Offensive rebound by M. Turner,,35,41
170,2,3:39.0,C. Miles makes 2-pt layup from 1 ft (assist by G. Hill),,37,41
171,2,3:26.0,,N. Powell makes 2-pt layup from 2 ft (assist by C. Joseph),37,43
172,2,3:20.0,M. Ellis makes 2-pt layup at rim,,39,43
173,2,3:12.0,,Toronto full timeout,39,43
174,2,3:02.0,,Shooting foul by P. George (drawn by J. Johnson),39,43
175,2,3:02.0,,J. Johnson makes 2-pt layup from 2 ft (assist by C. Joseph),39,45
176,2,3:02.0,,J. Johnson makes free throw 1 of 1,39,46
177,2,2:51.0,M. Turner makes 2-pt jump shot from 19 ft (assist by M. Ellis),,41,46
178,2,2:24.0,,Turnover by J. Valančiūnas (bad pass),41,46
179,2,2:24.0,Official timeout,,41,46
180,2,2:24.0,,D. Wright enters the game for N. Powell,41,46
181,2,2:12.0,Shooting foul by T. Ross (drawn by C. Miles),,41,46
182,2,2:12.0,C. Miles makes free throw 1 of 3,,42,46
183,2,2:12.0,C. Miles makes free throw 2 of 3,,43,46
184,2,2:12.0,,N. Powell enters the game for T. Ross,43,46
185,2,2:12.0,C. Miles makes free throw 3 of 3,,44,46
186,2,1:59.0,,D. Wright makes 3-pt jump shot from 24 ft,44,49
187,2,1:46.0,C. Miles misses 3-pt jump shot from 22 ft,,44,49
188,2,1:45.0,,Defensive rebound by J. Valančiūnas,44,49
189,2,1:35.0,,J. Valančiūnas misses 2-pt layup from 1 ft (block by M. Turner),44,49
190,2,1:33.0,Defensive rebound by M. Turner,,44,49
191,2,1:28.0,M. Ellis makes 2-pt layup from 1 ft,,46,49
192,2,1:07.0,,D. Wright misses 3-pt jump shot from 24 ft,46,49
193,2,1:06.0,Defensive rebound by M. Turner,,46,49
194,2,0:49.0,P. George misses 2-pt jump shot from 15 ft,,46,49
195,2,0:48.0,,Defensive rebound by J. Valančiūnas,46,49
196,2,0:35.0,,Shooting foul by M. Turner (drawn by C. Joseph),46,49
197,2,0:35.0,,C. Joseph makes free throw 1 of 2,46,50
198,2,0:35.0,Indiana full timeout,,46,50
199,2,0:35.0,,C. Joseph misses free throw 2 of 2,46,50
200,2,0:35.0,Defensive rebound by P. George,,46,50
201,2,0:21.0,P. George misses 2-pt jump shot from 16 ft,,46,50
202,2,0:19.0,,Defensive rebound by D. Wright,46,50
203,2,0:00.0,,D. Wright misses 2-pt jump shot from 11 ft,46,50
204,2,0:00.0,,Offensive rebound by Team,46,50
205,3,11:43.0,,Turnover by J. Valančiūnas (3 sec),46,50
206,3,11:24.0,M. Ellis misses 3-pt jump shot from 25 ft,,46,50
207,3,11:23.0,,Defensive rebound by Team,46,50
208,3,11:05.0,,J. Johnson misses 2-pt jump shot from 13 ft,46,50
209,3,11:05.0,Defensive rebound by I. Mahinmi,,46,50
210,3,11:00.0,Shooting foul by J. Johnson (drawn by P. George),,46,50
211,3,11:00.0,P. George makes free throw 1 of 2,,47,50
212,3,11:00.0,P. George makes free throw 2 of 2,,48,50
213,3,10:43.0,,C. Joseph makes 3-pt jump shot from 25 ft (assist by N. Powell),48,53
214,3,10:33.0,M. Ellis makes 2-pt jump shot from 3 ft,,50,53
215,3,10:16.0,,J. Thompson makes 3-pt jump shot from 25 ft (assist by C. Joseph),50,56
216,3,10:07.0,Personal foul by J. Valančiūnas,,50,56
217,3,10:03.0,P. George misses 2-pt layup from 1 ft (block by J. Valančiūnas),,50,56
218,3,10:02.0,,Defensive rebound by J. Valančiūnas,50,56
219,3,9:42.0,,J. Johnson misses 3-pt jump shot from 24 ft,50,56
220,3,9:41.0,Defensive rebound by P. George,,50,56
221,3,9:17.0,G. Hill misses 2-pt jump shot from 9 ft,,50,56
222,3,9:16.0,Offensive rebound by M. Ellis,,50,56
223,3,9:02.0,G. Hill misses 2-pt jump shot from 21 ft,,50,56
224,3,9:02.0,,Defensive rebound by J. Johnson,50,56
225,3,8:51.0,,J. Thompson makes 2-pt layup from 1 ft (assist by J. Johnson),50,58
226,3,8:42.0,Shooting foul by J. Thompson (drawn by P. George),,50,58
227,3,8:42.0,P. George makes free throw 1 of 2,,51,58
228,3,8:42.0,P. George misses free throw 2 of 2,,51,58
229,3,8:41.0,,Defensive rebound by J. Thompson,51,58
230,3,8:28.0,,J. Thompson makes 3-pt jump shot from 24 ft (assist by C. Joseph),51,61
231,3,8:28.0,Indiana full timeout,,51,61
232,3,8:28.0,S. Hill enters the game for L. Allen,,51,61
233,3,8:13.0,P. George makes 3-pt jump shot from 23 ft (assist by M. Ellis),,54,61
234,3,8:04.0,,Offensive foul by J. Valančiūnas (drawn by G. Hill),54,61
235,3,8:04.0,,Turnover by J. Valančiūnas (offensive foul),54,61
236,3,7:51.0,Offensive foul by I. Mahinmi (drawn by J. Valančiūnas),,54,61
237,3,7:51.0,Turnover by I. Mahinmi (offensive foul),,54,61
238,3,7:51.0,M. Turner enters the game for I. Mahinmi,,54,61
239,3,7:39.0,,J. Valančiūnas makes 2-pt layup from 3 ft (assist by N. Powell),54,63
240,3,7:25.0,S. Hill makes 3-pt jump shot from 25 ft (assist by M. Ellis),,57,63
241,3,7:06.0,,N. Powell makes 3-pt jump shot from 22 ft (assist by J. Thompson),57,66
242,3,6:51.0,Turnover by P. George (lost ball; steal by J. Thompson),,57,66
243,3,6:45.0,,Turnover by J. Johnson (bad pass),57,66
244,3,6:23.0,M. Ellis misses 3-pt jump shot from 26 ft,,57,66
245,3,6:22.0,,Defensive rebound by J. Thompson,57,66
246,3,6:13.0,,Personal foul by M. Ellis,57,66
247,3,6:03.0,,J. Johnson makes 2-pt layup from 2 ft,57,68
248,3,6:03.0,,Shooting foul by P. George (drawn by J. Johnson),57,68
249,3,6:03.0,,J. Johnson makes free throw 1 of 1,57,69
250,3,5:55.0,Personal foul by N. Powell,,57,69
251,3,5:44.0,S. Hill makes 2-pt hook shot from 3 ft (assist by P. George),,59,69
252,3,5:20.0,,C. Joseph makes 3-pt jump shot from 23 ft (assist by J. Johnson),59,72
253,3,5:03.0,Shooting foul by J. Johnson (drawn by M. Turner),,59,72
254,3,5:03.0,M. Turner misses free throw 1 of 2,,59,72
255,3,5:03.0,Offensive rebound by Team,,59,72
256,3,5:03.0,R. Stuckey enters the game for G. Hill,,59,72
257,3,5:03.0,T. Lawson enters the game for M. Ellis,,59,72
258,3,5:03.0,,P. Patterson enters the game for J. Valančiūnas,59,72
259,3,5:03.0,M. Turner makes free throw 2 of 2,,60,72
260,3,4:52.0,,C. Joseph makes 2-pt layup from 3 ft,60,74
261,3,4:39.0,S. Hill misses 3-pt jump shot from 24 ft,,60,74
262,3,4:38.0,Offensive rebound by M. Turner,,60,74
263,3,4:33.0,M. Turner misses 2-pt layup from 1 ft (block by J. Thompson),,60,74
264,3,4:31.0,,Defensive rebound by C. Joseph,60,74
265,3,4:30.0,,Shooting foul by P. George (drawn by N. Powell),60,74
266,3,4:30.0,,N. Powell makes free throw 1 of 3,60,75
267,3,4:30.0,,N. Powell makes free throw 2 of 3,60,76
268,3,4:30.0,C. Miles enters the game for P. George,,60,76
269,3,4:30.0,,T. Ross enters the game for J. Johnson,60,76
270,3,4:30.0,,N. Powell misses free throw 3 of 3,60,76
271,3,4:29.0,,Offensive rebound by P. Patterson,60,76
272,3,4:05.0,,T. Ross misses 2-pt jump shot from 17 ft,60,76
273,3,4:05.0,Defensive rebound by T. Lawson,,60,76
274,3,3:47.0,R. Stuckey misses 2-pt jump shot from 9 ft,,60,76
275,3,3:46.0,,Defensive rebound by P. Patterson,60,76
276,3,3:29.0,,J. Thompson misses 2-pt jump shot from 5 ft,60,76
277,3,3:28.0,Defensive rebound by C. Miles,,60,76
278,3,3:13.0,R. Stuckey misses 2-pt jump shot from 10 ft (block by P. Patterson),,60,76
279,3,3:11.0,,Defensive rebound by J. Thompson,60,76
280,3,3:06.0,,P. Patterson misses 3-pt jump shot from 22 ft,60,76
281,3,3:04.0,,Offensive rebound by T. Ross,60,76
282,3,3:02.0,,Toronto full timeout,60,76
283,3,3:02.0,L. Allen enters the game for M. Turner,,60,76
284,3,3:02.0,,D. Wright enters the game for J. Thompson,60,76
285,3,3:02.0,,L. Nogueira enters the game for N. Powell,60,76
286,3,2:40.0,,P. Patterson misses 3-pt jump shot from 24 ft,60,76
287,3,2:39.0,Defensive rebound by L. Allen,,60,76
288,3,2:30.0,L. Allen makes 2-pt hook shot from 6 ft (assist by S. Hill),,62,76
289,3,2:03.0,,T. Ross makes 3-pt jump shot from 24 ft (assist by P. Patterson),62,79
290,3,1:42.0,L. Allen makes 2-pt jump shot from 17 ft (assist by T. Lawson),,64,79
291,3,1:25.0,,Shooting foul by R. Stuckey (drawn by D. Wright),64,79
292,3,1:25.0,,D. Wright makes free throw 1 of 2,64,80
293,3,1:25.0,,D. Wright misses free throw 2 of 2,64,80
294,3,1:25.0,Defensive rebound by L. Allen,,64,80
295,3,1:09.0,C. Miles misses 3-pt jump shot from 24 ft,,64,80
296,3,1:07.0,,Defensive rebound by L. Nogueira,64,80
297,3,1:01.0,,L. Nogueira makes 2-pt dunk at rim (assist by C. Joseph),64,82
298,3,1:01.0,Indiana full timeout,,64,82
299,3,1:01.0,G. Hill enters the game for C. Miles,,64,82
300,3,0:39.0,S. Hill misses 2-pt jump shot from 13 ft,,64,82
301,3,0:38.0,Offensive rebound by Team,,64,82
302,3,0:38.0,,Loose ball foul by T. Ross,64,82
303,3,0:38.0,L. Allen makes free throw 1 of 2,,65,82
304,3,0:38.0,L. Allen makes free throw 2 of 2,,66,82
305,3,0:24.0,,T. Ross misses 3-pt jump shot from 24 ft,66,82
306,3,0:23.0,,Offensive rebound by Team,66,82
307,3,0:01.0,,T. Ross misses 3-pt jump shot from 24 ft,66,82
308,3,0:00.0,Defensive rebound by R. Stuckey,,66,82
309,4,11:45.0,R. Stuckey makes 2-pt layup from 2 ft,,68,82
310,4,11:31.0,,Turnover by D. Wright (bad pass; steal by R. Stuckey),68,82
311,4,11:21.0,Shooting foul by T. Ross (drawn by R. Stuckey),,68,82
312,4,11:21.0,R. Stuckey makes free throw 1 of 2,,69,82
313,4,11:21.0,R. Stuckey makes free throw 2 of 2,,70,82
314,4,11:03.0,,T. Ross misses 3-pt jump shot from 25 ft,70,82
315,4,11:03.0,Defensive rebound by L. Allen,,70,82
316,4,10:50.0,C. Miles misses 3-pt jump shot from 22 ft,,70,82
317,4,10:50.0,,Defensive rebound by Team,70,82
318,4,10:31.0,,T. Ross makes 2-pt jump shot from 21 ft,70,84
319,4,10:20.0,T. Lawson misses 2-pt layup from 2 ft,,70,84
320,4,10:20.0,Offensive rebound by L. Allen,,70,84
321,4,10:19.0,L. Allen misses 2-pt layup from 2 ft,,70,84
322,4,10:18.0,,Defensive rebound by N. Powell,70,84
323,4,10:15.0,,Personal foul by T. Lawson,70,84
324,4,10:15.0,,N. Powell makes free throw 1 of 2,70,85
325,4,10:15.0,I. Mahinmi enters the game for L. Allen,,70,85
326,4,10:15.0,P. George enters the game for R. Stuckey,,70,85
327,4,10:15.0,M. Ellis enters the game for T. Lawson,,70,85
328,4,10:15.0,,J. Johnson enters the game for T. Ross,70,85
329,4,10:15.0,,N. Powell misses free throw 2 of 2,70,85
330,4,10:14.0,Defensive rebound by I. Mahinmi,,70,85
331,4,9:55.0,G. Hill misses 2-pt layup from 2 ft (block by L. Nogueira),,70,85
332,4,9:54.0,,Defensive rebound by N. Powell,70,85
333,4,9:52.0,,Personal foul by C. Miles,70,85
334,4,9:52.0,,D. Wright makes free throw 1 of 2,70,86
335,4,9:52.0,,D. Wright makes free throw 2 of 2,70,87
336,4,9:43.0,Personal foul by J. Johnson,,70,87
337,4,9:33.0,C. Miles misses 3-pt jump shot from 25 ft,,70,87
338,4,9:32.0,,Defensive rebound by J. Johnson,70,87
339,4,9:10.0,,N. Powell makes 2-pt layup from 3 ft (assist by D. Wright),70,89
340,4,9:09.0,Indiana full timeout,,70,89
341,4,9:09.0,S. Hill enters the game for C. Miles,,70,89
342,4,8:49.0,Turnover by S. Hill (bad pass; steal by J. Johnson),,70,89
343,4,8:32.0,,Personal foul by M. Ellis,70,89
344,4,8:18.0,,P. Patterson misses 3-pt jump shot from 24 ft,70,89
345,4,8:17.0,Defensive rebound by P. George,,70,89
346,4,8:11.0,G. Hill makes 2-pt layup from 2 ft (assist by P. George),,72,89
347,4,7:50.0,,Shooting foul by I. Mahinmi (drawn by N. Powell),72,89
348,4,7:50.0,,N. Powell misses free throw 1 of 2,72,89
349,4,7:50.0,,Offensive rebound by Team,72,89
350,4,7:50.0,,N. Powell makes free throw 2 of 2,72,90
351,4,7:40.0,Personal foul by L. Nogueira,,72,90
352,4,7:40.0,M. Ellis makes free throw 1 of 2,,73,90
353,4,7:40.0,M. Ellis makes free throw 2 of 2,,74,90
354,4,7:31.0,,Turnover by L. Nogueira (lost ball; steal by I. Mahinmi),74,90
355,4,7:21.0,I. Mahinmi misses 2-pt layup at rim,,74,90
356,4,7:20.0,,Defensive rebound by J. Johnson,74,90
357,4,7:14.0,,Shooting foul by G. Hill (drawn by D. Wright),74,90
358,4,7:14.0,,D. Wright makes free throw 1 of 2,74,91
359,4,7:14.0,C. Miles enters the game for P. George,,74,91
360,4,7:14.0,,C. Joseph enters the game for J. Johnson,74,91
361,4,7:14.0,,D. Wright makes free throw 2 of 2,74,92
362,4,7:04.0,M. Ellis makes 2-pt jump shot from 15 ft,,76,92
363,4,6:43.0,,N. Powell makes 3-pt jump shot from 24 ft (assist by D. Wright),76,95
364,4,6:30.0,M. Ellis makes 2-pt jump shot from 2 ft,,78,95
365,4,6:07.0,,D. Wright makes 2-pt layup from 4 ft,78,97
366,4,5:45.0,C. Miles makes 2-pt layup from 3 ft (assist by M. Ellis),,80,97
367,4,5:28.0,,N. Powell misses 2-pt jump shot from 17 ft,80,97
368,4,5:27.0,Defensive rebound by I. Mahinmi,,80,97
369,4,5:15.0,M. Ellis makes 2-pt jump shot from 13 ft,,82,97
370,4,5:15.0,,Toronto full timeout,82,97
371,4,5:03.0,,Personal foul by M. Ellis,82,97
372,4,5:03.0,,D. Wright misses free throw 1 of 2,82,97
373,4,5:03.0,,Offensive rebound by Team,82,97
374,4,5:03.0,,D. Wright makes free throw 2 of 2,82,98
375,4,4:45.0,I. Mahinmi misses 2-pt hook shot from 3 ft,,82,98
376,4,4:45.0,Offensive rebound by S. Hill,,82,98
377,4,4:37.0,M. Ellis misses 3-pt jump shot from 22 ft,,82,98
378,4,4:36.0,,Defensive rebound by D. Wright,82,98
379,4,4:33.0,,Personal foul by G. Hill,82,98
380,4,4:33.0,,N. Powell misses free throw 1 of 2,82,98
381,4,4:33.0,,Offensive rebound by Team,82,98
382,4,4:33.0,T. Lawson enters the game for I. Mahinmi,,82,98
383,4,4:33.0,,N. Powell makes free throw 2 of 2,82,99
384,4,4:21.0,S. Hill makes 2-pt jump shot from 6 ft (assist by T. Lawson),,84,99
385,4,4:18.0,,Personal take foul by S. Hill,84,99
386,4,4:18.0,,L. Nogueira misses free throw 1 of 2,84,99
387,4,4:18.0,,Offensive rebound by Team,84,99
388,4,4:18.0,,L. Nogueira misses free throw 2 of 2,84,99
389,4,4:17.0,Defensive rebound by M. Ellis,,84,99
390,4,4:09.0,,Violation by L. Nogueira (kicked ball),84,99
391,4,4:09.0,,J. Thompson enters the game for L. Nogueira,84,99
392,4,4:09.0,,T. Ross enters the game for P. Patterson,84,99
393,4,4:03.0,C. Miles makes 3-pt jump shot from 24 ft (assist by T. Lawson),,87,99
394,4,3:45.0,,D. Wright makes 2-pt layup from 2 ft (assist by C. Joseph),87,101
395,4,3:39.0,Personal foul by J. Thompson,,87,101
396,4,3:35.0,Shooting foul by T. Ross (drawn by S. Hill),,87,101
