,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,GOLDEN STATE_ACTION,PHILADELPHIA_SCORE,GOLDEN STATE_SCORE
140,2,7:53.0,I. Canaan misses 2-pt jump shot from 11 ft,,40,45
141,2,7:52.0,,Defensive rebound by B. Rush,40,45
142,2,7:43.0,,M. Speights makes 2-pt dunk at rim (assist by B. Rush),40,47
143,2,7:30.0,C. Wood misses 3-pt jump shot from 24 ft,,40,47
144,2,7:30.0,,Defensive rebound by B. Rush,40,47
145,2,7:24.0,,B. Rush makes 3-pt jump shot from 24 ft,40,50
146,2,7:23.0,Philadelphia full timeout,,40,50
147,2,7:23.0,Violation by Team (jump ball),,40,50
148,2,7:23.0,C. Landry enters the game for C. Wood,,40,50
149,2,7:08.0,C. Landry misses 2-pt jump shot from 11 ft,,40,50
150,2,7:07.0,Offensive rebound by H. Thompson,,40,50
151,2,7:07.0,H. Thompson misses 2-pt layup from 2 ft,,40,50
152,2,7:05.0,,Defensive rebound by B. Rush,40,50
153,2,6:47.0,,M. Speights makes 3-pt jump shot from 26 ft (assist by B. Rush),40,53
154,2,6:31.0,I. Canaan makes 3-pt jump shot from 25 ft (assist by C. Landry),,43,53
155,2,6:24.0,,Golden State full timeout,43,53
156,2,6:24.0,I. Smith enters the game for K. Marshall,,43,53
157,2,6:24.0,R. Covington enters the game for T. McConnell,,43,53
158,2,6:24.0,,S. Curry enters the game for L. Barbosa,43,53
159,2,6:24.0,,H. Barnes enters the game for B. Rush,43,53
160,2,6:24.0,,D. Green enters the game for I. Clark,43,53
161,2,6:11.0,,Personal foul by I. Smith,43,53
162,2,6:03.0,,K. Thompson makes 2-pt jump shot from 15 ft (assist by S. Curry),43,55
163,2,5:49.0,R. Covington makes 3-pt jump shot from 25 ft (assist by H. Thompson),,46,55
164,2,5:32.0,,K. Thompson makes 2-pt layup from 1 ft,46,57
165,2,5:21.0,Turnover by C. Landry (bad pass; steal by D. Green),,46,57
166,2,5:21.0,,Personal foul by R. Covington,46,57
167,2,5:21.0,,B. Rush enters the game for M. Speights,46,57
168,2,5:21.0,N. Stauskas enters the game for I. Canaan,,46,57
169,2,5:10.0,,Turnover by S. Curry (bad pass; steal by I. Smith),46,57
170,2,4:58.0,Personal foul by D. Green,,46,57
171,2,4:44.0,C. Landry misses 2-pt layup from 2 ft (block by D. Green),,46,57
172,2,4:42.0,Offensive rebound by C. Landry,,46,57
173,2,4:41.0,C. Landry makes 2-pt layup from 2 ft,,48,57
174,2,4:33.0,,Personal foul by H. Thompson,48,57
175,2,4:24.0,,K. Thompson makes 2-pt layup from 2 ft (assist by S. Curry),48,59
176,2,4:11.0,H. Thompson misses 2-pt jump shot from 20 ft,,48,59
177,2,4:10.0,,Defensive rebound by B. Rush,48,59
178,2,4:03.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by D. Green),48,62
179,2,3:47.0,H. Thompson makes 2-pt jump shot from 14 ft,,50,62
180,2,3:36.0,,K. Thompson makes 2-pt layup from 2 ft (assist by D. Green),50,64
181,2,3:27.0,H. Thompson misses 3-pt jump shot from 25 ft,,50,64
182,2,3:26.0,,Defensive rebound by S. Curry,50,64
183,2,3:16.0,,S. Curry makes 2-pt layup from 1 ft (assist by B. Rush),50,66
184,2,3:00.0,Turnover by N. Stauskas (bad pass; steal by S. Curry),,50,66
185,2,2:53.0,,S. Curry makes 2-pt jump shot from 23 ft (assist by D. Green),50,68
186,2,2:52.0,Philadelphia full timeout,,50,68
187,2,2:31.0,I. Smith misses 2-pt jump shot from 16 ft,,50,68
188,2,2:30.0,,Defensive rebound by D. Green,50,68
189,2,2:14.0,,H. Barnes misses 2-pt jump shot from 5 ft,50,68
190,2,2:13.0,Defensive rebound by R. Covington,,50,68
191,2,2:04.0,C. Landry makes 2-pt dunk at rim (assist by I. Smith),,52,68
192,2,2:02.0,Technical foul by Team,,52,68
193,2,2:02.0,,S. Curry makes technical free throw,52,69
194,2,2:02.0,T. McConnell enters the game for C. Landry,,52,69
195,2,2:02.0,,I. Clark enters the game for K. Thompson,52,69
196,2,2:02.0,,L. Barbosa enters the game for B. Rush,52,69
197,2,1:52.0,,D. Green makes 2-pt layup from 2 ft (assist by S. Curry),52,71
198,2,1:52.0,,Shooting foul by H. Thompson (drawn by D. Green),52,71
199,2,1:52.0,,D. Green misses free throw 1 of 1,52,71
200,2,1:48.0,Defensive rebound by Team,,52,71
201,2,1:35.0,R. Covington misses 3-pt jump shot from 25 ft,,52,71
202,2,1:35.0,,Defensive rebound by L. Barbosa,52,71
203,2,1:31.0,Violation by H. Thompson (kicked ball),,52,71
204,2,1:22.0,,S. Curry misses 2-pt jump shot from 20 ft,52,71
205,2,1:22.0,Defensive rebound by N. Stauskas,,52,71
206,2,1:06.0,H. Thompson misses 2-pt jump shot from 13 ft,,52,71
207,2,1:06.0,Offensive rebound by Team,,52,71
208,2,1:06.0,,Loose ball foul by L. Barbosa,52,71
209,2,0:55.0,R. Covington makes 3-pt jump shot from 25 ft (assist by T. McConnell),,55,71
210,2,0:46.0,,H. Barnes misses 2-pt jump shot from 7 ft,55,71
211,2,0:45.0,Defensive rebound by T. McConnell,,55,71
212,2,0:32.0,H. Thompson misses 3-pt jump shot from 27 ft,,55,71
213,2,0:31.0,Offensive rebound by T. McConnell,,55,71
214,2,0:08.0,H. Thompson misses 3-pt jump shot from 22 ft,,55,71
215,2,0:06.0,Offensive rebound by T. McConnell,,55,71
216,2,0:04.0,T. McConnell misses 2-pt jump shot from 14 ft,,55,71
217,2,0:03.0,,Defensive rebound by S. Curry,55,71
218,2,0:01.0,,S. Curry misses 3-pt jump shot from 66 ft (block by H. Thompson),55,71
219,2,0:00.0,,Offensive rebound by Team,55,71
220,3,11:37.0,C. Landry makes 2-pt jump shot from 18 ft (assist by H. Thompson),,57,71
221,3,11:18.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by A. Bogut),57,74
222,3,10:53.0,Shooting foul by A. Bogut (drawn by C. Landry),,57,74
223,3,10:53.0,C. Landry makes free throw 1 of 2,,58,74
224,3,10:53.0,C. Landry makes free throw 2 of 2,,59,74
225,3,10:41.0,,K. Thompson misses 3-pt jump shot from 25 ft,59,74
226,3,10:41.0,Defensive rebound by H. Thompson,,59,74
227,3,10:30.0,I. Smith misses 2-pt layup from 2 ft (block by D. Green),,59,74
228,3,10:29.0,,Defensive rebound by A. Bogut,59,74
229,3,10:22.0,,S. Curry makes 2-pt layup from 2 ft,59,76
230,3,10:12.0,R. Covington misses 2-pt jump shot from 5 ft,,59,76
231,3,10:11.0,,Defensive rebound by D. Green,59,76
232,3,10:06.0,,Turnover by K. Thompson (bad pass; steal by I. Smith),59,76
233,3,10:04.0,Personal foul by D. Green,,59,76
234,3,9:47.0,I. Canaan misses 3-pt jump shot from 24 ft,,59,76
235,3,9:47.0,,Defensive rebound by D. Green,59,76
236,3,9:30.0,,Shooting foul by R. Covington (drawn by D. Green),59,76
237,3,9:30.0,,D. Green makes free throw 1 of 3,59,77
238,3,9:30.0,,D. Green makes free throw 2 of 3,59,78
239,3,9:30.0,,D. Green misses free throw 3 of 3,59,78
240,3,9:29.0,Defensive rebound by C. Landry,,59,78
241,3,9:11.0,Turnover by I. Smith (bad pass),,59,78
242,3,8:51.0,,K. Thompson misses 3-pt jump shot from 27 ft,59,78
243,3,8:51.0,Defensive rebound by C. Landry,,59,78
244,3,8:38.0,I. Canaan misses 2-pt jump shot from 5 ft,,59,78
245,3,8:36.0,Offensive rebound by H. Thompson,,59,78
246,3,8:36.0,Personal foul by A. Bogut,,59,78
247,3,8:36.0,N. Stauskas enters the game for H. Thompson,,59,78
248,3,8:22.0,I. Smith makes 3-pt jump shot from 25 ft,,62,78
249,3,8:06.0,,Turnover by D. Green (bad pass; steal by I. Smith),62,78
250,3,7:59.0,R. Covington makes 2-pt dunk at rim (assist by N. Stauskas),,64,78
251,3,7:59.0,,Golden State full timeout,64,78
252,3,7:59.0,E. Brand enters the game for C. Landry,,64,78
253,3,7:59.0,T. McConnell enters the game for I. Canaan,,64,78
254,3,7:50.0,,Personal foul by T. McConnell,64,78
255,3,7:42.0,,K. Thompson makes 2-pt jump shot from 11 ft,64,80
256,3,7:19.0,E. Brand misses 2-pt jump shot from 17 ft,,64,80
257,3,7:17.0,Offensive rebound by R. Covington,,64,80
258,3,7:15.0,R. Covington misses 2-pt layup at rim,,64,80
259,3,7:13.0,,Defensive rebound by A. Bogut,64,80
260,3,7:06.0,,S. Curry misses 3-pt jump shot from 24 ft,64,80
261,3,7:05.0,Defensive rebound by R. Covington,,64,80
262,3,6:57.0,T. McConnell makes 2-pt jump shot from 16 ft,,66,80
263,3,6:40.0,,Turnover by D. Green (bad pass; steal by T. McConnell),66,80
264,3,6:33.0,N. Stauskas misses 3-pt jump shot from 25 ft,,66,80
265,3,6:32.0,,Defensive rebound by A. Bogut,66,80
266,3,6:21.0,,K. Thompson misses 3-pt jump shot from 23 ft,66,80
267,3,6:20.0,Defensive rebound by I. Smith,,66,80
268,3,6:05.0,E. Brand makes 2-pt jump shot from 11 ft (assist by I. Smith),,68,80
269,3,5:45.0,,S. Curry makes 2-pt jump shot from 17 ft (assist by H. Barnes),68,82
270,3,5:23.0,I. Smith misses 2-pt jump shot from 11 ft,,68,82
271,3,5:23.0,,Defensive rebound by H. Barnes,68,82
272,3,5:09.0,,H. Barnes makes 2-pt layup from 1 ft (assist by D. Green),68,84
273,3,4:57.0,R. Covington misses 3-pt jump shot from 28 ft (block by D. Green),,68,84
274,3,4:56.0,,Defensive rebound by S. Curry,68,84
275,3,4:46.0,,A. Bogut misses 2-pt hook shot from 7 ft,68,84
276,3,4:45.0,,Offensive rebound by D. Green,68,84
277,3,4:42.0,,K. Thompson makes 3-pt jump shot from 24 ft (assist by D. Green),68,87
278,3,4:42.0,Philadelphia full timeout,,68,87
279,3,4:42.0,,B. Rush enters the game for H. Barnes,68,87
280,3,4:42.0,,L. Barbosa enters the game for A. Bogut,68,87
281,3,4:42.0,,M. Speights enters the game for K. Thompson,68,87
282,3,4:42.0,H. Thompson enters the game for R. Covington,,68,87
283,3,4:23.0,E. Brand makes 2-pt jump shot from 10 ft (assist by I. Smith),,70,87
284,3,4:04.0,,M. Speights misses 2-pt jump shot from 15 ft,70,87
285,3,4:03.0,Defensive rebound by T. McConnell,,70,87
286,3,3:52.0,E. Brand makes 2-pt jump shot from 8 ft (assist by H. Thompson),,72,87
287,3,3:39.0,,Turnover by M. Speights (offensive foul),72,87
288,3,3:39.0,,Offensive foul by M. Speights (drawn by E. Brand),72,87
289,3,3:39.0,I. Canaan enters the game for I. Smith,,72,87
290,3,3:20.0,Personal foul by M. Speights,,72,87
291,3,3:12.0,H. Thompson misses 2-pt jump shot from 10 ft,,72,87
292,3,3:12.0,,Defensive rebound by M. Speights,72,87
293,3,3:06.0,,Turnover by S. Curry (lost ball),72,87
294,3,2:51.0,T. McConnell misses 2-pt jump shot from 8 ft,,72,87
295,3,2:50.0,,Defensive rebound by L. Barbosa,72,87
296,3,2:37.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by D. Green),72,90
297,3,2:23.0,T. McConnell makes 2-pt layup from 2 ft,,74,90
298,3,2:10.0,,Personal foul by I. Canaan,74,90
299,3,2:10.0,C. Landry enters the game for E. Brand,,74,90
300,3,2:10.0,,Turnover by B. Rush (bad pass),74,90
301,3,1:51.0,T. McConnell misses 2-pt jump shot from 12 ft,,74,90
302,3,1:51.0,Offensive rebound by C. Landry,,74,90
303,3,1:50.0,C. Landry makes 2-pt hook shot from 6 ft,,76,90
304,3,1:35.0,,Shooting foul by C. Landry (drawn by D. Green),76,90
305,3,1:35.0,,I. Clark enters the game for S. Curry,76,90
306,3,1:35.0,,D. Green misses free throw 1 of 2,76,90
307,3,1:35.0,,Offensive rebound by Team,76,90
308,3,1:35.0,,D. Green makes free throw 2 of 2,76,91
309,3,1:20.0,N. Stauskas misses 3-pt jump shot from 22 ft,,76,91
310,3,1:19.0,,Defensive rebound by D. Green,76,91
311,3,1:08.0,,M. Speights makes 2-pt dunk at rim (assist by D. Green),76,93
312,3,1:01.0,H. Thompson misses 3-pt jump shot from 25 ft,,76,93
313,3,1:00.0,,Defensive rebound by I. Clark,76,93
314,3,0:43.0,,L. Barbosa makes 2-pt layup from 1 ft (assist by I. Clark),76,95
315,3,0:33.0,N. Stauskas makes 3-pt jump shot from 25 ft (assist by C. Landry),,79,95
316,3,0:20.0,,Shooting foul by T. McConnell (drawn by I. Clark),79,95
317,3,0:20.0,,I. Clark makes free throw 1 of 2,79,96
318,3,0:20.0,,I. Clark misses free throw 2 of 2,79,96
319,3,0:19.0,Defensive rebound by C. Landry,,79,96
320,3,0:02.0,N. Stauskas misses 3-pt jump shot from 23 ft,,79,96
321,3,0:00.0,,Defensive rebound by D. Green,79,96
322,4,11:39.0,,M. Speights misses 3-pt jump shot from 25 ft,79,96
323,4,11:38.0,Defensive rebound by R. Covington,,79,96
324,4,11:29.0,I. Smith makes 2-pt layup from 2 ft,,81,96
325,4,11:08.0,,K. Thompson makes 3-pt jump shot from 26 ft (assist by M. Speights),81,99
326,4,10:48.0,T. McConnell makes 2-pt jump shot from 5 ft (assist by I. Smith),,83,99
327,4,10:33.0,,Turnover by I. Clark (lost ball; steal by R. Covington),83,99
328,4,10:29.0,Shooting foul by L. Barbosa (drawn by I. Canaan),,83,99
329,4,10:29.0,I. Canaan makes free throw 1 of 2,,84,99
330,4,10:29.0,I. Canaan makes free throw 2 of 2,,85,99
331,4,10:17.0,,K. Thompson misses 2-pt jump shot from 12 ft,85,99
332,4,10:17.0,Defensive rebound by I. Smith,,85,99
333,4,10:04.0,Shooting foul by L. Barbosa (drawn by I. Canaan),,85,99
334,4,10:04.0,I. Canaan makes free throw 1 of 3,,86,99
335,4,10:04.0,I. Canaan makes free throw 2 of 3,,87,99
336,4,10:04.0,,Golden State full timeout,87,99
337,4,10:04.0,I. Canaan makes free throw 3 of 3,,88,99
338,4,9:50.0,,H. Barnes makes 2-pt dunk at rim,88,101
339,4,9:30.0,C. Landry misses 2-pt hook shot from 8 ft,,88,101
340,4,9:30.0,,Defensive rebound by I. Clark,88,101
341,4,9:26.0,,Personal block foul by I. Canaan,88,101
342,4,9:19.0,,I. Clark misses 3-pt jump shot from 25 ft,88,101
343,4,9:16.0,Defensive rebound by R. Covington,,88,101
344,4,9:02.0,Turnover by T. McConnell (lost ball; steal by I. Clark),,88,101
345,4,8:58.0,,Turnover by I. Clark (lost ball; steal by T. McConnell),88,101
346,4,8:52.0,I. Canaan misses 3-pt jump shot from 25 ft,,88,101
347,4,8:50.0,Offensive rebound by C. Landry,,88,101
348,4,8:37.0,C. Landry misses 2-pt jump shot from 17 ft (block by K. Thompson),,88,101
349,4,8:36.0,,Defensive rebound by L. Barbosa,88,101
350,4,8:21.0,,K. Thompson makes 2-pt jump shot from 10 ft,88,103
351,4,8:05.0,I. Smith misses 3-pt jump shot from 25 ft,,88,103
352,4,8:05.0,,Defensive rebound by Team,88,103
353,4,8:05.0,Loose ball foul by C. Landry,,88,103
354,4,8:05.0,H. Thompson enters the game for T. McConnell,,88,103
355,4,8:05.0,E. Brand enters the game for C. Landry,,88,103
356,4,7:45.0,,M. Speights misses 2-pt jump shot from 17 ft,88,103
357,4,7:44.0,Defensive rebound by R. Covington,,88,103
358,4,7:34.0,I. Smith makes 2-pt jump shot from 8 ft,,90,103
359,4,7:18.0,,Shooting foul by E. Brand (drawn by K. Thompson),90,103
360,4,7:18.0,,K. Thompson makes free throw 1 of 2,90,104
361,4,7:18.0,N. Stauskas enters the game for I. Canaan,,90,104
362,4,7:18.0,,D. Green enters the game for M. Speights,90,104
363,4,7:18.0,,S. Curry enters the game for L. Barbosa,90,104
364,4,7:18.0,,K. Thompson makes free throw 2 of 2,90,105
365,4,7:03.0,N. Stauskas makes 2-pt jump shot from 9 ft (assist by I. Smith),,92,105
366,4,6:48.0,,K. Thompson misses 3-pt jump shot from 25 ft,92,105
367,4,6:48.0,,Offensive rebound by Team,92,105
368,4,6:48.0,Loose ball foul by E. Brand,,92,105
369,4,6:32.0,,D. Green misses 2-pt layup from 2 ft (block by E. Brand),92,105
370,4,6:31.0,Defensive rebound by E. Brand,,92,105
371,4,6:31.0,I. Canaan enters the game for R. Covington,,92,105
372,4,6:10.0,I. Smith misses 3-pt jump shot from 25 ft,,92,105
373,4,6:09.0,,Defensive rebound by D. Green,92,105
374,4,6:00.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by D. Green),92,108
375,4,5:41.0,E. Brand makes 2-pt jump shot from 3 ft (assist by I. Canaan),,94,108
376,4,5:33.0,,K. Thompson makes 3-pt jump shot from 26 ft (assist by S. Curry),94,111
377,4,5:32.0,Philadelphia full timeout,,94,111
378,4,5:12.0,E. Brand makes 2-pt jump shot from 9 ft (assist by H. Thompson),,96,111
379,4,4:47.0,,I. Clark misses 3-pt jump shot from 23 ft,96,111
380,4,4:47.0,Defensive rebound by N. Stauskas,,96,111
381,4,4:36.0,N. Stauskas misses 3-pt jump shot from 28 ft,,96,111
382,4,4:35.0,,Defensive rebound by D. Green,96,111
383,4,4:25.0,,H. Barnes misses 2-pt jump shot from 5 ft,96,111
384,4,4:24.0,Defensive rebound by E. Brand,,96,111
385,4,4:10.0,Turnover by I. Canaan (lost ball; steal by S. Curry),,96,111
386,4,4:04.0,,S. Curry misses 3-pt jump shot from 26 ft,96,111
387,4,4:04.0,Defensive rebound by N. Stauskas,,96,111
388,4,3:54.0,Turnover by N. Stauskas (bad pass; steal by S. Curry),,96,111
389,4,3:44.0,,K. Thompson misses 3-pt jump shot from 25 ft,96,111
