,QUARTER,TIME_REMAINING,DALLAS_ACTION,CHICAGO_ACTION,DALLAS_SCORE,CHICAGO_SCORE
56,1,5:07.0,D. Williams makes 3-pt jump shot from 24 ft (assist by Z. Pachulia),,6,13
57,1,4:58.0,,Chicago full timeout,6,13
58,1,4:48.0,,J. Butler misses 2-pt jump shot from 19 ft,6,13
59,1,4:47.0,Defensive rebound by D. Harris,,6,13
60,1,4:32.0,D. Williams misses 3-pt jump shot from 22 ft,,6,13
61,1,4:31.0,,Defensive rebound by P. Gasol,6,13
62,1,4:16.0,,P. Gasol misses 2-pt jump shot from 11 ft,6,13
63,1,4:15.0,Defensive rebound by Z. Pachulia,,6,13
64,1,3:52.0,W. Matthews makes 2-pt jump shot from 21 ft (assist by D. Williams),,8,13
65,1,3:37.0,,N. Mirotić misses 2-pt jump shot from 16 ft,8,13
66,1,3:36.0,Defensive rebound by D. Williams,,8,13
67,1,3:32.0,Personal foul by K. Hinrich (drawn by D. Powell),,8,13
68,1,3:32.0,,Technical foul by K. Hinrich,8,13
69,1,3:32.0,D. Williams misses technical free throw,,8,13
70,1,3:32.0,Offensive rebound by Team,,8,13
71,1,3:32.0,,J. Noah enters the game for P. Gasol,8,13
72,1,3:22.0,Personal foul by N. Mirotić (drawn by D. Harris),,8,13
73,1,3:22.0,D. Harris makes free throw 1 of 2,,9,13
74,1,3:22.0,D. Harris makes free throw 2 of 2,,10,13
75,1,3:05.0,,N. Mirotić misses 2-pt jump shot from 12 ft,10,13
76,1,3:04.0,,Offensive rebound by J. Noah,10,13
77,1,3:04.0,,J. Noah makes 2-pt layup from 2 ft,10,15
78,1,2:38.0,Turnover by W. Matthews (bad pass; steal by K. Hinrich),,10,15
79,1,2:34.0,,K. Hinrich makes 2-pt layup from 1 ft (assist by J. Butler),10,17
80,1,2:34.0,,Shooting foul by D. Williams (drawn by K. Hinrich),10,17
81,1,2:34.0,,D. McDermott enters the game for T. Snell,10,17
82,1,2:34.0,,K. Hinrich makes free throw 1 of 1,10,18
83,1,2:15.0,Z. Pachulia makes 2-pt jump shot from 5 ft,,12,18
84,1,1:52.0,,K. Hinrich misses 3-pt jump shot from 23 ft,12,18
85,1,1:51.0,,Offensive rebound by N. Mirotić,12,18
86,1,1:46.0,,K. Hinrich misses 3-pt jump shot from 23 ft,12,18
87,1,1:45.0,Defensive rebound by D. Harris,,12,18
88,1,1:36.0,Z. Pachulia misses 2-pt jump shot from 16 ft,,12,18
89,1,1:35.0,,Defensive rebound by J. Butler,12,18
90,1,1:31.0,,Personal foul by W. Matthews (drawn by J. Butler),12,18
91,1,1:31.0,R. Felton enters the game for D. Powell,,12,18
92,1,1:31.0,J. Barea enters the game for D. Williams,,12,18
93,1,1:31.0,D. Nowitzki enters the game for Z. Pachulia,,12,18
94,1,1:31.0,J. McGee enters the game for D. Harris,,12,18
95,1,1:21.0,,J. Butler misses 2-pt jump shot from 16 ft,12,18
96,1,1:19.0,Defensive rebound by J. Barea,,12,18
97,1,1:08.0,R. Felton misses 2-pt jump shot from 5 ft,,12,18
98,1,1:07.0,,Defensive rebound by J. Noah,12,18
99,1,1:00.0,,D. McDermott misses 3-pt jump shot from 24 ft,12,18
100,1,1:00.0,Defensive rebound by J. McGee,,12,18
101,1,0:45.0,J. Barea makes 3-pt jump shot from 24 ft,,15,18
102,1,0:33.0,,N. Mirotić misses 3-pt jump shot from 24 ft,15,18
103,1,0:31.0,,Offensive rebound by K. Hinrich,15,18
104,1,0:31.0,,Personal foul by J. Barea,15,18
105,1,0:31.0,D. Harris enters the game for J. Barea,,15,18
106,1,0:31.0,C. Parsons enters the game for W. Matthews,,15,18
107,1,0:31.0,,K. Hinrich makes free throw 1 of 2,15,19
108,1,0:31.0,,K. Hinrich makes free throw 2 of 2,15,20
109,1,0:10.0,Turnover by C. Parsons (lost ball; steal by J. Butler),,15,20
110,1,0:07.0,,Shooting foul by D. Harris (drawn by K. Hinrich),15,20
111,1,0:07.0,,K. Hinrich makes free throw 1 of 2,15,21
112,1,0:07.0,,T. Snell enters the game for D. McDermott,15,21
113,1,0:07.0,,K. Hinrich makes free throw 2 of 2,15,22
114,1,0:01.0,J. McGee makes 2-pt layup from 1 ft (assist by D. Harris),,17,22
115,1,0:01.0,Shooting foul by T. Snell (drawn by J. McGee),,17,22
116,1,0:01.0,J. McGee makes free throw 1 of 1,,18,22
117,2,11:44.0,Shooting foul by N. Mirotić (drawn by D. Nowitzki),,18,22
118,2,11:44.0,D. Nowitzki makes free throw 1 of 2,,19,22
119,2,11:44.0,,T. Gibson enters the game for N. Mirotić,19,22
120,2,11:44.0,D. Nowitzki makes free throw 2 of 2,,20,22
121,2,11:29.0,,D. McDermott misses 2-pt jump shot from 20 ft (block by J. McGee),20,22
122,2,11:26.0,,Offensive rebound by D. McDermott,20,22
123,2,11:20.0,,D. McDermott misses 2-pt jump shot from 7 ft,20,22
124,2,11:19.0,Defensive rebound by R. Felton,,20,22
125,2,11:08.0,J. McGee makes 2-pt dunk at rim (assist by J. Barea),,22,22
126,2,10:51.0,,J. Noah misses 2-pt jump shot from 6 ft,22,22
127,2,10:50.0,Defensive rebound by J. McGee,,22,22
128,2,10:30.0,R. Felton misses 3-pt jump shot from 23 ft,,22,22
129,2,10:28.0,,Defensive rebound by K. Hinrich,22,22
130,2,10:14.0,,E. Moore makes 2-pt jump shot from 22 ft (assist by T. Gibson),22,24
131,2,9:55.0,Def 3 sec tech foul by J. Noah,,22,24
132,2,9:55.0,D. Nowitzki makes technical free throw,,23,24
133,2,9:55.0,,D. Rose enters the game for K. Hinrich,23,24
134,2,9:48.0,Personal foul by J. Noah (drawn by J. McGee),,23,24
135,2,9:41.0,J. Barea misses 2-pt jump shot from 6 ft,,23,24
136,2,9:41.0,Offensive rebound by J. McGee,,23,24
137,2,9:41.0,Personal foul by J. Noah (drawn by J. McGee),,23,24
138,2,9:41.0,,P. Gasol enters the game for J. Noah,23,24
139,2,9:26.0,J. Barea misses 2-pt layup from 2 ft,,23,24
140,2,9:26.0,,Defensive rebound by P. Gasol,23,24
141,2,9:17.0,,Personal foul by J. McGee (drawn by P. Gasol),23,24
142,2,9:17.0,,Turnover by P. Gasol (traveling),23,24
143,2,9:03.0,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by J. Barea),,26,24
144,2,8:47.0,,P. Gasol misses 2-pt jump shot from 18 ft,26,24
145,2,8:46.0,Defensive rebound by J. McGee,,26,24
146,2,8:38.0,J. McGee misses 2-pt layup from 1 ft,,26,24
147,2,8:37.0,,Defensive rebound by E. Moore,26,24
148,2,8:22.0,,T. Gibson misses 2-pt hook shot from 4 ft,26,24
149,2,8:21.0,,Offensive rebound by P. Gasol,26,24
150,2,8:21.0,,P. Gasol makes 2-pt layup from 1 ft,26,26
151,2,8:01.0,R. Felton misses 2-pt layup from 1 ft,,26,26
152,2,8:00.0,Offensive rebound by J. McGee,,26,26
153,2,8:00.0,J. McGee misses 2-pt layup from 1 ft,,26,26
154,2,7:59.0,,Defensive rebound by T. Gibson,26,26
155,2,7:36.0,,D. Rose misses 2-pt jump shot from 14 ft,26,26
156,2,7:35.0,,Offensive rebound by T. Gibson,26,26
157,2,7:35.0,,T. Gibson makes 2-pt layup at rim,26,28
158,2,7:35.0,Dallas full timeout,,26,28
159,2,7:35.0,Z. Pachulia enters the game for C. Parsons,,26,28
160,2,7:35.0,D. Williams enters the game for D. Nowitzki,,26,28
161,2,7:35.0,W. Matthews enters the game for J. Barea,,26,28
162,2,7:35.0,C. Villanueva enters the game for J. McGee,,26,28
163,2,7:13.0,C. Villanueva misses 2-pt jump shot from 18 ft,,26,28
164,2,7:12.0,,Defensive rebound by T. Gibson,26,28
165,2,6:59.0,,E. Moore makes 2-pt layup from 1 ft (assist by P. Gasol),26,30
166,2,6:38.0,C. Villanueva misses 2-pt jump shot from 5 ft,,26,30
167,2,6:35.0,,Defensive rebound by T. Gibson,26,30
168,2,6:30.0,,D. McDermott misses 2-pt layup from 1 ft (block by W. Matthews),26,30
169,2,6:29.0,Defensive rebound by Z. Pachulia,,26,30
170,2,6:14.0,W. Matthews makes 2-pt layup at rim (assist by Z. Pachulia),,28,30
171,2,6:01.0,,D. Rose makes 2-pt layup from 1 ft,28,32
172,2,5:41.0,Z. Pachulia misses 2-pt jump shot from 12 ft,,28,32
173,2,5:40.0,,Defensive rebound by T. Gibson,28,32
174,2,5:32.0,,D. Rose makes 2-pt layup from 1 ft (assist by P. Gasol),28,34
175,2,5:18.0,Z. Pachulia misses 2-pt jump shot from 6 ft,,28,34
176,2,5:17.0,,Defensive rebound by P. Gasol,28,34
177,2,4:54.0,,P. Gasol makes 2-pt jump shot from 4 ft,28,36
178,2,4:54.0,Dallas full timeout,,28,36
179,2,4:54.0,Dallas full timeout,,28,36
180,2,4:54.0,,N. Mirotić enters the game for T. Gibson,28,36
181,2,4:54.0,,J. Butler enters the game for D. McDermott,28,36
182,2,4:54.0,D. Nowitzki enters the game for R. Felton,,28,36
183,2,4:54.0,J. Barea enters the game for C. Villanueva,,28,36
184,2,4:39.0,D. Williams misses 2-pt jump shot from 20 ft,,28,36
185,2,4:38.0,,Defensive rebound by E. Moore,28,36
186,2,4:19.0,,Personal foul by Z. Pachulia (drawn by P. Gasol),28,36
187,2,4:13.0,,D. Rose misses 3-pt jump shot from 25 ft,28,36
188,2,4:12.0,Defensive rebound by D. Nowitzki,,28,36
189,2,4:01.0,D. Williams misses 2-pt jump shot from 10 ft,,28,36
190,2,4:00.0,,Defensive rebound by P. Gasol,28,36
191,2,3:53.0,,D. Rose misses 2-pt jump shot from 15 ft,28,36
192,2,3:52.0,Defensive rebound by W. Matthews,,28,36
193,2,3:46.0,J. Barea makes 2-pt jump shot from 18 ft,,30,36
194,2,3:24.0,,E. Moore makes 2-pt jump shot from 4 ft (assist by J. Butler),30,38
195,2,3:05.0,D. Nowitzki misses 3-pt jump shot from 24 ft,,30,38
196,2,3:04.0,,Defensive rebound by P. Gasol,30,38
197,2,2:54.0,,Shooting foul by D. Nowitzki (drawn by N. Mirotić),30,38
198,2,2:54.0,,Chicago full timeout,30,38
199,2,2:54.0,,N. Mirotić makes free throw 1 of 2,30,39
200,2,2:54.0,,N. Mirotić makes free throw 2 of 2,30,40
201,2,2:41.0,J. Barea makes 2-pt jump shot from 5 ft,,32,40
202,2,2:23.0,,J. Butler misses 3-pt jump shot from 24 ft,32,40
203,2,2:22.0,Defensive rebound by J. Barea,,32,40
204,2,2:09.0,Shooting foul by P. Gasol (drawn by D. Nowitzki),,32,40
205,2,2:09.0,D. Nowitzki makes free throw 1 of 2,,33,40
206,2,2:09.0,D. Nowitzki makes free throw 2 of 2,,34,40
207,2,1:53.0,,D. Rose makes 2-pt layup from 2 ft (assist by P. Gasol),34,42
208,2,1:41.0,D. Nowitzki misses 3-pt jump shot from 24 ft,,34,42
209,2,1:40.0,,Defensive rebound by J. Butler,34,42
210,2,1:27.0,,P. Gasol makes 2-pt layup from 2 ft (assist by N. Mirotić),34,44
211,2,1:11.0,Shooting foul by N. Mirotić (drawn by D. Nowitzki),,34,44
212,2,1:11.0,D. Nowitzki makes free throw 1 of 2,,35,44
213,2,1:11.0,,T. Gibson enters the game for N. Mirotić,35,44
214,2,1:11.0,D. Nowitzki makes free throw 2 of 2,,36,44
215,2,0:55.0,,P. Gasol misses 2-pt hook shot from 1 ft,36,44
216,2,0:52.0,,Offensive rebound by D. Rose,36,44
217,2,0:41.0,,P. Gasol misses 2-pt jump shot from 5 ft,36,44
218,2,0:40.0,Defensive rebound by D. Nowitzki,,36,44
219,2,0:29.0,D. Nowitzki misses 2-pt jump shot from 15 ft,,36,44
220,2,0:27.0,,Defensive rebound by D. Rose,36,44
221,2,0:08.0,,Shooting foul by D. Nowitzki (drawn by D. Rose),36,44
222,2,0:08.0,,D. Rose makes free throw 1 of 2,36,45
223,2,0:08.0,C. Villanueva enters the game for D. Nowitzki,,36,45
224,2,0:08.0,,T. Snell enters the game for P. Gasol,36,45
225,2,0:08.0,,D. Rose makes free throw 2 of 2,36,46
226,3,11:37.0,W. Matthews misses 3-pt jump shot from 25 ft,,36,46
227,3,11:36.0,,Defensive rebound by D. Rose,36,46
228,3,11:17.0,,T. Gibson misses 2-pt jump shot from 16 ft,36,46
229,3,11:15.0,Defensive rebound by W. Matthews,,36,46
230,3,11:02.0,,Offensive charge foul by Z. Pachulia (drawn by P. Gasol),36,46
231,3,11:02.0,Turnover by Z. Pachulia (offensive foul),,36,46
232,3,10:38.0,,T. Snell misses 3-pt jump shot from 25 ft,36,46
233,3,10:36.0,,Offensive rebound by T. Gibson,36,46
234,3,10:36.0,,T. Gibson misses 2-pt layup from 1 ft (block by W. Matthews),36,46
235,3,10:36.0,Defensive rebound by Team,,36,46
236,3,10:18.0,Z. Pachulia makes 2-pt layup from 2 ft (assist by D. Williams),,38,46
237,3,10:01.0,,T. Snell misses 2-pt layup from 1 ft,38,46
238,3,10:00.0,Defensive rebound by D. Nowitzki,,38,46
239,3,9:56.0,C. Parsons makes 2-pt layup from 1 ft (assist by D. Williams),,40,46
240,3,9:41.0,,D. Rose makes 2-pt jump shot from 20 ft (assist by J. Butler),40,48
241,3,9:23.0,Z. Pachulia makes 2-pt jump shot from 16 ft (assist by D. Williams),,42,48
242,3,9:06.0,,D. Rose misses 3-pt jump shot from 25 ft,42,48
243,3,9:05.0,Defensive rebound by W. Matthews,,42,48
244,3,8:44.0,Z. Pachulia misses 2-pt layup from 1 ft,,42,48
245,3,8:43.0,Offensive rebound by D. Nowitzki,,42,48
246,3,8:43.0,D. Nowitzki makes 2-pt layup from 1 ft,,44,48
247,3,8:42.0,,Chicago full timeout,44,48
248,3,8:24.0,,P. Gasol misses 2-pt jump shot from 12 ft,44,48
249,3,8:24.0,Defensive rebound by Team,,44,48
250,3,8:24.0,,Loose ball foul by T. Gibson (drawn by D. Nowitzki),44,48
251,3,8:08.0,W. Matthews makes 2-pt layup from 1 ft (assist by C. Parsons),,46,48
252,3,7:42.0,,D. Rose misses 2-pt jump shot from 22 ft,46,48
253,3,7:41.0,Defensive rebound by D. Nowitzki,,46,48
254,3,7:31.0,C. Parsons makes 2-pt layup from 2 ft (assist by D. Williams),,48,48
255,3,7:13.0,,P. Gasol misses 2-pt jump shot from 21 ft,48,48
256,3,7:12.0,Defensive rebound by W. Matthews,,48,48
257,3,7:03.0,D. Williams makes 3-pt jump shot from 25 ft (assist by Z. Pachulia),,51,48
258,3,6:49.0,,J. Butler misses 2-pt jump shot from 11 ft,51,48
259,3,6:48.0,Defensive rebound by C. Parsons,,51,48
260,3,6:42.0,Turnover by C. Parsons (bad pass; steal by J. Butler),,51,48
261,3,6:38.0,,J. Butler makes 2-pt layup from 1 ft,51,50
262,3,6:19.0,Personal foul by T. Snell (drawn by D. Nowitzki),,51,50
263,3,6:19.0,,D. McDermott enters the game for T. Snell,51,50
264,3,6:05.0,D. Williams makes 2-pt jump shot from 16 ft,,53,50
265,3,5:41.0,,D. Rose misses 2-pt jump shot from 7 ft (block by D. Williams),53,50
266,3,5:41.0,,Offensive rebound by Team,53,50
267,3,5:41.0,D. Powell enters the game for D. Nowitzki,,53,50
268,3,5:36.0,,J. Butler misses 3-pt jump shot from 24 ft,53,50
269,3,5:35.0,,Offensive rebound by T. Gibson,53,50
270,3,5:23.0,,Turnover by D. Rose (lost ball),53,50
271,3,5:04.0,Z. Pachulia misses 2-pt jump shot from 13 ft,,53,50
272,3,5:03.0,,Defensive rebound by Team,53,50
273,3,5:03.0,,N. Mirotić enters the game for T. Gibson,53,50
274,3,4:54.0,,D. Rose makes 2-pt layup from 1 ft,53,52
275,3,4:34.0,Turnover by W. Matthews (traveling),,53,52
276,3,4:34.0,D. Harris enters the game for C. Parsons,,53,52
277,3,4:34.0,Dallas full timeout,,53,52
278,3,4:34.0,,A. Brooks enters the game for D. Rose,53,52
279,3,4:09.0,,A. Brooks makes 2-pt jump shot from 10 ft,53,54
280,3,3:46.0,W. Matthews makes 2-pt jump shot from 11 ft,,55,54
281,3,3:31.0,,J. Butler makes 2-pt jump shot from 16 ft,55,56
282,3,3:08.0,D. Williams misses 2-pt jump shot from 8 ft,,55,56
283,3,3:06.0,Offensive rebound by Z. Pachulia,,55,56
284,3,3:06.0,Turnover by Team (shot clock),,55,56
285,3,2:57.0,,Personal foul by Z. Pachulia (drawn by J. Butler),55,56
286,3,2:41.0,,A. Brooks misses 3-pt jump shot from 25 ft,55,56
287,3,2:40.0,Defensive rebound by D. Powell,,55,56
288,3,2:23.0,D. Harris misses 2-pt jump shot from 19 ft,,55,56
289,3,2:22.0,,Defensive rebound by N. Mirotić,55,56
290,3,2:15.0,,N. Mirotić misses 3-pt jump shot from 25 ft,55,56
291,3,2:14.0,Defensive rebound by Z. Pachulia,,55,56
292,3,2:04.0,Z. Pachulia misses 2-pt jump shot from 14 ft,,55,56
293,3,2:03.0,,Defensive rebound by J. Butler,55,56
294,3,1:48.0,,Turnover by P. Gasol (lost ball; steal by Z. Pachulia),55,56
295,3,1:43.0,Turnover by D. Harris (lost ball; steal by P. Gasol),,55,56
296,3,1:39.0,,P. Gasol makes 2-pt dunk at rim (assist by J. Butler),55,58
297,3,1:35.0,Dallas full timeout,,55,58
298,3,1:35.0,J. Barea enters the game for Z. Pachulia,,55,58
299,3,1:35.0,C. Parsons enters the game for W. Matthews,,55,58
300,3,1:35.0,J. McGee enters the game for D. Williams,,55,58
301,3,1:35.0,D. Nowitzki enters the game for D. Powell,,55,58
302,3,1:35.0,,B. Portis enters the game for P. Gasol,55,58
303,3,1:23.0,D. Nowitzki makes 2-pt jump shot from 12 ft,,57,58
304,3,1:00.0,,B. Portis misses 2-pt jump shot from 15 ft,57,58
305,3,1:00.0,,Offensive rebound by Team,57,58
306,3,0:58.0,,B. Portis makes 3-pt jump shot from 24 ft (assist by A. Brooks),57,61
307,3,0:40.0,D. Nowitzki makes 2-pt jump shot from 17 ft (assist by C. Parsons),,59,61
308,3,0:26.0,,A. Brooks misses 2-pt jump shot from 10 ft,59,61
309,3,0:24.0,,Offensive rebound by B. Portis,59,61
310,3,0:07.0,,Personal take foul by D. Harris (drawn by J. Butler),59,61
311,3,0:07.0,D. Powell enters the game for J. McGee,,59,61
312,3,0:07.0,W. Matthews enters the game for D. Nowitzki,,59,61
313,3,0:01.0,,J. Butler misses 2-pt jump shot from 17 ft,59,61
314,3,0:00.0,,Offensive rebound by Team,59,61
315,4,11:36.0,,Turnover by Team (shot clock),59,61
316,4,11:24.0,D. Nowitzki misses 2-pt jump shot from 19 ft,,59,61
317,4,11:23.0,,Defensive rebound by D. McDermott,59,61
318,4,11:10.0,,Personal foul by D. Harris (drawn by T. Gibson),59,61
319,4,10:55.0,,E. Moore makes 2-pt jump shot from 11 ft,59,63
320,4,10:44.0,Shooting foul by E. Moore (drawn by J. Barea),,59,63
321,4,10:44.0,J. Barea makes free throw 1 of 2,,60,63
322,4,10:44.0,J. Barea makes free throw 2 of 2,,61,63
323,4,10:18.0,,E. Moore misses 3-pt jump shot from 24 ft,61,63
324,4,10:17.0,Defensive rebound by D. Powell,,61,63
325,4,10:00.0,D. Harris misses 2-pt jump shot from 7 ft,,61,63
326,4,9:59.0,Offensive rebound by D. Harris,,61,63
327,4,9:54.0,D. Harris makes 3-pt jump shot from 23 ft (assist by J. Barea),,64,63
328,4,9:43.0,,A. Brooks misses 2-pt layup at rim,64,63
329,4,9:43.0,Defensive rebound by Team,,64,63
330,4,9:33.0,J. Barea misses 3-pt jump shot from 24 ft,,64,63
331,4,9:32.0,,Defensive rebound by D. McDermott,64,63
332,4,9:26.0,,Offensive foul by T. Gibson (drawn by D. Powell),64,63
333,4,9:26.0,,Turnover by T. Gibson (offensive foul),64,63
334,4,9:26.0,,D. Rose enters the game for A. Brooks,64,63
335,4,9:10.0,D. Nowitzki misses 2-pt jump shot from 18 ft,,64,63
336,4,9:09.0,,Defensive rebound by D. McDermott,64,63
337,4,8:52.0,,B. Portis misses 2-pt jump shot from 6 ft,64,63
338,4,8:51.0,Defensive rebound by D. Nowitzki,,64,63
339,4,8:38.0,D. Powell misses 2-pt layup at rim,,64,63
340,4,8:37.0,,Defensive rebound by E. Moore,64,63
341,4,8:31.0,,B. Portis makes 2-pt layup from 2 ft (assist by E. Moore),64,65
342,4,8:01.0,J. Barea misses 3-pt jump shot from 25 ft,,64,65
343,4,8:00.0,Offensive rebound by D. Powell,,64,65
344,4,8:00.0,D. Powell misses 2-pt layup from 2 ft,,64,65
345,4,8:00.0,Offensive rebound by Team,,64,65
346,4,8:00.0,Dallas full timeout,,64,65
347,4,7:43.0,C. Parsons makes 2-pt layup from 1 ft (assist by D. Harris),,66,65
348,4,7:22.0,,E. Moore misses 3-pt jump shot from 24 ft,66,65
349,4,7:22.0,,Offensive rebound by Team,66,65
350,4,7:22.0,Z. Pachulia enters the game for D. Nowitzki,,66,65
351,4,7:22.0,D. Williams enters the game for D. Powell,,66,65
352,4,7:22.0,,J. Butler enters the game for D. McDermott,66,65
353,4,7:22.0,,P. Gasol enters the game for T. Gibson,66,65
354,4,7:22.0,W. Matthews enters the game for D. Harris,,66,65
355,4,7:21.0,,Offensive foul by B. Portis (drawn by D. Williams),66,65
356,4,7:21.0,,Turnover by B. Portis (offensive foul),66,65
357,4,7:21.0,,T. Snell enters the game for B. Portis,66,65
358,4,7:01.0,C. Parsons misses 3-pt jump shot from 24 ft,,66,65
359,4,7:00.0,,Defensive rebound by J. Butler,66,65
360,4,6:50.0,,Turnover by T. Snell (step out of bounds),66,65
361,4,6:30.0,W. Matthews misses 3-pt jump shot from 24 ft,,66,65
362,4,6:29.0,,Defensive rebound by T. Snell,66,65
363,4,6:19.0,,D. Rose makes 2-pt jump shot from 14 ft,66,67
364,4,6:07.0,Offensive foul by Z. Pachulia (drawn by D. Rose),,66,67
365,4,6:07.0,Turnover by Z. Pachulia (offensive foul),,66,67
366,4,5:57.0,,Offensive foul by E. Moore (drawn by J. Barea),66,67
367,4,5:57.0,,Turnover by E. Moore (offensive foul),66,67
368,4,5:57.0,,Chicago full timeout,66,67
369,4,5:35.0,D. Williams makes 2-pt layup from 2 ft,,68,67
370,4,5:18.0,,D. Rose makes 2-pt layup from 2 ft,68,69
371,4,4:52.0,D. Williams makes 3-pt jump shot from 24 ft,,71,69
372,4,4:34.0,,D. Rose misses 2-pt layup from 2 ft,71,69
373,4,4:34.0,,Offensive rebound by Team,71,69
374,4,4:31.0,,T. Snell misses 2-pt jump shot from 6 ft (block by D. Williams),71,69
375,4,4:30.0,Defensive rebound by Z. Pachulia,,71,69
376,4,4:16.0,C. Parsons makes 2-pt jump shot from 19 ft (assist by Z. Pachulia),,73,69
377,4,3:58.0,,T. Snell makes 3-pt jump shot from 25 ft (assist by P. Gasol),73,72
378,4,3:52.0,Dallas full timeout,,73,72
379,4,3:52.0,,T. Gibson enters the game for E. Moore,73,72
380,4,3:52.0,D. Nowitzki enters the game for J. Barea,,73,72
381,4,3:37.0,W. Matthews misses 3-pt jump shot from 25 ft,,73,72
382,4,3:35.0,,Defensive rebound by T. Snell,73,72
383,4,3:22.0,,D. Rose misses 2-pt jump shot from 5 ft (block by D. Nowitzki),73,72
384,4,3:20.0,Defensive rebound by Z. Pachulia,,73,72
385,4,3:01.0,D. Williams makes 3-pt jump shot from 24 ft (assist by W. Matthews),,76,72
386,4,2:38.0,,P. Gasol misses 2-pt layup from 2 ft,76,72
387,4,2:37.0,,Offensive rebound by T. Gibson,76,72
388,4,2:37.0,,T. Gibson misses 2-pt layup from 1 ft,76,72
389,4,2:36.0,Defensive rebound by W. Matthews,,76,72
