,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,DETROIT_ACTION,GOLDEN STATE_SCORE,DETROIT_SCORE
0,1,11:43.0,S. Curry misses 3-pt jump shot from 26 ft,,0,0
1,1,11:43.0,Offensive rebound by D. Green,,0,0
2,1,11:39.0,K. Thompson misses 3-pt jump shot from 26 ft,,0,0
3,1,11:39.0,,Defensive rebound by A. Drummond,0,0
4,1,11:30.0,,Shooting foul by K. Thompson (drawn by R. Jackson),0,0
5,1,11:30.0,,R. Jackson misses free throw 1 of 2,0,0
6,1,11:30.0,,Offensive rebound by Team,0,0
7,1,11:30.0,,R. Jackson makes free throw 2 of 2,0,1
8,1,11:18.0,Turnover by K. Thompson (bad pass; steal by K. Caldwell-Pope),,0,1
9,1,11:14.0,,K. Caldwell-Pope makes 2-pt dunk at rim,0,3
10,1,10:56.0,A. Bogut makes 2-pt hook shot from 4 ft,,2,3
11,1,10:33.0,,A. Drummond misses 2-pt hook shot from 4 ft,2,3
12,1,10:32.0,,Offensive rebound by E. İlyasova,2,3
13,1,10:31.0,,E. İlyasova makes 2-pt layup from 1 ft,2,5
14,1,10:16.0,S. Curry misses 3-pt jump shot from 26 ft,,2,5
15,1,10:15.0,,Defensive rebound by A. Drummond,2,5
16,1,10:06.0,,R. Jackson misses 3-pt jump shot from 25 ft,2,5
17,1,10:05.0,,Offensive rebound by E. İlyasova,2,5
18,1,10:03.0,,E. İlyasova makes 2-pt layup at rim,2,7
19,1,9:59.0,H. Barnes misses 2-pt jump shot from 20 ft,,2,7
20,1,9:57.0,,Defensive rebound by A. Drummond,2,7
21,1,9:49.0,,A. Drummond makes 2-pt dunk at rim (assist by R. Jackson),2,9
22,1,9:25.0,A. Bogut misses 2-pt hook shot from 4 ft,,2,9
23,1,9:24.0,Offensive rebound by K. Thompson,,2,9
24,1,9:15.0,K. Thompson misses 2-pt jump shot from 3 ft,,2,9
25,1,9:14.0,,Defensive rebound by A. Drummond,2,9
26,1,9:08.0,,R. Jackson misses 2-pt jump shot from 7 ft,2,9
27,1,9:07.0,Defensive rebound by S. Curry,,2,9
28,1,9:02.0,Turnover by S. Curry (lost ball; steal by K. Caldwell-Pope),,2,9
29,1,8:58.0,,Personal foul by A. Bogut (drawn by K. Caldwell-Pope),2,9
30,1,8:44.0,,M. Morris misses 3-pt jump shot from 25 ft,2,9
31,1,8:43.0,Defensive rebound by D. Green,,2,9
32,1,8:42.0,Personal foul by A. Drummond (drawn by D. Green),,2,9
33,1,8:30.0,S. Curry makes 2-pt jump shot from 15 ft,,4,9
34,1,8:11.0,,A. Drummond misses 2-pt layup at rim (block by A. Bogut),4,9
35,1,8:10.0,Defensive rebound by D. Green,,4,9
36,1,7:51.0,K. Thompson makes 2-pt jump shot from 17 ft (assist by S. Curry),,6,9
37,1,7:31.0,,A. Drummond makes 2-pt hook shot from 6 ft (assist by R. Jackson),6,11
38,1,7:18.0,Turnover by S. Curry (bad pass; steal by R. Jackson),,6,11
39,1,7:10.0,,R. Jackson makes 2-pt jump shot from 5 ft,6,13
40,1,6:56.0,K. Thompson misses 2-pt jump shot from 17 ft,,6,13
41,1,6:55.0,Offensive rebound by A. Bogut,,6,13
42,1,6:54.0,A. Bogut makes 2-pt layup at rim,,8,13
43,1,6:37.0,,K. Caldwell-Pope makes 3-pt jump shot from 27 ft (assist by R. Jackson),8,16
44,1,6:25.0,A. Bogut misses 2-pt dunk at rim,,8,16
45,1,6:24.0,,Defensive rebound by M. Morris,8,16
46,1,6:18.0,,M. Morris makes 2-pt jump shot from 16 ft,8,18
47,1,6:05.0,Golden State full timeout,,8,18
48,1,6:05.0,A. Iguodala enters the game for H. Barnes,,8,18
49,1,5:53.0,Shooting foul by E. İlyasova (drawn by K. Thompson),,8,18
50,1,5:53.0,K. Thompson makes free throw 1 of 2,,9,18
51,1,5:53.0,K. Thompson makes free throw 2 of 2,,10,18
52,1,5:38.0,,M. Morris misses 3-pt jump shot from 26 ft,10,18
53,1,5:37.0,,Offensive rebound by A. Drummond,10,18
54,1,5:36.0,,A. Drummond misses 2-pt jump shot from 4 ft (block by A. Bogut),10,18
55,1,5:35.0,Defensive rebound by K. Thompson,,10,18
56,1,5:19.0,Shooting foul by R. Jackson (drawn by D. Green),,10,18
57,1,5:19.0,D. Green makes free throw 1 of 2,,11,18
58,1,5:19.0,D. Green misses free throw 2 of 2,,11,18
59,1,5:18.0,,Defensive rebound by E. İlyasova,11,18
60,1,5:02.0,,E. İlyasova makes 3-pt jump shot from 26 ft (assist by K. Caldwell-Pope),11,21
61,1,4:49.0,S. Curry makes 2-pt layup from 1 ft,,13,21
62,1,4:34.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,13,21
63,1,4:34.0,Defensive rebound by A. Iguodala,,13,21
64,1,4:26.0,F. Ezeli enters the game for A. Bogut,,13,21
65,1,4:26.0,,S. Johnson enters the game for M. Morris,13,21
66,1,4:23.0,K. Thompson misses 3-pt jump shot from 24 ft,,13,21
67,1,4:21.0,,Defensive rebound by A. Drummond,13,21
68,1,4:07.0,Violation by F. Ezeli (kicked ball),,13,21
69,1,3:50.0,,R. Jackson misses 2-pt jump shot from 16 ft,13,21
70,1,3:50.0,Defensive rebound by F. Ezeli,,13,21
71,1,3:44.0,S. Curry makes 3-pt jump shot from 29 ft (assist by D. Green),,16,21
72,1,3:20.0,,K. Caldwell-Pope makes 2-pt jump shot from 18 ft,16,23
73,1,3:15.0,Personal foul by S. Johnson (drawn by F. Ezeli),,16,23
74,1,3:09.0,F. Ezeli makes 2-pt hook shot from 5 ft (assist by A. Iguodala),,18,23
75,1,2:51.0,,R. Jackson misses 2-pt layup at rim (block by F. Ezeli),18,23
76,1,2:48.0,Defensive rebound by A. Iguodala,,18,23
77,1,2:45.0,Shooting foul by S. Johnson (drawn by D. Green),,18,23
78,1,2:45.0,,Detroit full timeout,18,23
79,1,2:45.0,,B. Jennings enters the game for R. Jackson,18,23
80,1,2:45.0,S. Livingston enters the game for K. Thompson,,18,23
81,1,2:45.0,D. Green misses free throw 1 of 2,,18,23
82,1,2:45.0,Offensive rebound by Team,,18,23
83,1,2:45.0,D. Green makes free throw 2 of 2,,19,23
84,1,2:27.0,,E. İlyasova misses 2-pt jump shot from 5 ft (block by F. Ezeli),19,23
