,QUARTER,TIME_REMAINING,HOUSTON_ACTION,ATLANTA_ACTION,HOUSTON_SCORE,ATLANTA_SCORE
70,1,4:28.0,C. Brewer enters the game for T. Ariza,,12,15
71,1,4:28.0,D. Howard misses free throw 1 of 1,,12,15
72,1,4:27.0,,Defensive rebound by T. Sefolosha,12,15
73,1,4:15.0,,T. Hardaway misses 3-pt jump shot from 23 ft,12,15
74,1,4:14.0,Defensive rebound by M. Beasley,,12,15
75,1,4:04.0,D. Howard makes 2-pt layup from 1 ft,,14,15
76,1,3:48.0,,Personal foul by J. Terry,14,15
77,1,3:48.0,,D. Schröder enters the game for J. Teague,14,15
78,1,3:36.0,,Shooting foul by M. Beasley (drawn by P. Millsap),14,15
79,1,3:36.0,,P. Millsap makes free throw 1 of 2,14,16
80,1,3:36.0,,P. Millsap misses free throw 2 of 2,14,16
81,1,3:33.0,,Offensive rebound by K. Humphries,14,16
82,1,3:19.0,,K. Humphries misses 2-pt jump shot from 20 ft,14,16
83,1,3:18.0,Defensive rebound by D. Howard,,14,16
84,1,3:11.0,J. Harden misses 3-pt jump shot from 25 ft,,14,16
85,1,3:09.0,,Defensive rebound by T. Hardaway,14,16
86,1,3:03.0,,K. Humphries makes 2-pt dunk at rim (assist by T. Sefolosha),14,18
87,1,2:42.0,D. Howard misses 2-pt hook shot from 10 ft,,14,18
88,1,2:40.0,,Defensive rebound by K. Humphries,14,18
89,1,2:20.0,,T. Hardaway makes 3-pt jump shot from 22 ft (assist by T. Sefolosha),14,21
90,1,2:04.0,Turnover by C. Brewer (bad pass; steal by T. Sefolosha),,14,21
91,1,1:59.0,,K. Humphries makes 2-pt dunk at rim (assist by T. Sefolosha),14,23
92,1,1:41.0,J. Harden makes 2-pt dunk at rim,,16,23
93,1,1:41.0,,Atlanta full timeout,16,23
94,1,1:41.0,T. Ariza enters the game for J. Harden,,16,23
95,1,1:30.0,,Personal foul by C. Brewer,16,23
96,1,1:25.0,,D. Schröder misses 2-pt jump shot from 18 ft,16,23
97,1,1:23.0,Defensive rebound by M. Beasley,,16,23
98,1,1:18.0,Turnover by M. Beasley (traveling),,16,23
99,1,1:06.0,,T. Hardaway makes 3-pt jump shot from 22 ft (assist by K. Humphries),16,26
100,1,0:58.0,C. Brewer misses 2-pt jump shot from 17 ft,,16,26
101,1,0:56.0,,Defensive rebound by K. Humphries,16,26
102,1,0:53.0,,T. Hardaway makes 2-pt dunk at rim (assist by K. Humphries),16,28
103,1,0:34.0,D. Howard misses 2-pt hook shot from 7 ft,,16,28
104,1,0:32.0,,Defensive rebound by P. Millsap,16,28
105,1,0:26.0,,D. Schröder misses 2-pt layup from 1 ft,16,28
106,1,0:24.0,,Offensive rebound by T. Sefolosha,16,28
107,1,0:02.0,,T. Sefolosha makes 2-pt jump shot from 17 ft (assist by D. Schröder),16,30
108,1,0:00.0,C. Brewer misses 3-pt jump shot from 50 ft,,16,30
109,1,0:00.0,Offensive rebound by Team,,16,30
110,2,11:39.0,,A. Horford misses 2-pt hook shot from 6 ft,16,30
111,2,11:36.0,Defensive rebound by M. Beasley,,16,30
112,2,11:26.0,M. Beasley makes 2-pt jump shot from 12 ft,,18,30
113,2,11:14.0,,A. Horford misses 2-pt hook shot from 3 ft,18,30
114,2,11:12.0,Defensive rebound by C. Capela,,18,30
115,2,11:05.0,M. Beasley makes 2-pt jump shot from 7 ft (assist by P. Beverley),,20,30
116,2,11:05.0,Shooting foul by M. Scott (drawn by M. Beasley),,20,30
117,2,11:05.0,,K. Korver enters the game for T. Sefolosha,20,30
118,2,11:05.0,M. Beasley makes free throw 1 of 1,,21,30
119,2,11:01.0,,Personal foul by P. Beverley,21,30
120,2,10:49.0,,A. Horford makes 2-pt layup at rim (assist by M. Scott),21,32
121,2,10:31.0,M. Beasley misses 2-pt jump shot from 14 ft,,21,32
122,2,10:29.0,,Defensive rebound by Team,21,32
123,2,10:23.0,,Turnover by D. Schröder (bad pass; steal by T. Ariza),21,32
124,2,10:23.0,Clear path foul by D. Schröder,,21,32
125,2,10:23.0,T. Ariza makes clear path free throw 1 of 2,,22,32
126,2,10:23.0,T. Ariza makes clear path free throw 2 of 2,,23,32
127,2,10:09.0,M. Beasley makes 2-pt jump shot from 16 ft,,25,32
128,2,9:51.0,,M. Scott misses 3-pt jump shot from 24 ft,25,32
129,2,9:50.0,Defensive rebound by M. Beasley,,25,32
130,2,9:37.0,M. Beasley misses 2-pt layup from 2 ft,,25,32
131,2,9:35.0,Offensive rebound by C. Capela,,25,32
132,2,9:35.0,C. Capela misses 2-pt layup at rim,,25,32
133,2,9:34.0,Offensive rebound by C. Capela,,25,32
134,2,9:33.0,C. Capela misses 2-pt layup at rim,,25,32
135,2,9:32.0,Offensive rebound by C. Capela,,25,32
136,2,9:32.0,C. Capela misses 2-pt layup at rim,,25,32
137,2,9:31.0,Offensive rebound by M. Beasley,,25,32
138,2,9:25.0,Turnover by T. Ariza (bad pass; steal by T. Hardaway),,25,32
139,2,9:18.0,,Turnover by D. Schröder (bad pass),25,32
140,2,9:05.0,Turnover by M. Beasley (palming),,25,32
141,2,8:45.0,,A. Horford makes 2-pt hook shot from 7 ft,25,34
142,2,8:32.0,M. Beasley makes 2-pt jump shot from 21 ft,,27,34
143,2,8:15.0,,T. Hardaway makes 3-pt jump shot from 24 ft (assist by A. Horford),27,37
144,2,8:15.0,,Shooting foul by P. Beverley (drawn by T. Hardaway),27,37
145,2,8:15.0,Official timeout,,27,37
146,2,8:15.0,,T. Hardaway makes free throw 1 of 1,27,38
147,2,8:03.0,Personal foul by T. Hardaway,,27,38
148,2,7:54.0,M. Beasley misses 2-pt jump shot from 19 ft,,27,38
149,2,7:52.0,,Defensive rebound by T. Hardaway,27,38
150,2,7:39.0,,A. Horford misses 2-pt hook shot from 1 ft,27,38
151,2,7:39.0,,Offensive rebound by A. Horford,27,38
152,2,7:38.0,,A. Horford misses 2-pt layup from 1 ft,27,38
153,2,7:37.0,,Offensive rebound by M. Scott,27,38
154,2,7:37.0,,Shooting foul by M. Beasley (drawn by M. Scott),27,38
155,2,7:37.0,,M. Scott misses free throw 1 of 2,27,38
156,2,7:37.0,,Offensive rebound by Team,27,38
157,2,7:37.0,J. Harden enters the game for J. Terry,,27,38
158,2,7:37.0,,J. Teague enters the game for D. Schröder,27,38
159,2,7:37.0,,K. Bazemore enters the game for T. Hardaway,27,38
160,2,7:37.0,,M. Scott makes free throw 2 of 2,27,39
161,2,7:21.0,P. Beverley makes 2-pt layup from 1 ft (assist by J. Harden),,29,39
162,2,7:16.0,,J. Teague misses 3-pt jump shot from 24 ft,29,39
163,2,7:15.0,Defensive rebound by M. Beasley,,29,39
164,2,7:13.0,Shooting foul by K. Korver (drawn by C. Capela),,29,39
165,2,7:13.0,C. Capela makes free throw 1 of 2,,30,39
166,2,7:13.0,D. Motiejūnas enters the game for M. Beasley,,30,39
167,2,7:13.0,C. Capela misses free throw 2 of 2,,30,39
168,2,7:12.0,,Defensive rebound by K. Korver,30,39
169,2,6:51.0,,A. Horford makes 2-pt layup at rim (assist by K. Bazemore),30,41
170,2,6:39.0,T. Ariza misses 2-pt jump shot from 21 ft,,30,41
171,2,6:38.0,Offensive rebound by P. Beverley,,30,41
172,2,6:30.0,Turnover by T. Ariza (lost ball; steal by M. Scott),,30,41
173,2,6:22.0,,M. Scott makes 2-pt jump shot from 10 ft (assist by J. Teague),30,43
174,2,6:03.0,C. Capela makes 2-pt dunk at rim (assist by J. Harden),,32,43
175,2,5:41.0,,Turnover by J. Teague (lost ball),32,43
176,2,5:41.0,,Atlanta full timeout,32,43
177,2,5:41.0,D. Howard enters the game for C. Capela,,32,43
178,2,5:41.0,,K. Humphries enters the game for A. Horford,32,43
179,2,5:39.0,Personal take foul by K. Humphries,,32,43
180,2,5:39.0,D. Howard makes free throw 1 of 2,,33,43
181,2,5:39.0,D. Howard makes free throw 2 of 2,,34,43
182,2,5:25.0,,J. Teague makes 2-pt jump shot from 6 ft,34,45
183,2,5:15.0,Personal foul by K. Bazemore,,34,45
184,2,5:15.0,J. Harden makes free throw 1 of 2,,35,45
185,2,5:15.0,,P. Millsap enters the game for M. Scott,35,45
186,2,5:15.0,J. Harden makes free throw 2 of 2,,36,45
187,2,5:03.0,,J. Teague misses 2-pt jump shot from 10 ft,36,45
188,2,5:01.0,Defensive rebound by J. Harden,,36,45
189,2,4:49.0,D. Motiejūnas makes 2-pt hook shot from 9 ft (assist by P. Beverley),,38,45
190,2,4:33.0,,Turnover by P. Millsap (bad pass; steal by D. Motiejūnas),38,45
191,2,4:28.0,J. Harden makes 2-pt layup at rim,,40,45
192,2,4:27.0,,Atlanta full timeout,40,45
193,2,4:09.0,,Turnover by J. Teague (lost ball; steal by D. Howard),40,45
194,2,4:02.0,J. Harden makes 2-pt layup from 1 ft,,42,45
195,2,3:57.0,,Personal foul by D. Motiejūnas,42,45
196,2,3:57.0,,D. Schröder enters the game for J. Teague,42,45
197,2,3:51.0,,Turnover by K. Korver (bad pass; steal by D. Howard),42,45
198,2,3:38.0,J. Harden makes 3-pt jump shot from 25 ft,,45,45
199,2,3:21.0,,K. Korver misses 3-pt jump shot from 22 ft,45,45
200,2,3:20.0,Defensive rebound by D. Howard,,45,45
201,2,3:13.0,Shooting foul by K. Bazemore (drawn by J. Harden),,45,45
202,2,3:13.0,J. Harden makes free throw 1 of 2,,46,45
203,2,3:13.0,,T. Sefolosha enters the game for K. Bazemore,46,45
204,2,3:13.0,,A. Horford enters the game for K. Humphries,46,45
205,2,3:13.0,J. Harden makes free throw 2 of 2,,47,45
206,2,2:59.0,,T. Sefolosha makes 2-pt layup at rim (assist by D. Schröder),47,47
207,2,2:44.0,D. Motiejūnas makes 2-pt hook shot from 11 ft (assist by J. Harden),,49,47
208,2,2:32.0,,P. Millsap misses 2-pt jump shot from 10 ft,49,47
209,2,2:30.0,Defensive rebound by D. Howard,,49,47
210,2,2:24.0,Personal foul by D. Schröder,,49,47
211,2,2:24.0,D. Howard makes free throw 1 of 2,,50,47
212,2,2:24.0,D. Howard makes free throw 2 of 2,,51,47
213,2,2:04.0,,D. Schröder makes 3-pt jump shot from 24 ft (assist by T. Sefolosha),51,50
214,2,1:42.0,D. Motiejūnas misses 3-pt jump shot from 24 ft,,51,50
215,2,1:40.0,,Defensive rebound by T. Sefolosha,51,50
216,2,1:19.0,,T. Sefolosha misses 3-pt jump shot from 22 ft,51,50
217,2,1:16.0,,Offensive rebound by P. Millsap,51,50
218,2,1:12.0,,K. Korver misses 3-pt jump shot from 23 ft,51,50
219,2,1:10.0,,Offensive rebound by A. Horford,51,50
220,2,1:06.0,,Offensive foul by P. Millsap (drawn by D. Motiejūnas),51,50
221,2,1:06.0,,Turnover by P. Millsap (offensive foul),51,50
222,2,1:06.0,M. Beasley enters the game for D. Motiejūnas,,51,50
223,2,1:06.0,,K. Bazemore enters the game for K. Korver,51,50
224,2,0:57.0,P. Beverley misses 2-pt layup from 1 ft (block by P. Millsap),,51,50
225,2,0:55.0,,Defensive rebound by P. Millsap,51,50
226,2,0:52.0,,Turnover by D. Schröder (palming),51,50
227,2,0:52.0,,Violation by Team (jump ball),51,50
228,2,0:42.0,M. Beasley makes 2-pt layup from 1 ft (assist by P. Beverley),,53,50
229,2,0:33.0,,P. Millsap misses 3-pt jump shot from 24 ft,53,50
230,2,0:31.0,Defensive rebound by J. Harden,,53,50
231,2,0:25.0,J. Harden makes 3-pt jump shot from 24 ft,,56,50
232,2,0:19.0,,Atlanta full timeout,56,50
233,2,0:19.0,,K. Korver enters the game for T. Sefolosha,56,50
234,2,0:06.0,,Turnover by D. Schröder (bad pass; steal by T. Ariza),56,50
235,2,0:03.0,T. Ariza makes 2-pt dunk at rim,,58,50
236,2,0:00.0,,K. Bazemore makes 2-pt jump shot from 20 ft,58,52
237,3,11:47.0,,Turnover by J. Teague (lost ball; steal by T. Ariza),58,52
238,3,11:37.0,T. Ariza misses 3-pt jump shot from 24 ft,,58,52
239,3,11:36.0,,Defensive rebound by Team,58,52
240,3,11:18.0,,J. Teague misses 3-pt jump shot from 25 ft,58,52
241,3,11:16.0,Defensive rebound by D. Motiejūnas,,58,52
242,3,11:06.0,D. Motiejūnas makes 2-pt jump shot from 12 ft (assist by J. Harden),,60,52
243,3,10:50.0,,K. Bazemore misses 2-pt layup from 1 ft,60,52
244,3,10:49.0,Defensive rebound by D. Howard,,60,52
245,3,10:40.0,P. Beverley misses 3-pt jump shot from 23 ft,,60,52
246,3,10:38.0,,Defensive rebound by P. Millsap,60,52
247,3,10:29.0,,P. Millsap misses 3-pt jump shot from 25 ft,60,52
248,3,10:28.0,Defensive rebound by T. Ariza,,60,52
249,3,10:16.0,P. Beverley misses 3-pt jump shot from 23 ft,,60,52
250,3,10:15.0,,Defensive rebound by A. Horford,60,52
251,3,10:03.0,,Personal foul by P. Beverley,60,52
252,3,9:59.0,,Personal foul by J. Harden,60,52
253,3,9:51.0,,A. Horford makes 2-pt jump shot from 16 ft (assist by J. Teague),60,54
254,3,9:35.0,Shooting foul by K. Bazemore (drawn by D. Motiejūnas),,60,54
255,3,9:35.0,D. Motiejūnas makes free throw 1 of 2,,61,54
256,3,9:35.0,D. Motiejūnas makes free throw 2 of 2,,62,54
257,3,9:25.0,,K. Korver makes 3-pt jump shot from 26 ft (assist by J. Teague),62,57
258,3,9:05.0,D. Howard misses 2-pt hook shot from 7 ft,,62,57
259,3,9:03.0,,Defensive rebound by P. Millsap,62,57
260,3,8:59.0,,K. Korver makes 3-pt jump shot from 24 ft (assist by P. Millsap),62,60
261,3,8:41.0,Shooting foul by K. Bazemore (drawn by J. Harden),,62,60
262,3,8:41.0,J. Harden makes free throw 1 of 2,,63,60
263,3,8:41.0,,T. Sefolosha enters the game for K. Bazemore,63,60
264,3,8:41.0,J. Harden makes free throw 2 of 2,,64,60
265,3,8:21.0,,K. Korver misses 3-pt jump shot from 25 ft,64,60
266,3,8:19.0,Defensive rebound by D. Howard,,64,60
267,3,8:08.0,D. Motiejūnas misses 2-pt hook shot from 11 ft,,64,60
268,3,8:05.0,,Defensive rebound by K. Korver,64,60
269,3,7:58.0,,Turnover by J. Teague (bad pass; steal by D. Howard),64,60
270,3,7:48.0,D. Motiejūnas misses 3-pt jump shot from 23 ft,,64,60
271,3,7:48.0,,Defensive rebound by Team,64,60
272,3,7:48.0,Loose ball foul by D. Howard,,64,60
273,3,7:33.0,,Shooting foul by D. Motiejūnas (drawn by J. Teague),64,60
274,3,7:33.0,,J. Teague makes free throw 1 of 2,64,61
275,3,7:33.0,,J. Teague misses free throw 2 of 2,64,61
276,3,7:32.0,Defensive rebound by D. Motiejūnas,,64,61
277,3,7:21.0,Turnover by J. Harden (bad pass; steal by T. Sefolosha),,64,61
278,3,7:17.0,,K. Korver makes 2-pt dunk at rim (assist by T. Sefolosha),64,63
279,3,7:07.0,Houston full timeout,,64,63
280,3,7:07.0,M. Beasley enters the game for D. Motiejūnas,,64,63
281,3,7:00.0,T. Ariza misses 3-pt jump shot from 24 ft,,64,63
282,3,6:59.0,,Defensive rebound by Team,64,63
283,3,6:53.0,,K. Korver misses 3-pt jump shot from 23 ft,64,63
284,3,6:51.0,Defensive rebound by D. Howard,,64,63
285,3,6:41.0,J. Harden misses 2-pt jump shot from 11 ft,,64,63
286,3,6:40.0,,Defensive rebound by P. Millsap,64,63
287,3,6:23.0,,P. Millsap misses 2-pt jump shot from 13 ft,64,63
288,3,6:21.0,Defensive rebound by D. Howard,,64,63
289,3,6:02.0,T. Ariza misses 2-pt layup from 1 ft (block by P. Millsap),,64,63
290,3,5:59.0,,Defensive rebound by T. Sefolosha,64,63
291,3,5:54.0,,K. Korver makes 3-pt jump shot from 24 ft,64,66
292,3,5:36.0,Turnover by D. Howard (lost ball; steal by T. Sefolosha),,64,66
293,3,5:22.0,,Turnover by A. Horford (bad pass),64,66
294,3,5:22.0,,K. Humphries enters the game for A. Horford,64,66
295,3,5:10.0,J. Harden makes 2-pt layup from 1 ft,,66,66
296,3,4:51.0,,P. Millsap makes 2-pt layup at rim (assist by J. Teague),66,68
297,3,4:40.0,M. Beasley makes 2-pt layup from 1 ft (assist by J. Harden),,68,68
298,3,4:40.0,Shooting foul by K. Humphries (drawn by M. Beasley),,68,68
299,3,4:40.0,J. Terry enters the game for P. Beverley,,68,68
300,3,4:40.0,C. Capela enters the game for D. Howard,,68,68
301,3,4:40.0,M. Beasley makes free throw 1 of 1,,69,68
302,3,4:25.0,,Turnover by K. Korver (bad pass; steal by T. Ariza),69,68
303,3,4:10.0,,Offensive charge foul by M. Beasley (drawn by K. Humphries),69,68
304,3,4:10.0,Turnover by M. Beasley (offensive foul),,69,68
305,3,4:10.0,,D. Schröder enters the game for J. Teague,69,68
306,3,3:57.0,,P. Millsap makes 2-pt layup from 1 ft (assist by D. Schröder),69,70
307,3,3:44.0,T. Ariza misses 3-pt jump shot from 23 ft,,69,70
308,3,3:42.0,Offensive rebound by C. Capela,,69,70
309,3,3:34.0,C. Capela makes 2-pt layup at rim (assist by J. Harden),,71,70
310,3,3:14.0,,T. Sefolosha misses 3-pt jump shot from 23 ft,71,70
311,3,3:12.0,,Offensive rebound by P. Millsap,71,70
312,3,3:09.0,,T. Sefolosha makes 2-pt jump shot from 13 ft (assist by P. Millsap),71,72
313,3,3:02.0,Personal take foul by D. Schröder,,71,72
314,3,3:02.0,C. Brewer enters the game for T. Ariza,,71,72
315,3,3:02.0,D. Motiejūnas enters the game for C. Capela,,71,72
316,3,2:52.0,J. Harden misses 2-pt layup from 1 ft (block by K. Humphries),,71,72
317,3,2:50.0,,Defensive rebound by D. Schröder,71,72
318,3,2:44.0,,D. Schröder misses 2-pt jump shot from 17 ft,71,72
319,3,2:41.0,Defensive rebound by D. Motiejūnas,,71,72
320,3,2:33.0,J. Terry misses 3-pt jump shot from 22 ft,,71,72
321,3,2:32.0,,Defensive rebound by P. Millsap,71,72
322,3,2:23.0,,K. Humphries makes 2-pt jump shot from 14 ft (assist by P. Millsap),71,74
323,3,2:03.0,Shooting foul by P. Millsap (drawn by M. Beasley),,71,74
324,3,2:03.0,,Atlanta full timeout,71,74
325,3,2:03.0,,T. Hardaway enters the game for K. Korver,71,74
326,3,2:03.0,M. Beasley makes free throw 1 of 2,,72,74
327,3,2:03.0,M. Beasley makes free throw 2 of 2,,73,74
328,3,1:52.0,,Away from play foul by C. Brewer,73,74
329,3,1:52.0,,D. Schröder makes 2-pt layup at rim,73,76
330,3,1:52.0,,K. Humphries misses free throw 1 of 1,73,76
331,3,1:51.0,Defensive rebound by M. Beasley,,73,76
332,3,1:41.0,J. Harden makes 3-pt jump shot from 24 ft,,76,76
333,3,1:33.0,,D. Schröder makes 2-pt layup at rim,76,78
334,3,1:21.0,J. Terry makes 3-pt jump shot from 24 ft (assist by J. Harden),,79,78
335,3,0:55.0,,T. Hardaway misses 3-pt jump shot from 25 ft (block by C. Brewer),79,78
336,3,0:53.0,Defensive rebound by J. Harden,,79,78
337,3,0:49.0,Personal block foul by T. Sefolosha,,79,78
338,3,0:49.0,J. Harden makes free throw 1 of 2,,80,78
339,3,0:49.0,,M. Scott enters the game for P. Millsap,80,78
340,3,0:49.0,J. Harden makes free throw 2 of 2,,81,78
341,3,0:30.0,,D. Schröder makes 2-pt layup at rim,81,80
342,3,0:09.0,M. Beasley makes 2-pt jump shot from 14 ft (assist by D. Motiejūnas),,83,80
343,3,0:03.0,,Personal foul by D. Motiejūnas,83,80
344,3,0:03.0,,D. Schröder makes free throw 1 of 2,83,81
345,3,0:03.0,,D. Schröder makes free throw 2 of 2,83,82
346,3,0:00.0,C. Brewer misses 3-pt jump shot from 54 ft,,83,82
347,3,0:00.0,Offensive rebound by Team,,83,82
348,4,11:48.0,J. Terry misses 2-pt jump shot from 18 ft,,83,82
349,4,11:46.0,,Defensive rebound by Team,83,82
350,4,11:38.0,,Turnover by D. Schröder (bad pass; steal by J. Terry),83,82
351,4,11:31.0,M. Beasley makes 2-pt layup from 1 ft (assist by P. Beverley),,85,82
352,4,11:18.0,,Personal foul by D. Howard,85,82
353,4,11:05.0,,A. Horford misses 3-pt jump shot from 24 ft,85,82
354,4,11:03.0,Defensive rebound by D. Howard,,85,82
355,4,10:43.0,J. Terry misses 3-pt jump shot from 23 ft,,85,82
356,4,10:41.0,,Defensive rebound by M. Scott,85,82
357,4,10:33.0,,Turnover by D. Schröder (lost ball; steal by D. Howard),85,82
358,4,10:28.0,Turnover by C. Brewer (bad pass; steal by M. Scott),,85,82
359,4,10:16.0,,T. Hardaway misses 2-pt jump shot from 16 ft,85,82
360,4,10:14.0,Defensive rebound by D. Howard,,85,82
361,4,9:50.0,M. Beasley makes 2-pt jump shot from 12 ft,,87,82
362,4,9:30.0,,A. Horford misses 3-pt jump shot from 24 ft,87,82
363,4,9:29.0,Defensive rebound by D. Howard,,87,82
364,4,9:05.0,M. Beasley misses 2-pt jump shot from 18 ft,,87,82
365,4,9:03.0,Offensive rebound by D. Howard,,87,82
366,4,8:57.0,P. Beverley misses 2-pt jump shot from 7 ft,,87,82
367,4,8:55.0,,Defensive rebound by M. Scott,87,82
368,4,8:46.0,,D. Schröder makes 3-pt jump shot from 24 ft (assist by K. Korver),87,85
369,4,8:32.0,Turnover by D. Howard (bad pass; steal by A. Horford),,87,85
370,4,8:26.0,,T. Hardaway makes 3-pt jump shot from 24 ft (assist by M. Scott),87,88
371,4,8:25.0,,T. Sefolosha enters the game for K. Korver,87,88
372,4,8:25.0,T. Ariza enters the game for J. Terry,,87,88
373,4,8:25.0,J. Harden enters the game for C. Brewer,,87,88
374,4,8:15.0,Turnover by P. Beverley (lost ball; steal by D. Schröder),,87,88
375,4,8:09.0,,T. Hardaway makes 2-pt dunk at rim (assist by D. Schröder),87,90
376,4,7:55.0,Turnover by M. Beasley (bad pass; steal by T. Hardaway),,87,90
377,4,7:45.0,,T. Sefolosha misses 3-pt jump shot from 23 ft,87,90
378,4,7:44.0,Defensive rebound by J. Harden,,87,90
379,4,7:36.0,M. Beasley misses 2-pt jump shot from 21 ft,,87,90
380,4,7:35.0,,Defensive rebound by A. Horford,87,90
381,4,7:18.0,,D. Schröder misses 3-pt jump shot from 25 ft,87,90
382,4,7:16.0,Defensive rebound by T. Ariza,,87,90
383,4,7:03.0,J. Harden misses 2-pt layup from 1 ft (block by A. Horford),,87,90
384,4,7:02.0,Offensive rebound by D. Howard,,87,90
385,4,7:02.0,D. Howard misses 2-pt layup from 1 ft,,87,90
386,4,7:01.0,,Defensive rebound by T. Hardaway,87,90
387,4,6:57.0,,T. Hardaway misses 2-pt jump shot from 22 ft,87,90
388,4,6:55.0,,Offensive rebound by A. Horford,87,90
