,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,MEMPHIS_ACTION,SAN ANTONIO_SCORE,MEMPHIS_SCORE
0,1,11:54.0,,T. Allen misses 2-pt layup from 2 ft,0,0
1,1,11:52.0,Defensive rebound by T. Parker,,0,0
2,1,11:34.0,K. Leonard makes 2-pt jump shot from 16 ft,,2,0
3,1,11:15.0,,V. Carter misses 3-pt jump shot from 25 ft,2,0
4,1,11:13.0,,Offensive rebound by Z. Randolph,2,0
5,1,11:07.0,,V. Carter makes 2-pt dunk at rim (assist by M. Barnes),2,2
6,1,10:55.0,K. Leonard makes 2-pt layup from 3 ft (assist by T. Duncan),,4,2
7,1,10:40.0,,Turnover by Z. Randolph (bad pass),4,2
8,1,10:19.0,D. Green makes 3-pt jump shot from 25 ft (assist by L. Aldridge),,7,2
9,1,10:03.0,,Personal foul by T. Parker,7,2
10,1,9:53.0,,Z. Randolph misses 2-pt jump shot from 4 ft,7,2
11,1,9:50.0,Defensive rebound by T. Duncan,,7,2
12,1,9:33.0,D. Green misses 2-pt jump shot from 15 ft,,7,2
13,1,9:31.0,,Defensive rebound by V. Carter,7,2
14,1,9:12.0,,V. Carter misses 2-pt layup from 3 ft (block by D. Green),7,2
15,1,9:10.0,Defensive rebound by L. Aldridge,,7,2
16,1,8:57.0,T. Duncan makes 2-pt jump shot from 7 ft (assist by T. Parker),,9,2
17,1,8:45.0,,Z. Randolph makes 2-pt jump shot from 19 ft (assist by J. Farmar),9,4
18,1,8:22.0,T. Parker misses 2-pt jump shot from 16 ft,,9,4
19,1,8:21.0,,Defensive rebound by M. Barnes,9,4
20,1,8:12.0,,V. Carter misses 2-pt dunk at rim (block by K. Leonard),9,4
21,1,8:09.0,Defensive rebound by L. Aldridge,,9,4
22,1,7:57.0,K. Leonard makes 3-pt jump shot from 23 ft (assist by T. Parker),,12,4
23,1,7:41.0,,J. Farmar makes 2-pt jump shot from 19 ft,12,6
24,1,7:20.0,T. Parker misses 2-pt jump shot from 12 ft,,12,6
25,1,7:17.0,,Defensive rebound by V. Carter,12,6
26,1,7:03.0,,J. Farmar misses 3-pt jump shot from 24 ft,12,6
27,1,7:01.0,Defensive rebound by L. Aldridge,,12,6
28,1,6:48.0,L. Aldridge makes 2-pt layup from 2 ft (assist by T. Parker),,14,6
29,1,6:38.0,,M. Barnes makes 2-pt jump shot from 16 ft (assist by J. Farmar),14,8
30,1,6:38.0,San Antonio full timeout,,14,8
31,1,6:21.0,Turnover by T. Duncan (3 sec),,14,8
32,1,6:08.0,,V. Carter misses 2-pt jump shot from 4 ft (block by D. Green),14,8
33,1,6:07.0,Defensive rebound by D. Green,,14,8
34,1,5:49.0,D. Green misses 3-pt jump shot from 24 ft,,14,8
35,1,5:48.0,,Defensive rebound by T. Allen,14,8
36,1,5:35.0,,Z. Randolph makes 2-pt hook shot from 5 ft,14,10
37,1,5:12.0,D. Green misses 3-pt jump shot from 25 ft,,14,10
38,1,5:11.0,,Defensive rebound by M. Barnes,14,10
39,1,5:07.0,,Shooting foul by D. Green (drawn by T. Allen),14,10
40,1,5:07.0,,T. Allen makes free throw 1 of 2,14,11
41,1,5:07.0,B. Diaw enters the game for T. Duncan,,14,11
42,1,5:07.0,M. Ginóbili enters the game for D. Green,,14,11
43,1,5:07.0,P. Mills enters the game for T. Parker,,14,11
44,1,5:07.0,,T. Allen makes free throw 2 of 2,14,12
45,1,4:54.0,K. Leonard misses 2-pt jump shot from 14 ft,,14,12
46,1,4:52.0,,Defensive rebound by Z. Randolph,14,12
47,1,4:42.0,,Z. Randolph makes 2-pt jump shot from 18 ft (assist by J. Farmar),14,14
48,1,4:14.0,Turnover by Team (shot clock),,14,14
49,1,3:48.0,,J. Farmar misses 2-pt layup from 2 ft,14,14
50,1,3:47.0,Defensive rebound by B. Diaw,,14,14
51,1,3:38.0,L. Aldridge makes 2-pt jump shot from 7 ft,,16,14
52,1,3:38.0,Shooting foul by Z. Randolph (drawn by L. Aldridge),,16,14
53,1,3:38.0,D. Green enters the game for K. Leonard,,16,14
54,1,3:38.0,L. Aldridge makes free throw 1 of 1,,17,14
55,1,3:19.0,,Z. Randolph misses 2-pt jump shot from 21 ft,17,14
56,1,3:18.0,,Offensive rebound by V. Carter,17,14
57,1,3:14.0,,Offensive foul by V. Carter (drawn by B. Diaw),17,14
58,1,3:14.0,,Turnover by V. Carter (offensive foul),17,14
59,1,3:14.0,,C. Andersen enters the game for T. Allen,17,14
60,1,3:14.0,,X. Munford enters the game for J. Farmar,17,14
61,1,3:02.0,Personal foul by X. Munford,,17,14
62,1,2:53.0,,Memphis full timeout,17,14
63,1,2:50.0,L. Aldridge misses 2-pt jump shot from 13 ft,,17,14
64,1,2:49.0,,Defensive rebound by Z. Randolph,17,14
65,1,2:49.0,Loose ball foul by M. Ginóbili,,17,14
66,1,2:38.0,,Offensive foul by C. Andersen (drawn by M. Ginóbili),17,14
67,1,2:38.0,,Turnover by C. Andersen (offensive foul),17,14
68,1,2:19.0,L. Aldridge makes 2-pt jump shot from 15 ft,,19,14
69,1,2:04.0,,Personal foul by M. Ginóbili,19,14
70,1,1:53.0,,M. Barnes misses 2-pt jump shot from 7 ft (block by B. Diaw),19,14
71,1,1:51.0,Defensive rebound by D. Green,,19,14
72,1,1:44.0,B. Diaw makes 2-pt layup from 3 ft,,21,14
73,1,1:28.0,,M. Barnes misses 3-pt jump shot from 24 ft,21,14
74,1,1:27.0,Defensive rebound by M. Ginóbili,,21,14
75,1,1:18.0,Turnover by B. Diaw (lost ball; steal by M. Barnes),,21,14
76,1,1:13.0,,Shooting foul by D. Green (drawn by M. Barnes),21,14
77,1,1:13.0,,M. Barnes makes free throw 1 of 2,21,15
78,1,1:13.0,D. West enters the game for L. Aldridge,,21,15
79,1,1:13.0,,J. Green enters the game for Z. Randolph,21,15
80,1,1:13.0,,L. Stephenson enters the game for V. Carter,21,15
81,1,1:13.0,,M. Barnes makes free throw 2 of 2,21,16
82,1,1:00.0,D. West makes 2-pt jump shot from 15 ft (assist by B. Diaw),,23,16
83,1,0:40.0,,L. Stephenson makes 2-pt jump shot from 22 ft,23,18
84,1,0:30.0,P. Mills misses 2-pt jump shot from 15 ft,,23,18
85,1,0:28.0,,Defensive rebound by M. Barnes,23,18
86,1,0:11.0,,Turnover by M. Barnes (lost ball; steal by D. West),23,18
87,1,0:00.0,M. Ginóbili makes 3-pt jump shot from 26 ft (assist by P. Mills),,26,18
88,2,11:44.0,D. West misses 2-pt layup from 2 ft (block by J. Green),,26,18
89,2,11:42.0,,Defensive rebound by X. Munford,26,18
90,2,11:36.0,,Turnover by J. Green (lost ball; steal by B. Diaw),26,18
91,2,11:28.0,K. Leonard makes 3-pt jump shot from 24 ft (assist by M. Ginóbili),,29,18
92,2,11:08.0,,X. Munford makes 3-pt jump shot from 22 ft (assist by J. Green),29,21
93,2,11:00.0,Personal foul by J. Green,,29,21
94,2,10:50.0,B. Diaw makes 2-pt jump shot from 16 ft (assist by K. Leonard),,31,21
95,2,10:28.0,,C. Andersen misses 2-pt jump shot from 18 ft,31,21
96,2,10:27.0,Defensive rebound by P. Mills,,31,21
97,2,10:21.0,M. Ginóbili makes 3-pt jump shot from 25 ft (assist by P. Mills),,34,21
98,2,10:08.0,,J. Green makes 2-pt dunk at rim (assist by X. Munford),34,23
99,2,9:52.0,P. Mills misses 3-pt jump shot from 25 ft,,34,23
100,2,9:51.0,,Defensive rebound by X. Munford,34,23
101,2,9:40.0,,Turnover by X. Munford (bad pass; steal by M. Ginóbili),34,23
102,2,9:33.0,K. Leonard misses 3-pt jump shot from 25 ft,,34,23
103,2,9:32.0,,Defensive rebound by M. Barnes,34,23
104,2,9:23.0,,C. Andersen makes 2-pt dunk at rim (assist by L. Stephenson),34,25
105,2,9:23.0,San Antonio full timeout,,34,25
106,2,9:23.0,K. Anderson enters the game for M. Ginóbili,,34,25
107,2,9:23.0,,T. Allen enters the game for M. Barnes,34,25
108,2,9:09.0,D. West misses 2-pt layup from 3 ft,,34,25
109,2,9:06.0,,Defensive rebound by L. Stephenson,34,25
110,2,8:56.0,,Turnover by L. Stephenson (bad pass; steal by K. Leonard),34,25
111,2,8:51.0,Personal foul by L. Stephenson,,34,25
112,2,8:42.0,K. Leonard misses 2-pt jump shot from 6 ft,,34,25
113,2,8:40.0,,Defensive rebound by J. Green,34,25
114,2,8:27.0,,X. Munford misses 3-pt jump shot from 25 ft,34,25
115,2,8:22.0,Defensive rebound by K. Leonard,,34,25
116,2,8:20.0,T. Parker enters the game for P. Mills,,34,25
117,2,8:20.0,,Z. Randolph enters the game for J. Green,34,25
118,2,8:11.0,B. Diaw misses 2-pt jump shot from 4 ft (block by C. Andersen),,34,25
119,2,8:08.0,,Defensive rebound by Z. Randolph,34,25
120,2,7:58.0,,T. Allen misses 2-pt jump shot from 8 ft,34,25
121,2,7:55.0,,Offensive rebound by X. Munford,34,25
122,2,7:51.0,,Personal foul by T. Parker,34,25
123,2,7:40.0,,L. Stephenson makes 2-pt jump shot from 19 ft,34,27
124,2,7:29.0,Turnover by T. Parker (lost ball; steal by T. Allen),,34,27
125,2,7:25.0,Violation by K. Leonard (def goaltending),,34,27
126,2,7:25.0,,L. Stephenson makes 2-pt layup from 1 ft (assist by T. Allen),34,29
127,2,7:15.0,Offensive foul by K. Anderson (drawn by L. Stephenson),,34,29
128,2,7:15.0,Turnover by K. Anderson (offensive foul),,34,29
129,2,7:15.0,T. Duncan enters the game for B. Diaw,,34,29
130,2,7:15.0,L. Aldridge enters the game for D. West,,34,29
131,2,6:57.0,Violation by T. Duncan (def goaltending),,34,29
132,2,6:57.0,,X. Munford makes 2-pt layup from 2 ft,34,31
133,2,6:40.0,T. Duncan makes 2-pt jump shot from 5 ft (assist by T. Parker),,36,31
134,2,6:21.0,,Z. Randolph misses 2-pt jump shot from 4 ft (block by T. Duncan),36,31
135,2,6:18.0,Defensive rebound by T. Duncan,,36,31
136,2,6:14.0,T. Parker misses 2-pt jump shot from 23 ft,,36,31
137,2,6:13.0,Offensive rebound by Team,,36,31
138,2,6:03.0,T. Parker misses 2-pt jump shot from 7 ft,,36,31
139,2,6:01.0,,Defensive rebound by C. Andersen,36,31
140,2,5:46.0,,L. Stephenson makes 2-pt jump shot from 20 ft,36,33
141,2,5:25.0,Shooting foul by T. Allen (drawn by T. Duncan),,36,33
142,2,5:25.0,San Antonio full timeout,,36,33
143,2,5:25.0,,M. Barnes enters the game for C. Andersen,36,33
144,2,5:25.0,,J. Farmar enters the game for X. Munford,36,33
145,2,5:25.0,M. Ginóbili enters the game for K. Anderson,,36,33
146,2,5:25.0,T. Duncan makes free throw 1 of 2,,37,33
147,2,5:25.0,T. Duncan makes free throw 2 of 2,,38,33
148,2,5:06.0,,Z. Randolph makes 2-pt jump shot from 6 ft,38,35
149,2,4:48.0,Personal foul by L. Stephenson,,38,35
150,2,4:39.0,M. Ginóbili misses 3-pt jump shot from 25 ft,,38,35
151,2,4:38.0,,Defensive rebound by Z. Randolph,38,35
152,2,4:23.0,,J. Farmar misses 3-pt jump shot from 24 ft,38,35
153,2,4:22.0,Defensive rebound by L. Aldridge,,38,35
154,2,4:07.0,T. Duncan misses 2-pt hook shot from 6 ft,,38,35
155,2,4:06.0,,Defensive rebound by L. Stephenson,38,35
156,2,3:53.0,,Z. Randolph misses 2-pt layup from 2 ft (block by T. Duncan),38,35
157,2,3:53.0,,Offensive rebound by Team,38,35
158,2,3:52.0,,Shooting foul by T. Duncan (drawn by Z. Randolph),38,35
159,2,3:52.0,,Z. Randolph makes free throw 1 of 2,38,36
160,2,3:52.0,,Z. Randolph makes free throw 2 of 2,38,37
161,2,3:37.0,L. Aldridge misses 2-pt jump shot from 11 ft,,38,37
162,2,3:37.0,,Defensive rebound by Team,38,37
163,2,3:37.0,Loose ball foul by T. Duncan,,38,37
164,2,3:18.0,,T. Allen misses 3-pt jump shot from 24 ft,38,37
165,2,3:17.0,Defensive rebound by L. Aldridge,,38,37
166,2,3:09.0,Turnover by T. Parker (bad pass; steal by J. Farmar),,38,37
167,2,3:05.0,,Shooting foul by L. Aldridge (drawn by M. Barnes),38,37
168,2,3:05.0,,M. Barnes makes free throw 1 of 2,38,38
169,2,3:05.0,D. West enters the game for T. Duncan,,38,38
170,2,3:05.0,P. Mills enters the game for T. Parker,,38,38
171,2,3:05.0,,M. Barnes makes free throw 2 of 2,38,39
172,2,2:49.0,K. Leonard makes 3-pt jump shot from 22 ft (assist by M. Ginóbili),,41,39
173,2,2:32.0,,T. Allen misses 2-pt jump shot from 20 ft,41,39
174,2,2:30.0,,Offensive rebound by M. Barnes,41,39
175,2,2:30.0,,M. Barnes misses 2-pt layup from 1 ft,41,39
176,2,2:28.0,Defensive rebound by K. Leonard,,41,39
177,2,2:18.0,P. Mills misses 3-pt jump shot from 24 ft,,41,39
178,2,2:16.0,Offensive rebound by L. Aldridge,,41,39
179,2,2:16.0,L. Aldridge misses 2-pt layup from 2 ft,,41,39
180,2,2:16.0,,Defensive rebound by T. Allen,41,39
181,2,2:16.0,,Memphis full timeout,41,39
182,2,1:52.0,,T. Allen misses 3-pt jump shot from 25 ft,41,39
183,2,1:51.0,,Offensive rebound by Z. Randolph,41,39
184,2,1:45.0,,Z. Randolph misses 2-pt hook shot from 4 ft,41,39
185,2,1:43.0,Defensive rebound by D. West,,41,39
186,2,1:37.0,Personal foul by M. Barnes,,41,39
187,2,1:37.0,D. West misses free throw 1 of 2,,41,39
188,2,1:37.0,Offensive rebound by Team,,41,39
189,2,1:37.0,D. West misses free throw 2 of 2,,41,39
190,2,1:35.0,Offensive rebound by M. Ginóbili,,41,39
191,2,1:32.0,Personal foul by M. Barnes,,41,39
192,2,1:32.0,K. Leonard misses free throw 1 of 2,,41,39
193,2,1:32.0,Offensive rebound by Team,,41,39
194,2,1:32.0,K. Leonard makes free throw 2 of 2,,42,39
195,2,1:14.0,,J. Farmar makes 2-pt layup from 2 ft,42,41
196,2,1:13.0,,Violation by Team (jump ball),42,41
197,2,1:01.0,Offensive foul by L. Aldridge (drawn by M. Barnes),,42,41
198,2,1:01.0,Turnover by L. Aldridge (offensive foul),,42,41
199,2,0:35.0,,M. Barnes misses 3-pt jump shot from 74 ft,42,41
200,2,0:35.0,,Offensive rebound by L. Stephenson,42,41
201,2,0:32.0,,L. Stephenson misses 2-pt layup from 3 ft,42,41
202,2,0:29.0,Defensive rebound by D. West,,42,41
203,2,0:17.0,L. Aldridge makes 2-pt layup from 2 ft,,44,41
204,2,0:00.0,,M. Barnes makes 2-pt layup from 3 ft (assist by J. Farmar),44,43
205,3,11:48.0,T. Parker makes 2-pt jump shot from 17 ft (assist by T. Duncan),,46,43
206,3,11:25.0,,M. Barnes makes 3-pt jump shot from 27 ft (assist by Z. Randolph),46,46
207,3,11:07.0,K. Leonard misses 2-pt jump shot from 19 ft (block by T. Allen),,46,46
208,3,11:07.0,,Defensive rebound by M. Barnes,46,46
209,3,11:01.0,,M. Barnes misses 3-pt jump shot from 25 ft,46,46
210,3,10:58.0,Defensive rebound by T. Duncan,,46,46
211,3,10:41.0,L. Aldridge makes 2-pt jump shot from 13 ft,,48,46
212,3,10:14.0,,V. Carter makes 3-pt jump shot from 25 ft (assist by M. Barnes),48,49
213,3,9:55.0,T. Parker misses 3-pt jump shot from 25 ft,,48,49
214,3,9:53.0,Offensive rebound by L. Aldridge,,48,49
215,3,9:44.0,Turnover by T. Parker (bad pass; steal by M. Barnes),,48,49
216,3,9:37.0,,J. Farmar misses 2-pt layup from 3 ft,48,49
217,3,9:36.0,,Offensive rebound by Z. Randolph,48,49
218,3,9:36.0,,Z. Randolph misses 2-pt layup from 2 ft,48,49
219,3,9:33.0,,Offensive rebound by T. Allen,48,49
220,3,9:31.0,,T. Allen misses 2-pt layup from 2 ft,48,49
221,3,9:31.0,,Offensive rebound by T. Allen,48,49
222,3,9:31.0,,Shooting foul by T. Duncan (drawn by T. Allen),48,49
223,3,9:31.0,,T. Allen makes free throw 1 of 2,48,50
224,3,9:31.0,M. Ginóbili enters the game for T. Duncan,,48,50
225,3,9:31.0,,T. Allen makes free throw 2 of 2,48,51
226,3,9:06.0,D. Green misses 2-pt jump shot from 16 ft,,48,51
227,3,9:06.0,Offensive rebound by Team,,48,51
228,3,9:06.0,Turnover by Team (shot clock),,48,51
229,3,8:53.0,,Z. Randolph misses 2-pt jump shot from 19 ft,48,51
230,3,8:52.0,Defensive rebound by L. Aldridge,,48,51
231,3,8:43.0,T. Parker misses 3-pt jump shot from 24 ft,,48,51
232,3,8:42.0,,Defensive rebound by V. Carter,48,51
233,3,8:35.0,,Personal foul by L. Aldridge,48,51
234,3,8:26.0,,Z. Randolph misses 2-pt jump shot from 4 ft,48,51
235,3,8:24.0,Defensive rebound by T. Parker,,48,51
236,3,8:18.0,M. Ginóbili makes 3-pt jump shot from 24 ft (assist by T. Parker),,51,51
237,3,7:55.0,,V. Carter misses 2-pt jump shot from 7 ft,51,51
238,3,7:53.0,Defensive rebound by K. Leonard,,51,51
239,3,7:47.0,D. Green makes 3-pt jump shot from 24 ft (assist by K. Leonard),,54,51
240,3,7:17.0,,Z. Randolph makes 2-pt layup from 2 ft (assist by M. Barnes),54,53
241,3,7:05.0,Shooting foul by Z. Randolph (drawn by L. Aldridge),,54,53
242,3,7:05.0,L. Aldridge misses free throw 1 of 2,,54,53
243,3,7:05.0,Offensive rebound by Team,,54,53
244,3,7:05.0,L. Aldridge makes free throw 2 of 2,,55,53
245,3,7:03.0,,Turnover by T. Allen (lost ball; steal by D. Green),55,53
246,3,6:58.0,Turnover by D. Green (step out of bounds),,55,53
247,3,6:44.0,,V. Carter misses 2-pt jump shot from 7 ft,55,53
248,3,6:44.0,Defensive rebound by D. Green,,55,53
249,3,6:44.0,,Loose ball foul by Z. Randolph,55,53
250,3,6:22.0,L. Aldridge misses 2-pt jump shot from 15 ft,,55,53
251,3,6:20.0,,Defensive rebound by J. Farmar,55,53
252,3,6:09.0,,Z. Randolph misses 2-pt jump shot from 6 ft,55,53
253,3,6:07.0,,Offensive rebound by Z. Randolph,55,53
254,3,6:03.0,,Z. Randolph makes 2-pt jump shot from 5 ft,55,55
255,3,5:37.0,K. Leonard misses 2-pt jump shot from 8 ft,,55,55
256,3,5:35.0,Offensive rebound by K. Leonard,,55,55
257,3,5:32.0,D. Green misses 3-pt jump shot from 25 ft,,55,55
258,3,5:31.0,Offensive rebound by L. Aldridge,,55,55
259,3,5:28.0,L. Aldridge misses 2-pt layup from 4 ft,,55,55
260,3,5:27.0,,Defensive rebound by V. Carter,55,55
261,3,5:18.0,,M. Barnes misses 2-pt layup from 2 ft,55,55
262,3,5:17.0,,Offensive rebound by V. Carter,55,55
263,3,5:17.0,,V. Carter misses 2-pt layup from 1 ft (block by K. Leonard),55,55
264,3,5:15.0,Defensive rebound by K. Leonard,,55,55
265,3,5:09.0,D. Green makes 2-pt jump shot from 4 ft (assist by T. Parker),,57,55
266,3,5:08.0,,Memphis full timeout,57,55
267,3,5:08.0,K. Anderson enters the game for D. Green,,57,55
268,3,4:57.0,,Shooting foul by L. Aldridge (drawn by V. Carter),57,55
