,QUARTER,TIME_REMAINING,TORONTO_ACTION,NEW ORLEANS_ACTION,TORONTO_SCORE,NEW ORLEANS_SCORE
380,4,2:04.0,,L. Babbitt enters the game for D. Cunningham,111,87
381,4,1:53.0,J. Thompson makes 2-pt jump shot from 6 ft (assist by J. Johnson),,113,87
382,4,1:47.0,,T. Frazier makes 2-pt jump shot from 17 ft,113,89
383,4,1:25.0,J. Thompson misses 3-pt jump shot from 24 ft,,113,89
384,4,1:25.0,,Defensive rebound by A. Gee,113,89
385,4,1:19.0,,J. Hamilton misses 2-pt jump shot from 21 ft,113,89
386,4,1:18.0,Defensive rebound by J. Thompson,,113,89
387,4,1:12.0,Shooting foul by J. Hamilton (drawn by L. Nogueira),,113,89
388,4,1:12.0,L. Nogueira makes free throw 1 of 2,,114,89
389,4,1:12.0,L. Nogueira makes free throw 2 of 2,,115,89
390,4,1:04.0,,Turnover by A. Ajinça (bad pass; steal by J. Thompson),115,89
391,4,0:58.0,Turnover by D. Wright (bad pass),,115,89
392,4,0:49.0,,Turnover by T. Frazier (bad pass; steal by J. Johnson),115,89
393,4,0:42.0,Turnover by J. Johnson (bad pass),,115,89
394,4,0:30.0,,A. Gee makes 2-pt dunk at rim (assist by L. Babbitt),115,91
395,4,0:07.0,B. Caboclo misses 2-pt jump shot from 14 ft,,115,91
396,4,0:05.0,Offensive rebound by D. Wright,,115,91
397,4,0:05.0,D. Wright misses 2-pt layup from 2 ft,,115,91
398,4,0:03.0,,Defensive rebound by A. Gee,115,91
399,4,0:01.0,,Turnover by A. Gee (bad pass; steal by J. Johnson),115,91
