,QUARTER,TIME_REMAINING,BOSTON_ACTION,DALLAS_ACTION,BOSTON_SCORE,DALLAS_SCORE
482,1OT,0:35.0,K. Olynyk enters the game for J. Sullinger,,105,112
483,1OT,0:32.0,K. Olynyk makes 3-pt jump shot from 24 ft (assist by I. Thomas),,108,112
484,1OT,0:25.0,,Dallas full timeout,108,112
485,1OT,0:25.0,,D. Nowitzki enters the game for C. Parsons,108,112
486,1OT,0:22.0,,Personal take foul by J. Crowder (drawn by D. Nowitzki),108,112
487,1OT,0:21.0,,Personal take foul by A. Bradley (drawn by D. Williams),108,112
488,1OT,0:21.0,,D. Williams makes free throw 1 of 2,108,113
489,1OT,0:21.0,,C. Parsons enters the game for D. Nowitzki,108,113
490,1OT,0:21.0,,D. Williams makes free throw 2 of 2,108,114
491,1OT,0:21.0,Boston full timeout,,108,114
492,1OT,0:18.0,K. Olynyk makes 3-pt jump shot from 25 ft (assist by J. Crowder),,111,114
493,1OT,0:17.0,,Dallas full timeout,111,114
494,1OT,0:17.0,,D. Nowitzki enters the game for C. Parsons,111,114
495,1OT,0:13.0,,Personal take foul by J. Crowder (drawn by D. Nowitzki),111,114
496,1OT,0:13.0,,D. Nowitzki makes free throw 1 of 2,111,115
497,1OT,0:13.0,,D. Nowitzki makes free throw 2 of 2,111,116
498,1OT,0:13.0,Boston full timeout,,111,116
499,1OT,0:13.0,,C. Parsons enters the game for D. Nowitzki,111,116
500,1OT,0:13.0,J. Sullinger enters the game for M. Smart,,111,116
501,1OT,0:11.0,A. Bradley misses 3-pt jump shot from 24 ft,,111,116
502,1OT,0:10.0,Offensive rebound by J. Sullinger,,111,116
503,1OT,0:08.0,Shooting foul by Z. Pachulia (drawn by J. Sullinger),,111,116
504,1OT,0:08.0,J. Sullinger makes free throw 1 of 2,,112,116
505,1OT,0:08.0,,D. Nowitzki enters the game for C. Parsons,112,116
506,1OT,0:08.0,M. Smart enters the game for K. Olynyk,,112,116
507,1OT,0:08.0,J. Sullinger makes free throw 2 of 2,,113,116
508,1OT,0:06.0,,Personal take foul by A. Bradley (drawn by D. Nowitzki),113,116
509,1OT,0:06.0,,D. Nowitzki makes free throw 1 of 2,113,117
510,1OT,0:06.0,K. Olynyk enters the game for M. Smart,,113,117
511,1OT,0:06.0,,C. Parsons enters the game for Z. Pachulia,113,117
512,1OT,0:06.0,,D. Nowitzki makes free throw 2 of 2,113,118
513,1OT,0:03.0,A. Bradley misses 3-pt jump shot from 24 ft,,113,118
514,1OT,0:02.0,,Defensive rebound by D. Nowitzki,113,118
