,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,DALLAS_ACTION,SACRAMENTO_SCORE,DALLAS_SCORE
0,1,11:33.0,,W. Matthews misses 2-pt jump shot from 21 ft,0,0
1,1,11:31.0,Defensive rebound by R. Rondo,,0,0
2,1,11:23.0,Personal foul by Z. Pachulia (drawn by D. Cousins),,0,0
3,1,11:13.0,B. McLemore misses 3-pt jump shot from 26 ft,,0,0
4,1,11:11.0,,Defensive rebound by D. Nowitzki,0,0
5,1,10:54.0,,D. Williams misses 3-pt jump shot from 24 ft,0,0
6,1,10:53.0,Defensive rebound by R. Gay,,0,0
7,1,10:51.0,Turnover by R. Gay (palming),,0,0
8,1,10:43.0,,C. Parsons misses 2-pt jump shot from 19 ft,0,0
9,1,10:42.0,Defensive rebound by D. Cousins,,0,0
10,1,10:34.0,B. McLemore misses 3-pt jump shot from 27 ft,,0,0
11,1,10:33.0,,Defensive rebound by D. Nowitzki,0,0
12,1,10:23.0,,D. Nowitzki makes 2-pt jump shot from 12 ft (assist by W. Matthews),0,2
13,1,10:06.0,D. Cousins misses 2-pt jump shot from 20 ft,,0,2
14,1,10:04.0,Offensive rebound by B. McLemore,,0,2
15,1,10:02.0,B. McLemore misses 2-pt layup from 3 ft,,0,2
16,1,10:01.0,,Defensive rebound by C. Parsons,0,2
17,1,9:48.0,,D. Nowitzki misses 2-pt jump shot from 12 ft,0,2
18,1,9:47.0,Defensive rebound by R. Gay,,0,2
19,1,9:38.0,B. McLemore misses 3-pt jump shot from 25 ft,,0,2
20,1,9:37.0,Offensive rebound by B. McLemore,,0,2
21,1,9:28.0,D. Cousins makes 2-pt layup from 1 ft,,2,2
22,1,9:14.0,,W. Matthews makes 2-pt jump shot from 1 ft,2,4
23,1,8:55.0,Q. Acy makes 2-pt jump shot from 15 ft (assist by R. Rondo),,4,4
24,1,8:46.0,,D. Williams misses 2-pt jump shot from 18 ft,4,4
25,1,8:44.0,Defensive rebound by B. McLemore,,4,4
26,1,8:39.0,Offensive foul by Q. Acy (drawn by D. Williams),,4,4
27,1,8:39.0,Turnover by Q. Acy (offensive foul),,4,4
28,1,8:17.0,,W. Matthews makes 2-pt jump shot from 11 ft,4,6
29,1,8:06.0,R. Rondo makes 2-pt layup from 1 ft (assist by D. Cousins),,6,6
30,1,7:53.0,,Z. Pachulia misses 2-pt layup from 1 ft (block by D. Cousins),6,6
31,1,7:50.0,Defensive rebound by Q. Acy,,6,6
32,1,7:45.0,R. Gay makes 2-pt jump shot from 23 ft (assist by R. Rondo),,8,6
33,1,7:22.0,,D. Nowitzki makes 2-pt jump shot from 2 ft (assist by D. Williams),8,8
34,1,6:59.0,R. Rondo makes 2-pt jump shot from 5 ft,,10,8
35,1,6:46.0,,C. Parsons misses 2-pt jump shot from 18 ft,10,8
36,1,6:45.0,,Offensive rebound by Z. Pachulia,10,8
37,1,6:42.0,,C. Parsons makes 2-pt layup at rim (assist by Z. Pachulia),10,10
38,1,6:39.0,Personal block foul by Z. Pachulia (drawn by D. Cousins),,10,10
39,1,6:39.0,,D. Lee enters the game for Z. Pachulia,10,10
40,1,6:33.0,Personal foul by D. Lee (drawn by D. Cousins),,10,10
41,1,6:20.0,Turnover by Q. Acy (3 sec),,10,10
42,1,5:59.0,,D. Lee misses 2-pt jump shot from 19 ft,10,10
43,1,5:58.0,Defensive rebound by R. Rondo,,10,10
44,1,5:51.0,Turnover by D. Cousins (lost ball; steal by W. Matthews),,10,10
45,1,5:46.0,,D. Lee makes 2-pt dunk at rim (assist by W. Matthews),10,12
46,1,5:45.0,Sacramento full timeout,,10,12
47,1,5:45.0,,R. Felton enters the game for D. Nowitzki,10,12
48,1,5:25.0,D. Cousins misses 2-pt layup from 2 ft,,10,12
49,1,5:23.0,,Defensive rebound by D. Lee,10,12
50,1,5:09.0,,D. Williams misses 3-pt jump shot from 24 ft,10,12
51,1,5:07.0,Defensive rebound by R. Rondo,,10,12
52,1,4:59.0,B. McLemore misses 3-pt jump shot from 24 ft,,10,12
53,1,4:59.0,,Defensive rebound by D. Lee,10,12
54,1,4:42.0,,C. Parsons misses 3-pt jump shot from 24 ft,10,12
55,1,4:42.0,Defensive rebound by R. Gay,,10,12
