,QUARTER,TIME_REMAINING,INDIANA_ACTION,NEW YORK_ACTION,INDIANA_SCORE,NEW YORK_SCORE
54,1,5:53.0,Defensive rebound by P. George,,10,11
55,1,5:42.0,L. Allen misses 2-pt jump shot from 10 ft,,10,11
56,1,5:41.0,,Defensive rebound by D. Williams,10,11
57,1,5:29.0,,Turnover by S. Vujačić (bad pass; steal by G. Hill),10,11
58,1,5:24.0,P. George misses 2-pt jump shot from 3 ft (block by R. Lopez),,10,11
59,1,5:23.0,,Defensive rebound by R. Lopez,10,11
60,1,5:19.0,,Shooting foul by L. Allen (drawn by D. Williams),10,11
61,1,5:19.0,,New York full timeout,10,11
62,1,5:19.0,M. Turner enters the game for L. Allen,,10,11
63,1,5:19.0,,D. Williams misses free throw 1 of 2,10,11
64,1,5:19.0,,Offensive rebound by Team,10,11
65,1,5:19.0,,D. Williams makes free throw 2 of 2,10,12
66,1,4:57.0,G. Hill misses 3-pt jump shot from 24 ft,,10,12
67,1,4:56.0,,Defensive rebound by R. Lopez,10,12
68,1,4:33.0,,C. Early misses 3-pt jump shot from 23 ft,10,12
69,1,4:32.0,Defensive rebound by M. Ellis,,10,12
70,1,4:25.0,M. Ellis misses 2-pt layup from 2 ft,,10,12
71,1,4:24.0,,Defensive rebound by D. Williams,10,12
72,1,4:18.0,,S. Vujačić makes 3-pt jump shot from 25 ft (assist by D. Williams),10,15
73,1,4:02.0,P. George makes 2-pt jump shot from 19 ft,,12,15
74,1,3:35.0,,D. Williams misses 3-pt jump shot from 25 ft,12,15
75,1,3:34.0,Defensive rebound by I. Mahinmi,,12,15
76,1,3:21.0,M. Turner misses 2-pt jump shot from 4 ft,,12,15
77,1,3:20.0,,Defensive rebound by J. Grant,12,15
78,1,3:05.0,,J. Grant makes 3-pt jump shot from 24 ft,12,18
79,1,2:50.0,G. Hill misses 3-pt jump shot from 22 ft,,12,18
80,1,2:49.0,Offensive rebound by P. George,,12,18
81,1,2:45.0,Turnover by P. George (bad pass),,12,18
82,1,2:45.0,Indiana full timeout,,12,18
83,1,2:45.0,,A. Afflalo enters the game for C. Early,12,18
84,1,2:45.0,,K. Séraphin enters the game for J. Grant,12,18
85,1,2:45.0,,L. Galloway enters the game for S. Vujačić,12,18
86,1,2:45.0,R. Stuckey enters the game for M. Ellis,,12,18
87,1,2:45.0,T. Lawson enters the game for G. Hill,,12,18
88,1,2:24.0,,D. Williams makes 2-pt layup from 2 ft (assist by R. Lopez),12,20
89,1,2:00.0,T. Lawson misses 2-pt jump shot from 16 ft,,12,20
90,1,1:59.0,,Defensive rebound by D. Williams,12,20
91,1,1:44.0,,D. Williams misses 2-pt jump shot from 8 ft,12,20
92,1,1:43.0,,Offensive rebound by K. Séraphin,12,20
93,1,1:38.0,,Turnover by K. Séraphin (lost ball; steal by M. Turner),12,20
94,1,1:27.0,R. Stuckey makes 2-pt jump shot from 20 ft (assist by I. Mahinmi),,14,20
95,1,1:10.0,,K. Séraphin misses 2-pt jump shot from 20 ft,14,20
96,1,1:09.0,Defensive rebound by I. Mahinmi,,14,20
97,1,1:01.0,P. George misses 2-pt jump shot from 22 ft,,14,20
98,1,1:00.0,,Defensive rebound by K. Séraphin,14,20
99,1,0:55.0,,A. Afflalo misses 2-pt jump shot from 20 ft,14,20
100,1,0:54.0,Defensive rebound by R. Stuckey,,14,20
101,1,0:46.0,R. Stuckey misses 2-pt layup from 1 ft (block by R. Lopez),,14,20
102,1,0:45.0,Offensive rebound by I. Mahinmi,,14,20
103,1,0:40.0,Turnover by R. Stuckey (lost ball; steal by L. Galloway),,14,20
104,1,0:36.0,,Shooting foul by P. George (drawn by L. Galloway),14,20
105,1,0:36.0,,L. Galloway misses free throw 1 of 2,14,20
106,1,0:36.0,,Offensive rebound by Team,14,20
107,1,0:36.0,,K. O'Quinn enters the game for R. Lopez,14,20
108,1,0:36.0,C. Miles enters the game for I. Mahinmi,,14,20
109,1,0:36.0,S. Hill enters the game for P. George,,14,20
110,1,0:36.0,,L. Galloway makes free throw 2 of 2,14,21
111,1,0:27.0,M. Turner makes 2-pt jump shot from 19 ft (assist by T. Lawson),,16,21
112,1,0:08.0,,K. O'Quinn makes 2-pt jump shot from 21 ft (assist by L. Galloway),16,23
113,1,0:03.0,M. Turner makes 2-pt layup at rim,,18,23
114,1,0:00.0,,A. Afflalo misses 3-pt jump shot from 27 ft,18,23
115,1,0:00.0,,Offensive rebound by Team,18,23
116,2,11:39.0,C. Miles makes 2-pt jump shot from 17 ft,,20,23
117,2,11:12.0,,S. Vujačić misses 2-pt jump shot from 3 ft,20,23
118,2,11:11.0,,Offensive rebound by K. O'Quinn,20,23
119,2,11:02.0,,K. Séraphin misses 2-pt hook shot from 9 ft,20,23
120,2,11:01.0,Defensive rebound by M. Turner,,20,23
121,2,10:53.0,M. Turner misses 2-pt jump shot from 18 ft,,20,23
122,2,10:52.0,,Defensive rebound by K. O'Quinn,20,23
123,2,10:40.0,,K. Séraphin makes 2-pt hook shot from 5 ft (assist by K. O'Quinn),20,25
124,2,10:23.0,C. Miles makes 3-pt jump shot from 23 ft (assist by S. Hill),,23,25
125,2,10:04.0,,S. Vujačić makes 2-pt jump shot from 23 ft (assist by L. Galloway),23,27
126,2,9:55.0,R. Stuckey makes 2-pt jump shot from 15 ft (assist by T. Lawson),,25,27
127,2,9:39.0,,Personal foul by R. Stuckey,25,27
128,2,9:32.0,,A. Afflalo misses 2-pt jump shot from 10 ft,25,27
129,2,9:31.0,Defensive rebound by M. Turner,,25,27
130,2,9:21.0,T. Lawson misses 2-pt layup from 1 ft,,25,27
131,2,9:20.0,Offensive rebound by M. Turner,,25,27
132,2,9:20.0,M. Turner makes 2-pt layup from 1 ft,,27,27
133,2,9:18.0,,Personal foul by T. Lawson,27,27
134,2,9:07.0,,Personal foul by C. Miles,27,27
135,2,8:54.0,,K. O'Quinn makes 2-pt layup from 1 ft (assist by S. Vujačić),27,29
136,2,8:48.0,M. Turner makes 2-pt layup from 2 ft (assist by T. Lawson),,29,29
137,2,8:40.0,,L. Galloway misses 2-pt jump shot from 18 ft,29,29
138,2,8:39.0,Defensive rebound by R. Stuckey,,29,29
139,2,8:35.0,Shooting foul by A. Afflalo (drawn by R. Stuckey),,29,29
140,2,8:35.0,R. Stuckey makes 2-pt jump shot from 5 ft,,31,29
141,2,8:35.0,Official timeout,,31,29
142,2,8:35.0,,D. Williams enters the game for K. Séraphin,31,29
143,2,8:35.0,R. Stuckey makes free throw 1 of 1,,32,29
144,2,8:22.0,,K. O'Quinn misses 2-pt jump shot from 17 ft,32,29
145,2,8:21.0,Defensive rebound by S. Hill,,32,29
146,2,8:09.0,M. Turner makes 2-pt jump shot from 16 ft (assist by T. Lawson),,34,29
147,2,7:52.0,,Personal foul by T. Lawson,34,29
148,2,7:39.0,,K. O'Quinn makes 2-pt layup at rim (assist by L. Galloway),34,31
149,2,7:18.0,R. Stuckey makes 2-pt layup from 1 ft (assist by C. Miles),,36,31
150,2,6:56.0,,L. Galloway makes 2-pt jump shot from 3 ft,36,33
151,2,6:44.0,M. Turner makes 2-pt jump shot from 19 ft (assist by T. Lawson),,38,33
152,2,6:22.0,,L. Galloway misses 2-pt jump shot from 21 ft,38,33
153,2,6:21.0,Defensive rebound by T. Lawson,,38,33
154,2,6:12.0,M. Turner misses 2-pt jump shot from 10 ft,,38,33
155,2,6:11.0,,Defensive rebound by A. Afflalo,38,33
156,2,6:04.0,,S. Vujačić misses 3-pt jump shot from 24 ft,38,33
157,2,6:03.0,Defensive rebound by T. Lawson,,38,33
158,2,5:54.0,C. Miles misses 3-pt jump shot from 23 ft,,38,33
159,2,5:53.0,,Defensive rebound by A. Afflalo,38,33
160,2,5:38.0,,New York full timeout,38,33
161,2,5:38.0,,R. Lopez enters the game for K. O'Quinn,38,33
162,2,5:35.0,,R. Lopez makes 2-pt dunk at rim (assist by S. Vujačić),38,35
163,2,5:19.0,Personal foul by L. Galloway,,38,35
164,2,5:10.0,C. Miles misses 3-pt jump shot from 24 ft,,38,35
165,2,5:09.0,Offensive rebound by R. Stuckey,,38,35
166,2,5:04.0,,Violation by R. Lopez (def goaltending),38,35
167,2,5:04.0,R. Stuckey makes 2-pt layup from 2 ft,,40,35
168,2,4:48.0,,Turnover by D. Williams (lost ball; steal by T. Lawson),40,35
169,2,4:42.0,T. Lawson misses 2-pt jump shot from 14 ft,,40,35
170,2,4:41.0,,Defensive rebound by R. Lopez,40,35
171,2,4:18.0,,R. Lopez misses 2-pt jump shot from 7 ft,40,35
172,2,4:17.0,Defensive rebound by S. Hill,,40,35
173,2,4:11.0,S. Hill makes 2-pt dunk at rim,,42,35
174,2,3:54.0,,A. Afflalo makes 2-pt jump shot from 18 ft,42,37
175,2,3:40.0,C. Miles makes 2-pt layup from 2 ft,,44,37
176,2,3:32.0,,New York full timeout,44,37
177,2,3:32.0,,J. Grant enters the game for S. Vujačić,44,37
178,2,3:32.0,M. Ellis enters the game for T. Lawson,,44,37
179,2,3:32.0,G. Hill enters the game for R. Stuckey,,44,37
180,2,3:32.0,,C. Early enters the game for L. Galloway,44,37
181,2,3:24.0,,A. Afflalo misses 3-pt jump shot from 24 ft,44,37
182,2,3:23.0,,Offensive rebound by R. Lopez,44,37
183,2,3:23.0,,R. Lopez misses 2-pt layup from 1 ft,44,37
184,2,3:22.0,,Offensive rebound by A. Afflalo,44,37
185,2,3:16.0,,A. Afflalo misses 2-pt layup from 1 ft,44,37
186,2,3:15.0,,Offensive rebound by R. Lopez,44,37
187,2,3:13.0,,R. Lopez misses 2-pt layup from 2 ft,44,37
188,2,3:12.0,,Offensive rebound by A. Afflalo,44,37
189,2,3:08.0,,Offensive foul by R. Lopez (drawn by M. Turner),44,37
190,2,3:08.0,,Turnover by R. Lopez (offensive foul),44,37
191,2,2:57.0,M. Turner misses 2-pt jump shot from 17 ft,,44,37
192,2,2:56.0,Offensive rebound by G. Hill,,44,37
193,2,2:45.0,M. Turner misses 2-pt hook shot from 6 ft,,44,37
194,2,2:44.0,,Defensive rebound by A. Afflalo,44,37
195,2,2:35.0,,J. Grant misses 2-pt layup from 2 ft,44,37
196,2,2:34.0,Defensive rebound by M. Turner,,44,37
197,2,2:30.0,Turnover by S. Hill (bad pass),,44,37
198,2,2:30.0,Indiana full timeout,,44,37
199,2,2:30.0,I. Mahinmi enters the game for C. Miles,,44,37
200,2,2:30.0,P. George enters the game for M. Turner,,44,37
201,2,2:10.0,,Turnover by C. Early (bad pass; steal by S. Hill),44,37
202,2,2:04.0,S. Hill makes 2-pt layup at rim,,46,37
203,2,1:51.0,,J. Grant misses 2-pt layup from 1 ft,46,37
204,2,1:50.0,,Offensive rebound by R. Lopez,46,37
205,2,1:50.0,,R. Lopez misses 2-pt layup at rim,46,37
206,2,1:49.0,,Offensive rebound by R. Lopez,46,37
207,2,1:49.0,,R. Lopez makes 2-pt layup at rim,46,39
208,2,1:26.0,G. Hill makes 3-pt jump shot from 23 ft (assist by M. Ellis),,49,39
209,2,1:06.0,,C. Early misses 2-pt jump shot from 22 ft,49,39
210,2,1:05.0,Defensive rebound by G. Hill,,49,39
211,2,1:00.0,S. Hill misses 2-pt layup from 2 ft (block by C. Early),,49,39
212,2,0:59.0,,Defensive rebound by C. Early,49,39
213,2,0:54.0,,D. Williams makes 2-pt layup from 1 ft (assist by A. Afflalo),49,41
214,2,0:48.0,Personal foul by A. Afflalo,,49,41
215,2,0:40.0,G. Hill makes 2-pt jump shot from 19 ft,,51,41
216,2,0:40.0,Shooting foul by J. Grant (drawn by G. Hill),,51,41
217,2,0:40.0,G. Hill makes free throw 1 of 1,,52,41
218,2,0:27.0,,D. Williams misses 2-pt layup from 1 ft,52,41
219,2,0:26.0,Defensive rebound by P. George,,52,41
220,2,0:20.0,Indiana full timeout,,52,41
221,2,0:20.0,,K. Séraphin enters the game for R. Lopez,52,41
222,2,0:20.0,C. Miles enters the game for S. Hill,,52,41
223,2,0:06.0,Personal foul by K. Séraphin,,52,41
224,2,0:06.0,P. George makes free throw 1 of 2,,53,41
225,2,0:06.0,S. Hill enters the game for C. Miles,,53,41
226,2,0:06.0,,L. Galloway enters the game for C. Early,53,41
227,2,0:06.0,P. George makes free throw 2 of 2,,54,41
228,2,0:03.0,,D. Williams misses 2-pt layup from 1 ft,54,41
229,2,0:02.0,Defensive rebound by S. Hill,,54,41
230,2,0:00.0,S. Hill misses 3-pt jump shot from 61 ft,,54,41
231,2,0:00.0,Offensive rebound by Team,,54,41
232,3,11:42.0,Shooting foul by C. Early (drawn by P. George),,54,41
233,3,11:42.0,P. George makes free throw 1 of 2,,55,41
234,3,11:42.0,P. George makes free throw 2 of 2,,56,41
235,3,11:24.0,,D. Williams makes 2-pt jump shot from 17 ft (assist by S. Vujačić),56,43
236,3,10:56.0,G. Hill misses 3-pt jump shot from 25 ft,,56,43
237,3,10:55.0,,Defensive rebound by D. Williams,56,43
238,3,10:41.0,,D. Williams misses 2-pt jump shot from 20 ft,56,43
239,3,10:40.0,Defensive rebound by P. George,,56,43
240,3,10:32.0,Personal block foul by C. Early,,56,43
241,3,10:25.0,M. Ellis misses 2-pt jump shot from 19 ft,,56,43
242,3,10:24.0,,Defensive rebound by J. Grant,56,43
243,3,10:12.0,,Turnover by Team (turnover),56,43
244,3,10:01.0,M. Ellis misses 2-pt layup from 2 ft,,56,43
245,3,10:00.0,,Defensive rebound by Team,56,43
246,3,9:53.0,,Personal foul by M. Ellis,56,43
247,3,9:37.0,,C. Early misses 2-pt jump shot from 16 ft,56,43
248,3,9:36.0,Defensive rebound by G. Hill,,56,43
249,3,9:22.0,P. George makes 3-pt jump shot from 22 ft (assist by I. Mahinmi),,59,43
250,3,9:04.0,,Personal foul by G. Hill,59,43
251,3,8:56.0,,S. Vujačić makes 3-pt jump shot from 25 ft (assist by C. Early),59,46
252,3,8:42.0,Turnover by I. Mahinmi (step out of bounds),,59,46
253,3,8:36.0,,C. Early misses 2-pt jump shot from 21 ft,59,46
254,3,8:35.0,Defensive rebound by M. Ellis,,59,46
255,3,8:19.0,P. George makes 2-pt jump shot from 16 ft,,61,46
256,3,8:03.0,,Shooting foul by I. Mahinmi (drawn by C. Early),61,46
257,3,8:03.0,,C. Early makes free throw 1 of 2,61,47
258,3,8:03.0,,L. Galloway enters the game for J. Grant,61,47
259,3,8:03.0,,C. Early makes free throw 2 of 2,61,48
260,3,7:50.0,P. George makes 3-pt jump shot from 23 ft (assist by M. Ellis),,64,48
261,3,7:32.0,,R. Lopez makes 2-pt dunk at rim (assist by L. Galloway),64,50
262,3,7:16.0,Turnover by P. George (bad pass),,64,50
263,3,7:16.0,,A. Afflalo enters the game for C. Early,64,50
264,3,7:03.0,,New York full timeout,64,50
265,3,6:55.0,,Turnover by S. Vujačić (lost ball),64,50
266,3,6:34.0,P. George makes 2-pt layup from 1 ft,,66,50
267,3,6:18.0,,A. Afflalo misses 2-pt jump shot from 23 ft,66,50
268,3,6:17.0,Defensive rebound by G. Hill,,66,50
269,3,6:04.0,G. Hill misses 3-pt jump shot from 26 ft,,66,50
270,3,6:03.0,,Defensive rebound by D. Williams,66,50
271,3,5:56.0,,D. Williams misses 2-pt layup from 3 ft (block by I. Mahinmi),66,50
272,3,5:55.0,Defensive rebound by L. Allen,,66,50
273,3,5:50.0,G. Hill misses 2-pt layup at rim (block by R. Lopez),,66,50
274,3,5:49.0,Offensive rebound by I. Mahinmi,,66,50
275,3,5:48.0,I. Mahinmi makes 2-pt layup from 2 ft,,68,50
276,3,5:29.0,,S. Vujačić makes 3-pt jump shot from 24 ft (assist by R. Lopez),68,53
277,3,5:20.0,Offensive foul by I. Mahinmi (drawn by S. Vujačić),,68,53
278,3,5:20.0,Turnover by I. Mahinmi (offensive foul),,68,53
279,3,5:20.0,,K. Séraphin enters the game for D. Williams,68,53
280,3,5:20.0,,J. Grant enters the game for S. Vujačić,68,53
281,3,5:20.0,M. Turner enters the game for L. Allen,,68,53
282,3,5:11.0,,L. Galloway misses 2-pt layup from 2 ft,68,53
283,3,5:10.0,,Offensive rebound by R. Lopez,68,53
284,3,5:10.0,,R. Lopez misses 2-pt layup from 2 ft,68,53
285,3,5:09.0,,Offensive rebound by R. Lopez,68,53
286,3,5:09.0,,R. Lopez misses 2-pt layup from 2 ft,68,53
287,3,5:08.0,Defensive rebound by I. Mahinmi,,68,53
288,3,4:50.0,G. Hill misses 3-pt jump shot from 25 ft,,68,53
289,3,4:49.0,,Defensive rebound by A. Afflalo,68,53
290,3,4:44.0,,J. Grant misses 2-pt layup from 2 ft (block by M. Turner),68,53
291,3,4:43.0,,Offensive rebound by L. Galloway,68,53
292,3,4:42.0,,L. Galloway makes 2-pt layup from 1 ft,68,55
293,3,4:33.0,P. George misses 3-pt jump shot from 24 ft,,68,55
294,3,4:32.0,,Defensive rebound by K. Séraphin,68,55
295,3,4:24.0,,K. Séraphin misses 2-pt jump shot from 10 ft,68,55
296,3,4:23.0,Defensive rebound by G. Hill,,68,55
297,3,4:15.0,P. George misses 3-pt jump shot from 25 ft,,68,55
298,3,4:14.0,,Defensive rebound by R. Lopez,68,55
299,3,3:52.0,,R. Lopez misses 2-pt jump shot from 14 ft,68,55
300,3,3:51.0,Defensive rebound by P. George,,68,55
301,3,3:46.0,Indiana full timeout,,68,55
302,3,3:46.0,C. Miles enters the game for P. George,,68,55
303,3,3:35.0,M. Ellis misses 2-pt jump shot from 18 ft,,68,55
304,3,3:34.0,,Defensive rebound by K. Séraphin,68,55
305,3,3:19.0,,L. Galloway misses 3-pt jump shot from 25 ft,68,55
306,3,3:18.0,,Offensive rebound by R. Lopez,68,55
307,3,3:18.0,,R. Lopez makes 2-pt layup from 1 ft,68,57
308,3,3:02.0,Turnover by I. Mahinmi (bad pass),,68,57
309,3,2:46.0,,K. Séraphin makes 2-pt hook shot from 7 ft,68,59
310,3,2:30.0,I. Mahinmi makes 2-pt hook shot from 4 ft (assist by M. Turner),,70,59
311,3,2:12.0,,R. Lopez makes 2-pt hook shot from 7 ft (assist by A. Afflalo),70,61
312,3,1:45.0,Turnover by I. Mahinmi (lost ball; steal by L. Galloway),,70,61
313,3,1:40.0,Violation by M. Turner (def goaltending),,70,61
314,3,1:40.0,,L. Galloway makes 2-pt layup from 2 ft,70,63
315,3,1:30.0,Personal foul by A. Afflalo,,70,63
316,3,1:30.0,T. Lawson enters the game for G. Hill,,70,63
317,3,1:30.0,R. Stuckey enters the game for M. Ellis,,70,63
318,3,1:30.0,,K. O'Quinn enters the game for R. Lopez,70,63
319,3,1:20.0,C. Miles misses 3-pt jump shot from 24 ft,,70,63
320,3,1:19.0,,Defensive rebound by K. Séraphin,70,63
321,3,0:59.0,,Shooting foul by C. Miles (drawn by L. Galloway),70,63
322,3,0:59.0,,L. Galloway makes free throw 1 of 3,70,64
323,3,0:59.0,,L. Galloway misses free throw 2 of 3,70,64
324,3,0:59.0,,Offensive rebound by Team,70,64
325,3,0:59.0,S. Hill enters the game for I. Mahinmi,,70,64
326,3,0:59.0,,L. Galloway makes free throw 3 of 3,70,65
327,3,0:44.0,Turnover by R. Stuckey (lost ball; steal by A. Afflalo),,70,65
328,3,0:39.0,,L. Galloway misses 3-pt jump shot from 22 ft,70,65
329,3,0:38.0,Defensive rebound by C. Miles,,70,65
330,3,0:36.0,Personal foul by J. Grant,,70,65
331,3,0:36.0,R. Stuckey makes free throw 1 of 2,,71,65
332,3,0:36.0,,D. Williams enters the game for K. Séraphin,71,65
333,3,0:36.0,R. Stuckey makes free throw 2 of 2,,72,65
334,3,0:20.0,,K. O'Quinn misses 2-pt jump shot from 16 ft,72,65
335,3,0:19.0,Defensive rebound by C. Miles,,72,65
336,3,0:03.0,T. Lawson misses 2-pt jump shot from 16 ft (block by A. Afflalo),,72,65
337,3,0:02.0,Offensive rebound by T. Lawson,,72,65
338,3,0:00.0,T. Lawson makes 2-pt jump shot from 13 ft,,74,65
339,4,11:49.0,,A. Afflalo makes 2-pt jump shot from 8 ft,74,67
340,4,11:35.0,C. Miles makes 3-pt jump shot from 25 ft (assist by R. Stuckey),,77,67
341,4,11:22.0,,A. Afflalo makes 2-pt jump shot from 15 ft,77,69
342,4,11:22.0,,Shooting foul by C. Miles (drawn by A. Afflalo),77,69
343,4,11:22.0,,A. Afflalo makes free throw 1 of 1,77,70
344,4,11:08.0,T. Lawson misses 2-pt jump shot from 12 ft,,77,70
345,4,11:07.0,,Defensive rebound by L. Galloway,77,70
346,4,10:46.0,,A. Afflalo misses 2-pt jump shot from 15 ft,77,70
347,4,10:45.0,,Offensive rebound by K. O'Quinn,77,70
348,4,10:42.0,,Shooting foul by M. Turner (drawn by A. Afflalo),77,70
349,4,10:42.0,,A. Afflalo makes free throw 1 of 2,77,71
350,4,10:42.0,,A. Afflalo makes free throw 2 of 2,77,72
351,4,10:23.0,R. Stuckey misses 2-pt layup from 2 ft,,77,72
352,4,10:22.0,,Defensive rebound by K. Séraphin,77,72
353,4,10:09.0,,J. Grant misses 3-pt jump shot from 24 ft,77,72
354,4,10:08.0,Defensive rebound by C. Miles,,77,72
355,4,10:03.0,Turnover by S. Hill (bad pass),,77,72
356,4,9:40.0,,K. Séraphin misses 2-pt jump shot from 10 ft,77,72
357,4,9:39.0,Defensive rebound by M. Turner,,77,72
358,4,9:26.0,S. Hill misses 2-pt jump shot from 19 ft,,77,72
359,4,9:25.0,,Defensive rebound by K. Séraphin,77,72
360,4,9:15.0,,Personal foul by T. Lawson,77,72
361,4,9:05.0,,Shooting foul by R. Stuckey (drawn by L. Galloway),77,72
362,4,9:05.0,,L. Galloway misses free throw 1 of 2,77,72
363,4,9:05.0,,Offensive rebound by Team,77,72
364,4,9:05.0,,L. Galloway misses free throw 2 of 2,77,72
365,4,9:04.0,Defensive rebound by M. Turner,,77,72
366,4,8:50.0,C. Miles misses 2-pt jump shot from 20 ft,,77,72
367,4,8:49.0,,Defensive rebound by K. O'Quinn,77,72
368,4,8:34.0,,J. Grant misses 2-pt layup from 1 ft,77,72
369,4,8:33.0,Defensive rebound by R. Stuckey,,77,72
370,4,8:29.0,R. Stuckey misses 2-pt layup from 2 ft,,77,72
371,4,8:28.0,,Defensive rebound by A. Afflalo,77,72
372,4,8:21.0,,J. Grant misses 3-pt jump shot from 25 ft,77,72
373,4,8:20.0,Defensive rebound by T. Lawson,,77,72
374,4,8:09.0,T. Lawson misses 3-pt jump shot from 24 ft,,77,72
375,4,8:08.0,,Defensive rebound by K. O'Quinn,77,72
376,4,8:02.0,,New York full timeout,77,72
377,4,8:02.0,,R. Lopez enters the game for J. Grant,77,72
378,4,8:02.0,,S. Vujačić enters the game for K. O'Quinn,77,72
379,4,7:54.0,,S. Vujačić makes 2-pt jump shot from 12 ft (assist by R. Lopez),77,74
380,4,7:29.0,R. Stuckey makes 2-pt jump shot from 15 ft,,79,74
381,4,7:08.0,,Turnover by A. Afflalo (traveling),79,74
382,4,7:08.0,I. Mahinmi enters the game for S. Hill,,79,74
383,4,6:52.0,Personal foul by S. Vujačić,,79,74
384,4,6:44.0,Turnover by M. Turner (bad pass),,79,74
385,4,6:33.0,,A. Afflalo makes 2-pt jump shot from 14 ft (assist by L. Galloway),79,76
386,4,6:22.0,Shooting foul by K. Séraphin (drawn by R. Stuckey),,79,76
387,4,6:22.0,R. Stuckey makes free throw 1 of 2,,80,76
388,4,6:22.0,P. George enters the game for C. Miles,,80,76
389,4,6:22.0,M. Ellis enters the game for T. Lawson,,80,76
390,4,6:22.0,R. Stuckey makes free throw 2 of 2,,81,76
391,4,6:03.0,,A. Afflalo makes 2-pt jump shot from 11 ft,81,78
392,4,5:37.0,M. Ellis makes 3-pt jump shot from 23 ft (assist by I. Mahinmi),,84,78
393,4,5:19.0,,L. Galloway misses 3-pt jump shot from 24 ft,84,78
394,4,5:18.0,Defensive rebound by P. George,,84,78
