,QUARTER,TIME_REMAINING,NEW YORK_ACTION,ATLANTA_ACTION,NEW YORK_SCORE,ATLANTA_SCORE
146,2,5:44.0,,M. Muscala enters the game for L. Patterson,48,40
147,2,5:44.0,A. Afflalo makes free throw 1 of 1,,49,40
148,2,5:37.0,,K. Bazemore misses 3-pt jump shot from 24 ft,49,40
149,2,5:36.0,Defensive rebound by A. Afflalo,,49,40
150,2,5:22.0,C. Anthony misses 2-pt jump shot from 6 ft,,49,40
151,2,5:21.0,Offensive rebound by C. Anthony,,49,40
152,2,5:21.0,Shooting foul by K. Bazemore (drawn by C. Anthony),,49,40
153,2,5:21.0,C. Anthony makes free throw 1 of 2,,50,40
154,2,5:21.0,C. Anthony misses free throw 2 of 2,,50,40
155,2,5:19.0,,Defensive rebound by M. Muscala,50,40
156,2,5:12.0,,Shooting foul by L. Thomas (drawn by P. Millsap),50,40
157,2,5:12.0,,P. Millsap misses free throw 1 of 2,50,40
158,2,5:12.0,,Offensive rebound by Team,50,40
159,2,5:12.0,K. Porziņģis enters the game for L. Thomas,,50,40
160,2,5:12.0,,P. Millsap misses free throw 2 of 2,50,40
161,2,5:09.0,,Offensive rebound by T. Sefolosha,50,40
162,2,4:56.0,,Turnover by K. Bazemore (bad pass),50,40
163,2,4:43.0,A. Afflalo misses 2-pt jump shot from 7 ft,,50,40
164,2,4:42.0,Offensive rebound by R. Lopez,,50,40
165,2,4:42.0,R. Lopez makes 2-pt dunk at rim,,52,40
166,2,4:34.0,,Shooting foul by J. Calderón (drawn by J. Teague),52,40
167,2,4:34.0,,J. Teague makes free throw 1 of 2,52,41
168,2,4:34.0,,A. Horford enters the game for M. Muscala,52,41
169,2,4:34.0,,J. Teague makes free throw 2 of 2,52,42
170,2,4:22.0,A. Afflalo makes 2-pt jump shot from 19 ft (assist by J. Calderón),,54,42
171,2,4:09.0,,Shooting foul by C. Anthony (drawn by P. Millsap),54,42
172,2,4:09.0,,P. Millsap misses free throw 1 of 2,54,42
173,2,4:09.0,,Offensive rebound by Team,54,42
174,2,4:09.0,,P. Millsap makes free throw 2 of 2,54,43
175,2,3:49.0,J. Calderón makes 3-pt jump shot from 25 ft,,57,43
176,2,3:33.0,,P. Millsap makes 2-pt jump shot from 6 ft (assist by K. Bazemore),57,45
177,2,3:20.0,Turnover by K. Porziņģis (lost ball; steal by P. Millsap),,57,45
178,2,3:14.0,,P. Millsap makes 2-pt dunk at rim (assist by J. Teague),57,47
179,2,2:56.0,K. Porziņģis misses 2-pt jump shot from 20 ft,,57,47
180,2,2:53.0,,Defensive rebound by T. Sefolosha,57,47
181,2,2:51.0,,Personal foul by K. Porziņģis (drawn by P. Millsap),57,47
182,2,2:51.0,New York full timeout,,57,47
183,2,2:51.0,L. Thomas enters the game for K. Porziņģis,,57,47
184,2,2:37.0,,A. Horford misses 2-pt jump shot from 3 ft (block by R. Lopez),57,47
185,2,2:35.0,,Offensive rebound by A. Horford,57,47
186,2,2:34.0,,A. Horford makes 2-pt layup at rim,57,49
187,2,2:20.0,Turnover by L. Thomas (bad pass; steal by A. Horford),,57,49
188,2,2:14.0,,T. Sefolosha makes 2-pt layup at rim (assist by P. Millsap),57,51
189,2,1:58.0,C. Anthony makes 2-pt dunk at rim (assist by A. Afflalo),,59,51
190,2,1:38.0,,K. Bazemore misses 3-pt jump shot from 23 ft,59,51
191,2,1:36.0,Defensive rebound by C. Anthony,,59,51
192,2,1:31.0,,D. Schröder enters the game for K. Bazemore,59,51
193,2,1:21.0,L. Thomas makes 2-pt jump shot from 16 ft (assist by J. Calderón),,61,51
194,2,1:05.0,,J. Teague makes 2-pt jump shot from 13 ft,61,53
195,2,0:46.0,L. Thomas misses 3-pt jump shot from 22 ft,,61,53
196,2,0:45.0,,Defensive rebound by D. Schröder,61,53
197,2,0:33.0,,A. Horford makes 2-pt jump shot from 14 ft (assist by J. Teague),61,55
198,2,0:27.0,Turnover by C. Anthony (lost ball; steal by J. Teague),,61,55
199,2,0:25.0,,Personal foul by A. Afflalo (drawn by J. Teague),61,55
200,2,0:25.0,,J. Teague makes free throw 1 of 2,61,56
201,2,0:25.0,,K. Bazemore enters the game for P. Millsap,61,56
202,2,0:25.0,,J. Teague makes free throw 2 of 2,61,57
203,2,0:18.0,New York full timeout,,61,57
204,2,0:18.0,K. Porziņģis enters the game for R. Lopez,,61,57
205,2,0:04.0,J. Calderón makes 2-pt layup from 1 ft,,63,57
206,2,0:04.0,,Atlanta full timeout,63,57
207,2,0:04.0,,P. Millsap enters the game for K. Bazemore,63,57
208,2,0:04.0,,K. Korver enters the game for A. Horford,63,57
209,2,0:04.0,,M. Scott enters the game for T. Sefolosha,63,57
210,2,0:04.0,L. Galloway enters the game for J. Calderón,,63,57
211,2,0:00.0,,J. Teague makes 3-pt jump shot from 29 ft,63,60
212,3,11:43.0,,A. Horford makes 2-pt jump shot from 20 ft (assist by P. Millsap),63,62
213,3,11:25.0,A. Afflalo misses 3-pt jump shot from 23 ft,,63,62
214,3,11:24.0,,Defensive rebound by A. Horford,63,62
215,3,11:08.0,,Turnover by K. Bazemore (lost ball; steal by J. Calderón),63,62
216,3,10:52.0,A. Afflalo makes 3-pt jump shot from 24 ft (assist by J. Calderón),,66,62
217,3,10:40.0,,P. Millsap misses 2-pt layup from 1 ft (block by K. Porziņģis),66,62
218,3,10:39.0,,Offensive rebound by Team,66,62
219,3,10:38.0,,Turnover by K. Korver (bad pass; steal by J. Calderón),66,62
220,3,10:23.0,A. Afflalo misses 3-pt jump shot from 23 ft,,66,62
221,3,10:21.0,,Defensive rebound by A. Horford,66,62
222,3,10:07.0,,J. Teague misses 2-pt layup from 1 ft,66,62
223,3,10:06.0,,Offensive rebound by P. Millsap,66,62
224,3,10:06.0,,P. Millsap makes 2-pt layup at rim,66,64
225,3,9:51.0,R. Lopez misses 2-pt hook shot from 7 ft,,66,64
226,3,9:48.0,,Defensive rebound by A. Horford,66,64
227,3,9:44.0,,P. Millsap makes 2-pt layup from 1 ft (assist by A. Horford),66,66
228,3,9:15.0,A. Afflalo misses 3-pt jump shot from 24 ft,,66,66
229,3,9:14.0,Offensive rebound by R. Lopez,,66,66
230,3,9:07.0,C. Anthony misses 3-pt jump shot from 24 ft,,66,66
231,3,9:07.0,Offensive rebound by K. Porziņģis,,66,66
232,3,9:07.0,Shooting foul by J. Teague (drawn by K. Porziņģis),,66,66
233,3,9:07.0,K. Porziņģis makes free throw 1 of 2,,67,66
234,3,9:07.0,K. Porziņģis makes free throw 2 of 2,,68,66
235,3,8:45.0,,K. Korver misses 2-pt jump shot from 19 ft,68,66
236,3,8:44.0,Defensive rebound by R. Lopez,,68,66
237,3,8:37.0,Turnover by C. Anthony (lost ball),,68,66
238,3,8:22.0,,P. Millsap makes 2-pt jump shot from 16 ft (assist by A. Horford),68,68
239,3,8:06.0,Turnover by A. Afflalo (bad pass; steal by K. Bazemore),,68,68
240,3,8:01.0,,K. Korver misses 3-pt jump shot from 24 ft,68,68
241,3,7:59.0,,Offensive rebound by P. Millsap,68,68
242,3,7:56.0,,K. Bazemore makes 3-pt jump shot from 22 ft (assist by P. Millsap),68,71
243,3,7:56.0,New York full timeout,,68,71
244,3,7:56.0,L. Thomas enters the game for K. Porziņģis,,68,71
245,3,7:41.0,L. Thomas misses 3-pt jump shot from 22 ft,,68,71
246,3,7:40.0,,Defensive rebound by K. Bazemore,68,71
247,3,7:23.0,,P. Millsap makes 3-pt jump shot from 24 ft (assist by J. Teague),68,74
248,3,7:06.0,J. Calderón misses 3-pt jump shot from 24 ft,,68,74
249,3,7:04.0,Offensive rebound by L. Thomas,,68,74
250,3,7:00.0,Turnover by L. Thomas (lost ball; steal by P. Millsap),,68,74
251,3,6:54.0,,P. Millsap misses 2-pt layup from 1 ft (block by L. Thomas),68,74
252,3,6:53.0,Defensive rebound by L. Thomas,,68,74
253,3,6:53.0,K. O'Quinn enters the game for R. Lopez,,68,74
254,3,6:37.0,A. Afflalo misses 2-pt jump shot from 20 ft,,68,74
255,3,6:34.0,Offensive rebound by J. Calderón,,68,74
256,3,6:23.0,C. Anthony makes 2-pt jump shot from 15 ft (assist by K. O'Quinn),,70,74
257,3,6:23.0,Away from play foul by K. Korver (drawn by K. O'Quinn),,70,74
258,3,6:23.0,K. O'Quinn makes free throw 1 of 1,,71,74
259,3,6:10.0,,J. Teague makes 2-pt jump shot from 16 ft (assist by K. Bazemore),71,76
260,3,5:57.0,J. Calderón misses 2-pt layup from 1 ft (block by A. Horford),,71,76
261,3,5:57.0,Offensive rebound by Team,,71,76
262,3,5:57.0,,T. Sefolosha enters the game for K. Korver,71,76
263,3,5:57.0,,M. Scott enters the game for A. Horford,71,76
264,3,5:57.0,Offensive foul by K. O'Quinn (drawn by P. Millsap),,71,76
265,3,5:57.0,Turnover by K. O'Quinn (offensive foul),,71,76
266,3,5:42.0,,Turnover by J. Teague (lost ball; steal by K. O'Quinn),71,76
267,3,5:34.0,C. Anthony misses 2-pt jump shot from 17 ft,,71,76
268,3,5:33.0,,Defensive rebound by K. Bazemore,71,76
269,3,5:20.0,,K. Bazemore misses 2-pt layup from 1 ft (block by C. Anthony),71,76
270,3,5:18.0,,Offensive rebound by P. Millsap,71,76
271,3,5:15.0,,M. Scott makes 3-pt jump shot from 24 ft (assist by P. Millsap),71,79
272,3,4:55.0,Turnover by C. Anthony (bad pass; steal by T. Sefolosha),,71,79
273,3,4:46.0,,M. Scott makes 2-pt layup at rim (assist by T. Sefolosha),71,81
274,3,4:46.0,New York full timeout,,71,81
275,3,4:46.0,L. Galloway enters the game for J. Calderón,,71,81
276,3,4:32.0,L. Thomas makes 2-pt jump shot from 8 ft,,73,81
277,3,4:19.0,,P. Millsap misses 3-pt jump shot from 24 ft,73,81
278,3,4:17.0,,Offensive rebound by Team,73,81
279,3,4:14.0,,Shooting foul by K. O'Quinn (drawn by P. Millsap),73,81
280,3,4:14.0,,P. Millsap makes free throw 1 of 2,73,82
281,3,4:14.0,,D. Schröder enters the game for J. Teague,73,82
282,3,4:14.0,,P. Millsap makes free throw 2 of 2,73,83
283,3,3:51.0,A. Afflalo misses 2-pt jump shot from 16 ft,,73,83
284,3,3:49.0,,Defensive rebound by P. Millsap,73,83
285,3,3:42.0,,M. Scott makes 2-pt jump shot from 15 ft (assist by D. Schröder),73,85
286,3,3:10.0,L. Galloway misses 2-pt jump shot from 21 ft,,73,85
287,3,3:09.0,Offensive rebound by L. Thomas,,73,85
288,3,3:05.0,C. Anthony misses 3-pt jump shot from 24 ft,,73,85
289,3,3:04.0,,Defensive rebound by T. Sefolosha,73,85
290,3,2:48.0,,T. Sefolosha misses 3-pt jump shot from 24 ft,73,85
291,3,2:46.0,Defensive rebound by K. O'Quinn,,73,85
292,3,2:32.0,Personal foul by T. Sefolosha (drawn by C. Anthony),,73,85
293,3,2:32.0,,Atlanta full timeout,73,85
294,3,2:32.0,D. Williams enters the game for C. Anthony,,73,85
295,3,2:32.0,K. Porziņģis enters the game for A. Afflalo,,73,85
296,3,2:32.0,J. Grant enters the game for K. O'Quinn,,73,85
297,3,2:25.0,Turnover by L. Galloway (step out of bounds),,73,85
298,3,2:09.0,,D. Schröder misses 2-pt layup at rim (block by L. Galloway),73,85
299,3,2:06.0,Defensive rebound by L. Galloway,,73,85
300,3,2:04.0,Turnover by L. Galloway (bad pass; steal by P. Millsap),,73,85
301,3,1:59.0,,Turnover by P. Millsap (bad pass; steal by J. Grant),73,85
302,3,1:55.0,L. Thomas misses 2-pt layup at rim (block by P. Millsap),,73,85
303,3,1:52.0,,Defensive rebound by D. Schröder,73,85
304,3,1:49.0,,K. Bazemore misses 3-pt jump shot from 25 ft,73,85
305,3,1:48.0,Defensive rebound by D. Williams,,73,85
306,3,1:27.0,D. Williams makes 2-pt hook shot from 8 ft,,75,85
307,3,1:08.0,,D. Schröder misses 3-pt jump shot from 24 ft,75,85
308,3,1:06.0,Defensive rebound by L. Thomas,,75,85
309,3,0:53.0,K. Porziņģis misses 2-pt layup at rim,,75,85
310,3,0:52.0,,Defensive rebound by P. Millsap,75,85
311,3,0:44.0,,P. Millsap misses 2-pt jump shot from 23 ft,75,85
312,3,0:43.0,Defensive rebound by D. Williams,,75,85
313,3,0:30.0,L. Thomas misses 2-pt jump shot from 19 ft,,75,85
314,3,0:28.0,,Defensive rebound by K. Bazemore,75,85
315,3,0:08.0,,D. Schröder makes 2-pt layup from 1 ft,75,87
316,3,0:03.0,Personal block foul by P. Millsap (drawn by J. Grant),,75,87
317,3,0:03.0,,K. Korver enters the game for K. Bazemore,75,87
318,3,0:03.0,,A. Horford enters the game for P. Millsap,75,87
319,3,0:00.0,J. Grant misses 3-pt jump shot from 27 ft,,75,87
320,3,0:00.0,Offensive rebound by Team,,75,87
321,4,11:37.0,Turnover by J. Grant (lost ball; steal by M. Scott),,75,87
322,4,11:32.0,,Turnover by M. Scott (traveling),75,87
323,4,11:18.0,Turnover by J. Grant (bad pass; steal by A. Horford),,75,87
324,4,11:10.0,,D. Schröder misses 2-pt jump shot from 15 ft,75,87
325,4,11:09.0,Defensive rebound by K. Porziņģis,,75,87
326,4,11:05.0,L. Galloway misses 3-pt jump shot from 24 ft,,75,87
327,4,11:03.0,,Defensive rebound by L. Patterson,75,87
328,4,11:00.0,,Shooting block foul by L. Thomas (drawn by M. Scott),75,87
329,4,11:00.0,,M. Scott makes free throw 1 of 2,75,88
330,4,11:00.0,,M. Scott makes free throw 2 of 2,75,89
331,4,10:38.0,J. Grant misses 2-pt layup from 1 ft,,75,89
332,4,10:36.0,,Defensive rebound by M. Scott,75,89
333,4,10:30.0,,K. Korver misses 3-pt jump shot from 22 ft,75,89
334,4,10:28.0,Defensive rebound by D. Williams,,75,89
335,4,10:24.0,Shooting foul by K. Korver (drawn by D. Williams),,75,89
336,4,10:24.0,D. Williams makes free throw 1 of 2,,76,89
337,4,10:24.0,A. Afflalo enters the game for L. Thomas,,76,89
338,4,10:24.0,D. Williams misses free throw 2 of 2,,76,89
339,4,10:23.0,,Defensive rebound by L. Patterson,76,89
340,4,10:07.0,,A. Horford makes 2-pt hook shot from 5 ft,76,91
341,4,9:49.0,D. Williams makes 2-pt layup from 1 ft (assist by K. Porziņģis),,78,91
342,4,9:28.0,,L. Patterson makes 2-pt layup from 1 ft (assist by A. Horford),78,93
343,4,9:11.0,K. Porziņģis misses 2-pt jump shot from 16 ft,,78,93
344,4,9:06.0,,Defensive rebound by L. Patterson,78,93
345,4,9:00.0,,A. Horford makes 2-pt jump shot from 6 ft (assist by L. Patterson),78,95
346,4,9:00.0,New York full timeout,,78,95
347,4,9:00.0,K. O'Quinn enters the game for K. Porziņģis,,78,95
348,4,9:00.0,C. Anthony enters the game for J. Grant,,78,95
349,4,9:00.0,,T. Sefolosha enters the game for M. Scott,78,95
350,4,8:44.0,D. Williams misses 3-pt jump shot from 23 ft,,78,95
351,4,8:44.0,Offensive rebound by Team,,78,95
352,4,8:44.0,,Loose ball foul by T. Sefolosha (drawn by C. Anthony),78,95
353,4,8:37.0,C. Anthony makes 2-pt layup from 1 ft,,80,95
354,4,8:20.0,,Shooting foul by L. Galloway (drawn by D. Schröder),80,95
355,4,8:20.0,,D. Schröder makes free throw 1 of 2,80,96
356,4,8:20.0,,D. Schröder makes free throw 2 of 2,80,97
357,4,7:59.0,C. Anthony misses 2-pt jump shot from 15 ft (block by A. Horford),,80,97
358,4,7:56.0,,Defensive rebound by D. Schröder,80,97
359,4,7:54.0,,T. Sefolosha makes 2-pt layup at rim (assist by A. Horford),80,99
360,4,7:54.0,,Shooting foul by D. Williams (drawn by T. Sefolosha),80,99
361,4,7:54.0,,T. Sefolosha makes free throw 1 of 1,80,100
362,4,7:40.0,K. O'Quinn misses 2-pt jump shot from 19 ft,,80,100
363,4,7:38.0,Offensive rebound by D. Williams,,80,100
364,4,7:38.0,D. Williams makes 2-pt layup at rim,,82,100
365,4,7:18.0,,A. Horford misses 2-pt jump shot from 13 ft,82,100
366,4,7:16.0,Defensive rebound by C. Anthony,,82,100
367,4,6:58.0,K. O'Quinn makes 2-pt jump shot from 12 ft,,84,100
368,4,6:36.0,,A. Horford makes 2-pt jump shot from 17 ft (assist by D. Schröder),84,102
369,4,6:20.0,Shooting foul by A. Horford (drawn by C. Anthony),,84,102
370,4,6:20.0,C. Anthony makes free throw 1 of 2,,85,102
371,4,6:20.0,,J. Teague enters the game for D. Schröder,85,102
372,4,6:20.0,,P. Millsap enters the game for L. Patterson,85,102
373,4,6:20.0,C. Anthony misses free throw 2 of 2,,85,102
374,4,6:19.0,,Defensive rebound by T. Sefolosha,85,102
375,4,6:10.0,,K. Korver makes 3-pt jump shot from 24 ft (assist by J. Teague),85,105
376,4,6:10.0,New York full timeout,,85,105
377,4,5:52.0,Personal foul by K. Korver (drawn by A. Afflalo),,85,105
