,QUARTER,TIME_REMAINING,NEW YORK_ACTION,OKLAHOMA CITY_ACTION,NEW YORK_SCORE,OKLAHOMA CITY_SCORE
90,1,1:27.0,,Turnover by E. Freedom (lost ball; steal by L. Galloway),22,16
91,1,1:17.0,L. Galloway makes 3-pt jump shot from 24 ft (assist by L. Thomas),,25,16
92,1,0:56.0,,R. Westbrook makes 2-pt jump shot from 7 ft,25,18
93,1,0:45.0,K. Séraphin misses 2-pt jump shot from 14 ft,,25,18
94,1,0:45.0,,Defensive rebound by Team,25,18
95,1,0:20.0,,K. Singler makes 2-pt jump shot from 13 ft (assist by E. Freedom),25,20
96,1,0:02.0,L. Galloway misses 2-pt jump shot from 18 ft,,25,20
97,1,0:01.0,Offensive rebound by L. Thomas,,25,20
98,1,0:00.0,L. Thomas misses 2-pt hook shot from 3 ft,,25,20
99,1,0:00.0,Offensive rebound by Team,,25,20
100,2,11:42.0,Shooting foul by K. Singler (drawn by D. Williams),,25,20
101,2,11:42.0,D. Williams makes free throw 1 of 2,,26,20
102,2,11:42.0,D. Williams misses free throw 2 of 2,,26,20
103,2,11:42.0,,Defensive rebound by A. Morrow,26,20
104,2,11:29.0,,Personal foul by K. Séraphin (drawn by E. Freedom),26,20
105,2,11:16.0,,A. Morrow misses 2-pt jump shot from 18 ft,26,20
106,2,11:15.0,Defensive rebound by L. Galloway,,26,20
107,2,11:07.0,L. Thomas makes 2-pt jump shot from 23 ft (assist by D. Williams),,28,20
108,2,10:57.0,,Personal foul by L. Galloway (drawn by D. Augustin),28,20
109,2,10:43.0,,D. Augustin misses 3-pt jump shot from 22 ft,28,20
110,2,10:40.0,,Offensive rebound by N. Collison,28,20
111,2,10:40.0,,N. Collison makes 2-pt layup at rim,28,22
112,2,10:15.0,S. Vujačić misses 3-pt jump shot from 26 ft,,28,22
113,2,10:14.0,,Defensive rebound by E. Freedom,28,22
114,2,9:51.0,,E. Freedom misses 2-pt jump shot from 6 ft,28,22
115,2,9:50.0,,Offensive rebound by K. Singler,28,22
116,2,9:50.0,,Shooting foul by K. Séraphin (drawn by K. Singler),28,22
117,2,9:50.0,,K. Singler misses free throw 1 of 2,28,22
118,2,9:50.0,,Offensive rebound by Team,28,22
119,2,9:50.0,K. O'Quinn enters the game for K. Séraphin,,28,22
120,2,9:50.0,J. Grant enters the game for S. Vujačić,,28,22
121,2,9:50.0,,K. Singler misses free throw 2 of 2,28,22
122,2,9:49.0,Defensive rebound by Team,,28,22
123,2,9:49.0,,Loose ball foul by N. Collison (drawn by L. Thomas),28,22
124,2,9:36.0,J. Grant makes 3-pt jump shot from 24 ft (assist by L. Galloway),,31,22
125,2,9:17.0,,K. Singler misses 3-pt jump shot from 24 ft,31,22
126,2,9:16.0,Defensive rebound by J. Grant,,31,22
127,2,9:09.0,L. Thomas misses 3-pt jump shot from 23 ft,,31,22
128,2,9:08.0,,Defensive rebound by E. Freedom,31,22
129,2,8:58.0,,A. Morrow makes 3-pt jump shot from 25 ft (assist by N. Collison),31,25
130,2,8:38.0,D. Williams makes 2-pt dunk at rim (assist by K. O'Quinn),,33,25
131,2,8:20.0,,K. Singler misses 3-pt jump shot from 24 ft,33,25
132,2,8:19.0,Defensive rebound by L. Galloway,,33,25
133,2,8:18.0,Turnover by L. Galloway (lost ball),,33,25
134,2,8:18.0,Official timeout,,33,25
135,2,8:08.0,,E. Freedom makes 2-pt jump shot from 13 ft,33,27
136,2,7:49.0,D. Williams misses 2-pt hook shot from 3 ft,,33,27
137,2,7:49.0,,Defensive rebound by N. Collison,33,27
138,2,7:40.0,,Personal foul by K. O'Quinn (drawn by E. Freedom),33,27
139,2,7:40.0,C. Anthony enters the game for L. Thomas,,33,27
140,2,7:28.0,,D. Augustin misses 2-pt layup from 2 ft (block by C. Anthony),33,27
141,2,7:25.0,,Offensive rebound by E. Freedom,33,27
142,2,7:25.0,,E. Freedom makes 2-pt layup from 1 ft,33,29
143,2,7:17.0,Personal foul by K. Singler (drawn by C. Anthony),,33,29
144,2,7:17.0,,A. Roberson enters the game for K. Singler,33,29
145,2,7:04.0,L. Galloway makes 2-pt jump shot from 17 ft,,35,29
146,2,6:39.0,,A. Roberson misses 3-pt jump shot from 24 ft,35,29
147,2,6:39.0,Defensive rebound by J. Grant,,35,29
148,2,6:32.0,J. Grant misses 2-pt jump shot from 5 ft,,35,29
149,2,6:32.0,,Defensive rebound by E. Freedom,35,29
150,2,6:29.0,,Turnover by D. Augustin (bad pass),35,29
151,2,6:10.0,K. O'Quinn misses 2-pt jump shot from 17 ft,,35,29
152,2,6:09.0,,Defensive rebound by N. Collison,35,29
153,2,5:58.0,,Turnover by N. Collison (lost ball; steal by L. Galloway),35,29
154,2,5:55.0,Shooting foul by A. Morrow (drawn by J. Grant),,35,29
155,2,5:55.0,,Oklahoma City full timeout,35,29
156,2,5:55.0,,R. Westbrook enters the game for E. Freedom,35,29
157,2,5:55.0,,S. Adams enters the game for N. Collison,35,29
158,2,5:55.0,,S. Ibaka enters the game for D. Augustin,35,29
159,2,5:55.0,R. Lopez enters the game for L. Galloway,,35,29
160,2,5:55.0,A. Afflalo enters the game for D. Williams,,35,29
161,2,5:55.0,K. Porziņģis enters the game for K. O'Quinn,,35,29
162,2,5:55.0,J. Grant misses free throw 1 of 2,,35,29
163,2,5:55.0,Offensive rebound by Team,,35,29
164,2,5:55.0,J. Grant makes free throw 2 of 2,,36,29
165,2,5:42.0,,S. Ibaka misses 3-pt jump shot from 23 ft,36,29
166,2,5:41.0,Defensive rebound by C. Anthony,,36,29
167,2,5:27.0,C. Anthony makes 2-pt jump shot from 9 ft,,38,29
168,2,5:14.0,,R. Westbrook makes 2-pt jump shot from 12 ft,38,31
169,2,5:00.0,R. Lopez misses 2-pt jump shot from 4 ft (block by S. Adams),,38,31
170,2,4:59.0,Offensive rebound by R. Lopez,,38,31
171,2,4:51.0,R. Lopez makes 2-pt jump shot from 3 ft (assist by J. Grant),,40,31
172,2,4:51.0,Shooting foul by A. Roberson (drawn by R. Lopez),,40,31
173,2,4:51.0,J. Calderón enters the game for J. Grant,,40,31
174,2,4:51.0,R. Lopez makes free throw 1 of 1,,41,31
175,2,4:41.0,,Shooting foul by K. Porziņģis (drawn by R. Westbrook),41,31
176,2,4:41.0,,R. Westbrook misses free throw 1 of 2,41,31
177,2,4:41.0,,Offensive rebound by Team,41,31
178,2,4:41.0,,D. Waiters enters the game for A. Morrow,41,31
179,2,4:41.0,,K. Singler enters the game for A. Roberson,41,31
180,2,4:41.0,,R. Westbrook makes free throw 2 of 2,41,32
181,2,4:26.0,Turnover by J. Calderón (lost ball; steal by R. Westbrook),,41,32
182,2,4:22.0,,R. Westbrook makes 2-pt layup from 2 ft (assist by D. Waiters),41,34
183,2,4:05.0,Turnover by K. Porziņģis (lost ball; steal by D. Waiters),,41,34
184,2,4:01.0,,Turnover by D. Waiters (step out of bounds),41,34
185,2,3:40.0,A. Afflalo misses 2-pt jump shot from 14 ft,,41,34
186,2,3:40.0,,Defensive rebound by D. Waiters,41,34
187,2,3:33.0,,D. Waiters misses 3-pt jump shot from 25 ft,41,34
188,2,3:32.0,,Offensive rebound by S. Adams,41,34
189,2,3:23.0,,R. Westbrook misses 2-pt jump shot from 13 ft,41,34
190,2,3:22.0,Defensive rebound by R. Lopez,,41,34
191,2,3:07.0,C. Anthony misses 2-pt jump shot from 16 ft,,41,34
192,2,3:07.0,,Defensive rebound by S. Adams,41,34
193,2,2:57.0,,Shooting foul by R. Lopez (drawn by R. Westbrook),41,34
194,2,2:57.0,New York full timeout,,41,34
195,2,2:57.0,,R. Westbrook makes free throw 1 of 2,41,35
196,2,2:57.0,,R. Westbrook misses free throw 2 of 2,41,35
197,2,2:56.0,,Offensive rebound by D. Waiters,41,35
198,2,2:42.0,,S. Ibaka misses 2-pt layup from 3 ft,41,35
199,2,2:41.0,Defensive rebound by A. Afflalo,,41,35
200,2,2:40.0,Turnover by A. Afflalo (bad pass; steal by D. Waiters),,41,35
201,2,2:29.0,,R. Westbrook makes 3-pt jump shot from 22 ft,41,38
202,2,2:10.0,J. Calderón makes 3-pt jump shot from 24 ft (assist by C. Anthony),,44,38
203,2,1:59.0,,R. Westbrook misses 2-pt layup from 1 ft,44,38
204,2,1:59.0,Defensive rebound by R. Lopez,,44,38
205,2,1:51.0,C. Anthony makes 2-pt jump shot from 16 ft,,46,38
206,2,1:38.0,,Shooting foul by A. Afflalo (drawn by D. Waiters),46,38
207,2,1:38.0,,D. Waiters makes free throw 1 of 2,46,39
208,2,1:38.0,L. Galloway enters the game for A. Afflalo,,46,39
209,2,1:38.0,,D. Waiters makes free throw 2 of 2,46,40
210,2,1:25.0,C. Anthony makes 2-pt jump shot from 14 ft,,48,40
211,2,1:04.0,,Personal foul by L. Galloway (drawn by S. Adams),48,40
212,2,1:04.0,,S. Adams makes free throw 1 of 2,48,41
213,2,1:04.0,,S. Adams makes free throw 2 of 2,48,42
214,2,0:51.0,J. Calderón misses 2-pt jump shot from 8 ft,,48,42
215,2,0:51.0,,Defensive rebound by S. Adams,48,42
216,2,0:41.0,,D. Waiters misses 3-pt jump shot from 24 ft,48,42
217,2,0:41.0,,Offensive rebound by S. Adams,48,42
218,2,0:28.0,,S. Ibaka makes 2-pt layup from 1 ft (assist by R. Westbrook),48,44
219,2,0:23.0,New York full timeout,,48,44
220,2,0:05.0,C. Anthony misses 3-pt jump shot from 25 ft,,48,44
221,2,0:04.0,,Defensive rebound by D. Waiters,48,44
222,2,0:00.0,,D. Waiters misses 3-pt jump shot from 27 ft,48,44
223,2,0:00.0,,Offensive rebound by Team,48,44
224,3,11:45.0,J. Calderón makes 3-pt jump shot from 24 ft (assist by K. Porziņģis),,51,44
225,3,11:28.0,,Shooting foul by A. Afflalo (drawn by D. Waiters),51,44
226,3,11:28.0,,D. Waiters makes free throw 1 of 2,51,45
227,3,11:28.0,,D. Waiters misses free throw 2 of 2,51,45
228,3,11:26.0,,Offensive rebound by S. Ibaka,51,45
229,3,11:26.0,,S. Ibaka misses 2-pt jump shot from 1 ft,51,45
230,3,11:25.0,Defensive rebound by K. Porziņģis,,51,45
231,3,11:13.0,K. Porziņģis misses 2-pt layup from 1 ft,,51,45
232,3,11:13.0,,Defensive rebound by R. Westbrook,51,45
233,3,11:05.0,,Turnover by D. Waiters (lost ball; steal by J. Calderón),51,45
234,3,11:03.0,K. Porziņģis makes 2-pt dunk at rim (assist by J. Calderón),,53,45
235,3,10:42.0,,S. Adams misses 2-pt jump shot from 6 ft,53,45
236,3,10:41.0,Defensive rebound by Team,,53,45
237,3,10:21.0,Turnover by C. Anthony (lost ball),,53,45
238,3,10:05.0,,R. Westbrook misses 3-pt jump shot from 24 ft,53,45
239,3,10:05.0,Defensive rebound by K. Porziņģis,,53,45
240,3,9:49.0,Turnover by K. Porziņģis (traveling),,53,45
241,3,9:29.0,,S. Ibaka misses 2-pt layup from 1 ft,53,45
242,3,9:28.0,Defensive rebound by K. Porziņģis,,53,45
243,3,9:20.0,Turnover by J. Calderón (lost ball; steal by R. Westbrook),,53,45
244,3,9:01.0,,R. Westbrook misses 3-pt jump shot from 25 ft,53,45
245,3,9:00.0,,Offensive rebound by S. Adams,53,45
246,3,8:44.0,,S. Ibaka makes 2-pt jump shot from 18 ft (assist by R. Westbrook),53,47
247,3,8:23.0,Shooting foul by S. Adams (drawn by R. Lopez),,53,47
248,3,8:23.0,R. Lopez makes free throw 1 of 2,,54,47
249,3,8:23.0,R. Lopez makes free throw 2 of 2,,55,47
250,3,8:04.0,,S. Ibaka makes 2-pt jump shot from 5 ft (assist by R. Westbrook),55,49
251,3,7:46.0,C. Anthony makes 2-pt dunk at rim (assist by J. Calderón),,57,49
252,3,7:23.0,,D. Waiters misses 3-pt jump shot from 23 ft,57,49
253,3,7:23.0,,Offensive rebound by Team,57,49
254,3,7:23.0,Loose ball foul by R. Lopez (drawn by S. Adams),,57,49
255,3,7:23.0,L. Thomas enters the game for K. Porziņģis,,57,49
256,3,7:14.0,,Turnover by D. Waiters (bad pass),57,49
257,3,7:07.0,Personal foul by R. Westbrook (drawn by R. Lopez),,57,49
258,3,6:55.0,A. Afflalo makes 2-pt jump shot from 15 ft,,59,49
259,3,6:54.0,,Oklahoma City full timeout,59,49
260,3,6:30.0,,Turnover by Team (shot clock),59,49
261,3,6:11.0,C. Anthony misses 2-pt jump shot from 13 ft,,59,49
262,3,6:10.0,,Defensive rebound by R. Westbrook,59,49
263,3,6:00.0,,Shooting foul by R. Lopez (drawn by R. Westbrook),59,49
264,3,6:00.0,,R. Westbrook makes free throw 1 of 2,59,50
265,3,6:00.0,,E. Freedom enters the game for S. Ibaka,59,50
266,3,6:00.0,,R. Westbrook makes free throw 2 of 2,59,51
267,3,5:43.0,Turnover by R. Lopez (traveling),,59,51
268,3,5:21.0,,Turnover by R. Westbrook (lost ball; steal by C. Anthony),59,51
269,3,5:18.0,A. Afflalo misses 2-pt layup from 3 ft (block by A. Roberson),,59,51
270,3,5:11.0,Offensive rebound by J. Calderón,,59,51
271,3,5:09.0,J. Calderón makes 2-pt layup at rim,,61,51
272,3,4:56.0,,R. Westbrook makes 2-pt jump shot from 14 ft,61,53
273,3,4:39.0,Personal foul by A. Roberson (drawn by C. Anthony),,61,53
274,3,4:39.0,K. Séraphin enters the game for R. Lopez,,61,53
275,3,4:35.0,L. Thomas makes 3-pt jump shot from 24 ft (assist by J. Calderón),,64,53
276,3,4:17.0,,D. Waiters makes 2-pt layup at rim,64,55
277,3,3:57.0,A. Afflalo makes 3-pt jump shot from 24 ft (assist by K. Séraphin),,67,55
278,3,3:46.0,,Shooting foul by K. Séraphin (drawn by R. Westbrook),67,55
279,3,3:46.0,,R. Westbrook makes free throw 1 of 2,67,56
280,3,3:46.0,L. Galloway enters the game for J. Calderón,,67,56
281,3,3:46.0,,S. Ibaka enters the game for S. Adams,67,56
282,3,3:46.0,,R. Westbrook makes free throw 2 of 2,67,57
283,3,3:26.0,Offensive foul by A. Afflalo (drawn by D. Waiters),,67,57
284,3,3:26.0,Turnover by A. Afflalo (offensive foul),,67,57
285,3,3:15.0,,Turnover by R. Westbrook (lost ball; steal by L. Galloway),67,57
286,3,3:12.0,Turnover by A. Afflalo (lost ball; steal by D. Waiters),,67,57
287,3,2:59.0,,Turnover by S. Ibaka (lost ball),67,57
288,3,2:59.0,New York full timeout,,67,57
289,3,2:59.0,J. Grant enters the game for A. Afflalo,,67,57
290,3,2:41.0,C. Anthony misses 2-pt jump shot from 5 ft,,67,57
291,3,2:41.0,,Defensive rebound by E. Freedom,67,57
292,3,2:37.0,,Turnover by E. Freedom (bad pass; steal by K. Séraphin),67,57
293,3,2:37.0,K. Séraphin misses 2-pt layup from 1 ft (block by R. Westbrook),,67,57
294,3,2:37.0,Offensive rebound by Team,,67,57
295,3,2:22.0,L. Thomas misses 2-pt jump shot from 7 ft,,67,57
296,3,2:22.0,,Defensive rebound by E. Freedom,67,57
297,3,2:13.0,,A. Roberson misses 3-pt jump shot from 22 ft,67,57
298,3,2:12.0,,Offensive rebound by E. Freedom,67,57
299,3,2:11.0,,E. Freedom makes 2-pt layup from 1 ft,67,59
300,3,1:56.0,Shooting foul by A. Roberson (drawn by C. Anthony),,67,59
301,3,1:56.0,C. Anthony makes free throw 1 of 2,,68,59
302,3,1:56.0,,A. Morrow enters the game for A. Roberson,68,59
303,3,1:56.0,C. Anthony makes free throw 2 of 2,,69,59
304,3,1:43.0,,R. Westbrook misses 3-pt jump shot from 24 ft,69,59
305,3,1:43.0,,Offensive rebound by Team,69,59
306,3,1:41.0,D. Williams enters the game for C. Anthony,,69,59
307,3,1:34.0,,R. Westbrook misses 2-pt jump shot from 14 ft,69,59
308,3,1:34.0,,Offensive rebound by E. Freedom,69,59
309,3,1:30.0,,Turnover by E. Freedom (lost ball; steal by L. Galloway),69,59
310,3,1:25.0,L. Thomas makes 2-pt dunk at rim (assist by L. Galloway),,71,59
311,3,1:11.0,,S. Ibaka misses 2-pt jump shot from 19 ft,71,59
312,3,1:11.0,,Offensive rebound by Team,71,59
313,3,1:11.0,Loose ball foul by K. Séraphin (drawn by E. Freedom),,71,59
314,3,1:11.0,,E. Freedom misses free throw 1 of 2,71,59
315,3,1:11.0,,Offensive rebound by Team,71,59
316,3,1:11.0,,D. Augustin enters the game for R. Westbrook,71,59
317,3,1:11.0,,E. Freedom makes free throw 2 of 2,71,60
318,3,0:52.0,K. Séraphin misses 2-pt hook shot from 8 ft,,71,60
319,3,0:52.0,,Defensive rebound by S. Ibaka,71,60
320,3,0:41.0,,D. Waiters makes 2-pt layup from 1 ft,71,62
321,3,0:25.0,D. Williams misses 3-pt jump shot from 23 ft,,71,62
322,3,0:23.0,Offensive rebound by L. Thomas,,71,62
323,3,0:23.0,L. Thomas misses 2-pt layup from 1 ft,,71,62
324,3,0:22.0,Offensive rebound by Team,,71,62
325,3,0:16.0,L. Thomas makes 2-pt jump shot from 16 ft (assist by K. Séraphin),,73,62
326,3,0:01.0,,D. Waiters misses 2-pt jump shot from 5 ft,73,62
327,3,0:00.0,Defensive rebound by J. Grant,,73,62
328,4,11:37.0,,Turnover by K. Singler (bad pass; steal by L. Galloway),73,62
329,4,11:33.0,Offensive foul by L. Galloway (drawn by D. Augustin),,73,62
330,4,11:33.0,Turnover by L. Galloway (offensive foul),,73,62
331,4,11:14.0,,A. Morrow misses 2-pt jump shot from 13 ft,73,62
332,4,11:14.0,,Offensive rebound by A. Morrow,73,62
333,4,11:11.0,,A. Morrow makes 2-pt jump shot from 9 ft,73,64
334,4,10:59.0,L. Thomas makes 3-pt jump shot from 24 ft (assist by D. Williams),,76,64
335,4,10:37.0,,D. Augustin makes 2-pt layup at rim,76,66
336,4,10:11.0,L. Galloway misses 3-pt jump shot from 24 ft,,76,66
337,4,10:11.0,,Defensive rebound by K. Singler,76,66
338,4,10:01.0,,S. Ibaka misses 2-pt jump shot from 18 ft,76,66
339,4,10:00.0,Defensive rebound by J. Grant,,76,66
340,4,9:55.0,Shooting foul by D. Augustin (drawn by D. Williams),,76,66
341,4,9:55.0,D. Williams misses free throw 1 of 2,,76,66
342,4,9:55.0,Offensive rebound by Team,,76,66
343,4,9:55.0,D. Williams misses free throw 2 of 2,,76,66
344,4,9:55.0,,Defensive rebound by Team,76,66
345,4,9:55.0,Loose ball foul by K. Séraphin (drawn by K. Singler),,76,66
346,4,9:55.0,R. Lopez enters the game for K. Séraphin,,76,66
347,4,9:40.0,,N. Collison misses 2-pt jump shot from 7 ft,76,66
348,4,9:38.0,Defensive rebound by R. Lopez,,76,66
349,4,9:22.0,D. Williams makes 3-pt jump shot from 24 ft (assist by R. Lopez),,79,66
350,4,9:04.0,,D. Augustin misses 3-pt jump shot from 24 ft,79,66
351,4,9:03.0,Defensive rebound by D. Williams,,79,66
352,4,8:53.0,D. Williams makes 3-pt jump shot from 24 ft (assist by J. Grant),,82,66
353,4,8:53.0,,Oklahoma City full timeout,82,66
354,4,8:53.0,,R. Westbrook enters the game for S. Ibaka,82,66
355,4,8:53.0,,E. Freedom enters the game for K. Singler,82,66
356,4,8:33.0,,E. Freedom misses 2-pt layup from 2 ft (block by R. Lopez),82,66
357,4,8:31.0,Defensive rebound by D. Williams,,82,66
358,4,8:11.0,J. Grant misses 2-pt layup from 1 ft,,82,66
359,4,8:10.0,,Defensive rebound by N. Collison,82,66
360,4,7:48.0,,R. Westbrook misses 3-pt jump shot from 25 ft,82,66
361,4,7:47.0,Defensive rebound by D. Williams,,82,66
362,4,7:43.0,Offensive foul by D. Williams (drawn by N. Collison),,82,66
363,4,7:43.0,Turnover by D. Williams (offensive foul),,82,66
364,4,7:22.0,,A. Morrow misses 3-pt jump shot from 24 ft,82,66
365,4,7:22.0,,Offensive rebound by N. Collison,82,66
366,4,7:20.0,,N. Collison makes 2-pt layup from 1 ft,82,68
367,4,6:58.0,Turnover by R. Lopez (lost ball),,82,68
368,4,6:58.0,C. Anthony enters the game for L. Thomas,,82,68
369,4,6:58.0,J. Calderón enters the game for J. Grant,,82,68
370,4,6:46.0,,R. Westbrook makes 2-pt jump shot from 5 ft,82,70
371,4,6:19.0,C. Anthony misses 3-pt jump shot from 26 ft,,82,70
372,4,6:19.0,,Defensive rebound by E. Freedom,82,70
373,4,6:13.0,,R. Westbrook makes 2-pt layup from 1 ft,82,72
374,4,6:12.0,New York full timeout,,82,72
375,4,6:12.0,,A. Roberson enters the game for D. Augustin,82,72
376,4,6:12.0,A. Afflalo enters the game for L. Galloway,,82,72
377,4,6:12.0,K. Porziņģis enters the game for D. Williams,,82,72
378,4,5:55.0,C. Anthony misses 2-pt jump shot from 14 ft,,82,72
379,4,5:54.0,,Defensive rebound by A. Morrow,82,72
380,4,5:37.0,,A. Morrow misses 3-pt jump shot from 22 ft,82,72
381,4,5:36.0,,Offensive rebound by N. Collison,82,72
382,4,5:35.0,,N. Collison makes 2-pt layup from 1 ft,82,74
383,4,5:15.0,Turnover by R. Lopez (lost ball; steal by N. Collison),,82,74
