,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,LA CLIPPERS_ACTION,GOLDEN STATE_SCORE,LA CLIPPERS_SCORE
33,1,8:04.0,D. Green makes 2-pt layup from 2 ft,,12,6
34,1,7:46.0,,P. Pierce misses 2-pt jump shot from 14 ft,12,6
35,1,7:45.0,Defensive rebound by D. Green,,12,6
36,1,7:44.0,Personal foul by C. Paul (drawn by S. Curry),,12,6
37,1,7:44.0,,W. Johnson enters the game for P. Pierce,12,6
38,1,7:41.0,H. Barnes misses 3-pt jump shot from 24 ft,,12,6
39,1,7:40.0,,Defensive rebound by D. Jordan,12,6
40,1,7:20.0,,D. Jordan makes 2-pt dunk at rim (assist by J. Crawford),12,8
41,1,7:06.0,S. Curry makes 2-pt layup from 2 ft (assist by D. Green),,14,8
42,1,6:59.0,,Personal foul by S. Curry (drawn by C. Paul),14,8
43,1,6:56.0,,Turnover by D. Jordan (traveling),14,8
44,1,6:50.0,K. Thompson misses 3-pt jump shot from 25 ft,,14,8
45,1,6:50.0,Offensive rebound by B. Rush,,14,8
46,1,6:46.0,K. Thompson makes 3-pt jump shot from 23 ft (assist by B. Rush),,17,8
47,1,6:19.0,,J. Crawford misses 3-pt jump shot from 25 ft,17,8
48,1,6:17.0,Defensive rebound by H. Barnes,,17,8
49,1,6:11.0,S. Curry makes 2-pt layup from 1 ft (assist by D. Green),,19,8
50,1,6:03.0,,LA Clippers full timeout,19,8
51,1,6:03.0,,J. Green enters the game for L. Mbah a Moute,19,8
52,1,6:03.0,A. Iguodala enters the game for H. Barnes,,19,8
53,1,5:45.0,,C. Paul makes 2-pt layup from 2 ft,19,10
54,1,5:26.0,S. Curry misses 2-pt layup from 2 ft,,19,10
55,1,5:24.0,,Defensive rebound by D. Jordan,19,10
56,1,5:19.0,,D. Jordan misses 2-pt dunk at rim,19,10
57,1,5:15.0,Defensive rebound by D. Green,,19,10
58,1,5:10.0,B. Rush makes 2-pt layup from 1 ft (assist by D. Green),,21,10
59,1,4:50.0,,J. Crawford misses 2-pt jump shot from 8 ft,21,10
60,1,4:48.0,,Offensive rebound by J. Green,21,10
61,1,4:48.0,,J. Green misses 2-pt layup from 1 ft,21,10
62,1,4:46.0,,Offensive rebound by J. Green,21,10
63,1,4:43.0,,Personal foul by S. Curry (drawn by C. Paul),21,10
64,1,4:43.0,S. Livingston enters the game for S. Curry,,21,10
65,1,4:21.0,,J. Crawford makes 2-pt jump shot from 12 ft,21,12
66,1,4:04.0,Shooting foul by J. Green (drawn by K. Thompson),,21,12
67,1,4:04.0,K. Thompson makes free throw 1 of 2,,22,12
68,1,4:04.0,L. Barbosa enters the game for B. Rush,,22,12
69,1,4:04.0,K. Thompson makes free throw 2 of 2,,23,12
70,1,3:54.0,,C. Paul makes 2-pt layup from 2 ft,23,14
71,1,3:35.0,K. Thompson misses 3-pt jump shot from 26 ft,,23,14
72,1,3:34.0,,Defensive rebound by C. Paul,23,14
73,1,3:27.0,,C. Paul makes 3-pt jump shot from 25 ft,23,17
74,1,3:18.0,Golden State full timeout,,23,17
75,1,3:01.0,A. Iguodala misses 3-pt jump shot from 25 ft,,23,17
76,1,3:00.0,,Defensive rebound by C. Paul,23,17
77,1,2:49.0,,J. Crawford misses 3-pt jump shot from 25 ft,23,17
78,1,2:48.0,Defensive rebound by S. Livingston,,23,17
79,1,2:27.0,K. Thompson misses 2-pt jump shot from 11 ft,,23,17
80,1,2:25.0,,Defensive rebound by C. Paul,23,17
81,1,2:14.0,,C. Paul misses 3-pt jump shot from 26 ft,23,17
82,1,2:11.0,Defensive rebound by D. Green,,23,17
83,1,2:05.0,K. Thompson makes 2-pt jump shot from 3 ft,,25,17
84,1,1:58.0,Technical foul by D. Green,,25,17
85,1,1:58.0,,C. Paul makes technical free throw,25,18
86,1,1:46.0,,Turnover by J. Crawford (bad pass; steal by K. Thompson),25,18
87,1,1:34.0,S. Livingston makes 2-pt dunk at rim (assist by D. Green),,27,18
88,1,1:15.0,,C. Paul misses 2-pt layup from 2 ft,27,18
89,1,1:13.0,Defensive rebound by A. Iguodala,,27,18
90,1,1:08.0,K. Thompson makes 3-pt jump shot from 23 ft (assist by A. Iguodala),,30,18
91,1,0:54.0,,Personal foul by K. Thompson (drawn by C. Paul),30,18
92,1,0:54.0,,P. Prigioni enters the game for C. Paul,30,18
93,1,0:42.0,,Turnover by J. Green (lost ball; steal by A. Iguodala),30,18
94,1,0:37.0,Shooting foul by P. Prigioni (drawn by A. Iguodala),,30,18
95,1,0:37.0,A. Iguodala misses free throw 1 of 2,,30,18
96,1,0:37.0,Offensive rebound by Team,,30,18
97,1,0:37.0,,P. Pierce enters the game for D. Jordan,30,18
98,1,0:37.0,A. Iguodala makes free throw 2 of 2,,31,18
99,1,0:31.0,,Shooting foul by S. Livingston (drawn by J. Crawford),31,18
100,1,0:31.0,,J. Crawford makes free throw 1 of 2,31,19
101,1,0:31.0,,J. Crawford makes free throw 2 of 2,31,20
102,1,0:12.0,A. Iguodala misses 2-pt jump shot from 4 ft,,31,20
103,1,0:11.0,Offensive rebound by D. Green,,31,20
104,1,0:07.0,Personal block foul by P. Pierce (drawn by K. Thompson),,31,20
105,1,0:07.0,K. Thompson makes free throw 1 of 2,,32,20
106,1,0:07.0,,C. Paul enters the game for P. Prigioni,32,20
107,1,0:07.0,K. Thompson makes free throw 2 of 2,,33,20
108,1,0:01.0,,J. Crawford misses 3-pt jump shot from 26 ft,33,20
109,1,0:00.0,,Offensive rebound by Team,33,20
110,2,11:49.0,Personal foul by P. Prigioni (drawn by S. Curry),,33,20
111,2,11:41.0,A. Iguodala makes 2-pt jump shot from 19 ft (assist by S. Curry),,35,20
112,2,11:31.0,,Personal foul by S. Livingston (drawn by J. Green),35,20
113,2,11:25.0,,W. Johnson misses 3-pt jump shot from 23 ft,35,20
114,2,11:25.0,Defensive rebound by Team,,35,20
115,2,11:25.0,,Loose ball foul by J. Green (drawn by A. Iguodala),35,20
116,2,11:25.0,,C. Aldrich enters the game for J. Green,35,20
117,2,11:08.0,Turnover by S. Livingston (bad pass; steal by J. Crawford),,35,20
118,2,10:58.0,,Personal foul by S. Livingston (drawn by C. Aldrich),35,20
119,2,10:58.0,B. Rush enters the game for S. Livingston,,35,20
120,2,10:50.0,,W. Johnson makes 3-pt jump shot from 23 ft (assist by P. Prigioni),35,23
121,2,10:36.0,Personal foul by P. Pierce (drawn by M. Speights),,35,23
122,2,10:36.0,,J. Redick enters the game for P. Pierce,35,23
123,2,10:31.0,S. Curry misses 3-pt jump shot from 25 ft,,35,23
124,2,10:30.0,,Defensive rebound by P. Prigioni,35,23
125,2,10:22.0,,J. Crawford misses 2-pt layup from 2 ft,35,23
126,2,10:18.0,,Offensive rebound by C. Aldrich,35,23
127,2,10:17.0,,W. Johnson makes 2-pt jump shot from 19 ft (assist by C. Aldrich),35,25
128,2,10:08.0,M. Speights misses 2-pt jump shot from 21 ft,,35,25
129,2,10:07.0,,Defensive rebound by C. Aldrich,35,25
130,2,10:00.0,Offensive charge foul by C. Aldrich (drawn by M. Speights),,35,25
131,2,10:00.0,,Turnover by C. Aldrich (offensive foul),35,25
132,2,9:39.0,S. Curry misses 2-pt jump shot from 15 ft,,35,25
133,2,9:36.0,Offensive rebound by H. Barnes,,35,25
134,2,9:36.0,H. Barnes makes 2-pt dunk at rim,,37,25
135,2,9:09.0,,P. Prigioni misses 3-pt jump shot from 27 ft,37,25
136,2,9:08.0,Defensive rebound by A. Iguodala,,37,25
137,2,8:54.0,Offensive foul by M. Speights (drawn by P. Prigioni),,37,25
138,2,8:54.0,Turnover by M. Speights (offensive foul),,37,25
139,2,8:54.0,Official timeout,,37,25
140,2,8:31.0,,J. Redick misses 2-pt jump shot from 11 ft,37,25
141,2,8:30.0,,Offensive rebound by C. Aldrich,37,25
142,2,8:20.0,,J. Redick makes 2-pt layup from 1 ft (assist by P. Prigioni),37,27
143,2,8:19.0,,Technical foul by J. Redick,37,27
144,2,8:19.0,S. Curry makes technical free throw,,38,27
145,2,8:19.0,,C. Paul enters the game for P. Prigioni,38,27
146,2,8:04.0,M. Speights makes 2-pt dunk at rim (assist by S. Curry),,40,27
147,2,7:42.0,,C. Paul misses 2-pt jump shot from 6 ft,40,27
148,2,7:41.0,,Offensive rebound by C. Aldrich,40,27
149,2,7:38.0,,C. Aldrich misses 2-pt layup from 1 ft,40,27
150,2,7:36.0,,Offensive rebound by C. Aldrich,40,27
151,2,7:35.0,,C. Aldrich makes 2-pt layup from 2 ft,40,29
152,2,7:27.0,B. Rush makes 2-pt layup from 2 ft (assist by S. Curry),,42,29
153,2,7:23.0,,J. Crawford makes 3-pt jump shot from 25 ft (assist by C. Paul),42,32
154,2,7:23.0,,Shooting foul by H. Barnes (drawn by J. Crawford),42,32
155,2,7:23.0,D. Green enters the game for M. Speights,,42,32
156,2,7:23.0,,D. Jordan enters the game for C. Aldrich,42,32
157,2,7:23.0,,J. Green enters the game for W. Johnson,42,32
158,2,7:23.0,K. Thompson enters the game for A. Iguodala,,42,32
159,2,7:23.0,,J. Crawford makes free throw 1 of 1,42,33
160,2,7:13.0,Personal foul by C. Paul (drawn by S. Curry),,42,33
161,2,7:12.0,,Technical foul by C. Paul,42,33
162,2,7:12.0,S. Curry makes technical free throw,,43,33
163,2,7:12.0,Golden State full timeout,,43,33
164,2,7:01.0,Shooting foul by D. Jordan (drawn by H. Barnes),,43,33
165,2,7:01.0,H. Barnes misses free throw 1 of 2,,43,33
166,2,7:01.0,Offensive rebound by Team,,43,33
167,2,7:01.0,H. Barnes makes free throw 2 of 2,,44,33
168,2,6:51.0,,Personal foul by H. Barnes (drawn by J. Green),44,33
169,2,6:51.0,L. Barbosa enters the game for H. Barnes,,44,33
170,2,6:43.0,,J. Green misses 3-pt jump shot from 26 ft,44,33
171,2,6:42.0,,Offensive rebound by D. Jordan,44,33
172,2,6:42.0,,D. Jordan misses 2-pt dunk from 3 ft,44,33
173,2,6:41.0,Defensive rebound by Team,,44,33
174,2,6:31.0,Shooting foul by D. Jordan (drawn by S. Curry),,44,33
175,2,6:31.0,S. Curry makes free throw 1 of 2,,45,33
176,2,6:31.0,S. Curry makes free throw 2 of 2,,46,33
177,2,6:15.0,,J. Redick makes 2-pt layup from 1 ft,46,35
178,2,6:09.0,D. Green makes 2-pt layup from 2 ft,,48,35
179,2,5:54.0,,Personal foul by L. Barbosa (drawn by J. Crawford),48,35
180,2,5:54.0,,J. Crawford makes free throw 1 of 2,48,36
181,2,5:54.0,,J. Crawford makes free throw 2 of 2,48,37
182,2,5:39.0,D. Green makes 2-pt layup from 1 ft (assist by B. Rush),,50,37
183,2,5:27.0,,Personal foul by L. Barbosa (drawn by D. Jordan),50,37
184,2,5:27.0,,D. Jordan makes free throw 1 of 2,50,38
185,2,5:27.0,,D. Jordan misses free throw 2 of 2,50,38
186,2,5:27.0,Defensive rebound by K. Thompson,,50,38
187,2,5:09.0,L. Barbosa misses 3-pt jump shot from 24 ft,,50,38
188,2,5:08.0,,Defensive rebound by D. Jordan,50,38
189,2,4:56.0,,J. Green makes 2-pt layup from 2 ft (assist by J. Redick),50,40
190,2,4:43.0,D. Green makes 2-pt jump shot from 4 ft,,52,40
191,2,4:26.0,,J. Green misses 2-pt layup from 1 ft (block by B. Rush),52,40
192,2,4:24.0,,Offensive rebound by D. Jordan,52,40
193,2,4:23.0,,J. Redick makes 3-pt jump shot from 24 ft (assist by D. Jordan),52,43
194,2,4:13.0,K. Thompson makes 2-pt layup from 1 ft (assist by S. Curry),,54,43
195,2,3:55.0,,J. Green misses 2-pt hook shot at rim,54,43
196,2,3:52.0,Defensive rebound by D. Green,,54,43
197,2,3:48.0,Shooting foul by J. Redick (drawn by S. Curry),,54,43
198,2,3:48.0,,LA Clippers full timeout,54,43
199,2,3:48.0,,W. Johnson enters the game for J. Redick,54,43
200,2,3:48.0,A. Iguodala enters the game for B. Rush,,54,43
201,2,3:48.0,S. Curry makes free throw 1 of 3,,55,43
202,2,3:48.0,S. Curry misses free throw 2 of 3,,55,43
203,2,3:48.0,Offensive rebound by Team,,55,43
204,2,3:48.0,S. Curry makes free throw 3 of 3,,56,43
205,2,3:39.0,,Turnover by J. Green (bad pass; steal by S. Curry),56,43
206,2,3:18.0,K. Thompson misses 2-pt layup from 2 ft,,56,43
207,2,3:17.0,,Defensive rebound by W. Johnson,56,43
208,2,3:09.0,,Turnover by J. Green (bad pass; steal by K. Thompson),56,43
209,2,3:04.0,L. Barbosa makes 2-pt layup at rim (assist by K. Thompson),,58,43
210,2,2:42.0,,J. Crawford makes 3-pt jump shot from 24 ft,58,46
211,2,2:26.0,D. Green makes 2-pt layup from 2 ft (assist by A. Iguodala),,60,46
212,2,2:01.0,,J. Green makes 2-pt jump shot from 16 ft,60,48
213,2,1:50.0,Turnover by A. Iguodala (bad pass),,60,48
214,2,1:50.0,,L. Mbah a Moute enters the game for J. Green,60,48
215,2,1:38.0,,Shooting foul by L. Barbosa (drawn by J. Crawford),60,48
216,2,1:38.0,,J. Crawford makes free throw 1 of 2,60,49
217,2,1:38.0,,J. Crawford makes free throw 2 of 2,60,50
218,2,1:24.0,Turnover by L. Barbosa (lost ball; steal by J. Crawford),,60,50
219,2,1:24.0,,Personal foul by L. Barbosa (drawn by D. Jordan),60,50
220,2,1:24.0,,D. Jordan misses free throw 1 of 2,60,50
221,2,1:24.0,,Offensive rebound by Team,60,50
222,2,1:24.0,I. Clark enters the game for L. Barbosa,,60,50
223,2,1:24.0,,D. Jordan makes free throw 2 of 2,60,51
224,2,1:10.0,A. Iguodala makes 3-pt jump shot from 26 ft (assist by D. Green),,63,51
225,2,1:00.0,,Turnover by D. Jordan (traveling),63,51
226,2,0:43.0,S. Curry misses 3-pt jump shot from 27 ft,,63,51
227,2,0:41.0,,Defensive rebound by D. Jordan,63,51
228,2,0:32.0,,C. Paul makes 2-pt jump shot from 11 ft,63,53
229,2,0:09.0,A. Iguodala misses 3-pt jump shot from 25 ft,,63,53
230,2,0:08.0,,Defensive rebound by C. Paul,63,53
231,3,11:45.0,S. Curry misses 2-pt jump shot from 19 ft,,63,53
232,3,11:43.0,,Defensive rebound by D. Jordan,63,53
233,3,11:31.0,,D. Jordan makes 2-pt layup from 2 ft (assist by C. Paul),63,55
234,3,11:17.0,K. Thompson makes 2-pt jump shot from 11 ft (assist by D. Green),,65,55
235,3,10:46.0,,P. Pierce misses 2-pt jump shot from 19 ft,65,55
236,3,10:45.0,Defensive rebound by B. Rush,,65,55
237,3,10:34.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by H. Barnes),,68,55
238,3,10:14.0,,Turnover by L. Mbah a Moute (lost ball; steal by B. Rush),68,55
239,3,10:09.0,H. Barnes makes 2-pt dunk at rim (assist by K. Thompson),,70,55
240,3,10:09.0,,LA Clippers full timeout,70,55
241,3,9:50.0,,D. Jordan misses 2-pt layup from 1 ft,70,55
242,3,9:49.0,,Offensive rebound by D. Jordan,70,55
243,3,9:48.0,,D. Jordan misses 2-pt hook shot from 2 ft,70,55
244,3,9:45.0,Defensive rebound by S. Curry,,70,55
245,3,9:27.0,K. Thompson misses 2-pt jump shot from 15 ft,,70,55
246,3,9:26.0,,Defensive rebound by D. Jordan,70,55
247,3,9:16.0,,C. Paul misses 2-pt jump shot from 16 ft,70,55
248,3,9:16.0,,Offensive rebound by D. Jordan,70,55
249,3,9:15.0,,D. Jordan makes 2-pt layup at rim,70,57
250,3,8:54.0,H. Barnes misses 2-pt jump shot from 3 ft,,70,57
251,3,8:53.0,,Defensive rebound by J. Redick,70,57
252,3,8:45.0,,Turnover by J. Redick (lost ball),70,57
253,3,8:36.0,D. Green misses 3-pt jump shot from 25 ft,,70,57
254,3,8:35.0,,Defensive rebound by D. Jordan,70,57
255,3,8:25.0,,P. Pierce misses 3-pt jump shot from 26 ft,70,57
256,3,8:24.0,Defensive rebound by K. Thompson,,70,57
257,3,8:17.0,Turnover by D. Green (bad pass; steal by D. Jordan),,70,57
258,3,8:11.0,,J. Redick makes 2-pt layup from 2 ft (assist by D. Jordan),70,59
259,3,7:59.0,S. Curry misses 2-pt layup from 2 ft (block by D. Jordan),,70,59
260,3,7:55.0,,Defensive rebound by D. Jordan,70,59
261,3,7:52.0,,C. Paul makes 2-pt layup at rim,70,61
262,3,7:34.0,D. Green misses 2-pt jump shot from 5 ft (block by D. Jordan),,70,61
263,3,7:34.0,Offensive rebound by Team,,70,61
264,3,7:31.0,B. Rush makes 2-pt dunk at rim (assist by S. Curry),,72,61
265,3,7:19.0,,C. Paul makes 3-pt jump shot from 26 ft,72,64
266,3,7:05.0,Turnover by S. Curry (traveling),,72,64
267,3,7:05.0,,J. Crawford enters the game for L. Mbah a Moute,72,64
268,3,6:56.0,,Offensive foul by P. Pierce (drawn by H. Barnes),72,64
269,3,6:56.0,,Turnover by P. Pierce (offensive foul),72,64
270,3,6:56.0,,W. Johnson enters the game for P. Pierce,72,64
271,3,6:41.0,D. Green misses 3-pt jump shot from 23 ft,,72,64
272,3,6:40.0,,Defensive rebound by C. Paul,72,64
273,3,6:26.0,,C. Paul misses 3-pt jump shot from 27 ft,72,64
274,3,6:25.0,,Offensive rebound by D. Jordan,72,64
275,3,6:21.0,,C. Paul misses 2-pt layup from 1 ft,72,64
276,3,6:19.0,,Offensive rebound by D. Jordan,72,64
277,3,6:15.0,,J. Crawford misses 3-pt jump shot from 26 ft,72,64
278,3,6:13.0,Defensive rebound by S. Curry,,72,64
279,3,6:12.0,Personal foul by J. Crawford (drawn by S. Curry),,72,64
280,3,6:12.0,Golden State full timeout,,72,64
281,3,6:12.0,A. Iguodala enters the game for B. Rush,,72,64
282,3,6:03.0,K. Thompson misses 3-pt jump shot from 27 ft,,72,64
283,3,6:01.0,,Defensive rebound by C. Paul,72,64
284,3,5:49.0,,J. Redick misses 3-pt jump shot from 26 ft,72,64
285,3,5:48.0,Defensive rebound by K. Thompson,,72,64
286,3,5:36.0,K. Thompson misses 2-pt layup from 2 ft,,72,64
287,3,5:35.0,,Defensive rebound by D. Jordan,72,64
288,3,5:11.0,,C. Paul misses 3-pt jump shot from 26 ft,72,64
289,3,5:10.0,Defensive rebound by H. Barnes,,72,64
290,3,5:05.0,D. Green makes 2-pt layup from 2 ft (assist by S. Curry),,74,64
291,3,4:59.0,,J. Crawford makes 2-pt layup from 1 ft,74,66
292,3,4:59.0,,Shooting foul by A. Iguodala (drawn by J. Crawford),74,66
293,3,4:59.0,,J. Crawford makes free throw 1 of 1,74,67
294,3,4:49.0,S. Curry misses 3-pt jump shot from 25 ft,,74,67
295,3,4:48.0,,Defensive rebound by J. Crawford,74,67
296,3,4:41.0,,Turnover by J. Crawford (bad pass; steal by S. Curry),74,67
297,3,4:35.0,K. Thompson makes 2-pt dunk at rim (assist by A. Iguodala),,76,67
298,3,4:17.0,,Turnover by J. Redick (bad pass; steal by K. Thompson),76,67
299,3,4:12.0,A. Iguodala makes 2-pt layup from 2 ft (assist by K. Thompson),,78,67
300,3,3:52.0,,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),78,69
301,3,3:44.0,Turnover by S. Curry (lost ball; steal by C. Paul),,78,69
302,3,3:38.0,,J. Crawford makes 2-pt layup from 2 ft (assist by C. Paul),78,71
303,3,3:30.0,Shooting foul by J. Redick (drawn by H. Barnes),,78,71
304,3,3:30.0,H. Barnes makes free throw 1 of 2,,79,71
305,3,3:30.0,,J. Green enters the game for J. Redick,79,71
306,3,3:30.0,H. Barnes makes free throw 2 of 2,,80,71
307,3,3:14.0,,Turnover by C. Paul (lost ball; steal by S. Curry),80,71
308,3,3:10.0,Turnover by A. Iguodala (lost ball; steal by J. Crawford),,80,71
309,3,2:55.0,,W. Johnson makes 3-pt jump shot from 25 ft (assist by C. Paul),80,74
310,3,2:39.0,Turnover by D. Green (bad pass; steal by D. Jordan),,80,74
311,3,2:34.0,,D. Jordan misses 2-pt dunk at rim,80,74
312,3,2:31.0,Defensive rebound by D. Green,,80,74
313,3,2:31.0,Shooting foul by W. Johnson (drawn by K. Thompson),,80,74
314,3,2:31.0,K. Thompson makes free throw 1 of 2,,81,74
315,3,2:31.0,B. Rush enters the game for H. Barnes,,81,74
316,3,2:31.0,K. Thompson makes free throw 2 of 2,,82,74
317,3,2:18.0,L. Barbosa enters the game for K. Thompson,,82,74
318,3,2:08.0,,J. Crawford makes 3-pt jump shot from 29 ft,82,77
319,3,1:51.0,Shooting foul by J. Green (drawn by S. Curry),,82,77
320,3,1:51.0,S. Curry makes free throw 1 of 2,,83,77
321,3,1:51.0,S. Curry makes free throw 2 of 2,,84,77
322,3,1:34.0,,J. Crawford misses 2-pt jump shot from 17 ft,84,77
323,3,1:32.0,,Offensive rebound by D. Jordan,84,77
324,3,1:32.0,,D. Jordan makes 2-pt layup at rim,84,79
325,3,1:19.0,S. Curry makes 3-pt jump shot from 26 ft (assist by D. Green),,87,79
326,3,1:02.0,,C. Paul makes 3-pt jump shot from 26 ft (assist by J. Green),87,82
327,3,0:44.0,D. Green makes 2-pt layup from 1 ft,,89,82
328,3,0:35.0,,D. Jordan makes 2-pt dunk at rim (assist by J. Crawford),89,84
329,3,0:30.0,Shooting foul by W. Johnson (drawn by S. Curry),,89,84
330,3,0:30.0,S. Curry makes free throw 1 of 3,,90,84
331,3,0:30.0,S. Curry misses free throw 2 of 3,,90,84
332,3,0:30.0,Offensive rebound by Team,,90,84
333,3,0:30.0,S. Curry makes free throw 3 of 3,,91,84
334,3,0:30.0,Loose ball foul by D. Green (drawn by D. Jordan),,91,84
335,3,0:30.0,,P. Pierce enters the game for D. Jordan,91,84
336,3,0:07.0,,J. Crawford misses 2-pt jump shot from 10 ft,91,84
337,3,0:04.0,Defensive rebound by B. Rush,,91,84
338,3,0:01.0,D. Green makes 2-pt layup from 1 ft (assist by A. Iguodala),,93,84
339,4,11:43.0,,C. Aldrich makes 2-pt layup from 2 ft (assist by W. Johnson),93,86
340,4,11:25.0,M. Speights misses 2-pt jump shot from 16 ft,,93,86
341,4,11:24.0,,Defensive rebound by P. Prigioni,93,86
342,4,11:06.0,,J. Crawford misses 3-pt jump shot from 24 ft,93,86
343,4,11:05.0,Defensive rebound by K. Thompson,,93,86
344,4,10:45.0,A. Iguodala misses 3-pt jump shot from 26 ft,,93,86
345,4,10:44.0,Offensive rebound by M. Speights,,93,86
346,4,10:42.0,M. Speights makes 2-pt hook shot from 2 ft,,95,86
347,4,10:27.0,,J. Green misses 2-pt jump shot from 20 ft,95,86
348,4,10:26.0,Defensive rebound by S. Livingston,,95,86
349,4,10:20.0,H. Barnes makes 3-pt jump shot from 24 ft (assist by A. Iguodala),,98,86
350,4,10:17.0,,LA Clippers full timeout,98,86
351,4,9:59.0,,W. Johnson misses 3-pt jump shot from 27 ft,98,86
352,4,9:58.0,Defensive rebound by H. Barnes,,98,86
353,4,9:38.0,Offensive foul by M. Speights (drawn by C. Aldrich),,98,86
354,4,9:38.0,Turnover by M. Speights (offensive foul),,98,86
355,4,9:38.0,,J. Redick enters the game for J. Green,98,86
356,4,9:26.0,,C. Aldrich misses 2-pt jump shot from 3 ft (block by S. Livingston),98,86
357,4,9:23.0,Defensive rebound by S. Livingston,,98,86
358,4,9:04.0,H. Barnes makes 2-pt jump shot from 19 ft,,100,86
359,4,8:47.0,,J. Redick makes 2-pt jump shot from 19 ft (assist by C. Aldrich),100,88
360,4,8:25.0,S. Livingston misses 2-pt jump shot from 8 ft,,100,88
361,4,8:24.0,,Defensive rebound by C. Aldrich,100,88
362,4,8:09.0,,Turnover by P. Prigioni (bad pass),100,88
363,4,8:09.0,,C. Paul enters the game for P. Prigioni,100,88
364,4,7:55.0,Shooting foul by C. Aldrich (drawn by A. Iguodala),,100,88
365,4,7:55.0,A. Iguodala misses free throw 1 of 2,,100,88
366,4,7:55.0,Offensive rebound by Team,,100,88
367,4,7:55.0,D. Green enters the game for M. Speights,,100,88
368,4,7:55.0,,D. Jordan enters the game for C. Aldrich,100,88
369,4,7:55.0,A. Iguodala misses free throw 2 of 2,,100,88
370,4,7:54.0,,Defensive rebound by D. Jordan,100,88
371,4,7:42.0,,D. Jordan makes 2-pt layup from 1 ft (assist by J. Crawford),100,90
372,4,7:21.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by D. Green),,103,90
373,4,7:04.0,,J. Crawford misses 2-pt jump shot from 19 ft,103,90
374,4,7:03.0,Defensive rebound by D. Green,,103,90
375,4,6:54.0,K. Thompson misses 2-pt jump shot from 16 ft,,103,90
376,4,6:52.0,,Defensive rebound by W. Johnson,103,90
377,4,6:35.0,,C. Paul makes 2-pt layup from 2 ft (assist by J. Redick),103,92
378,4,6:15.0,K. Thompson makes 2-pt jump shot from 13 ft (assist by D. Green),,105,92
379,4,5:57.0,,C. Paul misses 3-pt jump shot from 25 ft,105,92
380,4,5:55.0,Defensive rebound by A. Iguodala,,105,92
381,4,5:47.0,H. Barnes makes 3-pt jump shot from 27 ft (assist by S. Livingston),,108,92
382,4,5:47.0,,LA Clippers full timeout,108,92
383,4,5:47.0,,P. Pierce enters the game for W. Johnson,108,92
384,4,5:47.0,S. Curry enters the game for H. Barnes,,108,92
385,4,5:47.0,B. Rush enters the game for A. Iguodala,,108,92
