,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,SACRAMENTO_ACTION,GOLDEN STATE_SCORE,SACRAMENTO_SCORE
0,1,11:46.0,,R. Gay misses 2-pt layup from 3 ft,0,0
1,1,11:45.0,Defensive rebound by S. Curry,,0,0
2,1,11:40.0,Turnover by S. Curry (bad pass; steal by D. Cousins),,0,0
3,1,11:34.0,,B. McLemore makes 2-pt layup from 1 ft (assist by R. Rondo),0,2
4,1,11:19.0,Turnover by D. Green (bad pass),,0,2
5,1,11:04.0,,D. Cousins makes 2-pt jump shot from 18 ft,0,4
6,1,10:40.0,Turnover by Team (shot clock),,0,4
7,1,10:31.0,,B. McLemore misses 3-pt jump shot from 24 ft (block by D. Green),0,4
8,1,10:29.0,Defensive rebound by A. Bogut,,0,4
9,1,10:22.0,B. Rush makes 3-pt jump shot from 25 ft (assist by S. Curry),,3,4
10,1,10:05.0,,R. Gay misses 2-pt jump shot from 7 ft,3,4
11,1,10:04.0,,Offensive rebound by Q. Acy,3,4
12,1,10:00.0,,D. Cousins misses 3-pt jump shot from 24 ft,3,4
13,1,10:00.0,,Offensive rebound by R. Rondo,3,4
14,1,9:56.0,,R. Gay makes 2-pt jump shot from 10 ft (assist by R. Rondo),3,6
15,1,9:42.0,K. Thompson makes 2-pt layup from 3 ft,,5,6
16,1,9:33.0,,Turnover by R. Rondo (bad pass; steal by B. Rush),5,6
17,1,9:19.0,S. Curry misses 3-pt jump shot from 24 ft,,5,6
18,1,9:18.0,,Defensive rebound by R. Gay,5,6
19,1,9:15.0,,Turnover by R. Rondo (bad pass; steal by D. Green),5,6
20,1,9:08.0,D. Green misses 2-pt layup from 2 ft,,5,6
21,1,9:07.0,,Defensive rebound by D. Cousins,5,6
22,1,8:54.0,,Personal foul by K. Thompson (drawn by B. McLemore),5,6
23,1,8:45.0,,B. McLemore misses 3-pt jump shot from 24 ft,5,6
24,1,8:44.0,Defensive rebound by D. Green,,5,6
25,1,8:32.0,S. Curry makes 3-pt jump shot from 22 ft,,8,6
26,1,8:26.0,,R. Rondo misses 2-pt jump shot from 3 ft,8,6
27,1,8:25.0,Defensive rebound by K. Thompson,,8,6
28,1,8:08.0,K. Thompson misses 3-pt jump shot from 26 ft,,8,6
29,1,8:08.0,Offensive rebound by S. Curry,,8,6
30,1,8:05.0,S. Curry misses 3-pt jump shot from 25 ft,,8,6
